,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
173,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-09-21 10:13:52.000000,2023-09-21 02:55:09,2850.0,19.0,1542.0,86.0,1599.0,307.0,1592.0,7568.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",117.0,33,True,2023-04-11 13:37:00.617,2.8.0,18.0,paddleseg,,,,['paddle'],1011.0,1007.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,4.0,2160.0,2160.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
174,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2023-09-05 02:01:43.000000,2023-07-16 10:19:01,1688.0,4.0,1275.0,146.0,201.0,183.0,143.0,7409.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,48.0,33,True,2023-06-25 06:09:29.000,1.1.0,88.0,pyod,conda-forge/pyod,,,,2840.0,2789.0,https://pypi.org/project/pyod,2023-06-25 06:02:01.357,51.0,626978.0,629008.0,https://anaconda.org/conda-forge/pyod,2023-06-26 04:46:35.290,81234.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
175,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2023-09-21 05:45:15.000000,2023-09-14 19:13:26,3249.0,3.0,897.0,138.0,622.0,54.0,1078.0,6183.0,Python library for audio and music analysis.,116.0,33,True,2023-08-16 13:52:19.000,0.10.1,41.0,librosa,conda-forge/librosa,,,,1433.0,,https://pypi.org/project/librosa,2023-08-16 13:52:19.000,1433.0,2445634.0,2463818.0,https://anaconda.org/conda-forge/librosa,2023-08-16 18:07:49.183,691018.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
176,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-09-19 12:04:10.000000,2023-07-25 15:00:08,1165.0,19.0,626.0,65.0,124.0,50.0,421.0,5448.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,33,True,2023-07-25 15:01:13.000,2.3.0,207.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],913.0,894.0,https://pypi.org/project/pytorch-metric-learning,2023-07-25 14:56:04.000,19.0,302145.0,302389.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10736.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
177,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-09-20 12:27:47.000000,2023-09-20 12:27:27,2199.0,62.0,603.0,89.0,230.0,377.0,501.0,4729.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",84.0,33,True,2023-08-11 22:51:29.000,1.12.2,136.0,clearml,,allegroai/trains,,,731.0,718.0,https://pypi.org/project/clearml,2023-08-11 22:51:29.000,13.0,241575.0,242195.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30180.0,2.0,1490.0,,,,,,,,,,,,,,,,,,,
178,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2023-09-20 20:12:35.000000,2023-09-20 16:05:21,2413.0,83.0,253.0,46.0,2045.0,297.0,637.0,4227.0,"Aim An easy-to-use & supercharged open-source AI metadata tracker (experiment tracking, AI agents tracing).",65.0,33,True,2023-06-02 08:59:51.000,3.17.5,751.0,aim,conda-forge/aim,,,,327.0,313.0,https://pypi.org/project/aim,2023-09-20 20:12:35.000,14.0,127872.0,129335.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,38054.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
179,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2023-09-20 16:47:08.000000,2023-09-19 12:38:21,11699.0,103.0,1050.0,100.0,1249.0,128.0,727.0,3967.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",132.0,33,True,2023-09-12 20:55:47.000,1.15.2,55.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,430.0,422.0,https://pypi.org/project/adversarial-robustness-toolbox,2023-09-12 20:44:10.000,8.0,33392.0,34229.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-09-12 23:37:26.900,31831.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
180,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,,2013-03-21 18:43:22.000,2023-09-18 14:41:23.000000,2023-09-18 14:41:21,7284.0,38.0,591.0,118.0,1132.0,299.0,1097.0,3114.0,High-performance interactive 2D/3D data visualization library.,187.0,33,False,2023-09-08 03:05:47.000,0.14.0,34.0,vispy,conda-forge/vispy,,,['jupyter'],1254.0,1254.0,https://pypi.org/project/vispy,,,75801.0,87682.0,https://anaconda.org/conda-forge/vispy,2023-09-08 12:28:28.391,427102.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,,,18.0,,,,,,,,,,,,,
181,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-09-21 11:31:40.000000,2023-09-15 14:57:15,1467.0,32.0,363.0,94.0,710.0,133.0,435.0,3068.0,Quickly and accurately render even the largest data.,53.0,33,True,2023-08-17 10:44:40.000,0.15.2,40.0,datashader,conda-forge/datashader,,,,3010.0,2892.0,https://pypi.org/project/datashader,2023-08-17 10:29:09.000,118.0,74355.0,91105.0,https://anaconda.org/conda-forge/datashader,2023-08-17 12:55:00.403,670012.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
182,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-09-21 11:06:47.000000,2023-09-20 20:00:54,1669.0,92.0,329.0,54.0,1399.0,71.0,371.0,2770.0,Bayesian optimization in PyTorch.,103.0,33,True,2023-08-11 00:20:30.000,0.9.2,39.0,botorch,conda-forge/botorch,,,['pytorch'],702.0,671.0,https://pypi.org/project/botorch,2023-08-11 00:20:30.000,31.0,222179.0,224461.0,https://anaconda.org/conda-forge/botorch,2023-08-11 23:47:35.517,84462.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
183,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-09-15 10:55:51.000000,2021-10-12 13:32:38,1570.0,,502.0,64.0,532.0,303.0,391.0,2656.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5024.0,4766.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:23:01.204,258.0,533748.0,542796.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,669623.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
184,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-09-20 15:45:14.000000,2023-09-07 15:35:37,1618.0,14.0,317.0,59.0,168.0,119.0,191.0,2578.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-08-21 13:31:48.000,0.6.2,99.0,tslearn,conda-forge/tslearn,,,['sklearn'],1000.0,955.0,https://pypi.org/project/tslearn,2023-08-21 13:31:48.000,45.0,270324.0,302066.0,https://anaconda.org/conda-forge/tslearn,2023-08-21 16:01:42.662,1237959.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
185,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-08-24 10:24:17.396000,2023-08-21 14:59:32,990.0,22.0,460.0,55.0,130.0,330.0,163.0,2532.0,A high performance implementation of HDBSCAN clustering.,84.0,33,True,2023-07-18 17:54:02.116,0.8.33,50.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2819.0,2608.0,https://pypi.org/project/hdbscan,2023-07-18 17:54:02.116,211.0,498642.0,547152.0,https://anaconda.org/conda-forge/hdbscan,2023-08-24 10:24:17.396,1697852.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
186,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-09-13 16:31:11.545000,2023-09-13 15:29:43,2261.0,10.0,561.0,70.0,474.0,255.0,674.0,2171.0,Survival analysis in Python.,111.0,33,True,2023-09-13 15:31:06.000,0.27.8,169.0,lifelines,conda-forge/lifelines,,,,1955.0,1832.0,https://pypi.org/project/lifelines,2023-09-13 15:31:06.000,123.0,356556.0,363795.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,289570.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
187,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2023-09-21 12:37:53.939000,2023-09-06 20:08:09,3659.0,22.0,189.0,52.0,1331.0,126.0,702.0,1924.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2023-09-06 20:25:23.000,0.14.0,58.0,pythran,conda-forge/pythran,,,,1230.0,1208.0,https://pypi.org/project/pythran,2023-09-06 20:25:23.000,22.0,167175.0,178542.0,https://anaconda.org/conda-forge/pythran,2023-09-21 12:37:53.939,409219.0,,,,,2.0,,,,,,,,,,,,,,,,,pythran,python-pythran,,
188,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-09-20 17:24:51.000000,2023-09-11 08:59:57,1149.0,3.0,348.0,63.0,570.0,249.0,341.0,1402.0,A Jupyter - Leaflet.js bridge.,84.0,33,True,2023-09-11 09:06:03.000,0.17.4,78.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],5441.0,5278.0,https://pypi.org/project/ipyleaflet,2023-09-11 09:06:03.000,158.0,154534.0,219260.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1065847.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2023-06-02 07:27:55.785,5.0,38080.0,,,,,,,,,,,,,
189,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-09-19 10:22:40.000000,2023-09-18 13:41:23,2666.0,77.0,258.0,34.0,187.0,42.0,474.0,1159.0,Python interface for igraph.,71.0,33,False,2023-09-12 20:45:02.000,0.10.8,37.0,python-igraph,conda-forge/igraph,,,,2640.0,2233.0,https://pypi.org/project/python-igraph,2023-09-12 20:45:02.000,407.0,249527.0,268844.0,https://anaconda.org/conda-forge/igraph,2023-09-06 18:38:16.778,458106.0,,,,,1.0,561817.0,,,,,,,,,,,,,,,,,,,
190,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2023-09-15 02:33:09.000000,2023-09-04 22:50:45,1448.0,9.0,202.0,48.0,510.0,38.0,720.0,1074.0,Fiona reads and writes geographic data files.,69.0,33,True,2023-05-23 23:23:16.000,1.9.4.post1,111.0,fiona,conda-forge/fiona,,,,15609.0,14730.0,https://pypi.org/project/fiona,2023-05-23 23:16:02.878,879.0,5953853.0,6008517.0,https://anaconda.org/conda-forge/fiona,2023-06-16 13:17:11.785,4919764.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
191,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-09-21 14:17:55.000000,2023-09-21 14:14:47,11049.0,261.0,232.0,58.0,11495.0,145.0,2075.0,889.0,Cloud-native genomic dataframes and batch computing.,90.0,33,True,2023-09-19 19:39:02.000,0.2.123,143.0,hail,,,,['spark'],126.0,110.0,https://pypi.org/project/hail,2023-09-19 19:39:02.000,16.0,19294.0,19294.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
192,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2023-09-20 22:59:06.000000,2023-09-20 22:58:51,1012.0,73.0,170.0,36.0,113.0,31.0,54.0,681.0,Snowball compiler and stemming algorithms.,34.0,33,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6804.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6800.0,9884598.0,9969093.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,7182139.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
193,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-09-13 13:23:14.000000,2022-06-10 09:12:18,238.0,,13078.0,1568.0,221.0,735.0,582.0,49374.0,The worlds simplest facial recognition api for Python and the command line.,54.0,32,False,2020-02-20 14:26:01.000,1.3.0,21.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],69.0,13.0,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,56.0,48589.0,49109.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,18220.0,,,,,2.0,1146.0,,,,,,,,,,,,,,,,,,,
194,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3293.0,465.0,671.0,589.0,672.0,14079.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1504.0,1414.0,https://pypi.org/project/tensor2tensor,2017-06-21 01:15:55.000,90.0,4813.0,4813.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
195,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-05-27 00:04:03.000000,2021-11-29 19:55:31,1571.0,,1123.0,345.0,1682.0,498.0,1294.0,11082.0,Turi Create simplifies the development of custom machine learning models.,86.0,32,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,378.0,357.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,21.0,14201.0,14333.0,,,,,,,,3.0,9158.0,,,,,,,,,,,,,,,,,,,
196,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-09-21 07:27:49.000000,2023-09-18 19:06:38,3467.0,22.0,754.0,133.0,152.0,103.0,901.0,9822.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",86.0,32,True,2023-08-12 09:54:02.000,14.4.0,214.0,ocrmypdf,conda-forge/ocrmypdf,,,,615.0,598.0,https://pypi.org/project/ocrmypdf,2023-08-12 09:54:02.000,17.0,41486.0,43603.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,56024.0,,,,,2.0,310.0,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,
197,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2023-09-05 19:14:27.000000,2020-11-30 04:34:51,613.0,,2415.0,461.0,258.0,570.0,362.0,9600.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5131.0,4642.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,489.0,7564.0,7564.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
198,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-07-11 22:40:16.000000,2023-06-21 15:51:47,1385.0,,1406.0,305.0,887.0,129.0,757.0,8926.0,AutoML library for deep learning.,142.0,32,True,2023-01-28 18:46:30.271,1.1.0,58.0,autokeras,,,,['tensorflow'],572.0,561.0,https://pypi.org/project/autokeras,2022-04-30 05:46:13.000,11.0,10334.0,10565.0,,,,,,,,2.0,16232.0,,,,,,,,,,,,,,,,,,,
199,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2023-09-09 23:36:21.000000,2023-03-13 12:21:37,454.0,,2291.0,282.0,131.0,298.0,307.0,7517.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,32,True,2023-03-14 12:04:32.000,3.10.0,54.0,SpeechRecognition,conda-forge/speechrecognition,,,,817.0,13.0,https://pypi.org/project/SpeechRecognition,2022-12-04 12:47:02.703,804.0,453442.0,455472.0,https://anaconda.org/conda-forge/speechrecognition,2023-06-16 13:24:04.552,172558.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
200,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-09-20 15:15:56.000000,2023-09-18 15:21:15,756.0,32.0,660.0,271.0,987.0,288.0,311.0,6978.0,Build and manage real-life data science projects with ease!.,72.0,32,True,2023-09-18 16:25:10.000,2.9.14,94.0,metaflow,conda-forge/metaflow,,,,547.0,525.0,https://pypi.org/project/metaflow,2023-09-18 16:25:10.000,22.0,176954.0,180844.0,https://anaconda.org/conda-forge/metaflow,2023-09-19 12:24:25.822,147822.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
201,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2023-09-19 08:45:05.000000,2023-08-08 19:21:45,1213.0,2.0,1022.0,127.0,268.0,349.0,317.0,6855.0,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,32,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,12332.0,11841.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,491.0,1767418.0,1779531.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,726805.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
202,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-09-21 07:50:47.000000,2023-09-07 19:38:08,3987.0,150.0,832.0,146.0,445.0,76.0,741.0,6781.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",61.0,32,False,2023-09-08 22:22:33.000,1.5.1,17.0,stanza,stanfordnlp/stanza,,,,2095.0,2095.0,https://pypi.org/project/stanza,,,126196.0,126366.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7167.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
203,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-09-20 22:15:28.000000,2023-08-31 05:08:04,5732.0,75.0,825.0,112.0,1525.0,98.0,567.0,6647.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",92.0,32,True,2023-09-01 02:09:54.000,2.5.1,112.0,perspective-python,conda-forge/perspective,,,['jupyter'],601.0,586.0,https://pypi.org/project/perspective-python,2023-09-01 02:09:54.000,12.0,4975.0,17843.0,https://anaconda.org/conda-forge/perspective,2023-09-01 05:23:40.605,446939.0,,,,,2.0,1274.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2023-09-01 02:07:50.033,3.0,772.0,,,,,,,,,,,,,
204,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-08-28 18:16:22.000000,2023-08-28 18:16:10,2745.0,148.0,684.0,141.0,84.0,66.0,320.0,5690.0,Fit interpretable models. Explain blackbox machine learning.,39.0,32,True,2023-08-28 03:48:17.000,0.4.4,45.0,interpret,,,,['jupyter'],544.0,516.0,https://pypi.org/project/interpret,2023-08-26 19:56:29.000,28.0,56002.0,56002.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
205,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-09-07 16:21:01.000000,2023-09-07 16:21:01,1075.0,20.0,352.0,82.0,514.0,48.0,446.0,5295.0,A scikit-learn compatible neural network library that wraps PyTorch.,60.0,32,True,2023-09-04 10:10:59.000,0.15.0,15.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",954.0,954.0,https://pypi.org/project/skorch,,,85679.0,107216.0,https://anaconda.org/conda-forge/skorch,2023-09-06 08:43:59.780,775333.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
206,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2023-09-20 15:05:44.000000,2023-09-20 15:05:44,28802.0,85.0,1520.0,182.0,1991.0,28.0,1527.0,4529.0,"mlpack: a fast, header-only C++ machine learning library.",307.0,32,True,2023-09-07 13:37:40.000,4.2.1,44.0,mlpack,conda-forge/mlpack,,,,1.0,,https://pypi.org/project/mlpack,2023-09-07 13:37:40.000,1.0,1577.0,5681.0,https://anaconda.org/conda-forge/mlpack,2023-06-17 04:40:48.549,160057.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
207,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-09-19 00:30:08.000000,2023-09-19 00:15:44,3740.0,63.0,500.0,84.0,506.0,20.0,434.0,4413.0,Online machine learning in Python.,104.0,32,True,2023-09-03 17:17:56.000,0.19.0,17.0,river,conda-forge/river,,,,389.0,360.0,https://pypi.org/project/river,2023-09-03 15:35:29.000,29.0,20213.0,21891.0,https://anaconda.org/conda-forge/river,2023-06-16 19:25:37.799,48672.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
208,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-09-20 21:51:20.000000,2023-09-20 21:51:19,1079.0,32.0,554.0,115.0,769.0,249.0,983.0,3626.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",155.0,32,True,2023-09-18 21:47:03.000,7.0,45.0,coremltools,conda-forge/coremltools,,,,3495.0,3330.0,https://pypi.org/project/coremltools,2023-09-18 21:48:25.000,165.0,132502.0,134083.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,51636.0,,,,,2.0,7632.0,,,,,,,,,,,,,,,,,,,
209,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2023-09-20 00:35:48.000000,2023-09-20 00:35:48,3821.0,20.0,504.0,56.0,866.0,320.0,957.0,3215.0,A highly efficient implementation of Gaussian Processes in PyTorch.,125.0,32,True,2023-06-02 22:04:02.000,1.11,38.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],1608.0,1541.0,https://pypi.org/project/gpytorch,2023-06-02 22:13:00.914,67.0,255969.0,259021.0,https://anaconda.org/conda-forge/gpytorch,2023-08-11 22:34:06.614,122080.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
210,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2023-09-21 03:41:41.000000,2023-09-19 19:41:47,1359.0,22.0,419.0,52.0,700.0,37.0,442.0,3142.0,NeuralProphet: A simple forecasting package.,44.0,32,True,2023-06-14 22:41:07.000,0.6.2,27.0,neuralprophet,,,,['pytorch'],298.0,298.0,https://pypi.org/project/neuralprophet,,,148189.0,148189.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
211,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-09-20 19:34:38.000000,2023-09-20 19:29:27,1198.0,36.0,200.0,28.0,358.0,100.0,128.0,2932.0,Lightning fast forecasting with statistical and econometric models.,28.0,32,True,2023-08-23 19:27:53.000,1.6.0,27.0,statsforecast,conda-forge/statsforecast,,,,486.0,465.0,https://pypi.org/project/statsforecast,2023-08-23 19:27:53.000,21.0,456282.0,459042.0,https://anaconda.org/conda-forge/statsforecast,2023-08-25 15:46:41.512,49680.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
