,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
142,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2021-07-08 09:00:52.000000,2021-06-14 15:04:38.000000,1099,63.0,712.0,4809.0,872.0,Gluon CV Toolkit.,114.0,29,True,2021-06-15 21:17:32.000000,0.10.3,1146.0,gluoncv,,,,['mxnet'],567.0,537.0,https://pypi.org/project/gluoncv,2021-07-08 09:00:52.000000,30.0,378215.0,378215.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
143,TinyDB,msiemens/tinydb,,data-containers,https://github.com/msiemens/tinydb,https://github.com/msiemens/tinydb,MIT,2013-07-12 23:31:13.000000,2021-07-07 17:25:59.000000,2021-06-28 13:58:16.000000,389,12.0,254.0,4423.0,628.0,TinyDB is a lightweight document oriented database optimized for your happiness :).,67.0,29,True,2021-06-26 16:41:50.000000,4.5.0,60.0,tinydb,conda-forge/tinydb,,,,1118.0,,https://pypi.org/project/tinydb,2021-06-26 16:41:47.000000,1118.0,266641.0,268709.0,https://anaconda.org/conda-forge/tinydb,2021-02-11 21:20:33.462000,126196.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
144,Kornia,kornia/kornia,,image,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000000,2021-07-08 08:02:33.000000,2021-07-08 08:02:32.000000,410,101.0,326.0,4228.0,1679.0,Open Source Differentiable Computer Vision Library for PyTorch.,110.0,29,True,2021-06-27 21:08:30.000000,0.5.5,18.0,kornia,,,,['pytorch'],484.0,484.0,https://pypi.org/project/kornia,2021-06-27 21:08:30.000000,0.0,143213.0,143214.0,,,,,,,,2.0,49.0,,,,,,,,,,,,,,,,,,,,
145,kaggle,Kaggle/kaggle-api,,ml-experiments,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000000,2021-07-01 04:23:38.000000,2021-03-15 15:49:05.000000,808,177.0,126.0,4140.0,145.0,Official Kaggle API.,36.0,29,True,2021-03-13 00:50:03.000000,1.5.12,48.0,kaggle,conda-forge/kaggle,,,,6471.0,5907.0,https://pypi.org/project/kaggle,2021-03-13 00:50:03.000000,564.0,197560.0,199995.0,https://anaconda.org/conda-forge/kaggle,2021-03-16 16:09:03.613000,63322.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
146,Kedro,quantumblacklabs/kedro,,data-pipelines,https://github.com/quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro,Apache-2.0,2019-04-18 10:29:56.000000,2021-07-07 21:10:09.000000,2021-07-07 12:16:49.000000,466,38.0,462.0,4064.0,1266.0,"A Python framework for creating reproducible, maintainable and modular data science code.",113.0,29,True,2021-06-16 09:10:32.000000,0.17.4,28.0,kedro,,,,,523.0,507.0,https://pypi.org/project/kedro,2021-06-16 09:10:32.000000,16.0,236537.0,236537.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
147,Ignite,pytorch/ignite,,ml-frameworks,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000000,2021-07-08 09:22:44.000000,2021-07-04 13:12:01.000000,464,128.0,746.0,3605.0,1157.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,143.0,29,True,2021-06-24 22:53:22.000000,0.4.5,610.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],1027.0,965.0,https://pypi.org/project/pytorch-ignite,2021-07-08 00:10:12.000000,62.0,56249.0,57921.0,https://anaconda.org/pytorch/ignite,2021-06-24 22:54:30.068000,61873.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
148,Dagster,dagster-io/dagster,,data-pipelines,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000000,2021-07-08 15:08:16.000000,2021-07-08 15:07:42.000000,393,633.0,2401.0,3536.0,8063.0,"A data orchestrator for machine learning, analytics, and ETL.",147.0,29,True,2021-07-02 17:47:04.000000,0.11.16,339.0,dagster,conda-forge/dagster,,,,195.0,191.0,https://pypi.org/project/dagster,2021-07-02 17:07:46.000000,4.0,297472.0,312977.0,https://anaconda.org/conda-forge/dagster,2021-06-25 19:36:19.719000,310100.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
149,Dedupe,dedupeio/dedupe,,nlp,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000000,2021-07-04 15:24:46.000000,2021-06-09 23:50:33.000000,433,63.0,586.0,3074.0,2823.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",56.0,29,True,2021-04-17 00:35:34.000000,2.0.8,159.0,dedupe,,,,,271.0,193.0,https://pypi.org/project/dedupe,2021-04-17 00:35:34.000000,78.0,99609.0,99609.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
150,ftfy,LuminosoInsight/python-ftfy,,nlp,https://github.com/LuminosoInsight/python-ftfy,https://github.com/LuminosoInsight/python-ftfy,MIT,2012-08-24 16:14:59.000000,2021-05-25 06:35:21.702000,2021-05-17 19:04:10.000000,102,13.0,106.0,2992.0,590.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,29,True,2021-05-24 05:17:15.000000,6.0.3,45.0,ftfy,conda-forge/ftfy,,,,4262.0,3502.0,https://pypi.org/project/ftfy,2021-05-24 05:17:15.000000,760.0,1063924.0,1066126.0,https://anaconda.org/conda-forge/ftfy,2021-05-25 06:35:21.702000,112320.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
151,Koalas,databricks/koalas,,data-containers,https://github.com/databricks/koalas,https://github.com/databricks/koalas,Apache-2.0,2019-01-03 21:46:54.000000,2021-06-18 20:03:35.848000,2021-06-18 16:22:43.000000,317,121.0,449.0,2863.0,1542.0,Koalas: pandas API on Apache Spark.,50.0,29,True,2021-06-18 16:33:05.000000,1.8.1,46.0,koalas,conda-forge/koalas,,,"['spark', 'pandas']",105.0,103.0,https://pypi.org/project/koalas,2021-06-18 16:33:05.000000,2.0,3242318.0,3245899.0,https://anaconda.org/conda-forge/koalas,2021-06-18 20:03:35.848000,92197.0,,,,,2.0,996.0,,,,,,,,,,,,,,,,,,,,
152,missingno,ResidentMario/missingno,,data-viz,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000000,2021-07-04 16:12:30.000000,2021-07-04 16:09:34.000000,371,9.0,101.0,2823.0,180.0,Missing data visualization module for Python.,17.0,29,True,2021-07-04 16:12:30.000000,0.5.0,24.0,missingno,conda-forge/missingno,,,,4411.0,4259.0,https://pypi.org/project/missingno,2021-07-04 16:12:30.000000,152.0,421993.0,424180.0,https://anaconda.org/conda-forge/missingno,2020-02-15 10:07:41.253000,105002.0,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,
153,mrjob,Yelp/mrjob,,data-pipelines,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000000,2021-03-31 18:37:58.000000,2020-11-16 22:20:52.000000,590,202.0,1091.0,2552.0,8622.0,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,29,True,2020-09-17 22:26:01.000000,0.7.4,60.0,mrjob,conda-forge/mrjob,,,,889.0,777.0,https://pypi.org/project/mrjob,2020-09-17 22:26:01.000000,112.0,113452.0,119875.0,https://anaconda.org/conda-forge/mrjob,2020-12-24 22:44:29.424000,372548.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
154,NMSLIB,nmslib/nmslib,,nn-search,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000000,2021-07-08 03:48:42.000000,2021-06-01 18:52:34.000000,351,47.0,330.0,2461.0,1505.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,44.0,29,True,2021-02-03 16:40:09.000000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,471.0,419.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000000,52.0,89392.0,91686.0,https://anaconda.org/conda-forge/nmslib,2021-01-08 16:19:07.762000,34422.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
155,GPyTorch,cornellius-gp/gpytorch,,probabilistics,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000000,2021-07-05 15:36:22.000000,2021-07-01 20:48:05.000000,356,215.0,725.0,2447.0,3456.0,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,84.0,29,True,2021-06-24 16:29:38.000000,1.5.0,29.0,gpytorch,,,,['pytorch'],345.0,337.0,https://pypi.org/project/gpytorch,2021-06-24 16:29:38.000000,8.0,79227.0,79227.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
156,Keras Tuner,keras-team/keras-tuner,,hyperopt,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000000,2021-07-03 15:32:15.000000,2021-06-25 17:21:23.000000,290,174.0,165.0,2341.0,826.0,Hyperparameter tuning for humans.,35.0,29,True,2021-06-17 21:45:06.000000,1.0.3,6.0,keras-tuner,,,,['tensorflow'],709.0,705.0,https://pypi.org/project/keras-tuner,2021-06-17 21:45:06.000000,4.0,712010.0,712010.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
157,hmmlearn,hmmlearn/hmmlearn,,probabilistics,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000000,2021-07-08 13:27:20.000000,2021-07-08 13:27:01.000000,660,59.0,297.0,2288.0,366.0,"Hidden Markov Models in Python, with scikit-learn like API.",34.0,29,True,2021-02-03 14:33:20.000000,0.2.5,7.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1227.0,1021.0,https://pypi.org/project/hmmlearn,2021-02-03 14:32:44.000000,206.0,117492.0,120238.0,https://anaconda.org/conda-forge/hmmlearn,2021-02-04 16:23:17.046000,87890.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
158,HoloViews,holoviz/holoviews,,data-viz,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2021-07-08 13:58:06.000000,2021-07-08 13:58:05.000000,316,742.0,1865.0,1931.0,10208.0,"With Holoviews, your data visualizes itself.",109.0,29,True,2021-05-22 18:09:55.000000,1.14.4,71.0,holoviews,conda-forge/holoviews,,,['jupyter'],170.0,,https://pypi.org/project/holoviews,2021-05-22 18:09:55.000000,170.0,128341.0,141767.0,https://anaconda.org/conda-forge/holoviews,2021-05-23 10:56:39.974000,526479.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,4935.0,,,,,,,,,,,,,
159,Flax,google/flax,,ml-frameworks,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000000,2021-07-08 13:16:13.000000,2021-07-06 12:56:19.000000,215,159.0,218.0,1922.0,2070.0,Flax is a neural network library for JAX that is designed for flexibility.,97.0,29,True,2021-05-18 11:27:56.000000,0.3.4,13.0,flax,,,,['jax'],262.0,256.0,https://pypi.org/project/flax,2021-05-18 11:27:56.000000,6.0,309979.0,309980.0,,,,,,,,2.0,23.0,,,,,,,,,,,,,,,,,,,,
160,filterpy,rlabbe/filterpy,,probabilistics,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000000,2021-07-02 13:32:11.000000,2021-05-04 18:33:52.000000,433,34.0,151.0,1864.0,542.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",36.0,29,True,2018-10-10 22:38:24.000000,1.4.5,48.0,filterpy,conda-forge/filterpy,,,,1136.0,924.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000000,212.0,564720.0,566031.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073000,64251.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
161,Lifelines,CamDavidsonPilon/lifelines,,medical-data,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000000,2021-06-09 19:49:30.000000,2021-06-09 19:49:30.000000,429,204.0,604.0,1650.0,2125.0,Survival analysis in Python.,96.0,29,True,2021-05-27 00:34:08.000000,0.26.0,157.0,lifelines,conda-forge/lifelines,,,,739.0,613.0,https://pypi.org/project/lifelines,2021-05-27 00:34:08.000000,126.0,248631.0,251159.0,https://anaconda.org/conda-forge/lifelines,2021-05-27 04:55:00.431000,154249.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
162,pyLDAvis,bmabey/pyLDAvis,,interpretability,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000000,2021-06-24 14:14:46.000000,2021-03-24 13:03:31.000000,309,76.0,76.0,1482.0,240.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,29,True,2021-03-24 13:05:21.000000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],2563.0,2365.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000000,198.0,194122.0,194825.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309000,26037.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
163,ipyleaflet,jupyter-widgets/ipyleaflet,,geospatial-data,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000000,2021-06-17 16:32:56.948000,2021-06-17 15:55:14.000000,300,165.0,264.0,1147.0,943.0,A Jupyter - Leaflet.js bridge.,67.0,29,True,2021-06-17 16:00:18.000000,0.14.0,71.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],1011.0,911.0,https://pypi.org/project/ipyleaflet,2021-06-17 16:00:18.000000,98.0,44512.0,80341.0,https://anaconda.org/conda-forge/ipyleaflet,2021-06-17 16:32:56.948000,710108.0,,,,,3.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-06-17 15:58:50.351000,2.0,24376.0,,,,,,,,,,,,,
164,Graphviz,xflr6/graphviz,,data-viz,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000000,2021-06-10 20:37:39.000000,2021-05-15 13:01:47.000000,148,9.0,103.0,1018.0,471.0,Simple Python interface for Graphviz.,15.0,29,True,2020-10-07 09:06:41.000000,0.14.2,47.0,graphviz,,,,,26202.0,21820.0,https://pypi.org/project/graphviz,2020-12-24 16:17:24.000000,4382.0,5433895.0,5433895.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
165,snakemake,snakemake/snakemake,,ml-experiments,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2021-07-08 11:48:58.000000,2021-07-06 20:00:44.000000,228,415.0,257.0,1016.0,4056.0,"This is the development home of the workflow management system Snakemake. For general information, see.",204.0,29,True,2021-07-06 20:01:32.000000,6.5.3,179.0,snakemake,bioconda/snakemake,,,,1138.0,850.0,https://pypi.org/project/snakemake,2021-07-06 20:02:14.000000,288.0,20945.0,25440.0,https://anaconda.org/bioconda/snakemake,2021-07-07 09:58:59.737000,310160.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
166,Keras-Preprocessing,keras-team/keras-preprocessing,,tensorflow-utils,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000000,2021-07-02 00:20:02.000000,2021-02-04 19:43:30.000000,420,93.0,100.0,963.0,284.0,"Utilities for working with image data, text data, and sequence data.",50.0,29,True,2020-05-14 03:53:47.000000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],2736.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000000,2736.0,6185419.0,6212311.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923000,995011.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
167,TensorFlow Transform,tensorflow/transform,,tensorflow-utils,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000000,2021-07-01 22:38:06.000000,2021-07-01 22:38:01.000000,172,21.0,144.0,877.0,669.0,Input pipeline framework.,27.0,29,True,2021-06-24 21:10:56.000000,1.1.0,39.0,tensorflow-transform,,,,['tensorflow'],584.0,500.0,https://pypi.org/project/tensorflow-transform,2021-06-24 21:10:56.000000,84.0,6928041.0,6928041.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
168,patsy,pydata/patsy,,probabilistics,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000000,2021-05-04 21:33:59.000000,2018-10-31 21:55:48.000000,85,78.0,53.0,760.0,517.0,Describing statistical models in Python using symbolic formulas.,13.0,29,False,2018-10-28 05:07:55.000000,0.5.1,8.0,patsy,conda-forge/patsy,,,,42034.0,37110.0,https://pypi.org/project/patsy,2018-10-28 03:59:51.000000,4924.0,3747628.0,3802037.0,https://anaconda.org/conda-forge/patsy,2018-10-28 05:21:35.412000,3210138.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
169,NIPYPE,nipy/nipype,,medical-data,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2021-06-29 15:48:54.000000,2021-06-16 13:16:05.000000,456,337.0,883.0,574.0,14191.0,Workflows and interfaces for neuroimaging packages.,219.0,29,True,2020-11-28 17:23:30.000000,1.6.0,55.0,nipype,conda-forge/nipype,,,,843.0,651.0,https://pypi.org/project/nipype,2021-06-16 13:18:05.000000,192.0,55591.0,62603.0,https://anaconda.org/conda-forge/nipype,2020-11-28 17:44:51.813000,420777.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
170,NiBabel,nipy/nibabel,,medical-data,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000000,2021-06-25 19:40:13.000000,2021-06-25 19:40:13.000000,214,112.0,301.0,422.0,5037.0,Python package to access a cacophony of neuro-imaging file formats.,92.0,29,True,2020-11-28 22:19:50.000000,3.2.1,32.0,nibabel,conda-forge/nibabel,,,,6061.0,4797.0,https://pypi.org/project/nibabel,2020-11-28 22:18:23.000000,1264.0,148069.0,153787.0,https://anaconda.org/conda-forge/nibabel,2020-11-29 03:40:05.178000,354566.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
171,Rasa,RasaHQ/rasa,,nlp,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000000,2021-07-08 13:52:41.000000,2021-07-08 12:10:07.000000,3525,669.0,4910.0,11664.0,,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",497.0,28,True,2021-06-18 18:19:18.000000,1.10.26,207.0,rasa,,,,['tensorflow'],64.0,,https://pypi.org/project/rasa,2021-06-16 20:58:46.000000,64.0,186150.0,186150.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
172,NNI,microsoft/nni,,hyperopt,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000000,2021-07-08 12:14:32.000000,2021-07-08 02:10:15.000000,1359,196.0,1122.0,9888.0,2168.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",138.0,28,True,2021-06-15 13:19:08.000000,2.3,42.0,nni,,,,,142.0,126.0,https://pypi.org/project/nni,2021-06-15 13:29:08.000000,16.0,28141.0,28141.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
173,InsightFace,deepinsight/insightface,,image,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000000,2021-07-08 10:50:59.000000,2021-07-08 10:50:25.000000,3248,838.0,753.0,9579.0,1662.0,Face Analysis Project on PyTorch and MXNet.,20.0,28,True,2021-07-08 07:03:37.000000,0.3.8,17.0,insightface,,,,['mxnet'],81.0,79.0,https://pypi.org/project/insightface,2021-07-08 07:03:37.000000,2.0,11313.0,11313.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
174,dgl,dmlc/dgl,,graph,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000000,2021-07-08 09:57:19.000000,2021-07-08 09:57:10.000000,1623,271.0,846.0,7595.0,1825.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",143.0,28,True,2021-04-08 03:22:48.000000,0.6.1,438.0,dgl,,,,,30.0,,https://pypi.org/project/dgl,2021-05-27 13:25:52.000000,30.0,88772.0,88772.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
175,Jina,jina-ai/jina,,ml-frameworks,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000000,2021-07-08 13:54:30.920573,2021-07-08 13:34:20.000000,1019,63.0,826.0,7436.0,5763.0,Cloud-native neural search framework for kind of data.,106.0,28,True,2021-07-07 14:50:46.000000,2.0.4,893.0,jina,,jinaai/jina,,,104.0,104.0,https://pypi.org/project/jina,2021-07-08 13:36:44.000000,,31761.0,74593.0,,,,https://hub.docker.com/r/jinaai/jina,2021-07-08 13:54:30.920573,4.0,728157.0,3.0,,,,,,,,,,,,,,,,,,,,,
176,Pyro,pyro-ppl/pyro,,probabilistics,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000000,2021-07-07 13:44:18.000000,2021-07-06 23:40:56.000000,854,165.0,716.0,7000.0,2248.0,Deep universal probabilistic programming with Python and PyTorch.,111.0,28,True,2021-07-06 23:56:51.000000,1.7.0,27.0,pyro-ppl,,,,['pytorch'],519.0,483.0,https://pypi.org/project/pyro-ppl,2021-07-07 00:00:51.000000,36.0,52354.0,52354.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
177,auto-sklearn,automl/auto-sklearn,,hyperopt,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000000,2021-07-05 18:10:12.000000,2021-05-14 06:46:51.000000,1012,106.0,636.0,5517.0,2458.0,Automated Machine Learning with scikit-learn.,66.0,28,True,2021-04-20 16:07:35.000000,0.12.6,31.0,auto-sklearn,,,,['sklearn'],210.0,180.0,https://pypi.org/project/auto-sklearn,2021-04-20 16:07:35.000000,30.0,22498.0,22498.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
178,DeepPavlov,deepmipt/DeepPavlov,,nlp,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000000,2021-07-08 14:05:38.000000,2021-05-14 10:17:11.000000,959,123.0,464.0,5284.0,2595.0,An open source library for deep learning end-to-end dialog systems and chatbots.,63.0,28,True,2021-05-14 10:27:41.000000,0.15.0,43.0,deeppavlov,,,,['tensorflow'],216.0,208.0,https://pypi.org/project/deeppavlov,2021-05-14 10:27:41.000000,8.0,9403.0,9403.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
179,OpenNMT,OpenNMT/OpenNMT-py,,nlp,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000000,2021-06-16 13:17:51.000000,2021-06-16 13:17:51.000000,1869,113.0,1157.0,5106.0,2568.0,Open Source Neural Machine Translation in PyTorch.,170.0,28,True,2021-04-30 16:41:28.000000,2.1.2,31.0,OpenNMT-py,,,,['pytorch'],96.0,92.0,https://pypi.org/project/OpenNMT-py,2021-04-30 16:41:28.000000,4.0,4043.0,4043.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
180,Tokenizers,huggingface/tokenizers,,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000000,2021-07-05 08:11:54.000000,2021-05-24 21:31:01.000000,361,118.0,347.0,4676.0,1463.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,40.0,28,True,2021-05-24 21:47:49.000000,0.10.3,62.0,tokenizers,conda-forge/tokenizers,,,,35.0,35.0,https://pypi.org/project/tokenizers,2021-05-24 21:47:49.000000,0.0,3216566.0,3222004.0,https://anaconda.org/conda-forge/tokenizers,2021-03-10 20:31:28.913000,65259.0,,,,,2.0,,,-1.0,,,,,,,,,,,,,,,,,,
181,PyOD,yzhao062/pyod,,others,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000000,2021-07-07 13:02:23.000000,2021-07-04 15:32:35.000000,933,122.0,90.0,4631.0,1286.0,(JMLR'19) A Python Toolbox for Scalable Outlier Detection (Anomaly Detection).,24.0,28,True,2021-07-07 13:02:23.000000,V0.9.0,68.0,pyod,,,,,738.0,732.0,https://pypi.org/project/pyod,2021-07-04 15:35:44.000000,6.0,205041.0,205041.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
182,librosa,librosa/librosa,,audio,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000000,2021-07-08 15:09:21.000000,2021-07-01 13:06:00.000000,739,48.0,838.0,4597.0,,Python library for audio and music analysis.,90.0,28,True,2021-05-26 10:15:06.000000,0.8.1,31.0,librosa,conda-forge/librosa,,,,1750.0,,https://pypi.org/project/librosa,2021-05-26 10:15:06.000000,1750.0,598314.0,604155.0,https://anaconda.org/conda-forge/librosa,2021-05-26 10:44:27.607000,350510.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
183,DEAP,deap/deap,,distributed-ml,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000000,2021-06-06 21:05:04.000000,2021-05-08 10:26:27.000000,898,214.0,227.0,4277.0,2149.0,Distributed Evolutionary Algorithms in Python.,68.0,28,False,2020-01-21 01:18:06.000000,1.3.1,16.0,deap,conda-forge/deap,,,,2450.0,1968.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000000,482.0,129918.0,132182.0,https://anaconda.org/conda-forge/deap,2021-01-13 14:43:13.393000,138162.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
