,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
152,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-04-02 16:10:39.000000,2022-03-30 08:37:06,901,62.0,535,68.0,74.0,45.0,304.0,4378,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",24.0,33,True,2022-03-30 08:31:55.000,1.3.0,184.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],261.0,252.0,https://pypi.org/project/pytorch-metric-learning,2022-04-02 16:10:39.000,9.0,873019.0,873264.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-03-30 08:10:45.133,6625.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
153,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-04-19 17:36:38.000000,2022-04-19 17:36:33,475,17.0,594,104.0,126.0,14.0,283.0,4178,Python-tesseract is an optical character recognition (OCR) tool for python.,41.0,33,True,2022-03-14 19:28:46.000,0.3.10,26.0,pytesseract,conda-forge/pytesseract,,,,937.0,,https://pypi.org/project/pytesseract,2022-02-19 22:04:23.000,937.0,596169.0,611311.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,499710.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
154,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-04-29 11:34:39.000000,2022-04-19 18:08:10,1375,45.0,536,61.0,1490.0,136.0,920.0,3950,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,172.0,33,True,2022-01-17 15:29:55.000,0.4.8,886.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],81.0,,https://pypi.org/project/pytorch-ignite,2022-04-29 00:17:23.000,81.0,132319.0,134187.0,https://anaconda.org/pytorch/ignite,2022-01-17 15:33:33.872,85928.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
155,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-04-29 15:05:50.000000,2022-04-29 07:32:41,17005,366.0,988,241.0,3335.0,445.0,854.0,3908,Building Large-Scale AI Applications for Distributed Big Data.,140.0,33,True,2022-03-09 07:47:13.000,2.0.0,211.0,bigdl,,,,,41.0,36.0,https://pypi.org/project/bigdl,2022-04-29 13:08:09.000,1.0,14599.0,14599.0,,,,,,,,2.0,,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,
156,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-04-29 16:31:24.000000,2022-04-28 17:39:27,2963,63.0,474,124.0,282.0,36.0,676.0,3350,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",63.0,33,True,2022-04-20 13:16:11.000,2.0.14,164.0,dedupe,conda-forge/dedupe,,,,270.0,222.0,https://pypi.org/project/dedupe,2022-04-20 13:16:11.000,48.0,336008.0,336694.0,https://anaconda.org/conda-forge/dedupe,2022-04-20 16:16:08.954,2744.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
157,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-04-27 14:37:19.000000,2022-04-27 14:37:15,1645,139.0,429,74.0,132.0,209.0,314.0,3143,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",49.0,33,True,2022-03-29 08:17:53.000,1.3.2,70.0,clearml,,allegroai/trains,,,240.0,234.0,https://pypi.org/project/clearml,2022-04-26 12:46:17.000,6.0,122779.0,123676.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30106.0,2.0,427.0,,,,,,,,,,,,,,,,,,,,
158,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-04-29 15:34:17.000000,2022-04-27 22:46:03,1048,90.0,698,257.0,1052.0,321.0,388.0,3000,Data loaders and abstractions for text and NLP.,126.0,33,True,2022-03-10 18:31:55.000,0.12.0,20.0,torchtext,,,,['pytorch'],433.0,,https://pypi.org/project/torchtext,2022-03-10 16:48:11.000,433.0,175875.0,175875.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
159,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-04-29 17:08:18.000000,2022-04-28 11:17:39,1875,167.0,565,83.0,1959.0,186.0,1423.0,2941,AI Toolkit for Healthcare Imaging.,94.0,33,True,2022-02-16 23:46:11.000,0.8.1,40.0,monai,conda-forge/monai,,,['pytorch'],299.0,283.0,https://pypi.org/project/monai,2022-02-16 23:13:47.000,16.0,50230.0,50326.0,https://anaconda.org/conda-forge/monai,2022-01-09 02:58:07.863,387.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
160,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2022-04-29 13:48:16.000000,2022-04-28 04:52:12,3204,61.0,915,147.0,1201.0,326.0,694.0,2791,Fast data visualization and GUI tools for scientific / engineering applications.,222.0,33,True,2022-03-04 18:36:49.000,pyqtgraph-0.12.4,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,789.0,,https://pypi.org/project/pyqtgraph,2022-03-04 18:37:22.000,789.0,90668.0,94425.0,https://anaconda.org/conda-forge/pyqtgraph,2022-03-05 00:25:53.937,236706.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
161,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2022-04-28 22:24:36.000000,2022-04-28 21:28:18,3622,56.0,404,51.0,753.0,267.0,822.0,2744,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,93.0,33,True,2021-12-04 15:50:17.000,1.6.0,31.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],584.0,554.0,https://pypi.org/project/gpytorch,2021-12-04 15:50:17.000,30.0,187844.0,189096.0,https://anaconda.org/conda-forge/gpytorch,2021-12-14 02:46:49.626,31307.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
162,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-04-28 03:45:27.000000,2022-04-28 03:45:10,890,21.0,324,66.0,287.0,167.0,215.0,2524,Hyperparameter tuning for humans.,47.0,33,True,2022-03-25 05:32:04.000,1.1.2,14.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],1356.0,1318.0,https://pypi.org/project/keras-tuner,2022-03-25 00:39:10.000,38.0,653381.0,653620.0,https://anaconda.org/conda-forge/keras-tuner,2022-01-12 03:27:55.158,5994.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
163,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2022-04-29 17:08:36.000000,2022-04-29 17:06:09,1169,96.0,256,49.0,872.0,59.0,201.0,2256,Bayesian optimization in PyTorch.,73.0,33,True,2022-04-21 23:56:42.000,0.6.4,24.0,botorch,conda-forge/botorch,,,['pytorch'],249.0,236.0,https://pypi.org/project/botorch,2022-04-21 23:56:42.000,13.0,177677.0,178836.0,https://anaconda.org/conda-forge/botorch,2022-04-22 01:48:14.629,23180.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
164,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-04-28 01:54:20.000000,2022-04-28 01:53:19,2060,65.0,616,85.0,176.0,126.0,427.0,2248,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",121.0,33,True,2022-04-20 01:05:45.000,0.12.1,32.0,tf-agents,,,,['tensorflow'],797.0,783.0,https://pypi.org/project/tf-agents,2022-04-20 01:05:45.000,14.0,221460.0,221460.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
165,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-04-22 12:55:06.000000,2022-04-13 13:02:53,756,13.0,353,39.0,110.0,72.0,170.0,1926,A library of sklearn compatible categorical variable encoders.,51.0,33,True,2022-03-09 20:50:35.000,2.4.0,19.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3380.0,3357.0,https://pypi.org/project/category_encoders,2018-10-14 14:15:54.000,23.0,1873119.0,1875321.0,https://anaconda.org/conda-forge/category_encoders,2022-03-09 23:07:56.361,151948.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
166,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2022-04-08 17:00:56.119000,2022-03-16 01:20:24,2173,15.0,467,67.0,452.0,217.0,638.0,1853,Survival analysis in Python.,99.0,33,True,2022-03-15 15:20:56.000,0.27.0,161.0,lifelines,conda-forge/lifelines,,,,971.0,867.0,https://pypi.org/project/lifelines,2022-03-15 15:20:56.000,104.0,323927.0,326590.0,https://anaconda.org/conda-forge/lifelines,2022-04-08 17:00:56.119,186444.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
167,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2022-04-29 11:47:22.000000,2022-04-28 18:15:11,1412,118.0,395,63.0,1763.0,156.0,462.0,1651,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",153.0,33,True,2022-03-10 17:28:47.000,0.11.0,20.0,torchaudio,,,,['pytorch'],122.0,,https://pypi.org/project/torchaudio,2022-03-10 16:47:04.000,122.0,386541.0,386541.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
168,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2022-04-28 18:50:29.000000,2022-04-26 14:05:18,4450,168.0,318,20.0,683.0,573.0,391.0,1330,"This is the development home of the workflow management system Snakemake. For general information, see.",251.0,33,True,2022-04-26 14:06:27.000,7.5.0,224.0,snakemake,bioconda/snakemake,,,,1306.0,1096.0,https://pypi.org/project/snakemake,2022-04-26 14:06:54.000,210.0,40908.0,46299.0,https://anaconda.org/bioconda/snakemake,2022-04-26 15:57:06.054,420563.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
169,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-04-29 05:55:20.000000,2022-04-22 15:40:45,1065,72.0,329,63.0,498.0,190.0,300.0,1248,A Jupyter - Leaflet.js bridge.,77.0,33,True,2022-04-14 10:18:00.304,0.16.0,73.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],1761.0,1650.0,https://pypi.org/project/ipyleaflet,2022-04-14 10:17:10.000,109.0,94324.0,153252.0,https://anaconda.org/conda-forge/ipyleaflet,2022-04-14 12:16:11.267,810230.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-04-14 10:18:00.304,2.0,47517.0,,,,,,,,,,,,,
170,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2022-04-29 16:45:44.000000,2022-04-28 19:34:11,2672,181.0,238,29.0,1323.0,228.0,556.0,1229,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,84.0,33,True,2022-04-18 15:57:00.000,0.34.1,58.0,pyvista,conda-forge/pyvista,,,['jupyter'],826.0,724.0,https://pypi.org/project/pyvista,2022-04-18 15:57:00.000,102.0,55595.0,60187.0,https://anaconda.org/conda-forge/pyvista,2022-04-15 21:10:01.700,160352.0,,,,,2.0,597.0,,,,,,,,,,,,,,,,,,,,
171,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2022-04-29 00:10:55.000000,2022-04-28 16:43:31,12891,471.0,167,24.0,996.0,234.0,506.0,1228,"Visualize, create, and debug image and video datasets and model predictions.",36.0,33,True,2022-04-26 23:45:01.000,0.15.1,71.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",103.0,102.0,https://pypi.org/project/fiftyone,2022-04-26 23:45:01.000,1.0,29487.0,29487.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
172,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-04-24 14:54:34.000000,2022-04-24 09:51:16,1376,31.0,271,44.0,1297.0,140.0,577.0,1204,Exploratory analysis of Bayesian models with Python.,119.0,33,True,2022-03-23 19:26:45.000,0.12.0,26.0,arviz,conda-forge/arviz,,,,2307.0,2211.0,https://pypi.org/project/arviz,2022-03-23 19:26:45.000,96.0,381484.0,401194.0,https://anaconda.org/conda-forge/arviz,2022-03-23 23:59:15.657,689809.0,,,,,1.0,113.0,,,,,,,,,,,,,,,,,,,,
173,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2022-03-14 01:34:17.000000,2022-03-14 01:34:08,1747,6.0,192,29.0,190.0,16.0,354.0,1170,The ctypes-based simple ImageMagick binding for Python.,97.0,33,True,2021-08-17 02:43:04.000,0.6.7,50.0,wand,conda-forge/wand,,,,11420.0,10741.0,https://pypi.org/project/wand,2021-08-17 02:13:00.000,679.0,487001.0,487503.0,https://anaconda.org/conda-forge/wand,2020-11-30 13:27:29.373,10438.0,,,,,2.0,7248.0,,,,,,,,,,,,,,,,,,,,
174,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-04-29 00:24:39.000000,2022-04-29 00:24:39,9781,373.0,207,58.0,9802.0,55.0,1973.0,793,Scalable genomic data analysis.,79.0,33,True,2022-04-28 17:49:34.000,0.2.94,114.0,hail,,,,['spark'],69.0,61.0,https://pypi.org/project/hail,2022-04-28 17:49:57.000,8.0,31298.0,31298.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
175,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2022-04-29 17:07:37.000000,2022-04-28 15:39:42,131730,3921.0,68,49.0,1345.0,59.0,270.0,592,TensorFlow ROCm port.,4006.0,33,True,2022-04-11 16:51:04.000,2.8.1,77.0,tensorflow-rocm,,,,['tensorflow'],5.0,,https://pypi.org/project/tensorflow-rocm,2022-04-11 16:51:04.000,5.0,1601.0,1601.0,,,,,,,,2.0,18.0,,1.0,,,,,,,,,,,,,,,,,,
176,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-01-20 12:10:43.000000,2020-10-14 16:36:49,6226,,4203,1009.0,1864.0,346.0,651.0,15092,"Zipline, a Pythonic Algorithmic Trading Library.",154.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,935.0,850.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,85.0,2342.0,2639.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,5647.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
177,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2021-11-29 19:55:31.000000,2021-11-29 19:55:31,1571,,1111,359.0,1679.0,484.0,1287.0,10677,Turi Create simplifies the development of custom machine learning models.,85.0,32,True,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,324.0,305.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,19.0,27624.0,27733.0,,,,,,,,3.0,5669.0,,,,,,,,,,,,,,,,,,,,
178,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2022-04-25 07:19:29.000000,2022-02-13 11:37:49,699,1.0,1284,124.0,559.0,244.0,349.0,10098,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,100.0,32,True,2021-10-04 09:30:33.000,1.1.0,49.0,albumentations,conda-forge/albumentations,,,['pytorch'],7784.0,7605.0,https://pypi.org/project/albumentations,2021-10-04 09:30:33.000,179.0,414847.0,415878.0,https://anaconda.org/conda-forge/albumentations,2021-07-15 13:53:18.638,35070.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
179,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2022-04-23 18:38:16.066000,2022-03-25 13:02:03,836,2.0,991,324.0,248.0,38.0,302.0,9792,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,81.0,32,True,2020-09-18 16:07:59.000,1.17.0,43.0,annoy,conda-forge/python-annoy,,,,2284.0,2049.0,https://pypi.org/project/annoy,2020-09-18 16:07:59.000,235.0,1156398.0,1159783.0,https://anaconda.org/conda-forge/python-annoy,2022-04-23 18:38:16.066,226841.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
180,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613,,2429,466.0,255.0,563.0,362.0,9587,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],4349.0,3861.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,488.0,17035.0,17035.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
181,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-04-26 15:13:58.000000,2022-04-26 15:13:58,550,1.0,2152,216.0,209.0,110.0,367.0,8730,A little word cloud generator in Python.,65.0,32,True,2020-11-11 21:41:02.000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,710.0,,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000,710.0,666105.0,670104.0,https://anaconda.org/conda-forge/wordcloud,2021-11-15 20:34:05.364,271940.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
182,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000000,2021-09-09 20:54:41,384,,859,269.0,145.0,103.0,103.0,8658,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,14347.0,12414.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1933.0,6011625.0,6016831.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,359272.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
183,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-03-03 16:44:31.000000,2021-01-06 15:17:46,2368,,1468,297.0,404.0,249.0,603.0,8542,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,108.0,32,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,,,['sklearn'],1462.0,1404.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,30796.0,33007.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,148185.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
184,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154,,1755,227.0,46.0,92.0,94.0,8496,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,32,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],1632.0,1552.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,80.0,84491.0,84725.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,5162.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
185,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2022-04-29 09:24:58.000000,2022-04-29 09:24:53,1765,94.0,1501,224.0,552.0,162.0,378.0,8426,"Qlib is an AI-oriented quantitative investment platform, which aims to realize the potential, empower the research,..",93.0,32,True,2022-04-24 16:11:44.000,0.8.5,26.0,pyqlib,,,,['pytorch'],14.0,14.0,https://pypi.org/project/pyqlib,2022-04-24 16:11:44.000,,1854.0,1869.0,,,,,,,,1.0,285.0,,,,,,,,,,,,,,,,,,,,
186,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-04-29 16:29:28.000000,2022-04-29 16:29:27,2550,177.0,973,184.0,1256.0,185.0,530.0,8212,Data-centric declarative deep learning framework.,117.0,32,True,2022-02-01 07:49:55.000,0.4.1,22.0,ludwig,,,,['tensorflow'],118.0,110.0,https://pypi.org/project/ludwig,2022-03-08 00:38:21.000,8.0,3069.0,3069.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
187,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2022-04-29 15:07:06.000000,2021-11-19 11:13:47,5439,,2298,235.0,1152.0,641.0,3219.0,7653,Open-source simulator for autonomous driving research.,138.0,32,True,2021-11-17 08:28:27.000,0.9.13,24.0,carla,,,,,167.0,164.0,https://pypi.org/project/carla,2021-11-17 08:28:27.000,3.0,9608.0,9608.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
188,DeepSpeed,microsoft/DeepSpeed,distributed-ml,,https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18.000,2022-04-29 14:06:55.000000,2022-04-29 13:46:47,940,84.0,784,125.0,1007.0,468.0,427.0,6664,"DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and..",102.0,32,True,2022-04-27 16:21:36.000,0.6.3,45.0,deepspeed,,deepspeed/deepspeed,,['pytorch'],241.0,231.0,https://pypi.org/project/deepspeed,2022-04-27 16:21:36.000,10.0,176191.0,176698.0,,,,https://hub.docker.com/r/deepspeed/deepspeed,2022-03-09 21:34:10.973494,3.0,13712.0,2.0,,,,,,,,,,,,,,,,,,,,,
189,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-04-28 19:00:46.000000,2022-04-28 19:00:42,1000,95.0,807,156.0,1262.0,148.0,630.0,6090,An open source python library for automated feature engineering.,64.0,32,True,2022-04-27 17:07:45.000,1.9.0,100.0,featuretools,conda-forge/featuretools,,,,63.0,,https://pypi.org/project/featuretools,2022-04-27 17:07:45.000,63.0,135341.0,137404.0,https://anaconda.org/conda-forge/featuretools,2022-04-27 22:39:32.834,82525.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
190,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2022-04-24 08:05:00.000000,2021-06-08 14:06:40,742,,803,124.0,184.0,213.0,258.0,6084,Manipulate audio with a simple and easy high level interface.,91.0,32,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,12850.0,11949.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,901.0,1807399.0,1807957.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,22348.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
191,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2022-04-14 10:03:51.000000,2020-12-19 01:11:23,199,,1247,149.0,82.0,40.0,213.0,5926,A Python implementation of global optimization with gaussian processes.,27.0,32,False,2020-05-16 16:03:51.000,1.2.0,8.0,bayesian-optimization,,,,,1245.0,1180.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000,65.0,174939.0,174940.0,,,,,,,,2.0,81.0,,,,,,,,,,,,,,,,,,,,
