,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
215,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2025-04-22 14:56:26.236000,2025-04-12 19:24:14,581.0,1.0,2332.0,216.0,264.0,139.0,421.0,10386.0,A little word cloud generator in Python.,73.0,32,True,2024-11-10 14:34:59.000,1.9.4,21.0,wordcloud,conda-forge/wordcloud,,,,567.0,21.0,https://pypi.org/project/wordcloud,2024-11-10 14:34:59.000,546.0,1827232.0,1838800.0,https://anaconda.org/conda-forge/wordcloud,2025-04-22 14:56:26.236,670990.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
216,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-04-22 14:57:17.453000,2025-02-14 11:41:58,869.0,,1299.0,418.0,93.0,32.0,161.0,9849.0,TensorFlow-based neural network library.,61.0,32,True,2024-01-02 11:15:06.000,2.0.2,29.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1457.0,1438.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,19.0,18555.0,19202.0,https://anaconda.org/conda-forge/sonnet,2025-04-22 14:57:17.453,42720.0,,,,,3.0,,,,,,,,google-deepmind/sonnet,,,,,,,,,,,,
217,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2025-05-06 08:27:48.000000,2025-04-13 12:43:52,35229.0,5.0,1996.0,194.0,5881.0,49.0,3393.0,9694.0,Perform data science on data that remains in someone elses server.,516.0,32,True,2025-02-13 11:13:19.000,0.9.5,332.0,syft,,,,['pytorch'],6.0,1.0,https://pypi.org/project/syft,2025-04-13 12:44:04.000,5.0,7292.0,7406.0,,,,,,,,1.0,1951.0,,,,,,,,,,,,,,,,,,,
218,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2025-04-22 14:56:25.369000,2021-09-09 20:54:41,384.0,,876.0,262.0,148.0,107.0,104.0,9258.0,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,1211.0,21.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1190.0,9640190.0,9651364.0,https://anaconda.org/conda-forge/fuzzywuzzy,2025-04-22 14:56:25.369,603426.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
219,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-05-21 14:49:35.000000,2025-05-21 14:46:49,1210.0,7.0,1329.0,150.0,187.0,277.0,1392.0,9253.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,158.0,32,False,2024-09-13 14:37:23.000,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1317.0,1303.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,14.0,3805.0,8738.0,https://anaconda.org/pytorch3d/pytorch3d,2025-03-25 16:29:23.925,325600.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
220,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,,1399.0,298.0,897.0,150.0,760.0,9236.0,AutoML library for deep learning.,145.0,32,True,2024-03-20 21:40:33.000,2.0.0,59.0,autokeras,,,,['tensorflow'],867.0,854.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,18676.0,18893.0,,,,,,,,2.0,19587.0,,,,,,,,,,,,,,,,,,,
221,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2025-05-12 13:18:41.000000,2024-12-25 06:44:36,2948.0,,1697.0,91.0,1711.0,21.0,2161.0,9029.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,32,True,2024-11-05 11:28:52.000,2.10.0,20.0,paddleseg,,,,['paddle'],1443.0,1436.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,7.0,1493.0,1493.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
222,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2025-04-22 14:56:43.035000,2025-02-16 16:07:41,570.0,,1221.0,170.0,446.0,70.0,476.0,8766.0,Automatic extraction of relevant features from time series:.,99.0,32,True,2025-02-16 16:10:09.000,0.21.0,33.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],121.0,21.0,https://pypi.org/project/tsfresh,2025-02-16 16:10:09.000,100.0,244357.0,268517.0,https://anaconda.org/conda-forge/tsfresh,2025-04-22 14:56:43.035,1449638.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
223,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2025-05-15 16:17:16.000000,2025-05-15 16:17:16,1213.0,15.0,1401.0,97.0,693.0,735.0,532.0,8666.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,131.0,32,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],3211.0,3211.0,,,,,9005.0,https://anaconda.org/conda-forge/nvidia-apex,2025-04-22 14:57:14.720,495314.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
224,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2025-05-22 07:44:10.000000,2025-05-22 07:44:10,4088.0,126.0,1351.0,260.0,10246.0,1158.0,1753.0,7909.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",116.0,32,True,2025-04-09 06:51:51.000,0.1.0-mas,869.0,bigdl,,,,,7.0,,https://pypi.org/project/bigdl,2024-03-24 14:04:20.000,2.0,13436.0,13443.0,,,,,,,,2.0,690.0,,,,,,,intel/ipex-llm,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,5.0
225,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-05-19 18:05:55.000000,2024-11-13 18:39:43,1380.0,,883.0,158.0,1737.0,154.0,865.0,7447.0,An open source python library for automated feature engineering.,74.0,32,True,2024-05-14 18:59:58.000,1.31.0,106.0,featuretools,conda-forge/featuretools,,,,2130.0,2056.0,https://pypi.org/project/featuretools,2024-05-14 18:59:58.000,74.0,78547.0,82752.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,248145.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
226,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-04-24 12:58:03.000000,2025-04-24 12:58:00,1115.0,5.0,394.0,80.0,559.0,66.0,469.0,6029.0,A scikit-learn compatible neural network library that wraps PyTorch.,67.0,32,True,2025-01-10 13:04:37.000,1.1.0,21.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1766.0,1672.0,https://pypi.org/project/skorch,2025-01-10 13:01:10.000,94.0,106144.0,120428.0,https://anaconda.org/conda-forge/skorch,2025-04-22 14:56:55.090,799959.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
227,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2025-04-22 14:56:47.184000,2020-07-15 13:46:58,1184.0,,1760.0,304.0,297.0,161.0,268.0,5960.0,Portfolio and risk analytics in Python.,60.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1300.0,1286.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,10270.0,10444.0,https://anaconda.org/conda-forge/pyfolio,2025-04-22 14:56:47.184,15201.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
228,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2025-04-22 14:57:25.759000,2025-04-04 01:06:00,257.0,3.0,930.0,126.0,44.0,76.0,149.0,5957.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,22.0,32,True,2024-11-21 20:20:09.000,0.2.5,9.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5304.0,5188.0,https://pypi.org/project/torchdiffeq,2024-11-21 20:20:09.000,116.0,1200054.0,1200414.0,https://anaconda.org/conda-forge/torchdiffeq,2025-04-22 14:57:25.759,21649.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
229,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2025-05-22 14:15:03.000000,2025-05-22 14:07:58,15911.0,224.0,571.0,77.0,4106.0,989.0,1761.0,4714.0,cuML - RAPIDS Machine Learning Library.,183.0,32,True,2025-04-09 21:28:25.000,25.04.00,45.0,cuml,,,,,14.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,14.0,4575.0,4575.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
230,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-04-22 14:57:43.850000,2024-06-17 19:23:44,491.0,,683.0,65.0,239.0,251.0,165.0,4700.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,8259.0,8125.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,465306.0,472015.0,https://anaconda.org/conda-forge/hnswlib,2025-04-22 14:57:43.850,355586.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
231,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-05-18 07:50:52.000000,2025-05-18 07:50:52,1961.0,19.0,670.0,42.0,974.0,521.0,331.0,4300.0,Time series forecasting with PyTorch.,69.0,32,True,2025-02-06 17:46:54.000,1.3.0,38.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,632.0,610.0,https://pypi.org/project/pytorch-forecasting,2025-02-06 19:41:43.000,22.0,134394.0,135786.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-04-22 14:57:35.705,77977.0,,,,,2.0,,,,,,,,sktime/pytorch-forecasting,,,,,,,,,,,,
232,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,Apache-2.0,2012-08-24 16:14:59.000,2025-04-22 14:56:35.312000,2024-10-30 21:00:25,674.0,,123.0,73.0,75.0,10.0,137.0,3914.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",22.0,32,True,2024-10-26 00:51:07.000,6.3.1,55.0,ftfy,conda-forge/ftfy,,,,31840.0,31269.0,https://pypi.org/project/ftfy,2024-10-26 00:50:33.000,571.0,7116150.0,7122462.0,https://anaconda.org/conda-forge/ftfy,2025-04-22 14:56:35.312,328269.0,,,,,2.0,73.0,,,,,,,,,,,,,,,,,,,
233,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2025-04-22 14:56:29.803000,2025-04-17 10:10:37,347.0,2.0,338.0,61.0,78.0,23.0,126.0,3620.0,A Python Perceptual Image Hashing Module.,28.0,32,True,2025-02-01 08:45:36.000,4.3.2,21.0,ImageHash,conda-forge/imagehash,,,,17566.0,17297.0,https://pypi.org/project/ImageHash,2025-02-01 08:45:36.000,269.0,1857314.0,1865668.0,https://anaconda.org/conda-forge/imagehash,2025-04-22 14:56:29.803,451133.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
234,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2025-04-22 14:56:37.895000,2022-08-22 18:21:12,586.0,,637.0,80.0,85.0,74.0,162.0,3577.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,9604.0,9484.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,120.0,1611093.0,1703346.0,https://anaconda.org/conda-forge/filterpy,2025-04-22 14:56:37.895,276760.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
235,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2025-05-22 11:35:09.000000,2025-02-24 22:58:28,1312.0,1.0,812.0,339.0,1474.0,332.0,519.0,3542.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",156.0,32,True,2024-04-24 16:20:45.000,0.18.0,34.0,torchtext,,,,['pytorch'],285.0,,https://pypi.org/project/torchtext,2024-04-24 15:49:45.000,285.0,683086.0,683086.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
236,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2025-05-16 08:26:53.000000,2025-05-16 08:26:51,1243.0,20.0,407.0,38.0,591.0,110.0,512.0,3527.0,Scalable and user friendly neural forecasting algorithms.,50.0,32,True,2025-05-13 18:17:49.000,3.0.1,32.0,neuralforecast,conda-forge/neuralforecast,,,,411.0,383.0,https://pypi.org/project/neuralforecast,2025-05-13 18:17:49.000,28.0,102814.0,103808.0,https://anaconda.org/conda-forge/neuralforecast,2025-04-22 14:58:13.961,37772.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
237,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2025-05-21 09:44:02.000000,2025-05-21 08:48:35,1367.0,15.0,292.0,29.0,1235.0,77.0,520.0,3386.0,A python library for self-supervised learning on images.,65.0,32,True,2025-04-22 14:11:54.000,1.5.20,133.0,lightly,,,,['pytorch'],467.0,447.0,https://pypi.org/project/lightly,2025-04-22 14:11:54.000,20.0,62081.0,62081.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2025-05-13 14:46:39.000000,2025-05-13 14:46:38,1075.0,6.0,505.0,56.0,157.0,359.0,175.0,2922.0,A high performance implementation of HDBSCAN clustering.,96.0,32,True,2024-11-18 16:14:10.000,0.8.40,57.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],7156.0,6804.0,https://pypi.org/project/hdbscan,2024-11-18 16:14:10.000,352.0,744747.0,790396.0,https://anaconda.org/conda-forge/hdbscan,2025-04-22 14:56:25.731,2510743.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2025-04-22 14:57:22.925000,2024-06-24 17:09:39,1087.0,,397.0,58.0,500.0,223.0,275.0,2883.0,A Hyperparameter Tuning Library for Keras.,61.0,32,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],6028.0,5913.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,115.0,1631808.0,1633080.0,https://anaconda.org/conda-forge/keras-tuner,2025-04-22 14:57:22.925,57253.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2025-05-21 21:33:38.000000,2025-05-16 15:27:08,1016.0,43.0,162.0,20.0,480.0,193.0,362.0,2355.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,68.0,32,True,2025-05-14 09:31:02.000,0.12.2,59.0,equinox,,,,['jax'],1495.0,1247.0,https://pypi.org/project/equinox,2025-05-14 09:30:58.000,248.0,298479.0,298479.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
241,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2025-04-24 17:53:15.000000,2025-03-26 04:24:50,5969.0,4.0,714.0,87.0,6061.0,257.0,890.0,2141.0,TFX is an end-to-end platform for deploying production ML pipelines.,194.0,32,True,2024-12-11 20:13:47.000,1.16.0,100.0,tfx,,,,['tensorflow'],1812.0,1795.0,https://pypi.org/project/tfx,2024-12-11 20:13:47.000,17.0,34491.0,34491.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2025-05-06 00:01:11.000000,2025-05-06 00:01:10,1616.0,3.0,291.0,57.0,144.0,86.0,196.0,1934.0,"CUDA integration for Python, plus shiny features.",82.0,32,True,2025-02-07 22:03:18.000,2025.1,56.0,pycuda,conda-forge/pycuda,,,,3959.0,3793.0,https://pypi.org/project/pycuda,2025-02-07 22:02:42.000,166.0,122900.0,142559.0,https://anaconda.org/conda-forge/pycuda,2025-04-22 14:57:49.237,982992.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
243,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2025-05-14 15:23:52.000000,2025-05-13 17:04:24,774.0,16.0,359.0,45.0,436.0,68.0,264.0,1801.0,Training PyTorch models with differential privacy.,85.0,32,True,2025-02-18 22:03:17.000,1.5.3,25.0,opacus,conda-forge/opacus,,,['pytorch'],1160.0,1118.0,https://pypi.org/project/opacus,2025-02-18 22:03:17.000,42.0,103690.0,104286.0,https://anaconda.org/conda-forge/opacus,2025-04-22 14:58:08.566,23767.0,,,,,1.0,141.0,,,,,,,,,,,,,,,,,,,
244,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2025-03-26 21:42:40.000000,2024-04-15 22:25:34,1519.0,,612.0,55.0,1887.0,92.0,899.0,1698.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,32,False,2023-11-28 01:45:31.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],371.0,,https://pypi.org/project/tensorflow-addons,2023-11-28 01:45:31.000,371.0,1163211.0,1163211.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2025-04-22 14:57:38.334000,2024-11-07 23:05:03,1082.0,,240.0,35.0,256.0,65.0,274.0,1643.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",23.0,32,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,12359.0,12206.0,https://pypi.org/project/pmdarima,2023-10-23 14:02:41.000,153.0,2449332.0,2473524.0,https://anaconda.org/conda-forge/pmdarima,2025-04-22 14:57:38.334,1330570.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
246,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2025-05-05 21:09:00.000000,2025-05-05 21:09:00,2040.0,16.0,294.0,43.0,298.0,65.0,217.0,1609.0,TensorLy: Tensor Learning in Python.,74.0,32,True,2024-11-12 14:54:17.000,0.9.0,21.0,tensorly,conda-forge/tensorly,,,,1121.0,1022.0,https://pypi.org/project/tensorly,2024-11-12 14:54:17.000,99.0,75854.0,82691.0,https://anaconda.org/conda-forge/tensorly,2025-04-22 14:56:50.737,376082.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
247,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2025-05-19 18:07:07.000000,2025-05-14 10:35:57,1659.0,23.0,172.0,16.0,891.0,112.0,467.0,1422.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,110.0,32,True,2025-03-07 00:16:27.000,0.31.0,67.0,pyjanitor,conda-forge/pyjanitor,,,,982.0,940.0,https://pypi.org/project/pyjanitor,2025-03-07 00:16:23.000,42.0,89845.0,94246.0,https://anaconda.org/conda-forge/pyjanitor,2025-04-22 14:56:48.797,264101.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
248,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2025-05-11 09:16:10.000000,2025-05-05 15:21:29,2966.0,24.0,255.0,34.0,246.0,51.0,517.0,1369.0,Python interface for igraph.,79.0,32,False,2024-10-28 12:53:42.000,0.11.8,43.0,python-igraph,conda-forge/igraph,,,,4972.0,4566.0,https://pypi.org/project/python-igraph,2024-10-28 12:53:42.000,406.0,224081.0,243198.0,https://anaconda.org/conda-forge/igraph,2025-04-22 14:56:30.980,769761.0,,,,,1.0,566916.0,,,,,,,,,,,,,,,,,,,
249,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2025-05-22 14:33:17.000000,2025-05-01 18:58:14,4659.0,253.0,156.0,8.0,746.0,28.0,168.0,1317.0,Time series forecasting with machine learning models.,20.0,32,True,2025-05-01 19:00:07.000,0.16.0,32.0,skforecast,,,,['sklearn'],488.0,470.0,https://pypi.org/project/skforecast,2025-05-01 18:54:50.000,18.0,77019.0,77019.0,,,,,,,,2.0,,,,,,,,skforecast/skforecast,,,,,,,,,,,,
250,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2025-05-04 20:46:39.000000,2025-05-04 20:46:39,1250.0,34.0,218.0,21.0,169.0,30.0,213.0,1195.0,Survival analysis built on top of scikit-learn.,22.0,32,False,2025-03-25 22:02:59.000,0.24.1,32.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],927.0,883.0,https://pypi.org/project/scikit-survival,2025-03-25 22:02:59.000,44.0,155907.0,161915.0,https://anaconda.org/conda-forge/scikit-survival,2025-04-22 14:58:04.628,252369.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
251,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2025-05-22 13:31:10.000000,2025-05-21 11:52:40,782.0,38.0,111.0,24.0,646.0,383.0,515.0,1193.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",51.0,32,True,2025-05-01 14:12:05.000,0.11.3,83.0,hvplot,conda-forge/hvplot,,,,7358.0,7114.0,https://pypi.org/project/hvplot,2025-04-30 12:52:19.000,244.0,207517.0,220588.0,https://anaconda.org/conda-forge/hvplot,2025-05-01 17:16:52.640,771235.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
252,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2025-05-22 13:19:58.000000,2025-05-22 13:19:58,11695.0,42.0,248.0,52.0,12440.0,250.0,2236.0,1001.0,Cloud-native genomic dataframes and batch computing.,97.0,32,True,2025-03-07 12:38:30.000,0.2.134,156.0,hail,,,,['spark'],209.0,167.0,https://pypi.org/project/hail,2025-03-07 12:38:30.000,42.0,17660.0,17660.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
253,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2025-04-28 08:19:30.000000,2025-04-28 08:19:30,625.0,21.0,112.0,16.0,205.0,124.0,141.0,768.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",38.0,32,True,2025-01-25 09:16:44.000,0.13.1,17.0,soundfile,anaconda/pysoundfile,,,,66379.0,65312.0,https://pypi.org/project/soundfile,2025-01-25 09:16:44.000,1067.0,6256507.0,6256664.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,2.0,21202.0,,,,,,,,,,,,,,,,,,,
254,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2025-05-16 13:54:30.000000,2025-05-16 13:54:30,14955.0,129.0,445.0,54.0,2336.0,162.0,845.0,758.0,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization,..",168.0,32,False,2025-03-16 06:33:35.000,1.11.0,30.0,dipy,conda-forge/dipy,,,,1652.0,1516.0,https://pypi.org/project/dipy,2025-03-16 06:33:35.000,136.0,30735.0,41863.0,https://anaconda.org/conda-forge/dipy,2025-04-22 14:56:23.610,623177.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
