,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
79,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-07-17 00:34:33.000000,2020-02-15 08:33:35,523,,6679,1286.0,164.0,658.0,217.0,30769,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,24348.0,22728.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1620.0,586196.0,588103.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,141158.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
80,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2023-06-15 14:12:13.774000,2023-05-31 04:43:34,772,12.0,4409,423.0,420.0,341.0,1671.0,16000,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,167.0,36,True,2023-05-29 15:12:28.000,1.1.4,15.0,fbprophet,conda-forge/prophet,,,,126.0,,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,126.0,1009449.0,1038111.0,https://anaconda.org/conda-forge/prophet,2023-06-15 14:12:13.774,744617.0,,,,,1.0,1740.0,,,,,,,,,,,,,,,,,,,
81,torchvision,pytorch/vision,image,,https://github.com/pytorch/vision,https://github.com/pytorch/vision,BSD-3-Clause,2016-11-09 23:11:43.000,2023-06-15 11:31:03.000000,2023-06-14 13:22:06,3528,106.0,6538,383.0,4793.0,718.0,2143.0,14118,"Datasets, Transforms and Models specific to Computer Vision.",535.0,36,True,2023-05-08 20:12:27.000,0.15.2,34.0,torchvision,conda-forge/torchvision,,,['pytorch'],,,https://pypi.org/project/torchvision,,,7037993.0,7049041.0,https://anaconda.org/conda-forge/torchvision,2023-06-02 10:31:02.417,705936.0,,,,,1.0,26072.0,,,,,,,-6.0,,,,,,,,,,,,
82,Plotly,plotly/plotly.py,data-viz,,https://github.com/plotly/plotly.py,https://github.com/plotly/plotly.py,MIT,2013-11-21 05:53:08.000,2023-06-14 15:55:37.000000,2023-06-14 13:27:26,6011,180.0,2314,280.0,1514.0,1299.0,1330.0,13633,The interactive graphing library for Python This project now includes Plotly Express!.,231.0,36,True,2023-06-08 16:08:55.000,5.15.0,93.0,plotly,conda-forge/plotly,,,,,,https://pypi.org/project/plotly,,,8519623.0,8601326.0,https://anaconda.org/conda-forge/plotly,2023-06-08 23:46:03.363,4338657.0,,,,,2.0,,,plotlywidget,https://www.npmjs.com/package/plotlywidget,,,28793.0,,,,,,,,,,,,,
83,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-06-14 16:32:11.000000,2023-06-14 16:31:42,876,28.0,1098,318.0,265.0,54.0,334.0,11472,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,87.0,36,True,2023-06-14 16:39:02.504,1.17.3,46.0,annoy,conda-forge/python-annoy,,,,3201.0,2947.0,https://pypi.org/project/annoy,2022-08-08 09:35:43.528,254.0,1158778.0,1162929.0,https://anaconda.org/conda-forge/python-annoy,2023-05-27 12:52:07.124,336297.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
84,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-06-09 15:03:25.000000,2023-06-09 15:02:32,1299,28.0,1485,152.0,659.0,158.0,522.0,10726,Create HTML profiling reports from pandas DataFrame objects.,110.0,36,True,2023-05-24 08:03:57.000,4.2.0,44.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",841.0,655.0,https://pypi.org/project/pandas-profiling,2021-09-27 23:12:22.000,186.0,933896.0,938456.0,https://anaconda.org/conda-forge/pandas-profiling,2023-01-25 18:19:12.193,373986.0,,,,,2.0,,,,,,,,10.0,,,,ydataai/ydata-profiling,,,,,,,,
85,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2023-06-15 14:41:05.000000,2023-06-15 14:32:36,2315,283.0,1218,106.0,2381.0,353.0,1932.0,9140,"Haystack is an open source NLP framework to interact with your data using Transformer models and LLMs (GPT-4, ChatGPT..",181.0,36,True,2023-06-05 11:11:34.000,1.17.1,51.0,haystack,,,,,832.0,747.0,https://pypi.org/project/haystack,2017-07-03 04:44:52.000,85.0,2883.0,2883.0,,,,,,,,1.0,22.0,,,,,,,,,,,,,,,,,,,
86,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2023-06-15 14:21:28.000000,2023-06-15 14:20:33,22291,2004.0,1934,203.0,4336.0,153.0,3297.0,8820,data science on data without acquiring a copy.,491.0,36,True,2023-04-27 07:02:47.000,0.8.0,147.0,syft,,,,['pytorch'],5.0,,https://pypi.org/project/syft,2022-06-29 21:29:24.000,5.0,5686.0,5686.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
87,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2023-06-15 04:57:29.000000,2023-06-15 01:55:32,990,222.0,703,141.0,1084.0,229.0,406.0,7188,Development repository for the Triton language and compiler.,123.0,36,True,2023-03-03 02:41:05.821,2.0.0,190.0,triton,,,,,3678.0,3661.0,https://pypi.org/project/triton,2022-07-04 00:16:30.000,17.0,3824273.0,3824273.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
88,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-06-15 14:13:13.000000,2023-06-14 13:49:09,31976,245.0,1967,391.0,6540.0,2736.0,6323.0,6315,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",242.0,36,True,,,143.0,h2o,,,,,79.0,,https://pypi.org/project/h2o,2023-01-05 19:34:00.643,79.0,358960.0,358960.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
89,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2023-06-15 13:07:19.000000,2023-06-15 13:07:19,8154,206.0,1077,122.0,908.0,168.0,791.0,6127,A PyTorch-based Speech Toolkit.,203.0,36,True,2023-03-24 18:00:58.794,0.5.14,13.0,speechbrain,,,,['pytorch'],778.0,767.0,https://pypi.org/project/speechbrain,2022-08-29 16:28:12.336,11.0,113520.0,113520.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
90,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2023-06-15 13:12:43.000000,2023-06-15 13:12:41,917,178.0,517,86.0,822.0,99.0,676.0,4934,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",148.0,36,True,2023-06-08 16:19:01.000,0.20.3,32.0,accelerate,conda-forge/accelerate,,,['pytorch'],8098.0,7942.0,https://pypi.org/project/accelerate,2022-06-15 18:00:25.000,156.0,3313588.0,3315510.0,https://anaconda.org/conda-forge/accelerate,2023-06-12 20:10:44.339,38448.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
91,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2023-05-21 13:07:26.000000,2023-05-21 13:07:26,1626,58.0,818,117.0,511.0,129.0,334.0,4430,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,98.0,36,True,2023-04-02 19:01:01.792,0.22.0,50.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],9695.0,9531.0,https://pypi.org/project/mlxtend,2022-05-27 02:03:51.000,164.0,715566.0,719466.0,https://anaconda.org/conda-forge/mlxtend,2023-04-06 12:47:27.873,276921.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
92,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-06-15 00:56:21.000000,2023-06-14 02:05:04,3617,131.0,480,78.0,1822.0,92.0,608.0,4402,Flax is a neural network library for JAX that is designed for flexibility.,194.0,36,True,2023-05-09 16:03:12.000,0.6.10,29.0,flax,conda-forge/flax,,,['jax'],3468.0,3468.0,https://pypi.org/project/flax,,,640001.0,641023.0,https://anaconda.org/conda-forge/flax,2023-03-16 08:47:43.339,27573.0,,,,,2.0,47.0,,,,,,,,,,,,,,,,,,,
93,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2023-06-15 10:19:15.000000,2023-06-09 15:32:13,8880,672.0,1493,147.0,1849.0,456.0,1194.0,4379,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",216.0,36,True,2022-12-01 14:00:47.111,2.7.1,622.0,deepchem,conda-forge/deepchem,,,['tensorflow'],216.0,209.0,https://pypi.org/project/deepchem,2022-07-06 16:36:45.000,7.0,22828.0,25342.0,https://anaconda.org/conda-forge/deepchem,2022-12-02 15:08:43.839,100597.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
94,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2023-06-14 13:14:54.000000,2023-06-14 09:55:17,2713,150.0,794,91.0,2924.0,297.0,2261.0,4124,AI Toolkit for Healthcare Imaging.,153.0,36,True,2023-06-08 17:16:23.000,1.2.0,71.0,monai,conda-forge/monai,,,['pytorch'],1075.0,1041.0,https://pypi.org/project/monai,2022-06-13 17:32:37.000,34.0,95998.0,96770.0,https://anaconda.org/conda-forge/monai,2023-06-08 17:03:07.715,13908.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
95,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-06-12 01:12:12.000000,2023-05-10 11:59:32,1967,45.0,201,67.0,125.0,75.0,488.0,3486,A grammar of graphics for Python.,102.0,36,True,2023-05-10 08:30:21.000,0.12.1,16.0,plotnine,conda-forge/plotnine,,,,5482.0,5242.0,https://pypi.org/project/plotnine,2017-04-25 20:37:59.000,240.0,1141185.0,1144909.0,https://anaconda.org/conda-forge/plotnine,2023-05-09 17:51:31.336,271886.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
96,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2023-06-15 07:40:07.000000,2023-06-14 15:48:58,5237,11.0,263,86.0,746.0,16.0,117.0,2727,"A refreshing functional take on deep learning, compatible with your favorite libraries.",62.0,36,True,2023-05-03 13:38:28.000,8.1.10,71.0,thinc,conda-forge/thinc,,,,32061.0,32061.0,https://pypi.org/project/thinc,,,4387486.0,4420294.0,https://anaconda.org/conda-forge/thinc,2023-05-03 16:47:20.607,2493412.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
97,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2023-06-14 07:22:14.931000,2023-06-12 13:19:56,1495,37.0,194,30.0,645.0,18.0,544.0,895,Python interface to PROJ (cartographic projections and coordinate transformations library).,61.0,36,True,2023-06-12 13:22:05.000,3.6.0,50.0,pyproj,conda-forge/pyproj,,,,21245.0,21245.0,https://pypi.org/project/pyproj,,,7005445.0,7179341.0,https://anaconda.org/conda-forge/pyproj,2023-06-14 07:22:14.931,6086379.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
98,PaddleOCR,PaddlePaddle/PaddleOCR,ocr,,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000,2023-06-15 13:35:51.000000,2023-06-12 08:09:53,5999,6.0,6329,404.0,2599.0,1851.0,5651.0,31077,"Awesome multilingual OCR toolkits based on PaddlePaddle (practical ultra lightweight OCR system, support 80+ languages..",152.0,35,True,2022-08-24 09:04:27.000,2.6.0,36.0,paddleocr,,,,['paddle'],1498.0,1474.0,https://pypi.org/project/paddleocr,2022-12-14 02:59:31.886,24.0,47437.0,47437.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
99,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2023-06-13 13:00:18.000000,2023-05-25 09:10:38,598,18.0,2589,289.0,218.0,230.0,569.0,18342,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",121.0,35,True,2023-05-26 07:25:01.375,1.7.0,31.0,easyocr,,,,,3019.0,2959.0,https://pypi.org/project/easyocr,2022-09-20 02:27:55.579,60.0,107138.0,242333.0,,,,,,,,1.0,4867055.0,,,,,,,,,,,,,,,,,,,
100,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2023-06-10 16:42:09.000000,2023-06-10 16:42:09,2251,59.0,4359,479.0,141.0,884.0,1314.0,16001,State-of-the-art 2D and 3D Face Analysis Project.,54.0,35,True,2023-04-02 07:43:27.000,0.7,1.0,insightface,,,,['mxnet'],374.0,374.0,https://pypi.org/project/insightface,,,96004.0,125297.0,,,,,,,,1.0,58586.0,,,,,,,,,,,,,,,,,,,
101,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2023-06-14 11:02:32.000000,2020-06-01 14:58:26,2913,,2336,231.0,334.0,279.0,222.0,13587,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40.000,0.4.0,3.0,imgaug,conda-forge/imgaug,,,,15170.0,15170.0,https://pypi.org/project/imgaug,,,307097.0,309825.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231,130977.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
102,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2023-05-09 20:41:01.000000,2021-06-01 10:43:00,1848,,4313,547.0,707.0,374.0,1261.0,13346,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,35,False,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,5516.0,5163.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,353.0,40935.0,40935.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
103,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2023-06-12 13:29:26.010000,2023-06-10 07:12:14,779,4.0,1488,125.0,654.0,345.0,425.0,12147,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,129.0,35,True,2023-06-10 07:44:08.000,1.3.1,18.0,albumentations,conda-forge/albumentations,,,['pytorch'],15307.0,15307.0,https://pypi.org/project/albumentations,,,688229.0,690626.0,https://anaconda.org/conda-forge/albumentations,2023-06-12 13:29:26.010,115072.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
104,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2023-06-13 21:58:07.000000,2023-06-07 16:38:32,1200,9.0,2030,120.0,240.0,986.0,783.0,10946,Multilingual Sentence & Image Embeddings with BERT.,111.0,35,True,2022-06-26 19:52:06.000,2.2.2,42.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],9982.0,9673.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,309.0,2406888.0,2410531.0,https://anaconda.org/conda-forge/sentence-transformers,2022-06-27 02:36:18.009,120225.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
105,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2023-06-14 18:58:08.000000,2023-03-31 14:18:46,4635,18.0,4329,388.0,627.0,567.0,1231.0,10738,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",188.0,35,False,2023-04-01 12:36:00.325,2.5.9,51.0,glfw,conda-forge/glfw,,,,174.0,2.0,https://pypi.org/project/glfw,2022-04-09 06:23:40.000,172.0,123712.0,159219.0,https://anaconda.org/conda-forge/glfw,2023-05-10 09:19:48.416,124715.0,,,,,1.0,3277879.0,,,,,,,,,,,,,,,,,,,
106,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-06-14 15:03:49.000000,2023-06-14 15:03:47,4340,38.0,2000,290.0,3382.0,71.0,1486.0,10127,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,210.0,35,True,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],203.0,198.0,https://pypi.org/project/parlai,2022-09-20 02:56:01.305,5.0,2831.0,2831.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
107,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-06-14 19:40:31.000000,2023-06-14 18:57:16,10382,54.0,1857,351.0,3366.0,123.0,1122.0,8231,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,329.0,35,True,2023-03-14 17:30:13.000,9.8.0,28.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,,,110703.0,113260.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-03-15 10:43:24.558,120201.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
108,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-06-15 14:14:32.000000,2023-06-15 11:02:40,2785,67.0,2039,173.0,1031.0,16.0,1363.0,6125,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,188.0,35,True,2023-06-07 20:15:01.000,3.2.0,43.0,OpenNMT-py,,,,['pytorch'],200.0,200.0,https://pypi.org/project/OpenNMT-py,,,4279.0,4279.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
109,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2023-06-15 13:26:44.000000,2023-06-15 13:26:36,5870,162.0,1442,111.0,3883.0,659.0,673.0,3903,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",285.0,35,True,2023-04-13 11:23:03.098,4.9.2,35.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],182.0,,https://pypi.org/project/tensorflow-datasets,2022-06-02 09:17:35.000,182.0,1409674.0,1410440.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-02-27 19:53:09.423,19158.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
110,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2023-06-08 06:51:11.000000,2023-06-08 02:19:33,1271,10.0,2316,1999.0,521.0,343.0,1057.0,3717,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,35,True,2023-05-24 03:36:02.381,1.51.0,98.0,azureml-sdk,,,,,46.0,,https://pypi.org/project/azureml-sdk,2022-06-27 17:00:30.000,46.0,478305.0,478313.0,,,,,,,,2.0,498.0,,,,,,,,,,,,,,,,,,,
111,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2023-06-15 11:06:18.000000,2023-06-08 21:52:22,8247,115.0,661,94.0,12903.0,38.0,759.0,3286,State of the Art Natural Language Processing.,107.0,35,True,2023-06-09 04:28:10.000,4.4.4,125.0,spark-nlp,,,,['spark'],324.0,304.0,https://pypi.org/project/spark-nlp,2023-01-24 12:55:58.136,20.0,2870659.0,2870659.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
112,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-06-15 00:05:26.000000,2023-06-12 21:37:20,17325,1160.0,359,44.0,1972.0,479.0,803.0,3151,"Visualize, create, and debug image and video datasets and model predictions.",83.0,35,True,2023-06-01 02:24:06.000,0.21.0,121.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",332.0,325.0,https://pypi.org/project/fiftyone,2022-06-24 21:35:59.000,7.0,59739.0,59739.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
113,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2023-06-15 01:29:07.000000,2023-06-12 13:33:42,7227,57.0,606,118.0,1119.0,323.0,1086.0,3070,High-performance interactive 2D/3D data visualization library.,187.0,35,True,2023-05-17 15:53:12.000,0.13.0,35.0,vispy,conda-forge/vispy,,,['jupyter'],1283.0,1168.0,https://pypi.org/project/vispy,2022-07-04 15:27:24.000,114.0,62763.0,68598.0,https://anaconda.org/conda-forge/vispy,2023-05-13 01:53:29.641,396504.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,1.0,5.0,,,,,,,,,,,,,
114,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-06-15 13:53:55.000000,2023-06-14 09:07:08,2122,179.0,580,76.0,2640.0,242.0,622.0,2124,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",211.0,35,True,2023-05-08 20:03:52.000,2.0.2,27.0,torchaudio,,,,['pytorch'],314.0,,https://pypi.org/project/torchaudio,2022-12-15 20:22:00.627,314.0,963332.0,963332.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
115,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2023-06-14 20:27:45.000000,2023-06-14 11:15:20,3597,195.0,340,31.0,2355.0,338.0,865.0,1820,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,123.0,35,True,2023-05-05 20:35:06.000,0.39.0,56.0,pyvista,conda-forge/pyvista,,,['jupyter'],1961.0,1961.0,https://pypi.org/project/pyvista,,,88873.0,96036.0,https://anaconda.org/conda-forge/pyvista,2023-05-22 19:19:17.749,350522.0,,,,,2.0,717.0,,,,,,,,,,,,,,,,,,,
116,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2023-06-15 05:56:52.000000,2023-06-14 18:24:59,4746,52.0,449,21.0,999.0,821.0,544.0,1724,"This is the development home of the workflow management system Snakemake. For general information, see.",291.0,35,True,2023-06-13 12:21:47.082,7.28.2,272.0,snakemake,bioconda/snakemake,,,,1795.0,1559.0,https://pypi.org/project/snakemake,2022-06-30 13:21:17.000,236.0,64209.0,72496.0,https://anaconda.org/bioconda/snakemake,2023-06-14 10:33:36.053,762435.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
117,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2023-06-01 22:39:17.000000,2023-05-31 14:29:07,1503,6.0,590,59.0,1864.0,251.0,890.0,1647,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,204.0,35,True,2023-04-07 17:03:02.509,0.20.0,35.0,tensorflow-addons,,,,['tensorflow'],12560.0,12355.0,https://pypi.org/project/tensorflow-addons,2022-06-14 01:58:57.000,205.0,1061994.0,1061994.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
118,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2023-06-15 13:41:11.000000,2023-06-15 13:39:45,1312,150.0,306,26.0,1044.0,47.0,571.0,1477,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",196.0,35,True,2023-03-10 21:56:09.000,0.11.4,32.0,metrics,conda-forge/torchmetrics,,,['pytorch'],12060.0,12047.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,13.0,5552.0,39345.0,https://anaconda.org/conda-forge/torchmetrics,2023-03-13 15:22:03.065,910625.0,,,,,2.0,1833.0,,,,,,,,,,,Lightning-AI/torchmetrics,,,,,,,,
119,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2023-06-14 19:58:12.000000,2023-06-12 21:48:44,1494,16.0,329,45.0,1435.0,170.0,647.0,1400,Exploratory analysis of Bayesian models with Python.,145.0,35,True,2023-03-06 23:30:56.203,0.15.1,32.0,arviz,conda-forge/arviz,,,,4366.0,4232.0,https://pypi.org/project/arviz,2022-05-13 16:49:58.000,134.0,1367543.0,1400968.0,https://anaconda.org/conda-forge/arviz,2023-03-14 10:21:53.404,1637735.0,,,,,1.0,130.0,,,,,,,,,,,,,,,,,,,
