,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
139,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-02-24 14:36:30.000000,2022-02-24 13:17:57,9509.0,262.0,204,58.0,9412.0,55.0,1969.0,778,Scalable genomic data analysis.,77.0,34,True,2022-02-15 05:46:11.000,0.2.85,105.0,hail,,,,['spark'],55.0,48.0,https://pypi.org/project/hail,2022-02-15 05:46:36.000,7.0,170172.0,170172.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
140,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2022-02-24 01:43:37.000000,2022-02-24 01:43:19,128859.0,3844.0,66,50.0,1270.0,56.0,269.0,582,TensorFlow ROCm port.,3941.0,34,True,2022-02-16 21:35:53.000,2.8.0,74.0,tensorflow-rocm,,,,['tensorflow'],5.0,,https://pypi.org/project/tensorflow-rocm,2022-02-16 21:35:53.000,5.0,44997.0,44997.0,,,,,,,,2.0,17.0,,,,,,,,,,,,,,,,,,,
141,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2021-12-04 17:06:24.000000,2021-06-14 10:10:40,219.0,,11753,1585.0,191.0,658.0,557.0,43213,The worlds simplest facial recognition api for Python and the command line.,47.0,33,True,2018-08-21 18:34:21.000,1.2.3,21.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],207.0,,https://pypi.org/project/face_recognition,2018-08-21 18:34:21.000,207.0,44557.0,44818.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,4326.0,,,,,2.0,454.0,,,,,,,,,,,,,,,,,,,
142,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2022-02-23 00:42:58.000000,2022-02-22 22:52:51,380.0,1.0,4392,863.0,237.0,470.0,599.0,23398,Library for fast text representation and classification.,59.0,33,True,2020-04-28 09:54:50.000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,2764.0,2603.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000,161.0,457240.0,457748.0,https://anaconda.org/conda-forge/fasttext,2021-11-08 12:46:40.327,26431.0,,,,,2.0,,,-1.0,,,,,,,,,,,,,,,,,
143,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-01-20 12:10:43.000000,2020-10-14 16:36:49,6226.0,,4203,1012.0,1864.0,346.0,651.0,14928,"Zipline, a Pythonic Algorithmic Trading Library.",154.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,915.0,830.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,85.0,3488.0,3806.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,5413.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
144,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2022-02-14 09:21:02.000000,2022-01-14 14:06:14,476.0,2.0,1827,274.0,156.0,170.0,335.0,13848,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",91.0,33,True,2021-09-11 09:38:37.000,1.4.1,25.0,easyocr,,,,,919.0,898.0,https://pypi.org/project/easyocr,2021-09-11 09:38:37.000,21.0,118896.0,177885.0,,,,,,,,1.0,1179797.0,,,,,,,,,,,,,,,,,,,
145,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-01-12 18:24:42.000000,2022-01-12 18:24:41,4362.0,2.0,2954,449.0,664.0,563.0,669.0,12027,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,236.0,33,True,2020-06-17 16:15:36.000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1217.0,1124.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000,93.0,14909.0,14909.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
146,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-01-14 13:42:13.000000,2021-07-29 23:17:25,531.0,,1520,274.0,105.0,27.0,525.0,9601,Lime: Explaining the predictions of any machine learning classifier.,61.0,33,True,2020-04-03 22:05:03.000,0.2.0.0,38.0,lime,conda-forge/lime,,,,2078.0,1971.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,107.0,757582.0,759085.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538,93209.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
147,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-01-10 11:00:09.000000,2021-11-13 00:48:18,549.0,,2144,214.0,207.0,110.0,365.0,8608,A little word cloud generator in Python.,64.0,33,True,2020-11-11 21:41:02.000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,710.0,,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000,710.0,633052.0,636958.0,https://anaconda.org/conda-forge/wordcloud,2021-11-15 20:34:05.364,257798.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
148,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2022-02-24 14:48:44.000000,2022-02-24 14:48:43,2302.0,23.0,881,203.0,2109.0,184.0,742.0,7322,Deep universal probabilistic programming with Python and PyTorch.,117.0,33,True,2021-12-14 16:17:56.000,1.8.0,28.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],675.0,626.0,https://pypi.org/project/pyro-ppl,2021-12-14 16:19:58.000,49.0,80398.0,80789.0,https://anaconda.org/conda-forge/pyro-ppl,2021-12-14 19:13:11.247,4309.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
149,Kedro,kedro-org/kedro,data-pipelines,,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro,Apache-2.0,2019-04-18 10:29:56.000,2022-02-24 12:32:02.000000,2022-02-23 14:37:50,1442.0,63.0,618,101.0,559.0,59.0,570.0,6617,"A Python framework for creating reproducible, maintainable and modular data science code.",141.0,33,True,2022-02-22 16:01:08.000,0.17.7,31.0,kedro,,,,,783.0,748.0,https://pypi.org/project/kedro,2022-02-22 16:01:08.000,35.0,318189.0,318189.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
150,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2022-02-03 19:34:56.000000,2021-11-29 10:21:36,1194.0,2.0,924,128.0,252.0,362.0,233.0,6090,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,33,True,2021-11-17 10:05:44.000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,6211.0,5811.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000,400.0,1990930.0,1999554.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:14.292,353591.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,
151,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-02-24 09:10:32.000000,2022-02-18 11:05:58,2617.0,35.0,1123,213.0,574.0,106.0,739.0,6049,Automated Machine Learning with scikit-learn.,79.0,33,True,2022-02-18 11:09:52.000,0.14.6,40.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],291.0,261.0,https://pypi.org/project/auto-sklearn,2022-02-18 11:09:52.000,30.0,28980.0,29289.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,3096.0,,,,,1.0,18.0,,,,,,,,,,,,,,,,,,,
152,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-02-23 19:12:05.000000,2022-02-09 17:47:54,1919.0,108.0,394,96.0,305.0,352.0,926.0,5824,An open source multi-tool for exploring and publishing data.,61.0,33,True,2022-02-07 23:57:15.000,0.60.2,114.0,datasette,conda-forge/datasette,,,,733.0,590.0,https://pypi.org/project/datasette,2022-02-07 23:57:15.000,143.0,273591.0,273873.0,https://anaconda.org/conda-forge/datasette,2022-02-08 02:44:23.524,2820.0,,,,,2.0,34.0,,,,,,,,,datasette,,,,,,,,,,
153,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2022-02-16 04:30:27.000000,2022-02-16 04:30:27,707.0,7.0,786,109.0,228.0,58.0,467.0,5694,Unsupervised text tokenizer for Neural Network-based text generation.,62.0,33,True,2021-06-18 09:34:31.000,0.1.96,31.0,sentencepiece,conda-forge/sentencepiece,,,,13224.0,12873.0,https://pypi.org/project/sentencepiece,2021-06-18 09:34:31.000,351.0,4715668.0,4724303.0,https://anaconda.org/conda-forge/sentencepiece,2022-02-11 08:18:24.634,155011.0,,,,,2.0,20056.0,,,,,,,,,,,,,,,,,,,
154,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-02-09 16:15:17.000000,2022-02-09 16:15:17,2589.0,4.0,2034,165.0,856.0,120.0,1208.0,5470,Open Source Neural Machine Translation in PyTorch.,173.0,33,True,2021-09-14 08:49:23.000,2.2.0,32.0,OpenNMT-py,,,,['pytorch'],135.0,127.0,https://pypi.org/project/OpenNMT-py,2021-09-14 08:49:23.000,8.0,16603.0,16603.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
155,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-02-24 13:05:01.000000,2022-02-16 12:07:31,1531.0,38.0,436,97.0,347.0,169.0,411.0,5283,Fast State-of-the-Art Tokenizers optimized for Research and Production.,51.0,33,True,2022-02-16 12:27:05.000,0.11.5,68.0,tokenizers,conda-forge/tokenizers,,,,138.0,42.0,https://pypi.org/project/tokenizers,2022-02-16 12:27:05.000,96.0,4855095.0,4861178.0,https://anaconda.org/conda-forge/tokenizers,2022-02-16 19:43:11.612,115595.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
156,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2022-02-24 14:12:41.000000,2022-02-24 10:37:45,2314.0,178.0,765,108.0,1103.0,361.0,620.0,4978,A unified framework for machine learning with time series.,146.0,33,True,2022-02-20 22:48:17.000,0.10.1,20.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],373.0,354.0,https://pypi.org/project/sktime,2022-02-20 22:48:17.000,19.0,133042.0,133311.0,https://anaconda.org/conda-forge/sktime-all-extras,2022-02-03 21:43:03.692,1879.0,,,,,1.0,64.0,,,,,,,,,,,,,,,,,,,
157,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-02-19 22:04:23.000000,2022-02-02 15:33:55,463.0,29.0,582,102.0,122.0,14.0,279.0,4046,Python-tesseract is an optical character recognition (OCR) tool for python.,41.0,33,True,2022-02-19 22:04:23.000,0.3.9,26.0,pytesseract,conda-forge/pytesseract,,,,924.0,,https://pypi.org/project/pytesseract,2022-02-19 22:04:23.000,924.0,492236.0,507983.0,https://anaconda.org/conda-forge/pytesseract,2022-01-26 21:37:36.574,488185.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
158,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-02-24 13:49:12.000000,2022-02-20 15:33:23,1349.0,74.0,518,60.0,1455.0,136.0,890.0,3878,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,166.0,33,True,2022-01-17 15:29:55.000,0.4.8,822.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],77.0,,https://pypi.org/project/pytorch-ignite,2022-02-24 00:15:10.000,77.0,141949.0,143777.0,https://anaconda.org/pytorch/ignite,2022-01-17 15:33:33.872,80456.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
159,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2021-12-15 15:51:51.000000,2021-09-26 10:28:21,1072.0,,555,97.0,250.0,26.0,227.0,3573,Geocoding library for Python.,123.0,33,True,2021-07-11 12:18:10.000,2.2.0,58.0,geopy,conda-forge/geopy,,,,37865.0,33986.0,https://pypi.org/project/geopy,2021-07-11 12:15:26.000,3879.0,2953439.0,2962693.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605,657102.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
160,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-02-22 00:03:52.000000,2022-02-22 00:03:52,2934.0,92.0,460,124.0,277.0,32.0,665.0,3293,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",63.0,33,True,2022-02-03 17:07:56.000,2.0.12,163.0,dedupe,conda-forge/dedupe,,,,261.0,214.0,https://pypi.org/project/dedupe,2022-02-03 17:07:56.000,47.0,291026.0,291718.0,https://anaconda.org/conda-forge/dedupe,2022-02-04 12:31:59.260,1384.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
161,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-02-24 09:53:17.000000,2022-02-21 13:54:42,1539.0,114.0,412,74.0,117.0,171.0,297.0,3009,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",46.0,33,True,2022-01-20 07:04:15.000,1.1.6,53.0,clearml,,allegroai/trains,,,196.0,192.0,https://pypi.org/project/clearml,2022-02-24 09:53:17.000,4.0,63182.0,64134.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30103.0,2.0,404.0,,,,,,,,,,,,,,,,,,,
162,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-02-24 12:36:04.000000,2022-02-23 20:35:38,1015.0,128.0,685,249.0,1008.0,323.0,370.0,2951,Data loaders and abstractions for text and NLP.,125.0,33,True,2022-01-27 22:34:29.000,0.11.2,19.0,torchtext,,,,['pytorch'],433.0,,https://pypi.org/project/torchtext,2022-01-27 20:39:13.000,433.0,130856.0,130856.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
163,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2022-02-24 00:17:00.000000,2022-02-23 10:49:24,9423.0,201.0,760,87.0,832.0,78.0,562.0,2806,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",91.0,33,True,2022-01-07 13:51:53.000,1.9.1,38.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,194.0,188.0,https://pypi.org/project/adversarial-robustness-toolbox,2022-01-07 13:32:42.000,6.0,6024.0,6440.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2022-01-10 15:59:27.185,7919.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
164,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-02-12 15:56:39.000000,2022-01-20 18:34:51,869.0,10.0,315,65.0,276.0,162.0,203.0,2473,Hyperparameter tuning for humans.,42.0,33,True,2021-11-05 17:28:50.000,1.1.0,11.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],1176.0,1142.0,https://pypi.org/project/keras-tuner,2021-11-05 17:28:50.000,34.0,524059.0,524280.0,https://anaconda.org/conda-forge/keras-tuner,2022-01-12 03:27:55.158,5101.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
165,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-02-03 21:29:27.000000,2021-10-12 13:32:38,1570.0,,417,67.0,512.0,232.0,387.0,2298,Sequential model-based optimization with a `scipy.optimize` interface.,75.0,33,True,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,2575.0,2401.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,174.0,945013.0,954598.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,527201.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
166,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-02-24 05:31:35.000000,2022-02-24 05:30:57,2016.0,48.0,599,85.0,171.0,113.0,421.0,2196,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",117.0,33,True,2022-02-15 18:44:55.000,0.12.0,31.0,tf-agents,,,,['tensorflow'],729.0,715.0,https://pypi.org/project/tf-agents,2022-02-15 18:44:55.000,14.0,196776.0,196776.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
167,numexpr,pydata/numexpr,data-containers,,https://github.com/pydata/numexpr,https://github.com/pydata/numexpr,MIT,2013-11-30 22:33:48.000,2022-02-06 22:44:16.000000,2022-02-06 22:44:16,709.0,17.0,172,58.0,78.0,61.0,259.0,1724,"Fast numerical array expression evaluator for Python, NumPy, PyTables, pandas, bcolz and more.",59.0,33,True,2021-12-10 22:03:53.000,2.8.1,43.0,numexpr,conda-forge/numexpr,,,,2973.0,,https://pypi.org/project/numexpr,2021-12-15 14:40:01.971,2973.0,2156704.0,2212198.0,https://anaconda.org/conda-forge/numexpr,2022-01-26 18:55:18.852,3662645.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
168,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2022-02-24 00:08:29.000000,2022-02-18 22:22:57,1697.0,155.0,180,74.0,471.0,39.0,323.0,1711,Adaptive Experimentation Platform.,110.0,33,True,2021-12-16 18:07:17.000,0.2.3,25.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],256.0,242.0,https://pypi.org/project/ax-platform,2021-12-16 18:07:17.000,14.0,116831.0,116921.0,https://anaconda.org/conda-forge/ax-platform,2021-06-22 17:59:03.357,722.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
169,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2022-02-24 12:47:43.000000,2022-02-23 23:53:54,1340.0,153.0,385,60.0,1676.0,150.0,450.0,1595,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",150.0,33,True,2022-01-27 22:33:14.000,0.10.2,19.0,torchaudio,,,,['pytorch'],117.0,,https://pypi.org/project/torchaudio,2022-01-27 20:38:29.000,117.0,331482.0,331482.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
170,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-02-11 13:28:12.000000,2018-10-12 15:53:05,1251.0,,267,54.0,151.0,99.0,217.0,1427,Python Geocoder.,74.0,33,False,2018-04-04 12:34:51.000,1.38.1,110.0,geocoder,conda-forge/geocoder,,,,4972.0,4480.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000,492.0,1226749.0,1228347.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,95921.0,,,,,2.0,,,,,,,,,,,,,,geocoder,,,,,,
171,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-02-23 15:15:27.000000,2022-02-16 15:56:40,1351.0,24.0,263,43.0,1277.0,193.0,561.0,1169,Exploratory analysis of Bayesian models with Python.,112.0,33,True,2021-10-03 11:17:21.000,0.11.4,25.0,arviz,conda-forge/arviz,,,,2003.0,1932.0,https://pypi.org/project/arviz,2021-10-03 11:17:21.000,71.0,310169.0,329303.0,https://anaconda.org/conda-forge/arviz,2021-10-03 15:30:41.137,631367.0,,,,,1.0,111.0,,,,,,,,,,,,,,,,,,,
172,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2022-01-31 13:27:57.000000,2022-01-31 13:27:53,1744.0,3.0,192,29.0,190.0,16.0,349.0,1147,The ctypes-based simple ImageMagick binding for Python.,97.0,33,True,2021-08-17 02:43:04.000,0.6.7,50.0,wand,conda-forge/wand,,,,10026.0,9347.0,https://pypi.org/project/wand,2021-08-17 02:13:00.000,679.0,445414.0,445868.0,https://anaconda.org/conda-forge/wand,2020-11-30 13:27:29.373,8878.0,,,,,2.0,6206.0,,,,,,,,,,,,,,,,,,,
173,Bottleneck,pydata/bottleneck,data-containers,,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000,2022-02-22 22:47:50.000000,2022-02-22 22:47:50,1252.0,11.0,84,28.0,184.0,41.0,182.0,714,Fast NumPy array functions written in C.,24.0,33,True,2022-02-22 12:05:02.000,1.3.4,30.0,Bottleneck,conda-forge/bottleneck,,,,32215.0,30649.0,https://pypi.org/project/Bottleneck,2022-02-22 12:05:02.000,1566.0,400589.0,428311.0,https://anaconda.org/conda-forge/bottleneck,2022-02-22 14:50:50.048,1912854.0,,,,,2.0,,,3.0,,,,,,,,,,,,,,,,,
174,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2022-02-19 02:37:53.000000,2022-02-19 02:37:53,14316.0,19.0,475,48.0,2185.0,359.0,896.0,616,Workflows and interfaces for neuroimaging packages.,227.0,33,True,2021-10-20 17:40:54.000,1.7.0,56.0,nipype,conda-forge/nipype,,,,1009.0,858.0,https://pypi.org/project/nipype,2021-10-20 15:33:29.000,151.0,43084.0,49955.0,https://anaconda.org/conda-forge/nipype,2021-10-20 17:02:23.801,460405.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
175,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2022-02-24 03:45:49.000000,2022-02-23 20:52:26,5105.0,34.0,234,41.0,667.0,140.0,316.0,459,Python package to access a cacophony of neuro-imaging file formats.,93.0,33,True,2022-02-07 16:58:12.000,3.2.2,33.0,nibabel,conda-forge/nibabel,,,,7345.0,6376.0,https://pypi.org/project/nibabel,2022-02-07 16:58:12.000,969.0,226979.0,232948.0,https://anaconda.org/conda-forge/nibabel,2022-02-07 20:18:47.734,411903.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
176,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-02-16 21:36:06.000000,2022-02-11 18:47:55,1397.0,3.0,3518,796.0,1102.0,321.0,570.0,17435,Magenta: Music and Art Generation with Machine Intelligence.,150.0,32,True,2020-11-12 19:17:18.000,2.1.3,66.0,magenta,,,,['tensorflow'],374.0,338.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000,36.0,5525.0,5525.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
177,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2022-02-22 17:32:13.000000,2022-02-12 13:13:09,700.0,6.0,3988,417.0,337.0,181.0,1586.0,14086,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,140.0,32,True,2021-04-02 23:45:16.000,1.0,14.0,fbprophet,conda-forge/prophet,,,,120.0,,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,120.0,1284060.0,1287067.0,https://anaconda.org/conda-forge/prophet,2021-08-23 03:00:23.164,29978.0,,,,,1.0,642.0,,,,,,,,,,,,,,,,,,,
178,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000,2022-02-24 07:53:08.000000,2022-01-13 09:36:20,7343.0,140.0,2132,260.0,996.0,128.0,533.0,12425,Best Practices on Recommendation Systems.,105.0,32,True,2022-01-13 20:18:21.000,1.0.0,10.0,recommenders,,,,,13.0,11.0,https://pypi.org/project/recommenders,2021-03-14 00:31:18.000,2.0,6697.0,6700.0,,,,,,,,1.0,126.0,,,,,,,,,,,,,,,,,,,
179,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613.0,,2429,466.0,255.0,563.0,362.0,9574,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],4223.0,3735.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,488.0,13837.0,13837.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
