,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
119,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2024-02-08 12:14:36.000000,2024-02-02 11:08:09,6024.0,4.0,3243.0,242.0,1444.0,1023.0,3839.0,10158.0,Open-source simulator for autonomous driving research.,171.0,35,True,2023-11-14 22:51:02.000,0.9.15,26.0,carla,,,,,635.0,628.0,https://pypi.org/project/carla,2023-11-14 22:51:02.000,7.0,16946.0,16946.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
120,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2024-02-08 10:25:36.000000,2024-02-08 06:11:27,6096.0,160.0,1909.0,182.0,5834.0,54.0,1872.0,9189.0,NeMo: a toolkit for conversational AI.,274.0,35,True,2024-01-11 02:04:18.000,1.22.0,46.0,nemo-toolkit,,,,['pytorch'],21.0,21.0,https://pypi.org/project/nemo-toolkit,,,52995.0,54275.0,,,,,,,,2.0,67890.0,,,,,,,,,,,,,,,,,,,,
121,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2024-02-08 06:53:14.000000,2024-02-08 06:53:14,2520.0,51.0,632.0,103.0,447.0,553.0,1185.0,8684.0,An open source multi-tool for exploring and publishing data.,76.0,35,True,2023-12-22 23:22:42.000,0.64.6,142.0,datasette,conda-forge/datasette,,,,1387.0,1167.0,https://pypi.org/project/datasette,2024-02-07 16:43:11.000,220.0,40789.0,41683.0,https://anaconda.org/conda-forge/datasette,2024-01-03 22:47:34.900,30378.0,,,,,1.0,59.0,,,,,,,datasette,,,,,,,,,,,,,
122,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-01-24 09:40:52.000000,2022-12-08 17:49:19,746.0,,973.0,135.0,221.0,320.0,270.0,8127.0,Manipulate audio with a simple and easy high level interface.,95.0,35,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,50532.0,49219.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1313.0,3787649.0,3788953.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,80849.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
123,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2024-01-14 09:07:13.000000,2023-12-06 12:55:15,486.0,32.0,2328.0,283.0,140.0,310.0,315.0,7857.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",49.0,35,True,2023-12-06 13:10:51.000,3.10.1,56.0,SpeechRecognition,conda-forge/speechrecognition,,,,855.0,21.0,https://pypi.org/project/SpeechRecognition,2023-12-06 13:02:22.000,834.0,636162.0,640368.0,https://anaconda.org/conda-forge/speechrecognition,2023-12-06 16:25:19.819,176655.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
124,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2024-02-08 02:34:42.000000,2024-02-08 02:04:34,1723.0,18.0,1295.0,149.0,207.0,188.0,144.0,7778.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,50.0,35,True,2023-11-18 08:45:46.000,1.1.2,90.0,pyod,conda-forge/pyod,,,,3324.0,3260.0,https://pypi.org/project/pyod,2023-11-18 08:43:48.000,64.0,663450.0,665453.0,https://anaconda.org/conda-forge/pyod,2023-11-18 09:26:18.014,90158.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
125,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2024-01-29 14:48:35.000000,2024-01-11 07:31:03,668.0,11.0,329.0,70.0,107.0,32.0,134.0,7640.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",26.0,35,True,2023-10-01 01:13:46.000,0.7.0,14.0,einops,conda-forge/einops,,,,26842.0,25974.0,https://pypi.org/project/einops,2023-10-01 01:13:46.000,868.0,7413020.0,7417571.0,https://anaconda.org/conda-forge/einops,2023-10-01 10:01:09.036,182072.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
126,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-02-08 14:16:00.000000,2024-02-02 19:21:27,32311.0,81.0,2011.0,384.0,6753.0,2718.0,6539.0,6633.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",254.0,35,True,,,150.0,h2o,,,,,104.0,21.0,https://pypi.org/project/h2o,2023-12-20 19:10:56.000,83.0,411149.0,411149.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
127,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2024-02-08 13:21:13.000000,2024-02-05 15:47:00,1658.0,15.0,597.0,60.0,1801.0,113.0,1248.0,4418.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,205.0,35,True,2023-10-19 08:22:16.000,0.4.13,24.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],2654.0,2654.0,https://pypi.org/project/pytorch-ignite,,,272561.0,275126.0,https://anaconda.org/pytorch/ignite,2023-10-19 08:25:55.130,174445.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
128,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2024-01-02 16:59:03.000000,2023-11-23 21:41:49,1136.0,6.0,661.0,90.0,269.0,32.0,252.0,4200.0,Geocoding library for Python.,133.0,35,True,2023-11-23 21:50:14.000,2.4.1,61.0,geopy,conda-forge/geopy,,,,4070.0,,https://pypi.org/project/geopy,2023-11-23 21:49:30.000,4070.0,4730938.0,4759448.0,https://anaconda.org/conda-forge/geopy,2023-11-24 00:10:43.371,1254479.0,,,,,2.0,18.0,,,,,,,,,,,,,,,,,,,,
129,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-02-08 08:18:52.000000,2024-02-08 06:56:45,3659.0,73.0,791.0,57.0,1425.0,337.0,1194.0,3885.0,"Serve, optimize and scale PyTorch models in production.",184.0,35,True,2023-10-13 00:21:43.000,0.9.0,22.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],614.0,598.0,https://pypi.org/project/torchserve,2023-10-12 22:01:55.000,16.0,40573.0,67601.0,https://anaconda.org/pytorch/torchserve,2023-10-12 22:01:52.717,151361.0,https://hub.docker.com/r/pytorch/torchserve,2023-10-12 22:44:52.307587,22.0,1228226.0,2.0,5518.0,,,,,,,,,,,,,,,,,,,,
130,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2024-02-07 19:47:35.000000,2024-02-07 18:58:11,2206.0,41.0,207.0,65.0,131.0,73.0,533.0,3730.0,A Grammar of Graphics for Python.,106.0,35,True,2023-11-06 11:06:44.000,0.12.4,20.0,plotnine,conda-forge/plotnine,,,,7047.0,6775.0,https://pypi.org/project/plotnine,2023-11-06 11:02:10.000,272.0,2346914.0,2354522.0,https://anaconda.org/conda-forge/plotnine,2023-11-06 12:55:06.721,334771.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
131,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2024-02-07 20:33:52.000000,2024-01-17 20:31:21,3876.0,42.0,1030.0,153.0,1574.0,357.0,865.0,3583.0,Fast data visualization and GUI tools for scientific / engineering applications.,267.0,35,True,2023-04-14 21:33:03.621,0.13.3,21.0,pyqtgraph,conda-forge/pyqtgraph,,,,9761.0,8787.0,https://pypi.org/project/pyqtgraph,2023-04-14 21:33:03.621,974.0,147294.0,153206.0,https://anaconda.org/conda-forge/pyqtgraph,2023-06-16 13:19:32.302,502585.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
132,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2024-02-05 13:22:06.000000,2024-02-05 13:22:01,7356.0,35.0,606.0,117.0,1158.0,323.0,1104.0,3182.0,High-performance interactive 2D/3D data visualization library.,192.0,35,True,2023-10-03 22:23:12.000,0.14.1,37.0,vispy,conda-forge/vispy,,,['jupyter'],1550.0,1407.0,https://pypi.org/project/vispy,2023-10-03 22:13:28.000,141.0,72868.0,83990.0,https://anaconda.org/conda-forge/vispy,2023-10-04 03:59:45.400,455619.0,,,,,2.0,,,,vispy,https://www.npmjs.com/package/vispy,10.0,,,,,2020-03-15 14:39:41.516,2.0,,,,,,,,,
133,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2024-02-07 18:16:46.000000,2024-02-07 15:14:19,5271.0,5.0,284.0,79.0,779.0,16.0,124.0,2776.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,35,True,2024-02-07 18:33:24.000,8.2.3,232.0,thinc,conda-forge/thinc,,,,43045.0,42403.0,https://pypi.org/project/thinc,2024-02-07 18:16:46.000,642.0,5832270.0,5892367.0,https://anaconda.org/conda-forge/thinc,2023-12-29 09:50:56.118,2704401.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
134,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2024-02-08 08:26:16.000000,2024-02-08 02:59:39,4098.0,186.0,412.0,35.0,2926.0,468.0,1035.0,2182.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,154.0,35,True,2024-02-06 15:22:24.000,0.43.3,89.0,pyvista,conda-forge/pyvista,,,['jupyter'],2870.0,2608.0,https://pypi.org/project/pyvista,2024-02-06 15:22:24.000,262.0,262169.0,272167.0,https://anaconda.org/conda-forge/pyvista,2024-02-06 17:09:54.392,439472.0,,,,,2.0,791.0,,,,,,,,,,,,,,,,,,,,
135,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2024-02-07 20:53:29.453000,2024-02-07 13:16:10,5055.0,181.0,471.0,21.0,1169.0,916.0,600.0,2036.0,"This is the development home of the workflow management system Snakemake. For general information, see.",315.0,35,True,2024-02-07 13:16:49.000,8.4.7,233.0,snakemake,bioconda/snakemake,,,,1860.0,1860.0,https://pypi.org/project/snakemake,,,138562.0,148227.0,https://anaconda.org/bioconda/snakemake,2024-02-07 20:53:29.453,966562.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
136,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2024-02-08 13:36:49.000000,2024-02-08 02:35:50,1654.0,106.0,350.0,27.0,1382.0,66.0,703.0,1814.0,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",224.0,35,True,2024-01-30 10:36:04.000,1.3.0.post0,42.0,metrics,conda-forge/torchmetrics,,,['pytorch'],20402.0,20389.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,13.0,2890.0,37719.0,https://anaconda.org/conda-forge/torchmetrics,2023-12-01 20:39:28.126,1214368.0,,,,,2.0,4685.0,,Lightning-AI/torchmetrics,,,,,,,,,,,,,,,,,,
137,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2023-12-13 04:29:28.000000,2023-12-13 04:29:27,1518.0,3.0,556.0,58.0,1880.0,76.0,895.0,1679.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,35,True,2023-11-28 01:15:27.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],13993.0,13993.0,https://pypi.org/project/tensorflow-addons,,,843319.0,843319.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
138,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-02-08 14:04:36.000000,2024-02-08 14:03:41,1564.0,79.0,156.0,32.0,1441.0,42.0,172.0,1123.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,77.0,35,True,2024-01-24 21:51:51.000,2024.1.0,24.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],9538.0,9538.0,https://pypi.org/project/scikit-learn-intelex,,,181916.0,188882.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-01-25 17:59:16.547,236871.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
139,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-02-05 20:09:46.000000,2024-02-05 20:07:17,1530.0,3.0,211.0,33.0,673.0,31.0,567.0,961.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 02:07:12.000,3.6.1,61.0,pyproj,conda-forge/pyproj,,,,29102.0,27044.0,https://pypi.org/project/pyproj,2023-09-21 02:07:12.000,2058.0,7894958.0,8061089.0,https://anaconda.org/conda-forge/pyproj,2023-12-08 10:35:21.072,7143636.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
140,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2024-01-17 19:47:04.000000,2023-12-26 14:53:14,5765.0,40.0,254.0,37.0,788.0,126.0,393.0,604.0,Python package to access a cacophony of neuro-imaging file formats.,100.0,35,True,2023-12-12 14:28:42.000,5.2.0,41.0,nibabel,conda-forge/nibabel,,,,18167.0,16965.0,https://pypi.org/project/nibabel,2023-12-11 21:37:41.000,1202.0,437927.0,453317.0,https://anaconda.org/conda-forge/nibabel,2023-12-12 00:00:35.048,677169.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
141,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2024-02-08 05:22:55.000000,2024-02-08 05:22:44,7613.0,302.0,2646.0,295.0,184.0,27.0,1009.0,25405.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,34,True,2024-02-03 04:35:45.000,7.4.2,619.0,netron,,,,"['pytorch', 'tensorflow']",86.0,12.0,https://pypi.org/project/netron,2024-02-03 04:35:45.000,74.0,25019.0,123437.0,,,,,,,,1.0,98418.0,,,,,,,,,,,,,,,,,,,,
142,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-01-13 10:31:18.000000,2021-11-17 17:52:52,3466.0,,3924.0,664.0,1671.0,137.0,1985.0,23822.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],437.0,394.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,43.0,4824.0,21954.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,2520.0,,,,,2.0,1108198.0,11.0,,,,,,,,,,,,,,,,,,,
143,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2023-11-26 17:29:04.000000,2021-06-01 10:43:00,1848.0,,4455.0,549.0,712.0,400.0,1267.0,13802.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,34,False,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,5927.0,5574.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,353.0,32128.0,32128.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
144,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2023-12-24 05:29:22.000000,2023-12-07 06:42:43,786.0,1.0,1543.0,131.0,663.0,371.0,438.0,13083.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,133.0,34,True,2023-06-10 07:44:08.000,1.3.1,18.0,albumentations,conda-forge/albumentations,,,['pytorch'],20654.0,20654.0,https://pypi.org/project/albumentations,,,1190135.0,1192836.0,https://anaconda.org/conda-forge/albumentations,2023-06-12 13:29:26.010,151266.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
145,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-02-06 22:23:52.000000,2023-08-20 17:38:53,890.0,,1110.0,322.0,267.0,54.0,341.0,12427.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,34,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,3803.0,3528.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,275.0,768443.0,777779.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,382778.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
146,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2024-02-06 21:40:09.000000,2024-02-06 09:28:10,3760.0,105.0,845.0,139.0,165.0,92.0,975.0,11255.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",91.0,34,True,2024-01-07 10:47:57.000,16.0.4,232.0,ocrmypdf,conda-forge/ocrmypdf,,,,742.0,723.0,https://pypi.org/project/ocrmypdf,2024-01-07 10:47:57.000,19.0,83521.0,85576.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,61564.0,,,,,2.0,2070.0,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,,,
147,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2023-06-16 13:22:54.304000,2023-03-11 18:17:15,563.0,,1094.0,266.0,156.0,104.0,155.0,8837.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",36.0,34,True,2013-09-26 02:29:01.000,0.7.0,7.0,textblob,conda-forge/textblob,,,,35805.0,35805.0,https://pypi.org/project/textblob,,,580988.0,583676.0,https://anaconda.org/conda-forge/textblob,2023-06-16 13:22:54.304,241994.0,,,,,2.0,113.0,,,,,,,,,,,,,,,,,,,,
148,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2024-02-06 22:20:01.000000,2023-12-02 06:10:46,4212.0,71.0,900.0,143.0,469.0,83.0,763.0,6951.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,34,True,2023-12-03 06:48:53.000,1.7.0,22.0,stanza,stanfordnlp/stanza,,,,2534.0,2439.0,https://pypi.org/project/stanza,2023-12-03 06:48:53.000,95.0,164222.0,164377.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7317.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
149,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2024-02-01 09:17:28.000000,2024-02-01 09:17:20,2876.0,32.0,2223.0,175.0,1132.0,26.0,1411.0,6465.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,34,True,2023-11-02 12:54:04.000,3.4.3,48.0,OpenNMT-py,,,,['pytorch'],262.0,252.0,https://pypi.org/project/OpenNMT-py,2023-11-02 12:54:04.000,10.0,5532.0,5532.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
150,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2024-02-07 22:53:52.000000,2024-02-06 23:09:37,19222.0,633.0,455.0,53.0,2678.0,472.0,980.0,6393.0,"Visualize, create, and debug image and video datasets and model predictions.",108.0,34,True,2024-01-25 23:41:59.000,0.23.4,139.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",497.0,486.0,https://pypi.org/project/fiftyone,2024-01-25 23:41:59.000,11.0,48031.0,48031.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
151,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-02-08 10:30:09.000000,2024-02-08 05:58:56,2984.0,202.0,709.0,141.0,93.0,86.0,325.0,5911.0,Fit interpretable models. Explain blackbox machine learning.,41.0,34,True,2024-02-08 10:30:09.000,0.5.1,47.0,interpret,,,,['jupyter'],644.0,614.0,https://pypi.org/project/interpret,2024-02-08 10:30:09.000,30.0,87647.0,87647.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
152,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2024-02-08 07:20:17.000000,2024-02-06 14:18:01,2291.0,50.0,605.0,91.0,245.0,423.0,520.0,5050.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",88.0,34,True,2024-02-07 07:44:14.000,1.14.2,93.0,clearml,,allegroai/trains,,,932.0,932.0,https://pypi.org/project/clearml,,,241167.0,241742.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30236.0,2.0,2042.0,,,,,,,,,,,,,,,,,,,,
153,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2024-01-20 20:05:12.000000,2024-01-05 18:46:51,1637.0,3.0,840.0,119.0,523.0,140.0,337.0,4710.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,103.0,34,True,2024-01-05 09:13:47.000,0.23.1,52.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],12311.0,12121.0,https://pypi.org/project/mlxtend,2024-01-05 09:13:47.000,190.0,661162.0,668081.0,https://anaconda.org/conda-forge/mlxtend,2024-01-05 18:58:45.309,297534.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
154,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-02-06 13:47:37.000000,2024-01-19 15:04:04,12141.0,139.0,1113.0,100.0,1313.0,146.0,742.0,4298.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,34,True,2023-12-27 22:17:11.000,1.17.0,57.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,492.0,481.0,https://pypi.org/project/adversarial-robustness-toolbox,2023-12-27 21:11:33.000,11.0,27542.0,28382.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2023-12-27 22:57:10.074,36128.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
155,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2024-02-07 16:48:03.000000,2024-02-07 16:48:02,1292.0,6.0,2511.0,1975.0,532.0,386.0,1076.0,3882.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,34,True,2023-11-09 22:25:24.000,1.54.0,102.0,azureml-sdk,,,,,48.0,,https://pypi.org/project/azureml-sdk,2024-02-06 19:36:25.000,48.0,536554.0,536561.0,,,,,,,,2.0,505.0,,,,,,,,,,,,,,,,,,,,
156,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-02-06 03:02:36.606000,2024-02-05 21:43:46,1269.0,56.0,225.0,31.0,421.0,82.0,201.0,3366.0,Lightning fast forecasting with statistical and econometric models.,37.0,34,True,2024-02-05 21:45:31.000,1.7.3,31.0,statsforecast,conda-forge/statsforecast,,,,728.0,702.0,https://pypi.org/project/statsforecast,2024-02-05 21:45:31.000,26.0,491664.0,494195.0,https://anaconda.org/conda-forge/statsforecast,2024-02-06 03:02:36.606,58229.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
157,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-02-08 08:22:59.000000,2024-02-05 21:47:08,1780.0,52.0,351.0,54.0,1519.0,64.0,395.0,2891.0,Bayesian optimization in PyTorch.,108.0,34,True,2023-12-09 02:30:45.000,0.9.5,42.0,botorch,conda-forge/botorch,,,['pytorch'],877.0,833.0,https://pypi.org/project/botorch,2023-12-09 02:30:45.000,44.0,127244.0,129592.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,98616.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
