,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
81,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2023-10-19 15:09:53.000000,2023-10-19 15:01:02,2695.0,293.0,1427.0,117.0,2843.0,482.0,2176.0,11206.0,"LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",203.0,37,True,2023-10-06 08:02:46.000,1.21.2,66.0,haystack,,,,,1048.0,961.0,https://pypi.org/project/haystack,2017-07-03 04:44:52.000,87.0,2213.0,2213.0,,,,,,,,1.0,23.0,,,,,,,,,,,,,,,,,,,
82,MoviePy,Zulko/moviepy,image,,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000,2023-10-07 03:22:11.000000,2023-07-11 16:23:35,1095.0,,1375.0,251.0,650.0,350.0,1016.0,11007.0,Video editing with Python.,160.0,37,True,2020-05-07 16:29:35.000,1.0.3,14.0,moviepy,conda-forge/moviepy,,,,29685.0,29685.0,https://pypi.org/project/moviepy,,,694401.0,697214.0,https://anaconda.org/conda-forge/moviepy,2023-06-16 13:23:34.876,211006.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
83,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2023-10-16 20:18:24.255000,2023-10-09 19:51:54,4971.0,82.0,1650.0,127.0,949.0,300.0,1875.0,7812.0,"An open-source, low-code machine learning library in Python.",126.0,37,True,2023-09-11 02:32:00.000,3.1.0,94.0,pycaret,conda-forge/pycaret,,,,4542.0,4528.0,https://pypi.org/project/pycaret,2023-09-11 02:31:52.000,14.0,242731.0,243784.0,https://anaconda.org/conda-forge/pycaret,2023-10-16 20:18:24.255,39394.0,,,,,2.0,667.0,,,,,,,,,,,,,,,,,,,
84,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2023-10-19 14:01:17.000000,2023-10-17 19:37:25,19660.0,734.0,1978.0,179.0,3117.0,214.0,2027.0,7118.0,End-to-End Speech Processing Toolkit.,384.0,37,True,2023-08-03 13:36:23.000,.202308,50.0,espnet,,,,,254.0,249.0,https://pypi.org/project/espnet,2023-08-03 13:37:00.000,5.0,25762.0,25763.0,,,,,,,,1.0,79.0,,,,,,,,,,,,,,,,,,,
85,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2023-10-19 05:53:22.000000,2023-10-18 06:28:24,3883.0,178.0,536.0,81.0,2002.0,174.0,652.0,4800.0,Flax is a neural network library for JAX that is designed for flexibility.,205.0,37,True,2023-09-13 18:38:38.000,0.7.4,39.0,flax,conda-forge/flax,,,['jax'],4796.0,4626.0,https://pypi.org/project/flax,2023-09-13 18:38:38.000,170.0,2169066.0,2170215.0,https://anaconda.org/conda-forge/flax,2023-06-16 19:25:28.189,35602.0,,,,,2.0,49.0,,,,,,,,,,,,,,,,,,,
86,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2023-10-18 20:52:11.000000,2023-10-18 20:52:09,11978.0,55.0,1079.0,170.0,454.0,647.0,731.0,3989.0,Probabilistic reasoning and statistical analysis in TensorFlow.,483.0,37,True,2023-10-02 16:08:04.000,0.22.0,49.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],429.0,,https://pypi.org/project/tensorflow-probability,2023-10-02 16:08:04.000,429.0,1295596.0,1299189.0,https://anaconda.org/conda-forge/tensorflow-probability,2023-07-23 10:45:53.935,115005.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
87,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2023-06-16 13:21:35.778000,2020-02-15 08:33:35,523.0,,6699.0,1286.0,164.0,662.0,219.0,31382.0,Chinese Words Segmentation Utilities.,49.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,26173.0,24510.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1663.0,645380.0,647254.0,https://anaconda.org/conda-forge/jieba,2023-06-16 13:21:35.778,146234.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
88,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2023-10-09 22:45:14.000000,2023-09-04 11:42:16,615.0,10.0,2736.0,299.0,235.0,294.0,581.0,19804.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",128.0,36,True,2023-09-04 11:55:27.000,1.7.1,32.0,easyocr,,,,,4043.0,3974.0,https://pypi.org/project/easyocr,2023-09-04 11:55:27.000,69.0,188147.0,358296.0,,,,,,,,1.0,6805981.0,,,,,,,,,,,,,,,,,,,
89,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2023-10-18 07:33:08.000000,2023-10-18 07:33:05,791.0,16.0,4436.0,426.0,432.0,379.0,1717.0,17039.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,173.0,36,True,2023-10-10 12:57:04.000,1.1.5,16.0,fbprophet,conda-forge/prophet,,,,146.0,19.0,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,127.0,888241.0,925087.0,https://anaconda.org/conda-forge/prophet,2023-10-10 23:23:38.880,1104629.0,,,,,1.0,2080.0,,,,,,,,,,,,,,,,,,,
90,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2023-09-28 07:15:20.000000,2023-08-21 03:59:26,1627.0,8.0,2814.0,380.0,455.0,7.0,1784.0,13945.0,Python Echarts Plotting Library.,39.0,36,True,2023-08-21 08:24:32.000,2.0.4,72.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],3767.0,3521.0,https://pypi.org/project/pyecharts,2023-08-21 03:40:32.000,246.0,112240.0,112240.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
91,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2023-10-15 08:49:18.000000,2023-09-18 08:44:36,1331.0,6.0,2218.0,333.0,1569.0,361.0,1846.0,13605.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",172.0,36,True,2023-06-12 09:28:02.604,0.28.1,77.0,horovod,,,,,1053.0,1019.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,34.0,53696.0,53696.0,,,,,,,,2.0,,stable/horovod,,,,,,,,,,,,,,,,,,
92,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2023-09-26 22:11:05.000000,2023-09-20 06:17:29,1209.0,9.0,2114.0,124.0,260.0,1029.0,797.0,12138.0,Multilingual Sentence & Image Embeddings with BERT.,115.0,36,True,2022-06-26 19:52:06.000,2.2.2,43.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],17513.0,17090.0,https://pypi.org/project/sentence-transformers,2022-06-26 19:50:11.000,423.0,3065342.0,3069945.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,170344.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
93,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2023-10-19 14:21:20.000000,2023-10-19 07:30:55,5894.0,251.0,1758.0,169.0,5401.0,35.0,1759.0,8202.0,NeMo: a toolkit for conversational AI.,254.0,36,True,2023-08-04 19:50:15.000,1.20.0,44.0,nemo-toolkit,,,,['pytorch'],19.0,19.0,https://pypi.org/project/nemo-toolkit,,,39924.0,41636.0,,,,,,,,1.0,83916.0,,,,,,,,,,,,,,,,,,,
94,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2023-10-07 18:22:39.000000,2023-10-07 04:00:46,2417.0,19.0,942.0,204.0,2241.0,218.0,822.0,8165.0,Deep universal probabilistic programming with Python and PyTorch.,144.0,36,True,2023-07-29 21:20:27.000,1.8.6,33.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],1642.0,1642.0,https://pypi.org/project/pyro-ppl,,,517055.0,520854.0,https://anaconda.org/conda-forge/pyro-ppl,2023-07-29 23:12:47.995,117784.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
95,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2023-09-27 19:21:23.000000,2023-09-07 14:08:45,846.0,3.0,1247.0,141.0,486.0,35.0,533.0,6524.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,80.0,36,True,2023-07-08 22:17:53.000,0.11.0,33.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],21199.0,20866.0,https://pypi.org/project/imbalanced-learn,2023-07-08 21:51:38.887,333.0,5187317.0,5199546.0,https://anaconda.org/conda-forge/imbalanced-learn,2023-07-08 22:18:55.284,489193.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
96,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2023-10-08 00:33:05.000000,2023-08-02 10:57:30,1413.0,16.0,872.0,214.0,220.0,174.0,232.0,6495.0,Efficiently computes derivatives of numpy code.,55.0,36,True,2023-06-23 08:37:07.368,1.6.2,29.0,autograd,conda-forge/autograd,,,,6666.0,6347.0,https://pypi.org/project/autograd,2023-06-23 08:37:07.368,319.0,1245629.0,1268080.0,https://anaconda.org/conda-forge/autograd,2023-06-26 15:21:38.267,359219.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
97,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2023-10-19 13:22:15.000000,2023-10-18 20:37:45,2882.0,127.0,879.0,94.0,3116.0,321.0,2429.0,4737.0,AI Toolkit for Healthcare Imaging.,172.0,36,True,2023-10-12 17:37:33.000,1.3.0,77.0,monai,conda-forge/monai,,,['pytorch'],1451.0,1407.0,https://pypi.org/project/monai,2023-10-12 17:09:21.000,44.0,90887.0,91732.0,https://anaconda.org/conda-forge/monai,2023-10-12 17:35:33.024,18603.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
98,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2023-10-19 13:42:44.000000,2023-10-17 19:42:23,9467.0,345.0,1502.0,147.0,1989.0,466.0,1207.0,4658.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",227.0,36,True,2022-12-01 14:00:47.111,2.7.1,708.0,deepchem,conda-forge/deepchem,,,['tensorflow'],281.0,270.0,https://pypi.org/project/deepchem,2023-10-17 19:55:40.000,11.0,16454.0,18805.0,https://anaconda.org/conda-forge/deepchem,2023-06-16 19:18:02.015,103485.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
99,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-10-19 09:10:03.000000,2023-10-19 08:47:27,1641.0,46.0,601.0,60.0,1782.0,166.0,1162.0,4354.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,300.0,36,True,2023-10-19 08:24:46.000,0.4.13,1417.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],2477.0,2434.0,https://pypi.org/project/pytorch-ignite,2023-10-19 08:24:46.000,43.0,145434.0,147963.0,https://anaconda.org/pytorch/ignite,2023-10-19 08:25:55.130,161858.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
100,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2023-10-18 19:46:14.000000,2023-10-10 18:43:52,8348.0,70.0,666.0,98.0,13033.0,39.0,788.0,3464.0,State of the Art Natural Language Processing.,108.0,36,True,2023-10-10 20:26:17.000,5.1.3,132.0,spark-nlp,,,,['spark'],376.0,347.0,https://pypi.org/project/spark-nlp,2023-10-10 16:20:01.000,29.0,3849486.0,3849486.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
101,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2023-09-25 06:51:17.362000,2023-09-22 08:02:58,5262.0,20.0,281.0,83.0,764.0,19.0,123.0,2762.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,36,True,2023-09-22 09:35:25.000,8.2.1,229.0,thinc,conda-forge/thinc,,,,38590.0,37954.0,https://pypi.org/project/thinc,2023-09-22 09:19:43.000,636.0,5956974.0,6021337.0,https://anaconda.org/conda-forge/thinc,2023-09-25 06:51:17.362,2638889.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
102,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2023-09-25 19:05:33.000000,2023-09-21 02:33:47,1524.0,19.0,206.0,31.0,665.0,25.0,560.0,930.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,64.0,36,True,2023-09-21 02:07:12.000,3.6.1,61.0,pyproj,conda-forge/pyproj,,,,26026.0,24053.0,https://pypi.org/project/pyproj,2023-09-21 02:07:12.000,1973.0,7999239.0,8173824.0,https://anaconda.org/conda-forge/pyproj,2023-09-25 07:36:02.608,6808845.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
103,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-10-19 14:59:20.000000,2023-10-19 10:00:15,4470.0,107.0,2309.0,221.0,597.0,44.0,707.0,20844.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",152.0,35,True,2023-10-19 10:01:17.000,0.17.10,81.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",16.0,,https://pypi.org/project/tts,2023-10-19 09:31:35.000,16.0,73343.0,120401.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9793.0,,,,,1.0,1446154.0,,,,,,,,,,,,,,,,,,,
104,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2023-10-19 14:37:48.000000,2023-10-19 14:37:47,7036.0,192.0,3295.0,255.0,2442.0,742.0,2456.0,18707.0,Graph Neural Network Library for PyTorch.,452.0,35,True,2023-10-12 08:28:59.000,2.4.0,36.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],,,https://pypi.org/project/torch-geometric,,,206010.0,206834.0,https://anaconda.org/conda-forge/pytorch_geometric,2023-06-16 19:20:42.736,32169.0,,,,,1.0,,,,,,-3.0,,,,,,,,,,,,,,
105,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2023-10-06 03:06:58.000000,2021-06-01 10:43:00,1848.0,,4325.0,549.0,710.0,372.0,1266.0,13621.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,35,False,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,5719.0,5366.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,353.0,33372.0,33372.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
106,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2023-09-30 06:07:49.000000,2023-09-30 06:07:49,781.0,2.0,1516.0,129.0,657.0,366.0,428.0,12679.0,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,129.0,35,True,2023-06-10 07:44:08.000,1.3.1,18.0,albumentations,conda-forge/albumentations,,,['pytorch'],18112.0,18112.0,https://pypi.org/project/albumentations,,,1018032.0,1020717.0,https://anaconda.org/conda-forge/albumentations,2023-06-12 13:29:26.010,139647.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
107,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-09-25 04:57:08.085000,2023-08-20 17:38:53,890.0,5.0,1110.0,319.0,266.0,54.0,341.0,12022.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,3491.0,3224.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,267.0,1027115.0,1037038.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,367163.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
108,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2023-06-16 16:12:37.768000,2022-11-22 00:42:46,2719.0,,2260.0,283.0,3096.0,91.0,2477.0,11586.0,"An open-source NLP research library, built on PyTorch.",265.0,35,True,2022-10-18 23:54:05.191,2.10.1,265.0,allennlp,conda-forge/allennlp,,,['pytorch'],3963.0,3775.0,https://pypi.org/project/allennlp,2022-10-18 23:54:05.191,188.0,45571.0,47578.0,https://anaconda.org/conda-forge/allennlp,2023-06-16 16:12:37.768,116459.0,,,,,2.0,61.0,,,,,,,,,,,,,,,,,,,
109,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2023-10-08 08:23:47.000000,2023-06-01 18:12:56,4638.0,,4515.0,394.0,649.0,601.0,1237.0,11277.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",188.0,35,False,2023-06-30 18:36:01.101,2.6.2,54.0,glfw,conda-forge/glfw,,,,208.0,20.0,https://pypi.org/project/glfw,2023-06-30 18:36:01.101,188.0,193180.0,229368.0,https://anaconda.org/conda-forge/glfw,2023-06-16 16:13:39.833,161281.0,,,,,2.0,3430805.0,,,,,,,,,,,,,,,,,,,
110,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-10-17 08:40:02.000000,2023-10-12 04:18:22,4356.0,13.0,2060.0,288.0,3401.0,54.0,1494.0,10317.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,215.0,35,True,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],220.0,215.0,https://pypi.org/project/parlai,2022-09-20 02:56:01.305,5.0,1726.0,1726.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
111,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2023-10-19 14:30:50.000000,2023-10-19 11:50:02,24613.0,1223.0,1936.0,202.0,4736.0,167.0,3304.0,8966.0,Perform data science on data that remains in someone elses server.,502.0,35,True,2023-08-30 03:17:27.000,syftcli-v0.1.7,198.0,syft,,,,['pytorch'],5.0,,https://pypi.org/project/syft,2023-10-17 09:04:21.000,5.0,5225.0,5230.0,,,,,,,,1.0,229.0,,,,,,,,,,,,,,,,,,,
112,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2023-06-16 13:22:54.304000,2023-03-11 18:17:15,563.0,,1123.0,268.0,156.0,113.0,155.0,8718.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",36.0,35,True,2021-10-22 03:18:24.000,0.17.1,59.0,textblob,conda-forge/textblob,,,,34660.0,33234.0,https://pypi.org/project/textblob,2021-10-22 03:18:24.000,1426.0,610295.0,613049.0,https://anaconda.org/conda-forge/textblob,2023-06-16 13:22:54.304,236886.0,,,,,2.0,113.0,,,,,,,,,,,,,,,,,,,
113,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2023-10-18 13:25:55.000000,2023-10-13 00:00:27,2469.0,76.0,592.0,103.0,432.0,544.0,1157.0,8368.0,An open source multi-tool for exploring and publishing data.,75.0,35,True,2023-10-08 16:10:00.000,0.64.5,140.0,datasette,conda-forge/datasette,,,,1289.0,1086.0,https://pypi.org/project/datasette,2023-10-08 16:10:00.000,203.0,34006.0,34884.0,https://anaconda.org/conda-forge/datasette,2023-09-27 17:06:18.945,26339.0,,,,,1.0,58.0,,,,,,,,,datasette,,,,,,,,,,
114,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-10-08 19:16:11.059000,2023-08-05 09:01:02,884.0,1.0,1037.0,125.0,256.0,30.0,631.0,8344.0,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,35,True,2023-05-02 04:26:07.683,0.1.99,34.0,sentencepiece,conda-forge/sentencepiece,,,,44508.0,43701.0,https://pypi.org/project/sentencepiece,2023-05-02 04:26:07.683,807.0,10028917.0,10045858.0,https://anaconda.org/conda-forge/sentencepiece,2023-10-08 19:16:11.059,641251.0,,,,,2.0,30998.0,,,,,,,,,,,,,,,,,,,
115,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-10-17 21:16:42.000000,2023-10-17 20:31:26,10395.0,9.0,1963.0,349.0,3396.0,130.0,1130.0,8297.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,332.0,35,True,2023-07-19 17:15:55.000,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,34.0,,https://pypi.org/project/vowpalwabbit,2023-07-19 17:15:55.000,34.0,119045.0,122756.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,133599.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
116,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2023-10-11 23:12:45.000000,2023-10-11 23:12:41,657.0,30.0,314.0,67.0,102.0,30.0,124.0,7313.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",24.0,35,True,2023-10-01 01:13:46.000,0.7.0,14.0,einops,conda-forge/einops,,,,19429.0,18754.0,https://pypi.org/project/einops,2023-10-01 01:13:46.000,675.0,4335976.0,4340285.0,https://anaconda.org/conda-forge/einops,2023-10-01 10:01:09.036,155129.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
117,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2023-10-18 20:13:47.000000,2023-10-06 05:01:16,4079.0,216.0,886.0,146.0,452.0,77.0,748.0,6815.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",64.0,35,True,2023-10-06 05:16:12.000,1.6.1,21.0,stanza,stanfordnlp/stanza,,,,2247.0,2156.0,https://pypi.org/project/stanza,2023-10-06 05:09:50.000,91.0,129707.0,129874.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7190.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
118,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-10-19 14:07:57.000000,2023-10-19 04:32:47,32199.0,170.0,1991.0,388.0,6664.0,2708.0,6464.0,6505.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",246.0,35,True,,,148.0,h2o,,,,,100.0,19.0,https://pypi.org/project/h2o,2023-10-16 12:45:34.000,81.0,370242.0,370242.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
119,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2023-10-19 08:54:18.000000,2023-10-19 07:31:41,2668.0,108.0,651.0,71.0,3088.0,181.0,766.0,5794.0,Build Production-Grade AI Applications.,181.0,35,True,2023-10-12 18:24:57.000,1.1.7,116.0,bentoml,,,,,1335.0,1324.0,https://pypi.org/project/bentoml,2023-10-12 18:23:03.000,11.0,68022.0,68061.0,,,,,,,,2.0,2111.0,,,,,,,,,,,,,,,,,,,
120,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2023-10-19 13:50:26.000000,2023-10-19 10:40:48,20600.0,426.0,1123.0,238.0,7315.0,799.0,1278.0,4444.0,Accelerate LLM with low-bit (INT3 / INT4 / NF4 / INT5 / INT8) optimizations using bigdl-llm.,185.0,35,True,2023-04-24 02:17:43.000,2.3.0,692.0,bigdl,,,,,50.0,45.0,https://pypi.org/project/bigdl,2023-10-19 13:50:26.000,1.0,6442.0,6442.0,,,,,,,,2.0,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,
