,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
240,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2022-10-14 14:25:58.000000,2022-10-12 15:39:56,899.0,4.0,423,87.0,176.0,43.0,228.0,1265,The Python ensemble sampling toolkit for affine-invariant MCMC.,65.0,31,True,2022-09-27 23:55:58.897,3.1.3,21.0,emcee,conda-forge/emcee,,,,1853.0,1544.0,https://pypi.org/project/emcee,2022-05-10 15:29:37.000,309.0,103078.0,106268.0,https://anaconda.org/conda-forge/emcee,2022-09-28 01:53:26.212,248858.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
241,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2022-11-02 18:57:10.000000,2022-11-02 18:57:09,1230.0,46.0,256,72.0,96.0,28.0,50.0,1178,Model analysis tools for TensorFlow.,52.0,31,True,2022-10-07 18:51:57.000,0.41.1,52.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",21.0,,https://pypi.org/project/tensorflow-model-analysis,2022-05-16 03:38:20.000,21.0,774433.0,774433.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
242,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-10-28 14:29:46.000000,2022-10-27 12:56:03,10966.0,42.0,186,18.0,212.0,44.0,196.0,1057,Huggingface Transformers + Adapters =.,1429.0,31,True,2022-09-20 00:31:23.335,3.1.0,16.0,adapter-transformers,,,,['huggingface'],100.0,95.0,https://pypi.org/project/adapter-transformers,2022-05-18 08:45:47.000,5.0,32553.0,32553.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
243,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-11-02 23:52:53.000000,2022-11-02 23:52:48,753.0,38.0,246,40.0,851.0,96.0,148.0,1000,Making text a first-class citizen in TensorFlow.,97.0,31,True,2022-09-08 08:15:31.000,2.10.0,57.0,tensorflow-text,,,,['tensorflow'],2475.0,2392.0,https://pypi.org/project/tensorflow-text,2022-05-18 00:00:29.000,83.0,2448705.0,2448705.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
244,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2022-10-09 22:58:02.769000,2022-10-09 20:27:52,544.0,4.0,101,29.0,53.0,68.0,71.0,862,Describing statistical models in Python using symbolic formulas.,17.0,31,True,2022-10-09 20:34:35.000,0.5.3,10.0,patsy,conda-forge/patsy,,,,61698.0,59032.0,https://pypi.org/project/patsy,2021-09-26 05:26:37.000,2666.0,7958051.0,8040111.0,https://anaconda.org/conda-forge/patsy,2022-10-09 22:58:02.769,6154504.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-11-03 15:28:57.000000,2022-11-03 13:52:17,774.0,96.0,139,43.0,732.0,87.0,253.0,576,All the open source things related to the Hugging Face Hub.,75.0,31,True,2022-10-11 07:48:36.000,0.10.1,48.0,huggingface_hub,conda-forge/huggingface_hub,,,,87.0,,https://pypi.org/project/huggingface_hub,2022-06-21 15:21:13.000,87.0,7109443.0,7132703.0,https://anaconda.org/conda-forge/huggingface_hub,2022-10-11 17:15:42.631,488460.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
246,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2022-11-02 04:38:10.000000,2022-11-02 04:38:10,12334.0,43.0,360,52.0,1778.0,151.0,678.0,551,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",135.0,31,True,2021-05-06 04:40:48.000,1.4.1,24.0,dipy,conda-forge/dipy,,,,708.0,628.0,https://pypi.org/project/dipy,2022-03-11 20:19:02.000,80.0,17946.0,22291.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,338924.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
247,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2022-10-28 09:29:01.000000,2022-10-28 09:29:01,558.0,10.0,37,14.0,53.0,6.0,24.0,194,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,31,False,2022-10-16 09:56:09.000,0.7.9,44.0,blis,conda-forge/cython-blis,,,,21643.0,21412.0,https://pypi.org/project/blis,2022-06-22 15:07:43.000,231.0,3545697.0,3584108.0,https://anaconda.org/conda-forge/cython-blis,2022-08-05 07:27:36.089,1690110.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
248,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2022-09-30 05:08:36.000000,2022-09-23 14:06:50,16117.0,1.0,4380,1278.0,557.0,841.0,2534.0,17245,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",272.0,30,True,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,18.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,18.0,747.0,918.0,,,,,,,,3.0,,14052.0,,,,,,,,,,,,,,,,,,
249,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-11-01 23:10:36.000000,2021-05-08 20:05:36,292.0,,1949,283.0,73.0,263.0,433.0,7318,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,,,1207.0,1191.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,9074.0,23622.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,4209.0,,,,,2.0,,791903.0,,,,,,,,,,,,,,,,,,
250,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2022-11-02 11:29:53.000000,2022-09-16 15:26:12,2617.0,2.0,1055,209.0,974.0,54.0,565.0,5898,An open source library for deep learning end-to-end dialog systems and chatbots.,67.0,30,True,2022-09-20 02:50:09.493,0.17.6,53.0,deeppavlov,,,,['tensorflow'],306.0,300.0,https://pypi.org/project/deeppavlov,2022-05-31 12:04:38.000,6.0,9617.0,9617.0,,,,,,,,2.0,,,,,,,,,,,,,deeppavlov/DeepPavlov,,,,,,,
251,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-10-23 06:06:25.000000,2021-09-23 22:14:27,3201.0,,1377,190.0,781.0,37.0,422.0,5648,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",129.0,30,False,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],375.0,364.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,11.0,1046.0,1203.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,4566.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
252,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2022-11-03 14:59:33.000000,2022-11-02 09:52:12,871.0,64.0,535,41.0,622.0,214.0,518.0,4917,A python library for easy manipulation and forecasting of time series.,68.0,30,True,2022-10-04 20:50:07.974,0.22.0,32.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,123.0,120.0,https://pypi.org/project/u8darts,2022-06-22 08:12:22.000,3.0,7949.0,9016.0,https://anaconda.org/conda-forge/u8darts-all,2022-10-05 11:37:19.911,16960.0,https://hub.docker.com/r/unit8/darts,2022-10-04 21:57:32.356390,,362.0,2.0,,,,,,,,,,,,,,,,,,,,
253,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-10-24 13:56:48.000000,2022-10-24 13:56:48,858.0,22.0,1035,92.0,49.0,5.0,537.0,4834,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",30.0,30,True,2022-05-10 19:13:23.000,0.0.75,74.0,deepface,,,,,857.0,854.0,https://pypi.org/project/deepface,2022-05-10 19:13:23.000,3.0,36648.0,36648.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
254,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2022-09-27 11:28:21.000000,2020-07-15 13:46:58,1184.0,,1477,305.0,291.0,148.0,265.0,4676,Portfolio and risk analytics in Python.,56.0,30,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,502.0,470.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,32.0,6220.0,6394.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,9951.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
255,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2022-11-03 10:50:21.000000,2022-11-03 07:11:52,577.0,58.0,353,104.0,492.0,123.0,190.0,4201,Development repository for the Triton language and compiler.,64.0,30,True,2021-10-15 01:19:15.000,1.1.1,177.0,triton,,,,,156.0,153.0,https://pypi.org/project/triton,2022-07-04 00:16:30.000,3.0,222041.0,222041.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
256,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-11-03 00:20:01.909000,2022-10-31 00:04:24,1484.0,78.0,555,59.0,1615.0,147.0,1000.0,4105,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,180.0,30,True,2022-09-05 11:15:09.000,0.4.10,21.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],,,https://pypi.org/project/pytorch-ignite,2022-11-03 00:20:01.909,,74540.0,76650.0,https://anaconda.org/pytorch/ignite,2022-09-05 11:20:52.451,111859.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
257,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-10-31 07:05:40.000000,2022-10-17 07:23:35,1325.0,5.0,351,70.0,348.0,90.0,453.0,3935,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",100.0,30,True,2022-03-28 13:51:55.000,0.8.3,27.0,sacred,conda-forge/sacred,,,,1739.0,1637.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,29789.0,29929.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,1686.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
258,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-11-02 01:19:57.000000,2022-10-28 01:50:34,627.0,13.0,300,67.0,222.0,47.0,435.0,3695,Visualizer for pandas data structures.,29.0,30,True,2022-09-09 14:55:58.000,2.8.1,151.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",541.0,529.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,99451.0,104496.0,https://anaconda.org/conda-forge/dtale,2022-09-09 15:21:16.023,166503.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
259,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-10-19 17:25:53.000000,2022-07-07 05:16:43,738.0,,409,38.0,121.0,44.0,153.0,3606,Data augmentation for NLP.,33.0,30,True,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,,467.0,448.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,19.0,151957.0,152277.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,5452.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
260,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2022-10-26 16:00:53.000000,2022-10-21 17:07:11,491.0,16.0,554,74.0,245.0,63.0,231.0,3562,Uplift modeling and causal inference with machine learning algorithms.,47.0,30,True,2022-09-02 21:17:27.000,0.13.0,19.0,causalml,,,,,55.0,54.0,https://pypi.org/project/causalml,2022-03-14 23:38:27.000,1.0,94900.0,94900.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
261,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-10-04 13:10:17.000000,2022-09-27 14:46:04,398.0,6.0,561,82.0,191.0,74.0,361.0,2990,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,32.0,30,True,2022-08-31 21:00:25.505,0.6.1,43.0,implicit,conda-forge/implicit,,,,726.0,694.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,144132.0,151341.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,417081.0,,,,,2.0,,184.0,,,,,,,,,,,,,,,,,,
262,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-09-18 19:00:35.403000,2022-09-18 07:45:53,376.0,35.0,236,61.0,45.0,11.0,,2982,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",13.0,30,True,2022-09-18 07:47:16.000,4.5.0,25.0,textdistance,conda-forge/textdistance,,,,2990.0,2947.0,https://pypi.org/project/textdistance,2022-06-29 12:31:21.000,43.0,642389.0,646976.0,https://anaconda.org/conda-forge/textdistance,2022-09-18 19:00:35.403,246993.0,,,,,2.0,,849.0,,,,,,,,,,,,,,,,,,
263,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2022-10-30 11:40:31.702000,2022-05-31 03:18:45,1556.0,,406,93.0,120.0,63.0,345.0,2896,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,30,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,743.0,691.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,52.0,112790.0,115018.0,https://anaconda.org/conda-forge/nmslib,2022-10-30 11:40:31.702,69093.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
264,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2022-10-31 01:50:08.000000,2022-10-31 01:50:04,3192.0,82.0,320,159.0,1051.0,37.0,55.0,2576,Neural Network Libraries.,69.0,30,True,2022-10-11 00:19:32.000,1.31.0,68.0,nnabla,,,,,51.0,,https://pypi.org/project/nnabla,2022-06-19 12:00:18.000,51.0,3175.0,3183.0,,,,,,,,3.0,,535.0,,,,,,,,,,,,,,,,,,
265,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-09-22 16:35:34.000000,2022-08-22 18:21:12,586.0,2.0,532,73.0,72.0,55.0,157.0,2453,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,30,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,1855.0,1723.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000,132.0,1399732.0,1402260.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,164328.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
266,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-10-31 20:22:13.000000,2021-08-24 19:11:38,840.0,,519,99.0,1042.0,260.0,296.0,2450,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,30,False,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,,,['mxnet'],995.0,973.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,139271.0,139271.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
267,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-11-02 20:30:21.000000,2022-11-02 20:30:07,1553.0,85.0,385,31.0,637.0,279.0,256.0,2378,Time series forecasting with PyTorch.,33.0,30,True,2022-09-07 11:55:46.373,0.10.3,33.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,4.0,,https://pypi.org/project/pytorch-forecasting,2022-05-23 11:53:35.000,4.0,111032.0,112214.0,https://anaconda.org/conda-forge/pytorch-forecasting,2022-05-23 16:56:34.706,30742.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
268,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-11-01 00:12:00.000000,2022-10-11 06:49:17,2710.0,20.0,915,117.0,409.0,55.0,285.0,2294,IPython Parallel: Interactive Parallel Computing in Python.,112.0,30,False,2022-06-20 10:37:35.000,8.4.1,41.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],287.0,,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,181141.0,190172.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,713453.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
269,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-10-29 18:22:07.000000,2022-10-29 18:22:03,429.0,25.0,284,48.0,67.0,30.0,102.0,2290,A python library for decision tree visualization and model interpretation.,21.0,30,True,2022-10-22 19:18:03.033,1.4.0,31.0,dtreeviz,conda-forge/dtreeviz,,,,532.0,518.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,96669.0,97753.0,https://anaconda.org/conda-forge/dtreeviz,2022-10-22 23:26:09.442,26021.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
270,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-11-03 13:00:33.000000,2022-10-27 07:41:48,1590.0,6.0,303,59.0,146.0,102.0,186.0,2283,A machine learning toolkit dedicated to time-series data.,40.0,30,True,2021-08-16 07:09:52.000,0.5.2,94.0,tslearn,conda-forge/tslearn,,,['sklearn'],630.0,611.0,https://pypi.org/project/tslearn,2021-08-16 07:29:50.000,19.0,141340.0,147732.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,357989.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
271,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-11-03 12:26:48.000000,2022-11-03 12:26:43,820.0,40.0,178,37.0,360.0,78.0,143.0,2230,JAX-based neural network library.,65.0,30,True,2022-09-21 14:13:03.052,0.0.8,10.0,dm-haiku,conda-forge/dm-haiku,,,,641.0,599.0,https://pypi.org/project/dm-haiku,2022-07-04 18:49:30.000,42.0,132300.0,132608.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,6475.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
272,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-10-26 15:55:34.000000,2022-10-26 15:55:34,1300.0,145.0,246,38.0,249.0,17.0,116.0,2018,Shapash makes Machine Learning models transparent and understandable by everyone.,35.0,30,True,2022-10-25 12:04:02.606,2.2.0,25.0,shapash,,,,['jupyter'],91.0,90.0,https://pypi.org/project/shapash,2022-05-09 08:46:05.000,1.0,14599.0,14599.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
273,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2022-11-03 13:35:49.000000,2022-11-02 16:25:38,520.0,61.0,202,42.0,496.0,124.0,199.0,1822,Algorithms for explaining machine learning models.,18.0,30,True,2022-09-26 10:27:18.000,0.8.0,26.0,alibi,,,,,231.0,207.0,https://pypi.org/project/alibi,2022-05-18 11:32:55.000,24.0,28784.0,28784.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
274,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2022-11-03 15:14:50.000000,2022-11-03 14:11:59,2850.0,175.0,405,54.0,2437.0,253.0,610.0,1572,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,121.0,30,True,2022-09-26 20:10:11.000,0.26.0-postfix-1,41.0,pennylane,conda-forge/pennylane,,,,34.0,,https://pypi.org/project/pennylane,2022-06-20 21:12:41.000,34.0,19291.0,19760.0,https://anaconda.org/conda-forge/pennylane,2022-05-01 12:38:58.341,5624.0,,,,,2.0,,62.0,,,,,,,,,,,,,,,,,,
275,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-11-03 10:20:02.944000,2022-11-02 21:58:58,630.0,27.0,344,40.0,40.0,3.0,236.0,1489,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",23.0,30,True,2022-11-02 22:06:17.000,1.3.5,18.0,ogb,conda-forge/ogb,,,,484.0,466.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,18.0,22076.0,22612.0,https://anaconda.org/conda-forge/ogb,2022-11-03 10:20:02.944,13938.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
276,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2022-10-24 04:42:42.000000,2022-10-24 04:42:42,1000.0,21.0,169,54.0,186.0,28.0,242.0,1257,A full spaCy pipeline and models for scientific/biomedical documents.,27.0,30,True,2022-09-07 00:28:02.587,0.5.1,12.0,scispacy,,,,,548.0,529.0,https://pypi.org/project/scispacy,2022-03-10 20:16:24.000,19.0,28749.0,28749.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
277,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466.0,,139,42.0,126.0,54.0,630.0,1106,A Python data analysis library that is optimized for humans instead of machines.,49.0,30,False,2021-12-15 16:39:08.973,0.1.0,27.0,agate,conda-forge/agate,,,,1348.0,1212.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,136.0,1732391.0,1733860.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,101427.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
278,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-10-21 10:50:59.000000,2022-08-25 13:37:51,1715.0,40.0,181,40.0,171.0,56.0,166.0,834,A Jupyter - Three.js bridge.,30.0,30,True,2022-08-31 09:02:38.000,2.4.1,45.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],70.0,21.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,42.0,71781.0,82326.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,431048.0,,,,,2.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2022-08-24 13:26:43.242,7.0,5019.0,,,,,,,,,,,,
279,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2022-11-03 14:54:34.000000,2022-10-27 03:21:10,1187.0,13.0,126,27.0,888.0,108.0,94.0,814,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,60.0,30,True,2022-09-21 16:17:12.872,2021.7.0,14.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],3244.0,3238.0,https://pypi.org/project/scikit-learn-intelex,2022-06-16 20:45:24.000,6.0,99951.0,104559.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2022-09-20 10:20:10.438,87553.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
280,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-03-28 04:36:11.000000,2021-12-17 04:08:52,919.0,,161,35.0,108.0,33.0,45.0,600,Snowball compiler and stemming algorithms.,28.0,30,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6751.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6747.0,8504987.0,8576969.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,5398653.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
