,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
83,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2025-01-16 09:41:08.000000,2025-01-15 15:28:12,1649.0,62.0,580.0,60.0,1608.0,155.0,879.0,2226.0,The official Python client for the Huggingface Hub.,212.0,38,True,2025-01-06 12:07:20.000,0.27.1,139.0,huggingface_hub,conda-forge/huggingface_hub,,,,2288.0,,https://pypi.org/project/huggingface_hub,2025-01-06 12:04:19.000,2288.0,39141627.0,39196437.0,https://anaconda.org/conda-forge/huggingface_hub,2025-01-08 15:31:13.042,2576077.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
84,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2024-12-27 20:06:24.390000,2020-02-15 08:33:35,523.0,,6713.0,1281.0,167.0,674.0,227.0,33593.0,Chinese Words Segmentation Utilities.,49.0,37,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,34817.0,33979.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,838.0,1461032.0,1464868.0,https://anaconda.org/conda-forge/jieba,2024-12-27 20:06:24.390,168785.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
85,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2025-01-09 16:43:36.000000,2024-10-18 16:40:02,2327.0,,6414.0,424.0,1361.0,1291.0,3053.0,30809.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,428.0,37,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],3997.0,3880.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,117.0,117574.0,119658.0,https://anaconda.org/conda-forge/fairseq,2024-11-24 05:25:05.032,112343.0,,,,,1.0,376.0,,,,,,,1.0,,,,,,,,,,,,
86,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-01-16 05:48:04.000000,2025-01-16 05:47:53,8764.0,208.0,2826.0,307.0,239.0,21.0,1150.0,29104.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,37,True,2025-01-11 05:27:07.000,8.1.1,687.0,netron,,,,"['pytorch', 'tensorflow']",711.0,628.0,https://pypi.org/project/netron,2025-01-11 05:27:07.000,83.0,22756.0,99083.0,,,,,,,,1.0,76327.0,,,,,,,,,,,,,,,,,,,
87,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2024-12-05 07:41:28.000000,2024-12-05 07:41:28,2348.0,10.0,5431.0,515.0,184.0,1154.0,1386.0,24034.0,State-of-the-art 2D and 3D Face Analysis Project.,63.0,37,True,2023-04-02 08:03:01.222,0.7.3,28.0,insightface,,,,['mxnet'],3256.0,3226.0,https://pypi.org/project/insightface,2022-12-17 02:14:00.699,30.0,243565.0,537667.0,,,,,,,,2.0,6176158.0,,,,,,,,,,,,,,,,,,,
88,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2025-01-13 19:06:45.000000,2025-01-13 19:00:04,4822.0,5.0,5277.0,382.0,731.0,670.0,1382.0,13342.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",200.0,37,False,2024-11-22 15:43:48.000,2.8.0,59.0,glfw,conda-forge/glfw,,,,1744.0,1545.0,https://pypi.org/project/glfw,2024-11-22 15:43:48.000,199.0,422015.0,463569.0,https://anaconda.org/conda-forge/glfw,2024-02-24 15:41:47.790,312976.0,,,,,2.0,4117692.0,,,,,,,,,,,,,,,,,,,
89,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2025-01-16 11:03:42.000000,2025-01-16 06:03:24,7789.0,461.0,2579.0,213.0,8770.0,98.0,2325.0,12873.0,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal,..",376.0,37,True,2025-01-03 10:31:39.000,2.1.0,79.0,nemo-toolkit,,,,['pytorch'],35.0,21.0,https://pypi.org/project/nemo-toolkit,2025-01-03 09:43:30.000,14.0,115626.0,120325.0,,,,,,,,1.0,300780.0,,,,,,,,,,,,,,,,,,,
90,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2025-01-15 03:00:01.000000,2024-12-19 17:17:22,1513.0,22.0,1690.0,152.0,835.0,237.0,579.0,12645.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,134.0,37,True,2024-12-08 20:12:09.000,4.12.1,66.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",5301.0,5118.0,https://pypi.org/project/pandas-profiling,2023-02-03 17:59:40.571,183.0,407788.0,412583.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,484179.0,,,,,2.0,233.0,ydataai/ydata-profiling,,,,,,,,,,,,,,,,,,
91,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-12-31 07:56:17.243000,2024-08-18 00:47:35,986.0,,1176.0,127.0,316.0,41.0,719.0,10479.0,Unsupervised text tokenizer for Neural Network-based text generation.,89.0,37,True,2024-02-19 17:03:42.000,0.2.0,35.0,sentencepiece,conda-forge/sentencepiece,,,,92301.0,90569.0,https://pypi.org/project/sentencepiece,2024-02-19 17:03:42.000,1732.0,17752880.0,17775639.0,https://anaconda.org/conda-forge/sentencepiece,2024-12-31 07:56:17.243,1194854.0,,,,,1.0,48801.0,,,,,,,,,,,,,,,,,,,
92,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2025-01-13 22:15:25.000000,2025-01-13 22:15:24,2850.0,40.0,980.0,129.0,1988.0,293.0,669.0,10143.0,Geometric Computer Vision Library for Spatial AI.,278.0,37,True,2025-01-11 05:21:32.000,0.8.0,42.0,kornia,conda-forge/kornia,,,['pytorch'],13827.0,13521.0,https://pypi.org/project/kornia,2025-01-11 05:21:32.000,306.0,1693097.0,1696516.0,https://anaconda.org/conda-forge/kornia,2025-01-11 07:13:54.786,166503.0,,,,,2.0,1617.0,,,,,,,,,,,,,,,,,,,
93,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,,2488.0,539.0,4121.0,697.0,2087.0,9915.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,37,True,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,15975.0,15803.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,172.0,76041.0,100354.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2480022.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
94,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2025-01-13 23:26:21.000000,2025-01-13 23:26:20,606.0,8.0,1152.0,259.0,204.0,105.0,180.0,9217.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",38.0,37,True,2025-01-13 23:03:01.000,0.19.0,62.0,textblob,conda-forge/textblob,,,,48254.0,47849.0,https://pypi.org/project/textblob,2025-01-13 23:03:01.000,405.0,1092834.0,1095558.0,https://anaconda.org/conda-forge/textblob,2023-06-16 13:22:54.304,275192.0,,,,,1.0,125.0,,,,,,,,,,,,,,,,,,,
95,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2025-01-13 17:42:02.000000,2025-01-13 17:41:58,1461.0,17.0,910.0,211.0,259.0,179.0,248.0,7096.0,Efficiently computes derivatives of NumPy code.,60.0,37,True,2024-08-22 19:07:12.000,1.7.0,30.0,autograd,conda-forge/autograd,,,,11303.0,11020.0,https://pypi.org/project/autograd,2024-08-22 19:07:12.000,283.0,3334777.0,3351058.0,https://anaconda.org/conda-forge/autograd,2024-12-13 21:24:24.362,504740.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
96,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2025-01-16 03:35:55.000000,2025-01-16 03:17:39,4941.0,145.0,647.0,86.0,2746.0,306.0,750.0,6272.0,Flax is a neural network library for JAX that is designed for flexibility.,251.0,37,True,2024-11-19 19:58:50.000,0.10.2,50.0,flax,conda-forge/flax,,,['jax'],11764.0,11270.0,https://pypi.org/project/flax,2024-11-19 19:58:50.000,494.0,1008931.0,1010766.0,https://anaconda.org/conda-forge/flax,2024-11-20 00:54:51.479,84392.0,,,,,2.0,58.0,,,,,,,,,,,,,,,,,,,
97,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2025-01-16 13:51:35.000000,2025-01-16 09:47:38,1004.0,24.0,866.0,88.0,233.0,138.0,699.0,4654.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",53.0,37,True,2025-01-16 13:56:09.000,84,75.0,opencv-python,,,,,506623.0,495106.0,https://pypi.org/project/opencv-python,2025-01-16 13:51:35.000,11517.0,12476039.0,12476039.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
98,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-01-14 02:46:01.000000,2025-01-14 02:46:00,12203.0,29.0,1110.0,157.0,469.0,701.0,758.0,4285.0,Probabilistic reasoning and statistical analysis in TensorFlow.,497.0,37,True,2024-11-08 16:30:13.000,0.25.0,53.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],621.0,3.0,https://pypi.org/project/tensorflow-probability,2024-11-08 16:25:57.000,618.0,1229143.0,1232559.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-05-27 12:58:13.692,160572.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
99,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2025-01-16 07:11:30.000000,2025-01-13 09:26:31,4976.0,228.0,517.0,37.0,3980.0,661.0,1159.0,2851.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,171.0,37,True,2024-11-27 01:15:51.000,0.44.2,99.0,pyvista,conda-forge/pyvista,,,['jupyter'],4509.0,3931.0,https://pypi.org/project/pyvista,2024-11-27 00:06:11.000,578.0,,11079.0,https://anaconda.org/conda-forge/pyvista,2024-12-15 21:46:00.136,608872.0,,,,,2.0,858.0,,,,,,,-1.0,,,,,,,,,,,,
100,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-01-16 14:40:01.000000,2025-01-16 14:36:00,4952.0,319.0,617.0,46.0,5464.0,334.0,1134.0,2446.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",193.0,37,True,2025-01-14 21:23:00.000,0.40.0,61.0,pennylane,conda-forge/pennylane,,,,1347.0,1223.0,https://pypi.org/project/pennylane,2025-01-14 21:23:00.000,124.0,56047.0,60922.0,https://anaconda.org/conda-forge/pennylane,2024-07-09 13:59:12.283,185234.0,,,,,1.0,100.0,,,,,,,,,,,,,,,,,,,
101,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2025-01-13 20:42:37.000000,2024-12-15 02:03:25,3921.0,18.0,535.0,145.0,1245.0,146.0,1713.0,2294.0,Rasterio reads and writes geospatial raster datasets.,161.0,37,True,2024-12-02 16:44:51.000,1.4.3,166.0,rasterio,conda-forge/rasterio,,,,16145.0,14609.0,https://pypi.org/project/rasterio,2024-12-02 14:48:24.000,1536.0,1905449.0,1989259.0,https://anaconda.org/conda-forge/rasterio,2024-12-02 18:32:30.402,4022518.0,,,,,2.0,1008.0,,,,,,,,,,,,,,,,,,,
102,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2024-11-28 17:38:39.834000,2024-11-28 08:11:48,1549.0,4.0,298.0,32.0,503.0,99.0,512.0,1538.0,Python library for reading and writing image data.,119.0,37,True,2024-11-28 08:11:59.000,2.36.1,96.0,imageio,conda-forge/imageio,,,,157387.0,154855.0,https://pypi.org/project/imageio,2024-11-28 08:11:55.000,2532.0,23093748.0,23230215.0,https://anaconda.org/conda-forge/imageio,2024-11-28 17:38:39.834,7368182.0,,,,,2.0,1485.0,,,,,,,,,,,,,,,,,,,
103,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-08-21 02:01:07.000000,2024-02-05 13:23:18,2706.0,,9485.0,372.0,3170.0,1846.0,6729.0,30064.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,36,True,2024-01-05 06:25:30.000,3.3.0,53.0,mmdet,,,,['pytorch'],3482.0,3400.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,82.0,164166.0,164166.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
104,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/serve,https://github.com/jina-ai/serve,Apache-2.0,2020-02-13 17:04:44.000,2024-12-20 12:22:55.316112,2024-12-20 12:13:57,8639.0,34.0,2211.0,217.0,4222.0,4.0,1941.0,21250.0,Build multimodal AI applications with cloud-native stack.,178.0,36,True,2024-12-20 12:13:24.000,3.33.0,2490.0,jina,conda-forge/jina-core,jinaai/jina,,,27.0,,https://pypi.org/project/jina,2024-12-20 12:13:24.000,27.0,83927.0,116066.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,84347.0,https://hub.docker.com/r/jinaai/jina,2024-12-20 12:22:55.316112,8.0,1771857.0,2.0,,jina-ai/serve,,,,,,,,,,,,,,,,,,
105,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2025-01-09 20:21:22.000000,2025-01-09 20:21:21,3953.0,85.0,1033.0,138.0,191.0,115.0,1101.0,14644.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",104.0,36,True,2025-01-05 17:06:43.000,16.8.0,249.0,ocrmypdf,conda-forge/ocrmypdf,,,,1164.0,1123.0,https://pypi.org/project/ocrmypdf,2025-01-05 17:06:43.000,41.0,142328.0,144561.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,87809.0,,,,,1.0,6206.0,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,
106,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2024-07-30 01:38:33.000000,2020-06-01 14:58:26,2913.0,,2444.0,229.0,346.0,310.0,225.0,14491.0,Image augmentation for machine learning experiments.,36.0,36,False,2020-02-06 06:18:40.000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,24093.0,23828.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,265.0,448095.0,450976.0,https://anaconda.org/conda-forge/imgaug,2023-06-16 16:15:24.882,193045.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
107,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2024-12-12 14:25:03.000000,2024-08-31 11:55:45,1340.0,,2241.0,334.0,1604.0,408.0,1864.0,14335.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",173.0,36,True,2023-06-12 09:28:02.604,0.28.1,77.0,horovod,,,,,1331.0,1298.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,33.0,87769.0,87769.0,,,,,,,,2.0,,,,,,,,,stable/horovod,,,,,,,,,,,
108,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2025-01-05 14:46:58.000000,2025-01-05 14:46:58,1877.0,29.0,4446.0,545.0,718.0,416.0,1288.0,14145.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",107.0,36,True,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,6075.0,6057.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,18.0,25608.0,25608.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
109,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-01-16 01:53:23.000000,2025-01-16 01:53:23,4414.0,4.0,3018.0,175.0,5059.0,539.0,2359.0,13663.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",295.0,36,True,2024-09-03 04:16:25.000,2.4.0,453.0,dgl,,,,,480.0,332.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,96512.0,96512.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
110,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-12-19 19:56:21.550000,2022-12-08 17:49:19,746.0,,1049.0,134.0,240.0,371.0,274.0,9104.0,Manipulate audio with a simple and easy high level interface.,95.0,36,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,80931.0,79562.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1369.0,6585719.0,6588704.0,https://anaconda.org/conda-forge/pydub,2024-12-19 19:56:21.550,137326.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
111,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-01-13 08:58:34.000000,2024-12-22 09:46:56,1887.0,16.0,1377.0,147.0,258.0,222.0,148.0,8751.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",62.0,36,True,2024-12-22 00:23:34.000,2.0.3,95.0,pyod,conda-forge/pyod,,,,4757.0,4636.0,https://pypi.org/project/pyod,2024-12-22 00:21:49.000,121.0,575414.0,577833.0,https://anaconda.org/conda-forge/pyod,2024-09-06 15:18:34.744,135518.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
112,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-01-14 15:36:49.000000,2025-01-14 15:14:46,726.0,172.0,2410.0,275.0,200.0,322.0,335.0,8537.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",53.0,36,True,2025-01-14 15:36:49.000,3.14.0,63.0,SpeechRecognition,conda-forge/speechrecognition,,,,651.0,21.0,https://pypi.org/project/SpeechRecognition,2025-01-14 15:36:49.000,630.0,1005988.0,1010122.0,https://anaconda.org/conda-forge/speechrecognition,2025-01-14 13:01:12.830,219118.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
113,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-01-16 10:24:19.000000,2025-01-15 16:56:11,1155.0,78.0,785.0,292.0,1535.0,309.0,437.0,8446.0,Open Source AI/ML Platform.,100.0,36,True,2025-01-15 17:54:09.000,2.13.4,168.0,metaflow,conda-forge/metaflow,,,,839.0,790.0,https://pypi.org/project/metaflow,2025-01-15 17:54:09.000,49.0,671921.0,676452.0,https://anaconda.org/conda-forge/metaflow,2025-01-16 04:00:57.205,244694.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
114,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-01-16 09:05:05.000000,2025-01-15 19:25:22,2454.0,117.0,943.0,97.0,2772.0,363.0,1164.0,8274.0,Fast and Accurate ML in 3 Lines of Code.,132.0,36,True,2024-11-27 17:04:12.000,1.2.0,1730.0,autogluon,conda-forge/autogluon,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",969.0,939.0,https://pypi.org/project/autogluon,2025-01-16 09:05:05.000,30.0,299502.0,300803.0,https://anaconda.org/conda-forge/autogluon,2024-12-12 21:03:37.076,26449.0,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,13158.0,1.0,,,,,,,,,,,,,,,,,,,,
115,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2025-01-15 07:08:47.000000,2025-01-15 07:08:47,3186.0,38.0,1111.0,89.0,3545.0,391.0,2795.0,6026.0,AI Toolkit for Healthcare Imaging.,214.0,36,True,2024-10-17 00:54:28.000,1.4.0,103.0,monai,conda-forge/monai,,,['pytorch'],3505.0,3369.0,https://pypi.org/project/monai,2024-12-10 07:27:41.000,136.0,214662.0,215669.0,https://anaconda.org/conda-forge/monai,2024-12-23 06:56:31.847,37275.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
116,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2024-11-16 09:07:24.553000,2024-11-15 00:41:39,1657.0,11.0,874.0,116.0,539.0,149.0,345.0,4941.0,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,111.0,36,True,2024-11-15 00:43:08.000,0.23.3,54.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],17305.0,17117.0,https://pypi.org/project/mlxtend,2024-11-15 00:43:08.000,188.0,603636.0,609892.0,https://anaconda.org/conda-forge/mlxtend,2024-11-16 09:07:24.553,337873.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
117,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2025-01-13 21:51:33.000000,2025-01-13 21:51:33,1210.0,22.0,645.0,124.0,968.0,360.0,1117.0,4522.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",180.0,36,True,2024-11-20 04:56:30.000,8.1,51.0,coremltools,conda-forge/coremltools,,,,4487.0,4400.0,https://pypi.org/project/coremltools,2024-11-20 04:16:26.000,87.0,497530.0,499259.0,https://anaconda.org/conda-forge/coremltools,2024-12-27 14:14:56.044,80759.0,,,,,2.0,12862.0,,,,,,,,,,,,,,,,,,,
118,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2025-01-13 13:56:40.000000,2025-01-12 07:32:38,4215.0,25.0,1107.0,155.0,1757.0,435.0,901.0,3951.0,Fast data visualization and GUI tools for scientific / engineering applications.,296.0,36,True,2024-04-29 02:18:56.000,0.13.7,25.0,pyqtgraph,conda-forge/pyqtgraph,,,,12124.0,11098.0,https://pypi.org/project/pyqtgraph,2024-04-29 02:18:56.000,1026.0,239960.0,251500.0,https://anaconda.org/conda-forge/pyqtgraph,2024-12-11 05:23:38.827,634746.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
119,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2025-01-15 07:52:15.000000,2025-01-14 16:45:47,10899.0,40.0,404.0,58.0,3133.0,1114.0,2248.0,2735.0,"With Holoviews, your data visualizes itself.",146.0,36,True,2025-01-14 14:45:46.544,3.0.4,174.0,holoviews,conda-forge/holoviews,,,['jupyter'],14068.0,13661.0,https://pypi.org/project/holoviews,2024-11-11 07:16:12.000,402.0,338831.0,374179.0,https://anaconda.org/conda-forge/holoviews,2024-12-13 07:23:10.744,1927779.0,,,,,2.0,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2025-01-14 14:45:46.544,5.0,298.0,-1.0,,,,,,,,,,,,
120,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2025-01-16 13:05:11.000000,2025-01-15 14:44:17,1164.0,46.0,476.0,57.0,1368.0,427.0,456.0,2665.0,"Accelerate inference and training of Transformers, Diffusers, TIMM and Sentence Transformers with easy to use hardware..",134.0,36,True,2024-10-29 17:44:37.000,1.23.3,74.0,optimum,conda-forge/optimum,,,,4464.0,4289.0,https://pypi.org/project/optimum,2024-10-29 17:43:29.000,175.0,856067.0,856986.0,https://anaconda.org/conda-forge/optimum,2024-05-29 19:43:21.254,30341.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
121,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2025-01-16 07:34:47.000000,2025-01-15 17:53:12,3691.0,291.0,311.0,70.0,2462.0,73.0,726.0,2406.0,Adaptive Experimentation Platform.,180.0,36,True,2024-09-23 20:22:26.000,0.4.3,43.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],926.0,872.0,https://pypi.org/project/ax-platform,2024-09-23 20:22:26.000,54.0,115152.0,115893.0,https://anaconda.org/conda-forge/ax-platform,2024-12-23 16:47:03.234,31881.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
