,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
94,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2024-04-17 22:50:12.000000,2024-04-09 01:44:27,21074.0,504.0,2074.0,177.0,3261.0,292.0,2064.0,7858.0,End-to-End Speech Processing Toolkit.,420.0,37,True,2024-02-06 03:28:17.000,.202402,52.0,espnet,,,,,313.0,307.0,https://pypi.org/project/espnet,2024-02-06 03:28:41.000,6.0,46553.0,46554.0,,,,,,,,1.0,,79.0,,,,,,,,,,,,,,,,,,
95,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2024-04-01 18:07:01.000000,2024-04-01 11:19:59,863.0,13.0,1268.0,141.0,499.0,39.0,554.0,6687.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,84.0,37,True,2024-03-31 19:38:20.000,0.12.2,36.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],26602.0,26225.0,https://pypi.org/project/imbalanced-learn,2024-03-31 19:27:16.000,377.0,10614079.0,10625965.0,https://anaconda.org/conda-forge/imbalanced-learn,2024-03-31 19:50:51.503,546786.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
96,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2024-04-18 13:52:15.000000,2024-04-14 04:49:25,10453.0,386.0,1610.0,147.0,2279.0,604.0,1232.0,5093.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",239.0,37,True,2024-04-03 16:21:23.000,2.8.0,844.0,deepchem,conda-forge/deepchem,,,['tensorflow'],351.0,338.0,https://pypi.org/project/deepchem,2024-04-14 08:08:48.000,13.0,23119.0,25414.0,https://anaconda.org/conda-forge/deepchem,2024-04-05 16:46:45.105,105602.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
97,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-04-11 21:00:12.000000,2024-04-11 21:00:11,12131.0,81.0,1073.0,163.0,463.0,669.0,746.0,4128.0,Probabilistic reasoning and statistical analysis in TensorFlow.,489.0,37,True,2024-03-12 19:43:46.000,0.24.0,52.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],469.0,,https://pypi.org/project/tensorflow-probability,2024-03-12 19:43:39.000,469.0,3061151.0,3064403.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-01-09 01:12:57.968,123598.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
98,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2024-04-18 13:17:12.000000,2024-04-18 02:55:11,3971.0,89.0,1059.0,151.0,1608.0,388.0,875.0,3663.0,Fast data visualization and GUI tools for scientific / engineering applications.,278.0,37,True,2024-03-07 18:08:05.000,0.13.4,22.0,pyqtgraph,conda-forge/pyqtgraph,,,,10230.0,9227.0,https://pypi.org/project/pyqtgraph,2024-03-07 18:08:05.000,1003.0,226053.0,237363.0,https://anaconda.org/conda-forge/pyqtgraph,2024-04-18 02:25:26.972,520290.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
99,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2024-04-18 12:17:06.000000,2024-04-18 12:02:57,10738.0,48.0,391.0,59.0,2962.0,1095.0,2161.0,2614.0,"With Holoviews, your data visualizes itself.",140.0,37,True,2024-03-22 00:10:16.630,3.0.2,159.0,holoviews,conda-forge/holoviews,,,['jupyter'],10348.0,10054.0,https://pypi.org/project/holoviews,2024-03-19 19:27:33.000,291.0,395222.0,429140.0,https://anaconda.org/conda-forge/holoviews,2024-02-12 17:18:29.765,1544477.0,,,,,2.0,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2024-03-22 00:10:16.630,3.0,343.0,,,,,,,,,,,
100,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2024-04-18 14:49:05.000000,2024-04-18 14:49:02,3846.0,24.0,521.0,147.0,1153.0,142.0,1636.0,2137.0,Rasterio reads and writes geospatial raster datasets.,156.0,37,True,2024-04-12 18:29:54.000,1.3.10,157.0,rasterio,conda-forge/rasterio,,,,12214.0,11082.0,https://pypi.org/project/rasterio,2024-04-16 21:46:35.000,1132.0,2722046.0,2796131.0,https://anaconda.org/conda-forge/rasterio,2024-04-13 12:29:45.854,2889010.0,,,,,2.0,1.0,856.0,,,,,,,,,,,,,,,,,,
101,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2024-04-18 15:40:54.000000,2024-04-18 09:32:21,1372.0,107.0,420.0,58.0,1330.0,159.0,657.0,1654.0,The official Python client for the Huggingface Hub.,157.0,37,True,2024-03-29 12:06:45.000,0.22.2,106.0,huggingface_hub,conda-forge/huggingface_hub,,,,783.0,,https://pypi.org/project/huggingface_hub,2024-03-29 11:58:22.000,783.0,32748523.0,32792334.0,https://anaconda.org/conda-forge/huggingface_hub,2024-04-01 15:52:56.313,1664852.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
102,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2024-04-08 21:04:04.101000,2024-03-21 08:08:33,1233.0,22.0,208.0,32.0,47.0,12.0,163.0,1563.0,Simple Python interface for Graphviz.,23.0,37,True,2024-03-21 07:50:43.000,0.20.3,58.0,graphviz,anaconda/python-graphviz,,,,67521.0,63936.0,https://pypi.org/project/graphviz,2024-03-21 07:50:43.000,3585.0,10261904.0,10262430.0,https://anaconda.org/anaconda/python-graphviz,2024-04-08 21:04:04.101,44254.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
103,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2024-04-15 18:56:40.000000,2024-04-15 18:56:40,1525.0,6.0,279.0,31.0,482.0,95.0,493.0,1406.0,Python library for reading and writing image data.,111.0,37,True,2024-02-12 02:14:34.000,2.34.0,90.0,imageio,conda-forge/imageio,,,,126051.0,122838.0,https://pypi.org/project/imageio,2024-02-12 02:14:29.000,3213.0,21851701.0,21989890.0,https://anaconda.org/conda-forge/imageio,2024-02-12 09:34:41.924,6217874.0,,,,,2.0,,1035.0,,,,,,,,,,,,,,,,,,
104,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2024-04-17 14:57:40.000000,2024-04-17 14:57:37,1511.0,31.0,199.0,47.0,552.0,32.0,755.0,1124.0,Fiona reads and writes geographic data files.,72.0,37,True,2024-03-08 16:14:09.000,1.9.6,112.0,fiona,conda-forge/fiona,,,,19357.0,19248.0,https://pypi.org/project/fiona,2024-04-16 20:38:29.000,109.0,6562252.0,6681973.0,https://anaconda.org/conda-forge/fiona,2024-03-08 21:09:14.732,5387468.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
105,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2024-04-18 14:59:09.000000,2024-04-17 06:50:41,10270.0,74.0,545.0,69.0,2385.0,296.0,1751.0,1106.0,Machine learning for NeuroImaging in Python.,235.0,37,True,2024-04-09 09:15:50.000,0.10.4,47.0,nilearn,conda-forge/nilearn,,,['sklearn'],3364.0,3061.0,https://pypi.org/project/nilearn,2024-04-09 09:09:58.000,303.0,65042.0,71492.0,https://anaconda.org/conda-forge/nilearn,2024-04-09 13:18:52.622,264319.0,,,,,1.0,,159.0,,,,,,,,,,,,,,,,,,
106,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2024-04-09 21:25:40.000000,2024-03-13 13:24:17,2322.0,3.0,6232.0,420.0,1333.0,1230.0,3041.0,29193.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,425.0,36,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],3070.0,2993.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,77.0,292032.0,293425.0,https://anaconda.org/conda-forge/fairseq,2023-12-03 20:00:06.516,62522.0,,,,,2.0,,330.0,,,,,,,,,,,,,,,,,,
107,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2024-03-27 09:20:02.000000,2024-03-03 06:50:21,1649.0,2.0,2825.0,379.0,458.0,11.0,1841.0,14420.0,Python Echarts Plotting Library.,42.0,36,True,2024-03-03 07:03:55.000,2.0.5,73.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],4274.0,4022.0,https://pypi.org/project/pyecharts,2024-03-03 07:02:08.000,252.0,154743.0,154745.0,,,,,,,,2.0,-1.0,30.0,,,,,,,,,,,,,,,,,,
108,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2024-04-06 08:14:32.000000,2020-06-01 14:58:26,2913.0,,2425.0,233.0,338.0,295.0,224.0,14133.0,Image augmentation for machine learning experiments.,36.0,36,False,2020-02-06 06:18:40.000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,19738.0,19298.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,440.0,396746.0,399390.0,https://anaconda.org/conda-forge/imgaug,2023-06-16 16:15:24.882,153382.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
109,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2024-04-18 15:10:28.000000,2024-04-18 12:49:42,28520.0,2244.0,1974.0,199.0,5247.0,23.0,3377.0,9241.0,Perform data science on data that remains in someone elses server.,509.0,36,True,2024-04-03 12:17:16.000,0.8.6,274.0,syft,,,,['pytorch'],6.0,1.0,https://pypi.org/project/syft,2024-04-07 12:41:47.000,5.0,6589.0,6755.0,,,,,,,,1.0,,2499.0,,,,,,,,,,,,,,,,,,
110,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2024-04-18 14:27:08.000000,2024-04-16 13:07:23,539.0,52.0,2344.0,283.0,150.0,314.0,316.0,8020.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",50.0,36,True,2024-03-30 15:23:07.000,3.10.3,58.0,SpeechRecognition,conda-forge/speechrecognition,,,,888.0,21.0,https://pypi.org/project/SpeechRecognition,2024-03-30 15:23:07.000,867.0,755657.0,759722.0,https://anaconda.org/conda-forge/speechrecognition,2024-03-30 17:20:06.402,178897.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
111,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2024-04-18 10:38:58.000000,2024-04-18 10:38:58,3049.0,332.0,734.0,72.0,3411.0,226.0,808.0,6521.0,"The most flexible way to serve AI/ML models in production - Build Model Inference Service, LLM APIs, Inference..",197.0,36,True,2024-04-12 02:23:35.000,1.2.11,142.0,bentoml,,,,,1743.0,1729.0,https://pypi.org/project/bentoml,2024-04-12 02:23:35.000,14.0,65528.0,65559.0,,,,,,,,2.0,,1722.0,,,,,,,,,,,,,,,,,,
112,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2024-03-26 12:38:19.000000,2023-12-31 11:04:55,953.0,,826.0,87.0,203.0,98.0,657.0,4160.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",48.0,36,True,2023-12-31 11:17:16.000,80,72.0,opencv-python,,,,,391292.0,379008.0,https://pypi.org/project/opencv-python,2023-12-31 13:34:00.000,12284.0,13487625.0,13487625.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
113,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2024-04-12 10:36:40.559000,2024-04-11 12:10:26,2322.0,156.0,206.0,64.0,132.0,72.0,549.0,3812.0,A Grammar of Graphics for Python.,106.0,36,True,2024-04-03 14:18:06.000,0.13.4,25.0,plotnine,conda-forge/plotnine,,,,7604.0,7326.0,https://pypi.org/project/plotnine,2024-04-03 12:30:00.000,278.0,2989008.0,2996607.0,https://anaconda.org/conda-forge/plotnine,2024-04-12 10:36:40.559,349564.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
114,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2024-04-18 12:40:38.000000,2024-04-05 17:23:34,8511.0,73.0,698.0,100.0,13176.0,52.0,827.0,3669.0,State of the Art Natural Language Processing.,112.0,36,True,2024-04-05 17:44:10.000,5.3.3,141.0,spark-nlp,,,,['spark'],445.0,412.0,https://pypi.org/project/spark-nlp,2024-04-05 16:57:09.000,33.0,4026993.0,4026993.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
115,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2024-04-18 03:32:41.000000,2024-04-18 03:32:41,4297.0,251.0,424.0,35.0,3145.0,520.0,1059.0,2343.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,158.0,36,True,2024-04-03 22:09:29.000,0.43.5,91.0,pyvista,conda-forge/pyvista,,,['jupyter'],3124.0,2840.0,https://pypi.org/project/pyvista,2024-04-03 22:09:29.000,284.0,208814.0,218780.0,https://anaconda.org/conda-forge/pyvista,2024-04-07 22:33:34.572,457978.0,,,,,2.0,,795.0,,,,,,,,,,,,,,,,,,
116,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-04-18 15:25:34.000000,2024-04-18 10:48:25,4082.0,221.0,534.0,45.0,4362.0,293.0,939.0,2107.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,166.0,36,True,2024-03-11 22:26:17.000,0.35.1,56.0,pennylane,conda-forge/pennylane,,,,912.0,840.0,https://pypi.org/project/pennylane,2024-03-11 22:26:17.000,72.0,60261.0,61609.0,https://anaconda.org/conda-forge/pennylane,2024-03-19 12:55:56.428,39070.0,,,,,1.0,1.0,77.0,,,,,,,,,,,,,,,,,,
117,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2024-04-18 14:06:08.000000,2024-04-17 09:28:55,1754.0,126.0,371.0,26.0,1478.0,71.0,741.0,1911.0,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",235.0,36,True,2024-03-18 12:39:22.000,1.3.2,44.0,metrics,conda-forge/torchmetrics,,,['pytorch'],23358.0,23345.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,13.0,4114.0,39160.0,https://anaconda.org/conda-forge/torchmetrics,2024-03-18 14:59:09.500,1291694.0,,,,,2.0,,5042.0,,Lightning-AI/torchmetrics,,,,,,,,,,,,,,,,
118,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2024-04-08 15:25:03.090000,2024-04-08 14:41:27,1540.0,18.0,371.0,47.0,1489.0,173.0,678.0,1525.0,Exploratory analysis of Bayesian models with Python.,156.0,36,True,2024-04-05 08:50:12.000,0.18.0,37.0,arviz,conda-forge/arviz,,,,6425.0,6243.0,https://pypi.org/project/arviz,2024-04-05 08:50:12.000,182.0,2097586.0,2142237.0,https://anaconda.org/conda-forge/arviz,2024-04-08 15:25:03.090,2098528.0,,,,,1.0,,134.0,,,,,,,,,,,,,,,,,,
119,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2024-04-14 16:42:00.000000,2024-04-14 16:42:00,5851.0,85.0,257.0,37.0,803.0,128.0,402.0,622.0,Python package to access a cacophony of neuro-imaging file formats.,104.0,36,True,2024-02-27 04:17:30.000,5.2.1,42.0,nibabel,conda-forge/nibabel,,,,19496.0,18263.0,https://pypi.org/project/nibabel,2024-02-27 04:13:17.000,1233.0,487141.0,502210.0,https://anaconda.org/conda-forge/nibabel,2024-02-27 14:41:50.570,693207.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
120,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-04-17 14:11:28.000000,2024-02-10 14:20:58,4668.0,1.0,3312.0,256.0,725.0,68.0,951.0,28981.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",164.0,35,True,2023-12-12 15:27:06.000,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",1133.0,1107.0,https://pypi.org/project/tts,2023-12-12 15:27:06.000,26.0,110752.0,168014.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,10763.0,,,,,2.0,,2105484.0,,,,,,,,,,,,,,,,,,
121,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2024-03-27 11:25:38.000000,2023-09-04 11:42:16,615.0,,2931.0,302.0,246.0,377.0,588.0,21853.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",128.0,35,True,2023-09-04 11:55:27.000,1.7.1,32.0,easyocr,,,,,6046.0,5927.0,https://pypi.org/project/easyocr,2023-09-04 11:55:27.000,119.0,241758.0,466118.0,,,,,,,,1.0,,10320560.0,,,,,,,,,,,,,,,,,,
122,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2024-04-16 17:01:38.000000,2024-04-16 17:01:38,2284.0,1.0,5072.0,500.0,154.0,1044.0,1355.0,21196.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,35,True,2023-04-02 08:03:01.222,0.7.3,28.0,insightface,,,,['mxnet'],1997.0,1986.0,https://pypi.org/project/insightface,2022-12-17 02:14:00.699,11.0,421004.0,654768.0,,,,,,,,2.0,-1.0,2805172.0,,,,,,,,,,,,,,,,,,
123,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2024-04-17 04:58:18.000000,2021-06-01 10:43:00,1848.0,,4403.0,547.0,715.0,402.0,1270.0,13888.0,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,35,False,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,6033.0,5680.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,353.0,30865.0,30865.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
124,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-02-06 22:23:52.000000,2023-08-20 17:38:53,890.0,,1123.0,319.0,267.0,54.0,343.0,12665.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,4055.0,3765.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,290.0,1166216.0,1175399.0,https://anaconda.org/conda-forge/python-annoy,2023-09-25 04:57:08.085,394891.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
125,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2023-06-16 16:12:37.768000,2022-11-22 00:42:46,2719.0,,2243.0,279.0,3096.0,91.0,2477.0,11689.0,"An open-source NLP research library, built on PyTorch.",266.0,35,False,2022-10-18 23:54:05.191,2.10.1,265.0,allennlp,conda-forge/allennlp,,,['pytorch'],4213.0,4023.0,https://pypi.org/project/allennlp,2022-10-18 23:54:05.191,190.0,49130.0,51033.0,https://anaconda.org/conda-forge/allennlp,2023-06-16 16:12:37.768,121795.0,,,,,2.0,,62.0,,,,,,,,,,,,,,,,,,
126,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2024-03-19 22:44:23.623000,2023-12-09 05:39:53,576.0,,2300.0,220.0,245.0,119.0,416.0,9939.0,A little word cloud generator in Python.,72.0,35,True,2023-12-09 14:04:35.000,1.9.3,20.0,wordcloud,conda-forge/wordcloud,,,,877.0,21.0,https://pypi.org/project/wordcloud,2023-12-09 14:04:35.000,856.0,1658935.0,1669296.0,https://anaconda.org/conda-forge/wordcloud,2024-03-19 22:44:23.623,466245.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
127,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2024-04-18 13:36:17.000000,2024-04-12 01:53:07,2590.0,106.0,616.0,101.0,463.0,555.0,1226.0,8880.0,An open source multi-tool for exploring and publishing data.,78.0,35,True,2023-12-22 23:22:42.000,0.64.6,147.0,datasette,conda-forge/datasette,,,,1464.0,1231.0,https://pypi.org/project/datasette,2024-03-13 02:20:24.000,233.0,46383.0,47268.0,https://anaconda.org/conda-forge/datasette,2024-01-03 22:47:34.900,31837.0,,,,,2.0,,64.0,,,,,,,,datasette,,,,,,,,,,
128,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-04-11 19:57:42.000000,2024-04-11 15:43:27,10412.0,13.0,1965.0,349.0,3423.0,143.0,1134.0,8399.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,336.0,35,True,2023-07-19 17:15:55.000,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,35.0,,https://pypi.org/project/vowpalwabbit,2023-07-19 17:15:55.000,35.0,107681.0,111117.0,https://anaconda.org/conda-forge/vowpalwabbit,2024-03-26 18:31:32.556,144328.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
129,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-04-05 17:29:20.000000,2022-12-08 17:49:19,746.0,,987.0,136.0,228.0,342.0,271.0,8321.0,Manipulate audio with a simple and easy high level interface.,95.0,35,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,56084.0,54697.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1387.0,4505332.0,4506708.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,88122.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
130,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-04-18 07:44:20.000000,2024-04-18 05:00:39,32420.0,100.0,1980.0,385.0,6799.0,2734.0,6586.0,6721.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",263.0,35,True,,,151.0,h2o,,,,,106.0,21.0,https://pypi.org/project/h2o,2024-03-14 11:02:05.000,85.0,364443.0,364443.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
131,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2024-04-18 14:57:50.000000,2024-04-18 14:44:51,19976.0,819.0,487.0,51.0,2853.0,494.0,998.0,6644.0,"Visualize, create, and debug image and video datasets and model predictions.",119.0,35,True,2024-04-15 21:52:17.000,0.23.8,142.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",552.0,540.0,https://pypi.org/project/fiftyone,2024-04-15 21:52:17.000,12.0,69139.0,69139.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
132,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2024-04-08 14:17:56.000000,2024-03-18 16:03:25,2890.0,18.0,2225.0,175.0,1145.0,28.0,1418.0,6556.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,35,True,2024-03-18 14:02:12.000,3.5.1,50.0,OpenNMT-py,,,,['pytorch'],281.0,263.0,https://pypi.org/project/OpenNMT-py,2024-03-18 14:02:12.000,18.0,12236.0,12236.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
