,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
81,Great Expectations,great-expectations/great_expectations,data-pipelines,,https://github.com/great-expectations/great_expectations,https://github.com/great-expectations/great_expectations,Apache-2.0,2017-09-11 00:18:46.000,2022-03-10 14:47:33.000000,2022-03-10 14:40:16,8327.0,302.0,863,66.0,3167.0,177.0,1057.0,6246,Always know what to expect from your data.,268.0,36,True,2022-03-04 02:08:06.000,0.14.9,149.0,great_expectations,conda-forge/great-expectations,,,,28.0,,https://pypi.org/project/great_expectations,2022-03-04 01:48:55.000,28.0,3925639.0,3933128.0,https://anaconda.org/conda-forge/great-expectations,2022-03-04 09:34:14.876,359518.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
82,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-03-08 01:34:55.000000,2022-01-05 04:28:43,30604.0,9.0,1378,291.0,6582.0,9.0,2029.0,5675,A flexible framework of neural networks for deep learning.,320.0,36,True,2022-01-05 05:33:36.000,7.8.1,111.0,chainer,conda-forge/chainer,,,,2923.0,2522.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,401.0,19798.0,20075.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,6939.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
83,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-02-27 09:07:11.000000,2022-01-08 17:19:52,1517.0,26.0,2035,172.0,668.0,204.0,714.0,5646,Python Data. Leaflet.js Maps.,126.0,36,True,2021-11-19 21:01:43.000,0.12.1.post1,26.0,folium,conda-forge/folium,,,,15292.0,14661.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,631.0,758834.0,767303.0,https://anaconda.org/conda-forge/folium,2021-12-03 19:47:05.533,609786.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
84,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2022-02-10 14:14:36.000000,2022-02-10 14:14:32,1572.0,63.0,611,121.0,205.0,316.0,288.0,5447,Uniform Manifold Approximation and Projection.,98.0,36,True,2021-10-29 16:33:56.000,0.5.2,36.0,umap-learn,conda-forge/umap-learn,,,,5045.0,4752.0,https://pypi.org/project/umap-learn,2021-10-29 16:33:56.000,293.0,955519.0,975018.0,https://anaconda.org/conda-forge/umap-learn,2022-01-15 02:36:15.851,916489.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
85,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2022-03-10 13:18:02.000000,2022-03-02 14:02:23,2186.0,171.0,1180,111.0,607.0,219.0,1148.0,5261,"An open-source, low-code machine learning library in Python.",74.0,36,True,2022-01-12 14:42:28.000,2.3.6,75.0,pycaret,conda-forge/pycaret,,,,1893.0,1881.0,https://pypi.org/project/pycaret,2022-01-12 14:42:28.000,12.0,333079.0,333502.0,https://anaconda.org/conda-forge/pycaret,2022-01-12 19:29:46.287,7557.0,,,,,1.0,532.0,,,,,,,,,,,,,,,,,,,
86,dbt,dbt-labs/dbt-core,data-pipelines,,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000,2022-03-10 12:00:29.000000,2022-03-10 02:31:15,5363.0,77.0,793,100.0,2135.0,319.0,2282.0,4352,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,202.0,36,True,2022-02-21 19:59:19.000,1.0.3,173.0,dbt,conda-forge/dbt,,,,367.0,338.0,https://pypi.org/project/dbt,2021-12-06 20:32:12.000,29.0,785730.0,788749.0,https://anaconda.org/conda-forge/dbt,2021-12-09 22:07:39.668,193024.0,,,,,2.0,201.0,,,,,,,,,,dbt,,,,,,,,,
87,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2022-03-09 21:05:05.000000,2022-03-09 21:04:21,4691.0,232.0,1203,102.0,2883.0,525.0,611.0,3182,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",243.0,36,True,2022-01-31 15:45:29.000,4.5.2,26.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],151.0,,https://pypi.org/project/tensorflow-datasets,2022-01-31 15:42:28.000,151.0,1281439.0,1281765.0,https://anaconda.org/conda-forge/tensorflow-datasets,2021-08-17 15:33:14.368,3260.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
88,Shapely,shapely/shapely,geospatial-data,,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000,2022-03-05 09:45:24.000000,2022-02-24 20:19:03,1996.0,20.0,446,90.0,488.0,151.0,698.0,2688,Manipulation and analysis of geometric objects.,131.0,36,True,2022-02-18 00:12:06.000,1.8.1.post1,107.0,shapely,conda-forge/shapely,,,,30732.0,27039.0,https://pypi.org/project/shapely,2022-02-18 00:23:44.000,3693.0,8785312.0,8828178.0,https://anaconda.org/conda-forge/shapely,2022-01-19 02:15:44.771,3300663.0,,,,,1.0,7.0,,,,,,,,,,,,,,,,,,,
89,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2022-03-10 11:01:06.000000,2022-03-10 10:49:27,14374.0,1090.0,534,88.0,6447.0,89.0,591.0,2653,State of the Art Natural Language Processing.,114.0,36,True,2022-02-08 18:05:14.000,3.4.1,101.0,spark-nlp,,,,['spark'],10.0,,https://pypi.org/project/spark-nlp,2022-03-09 15:28:36.000,10.0,3603282.0,3603282.0,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,
90,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2022-03-10 11:37:52.000000,2022-03-07 18:39:35,5036.0,33.0,227,82.0,491.0,20.0,99.0,2471,"A refreshing functional take on deep learning, compatible with your favorite libraries.",47.0,36,True,2021-11-05 12:27:02.000,8.0.13,200.0,thinc,conda-forge/thinc,,,,20133.0,19521.0,https://pypi.org/project/thinc,2021-12-17 10:16:52.000,612.0,4159690.0,4189653.0,https://anaconda.org/conda-forge/thinc,2021-12-08 16:36:35.030,1827777.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
91,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-03-09 02:27:20.000000,2022-03-07 08:12:29,3483.0,29.0,460,156.0,892.0,165.0,1363.0,1689,Rasterio reads and writes geospatial raster datasets.,120.0,36,True,2021-10-21 15:00:11.000,1.3a2,134.0,rasterio,conda-forge/rasterio,,,,5217.0,4480.0,https://pypi.org/project/rasterio,2022-02-04 21:57:43.000,737.0,809318.0,829079.0,https://anaconda.org/conda-forge/rasterio,2022-01-04 20:48:48.980,1422161.0,,,,,1.0,749.0,,,,,,,,,,,,,,,,,,,
92,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-03-10 09:24:17.000000,2022-03-10 09:24:16,1445.0,26.0,499,56.0,1784.0,218.0,707.0,1460,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,187.0,36,True,2022-02-15 18:08:05.000,0.16.1,30.0,tensorflow-addons,,,,['tensorflow'],5770.0,5613.0,https://pypi.org/project/tensorflow-addons,2022-02-15 18:36:55.000,157.0,2124320.0,2124320.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
93,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-03-10 09:35:19.000000,2022-03-09 21:41:07,1344.0,36.0,203,30.0,335.0,69.0,360.0,998,Python library for reading and writing image data.,87.0,36,True,2022-02-28 02:36:11.000,2.16.1,50.0,imageio,conda-forge/imageio,,,,59810.0,57227.0,https://pypi.org/project/imageio,2022-02-28 02:36:06.000,2583.0,14495067.0,14536661.0,https://anaconda.org/conda-forge/imageio,2022-02-28 08:28:47.181,2578641.0,,,,,1.0,167.0,,,,,,,,,,,,,,,,,,,
94,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2021-07-25 14:17:48.000000,2020-02-15 08:33:35,523.0,,6437,1293.0,162.0,630.0,209.0,28027,Chinese Words Segmentation Utilities.,48.0,35,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,14133.0,12626.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1507.0,454649.0,456366.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,101342.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
95,PyTorch Geometric,pyg-team/pytorch_geometric,graph,,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000,2022-03-10 12:39:57.000000,2022-03-10 12:39:54,5383.0,173.0,2462,246.0,686.0,936.0,1530.0,13992,Graph Neural Network Library for PyTorch.,249.0,35,True,2021-12-22 06:52:13.000,2.0.3,32.0,torch-geometric,conda-forge/pytorch_geometric,,,['pytorch'],36.0,,https://pypi.org/project/torch-geometric,2021-12-22 06:52:13.000,36.0,53526.0,53811.0,https://anaconda.org/conda-forge/pytorch_geometric,2022-01-19 15:40:54.095,5705.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
96,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-03-06 15:15:25.000000,2021-06-01 10:43:00,1848.0,,3910,552.0,694.0,300.0,1249.0,12056,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,35,True,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,4563.0,4213.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,350.0,32519.0,32519.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
97,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2022-02-18 08:47:37.000000,2021-11-16 06:25:52,1522.0,,2590,380.0,435.0,31.0,1516.0,12052,Python Echarts Plotting Library.,30.0,35,True,2021-11-16 06:27:35.000,1.9.1,67.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],2298.0,2087.0,https://pypi.org/project/pyecharts,2021-11-16 06:27:35.000,211.0,50277.0,50277.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
98,DVC,iterative/dvc,ml-experiments,,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000,2022-03-10 12:55:44.000000,2022-03-10 09:11:42,7328.0,182.0,905,130.0,3710.0,611.0,2949.0,9395,Data Version Control | Git for Data & Models | ML Experiments Management.,261.0,35,True,2022-02-21 02:27:25.000,2.9.5,346.0,dvc,conda-forge/dvc,,,,47.0,,https://pypi.org/project/dvc,2022-02-21 02:27:25.000,47.0,358472.0,393092.0,https://anaconda.org/conda-forge/dvc,2022-03-08 12:52:10.706,997917.0,,,,,2.0,65285.0,,,,,,,,,,dvc,dvc,dvc,,,,,,,
99,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-03-10 09:39:32.000000,2022-03-10 09:39:32,2169.0,135.0,2050,173.0,2457.0,318.0,1118.0,9086,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",193.0,35,True,2022-03-08 07:51:11.000,0.8.0post1,438.0,dgl,,,,,40.0,,https://pypi.org/project/dgl,2021-05-27 13:25:52.000,40.0,68466.0,68466.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
100,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2022-03-05 08:31:40.000000,2022-03-04 12:37:38,4424.0,59.0,3230,375.0,540.0,467.0,1080.0,8746,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",178.0,35,False,2022-02-27 13:17:00.000,2.5.1,43.0,glfw,conda-forge/glfw,,,,146.0,1.0,https://pypi.org/project/glfw,2022-02-27 13:17:00.000,145.0,79817.0,112693.0,https://anaconda.org/conda-forge/glfw,2021-12-10 00:25:15.337,46143.0,,,,,2.0,2656882.0,,,,,,,,,,,,,,,,,,,
101,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2022-03-09 15:21:48.000000,2022-03-09 15:21:47,4078.0,86.0,1731,292.0,3054.0,92.0,1174.0,8671,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,175.0,35,True,2021-10-12 21:51:23.000,1.5.1,21.0,parlai,,,,['pytorch'],64.0,61.0,https://pypi.org/project/parlai,2021-10-12 21:51:23.000,3.0,3277.0,3277.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
102,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-03-07 21:11:39.000000,2022-03-02 13:18:26,1063.0,45.0,1410,107.0,136.0,667.0,654.0,7211,Multilingual Sentence & Image Embeddings with BERT.,74.0,35,True,2022-02-10 13:12:24.000,2.2.0,40.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],2698.0,2603.0,https://pypi.org/project/sentence-transformers,2021-10-01 08:44:06.000,95.0,799129.0,799960.0,https://anaconda.org/conda-forge/sentence-transformers,2022-02-20 20:12:27.598,14962.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
103,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2022-02-19 10:01:10.000000,2022-01-30 12:13:53,397.0,20.0,1493,195.0,218.0,415.0,333.0,6770,Download market data from Yahoo! Finances API.,53.0,35,True,2022-01-30 12:14:45.000,0.1.70,35.0,yfinance,ranaroussi/yfinance,,,,10122.0,10003.0,https://pypi.org/project/yfinance,2022-01-30 12:14:45.000,119.0,294662.0,298793.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,33053.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
104,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2022-03-10 10:12:26.000000,2022-03-10 06:58:47,1977.0,54.0,590,110.0,1013.0,138.0,407.0,6018,Open Source Differentiable Computer Vision Library.,154.0,35,True,2022-01-31 15:10:06.000,0.6.3,27.0,kornia,conda-forge/kornia,,,['pytorch'],1085.0,1041.0,https://pypi.org/project/kornia,2022-01-31 15:10:06.000,44.0,284359.0,284902.0,https://anaconda.org/conda-forge/kornia,2022-02-01 17:05:33.482,11872.0,,,,,2.0,201.0,,,,,,,,,,,,,,,,,,,
105,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-03-10 14:08:30.000000,2022-03-09 23:03:21,946.0,76.0,786,156.0,1196.0,166.0,581.0,6008,An open source python library for automated feature engineering.,63.0,35,True,2022-02-17 22:27:02.000,1.6.0,100.0,featuretools,conda-forge/featuretools,,,,1007.0,945.0,https://pypi.org/project/featuretools,2022-02-17 22:27:02.000,62.0,466311.0,468346.0,https://anaconda.org/conda-forge/featuretools,2022-02-18 01:12:35.485,79403.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
106,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2022-03-03 18:19:12.000000,2022-01-25 09:34:29,765.0,8.0,1161,150.0,407.0,62.0,451.0,5750,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,62.0,35,True,2022-01-16 15:04:04.000,0.9.0,29.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],9877.0,9634.0,https://pypi.org/project/imbalanced-learn,2022-01-11 18:09:58.000,243.0,2658804.0,2662337.0,https://anaconda.org/conda-forge/imbalanced-learn,2022-01-11 19:44:20.853,187252.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
107,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2022-03-10 11:14:08.000000,2022-03-08 20:58:27,14254.0,845.0,1459,177.0,2410.0,313.0,1400.0,4770,End-to-End Speech Processing Toolkit.,244.0,35,True,2022-02-08 12:39:53.000,0.10.6,42.0,espnet,,,,,39.0,38.0,https://pypi.org/project/espnet,2022-02-08 12:39:53.000,1.0,4524.0,4525.0,,,,,,,,1.0,74.0,,,,,,,,,,,,,,,,,,,
108,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/client,https://github.com/wandb/client,MIT,2017-03-24 05:46:23.000,2022-03-10 14:55:54.000000,2022-03-09 20:34:41,4457.0,128.0,300,35.0,1779.0,369.0,1330.0,3746,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,104.0,35,True,2022-03-01 16:54:44.000,0.12.11,218.0,wandb,conda-forge/wandb,,,,214.0,,https://pypi.org/project/wandb,2022-03-01 16:49:13.000,214.0,1180320.0,1182566.0,https://anaconda.org/conda-forge/wandb,2022-03-03 01:34:53.193,44920.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
109,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2022-03-03 16:08:24.000000,2022-03-03 16:08:20,1039.0,22.0,1629,136.0,201.0,14.0,626.0,3059,A library for transfer learning by reusing parts of TensorFlow models.,86.0,35,True,2021-04-14 13:17:26.000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],10937.0,10653.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000,284.0,3614058.0,3615399.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779,60386.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
110,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2022-03-08 17:15:46.000000,2022-03-08 17:15:45,1173.0,11.0,2011,2077.0,457.0,220.0,1026.0,2895,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,59.0,35,True,2022-02-28 16:35:33.000,1.39.0,86.0,azureml-sdk,,,,,45.0,,https://pypi.org/project/azureml-sdk,2022-02-28 16:35:33.000,45.0,1703300.0,1703310.0,,,,,,,,2.0,427.0,,,,,,,,,,,,,,,,,,,
111,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-01-29 02:59:16.000000,2022-01-20 10:23:04,1132.0,16.0,174,30.0,33.0,7.0,122.0,1147,Simple Python interface for Graphviz.,18.0,35,True,2021-12-12 11:06:31.000,0.19.1,53.0,graphviz,anaconda/python-graphviz,,,,31713.0,28811.0,https://pypi.org/project/graphviz,2021-12-12 11:06:31.000,2902.0,9844159.0,9844463.0,https://anaconda.org/anaconda/python-graphviz,2021-02-04 16:09:32.067,17937.0,,,,,2.0,,,,,,,,,-2.0,,,,,,,,,,,
112,PyTables,PyTables/PyTables,data-containers,,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000,2022-03-10 10:27:38.000000,2022-03-05 08:42:39,4071.0,101.0,218,59.0,309.0,178.0,497.0,1105,A Python package to manage extremely large amounts of data.,106.0,35,True,2021-12-28 21:59:09.000,3.7.0,35.0,tables,conda-forge/pytables,,,,2324.0,,https://pypi.org/project/tables,2021-12-28 21:42:08.000,2324.0,901570.0,959260.0,https://anaconda.org/conda-forge/pytables,2022-01-25 19:32:03.999,3865117.0,,,,,2.0,166.0,,,,,,,,,,,,,,,,,,,
113,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2022-03-10 10:45:03.000000,2022-02-17 21:25:36,9566.0,47.0,438,76.0,1635.0,270.0,1297.0,816,Machine learning for NeuroImaging in Python.,180.0,35,True,2022-01-28 17:36:00.000,0.9.0,39.0,nilearn,conda-forge/nilearn,,,['sklearn'],1661.0,1428.0,https://pypi.org/project/nilearn,2022-01-28 17:34:00.000,233.0,40876.0,42880.0,https://anaconda.org/conda-forge/nilearn,2022-01-31 17:25:07.206,140140.0,,,,,1.0,25.0,,,,,,,,,,,,,,,,,,,
114,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2022-03-09 08:23:46.247000,2022-03-06 04:51:11,1293.0,13.0,171,29.0,507.0,13.0,458.0,725,Python interface to PROJ (cartographic projections and coordinate transformations library).,46.0,35,True,2021-11-18 01:52:35.000,3.3.0,44.0,pyproj,conda-forge/pyproj,,,,14881.0,13256.0,https://pypi.org/project/pyproj,2021-11-18 01:52:35.000,1625.0,4232883.0,4273442.0,https://anaconda.org/conda-forge/pyproj,2022-03-09 08:23:46.247,3041975.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
115,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-03-09 11:50:46.000000,2022-03-02 23:40:53,1339.0,24.0,5449,345.0,444.0,154.0,2721.0,20128,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",202.0,34,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],518.0,515.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,3.0,1.0,1879.0,https://anaconda.org/conda-forge/detectron2,2022-02-28 09:08:57.924,41328.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
116,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2022-03-09 13:18:48.000000,2021-11-17 17:52:52,3466.0,,3312,654.0,1657.0,119.0,1947.0,19173,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",162.0,34,True,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],716.0,681.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,35.0,25073.0,44304.0,https://anaconda.org/conda-forge/deepspeech,2021-07-29 19:26:04.079,360.0,,,,,1.0,805827.0,,,,,,,,,,,,,,,,,,,
117,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2022-03-10 06:42:32.000000,2022-03-09 18:23:48,599.0,16.0,2503,443.0,466.0,189.0,1547.0,16397,A library for efficient similarity search and clustering of dense vectors.,93.0,34,True,2022-02-23 08:41:19.000,2.0.1,60.0,pymilvus,conda-forge/faiss,,,,596.0,581.0,https://pypi.org/project/pymilvus,2022-02-23 08:41:19.000,15.0,34189.0,45507.0,https://anaconda.org/conda-forge/faiss,2022-02-09 02:10:28.516,249002.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
118,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2022-03-02 09:22:29.000000,2022-03-02 09:22:29,490.0,13.0,1856,273.0,157.0,120.0,441.0,13971,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",95.0,34,True,2021-09-11 09:38:37.000,1.4.1,25.0,easyocr,,,,,957.0,936.0,https://pypi.org/project/easyocr,2021-09-11 09:38:37.000,21.0,121353.0,180781.0,,,,,,,,1.0,1247996.0,,,,,,,,,,,,,,,,,,,
119,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2021-12-31 00:20:29.231000,2020-06-01 14:58:26,2913.0,,2203,227.0,327.0,263.0,220.0,12339,Image augmentation for machine learning experiments.,36.0,34,False,2020-02-06 06:18:40.000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,9579.0,9224.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,355.0,316976.0,318867.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231,62411.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
120,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-03-08 00:47:45.000000,2022-03-08 00:47:44,4364.0,3.0,2963,448.0,665.0,563.0,669.0,12089,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,237.0,34,True,2020-06-17 16:15:36.000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1227.0,1134.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000,93.0,16329.0,16329.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
