,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
126,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2022-12-22 12:18:50.000000,2022-12-22 09:50:56,2270.0,138.0,755,119.0,1324.0,231.0,482.0,7530,Open Source Differentiable Computer Vision Library.,196.0,34,True,2022-12-21 21:48:01.308,0.6.9,33.0,kornia,conda-forge/kornia,['pytorch'],486.0,978339.0,58.0,,https://pypi.org/project/kornia,2022-05-17 09:38:41.000,58.0,976528.0,https://anaconda.org/conda-forge/kornia,2022-12-22 03:04:14.451,55873.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
127,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2022-12-04 05:43:28.000000,2022-12-04 05:42:38,314.0,58.0,1396,137.0,102.0,15.0,276.0,6454,A Python implementation of global optimization with gaussian processes.,37.0,34,True,2022-12-04 06:03:00.543,1.4.2,13.0,bayesian-optimization,,,107.0,171369.0,1581.0,1490.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000,91.0,171368.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
128,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2022-12-18 09:28:04.000000,2022-12-04 17:41:21,530.0,79.0,268,63.0,75.0,35.0,96.0,6152,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",22.0,34,True,2022-11-09 20:33:53.191,0.6.0,9.0,einops,conda-forge/einops,,,1642303.0,6157.0,5892.0,https://pypi.org/project/einops,2022-03-04 09:32:08.000,265.0,1640785.0,https://anaconda.org/conda-forge/einops,2022-12-09 15:39:26.809,59229.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
129,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-12-20 17:03:45.000000,2022-12-20 17:03:45,2690.0,85.0,2149,169.0,937.0,46.0,1312.0,5834,Open Source Neural Machine Translation in PyTorch.,182.0,34,True,2022-12-19 11:45:01.363,3.0.3,37.0,OpenNMT-py,,['pytorch'],,5116.0,170.0,161.0,https://pypi.org/project/OpenNMT-py,2021-09-14 08:49:23.000,9.0,5116.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
130,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-10-17 02:32:13.000000,2022-10-17 02:18:00,30611.0,3.0,1393,289.0,6586.0,12.0,2030.0,5753,A flexible framework of neural networks for deep learning.,324.0,34,True,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,18077.0,3250.0,2849.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,401.0,17731.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,11774.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
131,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-12-22 06:15:49.000000,2022-12-12 13:45:47,7162.0,252.0,973,111.0,825.0,145.0,713.0,5045,A PyTorch-based Speech Toolkit.,194.0,34,True,2022-08-29 16:28:12.336,0.5.13,12.0,speechbrain,,['pytorch'],,21236.0,370.0,367.0,https://pypi.org/project/speechbrain,2022-06-26 20:20:46.000,3.0,21236.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
132,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-12-21 12:44:53.000000,2022-12-20 14:14:56,2444.0,255.0,699,89.0,2614.0,248.0,1956.0,3667,AI Toolkit for Healthcare Imaging.,131.0,34,True,2022-12-19 21:05:07.000,1.1.0,63.0,monai,conda-forge/monai,['pytorch'],,49394.0,652.0,632.0,https://pypi.org/project/monai,2022-06-13 17:32:37.000,20.0,48746.0,https://anaconda.org/conda-forge/monai,2022-12-19 21:06:46.126,7783.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
133,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2022-12-22 10:23:43.000000,2022-12-21 05:19:35,607.0,112.0,283,65.0,489.0,43.0,404.0,3408,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",77.0,34,True,2022-12-02 16:03:05.000,0.15.0,23.0,accelerate,conda-forge/accelerate,['pytorch'],,1296033.0,1919.0,1896.0,https://pypi.org/project/accelerate,2022-06-15 18:00:25.000,23.0,1295052.0,https://anaconda.org/conda-forge/accelerate,2022-12-04 02:47:11.563,13737.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
134,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2022-12-19 07:01:11.000000,2022-12-18 12:05:14,11078.0,325.0,920,91.0,1079.0,102.0,658.0,3398,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",121.0,34,True,2022-12-18 22:51:31.000,1.13.0,48.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,32754.0,285.0,278.0,https://pypi.org/project/adversarial-robustness-toolbox,2022-07-01 09:42:44.000,7.0,32071.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2022-12-18 16:35:27.128,19823.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
135,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2022-12-21 15:47:33.000000,2022-12-21 15:47:31,7138.0,97.0,599,121.0,1092.0,314.0,1064.0,2986,High-performance interactive 2D/3D data visualization library.,182.0,34,True,2022-11-14 11:36:33.000,0.12.1,33.0,vispy,conda-forge/vispy,['jupyter'],,50420.0,1035.0,931.0,https://pypi.org/project/vispy,2022-07-04 15:27:24.000,104.0,45132.0,https://anaconda.org/conda-forge/vispy,2022-11-14 20:27:26.121,327214.0,2.0,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,,11.0,,,,,,,,,,,,,,,,,
136,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2022-12-22 06:43:33.000000,2022-12-21 18:58:17,14867.0,527.0,275,33.0,1393.0,423.0,696.0,2342,"Visualize, create, and debug image and video datasets and model predictions.",67.0,34,True,2022-12-13 17:58:00.950,0.18.1,101.0,fiftyone,,"['tensorflow', 'pytorch', 'jupyter']",,30827.0,220.0,218.0,https://pypi.org/project/fiftyone,2022-06-24 21:35:59.000,2.0,30827.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
137,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2022-12-22 14:11:18.000000,2022-12-22 02:19:23,1784.0,132.0,499,70.0,2229.0,205.0,555.0,1931,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",184.0,34,True,2022-12-15 23:57:49.000,0.13.1,24.0,torchaudio,,['pytorch'],,586044.0,161.0,,https://pypi.org/project/torchaudio,2022-06-28 16:31:54.000,161.0,586044.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
138,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-12-22 09:41:56.000000,2022-12-21 21:33:47,4850.0,260.0,634,91.0,4786.0,202.0,645.0,1874,TFX is an end-to-end platform for deploying production ML pipelines.,160.0,34,True,2022-12-19 16:48:53.000,1.12.0,90.0,tfx,,['tensorflow'],,471783.0,13.0,,https://pypi.org/project/tfx,2022-05-26 01:00:04.000,13.0,471783.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
139,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-11-24 07:59:56.000000,2022-11-24 07:59:41,1181.0,4.0,185,29.0,39.0,7.0,140.0,1320,Simple Python interface for Graphviz.,19.0,34,True,2022-07-23 11:35:06.076,0.20.1,56.0,graphviz,anaconda/python-graphviz,,,9391162.0,41124.0,38085.0,https://pypi.org/project/graphviz,2022-04-16 15:32:15.000,3039.0,9390688.0,https://anaconda.org/anaconda/python-graphviz,2022-08-10 07:32:49.546,32254.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
140,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/metrics,https://github.com/Lightning-AI/metrics,Apache-2.0,2020-12-22 20:02:42.000,2022-12-22 15:10:47.000000,2022-12-22 08:25:30,999.0,88.0,251,27.0,748.0,62.0,454.0,1184,"Machine learning metrics for distributed, scalable PyTorch applications.",163.0,34,True,2022-11-30 16:19:08.000,0.11.0,27.0,metrics,conda-forge/torchmetrics,['pytorch'],1240.0,35258.0,6366.0,6352.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,14.0,5637.0,https://anaconda.org/conda-forge/torchmetrics,2022-11-30 23:12:18.659,620814.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
141,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-12-20 14:12:33.000000,2022-12-20 14:07:17,11882.0,481.0,192,20.0,215.0,40.0,209.0,1140,Huggingface Transformers + Adapters =.,1611.0,34,True,2022-09-20 00:31:23.335,3.1.0,16.0,adapter-transformers,,['huggingface'],,33467.0,113.0,108.0,https://pypi.org/project/adapter-transformers,2022-05-18 08:45:47.000,5.0,33467.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
142,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-12-22 00:04:17.000000,2022-12-08 23:12:29,776.0,45.0,255,42.0,879.0,101.0,152.0,1016,Making text a first-class citizen in TensorFlow.,98.0,34,True,2022-11-21 19:15:26.000,2.11.0,58.0,tensorflow-text,,['tensorflow'],,3360054.0,2685.0,2602.0,https://pypi.org/project/tensorflow-text,2022-05-18 00:00:29.000,83.0,3360054.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
143,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2022-12-19 16:21:27.000000,2022-12-13 22:45:41,1353.0,28.0,190,49.0,446.0,84.0,636.0,985,Fiona reads and writes geographic data files.,64.0,34,True,2022-10-17 14:47:06.276,1.8.22,104.0,fiona,conda-forge/fiona,,,3194924.0,11281.0,10489.0,https://pypi.org/project/fiona,2022-06-10 14:05:11.000,792.0,3147861.0,https://anaconda.org/conda-forge/fiona,2022-12-14 11:54:32.506,3812174.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
144,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2022-12-20 09:08:12.000000,2022-12-13 16:33:45,9707.0,38.0,477,75.0,1789.0,280.0,1422.0,918,Machine learning for NeuroImaging in Python.,199.0,34,True,2022-08-24 11:32:03.000,0.9.2,41.0,nilearn,conda-forge/nilearn,['sklearn'],73.0,35988.0,2106.0,1862.0,https://pypi.org/project/nilearn,2022-04-13 13:08:52.000,244.0,33419.0,https://anaconda.org/conda-forge/nilearn,2022-08-24 15:52:48.090,202694.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
145,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-12-21 06:44:34.000000,2022-12-21 06:42:43,1414.0,22.0,6210,366.0,543.0,314.0,2914.0,23149,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",227.0,33,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,['pytorch'],,3670.0,836.0,833.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,3.0,5.0,https://anaconda.org/conda-forge/detectron2,2022-12-14 08:47:19.042,113626.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
146,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2022-12-20 19:36:44.000000,2022-12-20 19:36:40,6295.0,329.0,2356,274.0,138.0,26.0,861.0,20877,"Visualizer for neural network, deep learning, and machine learning models.",2.0,33,True,2022-12-20 19:06:32.882,6.3.3,512.0,netron,,"['pytorch', 'tensorflow']",19174.0,29831.0,75.0,8.0,https://pypi.org/project/netron,2022-07-04 01:03:15.000,67.0,10657.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
147,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-12-22 00:01:25.000000,2022-12-22 00:01:19,1418.0,4.0,3679,782.0,1124.0,354.0,583.0,18083,Magenta: Music and Art Generation with Machine Intelligence.,154.0,33,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,['tensorflow'],,7295.0,433.0,395.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000,38.0,7295.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
148,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-10-07 08:24:02.000000,2020-10-14 16:36:49,6226.0,,4495,1007.0,1866.0,359.0,653.0,15649,"Zipline, a Pythonic Algorithmic Trading Library.",155.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,2403.0,982.0,897.0,https://pypi.org/project/zipline,2020-07-23 02:19:41.000,85.0,2156.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6691.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
149,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2022-11-23 03:05:26.000000,2021-11-29 19:55:31,1571.0,,1117,356.0,1680.0,490.0,1291.0,10871,Turi Create simplifies the development of custom machine learning models.,85.0,33,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,7641.0,16748.0,348.0,329.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,19.0,16621.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
150,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2022-11-14 03:31:55.000000,2022-10-27 15:17:47,844.0,2.0,1060,325.0,254.0,43.0,322.0,10586,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,82.0,33,True,2022-08-08 09:35:43.528,1.17.1,44.0,annoy,conda-forge/python-annoy,,,1167213.0,2658.0,2420.0,https://pypi.org/project/annoy,2020-09-18 16:07:59.000,238.0,1163251.0,https://anaconda.org/conda-forge/python-annoy,2022-10-31 10:34:45.740,297190.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
151,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-12-15 15:12:04.000000,2022-12-15 15:11:58,854.0,4.0,1344,427.0,76.0,33.0,156.0,9476,TensorFlow-based neural network library.,56.0,33,True,2022-12-15 16:54:01.069,2.0.1,28.0,dm-sonnet,conda-forge/sonnet,['tensorflow'],,20548.0,1008.0,955.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,53.0,20015.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,19753.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,
152,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2022-12-22 06:52:39.000000,2022-12-16 06:51:48,1934.0,29.0,2351,185.0,3224.0,967.0,3433.0,9261,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",122.0,33,True,2022-09-19 20:42:09.271,2.5.0,8.0,paddledet,,['paddle'],,1860.0,49.0,49.0,https://pypi.org/project/paddledet,2022-04-24 05:05:40.000,,1860.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
153,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-12-21 19:03:45.000000,2022-12-21 18:53:20,555.0,3.0,2262,218.0,220.0,133.0,373.0,9179,A little word cloud generator in Python.,66.0,33,True,2020-11-11 21:41:02.000,1.8.1,17.0,wordcloud,conda-forge/wordcloud,,,924217.0,743.0,,https://pypi.org/project/wordcloud,2022-06-27 18:29:11.000,743.0,919501.0,https://anaconda.org/conda-forge/wordcloud,2022-08-25 22:09:30.453,358488.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
154,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2021-11-02 23:56:01.000000,2021-09-09 20:54:41,384.0,,886,270.0,145.0,106.0,103.0,8786,Fuzzy String Matching in Python.,70.0,33,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,7032494.0,17725.0,15750.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1975.0,7027105.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409,414988.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
155,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-12-22 08:41:22.000000,2022-12-22 08:41:21,3136.0,240.0,1020,181.0,1970.0,225.0,663.0,8675,Data-centric declarative deep learning framework.,130.0,33,True,2022-10-28 19:19:00.519,0.6.4,33.0,ludwig,,['tensorflow'],,1979.0,153.0,144.0,https://pypi.org/project/ludwig,2022-06-25 19:51:00.000,9.0,1979.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
156,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-12-22 12:10:39.000000,2022-12-22 12:10:38,361.0,68.0,2003,282.0,80.0,289.0,433.0,7392,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,16.0,33,True,2022-12-22 02:49:00.673,3.0.2,12.0,imageai,conda-forge/imageai,,807750.0,24066.0,1235.0,1218.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,17.0,9481.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,4686.0,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,
157,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-12-21 14:06:29.000000,2022-12-07 08:59:21,2758.0,12.0,1201,213.0,684.0,138.0,813.0,6669,Automated Machine Learning with scikit-learn.,88.0,33,True,2022-09-20 10:32:07.471,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,['sklearn'],39.0,31748.0,397.0,367.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,30.0,31108.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,12816.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
158,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2022-12-06 05:57:31.000000,2022-12-04 12:42:53,416.0,16.0,2181,286.0,113.0,260.0,290.0,6646,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",48.0,33,True,2022-12-04 12:47:02.703,3.9.0,53.0,SpeechRecognition,conda-forge/speechrecognition,,,382653.0,721.0,,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000,721.0,380623.0,https://anaconda.org/conda-forge/speechrecognition,2022-12-04 16:43:22.494,154342.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
159,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2022-12-11 06:48:56.000000,2022-12-08 17:49:19,746.0,3.0,875,126.0,199.0,267.0,262.0,6592,Manipulate audio with a simple and easy high level interface.,95.0,33,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,3740085.0,16974.0,16073.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,901.0,3739345.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,35521.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
160,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2022-12-22 14:53:49.000000,2022-12-22 14:53:48,1729.0,182.0,966,88.0,1695.0,278.0,1496.0,6229,Haystack is an open source NLP framework that leverages pre-trained Transformer models. It enables developers to..,149.0,33,True,2022-12-22 13:15:52.000,1.12.2,35.0,haystack,,,15.0,1976.0,335.0,250.0,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,85.0,1976.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
161,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2022-12-22 01:43:28.000000,2022-12-08 02:43:30,2698.0,119.0,1297,78.0,1365.0,380.0,1310.0,6173,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",95.0,33,True,2022-11-30 11:24:02.578,2.7.0,17.0,paddleseg,,['paddle'],,3866.0,747.0,745.0,https://pypi.org/project/paddleseg,2022-04-20 08:05:01.000,2.0,3866.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
162,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-12-22 12:24:15.000000,2022-12-21 17:10:48,1616.0,20.0,509,103.0,430.0,223.0,480.0,6139,Fast State-of-the-Art Tokenizers optimized for Research and Production.,64.0,33,True,2022-11-07 08:42:58.000,0.13.2,74.0,tokenizers,conda-forge/tokenizers,,,8384853.0,185.0,54.0,https://pypi.org/project/tokenizers,2022-04-13 10:17:35.000,131.0,8363290.0,https://anaconda.org/conda-forge/tokenizers,2022-10-28 07:12:30.193,625341.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
163,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2022-10-03 07:57:46.067000,2022-09-29 07:04:22,1382.0,1.0,842,216.0,209.0,170.0,227.0,6114,Efficiently computes derivatives of numpy code.,52.0,33,True,2017-08-24 17:00:41.000,1.1.13,26.0,autograd,conda-forge/autograd,,,994083.0,4628.0,4342.0,https://pypi.org/project/autograd,2022-04-08 08:55:43.000,286.0,990735.0,https://anaconda.org/conda-forge/autograd,2022-10-03 07:57:46.067,254484.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
164,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2022-12-22 08:54:29.000000,2022-12-22 05:32:52,31544.0,265.0,1937,397.0,6387.0,64.0,,6082,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",237.0,33,True,,,138.0,h2o,,,,385390.0,76.0,,https://pypi.org/project/h2o,2022-05-26 16:44:13.000,76.0,385390.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
165,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2022-12-11 15:44:42.000000,2022-11-11 21:24:25,1648.0,9.0,688,124.0,234.0,364.0,305.0,5964,Uniform Manifold Approximation and Projection.,109.0,33,True,2022-04-13 21:20:36.000,0.5.3,37.0,umap-learn,conda-forge/umap-learn,,,809855.0,7336.0,7005.0,https://pypi.org/project/umap-learn,2022-04-13 21:20:36.000,331.0,781493.0,https://anaconda.org/conda-forge/umap-learn,2022-04-14 03:58:56.571,1588300.0,2.0,,,-1.0,,,,,,,,,,,,,,,,,,,,,,
166,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-12-21 22:15:01.000000,2022-12-16 02:10:12,3208.0,19.0,848,135.0,576.0,44.0,1011.0,5561,Python library for audio and music analysis.,112.0,33,True,2022-06-27 11:26:04.000,0.9.2,35.0,librosa,conda-forge/librosa,,,1341634.0,1237.0,,https://pypi.org/project/librosa,2022-06-27 11:26:04.000,1237.0,1334330.0,https://anaconda.org/conda-forge/librosa,2022-06-27 13:25:19.354,562413.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
