,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
187,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-02-15 12:59:31.000000,2024-02-12 22:36:45,1132.0,25.0,588.0,115.0,850.0,284.0,1028.0,3930.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",159.0,33,True,2023-11-01 14:46:14.000,7.1,46.0,coremltools,conda-forge/coremltools,,,,3771.0,3598.0,https://pypi.org/project/coremltools,189873.0,191329.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53547.0,,,,,2.0,9140.0,2023-11-01 14:33:59.000,173.0,,,,,,,,,,,,,,,,,,
188,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-02-08 15:25:53.000000,2023-12-03 03:47:34,490.0,4.0,595.0,66.0,213.0,191.0,153.0,3839.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,6023.0,5957.0,https://pypi.org/project/hnswlib,677715.0,681078.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,127807.0,,,,,2.0,,2023-12-03 04:16:17.000,66.0,,,,,,,,,,,,,,,,,,
189,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-02-15 08:08:23.000000,2024-02-13 13:32:30,2863.0,170.0,290.0,24.0,2642.0,182.0,1616.0,2914.0,Argilla: the open-source feedback platform for LLMs.,79.0,33,True,2024-02-09 11:27:03.000,1.24.0,100.0,rubrix,conda-forge/rubrix,,,,2252.0,2252.0,https://pypi.org/project/rubrix,661.0,1770.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,28846.0,,,,,2.0,,2022-10-24 18:22:00.951,,,argilla-io/argilla,,,,,,,,,,,,,,,,
190,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-01-15 00:09:43.000000,2021-10-12 13:32:38,1570.0,,511.0,65.0,543.0,303.0,393.0,2707.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5683.0,5406.0,https://pypi.org/project/scikit-optimize,584892.0,593748.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,699685.0,,,,,1.0,,2021-10-12 14:23:01.204,277.0,,,,,,,,,,,,,,,,,,
191,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2024-02-15 11:34:26.000000,2024-02-09 10:31:58,2300.0,8.0,621.0,77.0,2851.0,202.0,713.0,2332.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",222.0,33,True,2024-01-30 18:17:31.000,2.2.0,31.0,torchaudio,,,,['pytorch'],561.0,,https://pypi.org/project/torchaudio,2501104.0,2501104.0,,,,,,,,2.0,,2024-01-30 17:34:49.000,561.0,,,,,,,,,,,,,,,,,,
192,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2024-01-11 18:01:50.000000,2023-12-23 13:05:00,887.0,10.0,355.0,84.0,168.0,215.0,146.0,2311.0,D3 Renderings of Matplotlib Graphics.,52.0,33,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,5961.0,5540.0,https://pypi.org/project/mpld3,631867.0,636864.0,https://anaconda.org/conda-forge/mpld3,2023-12-23 15:16:22.285,192974.0,,,,,2.0,,2023-12-23 13:03:02.000,412.0,,,mpld3,https://www.npmjs.com/package/mpld3,2023-12-23 13:04:29.963,9.0,612.0,,,,,,,,,,,
193,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-02-15 14:26:03.000000,2024-02-15 14:16:41,3935.0,215.0,525.0,46.0,4096.0,267.0,898.0,2046.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,160.0,33,True,2024-01-22 17:04:21.000,0.34.0.post1,54.0,pennylane,conda-forge/pennylane,,,,819.0,750.0,https://pypi.org/project/pennylane,45284.0,46544.0,https://anaconda.org/conda-forge/pennylane,2024-01-16 20:01:29.795,34019.0,,,,,2.0,70.0,2024-01-08 20:32:42.000,69.0,,,,,,,,,,,,,,,,,,
194,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-02-11 07:59:34.000000,2024-02-11 07:59:33,3684.0,22.0,193.0,50.0,1352.0,125.0,714.0,1949.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2024-01-07 21:21:39.000,0.15.0,59.0,pythran,conda-forge/pythran,,,,1791.0,1769.0,https://pypi.org/project/pythran,166793.0,177698.0,https://anaconda.org/conda-forge/pythran,2024-01-08 06:40:29.964,447112.0,,,,,2.0,,2024-01-07 21:21:39.000,22.0,,,,,,,,,,,,,,,,pythran,python-pythran,
195,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2024-02-08 17:35:29.000000,2023-10-23 16:17:56,1077.0,,227.0,34.0,250.0,51.0,271.0,1490.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,33,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,7404.0,7315.0,https://pypi.org/project/pmdarima,1942079.0,1967902.0,https://anaconda.org/conda-forge/pmdarima,2023-10-27 13:29:40.913,1032958.0,,,,,2.0,,2023-10-23 14:02:41.000,89.0,,,,,,,,,,,,,,,,,,
196,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-02-14 03:33:05.000000,2024-02-14 03:33:04,2956.0,29.0,356.0,55.0,1123.0,314.0,925.0,1330.0,Cartopy - a cartographic python library with matplotlib support.,125.0,33,True,2023-08-05 00:57:41.000,0.22.0,29.0,cartopy,conda-forge/cartopy,,,,4863.0,4407.0,https://pypi.org/project/cartopy,203778.0,279123.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3390534.0,,,,,2.0,,2023-08-05 00:57:41.000,456.0,,,,,,,,,,,,,,,,,,
197,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2024-01-05 15:46:09.327000,2024-01-04 18:54:38,558.0,14.0,107.0,32.0,60.0,71.0,79.0,916.0,Describing statistical models in Python using symbolic formulas.,19.0,33,True,2024-01-04 18:58:03.000,0.5.6,13.0,patsy,conda-forge/patsy,,,,91440.0,88684.0,https://pypi.org/project/patsy,13387928.0,13720046.0,https://anaconda.org/conda-forge/patsy,2024-01-05 15:46:09.327,9631437.0,,,,,1.0,,2024-01-04 18:55:57.000,2756.0,,,,,,,,,,,,,,,,,,
198,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2024-02-11 23:52:06.000000,2024-02-06 16:12:55,14789.0,5.0,506.0,50.0,2280.0,396.0,949.0,715.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2023-04-06 12:55:55.544,1.8.6,64.0,nipype,conda-forge/nipype,,,,4172.0,3994.0,https://pypi.org/project/nipype,87841.0,101977.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,593742.0,,,,,2.0,,2023-04-06 12:55:55.544,178.0,,,,,,,,,,,,,,,,,,
199,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3418.0,468.0,671.0,590.0,672.0,14549.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1544.0,1454.0,https://pypi.org/project/tensor2tensor,4218.0,4218.0,,,,,,,,2.0,,2020-06-17 16:31:34.798,90.0,,,,,,,,,,,,,,,,,,
200,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2090.0,187.0,1005.0,580.0,712.0,12392.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1531.0,1525.0,https://pypi.org/project/paddlehub,4321.0,4332.0,,,,,,,,2.0,664.0,2023-09-20 10:33:08.000,6.0,,,,,,,,,,,,,,,,,,
201,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1159.0,336.0,1683.0,523.0,1294.0,11145.0,Turi Create simplifies the development of custom machine learning models.,86.0,32,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,388.0,367.0,https://pypi.org/project/turicreate,36715.0,36845.0,,,,,,,,3.0,9634.0,2020-09-30 22:51:40.000,21.0,,,,,,,,,,,,,,,,,,
202,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1760.0,263.0,114.0,96.0,535.0,11133.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,5201.0,5027.0,https://pypi.org/project/lime,332685.0,334976.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,197105.0,,,,,1.0,,2020-06-26 21:38:15.000,174.0,,,,,,,,,,,,,,,,,,
203,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2023-12-02 19:19:10.000000,2020-11-30 04:34:51,613.0,,2436.0,459.0,260.0,577.0,362.0,9607.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5285.0,4796.0,https://pypi.org/project/tflearn,6388.0,6388.0,,,,,,,,3.0,,2020-11-11 19:13:47.000,489.0,,,,,,,,,,,,,,,,,,
204,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-12-12 17:39:59.000000,2023-12-08 19:12:48,2431.0,7.0,1553.0,290.0,429.0,287.0,637.0,9416.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,118.0,32,False,2023-08-15 18:22:07.000,0.12.1,62.0,tpot,conda-forge/tpot,,,['sklearn'],2660.0,2598.0,https://pypi.org/project/tpot,37157.0,42714.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,244517.0,,,,,2.0,,2023-08-15 18:22:07.000,62.0,,,,,,,,,,,,,,,,,,
205,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1406.0,303.0,889.0,129.0,758.0,9039.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:46:30.271,1.1.0,58.0,autokeras,,,,['tensorflow'],644.0,631.0,https://pypi.org/project/autokeras,12515.0,12751.0,,,,,,,,2.0,17765.0,2023-01-28 18:46:30.271,13.0,,,,,,,,,,,,,,,,,,
206,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-02-07 02:50:32.000000,2023-12-28 06:35:09,2895.0,3.0,1598.0,87.0,1627.0,350.0,1649.0,8029.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,32,True,2023-10-18 03:54:18.000,2.9.0,19.0,paddleseg,,,,['paddle'],1118.0,1114.0,https://pypi.org/project/paddleseg,1540.0,1540.0,,,,,,,,2.0,,2022-11-30 11:24:02.578,4.0,,,,,,,,,,,,,,,,,,
207,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,,870.0,86.0,274.0,78.0,376.0,7768.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,40729.0,39721.0,https://pypi.org/project/tensorboardX,2384073.0,2410540.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1137892.0,,,,,2.0,411.0,2023-08-20 13:38:18.000,1008.0,,,,,,,,,,,,,,,,,,
208,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-02-15 12:42:11.000000,2024-02-08 21:56:39,847.0,40.0,712.0,276.0,1131.0,299.0,355.0,7366.0,"Build and manage real-life ML, AI, and data science projects with ease!.",81.0,32,True,2024-02-08 21:32:49.000,2.11.2,109.0,metaflow,conda-forge/metaflow,,,,622.0,594.0,https://pypi.org/project/metaflow,164830.0,168567.0,https://anaconda.org/conda-forge/metaflow,2024-01-15 15:33:47.821,160692.0,,,,,2.0,,2024-02-08 21:32:49.000,28.0,,,,,,,,,,,,,,,,,,
209,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2024-02-15 08:44:30.000000,2023-12-02 06:10:46,4212.0,58.0,844.0,142.0,470.0,84.0,763.0,6961.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",66.0,32,False,2023-12-03 06:47:22.000,1.7.0,20.0,stanza,stanfordnlp/stanza,,,,2453.0,2453.0,https://pypi.org/project/stanza,163468.0,163623.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7325.0,,,,,2.0,,,,-2.0,,,,,,,,,,,,,,,,,
210,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2024-02-12 19:58:33.000000,2024-02-12 19:58:33,1768.0,8.0,761.0,130.0,268.0,442.0,328.0,6783.0,Uniform Manifold Approximation and Projection.,128.0,32,True,2023-11-18 03:11:17.000,0.5.5,39.0,umap-learn,conda-forge/umap-learn,,,,561.0,1.0,https://pypi.org/project/umap-learn,925510.0,977740.0,https://anaconda.org/conda-forge/umap-learn,2024-02-04 15:29:26.812,2298134.0,,,,,2.0,,2023-11-18 03:11:17.000,560.0,,,,,,,,,,,,,,,,,,
211,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-02-15 11:20:05.000000,2023-12-27 14:04:05,2705.0,5.0,1116.0,209.0,1045.0,20.0,614.0,6475.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-12-27 14:49:16.000,1.5.0,62.0,deeppavlov,,,,['tensorflow'],374.0,374.0,https://pypi.org/project/deeppavlov,10757.0,10757.0,,,,,,,,2.0,,,,,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,,
212,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2024-02-02 08:20:24.000000,2023-07-28 00:16:45,2332.0,,1080.0,191.0,234.0,271.0,280.0,5465.0,Distributed Evolutionary Algorithms in Python.,87.0,32,False,2023-07-21 10:51:54.000,1.4.1,27.0,deap,conda-forge/deap,,,,4782.0,4411.0,https://pypi.org/project/deap,196369.0,205279.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,356438.0,,,,,2.0,,2023-07-21 10:51:54.000,371.0,,,,,,,,,,,,,,,,,,
213,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1594.0,304.0,294.0,152.0,268.0,5337.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,991.0,957.0,https://pypi.org/project/pyfolio,9962.0,10140.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12860.0,,,,,1.0,,2019-04-15 15:00:21.000,34.0,,,,,,,,,,,,,,,,,,
214,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-02-14 14:45:29.000000,2024-02-14 14:41:59,3850.0,49.0,550.0,85.0,546.0,102.0,463.0,4635.0,Online machine learning in Python.,110.0,32,True,2023-12-05 09:29:54.000,0.21.0,20.0,river,conda-forge/river,,,,460.0,429.0,https://pypi.org/project/river,20569.0,22135.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,53275.0,,,,,2.0,,2023-12-05 00:13:21.000,31.0,,,,,,,,,,,,,,,,,,
215,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2024-02-14 20:08:36.000000,2024-02-07 07:34:42,2152.0,11.0,277.0,44.0,2119.0,332.0,645.0,4609.0,Aim An easy-to-use & supercharged open-source experiment tracker.,61.0,32,True,2024-02-07 09:25:26.000,3.18.1,896.0,aim,conda-forge/aim,,,,458.0,439.0,https://pypi.org/project/aim,77687.0,79045.0,https://anaconda.org/conda-forge/aim,2023-06-16 19:26:46.894,42121.0,,,,,2.0,,2024-02-14 20:08:36.000,19.0,,,,,,,,,,,,,,,,,,
216,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2024-02-15 01:10:06.000000,2024-02-14 23:50:48,1411.0,21.0,453.0,53.0,761.0,40.0,469.0,3545.0,NeuralProphet: A simple forecasting package.,52.0,32,True,2024-02-14 23:32:25.000,0.7.0,31.0,neuralprophet,,,,['pytorch'],384.0,379.0,https://pypi.org/project/neuralprophet,69036.0,69036.0,,,,,,,,2.0,,2024-02-14 23:50:00.000,5.0,,,,,,,,,,,,,,,,,,
217,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,703.0,186.0,737.0,262.0,669.0,3403.0,DyNet: The Dynamic Neural Network Toolkit.,160.0,32,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,284.0,255.0,https://pypi.org/project/dyNET,225227.0,225395.0,,,,,,,,3.0,14826.0,2020-10-21 14:31:01.000,29.0,,,,,,,,,,,,,,,,,,
218,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-02-13 11:58:20.000000,2024-02-13 11:57:59,1492.0,4.0,366.0,91.0,737.0,133.0,441.0,3157.0,Quickly and accurately render even the largest data.,55.0,32,True,2023-10-26 15:10:16.000,0.16.0,42.0,datashader,conda-forge/datashader,,,,3716.0,3580.0,https://pypi.org/project/datashader,420821.0,437617.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,755854.0,,,,,2.0,,2023-10-31 11:50:35.000,136.0,,,,,,,,,,,,,,,,,,
219,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2024-02-07 10:05:31.000000,2022-08-22 18:21:12,586.0,,576.0,77.0,78.0,63.0,161.0,3024.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,5271.0,5104.0,https://pypi.org/project/filterpy,2185152.0,2188159.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,240584.0,,,,,2.0,,2021-12-15 15:49:27.374,167.0,,,,,,,,,,,,,,,,,,
220,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2024-02-06 17:34:20.000000,2024-01-19 08:29:16,1635.0,7.0,323.0,60.0,185.0,126.0,192.0,2730.0,The machine learning toolkit for time series analysis in Python.,43.0,32,True,2023-12-12 14:39:23.000,0.6.3,100.0,tslearn,conda-forge/tslearn,,,['sklearn'],1192.0,1143.0,https://pypi.org/project/tslearn,304470.0,333456.0,https://anaconda.org/conda-forge/tslearn,2024-02-04 18:41:01.911,1275390.0,,,,,2.0,,2023-12-12 14:39:23.000,49.0,,,,,,,,,,,,,,,,,,
221,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,6.0,398.0,39.0,149.0,45.0,239.0,2344.0,A library of sklearn compatible categorical variable encoders.,70.0,32,True,2023-10-29 20:29:52.000,2.6.3,32.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1622.0,1447.0,https://pypi.org/project/category_encoders,1434427.0,1443363.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,250234.0,,,,,2.0,,2023-10-29 20:29:52.000,175.0,,,,,,,,,,,,,,,,,,
222,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-12-18 20:05:31.000000,2023-12-18 19:57:13,1353.0,11.0,303.0,22.0,44.0,34.0,200.0,2145.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,32,True,2023-12-17 19:42:36.000,0.4.5,90.0,explainerdashboard,conda-forge/explainerdashboard,,,,447.0,437.0,https://pypi.org/project/explainerdashboard,80822.0,81947.0,https://anaconda.org/conda-forge/explainerdashboard,2023-12-17 21:59:52.942,42767.0,,,,,1.0,,2023-12-17 19:42:36.000,10.0,,,,,,,,,,,,,,,,,,
223,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-02-15 02:00:09.000000,2024-02-15 02:00:02,823.0,6.0,327.0,120.0,775.0,215.0,166.0,1453.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",83.0,32,True,2024-02-08 02:06:46.000,0.8.0,31.0,tensorflow-model-optimization,,,,['tensorflow'],3541.0,3511.0,https://pypi.org/project/tensorflow-model-optimization,750622.0,750622.0,,,,,,,,2.0,,2024-02-08 01:57:17.000,30.0,,,,,,,,,,,,,,,,,,
224,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-02-15 12:13:54.000000,2024-02-15 12:13:53,13036.0,345.0,277.0,35.0,1748.0,459.0,621.0,984.0,Python package for earth-observing satellite data processing.,150.0,32,False,2023-12-18 08:08:56.000,0.46.0,92.0,satpy,conda-forge/satpy,,,,136.0,118.0,https://pypi.org/project/satpy,41058.0,45195.0,https://anaconda.org/conda-forge/satpy,2023-12-18 13:40:45.405,182071.0,,,,,3.0,,2023-12-18 08:08:56.000,18.0,,,,,,,,,,,,,,,,,,
225,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2024-02-15 14:03:00.000000,2024-02-14 23:53:13,11343.0,133.0,235.0,57.0,11968.0,204.0,2160.0,915.0,Cloud-native genomic dataframes and batch computing.,92.0,32,True,2024-01-12 18:15:13.000,0.2.127,147.0,hail,,,,['spark'],141.0,123.0,https://pypi.org/project/hail,52864.0,52864.0,,,,,,,,2.0,,2024-01-12 18:15:13.000,18.0,,,,,,,,,,,,,,,,,,
226,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-02-13 04:46:14.000000,2024-02-07 14:05:28,13719.0,183.0,394.0,50.0,2018.0,151.0,755.0,653.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",152.0,32,False,2023-12-14 14:48:42.000,1.8.0,27.0,dipy,conda-forge/dipy,,,,1108.0,995.0,https://pypi.org/project/dipy,23383.0,33788.0,https://anaconda.org/conda-forge/dipy,2024-02-08 16:36:03.303,426606.0,,,,,2.0,,2023-12-14 14:48:42.000,113.0,,,,,,,,,,,,,,,,,,
