,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,gitlab_id,gitlab_url
79,tensorflow-probability,tensorflow/probability,,probabilistics,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000000,2021-03-11 13:58:06.000000,2021-03-11 13:58:03.000000,853,432.0,555.0,3252,10339.0,Probabilistic reasoning and statistical analysis in TensorFlow.,405.0,31,True,2020-12-29 18:40:25.000000,0.12.1,35.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],253.0,1.0,https://pypi.org/project/tensorflow-probability,2020-12-29 17:46:08.000000,252.0,233643.0,234911.0,https://anaconda.org/conda-forge/tensorflow-probability,2021-02-10 20:08:40.633000,31702.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
80,GeoPandas,geopandas/geopandas,,geospatial-data,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000000,2021-03-07 19:52:02.000000,2021-03-05 18:00:55.000000,560,302.0,708.0,2506,1369.0,Python tools for geographic data.,135.0,31,True,2021-02-28 21:10:46.000000,0.9.0,37.0,geopandas,conda-forge/geopandas,,,['pandas'],8674.0,7508.0,https://pypi.org/project/geopandas,2021-02-28 21:10:43.000000,1166.0,399334.0,414152.0,https://anaconda.org/conda-forge/geopandas,2021-03-01 09:07:56.799000,888128.0,,,,,2.0,933.0,,,,,,,,,,,,,,,,,,,,,
81,numexpr,pydata/numexpr,,data-containers,https://github.com/pydata/numexpr,https://github.com/pydata/numexpr,MIT,2013-11-30 22:33:48.000000,2021-03-05 20:56:41.232000,2021-03-03 18:33:11.000000,166,51.0,251.0,1554,686.0,"Fast numerical array expression evaluator for Python, NumPy, PyTables, pandas, bcolz and more.",57.0,31,True,2021-03-03 18:13:19.000000,2.7.3,40.0,numexpr,conda-forge/numexpr,,,,5482.0,,https://pypi.org/project/numexpr,2021-03-03 18:13:19.000000,5482.0,464841.0,506124.0,https://anaconda.org/conda-forge/numexpr,2021-03-05 20:56:41.232000,2270593.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
82,TF Addons,tensorflow/addons,,tensorflow-utils,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000000,2021-03-11 14:00:14.000000,2021-03-10 04:42:20.000000,421,172.0,630.0,1221,1344.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,151.0,31,True,2021-01-30 13:59:33.000000,0.12.1,25.0,tensorflow-addons,,,,['tensorflow'],2442.0,2424.0,https://pypi.org/project/tensorflow-addons,2021-01-30 13:59:33.000000,18.0,309065.0,309065.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
83,dask.distributed,dask/distributed,,distributed-ml,https://github.com/dask/distributed,https://github.com/dask/distributed,BSD-3-Clause,2015-09-13 18:42:29.000000,2021-03-11 14:18:13.000000,2021-03-10 20:30:28.000000,512,753.0,1287.0,1162,,A distributed task scheduler for Dask.,229.0,31,True,2021-02-05 19:40:27.000000,2021.2.0,143.0,distributed,conda-forge/distributed,,,,18802.0,17024.0,https://pypi.org/project/distributed,2021-02-05 19:40:27.000000,1778.0,1100819.0,1167295.0,https://anaconda.org/conda-forge/distributed,2021-03-06 04:06:55.162000,3855661.0,,,,,1.0,,-3.0,,,,,,,,,,,,,,,,,,,,
84,imageio,imageio/imageio,,image,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000000,2021-03-10 08:44:20.000000,2021-03-10 08:44:20.000000,170,67.0,275.0,844,1138.0,Python library for reading and writing image data.,76.0,31,True,2020-07-10 07:45:22.000000,2.9.0,31.0,imageio,conda-forge/imageio,,,,41378.0,37540.0,https://pypi.org/project/imageio,2020-07-06 13:20:41.000000,3838.0,1242721.0,1278041.0,https://anaconda.org/conda-forge/imageio,2020-07-06 14:13:25.518000,1766030.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
85,pyproj,pyproj4/pyproj,,geospatial-data,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2021-03-11 01:32:07.000000,2021-03-07 14:07:18.000000,149,11.0,386.0,578,1117.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,39.0,31,True,2021-03-05 03:06:15.000000,3.0.1,34.0,pyproj,conda-forge/pyproj,,,,11278.0,8816.0,https://pypi.org/project/pyproj,2020-11-05 14:28:45.000000,2462.0,962057.0,993862.0,https://anaconda.org/conda-forge/pyproj,2021-03-05 14:16:16.093000,2003763.0,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
86,jieba,fxsjy/jieba,,chinese-nlp,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000000,2020-12-05 18:32:32.000000,2020-02-15 08:33:35.000000,6065,592.0,197.0,25696,523.0,Chinese Words Segmentation Utilities.,48.0,30,False,2020-01-20 14:27:23.000000,0.42.1,32.0,jieba,conda-forge/jieba,,,,11975.0,9459.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000000,2516.0,117583.0,119061.0,https://anaconda.org/conda-forge/jieba,2020-03-25 20:57:40.090000,69506.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
87,fastText,facebookresearch/fastText,,nlp,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000000,2021-01-15 15:28:41.000000,2020-07-18 00:20:40.000000,4310,439.0,592.0,22322,379.0,Library for fast text representation and classification.,58.0,30,True,2020-04-28 09:54:50.000000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,1750.0,1560.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000000,190.0,107705.0,108147.0,https://anaconda.org/conda-forge/fasttext,2020-10-12 14:55:45.199000,18152.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
88,PaddlePaddle,PaddlePaddle/Paddle,,ml-frameworks,https://github.com/PaddlePaddle/Paddle,https://github.com/PaddlePaddle/Paddle,Apache-2.0,2016-08-15 06:59:08.000000,2021-03-11 13:53:05.000000,2021-03-11 12:38:28.000000,3581,2401.0,10520.0,14513,15069.0,PArallel Distributed Deep LEarning: Machine Learning Framework from Industrial Practice &.,502.0,30,True,2021-02-01 02:31:35.000000,2.0.0,43.0,paddlepaddle,,,,['paddle'],50.0,34.0,https://pypi.org/project/paddlepaddle,2021-03-05 07:28:12.000000,16.0,4483.0,4760.0,,,,,,,,2.0,15260.0,,,,,,,,,,,,,,,,,,,,,
89,zipline,quantopian/zipline,,financial-data,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000000,2021-02-14 16:26:07.000000,2020-10-14 16:36:49.000000,3853,334.0,647.0,13509,6226.0,"Zipline, a Pythonic Algorithmic Trading Library.",151.0,30,True,2020-10-05 15:46:20.429000,1.4.1,30.0,zipline,,,,,839.0,681.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429000,158.0,3139.0,3139.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
90,flair,flairNLP/flair,,nlp,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000000,2021-03-10 12:57:25.000000,2021-03-09 15:47:45.000000,1523,99.0,1365.0,10072,3118.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,165.0,30,True,2021-03-05 11:57:03.000000,0.8,21.0,flair,,,,['pytorch'],697.0,649.0,https://pypi.org/project/flair,2021-03-08 23:08:40.000000,48.0,42693.0,42693.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
91,TFlearn,tflearn/tflearn,,ml-frameworks,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51.000000,2429,563.0,361.0,9522,613.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,30,True,2020-11-11 19:26:11.000000,0.5.0,8.0,tflearn,,,,['tensorflow'],4021.0,3059.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000000,962.0,7343.0,7343.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
92,DVC,iterative/dvc,,ml-experiments,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000000,2021-03-11 14:02:53.000000,2021-03-11 14:02:53.000000,707,541.0,2235.0,7501,6394.0,Data Version Control | Git for Data & Models.,210.0,30,True,2021-03-10 09:36:22.000000,2.0.5,304.0,dvc,conda-forge/dvc,,,,666.0,620.0,https://pypi.org/project/dvc,2021-03-10 09:36:22.000000,46.0,48567.0,76291.0,https://anaconda.org/conda-forge/dvc,2021-03-10 15:32:08.811000,517469.0,,,,,1.0,20371.0,,,,,,,,,dvc,dvc,dvc,,,,,,,,,,
93,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,,ml-frameworks,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000000,2021-03-11 12:48:50.000000,2021-03-10 18:28:41.000000,1726,172.0,870.0,7478,9050.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,298.0,30,True,2021-03-04 18:13:37.000000,8.9.2,14.0,vowpalwabbit,,,,,118.0,102.0,https://pypi.org/project/vowpalwabbit,2020-11-12 14:41:09.000000,16.0,11109.0,11109.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
94,Prefect,PrefectHQ/prefect,,data-pipelines,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000000,2021-03-11 01:01:21.350000,2021-03-10 23:00:33.000000,539,263.0,1360.0,5963,13524.0,The easiest way to automate your data.,187.0,30,True,2021-03-10 23:06:59.000000,0.14.12,89.0,prefect,conda-forge/prefect,,,,276.0,274.0,https://pypi.org/project/prefect,2021-03-10 23:06:59.000000,2.0,30839.0,34000.0,https://anaconda.org/conda-forge/prefect,2021-03-11 01:01:21.350000,75875.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
95,Hyperopt,hyperopt/hyperopt,,hyperopt,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000000,2021-02-09 09:39:50.000000,2021-02-09 09:39:50.000000,867,332.0,222.0,5479,1169.0,Distributed Asynchronous Hyperparameter Optimization in Python.,85.0,30,True,2020-10-07 09:52:56.000000,0.2.5,11.0,hyperopt,conda-forge/hyperopt,,,,3289.0,2785.0,https://pypi.org/project/hyperopt,2020-10-07 09:52:56.000000,504.0,344709.0,350610.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:14.292000,177030.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
96,SpeechRecognition,Uberi/speech_recognition,,audio,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000000,2021-02-28 19:52:57.000000,2019-07-02 17:29:47.000000,1885,212.0,270.0,5472,360.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",41.0,30,False,2017-12-05 14:05:14.000000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,,8300.0,7212.0,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000000,1088.0,71841.0,73689.0,https://anaconda.org/conda-forge/speechrecognition,2021-01-11 17:26:33.040000,101648.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
97,Pydub,jiaaro/pydub,,audio,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000000,2021-03-10 02:10:41.000000,2021-03-10 02:09:33.000000,705,179.0,241.0,5166,737.0,Manipulate audio with a simple and easy high level interface.,88.0,30,True,2021-03-10 02:10:41.000000,0.25.1,68.0,pydub,conda-forge/pydub,,,,7628.0,6274.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000000,1354.0,201748.0,202236.0,https://anaconda.org/conda-forge/pydub,2021-03-07 19:47:46.727000,13196.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
98,Autograd,HIPS/autograd,,others,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000000,2021-03-03 09:28:19.000000,2021-03-03 09:27:58.000000,712,161.0,218.0,5157,1376.0,Efficiently computes derivatives of numpy code.,51.0,30,True,2017-08-24 17:00:41.000000,1.1.13,24.0,autograd,conda-forge/autograd,,,,1943.0,1599.0,https://pypi.org/project/autograd,2019-07-25 16:21:07.000000,344.0,484899.0,487792.0,https://anaconda.org/conda-forge/autograd,2019-07-25 18:29:55.493000,159163.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
99,UMAP,lmcinnes/umap,,data-viz,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000000,2021-03-02 15:21:01.000000,2021-03-02 15:20:57.000000,494,222.0,235.0,4569,1365.0,Uniform Manifold Approximation and Projection.,73.0,30,True,2021-02-08 21:04:43.000000,0.5.1,35.0,umap-learn,,,,,2730.0,2504.0,https://pypi.org/project/umap-learn,2021-02-08 21:04:43.000000,226.0,113777.0,113777.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
100,yfinance,ranaroussi/yfinance,,financial-data,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000000,2021-03-11 14:18:36.000000,2021-03-03 23:34:48.000000,1121,355.0,182.0,4535,250.0,Yahoo! Finance market data downloader (+faster Pandas Datareader).,30.0,30,True,2020-10-05 12:19:44.000000,0.1.55,20.0,yfinance,ranaroussi/yfinance,,,,3384.0,3358.0,https://pypi.org/project/yfinance,2020-10-05 12:19:44.000000,26.0,95838.0,97861.0,https://anaconda.org/ranaroussi/yfinance,2019-12-27 21:30:44.606000,38449.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
101,Tesseract,madmaze/pytesseract,,ocr,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000000,2021-03-11 13:42:49.000000,2021-03-11 13:42:46.000000,516,7.0,244.0,3454,365.0,Python-tesseract is an optical character recognition (OCR) tool for python.,37.0,30,True,2020-12-15 05:24:52.000000,0.3.7,24.0,pytesseract,conda-forge/pytesseract,,,,1428.0,,https://pypi.org/project/pytesseract,2020-12-15 05:24:52.000000,1428.0,793455.0,795823.0,https://anaconda.org/conda-forge/pytesseract,2020-11-20 10:05:14.874000,47360.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
102,MLxtend,rasbt/mlxtend,,sklearn-utils,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000000,2021-03-08 20:58:11.000000,2021-03-08 20:58:11.000000,697,97.0,281.0,3368,1209.0,A library of extension and helper modules for Python's data analysis and machine learning libraries.,83.0,30,True,2020-11-26 04:18:15.000000,0.18.0,46.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],2857.0,2667.0,https://pypi.org/project/mlxtend,2020-11-26 04:18:15.000000,190.0,118164.0,121715.0,https://anaconda.org/conda-forge/mlxtend,2020-11-26 05:32:00.667000,156277.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
103,bqplot,bqplot/bqplot,,data-viz,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000000,2021-03-11 13:21:13.000000,2021-03-11 13:21:13.000000,405,189.0,327.0,3024,3260.0,Plotting library for IPython/Jupyter notebooks.,51.0,30,True,2021-02-23 12:01:57.098000,0.5.23,91.0,bqplot,conda-forge/bqplot,,,['jupyter'],1391.0,1269.0,https://pypi.org/project/bqplot,2021-02-23 12:03:51.000000,112.0,14602.0,116775.0,https://anaconda.org/conda-forge/bqplot,2021-03-02 08:00:32.235000,522464.0,,,,,2.0,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-02-23 12:01:57.098000,10.0,93165.0,,,,,,,,,,,,,,
104,wandb client,wandb/client,,ml-experiments,https://github.com/wandb/client,https://github.com/wandb/client,MIT,2017-03-24 05:46:23.000000,2021-03-11 04:09:08.000000,2021-03-10 21:41:53.000000,195,240.0,711.0,2796,3859.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,74.0,30,True,2021-03-10 00:11:36.000000,0.10.22,192.0,wandb,,,,,2275.0,2197.0,https://pypi.org/project/wandb,2021-03-10 00:06:06.000000,78.0,178522.0,178522.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
105,PyQtGraph,pyqtgraph/pyqtgraph,,data-viz,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000000,2021-03-11 05:51:15.000000,2021-03-08 17:36:40.000000,811,264.0,486.0,2338,2561.0,Fast data visualization and GUI tools for scientific / engineering applications.,187.0,30,True,2020-12-20 02:43:22.000000,0.11.1,12.0,pyqtgraph,conda-forge/pyqtgraph,,,,890.0,,https://pypi.org/project/pyqtgraph,2020-12-20 02:43:22.000000,890.0,24153.0,27490.0,https://anaconda.org/conda-forge/pyqtgraph,2020-12-20 05:06:42.442000,166882.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
106,smart-open,RaRe-Technologies/smart_open,,data-loading,https://github.com/RaRe-Technologies/smart_open,https://github.com/RaRe-Technologies/smart_open,MIT,2015-01-02 13:05:52.000000,2021-03-06 05:27:26.000000,2021-03-06 05:27:23.000000,271,52.0,244.0,1961,898.0,"Utils for streaming large files (S3, HDFS, gzip, bz2...).",75.0,30,True,2021-02-15 06:45:45.000000,4.2.0,47.0,smart-open,,,,,640.0,,https://pypi.org/project/smart-open,2021-02-15 06:45:45.000000,640.0,6859453.0,6859453.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
107,opencv-python,skvark/opencv-python,,image,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000000,2021-01-03 17:07:49.000000,2020-12-28 18:40:12.000000,327,16.0,380.0,1818,749.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",27.0,30,True,2021-01-03 17:36:16.000000,47,48.0,opencv-python,,,,,12560.0,,https://pypi.org/project/opencv-python,2021-01-03 17:07:49.000000,12560.0,1582709.0,1582709.0,,,,,,,,2.0,,,,,,,,,,,,,opencv/opencv-python,,,,,,,,,
108,Rasterio,mapbox/rasterio,,geospatial-data,https://github.com/mapbox/rasterio,https://github.com/mapbox/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000000,2021-03-09 17:06:56.000000,2021-03-03 15:24:29.000000,394,137.0,1218.0,1447,3281.0,Rasterio reads and writes geospatial raster datasets.,107.0,30,True,2021-03-03 21:03:02.000000,1.2.1,122.0,rasterio,conda-forge/rasterio,,,,3700.0,2850.0,https://pypi.org/project/rasterio,2021-03-03 21:03:02.000000,850.0,178768.0,194159.0,https://anaconda.org/conda-forge/rasterio,2021-03-05 21:25:34.608000,922917.0,,,,,2.0,704.0,,,,,,,,,,,,,,,,,,,,,
109,SageMaker SDK,aws/sagemaker-python-sdk,,ml-experiments,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000000,2021-03-11 00:46:58.000000,2021-03-11 00:46:58.000000,579,236.0,535.0,1338,1908.0,A library for training and deploying machine learning models on Amazon SageMaker.,179.0,30,True,2021-03-09 18:20:58.000000,2.29.1,318.0,sagemaker,,,,"['mxnet', 'tensorflow']",636.0,608.0,https://pypi.org/project/sagemaker,2021-03-09 18:21:03.000000,28.0,352950.0,352950.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
110,Wand,emcconville/wand,,image,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000000,2021-02-28 12:46:37.000000,2021-02-28 12:42:11.000000,182,14.0,325.0,1074,1697.0,The ctypes-based simple ImageMagick binding for Python.,95.0,30,True,2021-02-28 13:13:25.000000,0.6.6,48.0,wand,,,,,4640.0,3470.0,https://pypi.org/project/wand,2021-02-28 12:46:37.000000,1170.0,103405.0,103591.0,,,,,,,,2.0,5214.0,,,,,,,,,,,,,,,,,,,,,
111,Fiona,Toblerity/Fiona,,geospatial-data,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000000,2021-03-03 08:46:44.857000,2020-11-30 07:11:40.000000,165,69.0,551.0,783,1093.0,Fiona reads and writes geographic data files.,65.0,30,True,2020-11-17 18:32:17.000000,1.8.18,96.0,fiona,conda-forge/fiona,,,,6382.0,5194.0,https://pypi.org/project/fiona,2020-11-17 18:32:17.000000,1188.0,486599.0,516120.0,https://anaconda.org/conda-forge/fiona,2021-03-03 08:46:44.857000,1771279.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
112,snowballstemmer,snowballstem/snowball,,nlp,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000000,2021-03-10 04:28:59.000000,2021-03-10 04:26:01.000000,133,17.0,42.0,481,847.0,Snowball compiler and stemming algorithms.,25.0,30,True,2021-01-21 11:43:00.000000,2.1.0,9.0,snowballstemmer,conda-forge/snowballstemmer,,,,58540.0,45358.0,https://pypi.org/project/snowballstemmer,2021-01-21 11:43:00.000000,13182.0,2118755.0,2158991.0,https://anaconda.org/conda-forge/snowballstemmer,2021-01-21 23:16:54.597000,2212993.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
113,Face Recognition,ageitgey/face_recognition,,image,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000000,2021-02-14 15:50:55.000000,2020-09-26 15:32:59.000000,10736,574.0,530.0,38887,211.0,The world's simplest facial recognition api for Python and the command line.,45.0,29,True,2018-08-21 18:34:21.000000,1.2.3,21.0,face_recognition,,,,['pytorch'],406.0,,https://pypi.org/project/face_recognition,2018-08-21 18:34:21.000000,406.0,18384.0,18393.0,,,,,,,,2.0,440.0,,,,,,,,,,,,,,,,,,,,,
114,Magenta,magenta/magenta,,audio,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000000,2021-03-10 17:35:49.000000,2021-03-10 17:35:38.000000,3371,301.0,545.0,16384,1383.0,Magenta: Music and Art Generation with Machine Intelligence.,147.0,29,True,2020-11-12 19:17:18.000000,2.1.3,66.0,magenta,,,,['tensorflow'],345.0,275.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000000,70.0,3651.0,3651.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
115,Faiss,facebookresearch/faiss,,nn-search,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000000,2021-03-11 11:09:11.000000,2021-03-10 23:03:00.000000,2151,100.0,1294.0,12710,493.0,A library for efficient similarity search and clustering of dense vectors.,81.0,29,True,2021-03-08 12:52:06.000000,1.0.1,46.0,pymilvus,conda-forge/faiss,,,,329.0,323.0,https://pypi.org/project/pymilvus,2021-03-08 12:52:06.000000,6.0,4655.0,8933.0,https://anaconda.org/conda-forge/faiss,2021-03-03 05:18:33.351000,42786.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
116,horovod,horovod/horovod,,distributed-ml,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000000,2021-03-10 09:16:33.000000,2021-03-09 16:31:59.000000,1768,268.0,1456.0,10931,891.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",114.0,29,True,2021-02-15 20:51:41.000000,0.21.3,64.0,horovod,,,,,375.0,335.0,https://pypi.org/project/horovod,2021-02-15 20:51:41.000000,40.0,34119.0,34119.0,,,,,,,,2.0,,,stable/horovod,,,,,,,,,,,,,,,,,,,
117,PyTorch Geometric,rusty1s/pytorch_geometric,,graph,https://github.com/rusty1s/pytorch_geometric,https://github.com/rusty1s/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2021-03-11 07:10:26.000000,2021-03-11 07:10:24.000000,1785,737.0,1148.0,10425,4228.0,Geometric Deep Learning Extension Library for PyTorch.,149.0,29,True,2020-12-02 14:57:09.000000,1.6.3,25.0,torch-geometric,,,,['pytorch'],24.0,,https://pypi.org/project/torch-geometric,2020-11-27 07:18:41.000000,24.0,12236.0,12236.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
118,Lime,marcotcr/lime,,interpretability,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000000,2021-02-04 08:58:12.000000,2021-01-12 16:12:17.000000,1372,54.0,442.0,8518,508.0,Lime: Explaining the predictions of any machine learning classifier.,57.0,29,True,2020-04-03 22:05:03.000000,0.2.0.0,38.0,lime,conda-forge/lime,,,,1235.0,1107.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000000,128.0,106612.0,107905.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538000,65954.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
119,Annoy,spotify/annoy,,nn-search,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000000,2021-03-01 19:06:27.000000,2020-12-03 18:21:18.000000,882,31.0,269.0,8189,785.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,68.0,29,True,2020-09-18 16:07:59.000000,1.17.0,43.0,annoy,,,,,1841.0,1481.0,https://pypi.org/project/annoy,2020-09-18 16:07:59.000000,360.0,123947.0,123947.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
120,fuzzywuzzy,seatgeek/fuzzywuzzy,,nlp,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000000,2021-02-21 17:07:39.000000,2021-02-20 06:36:20.000000,799,84.0,98.0,7905,381.0,Fuzzy String Matching in Python.,68.0,29,False,2020-02-13 22:14:12.000000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,11305.0,8099.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000000,3206.0,2349858.0,2354951.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409000,285220.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
