,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
210,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-12-26 02:02:55.000000,2022-12-12 04:20:02,3230,20.0,491,120.0,344.0,65.0,719.0,3579,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",68.0,32,True,2022-12-11 17:59:35.437,2.0.20,170.0,dedupe,conda-forge/dedupe,,,,297.0,249.0,https://pypi.org/project/dedupe,2022-07-06 23:39:37.000,48.0,348040.0,349827.0,https://anaconda.org/conda-forge/dedupe,2022-12-12 17:16:06.331,21445.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
211,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2022-12-29 12:00:05.000000,2022-12-27 17:21:24,1867,35.0,180,65.0,115.0,70.0,463.0,3291,A grammar of graphics for Python.,99.0,32,True,2022-09-29 12:44:11.000,0.9.0,14.0,plotnine,conda-forge/plotnine,,,,215.0,,https://pypi.org/project/plotnine,2022-07-01 20:18:59.000,215.0,322243.0,325627.0,https://anaconda.org/conda-forge/plotnine,2022-10-10 10:47:53.645,226778.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
212,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-12-17 03:26:08.000000,2022-12-16 17:57:21,1012,39.0,468,110.0,664.0,169.0,889.0,3013,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",143.0,32,True,2022-11-14 23:01:12.000,6.1,39.0,coremltools,conda-forge/coremltools,,,,1353.0,1204.0,https://pypi.org/project/coremltools,2022-06-07 17:38:09.000,149.0,458300.0,459982.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,41829.0,,,,,1.0,,4685.0,,,,,,,,,,,,,,,,,,
213,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-12-29 10:40:44.000000,2022-12-16 08:50:06,1384,15.0,361,96.0,628.0,125.0,401.0,2893,Quickly and accurately render even the largest data.,51.0,32,True,2022-11-17 19:35:28.000,0.14.3,32.0,datashader,conda-forge/datashader,,,,1805.0,1709.0,https://pypi.org/project/datashader,2022-06-21 10:16:29.000,96.0,44820.0,52299.0,https://anaconda.org/conda-forge/datashader,2022-11-18 10:57:25.686,456246.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
214,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-12-12 04:00:24.000000,2021-10-12 13:32:38,1570,,458,65.0,515.0,266.0,387.0,2471,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,3697.0,3484.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,213.0,611137.0,620366.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,599896.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
215,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-12-28 20:10:31.000000,2022-12-24 03:12:36,1170,48.0,242,51.0,163.0,53.0,340.0,2471,STUMPY is a powerful and scalable Python library for modern time series analysis.,32.0,32,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,,329.0,323.0,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,6.0,167970.0,172189.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,181435.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
216,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-12-09 17:02:30.000000,2022-11-10 18:59:22,964,5.0,429,55.0,124.0,304.0,161.0,2323,A high performance implementation of HDBSCAN clustering.,81.0,32,True,2022-10-31 20:21:51.000,0.8.29-1,45.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1933.0,1768.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,165.0,479326.0,496948.0,https://anaconda.org/conda-forge/hdbscan,2022-11-02 08:26:34.498,1356963.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
217,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2022-12-13 21:30:59.000000,2022-11-17 04:05:12,2217,6.0,508,68.0,460.0,232.0,657.0,2008,Survival analysis in Python.,101.0,32,True,2022-11-17 04:08:00.930,0.27.4,165.0,lifelines,conda-forge/lifelines,,,,1322.0,1214.0,https://pypi.org/project/lifelines,2022-06-26 02:12:53.000,108.0,373978.0,376962.0,https://anaconda.org/conda-forge/lifelines,2022-11-17 15:11:18.052,232792.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
218,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-12-12 03:39:03.000000,2022-12-12 03:39:03,691,9.0,201,37.0,768.0,64.0,269.0,1953,PyTorch extensions for high performance and large scale training.,64.0,32,True,2022-12-11 18:09:19.000,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],1119.0,1099.0,https://pypi.org/project/fairscale,2022-03-09 19:12:00.000,20.0,717359.0,723723.0,https://anaconda.org/conda-forge/fairscale,2022-12-12 02:08:24.604,82743.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
219,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,BSD-2-Clause,2010-07-09 20:41:11.000,2022-12-12 04:25:39.000000,2022-11-07 05:21:32,443,10.0,149,43.0,59.0,12.0,104.0,1768,a python library for doing approximate and phonetic matching of strings.,27.0,32,True,2022-01-07 20:20:43.000,0.9.0,32.0,jellyfish,conda-forge/jellyfish,,,,5174.0,4766.0,https://pypi.org/project/jellyfish,2022-01-07 20:20:43.000,408.0,2141741.0,2147399.0,https://anaconda.org/conda-forge/jellyfish,2022-10-28 08:39:19.681,424375.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
220,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2022-12-26 11:06:33.000000,2022-12-12 14:22:33,2415,14.0,431,76.0,1215.0,137.0,669.0,1687,Gaussian processes in TensorFlow.,80.0,32,True,2022-12-02 16:10:00.820,2.6.4,42.0,gpflow,conda-forge/gpflow,,,['tensorflow'],471.0,442.0,https://pypi.org/project/gpflow,2022-05-10 10:46:33.000,29.0,60574.0,60907.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,18348.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
221,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2022-12-28 20:21:40.000000,2022-12-25 01:30:36,3197,166.0,295,35.0,1929.0,352.0,726.0,1595,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,114.0,32,True,2022-11-03 13:54:10.000,0.37.0,64.0,pyvista,conda-forge/pyvista,,,['jupyter'],112.0,,https://pypi.org/project/pyvista,2022-06-30 03:26:21.000,112.0,88149.0,94450.0,https://anaconda.org/conda-forge/pyvista,2022-11-03 16:47:26.089,270499.0,,,,,2.0,,683.0,,,,,,,,,,,,,,,,,,
222,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2022-12-21 11:36:07.684000,2022-12-21 02:21:20,1576,15.0,265,54.0,130.0,79.0,169.0,1446,"CUDA integration for Python, plus shiny features.",79.0,32,True,2022-12-21 02:24:00.995,2022.2.2,51.0,pycuda,conda-forge/pycuda,,,,1886.0,1686.0,https://pypi.org/project/pycuda,2022-06-24 23:18:00.000,200.0,32165.0,39490.0,https://anaconda.org/conda-forge/pycuda,2022-12-21 11:36:07.684,153827.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
223,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-12-07 08:22:00.000000,2022-10-27 16:02:31,1144,6.0,347,61.0,555.0,210.0,329.0,1317,A Jupyter - Leaflet.js bridge.,81.0,32,True,2022-10-19 07:57:17.000,0.17.2,76.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],3504.0,3387.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,114.0,162248.0,220171.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,940859.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,3.0,46014.0,,,,,,,,,,,,
224,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-12-20 22:34:59.000000,2022-12-20 22:29:43,1068,3.0,221,36.0,236.0,34.0,264.0,1293,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,32,True,2022-11-28 13:52:23.831,2.0.2,42.0,pmdarima,conda-forge/pmdarima,,,,3073.0,3016.0,https://pypi.org/project/pmdarima,2022-02-22 11:10:16.000,57.0,1628667.0,1636541.0,https://anaconda.org/conda-forge/pmdarima,2022-11-30 20:17:51.334,204741.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
225,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-12-15 02:42:58.000000,2022-12-14 23:52:13,2708,16.0,332,55.0,1010.0,322.0,821.0,1148,Cartopy - a cartographic python library with matplotlib support.,118.0,32,False,2022-12-12 22:21:03.000,0.21.1,28.0,cartopy,conda-forge/cartopy,,,,3205.0,2870.0,https://pypi.org/project/cartopy,2022-06-29 03:08:54.000,335.0,139032.0,171017.0,https://anaconda.org/conda-forge/cartopy,2022-12-13 10:25:59.031,2590804.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
226,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-12-20 23:40:22.000000,2022-12-20 23:40:20,1480,13.0,140,42.0,129.0,54.0,632.0,1117,A Python data analysis library that is optimized for humans instead of machines.,51.0,32,True,2021-12-15 16:39:08.973,0.1.0,27.0,agate,conda-forge/agate,,,,1493.0,1357.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,136.0,2202615.0,2204172.0,https://anaconda.org/conda-forge/agate,2022-11-16 20:13:55.183,109038.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
227,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-12-28 11:30:47.000000,2022-12-28 11:30:46,2461,104.0,230,35.0,163.0,37.0,415.0,1058,Python interface for igraph.,69.0,32,False,2022-10-17 13:02:33.165,0.10.2,32.0,python-igraph,conda-forge/igraph,,,,1505.0,1124.0,https://pypi.org/project/python-igraph,2022-06-08 20:51:59.000,381.0,284009.0,296225.0,https://anaconda.org/conda-forge/igraph,2022-10-19 15:20:25.070,360003.0,,,,,1.0,,514564.0,,,,,,,,,,,,,,,,,,
228,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2022-12-28 19:23:01.000000,2022-12-28 19:23:01,1233,59.0,136,28.0,952.0,107.0,105.0,858,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,64.0,32,True,2022-12-15 14:48:02.381,2023.0.0,15.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],4008.0,4002.0,https://pypi.org/project/scikit-learn-intelex,2022-06-16 20:45:24.000,6.0,160707.0,166125.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2022-12-20 09:28:46.233,108375.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
229,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-12-12 19:16:27.000000,2022-11-16 02:40:37,930,11.0,161,35.0,109.0,33.0,50.0,610,Snowball compiler and stemming algorithms.,30.0,32,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6751.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6747.0,7360223.0,7435452.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,5717435.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
230,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2022-12-25 17:36:02.000000,2022-12-22 08:46:01,16405,291.0,100,25.0,3415.0,450.0,3298.0,376,"Keep code, data, containers under control with git and git-annex.",51.0,32,True,2022-12-14 15:48:00.851,0.17.10,97.0,datalad,conda-forge/datalad,,,,56.0,,https://pypi.org/project/datalad,2022-07-06 22:02:24.000,56.0,7309.0,12372.0,https://anaconda.org/conda-forge/datalad,2022-12-14 21:16:51.902,288604.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
231,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154,,1776,223.0,46.0,92.0,94.0,8682,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,31,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],2098.0,2018.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,80.0,91894.0,92446.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,16577.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
232,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2022-12-29 14:25:20.000000,2022-11-22 06:53:07,2663,12.0,1064,210.0,991.0,53.0,567.0,5963,An open source library for deep learning end-to-end dialog systems and chatbots.,73.0,31,True,2022-11-22 07:00:06.000,1.0.1,55.0,deeppavlov,,,,['tensorflow'],319.0,313.0,https://pypi.org/project/deeppavlov,2022-05-31 12:04:38.000,6.0,6680.0,6680.0,,,,,,,,2.0,,,,,,,,,,,,deeppavlov/DeepPavlov,,,,,,,,
233,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2022-12-29 10:37:11.000000,2022-12-22 13:51:12,790,124.0,771,137.0,462.0,94.0,222.0,5506,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,66.0,31,True,2022-12-17 06:19:01.299,0.9.1,11.0,dowhy,conda-forge/dowhy,,,,173.0,168.0,https://pypi.org/project/dowhy,2022-03-20 14:18:18.000,5.0,68128.0,68484.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,11056.0,,,,,2.0,,31.0,,,,,,,,,,,,,,,,,,
234,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-12-29 14:49:26.000000,2022-12-29 07:17:38,36066,387.0,662,135.0,7363.0,721.0,4387.0,5231,cuDF - GPU DataFrame Library.,256.0,31,True,2022-12-08 19:18:51.000,22.12.01,32.0,cudf,,,,,6.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,6.0,2125.0,2125.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
235,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2022-12-23 13:59:36.000000,2022-12-13 17:50:44,1028,18.0,328,82.0,470.0,52.0,408.0,4914,A scikit-learn compatible neural network library that wraps PyTorch.,52.0,31,True,2022-11-18 12:42:50.000,0.12.1,16.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",672.0,631.0,https://pypi.org/project/skorch,2021-10-31 15:48:51.000,41.0,110373.0,123826.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,686142.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
236,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-11-07 08:29:46.000000,2022-01-27 13:24:16,139,,1006,153.0,111.0,150.0,78.0,4264,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,30778.0,29997.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,781.0,314934.0,317722.0,https://anaconda.org/conda-forge/imutils,2022-11-06 01:39:14.437,117123.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
237,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-12-23 23:13:47.000000,2022-12-11 00:17:11,408,10.0,574,82.0,200.0,74.0,368.0,3046,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,31,True,2022-12-11 00:50:00.539,0.6.2,44.0,implicit,conda-forge/implicit,,,,782.0,750.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,154520.0,161979.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,438938.0,,,,,1.0,,227.0,,,,,,,,,,,,,,,,,,
238,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-12-29 12:03:01.000000,2022-12-28 14:18:29,1990,112.0,184,35.0,1671.0,201.0,575.0,2950,Aim easy-to-use and performant open-source ML experiment tracker.,48.0,31,True,2022-12-23 10:51:41.000,3.15.2,490.0,aim,conda-forge/aim,,,,135.0,130.0,https://pypi.org/project/aim,2022-07-07 00:13:43.000,5.0,30699.0,31856.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,19673.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2022-12-29 00:48:11.000000,2022-12-28 16:35:17,434,6.0,710,116.0,98.0,57.0,347.0,2674,"Hidden Markov Models in Python, with scikit-learn like API.",41.0,31,True,2022-09-26 20:05:34.581,0.2.8,11.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1642.0,1514.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,128.0,99311.0,102470.0,https://anaconda.org/conda-forge/hmmlearn,2022-11-05 09:38:21.083,154806.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2022-09-28 13:22:48.042000,2022-09-28 08:43:58,311,,309,63.0,65.0,11.0,110.0,2608,A Python Perceptual Image Hashing Module.,23.0,31,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,7194.0,6859.0,https://pypi.org/project/ImageHash,2021-07-15 12:35:01.000,335.0,1109017.0,1112686.0,https://anaconda.org/conda-forge/imagehash,2022-09-28 13:22:48.042,267840.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
241,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-12-25 20:52:27.000000,2022-12-25 20:52:27,843,3.0,519,100.0,1043.0,260.0,296.0,2457,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",84.0,31,True,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,,,['mxnet'],1067.0,1045.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,611787.0,611787.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-12-29 02:52:11.000000,2022-12-28 19:22:57,517,94.0,291,48.0,86.0,35.0,103.0,2359,A python library for decision tree visualization and model interpretation.,21.0,31,True,2022-12-27 20:10:01.336,2.0.0,33.0,dtreeviz,conda-forge/dtreeviz,,,,581.0,567.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,66163.0,67411.0,https://anaconda.org/conda-forge/dtreeviz,2022-12-28 06:40:23.775,31210.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
243,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-12-22 11:12:01.000000,2022-12-22 11:11:54,831,22.0,192,37.0,377.0,95.0,151.0,2293,JAX-based neural network library.,68.0,31,True,2022-11-16 12:15:37.678,0.0.9,11.0,dm-haiku,conda-forge/dm-haiku,,,,725.0,683.0,https://pypi.org/project/dm-haiku,2022-07-04 18:49:30.000,42.0,112727.0,113099.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,8192.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
244,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-12-15 20:52:37.000000,2021-03-24 13:03:31,240,,333,57.0,69.0,94.0,78.0,1672,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,31,False,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],4470.0,4326.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,144.0,695302.0,696337.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,55928.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2022-12-28 17:15:40.000000,2022-12-26 00:18:37,3018,239.0,431,53.0,2720.0,274.0,658.0,1627,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,127.0,31,True,2022-12-19 22:11:00.854,0.28.0,43.0,pennylane,conda-forge/pennylane,,,,34.0,,https://pypi.org/project/pennylane,2022-06-20 21:12:41.000,34.0,15858.0,16362.0,https://anaconda.org/conda-forge/pennylane,2022-05-01 12:38:58.341,6542.0,,,,,2.0,,62.0,,,,,,,,,,,,,,,,,,
246,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-08-17 17:00:40.000000,2018-10-12 15:53:05,1251,,267,51.0,153.0,99.0,217.0,1504,Python Geocoder.,73.0,31,False,2018-04-04 12:34:51.000,1.38.1,110.0,geocoder,conda-forge/geocoder,,,,6413.0,5921.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000,492.0,434398.0,436034.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,114538.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,geocoder
247,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2022-12-19 21:36:58.000000,2022-12-19 21:36:51,342,11.0,221,48.0,280.0,177.0,158.0,1495,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,40.0,31,True,2022-09-29 22:06:02.468,0.7.2,15.0,tensorflow-recommenders,,,,['tensorflow'],164.0,163.0,https://pypi.org/project/tensorflow-recommenders,2021-08-23 23:29:59.000,1.0,636052.0,636052.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
248,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-12-19 04:59:25.000000,2022-12-19 04:59:20,786,9.0,299,125.0,723.0,189.0,156.0,1350,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",74.0,31,True,2022-07-21 14:40:44.572,0.7.3,27.0,tensorflow-model-optimization,,,,['tensorflow'],2394.0,2373.0,https://pypi.org/project/tensorflow-model-optimization,2022-03-18 16:49:50.000,21.0,139462.0,139462.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
