,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url
190,Blaze,blaze/blaze,,data-containers,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22.000000,2020-02-01 19:33:09.000000,2019-08-15 21:14:59.000000,373,262.0,500.0,2958,7496.0,NumPy and Pandas interface to Big Data.,64.0,28,False,2016-07-19 20:40:03.000000,0.11.0,14.0,blaze,conda-forge/blaze,,,,9324.0,7702.0,https://pypi.org/project/blaze,2016-05-06 21:19:21.000000,1622.0,12927.0,17088.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685000,191442.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
191,missingno,ResidentMario/missingno,,data-viz,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000000,2021-04-27 16:05:07.000000,2021-04-27 16:05:07.000000,354,19.0,89.0,2785,171.0,Missing data visualization module for Python.,16.0,28,True,2019-07-09 16:05:14.000000,0.4.2,22.0,missingno,conda-forge/missingno,,,,4078.0,3926.0,https://pypi.org/project/missingno,2019-07-09 16:05:14.000000,152.0,349353.0,351396.0,https://anaconda.org/conda-forge/missingno,2020-02-15 10:07:41.253000,96044.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
192,phonenumbers,daviddrysdale/python-phonenumbers,,nlp,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2021-05-31 03:55:17.247000,2021-05-27 14:51:51.000000,343,3.0,120.0,2726,,Python port of Google's libphonenumber.,22.0,28,True,2021-05-27 15:31:27.000000,8.12.24,175.0,phonenumbers,conda-forge/phonenumbers,,,,2280.0,,https://pypi.org/project/phonenumbers,2021-05-27 15:31:27.000000,2280.0,1796025.0,1803085.0,https://anaconda.org/conda-forge/phonenumbers,2021-05-31 03:55:17.247000,423641.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
193,plotnine,has2k1/plotnine,,data-viz,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000000,2021-05-24 08:49:08.000000,2021-05-24 08:44:04.000000,138,61.0,372.0,2697,1698.0,A grammar of graphics for Python.,85.0,28,False,2021-03-25 12:57:10.000000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,,2249.0,1995.0,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000000,254.0,169975.0,172202.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423000,109151.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
194,datashader,holoviz/datashader,,data-viz,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000000,2021-05-25 21:55:23.000000,2021-05-25 20:10:22.000000,325,128.0,349.0,2512,1294.0,Quickly and accurately render even the largest data.,43.0,28,True,2021-03-22 15:23:27.000000,0.12.1,23.0,datashader,conda-forge/datashader,,,,773.0,703.0,https://pypi.org/project/datashader,2021-05-25 20:40:14.000000,70.0,44303.0,48599.0,https://anaconda.org/conda-forge/datashader,2021-04-13 11:22:49.633000,184733.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
195,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,,data-containers,https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20.000000,2021-05-08 08:31:08.000000,2021-05-08 08:05:59.000000,393,25.0,125.0,2429,287.0,Pandas integration with sklearn.,37.0,28,False,2021-05-08 08:32:08.000000,2.1.0,27.0,sklearn-pandas,,,,"['sklearn', 'pandas']",2556.0,2334.0,https://pypi.org/project/sklearn-pandas,2021-05-08 08:14:28.000000,222.0,192844.0,192844.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
196,ImageHash,JohannesBuchner/imagehash,,image,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2021-03-25 13:32:22.000000,2021-01-03 14:55:15.000000,260,22.0,76.0,1971,184.0,A Python Perceptual Image Hashing Module.,17.0,28,True,2021-03-25 13:49:48.000000,4.1.0,17.0,ImageHash,conda-forge/imagehash,,,,3231.0,2699.0,https://pypi.org/project/ImageHash,2020-11-19 14:54:24.000000,532.0,758321.0,760558.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:49.964000,123087.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
197,TF-Agents,tensorflow/agents,,reinforcement-learning,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000000,2021-06-02 09:52:52.000000,2021-06-01 20:27:33.000000,516,106.0,357.0,1912,1773.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",97.0,28,True,2021-05-16 23:41:49.000000,0.8.0,22.0,tf-agents,,,,['tensorflow'],490.0,478.0,https://pypi.org/project/tf-agents,2021-05-16 23:41:49.000000,12.0,28092.0,28092.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
198,filterpy,rlabbe/filterpy,,probabilistics,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000000,2021-05-04 18:33:52.000000,2021-05-04 18:33:52.000000,430,33.0,151.0,1819,542.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",36.0,28,True,2018-10-10 22:38:24.000000,1.4.5,48.0,filterpy,conda-forge/filterpy,,,,1085.0,873.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000000,212.0,435962.0,437254.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073000,62063.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
199,Mesh,tensorflow/mesh,,distributed-ml,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000000,2021-05-27 18:58:07.000000,2021-05-26 17:51:23.000000,166,79.0,13.0,1036,611.0,Mesh TensorFlow: Model Parallelism Made Easier.,42.0,28,True,2021-03-24 19:03:46.000000,0.1.19,25.0,mesh-tensorflow,,,,['tensorflow'],595.0,539.0,https://pypi.org/project/mesh-tensorflow,2021-03-24 19:03:46.000000,56.0,611166.0,611166.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
200,PyTables,PyTables/PyTables,,data-containers,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000000,2021-03-26 00:08:03.000000,2021-03-20 09:04:48.000000,204,168.0,450.0,1026,3954.0,A Python package to manage extremely large amounts of data.,98.0,28,True,2019-10-30 19:33:37.000000,3.6.1,25.0,tables,conda-forge/pytables,,,,3754.0,,https://pypi.org/project/tables,2019-10-30 19:33:37.000000,3754.0,710949.0,756818.0,https://anaconda.org/conda-forge/pytables,2021-01-14 18:41:06.536000,2660299.0,,,,,2.0,136.0,,,,,,,,,,,,,,,,,,,,,
201,Keras-Preprocessing,keras-team/keras-preprocessing,,others,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000000,2021-02-04 19:43:30.000000,2021-02-04 19:43:30.000000,420,93.0,100.0,954,284.0,"Utilities for working with image data, text data, and sequence data.",50.0,28,True,2020-05-14 03:53:47.000000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],2736.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000000,2736.0,6210449.0,6236745.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923000,946687.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
202,igraph,igraph/python-igraph,,graph,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000000,2021-06-02 19:39:01.000000,2021-06-02 19:39:01.000000,191,26.0,286.0,827,1734.0,Python interface for igraph.,51.0,28,False,2021-05-31 19:33:26.000000,0.9.4,21.0,python-igraph,conda-forge/igraph,,,,2103.0,1679.0,https://pypi.org/project/python-igraph,2021-05-31 19:33:11.000000,424.0,97487.0,104505.0,https://anaconda.org/conda-forge/igraph,2021-04-15 13:28:46.335000,222478.0,,,,,1.0,152334.0,,,,,,,,,,,,,,,,,,,,,
203,patsy,pydata/patsy,,probabilistics,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000000,2021-05-04 21:33:59.000000,2018-10-31 21:55:48.000000,85,78.0,53.0,754,517.0,Describing statistical models in Python using symbolic formulas.,13.0,28,False,2018-10-28 05:07:55.000000,0.5.1,8.0,patsy,conda-forge/patsy,,,,40285.0,35361.0,https://pypi.org/project/patsy,2018-10-28 03:59:51.000000,4924.0,2762402.0,2815423.0,https://anaconda.org/conda-forge/patsy,2018-10-28 05:21:35.412000,3075264.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
204,NIPYPE,nipy/nipype,,medical-data,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2021-06-02 13:05:45.000000,2021-06-02 13:00:06.000000,456,337.0,881.0,566,14156.0,Workflows and interfaces for neuroimaging packages.,218.0,28,True,2020-11-28 17:23:30.000000,1.6.0,54.0,nipype,conda-forge/nipype,,,,810.0,618.0,https://pypi.org/project/nipype,2020-11-28 17:23:30.000000,192.0,22243.0,29123.0,https://anaconda.org/conda-forge/nipype,2020-11-28 17:44:51.813000,405967.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
205,DIPY,dipy/dipy,,medical-data,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2021-06-01 18:05:00.000000,2021-05-11 15:51:38.000000,313,156.0,612.0,434,11578.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",121.0,28,True,2021-03-14 14:05:15.000000,1.4.0,23.0,dipy,conda-forge/dipy,,,,471.0,377.0,https://pypi.org/project/dipy,2021-05-06 04:40:48.000000,94.0,12358.0,16017.0,https://anaconda.org/conda-forge/dipy,2021-05-06 13:36:55.402000,223219.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
206,Streamlit,streamlit/streamlit,,others,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000000,2021-06-03 06:36:30.000000,2021-06-02 20:41:06.000000,1262,516.0,1263.0,14721,,Streamlit The fastest way to build data apps in Python.,105.0,27,True,2021-05-13 23:02:22.000000,0.82.0,131.0,streamlit,,,,,118.0,84.0,https://pypi.org/project/streamlit,2021-05-13 23:01:55.000000,34.0,304591.0,304591.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
207,NNI,microsoft/nni,,hyperopt,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000000,2021-06-03 12:50:16.000000,2021-06-03 08:14:11.000000,1328,283.0,976.0,9717,2124.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",135.0,27,True,2021-04-26 03:15:25.000000,2.2,40.0,nni,,,,,134.0,118.0,https://pypi.org/project/nni,2021-04-26 01:05:08.000000,16.0,5340.0,5340.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
208,InsightFace,deepinsight/insightface,,image,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000000,2021-06-01 08:31:40.000000,2021-06-01 08:31:40.000000,3153,776.0,722.0,9299,1585.0,Face Analysis Project on MXNet and PyTorch.,20.0,27,True,2021-05-16 02:42:58.000000,0.2.1,8.0,insightface,,,,['mxnet'],72.0,70.0,https://pypi.org/project/insightface,2021-05-16 02:42:58.000000,2.0,5062.0,5062.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
209,pretrainedmodels,Cadene/pretrained-models.pytorch,,pytorch-utils,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000000,2020-06-08 16:06:59.000000,2020-04-16 08:02:22.000000,1686,90.0,88.0,7995,154.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,27,False,2018-10-29 08:18:45.000000,0.7.4,16.0,pretrainedmodels,,,,['pytorch'],1153.0,1049.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000000,104.0,58075.0,58075.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
210,dgl,dmlc/dgl,,graph,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000000,2021-06-03 10:53:10.000000,2021-06-03 10:50:18.000000,1554,267.0,810.0,7394,1737.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",134.0,27,True,2021-04-08 03:22:48.000000,0.6.1,438.0,dgl,,,,,30.0,,https://pypi.org/project/dgl,2021-05-27 13:25:52.000000,30.0,40475.0,40475.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
211,ParlAI,facebookresearch/ParlAI,,nlp,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000000,2021-06-02 23:04:07.000000,2021-06-02 18:35:07.000000,1475,98.0,905.0,7223,3760.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,150.0,27,True,2021-04-23 13:45:44.000000,1.2.0,16.0,parlai,,,,['pytorch'],25.0,25.0,https://pypi.org/project/parlai,2021-04-23 13:41:57.000000,0.0,2014.0,2014.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
212,TensorLayer,tensorlayer/tensorlayer,,reinforcement-learning,https://github.com/tensorlayer/tensorlayer,https://github.com/tensorlayer/tensorlayer,Apache-2.0,2016-06-07 15:55:16.000000,2021-05-13 04:29:18.000000,2021-03-17 01:32:00.000000,1473,20.0,433.0,6597,3346.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,131.0,27,True,2021-01-06 07:16:21.000000,2.2.4,82.0,tensorlayer,,,,['tensorflow'],68.0,,https://pypi.org/project/tensorlayer,2020-06-19 00:53:37.000000,68.0,3238.0,3260.0,,,,,,,,2.0,1257.0,,,,,,,,,,,,,,,,,,,,,
213,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,,pytorch-utils,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000000,2021-05-25 07:07:22.000000,2021-04-15 15:16:36.000000,1190,117.0,131.0,6061,162.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,True,2021-04-15 15:17:23.000000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],14.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000000,14.0,74103.0,110722.0,,,,,,,,1.0,549285.0,,,,,,,,,,,,,,,,,,,,,
214,tsfresh,blue-yonder/tsfresh,,time-series-data,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000000,2021-06-02 18:03:55.000000,2021-05-02 05:43:02.000000,885,38.0,425.0,5675,398.0,Automatic extraction of relevant features from time series:.,76.0,27,True,2021-03-06 08:49:53.000000,0.18.0,26.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],66.0,,https://pypi.org/project/tsfresh,2020-09-09 21:08:22.000000,66.0,137512.0,138303.0,https://anaconda.org/conda-forge/tsfresh,2021-03-07 06:57:04.012000,34028.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
215,Datasette,simonw/datasette,,others,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000000,2021-06-03 04:45:22.000000,2021-06-03 04:45:03.000000,292,252.0,806.0,5137,1654.0,An open source multi-tool for exploring and publishing data.,52.0,27,True,2021-03-29 00:43:36.000000,0.56,94.0,datasette,,,,,494.0,424.0,https://pypi.org/project/datasette,2021-05-27 17:05:10.000000,70.0,38099.0,38099.0,,,,,,,,2.0,31.0,,,,,,,,,datasette,,,,,,,,,,,,
216,CleverHans,cleverhans-lab/cleverhans,,adversarial,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000000,2021-05-31 01:26:50.000000,2021-04-20 08:51:08.000000,1278,25.0,418.0,5125,3194.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",123.0,27,True,2021-04-28 13:26:45.000000,3.1.0,7.0,cleverhans,,,,['tensorflow'],239.0,223.0,https://pypi.org/project/cleverhans,2021-04-28 13:26:45.000000,16.0,869.0,869.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
217,Metaflow,Netflix/metaflow,,ml-experiments,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000000,2021-06-03 06:50:03.000000,2021-05-31 22:57:51.000000,373,154.0,159.0,4398,244.0,Build and manage real-life data science projects with ease.,33.0,27,True,2021-05-27 19:13:26.000000,2.3.0,24.0,metaflow,conda-forge/metaflow,,,,151.0,149.0,https://pypi.org/project/metaflow,2021-05-27 20:01:24.000000,2.0,94720.0,95653.0,https://anaconda.org/conda-forge/metaflow,2021-05-27 21:01:50.005000,16801.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
218,OCRmyPDF,jbarlow83/OCRmyPDF,,ocr,https://github.com/jbarlow83/OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000000,2021-05-27 22:53:19.000000,2021-05-27 20:53:33.000000,452,94.0,615.0,4295,2957.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",53.0,27,True,2021-05-27 22:53:19.000000,12.0.3,173.0,ocrmypdf,,,,,170.0,158.0,https://pypi.org/project/ocrmypdf,2021-05-27 22:53:19.000000,12.0,17604.0,17604.0,,,,,,,,2.0,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,,
219,skorch,skorch-dev/skorch,,ml-frameworks,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000000,2021-05-30 21:21:48.000000,2021-05-30 21:21:47.000000,283,45.0,339.0,3972,956.0,A scikit-learn compatible neural network library that wraps PyTorch.,41.0,27,True,2021-03-23 15:34:51.000000,0.10.0,13.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",359.0,333.0,https://pypi.org/project/skorch,2021-03-23 15:32:29.000000,26.0,19488.0,27654.0,https://anaconda.org/conda-forge/skorch,2021-03-24 00:24:03.810000,269510.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
220,pyAudioAnalysis,tyiannak/pyAudioAnalysis,,audio,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000000,2021-05-31 12:51:43.000000,2021-05-31 12:51:43.000000,994,170.0,108.0,3940,688.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",25.0,27,True,2021-05-13 14:14:02.000000,0.3.7,16.0,pyAudioAnalysis,,,,,235.0,213.0,https://pypi.org/project/pyAudioAnalysis,2021-05-13 14:14:02.000000,22.0,16111.0,16111.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
221,espnet,espnet/espnet,,audio,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000000,2021-06-03 09:28:01.000000,2021-06-02 05:56:23.000000,1206,195.0,1161.0,3822,11316.0,End-to-End Speech Processing Toolkit.,155.0,27,True,2021-05-29 06:31:04.000000,.0.9.10,35.0,espnet,,,,,10.0,10.0,https://pypi.org/project/espnet,2021-05-29 06:31:27.000000,0.0,3461.0,3462.0,,,,,,,,2.0,61.0,,,,,,,,,,,,,,,,,,,,,
222,InterpretML,interpretml/interpret,,interpretability,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000000,2021-06-01 22:49:47.000000,2021-06-01 22:49:47.000000,466,73.0,131.0,3797,1488.0,Fit interpretable models. Explain blackbox machine learning.,26.0,27,True,2021-01-20 02:12:33.000000,0.2.4,34.0,interpret,,,,['jupyter'],84.0,82.0,https://pypi.org/project/interpret,2021-01-20 02:10:35.000000,2.0,13931.0,13931.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
223,Perspective,finos/perspective,,data-viz,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000000,2021-06-02 16:07:30.000000,2021-06-01 18:17:20.000000,371,68.0,353.0,3390,4506.0,Streaming pivot visualization via WebAssembly.,64.0,27,True,2021-05-28 21:15:57.000000,0.8.3,46.0,perspective-python,,,,['jupyter'],199.0,191.0,https://pypi.org/project/perspective-python,2021-05-28 21:15:57.000000,8.0,1925.0,3970.0,,,,,,,,2.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-05-12 05:26:10.640000,,2045.0,,,,,,,,,,,,,,
224,dyNET,clab/dynet,,ml-frameworks,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000000,2021-03-18 20:24:39.000000,2021-01-27 15:43:03.000000,703,259.0,661.0,3225,3267.0,DyNet: The Dynamic Neural Network Toolkit.,156.0,27,True,2020-10-21 14:31:01.000000,2.1.2,24.0,dyNET,,,,,219.0,181.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000000,38.0,20509.0,20563.0,,,,,,,,3.0,3053.0,,,,,,,,,,,,,,,,,,,,,
225,DeepChem,deepchem/deepchem,,others,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000000,2021-06-03 14:46:33.000000,2021-05-20 03:47:19.000000,983,369.0,890.0,2962,6474.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",160.0,27,True,2021-03-18 03:10:52.000000,2.5.0,259.0,deepchem,,,,['tensorflow'],45.0,41.0,https://pypi.org/project/deepchem,2021-05-20 03:49:17.000000,4.0,3335.0,3335.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
226,pomegranate,jmschrei/pomegranate,,probabilistics,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000000,2021-05-04 19:09:20.000000,2021-05-04 19:09:16.000000,486,52.0,561.0,2683,897.0,"Fast, flexible and easy to use probabilistic modelling in Python.",62.0,27,True,2021-03-29 16:51:20.000000,0.14.4,65.0,pomegranate,conda-forge/pomegranate,,,,515.0,459.0,https://pypi.org/project/pomegranate,2021-03-29 16:51:20.000000,56.0,42019.0,44600.0,https://anaconda.org/conda-forge/pomegranate,2020-11-01 16:22:04.857000,59365.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
227,Catalyst,catalyst-team/catalyst,,ml-experiments,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000000,2021-05-31 17:14:45.000000,2021-05-31 06:25:12.000000,313,15.0,291.0,2586,1545.0,Accelerated deep learning R&D.,90.0,27,True,2021-05-31 06:23:16.000000,21.05,95.0,catalyst,,,,['pytorch'],391.0,353.0,https://pypi.org/project/catalyst,2021-05-31 06:15:40.000000,38.0,9245.0,9245.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
228,Captum,pytorch/captum,,interpretability,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000000,2021-06-02 20:11:01.000000,2021-05-26 17:27:38.000000,245,56.0,178.0,2402,811.0,Model interpretability and understanding for PyTorch.,71.0,27,True,2021-01-23 18:11:12.000000,0.3.1,5.0,captum,,,,['pytorch'],191.0,191.0,https://pypi.org/project/captum,2021-01-22 20:55:47.000000,0.0,23886.0,23886.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
229,eli5,TeamHG-Memex/eli5,,interpretability,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000000,2021-01-25 08:24:59.385000,2020-01-22 07:39:36.000000,296,145.0,110.0,2373,1198.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,27,False,2021-01-23 14:25:24.000000,0.11.0,28.0,eli5,conda-forge/eli5,,,,110.0,,https://pypi.org/project/eli5,2021-01-23 14:25:24.000000,110.0,462927.0,464881.0,https://anaconda.org/conda-forge/eli5,2021-01-25 08:24:59.385000,95768.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
230,implicit,benfred/implicit,,recommender-systems,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000000,2021-05-14 05:51:51.000000,2021-05-08 16:08:26.000000,490,84.0,264.0,2362,309.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,29.0,27,True,2020-09-15 22:01:38.000000,0.4.4,34.0,implicit,conda-forge/implicit,,,,461.0,417.0,https://pypi.org/project/implicit,2020-09-15 22:01:38.000000,44.0,112058.0,118153.0,https://anaconda.org/conda-forge/implicit,2020-11-24 06:44:37.378000,249897.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
231,pygal,Kozea/pygal,,graph,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000000,2021-04-18 11:29:44.000000,2021-03-18 13:12:51.000000,383,164.0,242.0,2355,1014.0,PYthon svg GrAph plotting Library.,70.0,27,False,2017-07-05 09:22:41.000000,2.4.0,74.0,pygal,conda-forge/pygal,,,,1152.0,,https://pypi.org/project/pygal,2020-10-14 13:06:35.000000,1152.0,110688.0,110968.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728000,6726.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
232,Keras Tuner,keras-team/keras-tuner,,hyperopt,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000000,2021-04-08 21:21:19.000000,2021-04-06 21:39:45.000000,283,151.0,156.0,2316,810.0,Hyperparameter tuning for humans.,35.0,27,True,2020-11-20 19:13:23.000000,1.0.2,5.0,keras-tuner,,,,['tensorflow'],618.0,614.0,https://pypi.org/project/keras-tuner,2020-11-20 19:00:59.000000,4.0,369240.0,369240.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
