,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
241,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-10-07 22:35:50.000000,2022-10-07 22:35:45,742,35.0,244,39.0,840.0,95.0,147.0,994,Making text a first-class citizen in TensorFlow.,95.0,31,True,2022-09-08 08:15:31.000,2.10.0,56.0,tensorflow-text,,,,['tensorflow'],2410.0,2327.0,https://pypi.org/project/tensorflow-text,2022-05-18 00:00:29.000,83.0,2061414.0,2061414.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2022-10-09 22:58:02.769000,2022-10-09 20:27:52,544,5.0,101,29.0,53.0,68.0,71.0,857,Describing statistical models in Python using symbolic formulas.,17.0,31,True,2022-10-09 20:34:35.000,0.5.3,10.0,patsy,conda-forge/patsy,,,,60674.0,58008.0,https://pypi.org/project/patsy,2021-09-26 05:26:37.000,2666.0,8031268.0,8111655.0,https://anaconda.org/conda-forge/patsy,2022-10-09 22:58:02.769,5948672.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
243,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-10-11 13:15:12.663000,2022-10-02 03:16:07,1675,117.0,195,21.0,256.0,40.0,250.0,637,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",38.0,31,True,2022-10-02 03:18:02.757,1.4.6,44.0,salib,conda-forge/salib,,,,63.0,,https://pypi.org/project/salib,2022-06-22 01:55:54.000,63.0,176881.0,178209.0,https://anaconda.org/conda-forge/salib,2022-10-11 13:15:12.663,94288.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
244,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-10-13 11:19:13.000000,2022-10-13 08:32:50,756,85.0,136,40.0,710.0,86.0,238.0,558,All the open source things related to the Hugging Face Hub.,74.0,31,True,2022-10-11 07:48:36.000,0.10.1,48.0,huggingface_hub,conda-forge/huggingface_hub,,,,87.0,,https://pypi.org/project/huggingface_hub,2022-06-21 15:21:13.000,87.0,6163369.0,6184941.0,https://anaconda.org/conda-forge/huggingface_hub,2022-10-11 17:15:42.631,431455.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
245,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2022-09-30 05:08:36.000000,2022-09-23 14:06:50,16117,1.0,4377,1278.0,557.0,838.0,2534.0,17238,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",272.0,30,True,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,18.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,18.0,757.0,929.0,,,,,,,,3.0,,13993.0,,,,,,,,,,,,,,,,,,
246,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2022-09-20 23:21:59.000000,2022-09-20 23:21:58,312,13.0,1325,443.0,43.0,88.0,86.0,9917,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,30,True,2022-09-21 20:20:42.649,4.0.6,44.0,dopamine-rl,,,,['tensorflow'],37.0,,https://pypi.org/project/dopamine-rl,2022-05-20 19:52:03.000,37.0,70177.0,70177.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
247,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-10-04 14:36:53.069000,2022-10-04 06:28:36,3349,87.0,612,128.0,126.0,91.0,809.0,7477,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",74.0,30,True,2022-10-04 08:54:12.510,14.0.1,206.0,ocrmypdf,conda-forge/ocrmypdf,,,,13.0,,https://pypi.org/project/ocrmypdf,2022-07-04 02:37:37.000,13.0,29377.0,30784.0,https://anaconda.org/conda-forge/ocrmypdf,2022-10-04 14:36:53.069,28149.0,,,,,2.0,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,
248,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-09-25 13:44:28.000000,2021-05-08 20:05:36,292,,1943,282.0,73.0,263.0,432.0,7278,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,,,1196.0,1180.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,10075.0,24796.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,4011.0,,,,,2.0,,786992.0,,,,,,,,,,,,,,,,,,
249,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2022-10-12 22:08:14.000000,2022-10-09 23:28:45,2521,75.0,1436,161.0,237.0,68.0,387.0,6174,FinRL: Financial Reinforcement Learning.,78.0,30,True,2022-07-25 13:29:00.262,0.3.5,7.0,finrl,,,,,17.0,17.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,412.0,412.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
250,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2022-10-11 21:31:46.000000,2022-09-16 15:26:12,2617,2.0,1055,210.0,971.0,54.0,565.0,5876,An open source library for deep learning end-to-end dialog systems and chatbots.,67.0,30,True,2022-09-20 02:50:09.493,0.17.6,53.0,deeppavlov,,,,['tensorflow'],301.0,295.0,https://pypi.org/project/deeppavlov,2022-05-31 12:04:38.000,6.0,10426.0,10426.0,,,,,,,,2.0,,,,,,,,,,,,,deeppavlov/DeepPavlov,,,,,,,
251,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-10-10 00:55:34.000000,2021-09-23 22:14:27,3201,,1374,190.0,781.0,36.0,422.0,5617,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",129.0,30,False,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],372.0,361.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,11.0,1619.0,1774.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,4364.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
252,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-10-09 15:08:43.768000,2022-10-07 04:54:11,5355,82.0,528,107.0,1326.0,96.0,474.0,4888,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",72.0,30,True,2022-10-08 20:00:35.346,1.7.1,89.0,perspective-python,conda-forge/perspective,,,['jupyter'],13.0,4.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,3504.0,10799.0,https://anaconda.org/conda-forge/perspective,2022-10-09 15:08:43.768,168663.0,,,,,2.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-10-07 04:54:41.692,,1272.0,,,,,,,,,,,,
253,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2022-10-13 11:44:11.000000,2022-10-13 11:44:11,863,62.0,515,39.0,607.0,180.0,501.0,4757,A python library for easy manipulation and forecasting of time series.,67.0,30,True,2022-10-04 20:50:07.974,0.22.0,32.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,111.0,108.0,https://pypi.org/project/u8darts,2022-06-22 08:12:22.000,3.0,7584.0,8626.0,https://anaconda.org/conda-forge/u8darts-all,2022-10-05 11:37:19.911,15530.0,https://hub.docker.com/r/unit8/darts,2022-10-04 21:57:32.356390,,360.0,2.0,,,,,,,,,,,,,,,,,,,,
254,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2022-10-13 13:39:58.000000,2022-10-13 13:35:56,1018,25.0,322,79.0,457.0,51.0,405.0,4745,A scikit-learn compatible neural network library that wraps PyTorch.,51.0,30,True,2022-10-07 09:48:21.000,0.12.0,15.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",622.0,581.0,https://pypi.org/project/skorch,2021-10-31 15:48:51.000,41.0,34620.0,47647.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,638369.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
255,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-10-10 06:00:53.000000,2022-10-10 06:00:53,846,19.0,1005,92.0,45.0,4.0,525.0,4718,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",27.0,30,True,2022-05-10 19:13:23.000,0.0.75,74.0,deepface,,,,,819.0,816.0,https://pypi.org/project/deepface,2022-05-10 19:13:23.000,3.0,29046.0,29046.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
256,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2022-09-27 11:28:21.000000,2020-07-15 13:46:58,1184,,1477,305.0,291.0,148.0,265.0,4653,Portfolio and risk analytics in Python.,56.0,30,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,494.0,462.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,32.0,6834.0,7008.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,9754.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
257,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-09-01 17:46:58.000000,2022-08-10 14:37:11,240,12.0,735,125.0,35.0,40.0,137.0,4259,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,30,True,2022-04-22 15:21:47.000,0.2.3,7.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],385.0,365.0,https://pypi.org/project/torchdiffeq,2022-04-22 15:21:47.000,20.0,539111.0,539373.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,7611.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
258,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2022-10-13 10:52:57.000000,2022-10-12 21:32:27,568,59.0,341,102.0,445.0,115.0,181.0,4100,Development repository for the Triton language and compiler.,60.0,30,True,2021-10-15 01:19:15.000,1.1.1,171.0,triton,,,,,138.0,135.0,https://pypi.org/project/triton,2022-07-04 00:16:30.000,3.0,143966.0,143966.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
259,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-09-09 06:01:06.000000,2022-09-09 06:01:05,1324,4.0,350,70.0,347.0,90.0,453.0,3917,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",100.0,30,True,2022-03-28 13:51:55.000,0.8.3,27.0,sacred,conda-forge/sacred,,,,1704.0,1602.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,39389.0,39528.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,1536.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
260,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2022-08-22 23:53:21.096000,2022-08-21 12:54:36,895,12.0,524,103.0,607.0,85.0,593.0,3761,Visual analysis and diagnostic tools to facilitate machine learning model selection.,109.0,30,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],67.0,,https://pypi.org/project/yellowbrick,2022-02-19 22:41:36.000,67.0,1060926.0,1062499.0,https://anaconda.org/conda-forge/yellowbrick,2022-08-22 23:53:21.096,40915.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
261,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-09-27 20:33:57.000000,2022-09-27 20:33:50,625,15.0,300,67.0,220.0,45.0,434.0,3666,Visualizer for pandas data structures.,28.0,30,True,2022-09-09 14:55:58.000,2.8.1,151.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",523.0,511.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,125859.0,130868.0,https://anaconda.org/conda-forge/dtale,2022-09-09 15:21:16.023,160318.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
262,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2022-10-08 22:41:53.000000,2022-09-20 20:53:34,489,14.0,547,74.0,242.0,58.0,230.0,3511,Uplift modeling and causal inference with machine learning algorithms.,46.0,30,True,2022-09-02 21:17:27.000,0.13.0,19.0,causalml,,,,,54.0,53.0,https://pypi.org/project/causalml,2022-03-14 23:38:27.000,1.0,76781.0,76781.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
263,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-10-13 11:34:37.000000,2022-10-13 09:21:44,966,28.0,371,212.0,651.0,128.0,291.0,3489,Model interpretability and understanding for PyTorch.,91.0,30,True,2022-03-04 00:37:56.000,0.5.0,8.0,captum,conda-forge/captum,,,['pytorch'],749.0,726.0,https://pypi.org/project/captum,2022-03-03 23:07:53.000,23.0,53013.0,53372.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,3591.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
264,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-08-14 17:11:48.000000,2022-08-14 17:11:42,3272,1.0,703,186.0,732.0,260.0,665.0,3318,DyNet: The Dynamic Neural Network Toolkit.,160.0,30,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,253.0,225.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,28.0,17628.0,17729.0,,,,,,,,3.0,,7298.0,,,,,,,,,,,,,,,,,,
265,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2022-08-23 20:22:42.529000,2022-08-23 15:59:41,615,3.0,740,144.0,106.0,118.0,98.0,3285,Technical Analysis Library using Pandas and Numpy.,29.0,30,True,2022-08-23 16:03:04.047,0.10.2,54.0,ta,conda-forge/ta,,,,1488.0,1454.0,https://pypi.org/project/ta,2022-04-16 10:24:20.000,34.0,75577.0,75967.0,https://anaconda.org/conda-forge/ta,2022-08-23 20:22:42.529,7813.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
266,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-09-18 19:00:35.403000,2022-09-18 07:45:53,376,35.0,235,61.0,45.0,11.0,,2966,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",13.0,30,True,2022-09-18 07:47:16.000,4.5.0,25.0,textdistance,conda-forge/textdistance,,,,2903.0,2860.0,https://pypi.org/project/textdistance,2022-06-29 12:31:21.000,43.0,742193.0,746535.0,https://anaconda.org/conda-forge/textdistance,2022-09-18 19:00:35.403,229374.0,,,,,2.0,,842.0,,,,,,,,,,,,,,,,,,
267,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2022-10-13 03:53:49.000000,2022-10-07 09:59:31,952,57.0,331,50.0,350.0,79.0,232.0,2578,NeuralProphet: A simple forecasting package.,30.0,30,True,2022-03-22 02:55:21.000,0.3.2,12.0,neuralprophet,,,,['pytorch'],129.0,129.0,https://pypi.org/project/neuralprophet,2022-03-22 02:55:21.000,,85438.0,85438.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
268,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2022-10-12 13:53:49.000000,2022-10-12 13:53:45,3169,69.0,320,161.0,1041.0,37.0,49.0,2566,Neural Network Libraries.,68.0,30,True,2022-10-11 00:19:32.000,1.31.0,68.0,nnabla,,,,,51.0,,https://pypi.org/project/nnabla,2022-06-19 12:00:18.000,51.0,3907.0,3915.0,,,,,,,,3.0,,535.0,,,,,,,,,,,,,,,,,,
269,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-08-30 14:53:09.000000,2021-08-24 19:11:38,840,,519,99.0,1041.0,260.0,296.0,2447,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,30,False,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,,,['mxnet'],979.0,957.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,142317.0,142317.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
270,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2022-09-22 16:35:34.000000,2022-08-22 18:21:12,586,2.0,526,73.0,72.0,55.0,157.0,2426,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,30,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,1818.0,1686.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000,132.0,1191076.0,1193504.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073,155422.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
271,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-10-10 19:57:24.000000,2022-10-10 19:57:14,1541,100.0,374,31.0,630.0,262.0,254.0,2330,Time series forecasting with PyTorch.,33.0,30,True,2022-09-07 11:54:32.000,0.10.3,33.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,4.0,,https://pypi.org/project/pytorch-forecasting,2022-05-23 11:53:35.000,4.0,120708.0,121877.0,https://anaconda.org/conda-forge/pytorch-forecasting,2022-05-23 16:56:34.706,29231.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
272,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-10-11 06:49:17.000000,2022-10-11 06:49:17,2710,26.0,915,116.0,408.0,55.0,284.0,2279,IPython Parallel: Interactive Parallel Computing in Python.,112.0,30,False,2022-06-20 10:37:35.000,8.4.1,41.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],287.0,,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,174895.0,183860.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,699336.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
273,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-10-11 19:34:00.000000,2022-10-04 14:51:08,1587,3.0,303,59.0,143.0,102.0,186.0,2264,A machine learning toolkit dedicated to time-series data.,40.0,30,True,2021-08-16 07:09:52.000,0.5.2,94.0,tslearn,conda-forge/tslearn,,,['sklearn'],613.0,594.0,https://pypi.org/project/tslearn,2021-08-16 07:29:50.000,19.0,128891.0,134799.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,324960.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
274,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-09-28 16:29:29.000000,2022-09-28 16:29:27,423,23.0,280,48.0,67.0,28.0,102.0,2241,A python library for decision tree visualization and model interpretation.,21.0,30,True,2022-07-08 19:37:21.000,1.3.7,30.0,dtreeviz,conda-forge/dtreeviz,,,,506.0,492.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,137755.0,138804.0,https://anaconda.org/conda-forge/dtreeviz,2022-07-07 22:50:51.782,24143.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
275,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2022-10-07 18:03:28.000000,2022-09-30 08:01:24,2841,8.0,654,78.0,787.0,225.0,583.0,2178,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",110.0,30,True,2022-09-30 09:11:37.000,0.1.20,19.0,pgmpy,,,,,436.0,425.0,https://pypi.org/project/pgmpy,2022-06-30 09:26:19.000,11.0,55155.0,55161.0,,,,,,,,3.0,,168.0,,,,,,,,,,,,,,,,,,
276,TextAttack,QData/TextAttack,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000,2022-10-03 13:52:38.000000,2022-09-23 22:25:02,2558,16.0,261,29.0,474.0,21.0,201.0,2105,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP..",54.0,30,True,2022-08-14 16:26:58.000,0.3.7,44.0,textattack,conda-forge/textattack,,,,104.0,97.0,https://pypi.org/project/textattack,2022-05-25 19:09:47.000,7.0,10366.0,10530.0,https://anaconda.org/conda-forge/textattack,2021-06-29 21:16:15.345,4108.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
277,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-10-12 16:27:58.000000,2022-09-15 08:46:52,1193,55.0,244,38.0,240.0,19.0,106.0,1992,Shapash makes Machine Learning models transparent and understandable by everyone.,34.0,30,True,2022-09-20 00:28:51.623,2.1.1,24.0,shapash,,,,['jupyter'],86.0,85.0,https://pypi.org/project/shapash,2022-05-09 08:46:05.000,1.0,22556.0,22556.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
278,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2022-10-12 15:07:55.000000,2022-10-12 15:07:55,514,66.0,202,42.0,487.0,124.0,198.0,1801,Algorithms for explaining machine learning models.,18.0,30,True,2022-09-26 10:27:18.000,0.8.0,26.0,alibi,,,,,229.0,205.0,https://pypi.org/project/alibi,2022-05-18 11:32:55.000,24.0,27476.0,27476.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
279,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2022-10-13 15:00:39.000000,2022-10-13 15:00:37,2797,156.0,402,54.0,2366.0,253.0,596.0,1551,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,121.0,30,True,2022-09-26 20:10:11.000,0.26.0-postfix-1,41.0,pennylane,conda-forge/pennylane,,,,34.0,,https://pypi.org/project/pennylane,2022-06-20 21:12:41.000,34.0,18650.0,19126.0,https://anaconda.org/conda-forge/pennylane,2022-05-01 12:38:58.341,5235.0,,,,,2.0,,62.0,,,,,,,,,,,,,,,,,,
280,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-09-28 02:05:52.000000,2022-09-21 15:02:01,628,40.0,337,40.0,40.0,3.0,232.0,1470,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",23.0,30,True,2022-08-20 11:06:28.000,1.3.4,17.0,ogb,conda-forge/ogb,,,,452.0,434.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,18.0,32051.0,32577.0,https://anaconda.org/conda-forge/ogb,2022-08-22 12:34:55.006,13158.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
281,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2022-10-11 09:59:14.000000,2022-10-07 18:33:48,333,19.0,213,48.0,267.0,166.0,148.0,1453,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,39.0,30,True,2022-09-29 22:06:02.468,0.7.2,15.0,tensorflow-recommenders,,,,['tensorflow'],147.0,146.0,https://pypi.org/project/tensorflow-recommenders,2021-08-23 23:29:59.000,1.0,631790.0,631790.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
