,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
116,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2022-08-22 04:06:42.000000,2022-08-22 04:06:41,1325.0,10.0,1371,306.0,824.0,93.0,744.0,8590,AutoML library for deep learning.,136.0,34,True,2022-04-30 05:35:07.000,1.0.19,56.0,autokeras,,['tensorflow'],7303.0,17066.0,362.0,352.0,https://pypi.org/project/autokeras,2022-04-30 05:46:13.000,10.0,16938.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
117,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2021-12-15 14:34:36.304000,2021-10-22 03:17:05,562.0,,1057,270.0,155.0,101.0,155.0,8256,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,34,True,2021-10-22 03:18:24.000,0.17.1,59.0,textblob,conda-forge/textblob,,100.0,873986.0,23794.0,22426.0,https://pypi.org/project/textblob,2021-12-15 14:34:36.304,1368.0,871577.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,173461.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
118,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2022-06-22 05:15:36.000000,2022-06-08 14:21:58,491.0,5.0,866,85.0,237.0,71.0,368.0,7410,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",72.0,34,True,2022-06-05 11:53:54.000,2.5.1,18.0,tensorboardX,conda-forge/tensorboardx,,349.0,1097944.0,22300.0,21412.0,https://pypi.org/project/tensorboardX,2022-06-05 11:53:54.000,888.0,1083813.0,https://anaconda.org/conda-forge/tensorboardx,2022-06-07 21:45:23.917,776963.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
119,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-08-24 16:22:23.000000,2022-08-22 11:54:57,2743.0,116.0,1157,214.0,660.0,112.0,806.0,6453,Automated Machine Learning with scikit-learn.,86.0,34,True,2022-08-18 18:55:56.000,0.14.7,41.0,auto-sklearn,conda-forge/auto-sklearn,['sklearn'],37.0,41109.0,343.0,313.0,https://pypi.org/project/auto-sklearn,2022-05-04 09:41:35.000,30.0,40583.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,8431.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
120,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2022-08-25 15:21:19.000000,2022-08-25 13:38:44,31140.0,243.0,1925,396.0,6231.0,66.0,,5948,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",228.0,34,True,,,134.0,h2o,,,,531219.0,76.0,,https://pypi.org/project/h2o,2022-05-26 16:44:13.000,76.0,531219.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2022-06-29 14:53:21.163000,2022-06-15 10:28:52,1381.0,4.0,830,216.0,209.0,165.0,225.0,5944,Efficiently computes derivatives of numpy code.,52.0,34,True,2017-08-24 17:00:41.000,1.1.13,25.0,autograd,conda-forge/autograd,,,1182791.0,4100.0,3814.0,https://pypi.org/project/autograd,2022-04-08 08:55:43.000,286.0,1179619.0,https://anaconda.org/conda-forge/autograd,2022-06-29 14:53:21.163,228392.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
122,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-05-19 13:05:50.000000,2022-05-06 07:27:35,1528.0,,2091,172.0,673.0,225.0,726.0,5865,Python Data. Leaflet.js Maps.,129.0,34,True,2021-11-19 21:01:43.000,0.12.1.post1,26.0,folium,conda-forge/folium,,,833741.0,18321.0,17659.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,662.0,820087.0,https://anaconda.org/conda-forge/folium,2021-12-03 19:47:05.533,1051374.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-08-19 09:12:07.000000,2022-06-29 08:16:52,30606.0,2.0,1378,289.0,6584.0,10.0,2030.0,5714,A flexible framework of neural networks for deep learning.,319.0,34,True,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,22630.0,3138.0,2737.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,401.0,22314.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,9481.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
124,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-08-25 11:15:43.000000,2022-08-25 11:14:00,3180.0,35.0,820,134.0,546.0,48.0,967.0,5357,Python library for audio and music analysis.,106.0,34,True,2022-06-27 11:26:04.000,0.9.2,35.0,librosa,conda-forge/librosa,,,1214442.0,1237.0,,https://pypi.org/project/librosa,2022-06-27 11:26:04.000,1237.0,1207505.0,https://anaconda.org/conda-forge/librosa,2022-06-27 13:25:19.354,506447.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
125,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2022-08-14 03:28:00.000000,2022-08-11 16:47:31,899.0,3.0,1172,153.0,948.0,60.0,765.0,5292,Gluon CV Toolkit.,117.0,34,True,2022-03-07 23:40:19.000,0.10.5,1485.0,gluoncv,,['mxnet'],,572218.0,901.0,842.0,https://pypi.org/project/gluoncv,2022-07-07 09:00:54.000,59.0,572218.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
126,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-08-24 08:12:44.000000,2022-08-18 16:28:25,6682.0,330.0,851,110.0,757.0,194.0,548.0,4499,A PyTorch-based Speech Toolkit.,172.0,34,True,2022-06-26 20:19:45.000,0.5.12,11.0,speechbrain,,['pytorch'],,15119.0,249.0,246.0,https://pypi.org/project/speechbrain,2022-06-26 20:20:46.000,3.0,15119.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
127,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-08-25 12:27:12.000000,2022-08-25 11:06:29,17717.0,599.0,1029,245.0,4134.0,550.0,982.0,4004,Building Large-Scale AI Applications for Distributed Big Data.,168.0,34,True,2022-03-09 07:47:13.000,2.0.0,317.0,bigdl,,,,4072.0,43.0,38.0,https://pypi.org/project/bigdl,2022-07-07 01:48:22.000,1.0,4072.0,,,,2.0,,,,,,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,,
128,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2022-08-25 10:48:31.000000,2022-08-25 10:48:31,7912.0,296.0,1358,152.0,1601.0,486.0,1016.0,3794,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",201.0,34,True,2022-01-18 21:35:03.000,2.6.1,461.0,deepchem,conda-forge/deepchem,['tensorflow'],,10103.0,126.0,120.0,https://pypi.org/project/deepchem,2022-07-06 16:36:45.000,6.0,9081.0,https://anaconda.org/conda-forge/deepchem,2022-01-19 16:40:21.191,30680.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
129,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2022-08-17 07:43:46.000000,2022-08-07 09:28:49,1090.0,9.0,591,96.0,253.0,37.0,238.0,3712,Geocoding library for Python.,128.0,34,True,2021-07-11 12:18:10.000,2.2.0,58.0,geopy,conda-forge/geopy,,,5047370.0,45286.0,41380.0,https://pypi.org/project/geopy,2021-07-11 12:15:26.000,3906.0,5037187.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605,784144.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
130,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2022-08-23 03:41:16.000000,2022-08-23 03:41:14,1086.0,22.0,1638,139.0,204.0,14.0,638.0,3176,A library for transfer learning by reusing parts of TensorFlow models.,94.0,34,True,2021-04-14 13:17:26.000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,['tensorflow'],,3256334.0,13222.0,12938.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000,284.0,3254995.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779,66973.0,2.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,
131,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-08-25 11:33:57.000000,2022-08-19 15:54:10,1157.0,77.0,737,265.0,1207.0,293.0,449.0,3073,Data loaders and abstractions for text and NLP.,135.0,34,True,2022-08-05 22:18:59.000,0.13.1,22.0,torchtext,,['pytorch'],,263941.0,443.0,,https://pypi.org/project/torchtext,2022-06-28 16:32:54.000,443.0,263941.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
132,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2022-08-25 13:26:43.000000,2022-08-22 10:37:11,865.0,18.0,585,78.0,144.0,45.0,526.0,2940,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",39.0,34,True,2022-06-07 10:10:16.000,66,65.0,opencv-python,,,,5621654.0,9357.0,,https://pypi.org/project/opencv-python,2022-06-08 08:04:54.000,9357.0,5621654.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
133,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2022-08-23 09:32:00.000000,2022-08-22 09:17:01,10361.0,29.0,358,59.0,2551.0,886.0,1945.0,2254,"With Holoviews, your data visualizes itself.",123.0,34,True,2022-07-11 12:41:38.000,1.15.0,97.0,holoviews,conda-forge/holoviews,['jupyter'],,397497.0,218.0,,https://pypi.org/project/holoviews,2022-07-07 12:15:33.000,218.0,385361.0,https://anaconda.org/conda-forge/holoviews,2022-07-07 21:07:13.582,847282.0,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205,,839.0,,,,,,,,,,,,,,,,,,
134,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-08-22 09:58:47.000000,2022-06-02 14:42:09,794.0,23.0,357,39.0,115.0,64.0,186.0,2021,A library of sklearn compatible categorical variable encoders.,52.0,34,True,2022-06-02 14:46:25.000,2.5.0,26.0,category_encoders,conda-forge/category_encoders,['sklearn'],,952175.0,3934.0,3819.0,https://pypi.org/project/category_encoders,2022-06-02 14:46:25.000,115.0,949732.0,https://anaconda.org/conda-forge/category_encoders,2022-06-02 22:08:38.573,178370.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
135,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2022-08-25 11:31:02.000000,2022-08-24 08:27:36,1610.0,156.0,469,69.0,2003.0,170.0,508.0,1819,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",171.0,34,True,2022-08-05 21:15:34.000,0.12.1,22.0,torchaudio,,['pytorch'],,721168.0,161.0,,https://pypi.org/project/torchaudio,2022-06-28 16:31:54.000,161.0,721168.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2022-08-25 09:57:29.000000,2022-08-25 09:56:36,2965.0,240.0,279,30.0,1672.0,283.0,657.0,1412,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,104.0,34,True,2022-08-01 19:01:23.000,0.36.1,63.0,pyvista,conda-forge/pyvista,['jupyter'],656.0,51628.0,1013.0,901.0,https://pypi.org/project/pyvista,2022-06-30 03:26:21.000,112.0,46196.0,https://anaconda.org/conda-forge/pyvista,2022-08-01 19:06:21.044,211445.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
137,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-08-23 15:32:17.000000,2022-08-23 09:30:51,1129.0,59.0,343,61.0,542.0,205.0,316.0,1288,A Jupyter - Leaflet.js bridge.,80.0,34,True,2022-08-23 09:18:02.308,0.17.1,75.0,ipyleaflet,conda-forge/ipyleaflet,['jupyter'],,174931.0,2749.0,2632.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,114.0,113577.0,https://anaconda.org/conda-forge/ipyleaflet,2022-08-23 09:37:45.585,872983.0,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-08-23 09:12:55.873,3.0,49715.0,,,,,,,,,,,,,,,,,,
138,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-08-25 12:55:02.000000,2022-08-17 08:44:37,1409.0,25.0,288,42.0,1338.0,159.0,597.0,1257,Exploratory analysis of Bayesian models with Python.,129.0,34,True,2022-05-13 16:49:58.000,0.12.1,27.0,arviz,conda-forge/arviz,,113.0,756557.0,2791.0,2687.0,https://pypi.org/project/arviz,2022-05-13 16:49:58.000,104.0,735703.0,https://anaconda.org/conda-forge/arviz,2022-07-13 00:49:21.932,813260.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
139,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2022-08-22 16:42:37.000000,2022-08-22 16:42:32,14588.0,34.0,491,51.0,2217.0,383.0,918.0,643,Workflows and interfaces for neuroimaging packages.,237.0,34,True,2022-07-14 15:35:17.000,1.8.3,61.0,nipype,conda-forge/nipype,,,59905.0,1182.0,1025.0,https://pypi.org/project/nipype,2022-06-06 17:40:21.000,157.0,53132.0,https://anaconda.org/conda-forge/nipype,2022-07-14 16:27:14.100,494461.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
140,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2022-08-22 12:31:20.000000,2022-08-20 17:25:29,5186.0,43.0,236,39.0,690.0,141.0,325.0,491,Python package to access a cacophony of neuro-imaging file formats.,94.0,34,True,2022-06-18 17:11:31.000,4.0.1,36.0,nibabel,conda-forge/nibabel,,,235491.0,8909.0,7907.0,https://pypi.org/project/nibabel,2022-06-18 17:11:31.000,1002.0,229251.0,https://anaconda.org/conda-forge/nibabel,2022-06-18 21:54:55.369,468056.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
141,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-08-24 18:44:24.000000,2022-08-24 18:04:47,1389.0,30.0,5914,341.0,508.0,260.0,2863.0,22022,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",214.0,33,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,['pytorch'],,2896.0,715.0,712.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,3.0,,https://anaconda.org/conda-forge/detectron2,2022-04-25 07:03:51.961,78199.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-08-08 16:41:11.000000,2022-08-08 16:41:04,1412.0,4.0,3633,780.0,1119.0,347.0,581.0,17851,Magenta: Music and Art Generation with Machine Intelligence.,153.0,33,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,['tensorflow'],,4091.0,418.0,380.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000,38.0,4091.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
143,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-07-20 11:57:42.000000,2020-10-14 16:36:49,6226.0,,4428,1012.0,1865.0,357.0,652.0,15396,"Zipline, a Pythonic Algorithmic Trading Library.",155.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,3332.0,963.0,878.0,https://pypi.org/project/zipline,2020-07-23 02:19:41.000,85.0,3064.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6185.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
144,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-08-09 19:07:42.000000,2022-08-09 19:07:41,4372.0,1.0,3109,455.0,666.0,581.0,669.0,12543,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,240.0,33,True,2020-06-17 16:15:36.000,1.15.7,79.0,tensor2tensor,,['tensorflow'],,8781.0,1319.0,1226.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000,93.0,8781.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-08-15 13:28:57.000000,2021-07-29 23:17:25,531.0,,1586,274.0,106.0,53.0,529.0,10028,Lime: Explaining the predictions of any machine learning classifier.,61.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,38.0,lime,conda-forge/lime,,,563846.0,2711.0,2604.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,107.0,562191.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538,112564.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
146,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-07-29 17:42:58.000000,2022-07-29 17:42:53,2390.0,14.0,1468,293.0,409.0,253.0,605.0,8708,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,112.0,33,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,['sklearn'],,42857.0,1640.0,1582.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,40529.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,165319.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-08-25 09:42:52.000000,2022-08-24 23:21:00,2810.0,199.0,1000,183.0,1555.0,223.0,624.0,8487,Data-centric declarative deep learning framework.,127.0,33,True,2022-08-02 19:32:04.596,0.5.5,28.0,ludwig,,['tensorflow'],,1809.0,138.0,129.0,https://pypi.org/project/ludwig,2022-06-25 19:51:00.000,9.0,1809.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
148,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2022-08-25 09:56:45.000000,2021-11-19 11:13:47,5439.0,,2459,237.0,1204.0,646.0,3344.0,8160,Open-source simulator for autonomous driving research.,138.0,33,True,2021-11-17 08:28:27.000,0.9.13,24.0,carla,,,,25827.0,236.0,233.0,https://pypi.org/project/carla,2021-11-17 08:28:27.000,3.0,25827.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-08-24 00:11:59.000000,2022-08-24 00:11:45,2062.0,46.0,414,98.0,329.0,371.0,997.0,6375,An open source multi-tool for exploring and publishing data.,67.0,33,True,2022-08-14 17:43:05.000,0.62,120.0,datasette,conda-forge/datasette,,39.0,241436.0,897.0,732.0,https://pypi.org/project/datasette,2022-05-02 21:44:57.000,165.0,240881.0,https://anaconda.org/conda-forge/datasette,2022-08-16 14:22:04.318,8892.0,2.0,,,,,,,,,,,,,,,,datasette,,,,,,,,,,
150,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2022-07-12 10:19:09.000000,2021-11-29 10:21:36,1194.0,,970,127.0,257.0,375.0,235.0,6356,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,33,True,2021-11-17 10:05:44.000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,1803969.0,7860.0,7440.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000,420.0,1793372.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,498060.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
151,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-08-24 21:56:18.000000,2022-08-24 20:48:13,1104.0,81.0,828,157.0,1398.0,159.0,694.0,6310,An open source python library for automated feature engineering.,67.0,33,True,2022-08-18 18:47:20.882,1.13.0,100.0,featuretools,conda-forge/featuretools,,,166807.0,64.0,,https://pypi.org/project/featuretools,2022-07-05 20:18:31.000,64.0,164472.0,https://anaconda.org/conda-forge/featuretools,2022-08-18 19:57:05.971,102763.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2022-08-19 06:37:40.000000,2022-08-17 23:22:03,236.0,31.0,1348,150.0,90.0,26.0,239.0,6214,A Python implementation of global optimization with gaussian processes.,35.0,33,True,2020-05-16 16:03:51.000,1.2.0,8.0,bayesian-optimization,,,96.0,208611.0,1416.0,1325.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000,91.0,208610.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-08-25 12:50:16.000000,2022-08-25 12:50:06,1591.0,12.0,481,101.0,402.0,196.0,456.0,5831,Fast State-of-the-Art Tokenizers optimized for Research and Production.,59.0,33,True,2022-04-13 10:17:35.000,0.12.1,71.0,tokenizers,conda-forge/tokenizers,,,5880820.0,168.0,51.0,https://pypi.org/project/tokenizers,2022-04-13 10:17:35.000,117.0,5867688.0,https://anaconda.org/conda-forge/tokenizers,2022-05-21 19:32:48.700,328305.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
154,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2022-08-24 03:41:03.000000,2022-08-24 03:41:03,449.0,52.0,243,56.0,63.0,39.0,83.0,5500,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",20.0,33,True,2022-03-04 09:32:08.000,0.4.1,7.0,einops,conda-forge/einops,,,988525.0,4123.0,3858.0,https://pypi.org/project/einops,2022-03-04 09:32:08.000,265.0,987821.0,https://anaconda.org/conda-forge/einops,2022-03-04 10:57:10.315,24652.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
155,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2022-08-20 10:30:18.000000,2022-08-08 11:09:11,2218.0,20.0,1002,197.0,199.0,244.0,263.0,4791,Distributed Evolutionary Algorithms in Python.,79.0,33,False,2022-08-07 17:23:02.100,1.3.2,21.0,deap,conda-forge/deap,,,166915.0,3178.0,2836.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000,342.0,164199.0,https://anaconda.org/conda-forge/deap,2022-08-08 17:58:14.179,201029.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-08-16 07:38:27.000000,2022-08-16 07:38:24,497.0,16.0,615,102.0,138.0,18.0,298.0,4379,Python-tesseract is an optical character recognition (OCR) tool for python.,43.0,33,True,2022-08-16 19:20:38.334,0.3.10,27.0,pytesseract,conda-forge/pytesseract,,,678029.0,956.0,,https://pypi.org/project/pytesseract,2022-02-19 22:04:23.000,956.0,663964.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,520411.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
