,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
208,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2022-09-08 06:12:21.943000,2022-09-08 05:13:49,3143.0,56.0,229,47.0,282.0,72.0,241.0,911,"OpenCL integration for Python, plus shiny features.",92.0,32,True,2022-06-22 06:21:51.000,2022.1.6,83.0,pyopencl,conda-forge/pyopencl,,,41713.0,1004.0,813.0,https://pypi.org/project/pyopencl,2022-06-22 06:09:25.000,191.0,32190.0,https://anaconda.org/conda-forge/pyopencl,2022-09-08 06:12:21.943,676138.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
209,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2022-09-08 13:47:35.000000,2022-09-07 19:38:47,16042.0,298.0,93,23.0,3284.0,545.0,3122.0,338,"Keep code, data, containers under control with git and git-annex.",49.0,32,True,2022-09-02 01:44:13.221,0.17.5,92.0,datalad,conda-forge/datalad,,,11992.0,57.0,,https://pypi.org/project/datalad,2022-07-06 22:02:24.000,57.0,7448.0,https://anaconda.org/conda-forge/datalad,2022-09-02 07:37:16.982,245403.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
210,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2022-08-30 09:44:19.000000,2020-03-31 15:55:14,16116.0,,4377,1279.0,555.0,838.0,2533.0,17216,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",271.0,31,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,13990.0,907.0,18.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,18.0,733.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
211,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2022-09-08 12:54:37.000000,2022-09-08 08:34:46,7071.0,1168.0,1047,309.0,1531.0,171.0,1103.0,9939,In-Database Machine Learning.,131.0,31,False,2022-08-30 10:51:19.000,22.8.5.0,100.0,mindsdb,,['pytorch'],,3301.0,4.0,,https://pypi.org/project/mindsdb,2019-03-19 05:07:23.000,4.0,3301.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
212,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-08-23 20:09:04.000000,2022-08-23 20:08:58,850.0,2.0,1281,429.0,71.0,27.0,154.0,9365,TensorFlow-based neural network library.,54.0,31,True,2020-03-27 10:36:19.000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,['tensorflow'],,21998.0,954.0,902.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,52.0,21508.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,16661.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
213,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1770,224.0,46.0,92.0,94.0,8609,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,31,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,['pytorch'],,175905.0,1867.0,1787.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,80.0,175488.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,11267.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
214,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2022-09-08 00:25:27.000000,2022-08-02 12:38:27,400.0,8.0,2043,284.0,107.0,234.0,284.0,6469,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",47.0,31,True,2017-12-05 14:05:14.000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,360407.0,695.0,,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000,695.0,358426.0,https://anaconda.org/conda-forge/speechrecognition,2021-12-13 09:59:53.408,144683.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2022-09-08 06:32:25.000000,2022-09-08 06:32:18,2512.0,289.0,1365,158.0,226.0,51.0,385.0,6028,FinRL: Financial Reinforcement Learning. Please star.,77.0,31,True,2022-07-25 13:29:00.262,0.3.5,7.0,finrl,,,,427.0,17.0,17.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,427.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
216,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-09-08 14:15:06.000000,2022-09-08 14:15:06,2596.0,7.0,2118,167.0,872.0,112.0,1234.0,5694,Open Source Neural Machine Translation in PyTorch.,176.0,31,True,2021-09-14 08:49:23.000,2.2.0,32.0,OpenNMT-py,,['pytorch'],,4622.0,159.0,150.0,https://pypi.org/project/OpenNMT-py,2021-09-14 08:49:23.000,9.0,4622.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
217,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-08-29 12:36:40.229000,2022-08-29 09:48:24,644.0,22.0,944,149.0,84.0,63.0,295.0,5510,A Python scikit for building and analyzing recommender systems.,43.0,31,True,2022-08-29 13:47:49.377,1.1.2,10.0,scikit-surprise,conda-forge/scikit-surprise,,,110959.0,49.0,,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000,49.0,106516.0,https://anaconda.org/conda-forge/scikit-surprise,2022-08-29 12:36:40.229,248832.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
218,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2022-09-08 14:57:49.000000,2022-09-08 13:36:38,1512.0,207.0,844,87.0,1432.0,256.0,1325.0,5306,Haystack is an open source NLP framework that leverages pre-trained Transformer models. It enables developers to..,137.0,31,True,2022-08-26 16:08:08.000,1.8.0,35.0,haystack,,,15.0,859.0,85.0,,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,85.0,859.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-09-08 14:48:33.000000,2022-09-08 14:48:30,35565.0,342.0,636,135.0,6853.0,681.0,4175.0,4976,cuDF - GPU DataFrame Library.,250.0,31,True,2022-08-17 15:15:31.000,22.08.00,26.0,cudf,,,,1659.0,5.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,5.0,1659.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
220,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-09-08 13:57:17.000000,2022-09-08 13:57:17,984.0,42.0,575,68.0,91.0,51.0,328.0,4712,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",29.0,31,True,2022-09-03 19:54:29.000,1.6.0,191.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,['pytorch'],,83654.0,347.0,335.0,https://pypi.org/project/pytorch-metric-learning,2022-06-29 21:11:13.000,12.0,83399.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-09-03 20:08:27.267,8172.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
221,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-08-26 04:12:42.305000,2022-01-27 13:24:16,139.0,,998,151.0,108.0,149.0,77.0,4174,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,344375.0,28309.0,27528.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,781.0,341814.0,https://anaconda.org/conda-forge/imutils,2022-08-26 04:12:42.305,99905.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
222,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-09-06 19:34:51.000000,2022-09-06 05:13:30,1323.0,5.0,346,73.0,347.0,90.0,451.0,3896,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",100.0,31,True,2022-03-28 13:51:55.000,0.8.3,27.0,sacred,conda-forge/sacred,,,64637.0,1654.0,1552.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,64506.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,1319.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
223,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-09-06 11:18:39.000000,2022-09-02 20:38:55,3429.0,81.0,391,74.0,360.0,15.0,370.0,3602,Online machine learning in Python.,81.0,31,True,2022-09-02 20:37:47.000,0.12.1,10.0,river,conda-forge/river,,,10499.0,175.0,161.0,https://pypi.org/project/river,2022-06-06 21:29:21.000,14.0,9757.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,12620.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
224,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-07-07 14:36:25.115000,2022-07-07 05:16:43,738.0,15.0,393,38.0,120.0,40.0,152.0,3501,Data augmentation for NLP.,33.0,31,True,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,98848.0,424.0,405.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,19.0,98557.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,4379.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
225,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-09-06 12:53:22.000000,2022-09-02 15:04:23,3536.0,16.0,468,106.0,954.0,240.0,360.0,3346,Plotting library for IPython/Jupyter notebooks.,59.0,31,True,2022-09-02 15:04:31.743,0.12.36,102.0,bqplot,conda-forge/bqplot,['jupyter'],,105834.0,143.0,35.0,https://pypi.org/project/bqplot,2022-02-11 15:27:16.000,97.0,82856.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1031306.0,2.0,,,,bqplot,https://www.npmjs.com/package/bqplot,2022-09-02 10:57:18.327,11.0,9409.0,,,,,,,,,,,,,,,,,
226,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-09-04 23:50:08.000000,2022-09-04 23:46:55,189.0,15.0,248,43.0,44.0,25.0,72.0,3009,A simple command-line utility for querying and monitoring GPU status.,14.0,31,True,2022-09-04 23:51:40.000,1.0.0,13.0,gpustat,conda-forge/gpustat,,,718791.0,2290.0,2175.0,https://pypi.org/project/gpustat,2022-07-05 04:37:11.000,115.0,715398.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772,142547.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
227,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-09-08 09:23:51.000000,2022-09-08 09:23:47,368.0,43.0,234,58.0,45.0,11.0,,2942,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",12.0,31,True,2022-08-21 07:00:39.000,4.4.0,24.0,textdistance,conda-forge/textdistance,,836.0,633938.0,2754.0,2711.0,https://pypi.org/project/textdistance,2022-06-29 12:31:21.000,43.0,630233.0,https://anaconda.org/conda-forge/textdistance,2022-08-21 20:28:18.519,191924.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
228,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-08-31 21:02:31.000000,2022-08-31 20:28:05,397.0,10.0,561,82.0,188.0,71.0,355.0,2938,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,32.0,31,True,2022-08-31 21:00:25.505,0.6.1,43.0,implicit,conda-forge/implicit,,98.0,160016.0,687.0,655.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,152984.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,393122.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
229,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-09-03 09:02:27.000000,2022-09-02 20:19:46,966.0,24.0,453,106.0,613.0,280.0,707.0,2844,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",131.0,31,True,2022-02-22 22:38:34.000,5.2.0,37.0,coremltools,conda-forge/coremltools,,4414.0,77802.0,1178.0,1029.0,https://pypi.org/project/coremltools,2022-06-07 17:38:09.000,149.0,76153.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,36268.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-09-07 22:11:05.000000,2022-09-01 17:37:05,1120.0,16.0,230,49.0,140.0,39.0,299.0,2368,STUMPY is a powerful and scalable Python library for modern time series analysis.,31.0,31,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,165745.0,264.0,260.0,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,4.0,164511.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,49374.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
231,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-09-05 23:38:22.000000,2022-09-01 07:44:49,2696.0,44.0,915,114.0,403.0,55.0,282.0,2255,IPython Parallel: Interactive Parallel Computing in Python.,111.0,31,False,2022-06-20 10:37:35.000,8.4.1,41.0,ipyparallel,conda-forge/ipyparallel,['jupyter'],,176485.0,287.0,,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,167737.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,673666.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
232,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2022-08-22 07:37:19.000000,2022-08-22 07:37:19,2839.0,21.0,642,78.0,785.0,219.0,582.0,2153,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",110.0,31,True,2022-06-30 09:29:19.000,0.1.19,18.0,pgmpy,,,161.0,51012.0,414.0,403.0,https://pypi.org/project/pgmpy,2022-06-30 09:26:19.000,11.0,51007.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
233,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-09-04 16:23:55.000000,2022-09-04 16:23:51,801.0,46.0,170,37.0,334.0,74.0,135.0,2147,JAX-based neural network library.,64.0,31,True,2022-07-04 18:49:30.000,0.0.7,9.0,dm-haiku,conda-forge/dm-haiku,,,121186.0,598.0,556.0,https://pypi.org/project/dm-haiku,2022-07-04 18:49:30.000,42.0,120915.0,https://anaconda.org/conda-forge/dm-haiku,2022-07-04 19:09:56.818,5160.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
234,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-09-07 18:38:23.000000,2022-09-07 18:38:22,667.0,42.0,184,37.0,746.0,67.0,251.0,1860,PyTorch extensions for high performance and large scale training.,63.0,31,True,2022-09-07 02:51:59.000,0.4.9,31.0,fairscale,conda-forge/fairscale,['pytorch'],,233875.0,543.0,523.0,https://pypi.org/project/fairscale,2022-03-09 19:12:00.000,20.0,229015.0,https://anaconda.org/conda-forge/fairscale,2022-06-20 14:14:00.361,48602.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
235,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-09-07 18:13:01.000000,2022-07-19 16:04:14,3552.0,15.0,178,53.0,1260.0,117.0,651.0,1787,Ahead of Time compiler for numeric kernels.,66.0,31,True,2021-12-14 08:16:44.000,0.11.0,52.0,pythran,conda-forge/pythran,,,367697.0,249.0,232.0,https://pypi.org/project/pythran,2021-12-14 08:16:44.000,17.0,362613.0,https://anaconda.org/conda-forge/pythran,2022-07-31 22:41:48.286,264400.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,pythran,python-pythran
236,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2022-09-08 13:47:47.000000,2022-09-08 12:07:04,2390.0,31.0,424,76.0,1171.0,132.0,659.0,1657,Gaussian processes in TensorFlow.,78.0,31,True,2022-05-10 10:46:33.000,2.5.2,37.0,gpflow,conda-forge/gpflow,['tensorflow'],,22593.0,426.0,397.0,https://pypi.org/project/gpflow,2022-05-10 10:46:33.000,29.0,22304.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,15051.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
237,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-08-30 13:16:16.000000,2022-08-30 13:16:13,627.0,42.0,326,40.0,39.0,1.0,228.0,1438,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",23.0,31,True,2022-08-20 11:06:28.000,1.3.4,17.0,ogb,conda-forge/ogb,,,69312.0,415.0,397.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,18.0,68828.0,https://anaconda.org/conda-forge/ogb,2022-08-22 12:34:55.006,11620.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
238,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2022-09-04 20:51:22.000000,2022-09-04 19:38:28,1542.0,22.0,260,55.0,121.0,67.0,163.0,1374,"CUDA integration for Python, plus shiny features.",76.0,31,True,2022-06-24 23:18:35.000,2022.1,48.0,pycuda,conda-forge/pycuda,,,38670.0,1679.0,1479.0,https://pypi.org/project/pycuda,2022-06-24 23:18:00.000,200.0,32922.0,https://anaconda.org/conda-forge/pycuda,2022-06-25 19:38:36.759,103477.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
239,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2022-09-01 01:25:33.000000,2022-08-29 23:30:25,1575.0,121.0,246,43.0,220.0,55.0,154.0,1289,TensorLy: Tensor Learning in Python.,55.0,31,True,2021-11-08 13:38:03.000,0.7.0,18.0,tensorly,conda-forge/tensorly,,,11840.0,323.0,293.0,https://pypi.org/project/tensorly,2021-11-08 13:38:03.000,30.0,6319.0,https://anaconda.org/conda-forge/tensorly,2021-12-09 16:07:42.501,287130.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
240,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2022-09-06 00:14:51.000000,2022-09-06 00:14:47,896.0,4.0,418,87.0,172.0,41.0,225.0,1247,The Python ensemble sampling toolkit for affine-invariant MCMC.,64.0,31,True,2022-05-10 15:29:37.000,3.1.2,19.0,emcee,conda-forge/emcee,,,92342.0,1785.0,1480.0,https://pypi.org/project/emcee,2022-05-10 15:29:37.000,305.0,89227.0,https://anaconda.org/conda-forge/emcee,2022-05-10 23:21:45.056,236761.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
241,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466.0,,137,42.0,126.0,54.0,630.0,1104,A Python data analysis library that is optimized for humans instead of machines.,49.0,31,False,2021-12-15 16:39:08.973,0.1.0,27.0,agate,conda-forge/agate,,,1587556.0,1248.0,1112.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,136.0,1586166.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,93193.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
242,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-09-07 23:02:05.000000,2022-09-07 23:02:04,2643.0,32.0,326,57.0,997.0,330.0,791.0,1093,Cartopy - a cartographic python library with matplotlib support.,115.0,31,False,2022-06-29 03:06:31.000,0.20.3,26.0,cartopy,conda-forge/cartopy,,,157418.0,2944.0,2610.0,https://pypi.org/project/cartopy,2022-06-29 03:08:54.000,334.0,127606.0,https://anaconda.org/conda-forge/cartopy,2022-08-25 20:18:53.716,2325368.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
243,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-09-08 13:10:45.000000,2022-09-02 21:35:29,726.0,25.0,234,38.0,825.0,92.0,144.0,982,Making text a first-class citizen in TensorFlow.,92.0,31,True,2022-09-08 08:15:31.000,2.10.0,56.0,tensorflow-text,,['tensorflow'],,2002494.0,2296.0,2213.0,https://pypi.org/project/tensorflow-text,2022-05-18 00:00:29.000,83.0,2002494.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
244,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-09-08 14:16:52.000000,2022-09-08 14:15:33,718.0,68.0,128,41.0,672.0,87.0,210.0,519,All the open source things related to the Hugging Face Hub.,70.0,31,True,2022-08-25 15:41:17.000,0.9.1,43.0,huggingface_hub,conda-forge/huggingface_hub,,,5182156.0,87.0,,https://pypi.org/project/huggingface_hub,2022-06-21 15:21:13.000,87.0,5165377.0,https://anaconda.org/conda-forge/huggingface_hub,2022-08-25 18:02:06.329,318806.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
245,pysc2,deepmind/pysc2,others,,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2022-08-07 11:14:23.000000,2022-08-07 11:07:38,571.0,12.0,1145,357.0,74.0,53.0,226.0,7586,StarCraft II Learning Environment.,36.0,30,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,29089.0,2955.0,446.0,420.0,https://pypi.org/project/pysc2,2019-09-27 15:48:01.000,26.0,2479.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
246,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-08-16 01:05:57.000000,2021-05-08 20:05:36,292.0,,1937,283.0,72.0,261.0,431.0,7218,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,779216.0,23600.0,1175.0,1159.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,8756.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,3693.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
247,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-08-15 00:01:19.000000,2022-08-15 00:01:10,3304.0,87.0,603,126.0,125.0,88.0,797.0,7077,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",74.0,30,True,2022-08-01 10:40:36.408,13.7.0,204.0,ocrmypdf,conda-forge/ocrmypdf,,,25449.0,13.0,,https://pypi.org/project/ocrmypdf,2022-07-04 02:37:37.000,13.0,24178.0,https://anaconda.org/conda-forge/ocrmypdf,2022-08-03 01:40:30.102,24152.0,2.0,,,,,,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,
