,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_dependent_project_count,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,apt_id,yum_id,snap_id,cargo_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
170,DEAP,deap/deap,deap,,,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39+00:00,2020-10-04 12:37:36+00:00,2020-10-04 12:37:35+00:00,817.0,166.0,215.0,3969.0,2143.0,2020-01-21 01:18:06+00:00,1.3.1,16.0,Distributed Evolutionary Algorithms in Python.,1915.0,1433.0,66.0,28,https://pypi.org/project/deap,2020-01-21 01:18:06+00:00,482.0,62609.0,62609.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,
171,dataset,pudo/dataset,dataset,,,db-clients,,https://github.com/pudo/dataset,https://github.com/pudo/dataset,MIT,2013-04-01 14:57:55+00:00,2020-11-14 22:04:37+00:00,2020-11-14 22:02:17+00:00,256.0,11.0,231.0,3937.0,655.0,2020-11-14 22:04:37+00:00,1.4.1,46.0,"Easy-to-use data handling for SQL data stores with support for implicit table creation, bulk loading, and transactions.",2714.0,1686.0,71.0,28,https://pypi.org/project/dataset,2020-11-14 22:04:37+00:00,1028.0,52816.0,52816.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
172,Kornia,kornia/kornia,kornia,,,image,['pytorch'],https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37+00:00,2020-11-30 14:53:34+00:00,2020-11-30 13:18:21+00:00,331.0,82.0,228.0,3350.0,1454.0,2020-10-20 19:31:49+00:00,0.4.1,12.0,Open Source Differentiable Computer Vision Library for PyTorch.,192.0,192.0,76.0,28,https://pypi.org/project/kornia,2020-10-20 19:31:49+00:00,0.0,23554.0,23554.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
173,Kedro,quantumblacklabs/kedro,kedro,,,data-pipelines,,https://github.com/quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro,Apache-2.0,2019-04-18 10:29:56+00:00,2020-11-30 13:09:50+00:00,2020-11-27 15:33:49+00:00,366.0,71.0,322.0,3178.0,848.0,2020-10-23 10:48:09+00:00,0.16.6,23.0,"A Python library that helps you create reproducible, maintainable and modular data science code.",338.0,322.0,85.0,28,https://pypi.org/project/kedro,2020-10-23 10:48:09+00:00,16.0,85633.0,85633.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
174,Blaze,blaze/blaze,blaze,,,data-containers,,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22+00:00,2020-02-01 19:33:09+00:00,2019-08-15 21:14:59+00:00,373.0,262.0,500.0,2909.0,7496.0,2016-07-19 20:40:03+00:00,0.11.0,14.0,NumPy and Pandas interface to Big Data.,7728.0,7240.0,64.0,28,https://pypi.org/project/blaze,2016-05-06 21:19:21+00:00,488.0,13518.0,13518.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,
175,Dedupe,dedupeio/dedupe,dedupe,,,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36+00:00,2020-11-09 02:38:14+00:00,2020-11-09 02:38:13+00:00,402.0,45.0,568.0,2823.0,2792.0,2020-09-02 00:17:19+00:00,2.0.6,157.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",245.0,167.0,55.0,28,https://pypi.org/project/dedupe,2020-09-06 01:50:45+00:00,78.0,49698.0,49698.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
176,PyCaret,pycaret/pycaret,pycaret,,,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48+00:00,2020-11-30 12:45:10+00:00,2020-11-30 12:45:04+00:00,531.0,127.0,472.0,2595.0,1499.0,2020-11-26 01:45:00+00:00,2.2.2,67.0,"An open-source, low-code machine learning library in Python.",465.0,465.0,38.0,28,https://pypi.org/project/pycaret,2020-11-26 01:45:00+00:00,,22742.0,22823.0,,,,True,2,325.0,,,,,,,,,,,,,,,,,,,,,,
177,phonenumbers,daviddrysdale/python-phonenumbers,phonenumbers,,,nlp,,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38+00:00,2020-11-15 11:24:27+00:00,2020-11-13 14:52:16+00:00,321.0,3.0,107.0,2578.0,,2020-11-01 19:11:15+00:00,8.12.13,164.0,Python port of Google's libphonenumber.,2280.0,,22.0,28,https://pypi.org/project/phonenumbers,2020-11-13 18:46:12+00:00,2280.0,837605.0,837605.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
178,VisPy,vispy/vispy,vispy,,,data-viz,['jupyter'],https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22+00:00,2020-11-28 02:55:50+00:00,2020-11-28 02:03:40+00:00,535.0,354.0,776.0,2505.0,6394.0,2020-09-24 14:26:35+00:00,0.6.5,16.0,High-performance interactive 2D/3D data visualization library.,542.0,420.0,144.0,28,https://pypi.org/project/vispy,2020-11-28 02:55:50+00:00,122.0,14772.0,14817.0,,,,True,2,,,,,,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516000+00:00,,45.0,,,,,,,,,,
179,datashader,holoviz/datashader,datashader,conda-forge/datashader,,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20+00:00,2020-11-28 20:24:21+00:00,2020-11-27 23:57:10+00:00,305.0,143.0,314.0,2366.0,1264.0,2020-08-16 19:52:29+00:00,0.11.1,22.0,Quickly and accurately render even the largest data.,543.0,508.0,42.0,28,https://pypi.org/project/datashader,2020-08-16 19:52:29+00:00,35.0,15277.0,15277.0,https://anaconda.org/conda-forge/datashader,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
180,Catalyst,catalyst-team/catalyst,catalyst,,,ml-experiments,['pytorch'],https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13+00:00,2020-11-30 17:22:43+00:00,2020-11-30 15:59:14+00:00,259.0,28.0,242.0,2305.0,1448.0,2020-09-25 18:48:00+00:00,20.9.1,83.0,Accelerated deep learning R&D.,256.0,237.0,78.0,28,https://pypi.org/project/catalyst,2020-10-14 06:33:14+00:00,19.0,8588.0,8588.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
181,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,sklearn-pandas,,,data-containers,"['sklearn', 'pandas']",https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20+00:00,2020-11-22 08:55:44+00:00,2020-11-22 08:51:36+00:00,377.0,40.0,112.0,2263.0,266.0,2020-10-01 20:56:27+00:00,2.0.3,24.0,Pandas integration with sklearn.,1690.0,1468.0,34.0,28,https://pypi.org/project/sklearn-pandas,2020-11-07 02:30:27+00:00,222.0,122437.0,122437.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,
182,eli5,TeamHG-Memex/eli5,eli5,,,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57+00:00,2020-11-11 11:36:32+00:00,2020-01-22 07:39:36+00:00,281.0,125.0,107.0,2204.0,1198.0,2019-08-29 06:19:32+00:00,0.10.1,27.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,873.0,777.0,14.0,28,https://pypi.org/project/eli5,2019-08-29 06:19:32+00:00,96.0,241197.0,241197.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,
183,NMSLIB,nmslib/nmslib,nmslib,,,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06+00:00,2020-11-27 21:21:06+00:00,2020-11-03 18:25:07+00:00,328.0,44.0,309.0,2204.0,1421.0,2020-04-16 18:21:23+00:00,2.0.6,21.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,344.0,292.0,40.0,28,https://pypi.org/project/nmslib,2020-04-16 18:21:23+00:00,52.0,60429.0,60429.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
184,dbt,fishtown-analytics/dbt,dbt,,,data-pipelines,,https://github.com/fishtown-analytics/dbt,https://github.com/fishtown-analytics/dbt,Apache-2.0,2016-03-10 02:38:00+00:00,2020-11-30 14:46:37+00:00,2020-11-30 14:46:36+00:00,444.0,247.0,1381.0,2185.0,2481.0,2020-10-13 21:51:53+00:00,0.18.1,139.0,dbt (data build tool) enables data analysts and engineers to transform their data using the same practices that..,149.0,140.0,124.0,28,https://pypi.org/project/dbt,2020-10-21 00:46:58+00:00,9.0,85195.0,85195.0,,,,True,2,,,dbt,,,,,,,,,,,,,,,,,,,,
185,implicit,benfred/implicit,implicit,,,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23+00:00,2020-11-15 19:47:27+00:00,2020-11-15 19:47:23+00:00,452.0,72.0,254.0,2166.0,300.0,2020-09-15 22:01:38+00:00,0.4.4,34.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,342.0,320.0,28.0,28,https://pypi.org/project/implicit,2020-09-15 22:01:38+00:00,22.0,118602.0,118602.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,
186,Cufflinks,santosjorge/cufflinks,cufflinks,,,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33+00:00,2020-10-07 16:12:54+00:00,2020-10-07 16:12:53+00:00,500.0,79.0,119.0,1999.0,450.0,2020-03-01 17:42:01+00:00,0.17.3,27.0,Productivity Tools for Plotly + Pandas.,2364.0,2247.0,37.0,28,https://pypi.org/project/cufflinks,2020-03-01 17:42:01+00:00,117.0,66595.0,66595.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
187,ipyparallel,ipython/ipyparallel,ipyparallel,,,distributed-ml,['jupyter'],https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55+00:00,2020-08-30 18:57:51+00:00,2020-08-24 09:09:27+00:00,721.0,137.0,107.0,1830.0,1817.0,2020-05-05 18:42:38+00:00,6.3.0,21.0,Interactive Parallel Computing in Python.,1790.0,1300.0,94.0,28,https://pypi.org/project/ipyparallel,2020-05-05 18:42:38+00:00,490.0,73500.0,73500.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
188,ImageHash,JohannesBuchner/imagehash,ImageHash,,,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48+00:00,2020-11-27 16:31:23+00:00,2020-11-27 16:31:13+00:00,237.0,17.0,69.0,1750.0,182.0,2020-11-19 14:54:24+00:00,4.2.0,17.0,A Python Perceptual Image Hashing Module.,2167.0,1635.0,17.0,28,https://pypi.org/project/ImageHash,2020-11-19 14:54:24+00:00,532.0,380388.0,380388.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
189,libcloud,apache/libcloud,apache-libcloud,,,db-clients,,https://github.com/apache/libcloud,https://github.com/apache/libcloud,Apache-2.0,2009-12-11 09:00:14+00:00,2020-11-23 01:00:16+00:00,2020-11-06 08:44:52+00:00,880.0,30.0,61.0,1719.0,,2020-09-20 13:03:47+00:00,3.2.0,61.0,Apache Libcloud is a Python library which hides differences between different cloud provider APIs and allows you to..,3067.0,1525.0,414.0,28,https://pypi.org/project/apache-libcloud,2020-09-20 13:03:47+00:00,1542.0,62604.0,62604.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
190,pyLDAvis,bmabey/pyLDAvis,pyldavis,,,interpretability,['jupyter'],https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03+00:00,2020-11-27 19:12:55+00:00,2020-10-22 15:43:39+00:00,287.0,91.0,55.0,1352.0,215.0,2018-06-05 18:55:56+00:00,2.1.2,17.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,1631.0,1532.0,28.0,28,https://pypi.org/project/pyldavis,2018-06-05 18:55:56+00:00,99.0,81113.0,81113.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,
191,Geocoder,DenisCarriere/geocoder,geocoder,,,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21+00:00,2020-08-26 17:53:10+00:00,2018-10-12 15:53:05+00:00,249.0,64.0,215.0,1305.0,1251.0,2018-04-04 12:34:51+00:00,1.38.1,108.0,Python Geocoder.,3375.0,2799.0,74.0,28,https://pypi.org/project/geocoder,2018-04-04 12:34:51+00:00,576.0,255372.0,255372.0,,,,False,2,,,,,,,,,,,,,,,,geocoder,,,,,,,
192,TFX,tensorflow/tfx,tfx,,,data-pipelines,['tensorflow'],https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36+00:00,2020-11-30 17:30:50+00:00,2020-11-30 10:43:22+00:00,361.0,200.0,295.0,1230.0,2879.0,2020-11-19 20:19:41+00:00,0.25.0,36.0,TFX is an end-to-end platform for deploying production ML pipelines.,244.0,242.0,92.0,28,https://pypi.org/project/tfx,2020-11-19 21:33:15+00:00,2.0,32734.0,32734.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
193,geojson,jazzband/geojson,geojson,,,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48+00:00,2020-11-25 21:55:02+00:00,2020-11-25 19:10:27+00:00,76.0,18.0,50.0,575.0,445.0,2019-08-09 20:32:15+00:00,2.5.0,28.0,Python bindings and utilities for GeoJSON.,6828.0,5224.0,44.0,28,https://pypi.org/project/geojson,2019-08-09 20:32:15+00:00,1604.0,473269.0,473269.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
194,Bottleneck,pydata/bottleneck,Bottleneck,,,data-containers,,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22+00:00,2020-11-25 00:09:27+00:00,2020-11-25 00:09:25+00:00,60.0,22.0,177.0,563.0,1226.0,2020-02-21 06:22:16+00:00,1.3.2,21.0,Fast NumPy array functions written in C.,19711.0,16819.0,20.0,28,https://pypi.org/project/Bottleneck,2020-02-21 06:22:16+00:00,2892.0,211609.0,211609.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
195,pyproj,pyproj4/pyproj,pyproj,,,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25+00:00,2020-11-27 04:35:58+00:00,2020-11-26 17:01:05+00:00,144.0,4.0,366.0,545.0,1091.0,2020-11-05 13:39:29+00:00,3.0.0.post1,34.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,10056.0,7594.0,39.0,28,https://pypi.org/project/pyproj,2020-11-05 14:28:45+00:00,2462.0,1383554.0,1383554.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
196,inflect,jaraco/inflect,inflect,,,nlp,,https://github.com/jaraco/inflect,https://github.com/jaraco/inflect,MIT,2010-06-20 13:43:13+00:00,2020-11-16 18:05:26+00:00,2020-11-15 19:27:28+00:00,57.0,12.0,58.0,457.0,590.0,2020-11-15 17:41:03+00:00,5.0.2,30.0,"Correctly generate plurals, ordinals, indefinite articles; convert numbers to words.",1388.0,,25.0,28,https://pypi.org/project/inflect,2020-11-15 17:40:58+00:00,1388.0,1106574.0,1106574.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
197,minio,minio/minio-py,minio,,,db-clients,,https://github.com/minio/minio-py,https://github.com/minio/minio-py,Apache-2.0,2015-06-17 03:51:15+00:00,2020-11-30 17:01:51+00:00,2020-11-29 04:49:45+00:00,166.0,15.0,352.0,369.0,990.0,2020-11-28 03:57:29+00:00,6.0.2,82.0,MinIO Client SDK for Python.,1468.0,1124.0,88.0,28,https://pypi.org/project/minio,2020-11-28 03:39:57+00:00,344.0,186614.0,186614.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
198,DIPY,dipy/dipy,dipy,conda-forge/dipy,,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08+00:00,2020-11-30 15:21:46+00:00,2020-11-21 14:10:11+00:00,313.0,156.0,575.0,365.0,11294.0,2020-11-05 17:35:53+00:00,1.3.0,21.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",398.0,304.0,118.0,28,https://pypi.org/project/dipy,2020-11-05 17:35:53+00:00,94.0,9310.0,9310.0,https://anaconda.org/conda-forge/dipy,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
199,Cython BLIS,explosion/cython-blis,blis,conda-forge/cython-blis,,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16+00:00,2020-11-30 10:06:54+00:00,2020-11-23 07:15:49+00:00,22.0,9.0,8.0,154.0,522.0,2020-11-23 09:26:57+00:00,0.7.3,34.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,7305.0,6915.0,9.0,28,https://pypi.org/project/blis,2020-11-23 09:26:57+00:00,390.0,1102647.0,1102647.0,https://anaconda.org/conda-forge/cython-blis,,,True,1,,,,,,,,,,,,,,,,,,,,,,,
200,soupsieve,facelessuser/soupsieve,soupsieve,,,web-scraping,,https://github.com/facelessuser/soupsieve,https://github.com/facelessuser/soupsieve,MIT,2018-12-07 07:42:56+00:00,2020-11-26 19:11:47+00:00,2020-11-18 01:49:09+00:00,17.0,13.0,75.0,79.0,262.0,2020-05-16 23:03:01+00:00,2.0.1,35.0,A modern CSS selector implementation for BeautifulSoup.,89523.0,85279.0,8.0,28,https://pypi.org/project/soupsieve,2020-05-16 23:03:01+00:00,4244.0,7962416.0,7962416.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,
201,CNTK,microsoft/CNTK,cntk,,,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06+00:00,2020-09-08 19:40:44+00:00,2020-03-31 15:55:14+00:00,4421.0,805.0,2513.0,16918.0,16116.0,2019-04-26 14:13:32+00:00,2.7,32.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",14.0,,265.0,27,https://pypi.org/project/cntk,2019-04-19 00:49:46+00:00,14.0,1676.0,1909.0,,,,True,3,13549.0,,,,,,,,,,,,,,,,,,,,,,
202,InsightFace,deepinsight/insightface,insightface,,,image,['mxnet'],https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51+00:00,2020-11-30 06:32:18+00:00,2020-11-30 06:32:00+00:00,2780.0,667.0,635.0,8111.0,1449.0,2019-09-07 13:47:11+00:00,0.1.5,6.0,Face Analysis Project on MXNet.,43.0,42.0,13.0,27,https://pypi.org/project/insightface,2019-09-07 13:47:11+00:00,1.0,15439.0,15439.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
203,TPOT,EpistasisLab/tpot,tpot,,,hyperopt,['sklearn'],https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40+00:00,2020-11-30 16:31:52+00:00,2020-11-30 16:22:30+00:00,1338.0,184.0,570.0,7655.0,2338.0,2020-11-30 16:31:53+00:00,0.11.6.post2,57.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,752.0,712.0,107.0,27,https://pypi.org/project/tpot,2020-11-05 15:52:54+00:00,40.0,16121.0,16121.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,
204,AutoKeras,keras-team/autokeras,autokeras,,,hyperopt,['keras'],https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20+00:00,2020-11-30 03:08:40+00:00,2020-11-30 03:08:29+00:00,1241.0,59.0,636.0,7611.0,1224.0,2020-11-30 02:43:50+00:00,1.0.12,46.0,AutoML library for deep learning.,139.0,132.0,123.0,27,https://pypi.org/project/autokeras,2020-11-30 02:43:50+00:00,7.0,4397.0,4397.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
205,Google Images Download,hardikvasa/google-images-download,google_images_download,,,web-scraping,,https://github.com/hardikvasa/google-images-download,https://github.com/hardikvasa/google-images-download,MIT,2015-03-28 16:50:28+00:00,2020-10-03 09:51:36+00:00,2019-05-21 18:24:10+00:00,1699.0,103.0,158.0,7253.0,156.0,2019-05-14 00:35:40+00:00,2.7.1,39.0,Python Script to download hundreds of images from 'Google Images'. It is a ready-to-run code!.,214.0,,38.0,27,https://pypi.org/project/google_images_download,2019-05-14 00:35:40+00:00,214.0,20175.0,20175.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,
206,Records,kennethreitz-archive/records,records,conda-forge/records,,db-clients,,https://github.com/kennethreitz-archive/records,https://github.com/kennethreitz-archive/records,ISC,2014-12-24 15:20:23+00:00,2020-08-12 05:05:50+00:00,2019-08-20 04:06:01+00:00,527.0,51.0,81.0,6422.0,324.0,2019-02-21 13:34:41+00:00,0.5.3,10.0,SQL for Humans.,985.0,685.0,37.0,27,https://pypi.org/project/records,2019-02-21 13:34:41+00:00,300.0,230205.0,230205.0,https://anaconda.org/conda-forge/records,,,False,3,,,,,,,,,,,,,,,,,,,,,,,
207,TensorLayer,tensorlayer/tensorlayer,tensorlayer,,,reinforcement-learning,['tensorflow'],https://github.com/tensorlayer/tensorlayer,https://github.com/tensorlayer/tensorlayer,Apache-2.0,2016-06-07 15:55:16+00:00,2020-10-29 07:58:41+00:00,2020-10-29 07:58:40+00:00,1412.0,46.0,403.0,6384.0,3299.0,2020-06-19 00:53:37+00:00,2.2.3,82.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,68.0,,127.0,27,https://pypi.org/project/tensorlayer,2020-06-19 00:53:37+00:00,68.0,2745.0,2767.0,,,,True,1,1136.0,,,,,,,,,,,,,,,,,,,,,,
208,dgl,dmlc/dgl,dgl,,,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09+00:00,2020-11-30 11:47:41+00:00,2020-11-30 11:47:40+00:00,1207.0,195.0,638.0,6131.0,1405.0,2020-11-30 07:39:12+00:00,0.5.3,312.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",15.0,,87.0,27,https://pypi.org/project/dgl,2020-11-30 09:08:32+00:00,15.0,10685.0,10685.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,
209,Bayesian Optimization,fmfn/BayesianOptimization,bayesian-optimization,,,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56+00:00,2020-10-25 15:15:11+00:00,2020-07-13 17:18:09+00:00,1022.0,42.0,152.0,4671.0,197.0,2020-05-16 16:03:51+00:00,1.2.0,8.0,A Python implementation of global optimization with gaussian processes.,620.0,528.0,26.0,27,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09+00:00,92.0,74999.0,75000.0,,,,True,2,42.0,,,,,,,,,,,,,,,,,,,,,,
210,OpenNMT,OpenNMT/OpenNMT-py,OpenNMT-py,,,nlp,['pytorch'],https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50+00:00,2020-11-30 16:41:16+00:00,2020-11-30 08:45:56+00:00,1714.0,91.0,1100.0,4637.0,2523.0,2020-11-10 18:09:08+00:00,2.0.0rc2,26.0,Open Source Neural Machine Translation in PyTorch.,60.0,58.0,163.0,27,https://pypi.org/project/OpenNMT-py,2020-11-10 18:10:02+00:00,2.0,4630.0,4630.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
211,PyOD,yzhao062/pyod,pyod,,,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04+00:00,2020-11-17 17:07:55+00:00,2020-11-17 16:47:31+00:00,781.0,85.0,78.0,3819.0,1227.0,2020-11-17 17:07:55+00:00,V0.8.4,62.0,A Python Toolbox for Scalable Outlier Detection (Anomaly Detection).,402.0,396.0,20.0,27,https://pypi.org/project/pyod,2020-11-17 17:05:43+00:00,6.0,91544.0,91544.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
212,skorch,skorch-dev/skorch,skorch,conda-forge/skorch,,ml-frameworks,"['pytorch', 'sklearn']",https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54+00:00,2020-11-28 18:35:38+00:00,2020-11-01 21:56:05+00:00,264.0,48.0,309.0,3626.0,917.0,2020-08-30 10:46:40+00:00,0.9.0,12.0,A scikit-learn compatible neural network library that wraps PyTorch.,241.0,228.0,38.0,27,https://pypi.org/project/skorch,2020-08-30 10:43:37+00:00,13.0,10503.0,10503.0,https://anaconda.org/conda-forge/skorch,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
213,OCRmyPDF,jbarlow83/OCRmyPDF,ocrmypdf,,,ocr,,https://github.com/jbarlow83/OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28+00:00,2020-11-18 20:10:49+00:00,2020-11-18 19:57:28+00:00,396.0,84.0,532.0,3462.0,2760.0,2020-11-03 14:38:15+00:00,11.3.2,149.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",98.0,86.0,47.0,27,https://pypi.org/project/ocrmypdf,2020-11-03 14:38:15+00:00,12.0,11054.0,11054.0,,,,True,2,,,ocrmypdf,,,,,,,,,,,ocrmypdf,,,,,,,,,
214,imutils,jrosebr1/imutils,imutils,,,image,,https://github.com/jrosebr1/imutils,https://github.com/jrosebr1/imutils,MIT,2015-01-11 20:05:39+00:00,2020-11-10 01:52:08+00:00,2019-08-18 11:50:57+00:00,836.0,123.0,75.0,3407.0,137.0,2019-08-18 11:56:06+00:00,0.5.3,28.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",11631.0,10435.0,19.0,27,https://pypi.org/project/imutils,2019-08-18 11:56:06+00:00,1196.0,151833.0,151833.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,
215,lightfm,lyst/lightfm,lightfm,,,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00+00:00,2020-11-27 19:55:08+00:00,2020-11-27 19:54:37+00:00,561.0,127.0,269.0,3384.0,404.0,2020-11-27 19:48:30+00:00,1.16,14.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",381.0,353.0,42.0,27,https://pypi.org/project/lightfm,2020-11-27 19:55:08+00:00,28.0,112961.0,112961.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,
