,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
214,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-08-04 14:44:51.000000,2022-08-04 01:39:10,35442.0,398.0,623,135.0,6721.0,807.0,4123.0,4907,cuDF - GPU DataFrame Library.,249.0,31,True,2022-07-06 15:21:43.000,22.06.01,26.0,cudf,,,,1932.0,5.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,5.0,1932.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2022-08-02 13:37:56.000000,2022-01-22 18:26:24,2187.0,,999,198.0,196.0,247.0,259.0,4766,Distributed Evolutionary Algorithms in Python.,78.0,31,False,2020-01-21 01:18:06.000,1.3.1,19.0,deap,conda-forge/deap,,,185257.0,3123.0,2802.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000,321.0,182626.0,https://anaconda.org/conda-forge/deap,2022-04-11 15:37:59.925,194723.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
216,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,Apache-2.0,2021-01-19 08:37:25.000,2022-08-04 15:15:49.000000,2022-08-04 14:47:35,4752.0,2180.0,1313,35.0,1361.0,375.0,817.0,4616,The Unified Machine Learning Framework.,277.0,31,True,2022-06-01 09:22:21.000,1.1.10,20.0,ivy-core,,,,485.0,6.0,,https://pypi.org/project/ivy-core,2022-06-01 09:22:21.000,6.0,485.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
217,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2022-08-04 12:06:16.000000,2022-07-27 11:35:26,871.0,10.0,600,150.0,689.0,101.0,336.0,4402,Deep Learning Visualization Toolkit.,32.0,31,True,2022-01-06 11:05:02.000,2.2.3,36.0,visualdl,,['paddle'],198.0,59781.0,1315.0,1290.0,https://pypi.org/project/visualdl,2022-07-01 06:32:42.000,25.0,59774.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
218,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-08-04 10:36:45.000000,2022-08-04 10:36:45,836.0,90.0,941,86.0,41.0,2.0,485.0,4301,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",27.0,31,True,2022-05-10 19:13:23.000,0.0.75,74.0,deepface,,,,28492.0,711.0,708.0,https://pypi.org/project/deepface,2022-05-10 19:13:23.000,3.0,28492.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-06-15 11:40:59.000000,2022-01-27 13:24:16,139.0,,976,151.0,108.0,146.0,77.0,4143,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,304762.0,27682.0,26927.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,755.0,302277.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387,94467.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
220,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2022-08-03 23:11:41.000000,2022-07-09 02:02:37,5841.0,23.0,492,153.0,1745.0,246.0,1286.0,3871,ArrayFire: a general purpose GPU library.,81.0,31,True,2022-05-19 15:14:26.000,3.8.2,32.0,arrayfire,,,2558.0,129634.0,5.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,5.0,129605.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
221,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-08-01 11:04:10.000000,2022-07-28 08:53:56,3382.0,88.0,381,76.0,349.0,15.0,368.0,3510,Online machine learning in Python.,81.0,31,True,2022-06-06 21:34:22.000,0.11.1,8.0,river,conda-forge/river,,,9287.0,160.0,148.0,https://pypi.org/project/river,2022-06-06 21:29:21.000,12.0,8585.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,11247.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
222,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-07-07 14:36:25.115000,2022-07-07 05:16:43,738.0,16.0,383,37.0,120.0,40.0,152.0,3420,Data augmentation for NLP.,33.0,31,True,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,93747.0,402.0,383.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,19.0,93492.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,3570.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
223,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-08-04 14:40:54.000000,2022-08-01 16:30:43,944.0,20.0,350,212.0,627.0,120.0,286.0,3336,Model interpretability and understanding for PyTorch.,86.0,31,True,2022-03-04 00:37:56.000,0.5.0,8.0,captum,conda-forge/captum,['pytorch'],,48847.0,642.0,619.0,https://pypi.org/project/captum,2022-03-03 23:07:53.000,23.0,48552.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,2364.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
224,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-06-21 21:18:30.000000,2022-03-11 14:08:21,3271.0,,703,187.0,732.0,259.0,665.0,3312,DyNet: The Dynamic Neural Network Toolkit.,159.0,31,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,6602.0,20986.0,246.0,218.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,28.0,20892.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
225,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-07-31 01:44:19.000000,2022-07-31 01:43:28,392.0,12.0,552,82.0,185.0,71.0,346.0,2870,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,31.0,31,True,2022-07-11 17:28:00.617,0.6.0,42.0,implicit,conda-forge/implicit,,33.0,151287.0,671.0,639.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,144380.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,379673.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
226,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-08-03 21:49:23.000000,2022-08-03 18:37:47,952.0,22.0,426,106.0,604.0,272.0,695.0,2806,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",126.0,31,True,2022-02-22 22:38:34.000,5.2.0,37.0,coremltools,conda-forge/coremltools,,4330.0,72555.0,1131.0,982.0,https://pypi.org/project/coremltools,2022-06-07 17:38:09.000,149.0,70912.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,34551.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
227,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-08-04 15:00:48.000000,2022-08-02 10:37:44,1747.0,178.0,158,33.0,1408.0,179.0,478.0,2655,Aim easy-to-use and performant open-source ML experiment tracker.,41.0,31,True,2022-08-02 10:39:03.000,3.12.1,321.0,aim,conda-forge/aim,,,56313.0,98.0,93.0,https://pypi.org/project/aim,2022-07-07 00:13:43.000,5.0,55126.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,15434.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
228,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2022-07-31 02:44:55.000000,2022-07-04 21:48:21,421.0,10.0,696,115.0,97.0,54.0,335.0,2561,"Hidden Markov Models in Python, with scikit-learn like API.",41.0,31,True,2022-02-10 14:13:50.000,0.2.7,10.0,hmmlearn,conda-forge/hmmlearn,['sklearn'],,112890.0,1471.0,1344.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,127.0,110005.0,https://anaconda.org/conda-forge/hmmlearn,2022-02-12 03:10:38.209,129860.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
229,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-08-02 11:22:24.000000,2022-08-02 11:22:21,2690.0,57.0,901,114.0,399.0,54.0,278.0,2241,IPython Parallel: Interactive Parallel Computing in Python.,111.0,31,False,2022-06-20 10:37:35.000,8.4.1,41.0,ipyparallel,conda-forge/ipyparallel,['jupyter'],,64857.0,287.0,,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,56279.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,651939.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-08-02 16:33:19.000000,2022-08-02 16:33:14,780.0,56.0,162,36.0,311.0,69.0,134.0,2078,JAX-based neural network library.,62.0,31,True,2022-07-04 18:49:30.000,0.0.7,9.0,dm-haiku,conda-forge/dm-haiku,,,113140.0,563.0,521.0,https://pypi.org/project/dm-haiku,2022-07-04 18:49:30.000,42.0,112893.0,https://anaconda.org/conda-forge/dm-haiku,2022-07-04 19:09:56.818,4449.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
231,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-08-04 14:49:43.000000,2022-08-04 11:28:14,4396.0,173.0,600,85.0,4324.0,257.0,552.0,1798,TFX is an end-to-end platform for deploying production ML pipelines.,144.0,31,True,2022-08-02 20:41:16.000,1.9.1,84.0,tfx,,['tensorflow'],,389827.0,13.0,,https://pypi.org/project/tfx,2022-05-26 01:00:04.000,13.0,389827.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
232,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-07-31 22:41:48.286000,2022-07-19 16:04:14,3552.0,22.0,173,53.0,1258.0,113.0,651.0,1766,Ahead of Time compiler for numeric kernels.,66.0,31,True,2021-12-14 08:16:44.000,0.11.0,52.0,pythran,conda-forge/pythran,,,420008.0,208.0,194.0,https://pypi.org/project/pythran,2021-12-14 08:16:44.000,14.0,415018.0,https://anaconda.org/conda-forge/pythran,2022-07-31 22:41:48.286,254508.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,pythran,python-pythran
233,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2022-07-27 09:52:58.000000,2022-07-22 13:51:26,2381.0,39.0,424,77.0,1160.0,132.0,656.0,1642,Gaussian processes in TensorFlow.,78.0,31,True,2022-05-10 10:46:33.000,2.5.2,37.0,gpflow,conda-forge/gpflow,['tensorflow'],,24339.0,415.0,386.0,https://pypi.org/project/gpflow,2022-05-10 10:46:33.000,29.0,24067.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,13917.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
234,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-06-22 04:24:13.000000,2021-03-24 13:03:31,240.0,,324,57.0,65.0,86.0,78.0,1632,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,31,False,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,['jupyter'],,726915.0,3877.0,3747.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,130.0,726027.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,44417.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
235,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2022-08-02 22:33:25.000000,2022-08-02 22:33:24,1531.0,12.0,260,54.0,120.0,67.0,161.0,1351,"CUDA integration for Python, plus shiny features.",76.0,31,True,2022-06-24 23:18:35.000,2022.1,48.0,pycuda,conda-forge/pycuda,,,41476.0,1624.0,1424.0,https://pypi.org/project/pycuda,2022-06-24 23:18:00.000,200.0,36082.0,https://anaconda.org/conda-forge/pycuda,2022-06-25 19:38:36.759,91711.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
236,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2022-08-03 17:13:39.000000,2022-07-25 19:34:16,1567.0,115.0,244,44.0,219.0,47.0,154.0,1270,TensorLy: Tensor Learning in Python.,54.0,31,True,2021-11-08 13:38:03.000,0.7.0,18.0,tensorly,conda-forge/tensorly,,,10314.0,307.0,277.0,https://pypi.org/project/tensorly,2021-11-08 13:38:03.000,30.0,5025.0,https://anaconda.org/conda-forge/tensorly,2021-12-09 16:07:42.501,269744.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
237,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2022-07-28 10:43:12.000000,2022-07-28 10:43:12,895.0,4.0,418,87.0,171.0,41.0,225.0,1238,The Python ensemble sampling toolkit for affine-invariant MCMC.,64.0,31,True,2022-05-10 15:29:37.000,3.1.2,19.0,emcee,conda-forge/emcee,,,112726.0,1746.0,1441.0,https://pypi.org/project/emcee,2022-05-10 15:29:37.000,305.0,109665.0,https://anaconda.org/conda-forge/emcee,2022-05-10 23:21:45.056,229595.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
238,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-07-29 18:23:11.000000,2022-06-15 20:22:21,1061.0,4.0,210,35.0,228.0,28.0,258.0,1222,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",21.0,31,True,2022-02-22 11:10:16.000,1.8.5,37.0,pmdarima,conda-forge/pmdarima,,,1493256.0,2457.0,2406.0,https://pypi.org/project/pmdarima,2022-02-22 11:10:16.000,51.0,1490901.0,https://anaconda.org/conda-forge/pmdarima,2022-06-14 07:56:32.343,51829.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
239,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466.0,,137,41.0,126.0,54.0,630.0,1099,A Python data analysis library that is optimized for humans instead of machines.,49.0,31,False,2021-07-15 16:32:29.000,1.6.3,26.0,agate,conda-forge/agate,,,1477591.0,1185.0,1052.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,133.0,1476249.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,88594.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
240,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-07-05 18:31:00.000000,2022-07-05 18:31:00,2623.0,17.0,322,58.0,989.0,328.0,783.0,1080,Cartopy - a cartographic python library with matplotlib support.,112.0,31,False,2022-06-29 03:06:31.000,0.20.3,26.0,cartopy,conda-forge/cartopy,,,158589.0,2867.0,2533.0,https://pypi.org/project/cartopy,2022-06-29 03:08:54.000,334.0,129328.0,https://anaconda.org/conda-forge/cartopy,2022-07-03 10:38:43.443,2253131.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
241,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-08-02 11:04:49.000000,2022-07-12 21:07:59,1918.0,28.0,219,34.0,138.0,39.0,371.0,994,Python interface for igraph.,61.0,31,False,2022-06-08 20:51:59.000,0.9.11,29.0,python-igraph,conda-forge/igraph,,445379.0,284692.0,1182.0,802.0,https://pypi.org/project/python-igraph,2022-06-08 20:51:59.000,380.0,273546.0,https://anaconda.org/conda-forge/igraph,2022-06-13 09:43:51.605,308040.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
242,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-08-04 05:46:04.000000,2022-08-03 23:03:14,715.0,36.0,229,39.0,809.0,90.0,136.0,972,Making text a first-class citizen in TensorFlow.,91.0,31,True,2022-05-18 02:27:52.000,2.9.0,55.0,tensorflow-text,,['tensorflow'],,2326172.0,2187.0,2104.0,https://pypi.org/project/tensorflow-text,2022-05-18 00:00:29.000,83.0,2326172.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
243,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-07-28 08:43:46.000000,2022-07-26 16:30:07,10391.0,93.0,159,14.0,189.0,55.0,161.0,934,Huggingface Transformers + Adapters =.,1317.0,31,True,2022-05-18 08:48:09.000,adapters3.0.1,15.0,adapter-transformers,,['huggingface'],,41518.0,88.0,83.0,https://pypi.org/project/adapter-transformers,2022-05-18 08:45:47.000,5.0,41518.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
244,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2022-08-02 22:47:04.000000,2022-08-02 14:47:13,3109.0,41.0,230,47.0,274.0,71.0,241.0,905,"OpenCL integration for Python, plus shiny features.",92.0,31,True,2022-06-22 06:21:51.000,2022.1.6,82.0,pyopencl,conda-forge/pyopencl,,,38394.0,977.0,787.0,https://pypi.org/project/pyopencl,2022-06-22 06:09:25.000,190.0,29053.0,https://anaconda.org/conda-forge/pyopencl,2022-06-22 15:05:40.972,653937.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
245,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2022-07-27 22:03:37.000000,2022-07-06 22:26:40,12286.0,72.0,360,51.0,1770.0,151.0,664.0,533,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",134.0,31,True,2021-05-06 04:40:48.000,1.4.1,24.0,dipy,conda-forge/dipy,,,16085.0,676.0,596.0,https://pypi.org/project/dipy,2022-03-11 20:19:02.000,80.0,11829.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,319265.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
246,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-08-04 13:43:07.000000,2022-08-02 15:45:23,678.0,43.0,118,41.0,635.0,85.0,178.0,489,All the open source things related to the Hugging Face Hub.,68.0,31,True,2022-06-21 15:21:13.000,0.8.1,37.0,huggingface_hub,conda-forge/huggingface_hub,,,4163147.0,87.0,,https://pypi.org/project/huggingface_hub,2022-06-21 15:21:13.000,87.0,4149265.0,https://anaconda.org/conda-forge/huggingface_hub,2022-06-25 10:15:06.306,249889.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
247,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2022-06-16 12:24:07.000000,2020-01-31 13:06:18,347.0,,4352,592.0,368.0,480.0,432.0,12832,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,30,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,1228.0,444.0,405.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1228.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
248,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2022-08-04 10:21:45.000000,2022-08-04 10:21:42,6415.0,899.0,952,297.0,1414.0,158.0,983.0,9185,In-Database Machine Learning.,127.0,30,False,2022-07-27 08:21:31.000,22.7.5.1,100.0,mindsdb,,['pytorch'],,4191.0,4.0,,https://pypi.org/project/mindsdb,2019-03-19 05:07:23.000,4.0,4191.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
249,pysc2,deepmind/pysc2,others,,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2022-07-13 11:53:39.000000,2022-07-13 11:51:16,570.0,17.0,1145,358.0,74.0,53.0,221.0,7555,StarCraft II Learning Environment.,36.0,30,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,28950.0,6271.0,436.0,410.0,https://pypi.org/project/pysc2,2019-09-27 15:48:01.000,26.0,5789.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
250,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-07-03 17:01:28.000000,2021-05-08 20:05:36,292.0,,1935,282.0,71.0,262.0,430.0,7130,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,771372.0,23909.0,1159.0,1143.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,8940.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,3385.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
251,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-08-03 01:40:30.102000,2022-08-02 23:35:01,3289.0,101.0,589,125.0,123.0,85.0,794.0,6917,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",73.0,30,True,2022-07-26 07:30:25.174,13.6.2,204.0,ocrmypdf,conda-forge/ocrmypdf,,,26666.0,13.0,,https://pypi.org/project/ocrmypdf,2022-07-04 02:37:37.000,13.0,25563.0,https://anaconda.org/conda-forge/ocrmypdf,2022-08-03 01:40:30.102,19858.0,2.0,,,,,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,
252,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2022-08-03 14:45:51.000000,2022-05-31 12:00:18,2615.0,1.0,1045,210.0,966.0,69.0,565.0,5819,An open source library for deep learning end-to-end dialog systems and chatbots.,67.0,30,True,2022-05-31 12:04:38.000,0.17.4,51.0,deeppavlov,,['tensorflow'],,9384.0,280.0,274.0,https://pypi.org/project/deeppavlov,2022-05-31 12:04:38.000,6.0,9384.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
253,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2022-08-04 11:27:06.000000,2022-08-03 12:56:58,630.0,132.0,694,132.0,329.0,80.0,169.0,5096,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,57.0,30,True,2022-07-18 18:24:37.000,0.8,9.0,dowhy,conda-forge/dowhy,,31.0,179768.0,125.0,120.0,https://pypi.org/project/dowhy,2022-03-20 14:18:18.000,5.0,179489.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,7548.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
254,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-08-04 07:55:38.000000,2022-08-03 17:25:55,1050.0,190.0,617,88.0,1151.0,154.0,576.0,4688,"AutoGluon: AutoML for Image, Text, and Tabular Data.",82.0,30,True,2022-07-29 00:09:02.895,0.5.2,870.0,autogluon,,['mxnet'],,58354.0,159.0,154.0,https://pypi.org/project/autogluon,2022-07-07 09:05:12.000,5.0,58354.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
255,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-08-03 13:26:18.000000,2022-06-27 07:15:21,1320.0,2.0,345,75.0,346.0,90.0,449.0,3879,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",98.0,30,True,2022-03-28 13:51:55.000,0.8.3,27.0,sacred,conda-forge/sacred,,,43701.0,1578.0,1476.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,43592.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,989.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
