,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
206,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2025-01-24 06:36:25.000000,2025-01-24 06:36:25,3786.0,39.0,4354.0,385.0,4260.0,442.0,1275.0,39032.0,"Making large AI models cheaper, faster and more accessible.",193.0,32,True,2025-01-03 03:53:16.000,0.4.7,47.0,,,,,,460.0,460.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
207,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2025-01-19 13:53:44.000000,2025-01-19 13:53:11,340.0,11.0,3151.0,153.0,58.0,139.0,142.0,21587.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",23.0,32,True,2025-01-19 13:53:44.000,1.9.2,215.0,vit-pytorch,,,,['pytorch'],607.0,590.0,https://pypi.org/project/vit-pytorch,2025-01-19 13:53:44.000,17.0,28091.0,28091.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
208,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2025-01-17 12:10:25.000000,2025-01-17 12:10:18,1423.0,1.0,3739.0,752.0,1142.0,417.0,589.0,19312.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2023-12-02 01:16:14.308,0.1.0,68.0,magenta,,,,['tensorflow'],558.0,553.0,https://pypi.org/project/magenta,2022-08-01 18:23:00.243,5.0,9215.0,9215.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
209,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2024-02-13 08:02:51.000000,2020-10-14 16:36:49,6226.0,,4706.0,1018.0,1869.0,363.0,658.0,17969.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1031.0,1021.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,10.0,2850.0,3033.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,9542.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
210,Qlib,microsoft/qlib,financial-data,,https://github.com/microsoft/qlib,https://github.com/microsoft/qlib,MIT,2020-08-14 06:46:00.000,2025-01-09 13:35:59.000000,2025-01-09 13:35:59,2010.0,15.0,2700.0,306.0,954.0,249.0,700.0,16237.0,"Qlib is an AI-oriented quantitative investment platform that aims to realize the potential, empower research, and..",136.0,32,True,2024-12-23 07:36:40.000,0.9.6,35.0,pyqlib,,,,['pytorch'],22.0,21.0,https://pypi.org/project/pyqlib,2024-12-23 07:38:34.000,1.0,8104.0,8118.0,,,,,,,,1.0,773.0,,,,,,,,,,,,,,,,,,,
211,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-01-13 23:00:16.000000,2024-10-17 22:52:09,3861.0,,1193.0,193.0,2870.0,45.0,1037.0,11286.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",157.0,32,True,2024-07-30 00:29:49.000,0.10.4,56.0,ludwig,,,,['tensorflow'],297.0,291.0,https://pypi.org/project/ludwig,2024-07-30 00:29:49.000,6.0,2296.0,2296.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
212,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2091.0,280.0,3401.0,51.0,1494.0,10497.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,219.0,32,False,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],273.0,264.0,https://pypi.org/project/parlai,2023-06-06 20:46:16.091,9.0,3036.0,3036.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
213,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2025-01-02 20:27:51.226000,2024-02-23 19:03:07,2440.0,,1572.0,289.0,434.0,298.0,639.0,9823.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,121.0,32,False,2024-02-23 19:06:10.000,0.12.2,63.0,tpot,conda-forge/tpot,,,['sklearn'],3217.0,3179.0,https://pypi.org/project/tpot,2024-02-23 19:06:10.000,38.0,40050.0,45223.0,https://anaconda.org/conda-forge/tpot,2025-01-02 20:27:51.226,284560.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
214,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2025-01-28 02:57:49.000000,2024-11-03 12:40:00,33357.0,1.0,1994.0,198.0,5872.0,46.0,3393.0,9598.0,Perform data science on data that remains in someone elses server.,515.0,32,True,2024-10-30 16:39:01.000,0.9.2,323.0,syft,,,,['pytorch'],5.0,1.0,https://pypi.org/project/syft,2024-11-03 12:40:12.000,4.0,24797.0,24973.0,,,,,,,,1.0,2467.0,,,,,,,,,,,,,,,,,,,
215,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2024-12-17 13:39:23.257000,2021-09-09 20:54:41,384.0,,876.0,260.0,148.0,107.0,104.0,9238.0,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,1211.0,21.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1190.0,7582114.0,7593702.0,https://anaconda.org/conda-forge/fuzzywuzzy,2024-12-17 13:39:23.257,579401.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
216,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2025-01-25 18:13:59.000000,2025-01-25 18:13:59,2500.0,5.0,987.0,199.0,2332.0,261.0,848.0,8638.0,Deep universal probabilistic programming with Python and PyTorch.,158.0,32,True,2024-06-02 00:37:37.000,1.9.1,36.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],186.0,,https://pypi.org/project/pyro-ppl,2024-06-02 00:37:37.000,186.0,361509.0,366205.0,https://anaconda.org/conda-forge/pyro-ppl,2024-12-18 15:30:29.916,216028.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
217,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2025-01-25 10:13:41.000000,2025-01-25 10:13:41,568.0,8.0,1215.0,171.0,446.0,68.0,474.0,8550.0,Automatic extraction of relevant features from time series:.,98.0,32,True,2024-08-03 20:51:43.000,0.20.3,32.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],114.0,21.0,https://pypi.org/project/tsfresh,2024-08-03 20:51:43.000,93.0,220561.0,245889.0,https://anaconda.org/conda-forge/tsfresh,2025-01-11 09:36:48.060,1418415.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
218,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2025-01-30 09:56:28.000000,2025-01-25 10:01:57,1283.0,35.0,900.0,62.0,1062.0,245.0,1363.0,8290.0,A python library for user-friendly forecasting and anomaly detection on time series.,128.0,32,True,2024-12-21 13:55:22.000,0.32.0,45.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,10.0,,https://pypi.org/project/u8darts,2024-12-21 13:55:22.000,10.0,80244.0,81885.0,https://anaconda.org/conda-forge/u8darts-all,2024-12-21 20:33:58.556,68351.0,https://hub.docker.com/r/unit8/darts,2024-12-21 13:46:49.864126,,1117.0,2.0,,,,,,,,,,,,,,,,,,,,
219,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-01-02 00:15:54.000000,2024-12-27 08:12:38,393.0,7.0,1550.0,130.0,172.0,7.0,363.0,8046.0,A Python implementation of global optimization with gaussian processes.,47.0,32,True,2024-12-23 09:51:44.000,2.0.3,21.0,bayesian-optimization,,,,,3415.0,3261.0,https://pypi.org/project/bayesian-optimization,2024-12-27 08:24:39.000,154.0,372703.0,372704.0,,,,,,,,2.0,170.0,,,,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,,,,
220,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2025-01-15 20:29:06.000000,2025-01-15 20:29:03,3291.0,7.0,972.0,138.0,674.0,63.0,1170.0,7339.0,Python library for audio and music analysis.,125.0,32,True,2024-05-14 15:48:50.000,0.10.2.post1,43.0,librosa,conda-forge/librosa,,,,1358.0,,https://pypi.org/project/librosa,2024-05-14 15:49:38.000,1358.0,2850634.0,2866459.0,https://anaconda.org/conda-forge/librosa,2024-12-19 14:28:40.998,854599.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
221,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2025-01-29 00:08:13.000000,2025-01-29 00:08:11,220.0,12.0,1114.0,201.0,168.0,148.0,346.0,6407.0,Official Kaggle API.,49.0,32,True,2024-07-24 19:08:19.000,1.6.17,74.0,kaggle,conda-forge/kaggle,,,,230.0,21.0,https://pypi.org/project/kaggle,2024-07-24 19:08:19.000,209.0,251301.0,255279.0,https://anaconda.org/conda-forge/kaggle,2025-01-13 01:41:02.190,206861.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
222,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2025-01-20 21:01:24.000000,2025-01-20 21:01:19,634.0,8.0,723.0,108.0,198.0,11.0,357.0,5986.0,Python-tesseract is an optical character recognition (OCR) tool for python.,49.0,32,True,2024-08-16 02:36:10.000,0.3.13,28.0,pytesseract,conda-forge/pytesseract,,,,971.0,,https://pypi.org/project/pytesseract,2024-08-16 02:36:10.000,971.0,2420589.0,2432499.0,https://anaconda.org/conda-forge/pytesseract,2025-01-07 11:30:51.352,643178.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
223,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2025-01-29 20:02:06.000000,2025-01-20 14:41:04,2238.0,25.0,327.0,44.0,2217.0,383.0,670.0,5330.0,Aim An easy-to-use & supercharged open-source experiment tracker.,80.0,32,True,2024-12-18 16:58:41.000,3.27.0,1180.0,aim,conda-forge/aim,,,,841.0,801.0,https://pypi.org/project/aim,2024-12-18 16:21:21.000,40.0,153078.0,155446.0,https://anaconda.org/conda-forge/aim,2024-06-14 16:22:37.168,99475.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
224,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-12-06 08:29:55.000000,2024-12-06 08:26:00,3944.0,31.0,552.0,84.0,638.0,122.0,500.0,5172.0,Online machine learning in Python.,124.0,32,True,2024-11-25 23:59:25.000,0.22.0,23.0,river,conda-forge/river,,,,693.0,629.0,https://pypi.org/project/river,2024-11-25 23:28:09.000,64.0,77653.0,79814.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,97281.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
225,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-11-20 21:17:10.552000,2024-06-17 19:23:44,491.0,,668.0,66.0,229.0,245.0,164.0,4512.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,7631.0,7497.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,560263.0,566360.0,https://anaconda.org/conda-forge/hnswlib,2024-11-20 21:17:10.552,298766.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
226,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2024-12-16 16:44:42.000000,2024-12-16 16:44:42,1305.0,5.0,2506.0,1940.0,540.0,390.0,1078.0,4140.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,32,True,2024-10-16 17:44:34.000,1.58.0,106.0,azureml-sdk,,,,,31.0,,https://pypi.org/project/azureml-sdk,2024-12-10 14:48:18.000,31.0,337754.0,337762.0,,,,,,,,2.0,661.0,,,,,,,,,,,,,,,,,,,
227,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-01-22 23:45:49.000000,2025-01-22 23:45:49,1937.0,28.0,638.0,45.0,935.0,492.0,321.0,4113.0,Time series forecasting with PyTorch.,62.0,32,True,2024-11-19 17:01:21.000,1.2.0,37.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,506.0,484.0,https://pypi.org/project/pytorch-forecasting,2024-11-19 17:01:21.000,22.0,67825.0,69193.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-01-12 13:33:55.298,71162.0,,,,,2.0,,,,,,,sktime/pytorch-forecasting,,,,,,,,,,,,,
228,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,Apache-2.0,2012-08-24 16:14:59.000,2024-12-23 22:00:12.774000,2024-10-30 21:00:25,674.0,,122.0,75.0,75.0,10.0,136.0,3847.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",20.0,32,True,2024-10-26 00:51:07.000,6.3.1,55.0,ftfy,conda-forge/ftfy,,,,27030.0,26459.0,https://pypi.org/project/ftfy,2024-10-26 00:50:33.000,571.0,4782743.0,4789302.0,https://anaconda.org/conda-forge/ftfy,2024-12-23 22:00:12.774,314852.0,,,,,2.0,33.0,,,,,,,,,,,,,,,,,,,
229,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2025-01-29 16:00:16.000000,2025-01-29 16:00:15,1373.0,17.0,326.0,57.0,252.0,70.0,457.0,3764.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,32,True,2024-07-09 04:43:23.000,1.13.0,29.0,stumpy,conda-forge/stumpy,,,,1055.0,1025.0,https://pypi.org/project/stumpy,2024-07-09 04:21:56.000,30.0,280852.0,300049.0,https://anaconda.org/conda-forge/stumpy,2024-12-21 13:31:00.768,1055841.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
230,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2025-01-29 16:03:32.000000,2025-01-29 15:56:09,3938.0,35.0,561.0,57.0,929.0,370.0,986.0,3633.0,A highly efficient implementation of Gaussian Processes in PyTorch.,139.0,32,True,2025-01-29 15:57:10.000,1.14,42.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],2789.0,2596.0,https://pypi.org/project/gpytorch,2025-01-29 16:03:32.000,193.0,269675.0,273091.0,https://anaconda.org/conda-forge/gpytorch,2024-12-18 23:54:59.385,191329.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
231,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2025-01-17 12:09:41.000000,2025-01-17 12:09:38,1188.0,1.0,1660.0,155.0,210.0,14.0,693.0,3492.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,32,True,2024-01-30 15:53:29.000,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],303.0,,https://pypi.org/project/tensorflow-hub,2024-01-30 14:49:07.000,303.0,1943591.0,1945708.0,https://anaconda.org/conda-forge/tensorflow-hub,2024-05-07 05:39:07.350,112226.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
232,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2025-01-30 08:14:09.000000,2025-01-29 19:00:17,1550.0,22.0,371.0,91.0,797.0,142.0,458.0,3369.0,Quickly and accurately render even the largest data.,60.0,32,True,2025-01-29 19:18:56.000,0.17.0,54.0,datashader,conda-forge/datashader,,,,230.0,,https://pypi.org/project/datashader,2025-01-29 19:18:56.000,230.0,140127.0,163719.0,https://anaconda.org/conda-forge/datashader,2025-01-30 07:44:42.049,1321179.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
233,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2025-01-27 05:31:52.000000,2025-01-22 21:22:52,1220.0,18.0,377.0,34.0,561.0,120.0,470.0,3264.0,Scalable and user friendly neural forecasting algorithms.,49.0,32,True,2025-01-22 21:26:52.000,2.0.1,30.0,neuralforecast,conda-forge/neuralforecast,,,,319.0,294.0,https://pypi.org/project/neuralforecast,2025-01-22 21:26:52.000,25.0,61555.0,62427.0,https://anaconda.org/conda-forge/neuralforecast,2025-01-23 13:58:38.348,29672.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
234,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2025-01-29 11:00:29.000000,2025-01-29 11:00:28,1338.0,60.0,288.0,31.0,1205.0,78.0,516.0,3260.0,A python library for self-supervised learning on images.,63.0,32,True,2025-01-28 13:47:58.000,1.5.18,131.0,lightly,,,,['pytorch'],393.0,375.0,https://pypi.org/project/lightly,2025-01-28 13:47:58.000,18.0,37890.0,37890.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
235,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-06-05 12:17:25.116000,2021-10-12 13:32:38,1570.0,,545.0,63.0,546.0,318.0,393.0,2754.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2024-06-04 19:12:54.000,0.10.2,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,7640.0,7272.0,https://pypi.org/project/scikit-optimize,2024-06-04 19:12:54.000,368.0,627351.0,641723.0,https://anaconda.org/conda-forge/scikit-optimize,2024-06-05 12:17:25.116,761752.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
236,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2025-01-19 21:20:49.385000,2025-01-19 19:42:23,974.0,8.0,396.0,39.0,154.0,44.0,252.0,2422.0,A library of sklearn compatible categorical variable encoders.,70.0,32,True,2025-01-19 19:44:35.000,2.8.0,35.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],2893.0,2593.0,https://pypi.org/project/category_encoders,2025-01-19 19:45:13.000,300.0,1416413.0,1424091.0,https://anaconda.org/conda-forge/category_encoders,2025-01-19 21:20:49.385,299442.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
237,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2025-01-24 11:54:07.000000,2025-01-24 11:54:07,969.0,13.0,148.0,24.0,448.0,168.0,323.0,2213.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,58.0,32,True,2024-12-24 12:08:00.000,0.11.11,55.0,equinox,,,,['jax'],1167.0,967.0,https://pypi.org/project/equinox,2024-12-24 12:07:52.000,200.0,753869.0,753869.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
238,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2025-01-28 05:08:55.000000,2025-01-28 05:02:31,752.0,20.0,345.0,46.0,414.0,71.0,249.0,1743.0,Training PyTorch models with differential privacy.,84.0,32,True,2024-08-03 10:32:52.000,1.5.2,24.0,opacus,conda-forge/opacus,,,['pytorch'],1009.0,973.0,https://pypi.org/project/opacus,2024-08-03 10:32:52.000,36.0,88754.0,89324.0,https://anaconda.org/conda-forge/opacus,2025-01-02 12:44:16.489,20453.0,,,,,1.0,137.0,,,,,,,,,,,,,,,,,,,
239,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2025-01-28 07:35:38.000000,2025-01-28 07:33:00,1635.0,20.0,171.0,17.0,867.0,110.0,457.0,1388.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,109.0,32,True,2024-12-04 19:50:34.000,0.30.0,66.0,pyjanitor,conda-forge/pyjanitor,,,,858.0,822.0,https://pypi.org/project/pyjanitor,2024-12-04 19:50:29.000,36.0,86226.0,90440.0,https://anaconda.org/conda-forge/pyjanitor,2024-12-05 10:07:32.356,235989.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2025-01-08 18:36:40.000000,2025-01-08 18:31:17,1167.0,19.0,252.0,50.0,552.0,33.0,189.0,1358.0,ARCH models in Python.,37.0,32,False,2024-11-04 16:01:44.000,7.2.0,49.0,arch,conda-forge/arch-py,,,,2493.0,2380.0,https://pypi.org/project/arch,2024-11-04 16:01:44.000,113.0,1965812.0,1974715.0,https://anaconda.org/conda-forge/arch-py,2024-11-05 00:36:23.711,489689.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
241,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2025-01-12 21:15:47.000000,2025-01-12 21:15:47,1210.0,58.0,216.0,22.0,161.0,30.0,207.0,1156.0,Survival analysis built on top of scikit-learn.,22.0,32,False,2024-11-04 10:57:40.000,0.23.1,30.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],739.0,702.0,https://pypi.org/project/scikit-survival,2024-11-04 10:57:40.000,37.0,158743.0,163865.0,https://anaconda.org/conda-forge/scikit-survival,2024-11-04 14:21:17.242,194669.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2025-01-22 09:50:20.000000,2025-01-22 09:50:20,14451.0,208.0,300.0,34.0,1939.0,516.0,690.0,1082.0,Python package for earth-observing satellite data processing.,173.0,32,False,2025-01-20 15:15:49.000,0.54.0,100.0,satpy,conda-forge/satpy,,,,189.0,158.0,https://pypi.org/project/satpy,2025-01-20 15:15:49.000,31.0,11393.0,15909.0,https://anaconda.org/conda-forge/satpy,2025-01-21 10:01:01.287,248415.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
243,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2025-01-25 09:16:44.000000,2025-01-25 09:07:20,604.0,38.0,112.0,17.0,203.0,124.0,140.0,734.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",37.0,32,True,2025-01-25 09:16:44.000,0.13.1,17.0,soundfile,anaconda/pysoundfile,,,,51859.0,50792.0,https://pypi.org/project/soundfile,2025-01-25 09:16:44.000,1067.0,3973885.0,3974046.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,2.0,21143.0,,,,,,,,,,,,,,,,,,,
244,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2025-01-23 02:17:41.000000,2025-01-23 02:17:41,14757.0,103.0,442.0,57.0,2273.0,167.0,816.0,731.0,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization,..",165.0,32,False,2024-12-12 17:53:19.000,1.10.0,29.0,dipy,conda-forge/dipy,,,,1469.0,1341.0,https://pypi.org/project/dipy,2024-12-12 17:53:19.000,128.0,35748.0,46620.0,https://anaconda.org/conda-forge/dipy,2024-12-13 21:19:52.949,565353.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2025-01-17 09:31:44.000000,2025-01-17 09:31:35,632.0,69.0,38.0,10.0,78.0,12.0,27.0,222.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,13.0,32,False,2025-01-13 08:35:34.000,1.2.0,54.0,blis,conda-forge/cython-blis,,,,55400.0,55289.0,https://pypi.org/project/blis,2025-01-13 08:35:34.000,111.0,9272212.0,9318324.0,https://anaconda.org/conda-forge/cython-blis,2025-01-05 16:04:33.921,2397108.0,,,,,2.0,938.0,,,,,,,,,,,,,,,,,,,
