,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
111,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2022-07-26 21:11:07.000000,2022-07-23 02:03:44,14584,74.0,491,50.0,2215.0,383.0,917.0,639,Workflows and interfaces for neuroimaging packages.,237.0,35,True,2022-07-14 15:35:17.000,1.8.3,61.0,nipype,conda-forge/nipype,,,,1153.0,996.0,https://pypi.org/project/nipype,2022-06-06 17:40:21.000,157.0,106882.0,113656.0,https://anaconda.org/conda-forge/nipype,2022-07-14 16:27:14.100,487742.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
112,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2022-06-26 15:31:15.000000,2022-03-04 15:19:01,381,,4392,854.0,244.0,470.0,605.0,23786,Library for fast text representation and classification.,59.0,34,True,2020-04-28 09:54:50.000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,3324.0,3148.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000,176.0,641926.0,642530.0,https://anaconda.org/conda-forge/fasttext,2022-04-16 18:03:36.665,34474.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
113,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2022-07-25 06:59:50.000000,2021-11-17 17:52:52,3466,,3537,651.0,1661.0,125.0,1962.0,19949,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",162.0,34,True,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],831.0,791.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,40.0,11337.0,30339.0,https://anaconda.org/conda-forge/deepspeech,2021-07-29 19:26:04.079,751.0,,,,,1.0,,871250.0,,,,,,,,,,,,,,,,,,
114,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2022-07-28 05:26:13.000000,2022-07-28 05:26:05,5759,302.0,2198,267.0,119.0,20.0,798.0,19460,"Visualizer for neural network, deep learning, and machine learning models.",2.0,34,True,2022-07-24 22:44:57.000,5.9.6,478.0,netron,,,,"['pytorch', 'tensorflow']",75.0,8.0,https://pypi.org/project/netron,2022-07-04 01:03:15.000,67.0,16669.0,63368.0,,,,,,,,1.0,,46699.0,,,,,,,,,,,,,,,,,,
115,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2022-06-20 01:10:59.000000,2022-04-25 06:07:07,1523,,2700,381.0,437.0,19.0,1586.0,12579,Python Echarts Plotting Library.,30.0,34,True,2021-11-16 06:27:35.000,1.9.1,67.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],2615.0,2395.0,https://pypi.org/project/pyecharts,2021-11-16 06:27:35.000,220.0,48961.0,48961.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
116,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-05-26 10:21:13.000000,2022-04-15 18:02:23,4371,,3109,455.0,666.0,581.0,669.0,12495,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,239.0,34,True,2020-06-17 16:15:36.000,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1314.0,1221.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000,93.0,12373.0,12373.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
117,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2022-07-25 11:33:07.000000,2022-06-28 16:52:56,1321,10.0,1371,307.0,820.0,91.0,741.0,8563,AutoML library for deep learning.,136.0,34,True,2022-04-30 05:35:07.000,1.0.19,56.0,autokeras,,,,['tensorflow'],357.0,347.0,https://pypi.org/project/autokeras,2022-04-30 05:46:13.000,10.0,21714.0,21830.0,,,,,,,,1.0,,6528.0,,,,,,,,,,,,,,,,,,
118,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2021-12-15 14:34:36.304000,2021-10-22 03:17:05,562,,1057,270.0,155.0,101.0,155.0,8229,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,34,True,2021-10-22 03:18:24.000,0.17.1,59.0,textblob,conda-forge/textblob,,,,23044.0,21676.0,https://pypi.org/project/textblob,2021-12-15 14:34:36.304,1368.0,984032.0,986421.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,169653.0,,,,,2.0,,100.0,,,,,,,,,,,,,,,,,,
119,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2022-06-22 05:15:36.000000,2022-06-08 14:21:58,491,7.0,866,85.0,237.0,71.0,368.0,7386,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",72.0,34,True,2022-06-05 11:53:54.000,2.5.1,18.0,tensorboardX,conda-forge/tensorboardx,,,,21752.0,20864.0,https://pypi.org/project/tensorboardX,2022-06-05 11:53:54.000,888.0,1030478.0,1044404.0,https://anaconda.org/conda-forge/tensorboardx,2022-06-07 21:45:23.917,751767.0,,,,,2.0,,349.0,,,,,,,,,,,,,,,,,,
120,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2022-06-18 04:32:30.000000,2022-05-16 18:51:43,771,4.0,1183,148.0,414.0,49.0,461.0,5973,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,63.0,34,True,2022-05-16 18:50:00.000,0.9.1,30.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],12106.0,11845.0,https://pypi.org/project/imbalanced-learn,2022-05-16 18:50:00.000,261.0,2899409.0,2903660.0,https://anaconda.org/conda-forge/imbalanced-learn,2022-05-16 19:16:17.050,242342.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
121,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2022-06-29 14:53:21.163000,2022-06-15 10:28:52,1381,4.0,830,217.0,209.0,165.0,225.0,5908,Efficiently computes derivatives of numpy code.,52.0,34,True,2017-08-24 17:00:41.000,1.1.13,25.0,autograd,conda-forge/autograd,,,,4008.0,3722.0,https://pypi.org/project/autograd,2022-04-08 08:55:43.000,286.0,1094275.0,1097420.0,https://anaconda.org/conda-forge/autograd,2022-06-29 14:53:21.163,223361.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
122,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2022-07-28 16:52:23.000000,2022-07-27 22:20:07,31060,212.0,1920,396.0,6194.0,59.0,,5906,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",227.0,34,True,,,133.0,h2o,,,,,76.0,,https://pypi.org/project/h2o,2022-05-26 16:44:13.000,76.0,507857.0,507857.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
123,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-06-29 08:19:03.000000,2022-06-29 08:16:52,30606,2.0,1378,290.0,6583.0,10.0,2029.0,5701,A flexible framework of neural networks for deep learning.,319.0,34,True,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,3082.0,2681.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,401.0,20967.0,21274.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,8910.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
124,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-07-23 17:05:45.000000,2022-07-23 17:05:44,3174,30.0,820,133.0,538.0,48.0,957.0,5309,Python library for audio and music analysis.,105.0,34,True,2022-06-27 11:26:04.000,0.9.2,35.0,librosa,conda-forge/librosa,,,,1237.0,,https://pypi.org/project/librosa,2022-06-27 11:26:04.000,1237.0,1098991.0,1105855.0,https://anaconda.org/conda-forge/librosa,2022-06-27 13:25:19.354,494257.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
125,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2022-07-22 11:16:09.000000,2022-07-02 03:22:12,898,3.0,1172,153.0,947.0,60.0,762.0,5260,Gluon CV Toolkit.,116.0,34,True,2022-03-07 23:40:19.000,0.10.5,1457.0,gluoncv,,,,['mxnet'],882.0,823.0,https://pypi.org/project/gluoncv,2022-07-07 09:00:54.000,59.0,584233.0,584233.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
126,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-07-28 01:51:57.000000,2022-07-28 01:51:57,6672,403.0,829,111.0,749.0,176.0,543.0,4372,A PyTorch-based Speech Toolkit.,171.0,34,True,2022-06-26 20:19:45.000,0.5.12,11.0,speechbrain,,,,['pytorch'],224.0,221.0,https://pypi.org/project/speechbrain,2022-06-26 20:20:46.000,3.0,11616.0,11616.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
127,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2022-05-16 15:31:14.000000,2022-05-16 15:30:19,1081,9.0,591,97.0,252.0,37.0,228.0,3687,Geocoding library for Python.,127.0,34,True,2021-07-11 12:18:10.000,2.2.0,58.0,geopy,conda-forge/geopy,,,,44394.0,40488.0,https://pypi.org/project/geopy,2021-07-11 12:15:26.000,3906.0,5338160.0,5348142.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605,758645.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
128,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2022-07-27 15:10:15.000000,2022-07-27 15:10:13,1077,21.0,1631,140.0,203.0,18.0,630.0,3158,A library for transfer learning by reusing parts of TensorFlow models.,91.0,34,True,2021-04-14 13:17:26.000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],12930.0,12646.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000,284.0,3259806.0,3261144.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779,65586.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
129,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-07-28 14:41:24.000000,2022-07-25 16:16:41,1141,93.0,725,262.0,1190.0,292.0,445.0,3059,Data loaders and abstractions for text and NLP.,132.0,34,True,2022-06-28 16:47:30.000,0.13.0,21.0,torchtext,,,,['pytorch'],443.0,,https://pypi.org/project/torchtext,2022-06-28 16:32:54.000,443.0,221081.0,221081.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
130,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2022-07-16 11:55:19.000000,2022-07-04 13:08:39,860,13.0,579,79.0,130.0,46.0,518.0,2900,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",39.0,34,True,2022-06-07 10:10:16.000,66,65.0,opencv-python,,,,,9357.0,,https://pypi.org/project/opencv-python,2022-06-08 08:04:54.000,9357.0,5327038.0,5327038.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
131,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-07-12 19:26:41.000000,2022-06-02 14:42:09,794,31.0,357,39.0,114.0,64.0,186.0,2006,A library of sklearn compatible categorical variable encoders.,52.0,34,True,2022-06-02 14:46:25.000,2.5.0,26.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3830.0,3715.0,https://pypi.org/project/category_encoders,2022-06-02 14:46:25.000,115.0,943473.0,945872.0,https://anaconda.org/conda-forge/category_encoders,2022-06-02 22:08:38.573,172780.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
132,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2022-07-28 16:04:16.000000,2022-07-28 15:16:28,1561,149.0,439,66.0,1953.0,188.0,487.0,1784,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",163.0,34,True,2022-06-28 16:47:28.000,0.12.0,21.0,torchaudio,,,,['pytorch'],161.0,,https://pypi.org/project/torchaudio,2022-06-28 16:31:54.000,161.0,704163.0,704163.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
133,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2022-07-28 13:11:29.000000,2022-07-27 17:54:09,2908,236.0,267,30.0,1604.0,264.0,631.0,1379,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,102.0,34,True,2022-07-18 19:53:26.000,0.35.2,61.0,pyvista,conda-forge/pyvista,,,['jupyter'],966.0,854.0,https://pypi.org/project/pyvista,2022-06-30 03:26:21.000,112.0,46132.0,51379.0,https://anaconda.org/conda-forge/pyvista,2022-07-18 10:10:02.159,198977.0,,,,,2.0,-1.0,654.0,,,,,,,,,,,,,,,,,,
134,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-07-27 00:21:49.000000,2022-07-25 09:16:02,1118,53.0,339,62.0,532.0,198.0,312.0,1285,A Jupyter - Leaflet.js bridge.,80.0,34,True,2022-07-25 09:22:27.000,0.17.0,74.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],2400.0,2284.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,114.0,118804.0,179084.0,https://anaconda.org/conda-forge/ipyleaflet,2022-07-07 10:08:41.198,858194.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-07-07 04:20:21.542,2.0,48683.0,,,,,,,,,,,,
135,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-07-24 00:55:50.000000,2022-07-24 00:31:49,1403,27.0,288,43.0,1327.0,159.0,590.0,1245,Exploratory analysis of Bayesian models with Python.,127.0,34,True,2022-05-13 16:49:58.000,0.12.1,27.0,arviz,conda-forge/arviz,,,,2694.0,2590.0,https://pypi.org/project/arviz,2022-05-13 16:49:58.000,104.0,654499.0,675179.0,https://anaconda.org/conda-forge/arviz,2022-07-13 00:49:21.932,785764.0,,,,,1.0,,113.0,,,,,,,,,,,,,,,,,,
136,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2022-07-19 13:29:43.000000,2022-07-19 13:29:39,1773,26.0,197,29.0,195.0,18.0,360.0,1191,The ctypes-based simple ImageMagick binding for Python.,100.0,34,True,2022-07-17 00:42:37.000,0.6.8,51.0,wand,conda-forge/wand,,,,12663.0,11970.0,https://pypi.org/project/wand,2021-08-17 02:13:00.000,693.0,385564.0,386132.0,https://anaconda.org/conda-forge/wand,2022-05-18 03:24:18.727,13776.0,,,,,2.0,,7737.0,,,,,,,,,,,,,,,,,,
137,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-07-28 15:30:14.000000,2022-07-28 15:30:13,9972,191.0,211,58.0,10046.0,55.0,2003.0,812,Scalable genomic data analysis.,81.0,34,True,2022-07-07 14:47:40.000,0.2.97,117.0,hail,,,,['spark'],84.0,72.0,https://pypi.org/project/hail,2022-07-07 14:47:40.000,12.0,119234.0,119234.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
138,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2022-07-27 12:20:34.000000,2022-06-18 17:10:46,5181,48.0,236,39.0,687.0,141.0,323.0,489,Python package to access a cacophony of neuro-imaging file formats.,94.0,34,True,2022-06-18 17:11:31.000,4.0.1,36.0,nibabel,conda-forge/nibabel,,,,8682.0,7680.0,https://pypi.org/project/nibabel,2022-06-18 17:11:31.000,1002.0,199378.0,205571.0,https://anaconda.org/conda-forge/nibabel,2022-06-18 21:54:55.369,458355.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
139,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-07-27 15:11:17.000000,2022-07-27 15:08:54,1383,36.0,5884,341.0,501.0,257.0,2848.0,21703,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",212.0,33,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],679.0,676.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,3.0,,2720.0,https://anaconda.org/conda-forge/detectron2,2022-04-25 07:03:51.961,70736.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
140,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-07-20 11:57:42.000000,2020-10-14 16:36:49,6226,,4428,1014.0,1865.0,357.0,652.0,15304,"Zipline, a Pythonic Algorithmic Trading Library.",154.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,959.0,874.0,https://pypi.org/project/zipline,2020-07-23 02:19:41.000,85.0,2408.0,2684.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6080.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
141,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-07-28 01:41:50.000000,2022-07-28 01:41:41,2389,21.0,1468,293.0,409.0,249.0,605.0,8658,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,112.0,33,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,,,['sklearn'],1591.0,1533.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,38513.0,40810.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,160807.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
142,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-07-28 06:22:45.000000,2022-07-28 03:33:07,2759,206.0,993,184.0,1494.0,224.0,607.0,8442,Data-centric declarative deep learning framework.,124.0,33,True,2022-07-12 21:34:00.449,0.5.4,27.0,ludwig,,,,['tensorflow'],137.0,128.0,https://pypi.org/project/ludwig,2022-06-25 19:51:00.000,9.0,1583.0,1583.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
143,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-07-26 23:26:10.000000,2022-04-15 10:20:19,2498,,1658,149.0,803.0,453.0,648.0,8218,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",61.0,33,True,2021-12-28 02:55:41.000,2.2.0,47.0,paddlehub,,,,['paddle'],866.0,861.0,https://pypi.org/project/paddlehub,2021-12-28 02:55:41.000,5.0,14439.0,14453.0,,,,,,,,1.0,,576.0,,,,,,,,,,,,,,,,,,
144,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2022-07-25 22:43:51.000000,2022-07-25 22:43:47,2346,22.0,915,201.0,2156.0,215.0,769.0,7542,Deep universal probabilistic programming with Python and PyTorch.,128.0,33,True,2022-03-24 14:53:37.000,1.8.1,29.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],848.0,789.0,https://pypi.org/project/pyro-ppl,2022-03-24 14:53:37.000,59.0,381710.0,382622.0,https://anaconda.org/conda-forge/pyro-ppl,2022-03-24 21:05:41.375,14594.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
145,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-07-23 05:03:13.000000,2022-07-16 18:35:59,2671,35.0,1157,213.0,642.0,112.0,801.0,6398,Automated Machine Learning with scikit-learn.,84.0,33,True,2022-05-04 09:41:35.000,0.14.7,41.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],339.0,309.0,https://pypi.org/project/auto-sklearn,2022-05-04 09:41:35.000,30.0,38469.0,38965.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,7446.0,,,,,1.0,,37.0,,,,,,,,,,,,,,,,,,
146,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2022-07-12 10:19:09.000000,2021-11-29 10:21:36,1194,,970,128.0,257.0,375.0,235.0,6322,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,33,True,2021-11-17 10:05:44.000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,7624.0,7204.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000,420.0,1972539.0,1982652.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,465241.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
147,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-07-18 21:31:37.000000,2022-07-18 21:31:17,2037,42.0,409,97.0,326.0,369.0,985.0,6306,An open source multi-tool for exploring and publishing data.,65.0,33,True,2022-03-23 20:38:02.000,0.61.1,119.0,datasette,conda-forge/datasette,,,,875.0,710.0,https://pypi.org/project/datasette,2022-05-02 21:44:57.000,165.0,235010.0,235526.0,https://anaconda.org/conda-forge/datasette,2022-03-24 00:50:34.931,7752.0,,,,,1.0,-1.0,39.0,,,,,,,,datasette,,,,,,,,,,
148,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2022-07-28 06:11:34.000000,2022-04-23 04:36:46,2654,,788,143.0,367.0,86.0,629.0,6228,Official Stanford NLP Python Library for Many Human Languages.,48.0,33,True,2022-04-23 06:01:01.000,1.4.0,15.0,stanza,stanfordnlp/stanza,,,,1223.0,1156.0,https://pypi.org/project/stanza,2022-04-23 05:55:13.000,67.0,470713.0,470907.0,https://anaconda.org/stanfordnlp/stanza,2022-04-23 06:42:39.551,5447.0,,,,,2.0,-3.0,,,,,,,,,,,,,,,,,,,
149,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2022-06-27 00:10:48.000000,2022-06-27 00:10:48,226,22.0,1306,150.0,86.0,31.0,232.0,6152,A Python implementation of global optimization with gaussian processes.,32.0,33,True,2020-05-16 16:03:51.000,1.2.0,8.0,bayesian-optimization,,,,,1397.0,1307.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000,90.0,226739.0,226740.0,,,,,,,,1.0,,90.0,,,,,,,,,,,,,,,,,,
150,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-07-26 15:32:12.000000,2022-07-26 15:32:12,491,15.0,601,104.0,135.0,17.0,294.0,4343,Python-tesseract is an optical character recognition (OCR) tool for python.,41.0,33,True,2022-03-14 19:28:46.000,0.3.10,26.0,pytesseract,conda-forge/pytesseract,,,,942.0,,https://pypi.org/project/pytesseract,2022-02-19 22:04:23.000,942.0,600338.0,614646.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,515111.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
151,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2022-07-28 16:06:55.000000,2022-07-28 16:06:55,7744,141.0,1296,153.0,1580.0,451.0,1013.0,3754,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",199.0,33,True,2022-01-18 21:35:03.000,2.6.1,447.0,deepchem,conda-forge/deepchem,,,['tensorflow'],120.0,114.0,https://pypi.org/project/deepchem,2022-07-06 16:36:45.000,6.0,13892.0,14365.0,https://anaconda.org/conda-forge/deepchem,2022-01-19 16:40:21.191,13732.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
