,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,new_addition,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,dnf_id,yay_id
138,tensorboardX,lanpa/tensorboardX,tensorboardX,conda-forge/tensorboardx,,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000000,2020-10-14 17:46:25.000000,2020-07-05 17:29:00.000000,769.0,72.0,341.0,6720.0,460.0,2020-07-05 17:54:10.000000,2.0,12.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",10794.0,9460.0,64.0,29,https://pypi.org/project/tensorboardX,2019-12-31 14:04:21.000000,1334.0,283496.0,290601.0,https://anaconda.org/conda-forge/tensorboardx,2020-07-06 20:33:55.729000,248431.0,True,2,287.0,,,,,,,,,,,,,,,,,,,,,,,,,
139,pandas-profiling,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,,data-viz,"['jupyter', 'pandas']",https://github.com/pandas-profiling/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,MIT,2016-01-09 23:47:55.000000,2020-12-26 01:06:13.000000,2020-11-30 21:55:53.000000,966.0,48.0,352.0,6496.0,726.0,2020-09-03 10:11:24.000000,2.9.0,24.0,Create HTML profiling reports from pandas DataFrame objects.,2891.0,2731.0,61.0,29,https://pypi.org/project/pandas-profiling,2020-09-03 10:11:24.000000,160.0,242086.0,243887.0,https://anaconda.org/conda-forge/pandas-profiling,2020-09-03 13:03:52.072000,93660.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Datasets,huggingface/datasets,datasets,,,web-scraping,,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000000,2020-12-26 19:25:42.000000,2020-12-23 17:25:58.000000,608.0,262.0,291.0,5926.0,1161.0,2020-11-19 18:33:56.000000,1.1.3,11.0,"The largest hub of ready-to-use NLP datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",238.0,220.0,191.0,29,https://pypi.org/project/datasets,2020-11-19 18:07:51.000000,18.0,23084.0,23084.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Pydub,jiaaro/pydub,pydub,conda-forge/pydub,,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000000,2020-12-14 17:09:25.000000,2020-12-14 17:09:24.000000,670.0,164.0,232.0,4999.0,722.0,2020-06-03 15:23:56.000000,0.24.1,66.0,Manipulate audio with a simple and easy high level interface.,6750.0,5396.0,79.0,29,https://pypi.org/project/pydub,2020-06-03 15:23:56.000000,1354.0,130915.0,131408.0,https://anaconda.org/conda-forge/pydub,2019-02-02 16:23:09.348000,11833.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
142,UMAP,lmcinnes/umap,umap-learn,,,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000000,2020-12-23 03:48:10.000000,2020-12-16 18:17:21.000000,466.0,201.0,207.0,4350.0,1270.0,2020-07-02 15:56:06.000000,0.4.6,33.0,Uniform Manifold Approximation and Projection.,226.0,,67.0,29,https://pypi.org/project/umap-learn,2020-11-26 16:29:14.000000,226.0,121037.0,121037.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
143,TinyDB,msiemens/tinydb,tinydb,conda-forge/tinydb,,data-containers,,https://github.com/msiemens/tinydb,https://github.com/msiemens/tinydb,MIT,2013-07-12 23:31:13.000000,2020-12-05 15:21:25.000000,2020-12-05 15:21:21.000000,353.0,14.0,229.0,3909.0,593.0,2020-11-14 21:02:31.000000,4.3.0,58.0,TinyDB is a lightweight document oriented database optimized for your happiness :).,1118.0,,61.0,29,https://pypi.org/project/tinydb,2020-11-14 21:02:29.000000,1118.0,133426.0,135210.0,https://anaconda.org/conda-forge/tinydb,2020-11-14 22:52:17.151000,96381.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
144,kaggle,Kaggle/kaggle-api,kaggle,conda-forge/kaggle,,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000000,2020-12-03 05:16:08.000000,2020-11-30 21:43:14.000000,759.0,161.0,106.0,3733.0,137.0,2020-11-30 13:37:18.000000,1.5.10,47.0,Official Kaggle API.,4682.0,4118.0,35.0,29,https://pypi.org/project/kaggle,2020-11-30 13:37:18.000000,564.0,236829.0,238873.0,https://anaconda.org/conda-forge/kaggle,2020-11-30 16:56:31.822000,38845.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
145,yfinance,ranaroussi/yfinance,yfinance,ranaroussi/yfinance,,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000000,2020-12-18 13:14:52.000000,2020-09-25 12:47:40.000000,945.0,289.0,167.0,3717.0,243.0,2020-10-05 12:19:44.000000,0.1.55,20.0,Yahoo! Finance market data downloader (+faster Pandas Datareader).,2409.0,2383.0,25.0,29,https://pypi.org/project/yfinance,2020-10-05 12:19:44.000000,26.0,106373.0,108127.0,https://anaconda.org/ranaroussi/yfinance,2019-12-27 21:30:44.606000,28076.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Tesseract,madmaze/pytesseract,pytesseract,conda-forge/pytesseract,,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000000,2020-12-22 12:18:21.000000,2020-12-22 12:18:21.000000,503.0,7.0,237.0,3330.0,353.0,2020-12-15 05:24:52.000000,0.3.7,24.0,Python-tesseract is an optical character recognition (OCR) tool for python.,1428.0,,35.0,29,https://pypi.org/project/pytesseract,2020-12-15 05:24:52.000000,1428.0,319904.0,322071.0,https://anaconda.org/conda-forge/pytesseract,2020-11-20 10:05:14.874000,36839.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
147,sacred,IDSIA/sacred,sacred,,,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000000,2020-12-17 22:23:01.000000,2020-12-15 10:47:54.000000,314.0,92.0,391.0,3236.0,1297.0,2020-12-14 15:21:05.000000,0.8.2,27.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",907.0,753.0,90.0,29,https://pypi.org/project/sacred,2020-12-14 15:21:05.000000,154.0,14102.0,14102.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Koalas,databricks/koalas,koalas,conda-forge/koalas,,data-containers,"['spark', 'pandas']",https://github.com/databricks/koalas,https://github.com/databricks/koalas,Apache-2.0,2019-01-03 21:46:54.000000,2020-12-26 07:33:39.000000,2020-12-26 07:33:38.000000,292.0,84.0,420.0,2543.0,1420.0,2020-12-11 21:10:40.000000,1.5.0,42.0,Koalas: pandas API on Apache Spark.,68.0,67.0,47.0,29,https://pypi.org/project/koalas,2020-12-11 21:10:40.000000,1.0,883372.0,887286.0,https://anaconda.org/conda-forge/koalas,2020-12-11 23:19:38.184000,73476.0,True,2,996.0,,,,,,,,,,,,,,,,,,,,,,,,,
149,PyQtGraph,pyqtgraph/pyqtgraph,pyqtgraph,conda-forge/pyqtgraph,,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000000,2020-12-26 03:39:56.000000,2020-12-25 05:45:02.000000,793.0,284.0,429.0,2247.0,2306.0,2020-12-20 02:41:29.000000,pyqtgraph-0.11.1,12.0,Fast data visualization and GUI tools for scientific / engineering applications.,890.0,,177.0,29,https://pypi.org/project/pyqtgraph,2020-12-20 02:43:22.000000,890.0,33958.0,37273.0,https://anaconda.org/conda-forge/pyqtgraph,2020-12-20 05:06:42.442000,155836.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Keras Tuner,keras-team/keras-tuner,keras-tuner,,,hyperopt,['keras'],https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000000,2020-12-23 19:28:06.000000,2020-12-09 20:19:05.000000,253.0,145.0,132.0,2185.0,787.0,2020-11-20 19:13:23.000000,1.0.2,5.0,Hyperparameter tuning for humans.,332.0,330.0,28.0,29,https://pypi.org/project/keras-tuner,2020-11-20 19:00:59.000000,2.0,830729.0,830729.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
151,ipyparallel,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,,distributed-ml,['jupyter'],https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000000,2020-12-14 23:13:00.768000,2020-08-24 09:09:27.000000,723.0,139.0,107.0,1840.0,1817.0,2020-05-05 18:42:38.000000,6.3.0,21.0,Interactive Parallel Computing in Python.,1830.0,1340.0,94.0,29,https://pypi.org/project/ipyparallel,2020-05-05 18:42:38.000000,490.0,61042.0,67436.0,https://anaconda.org/conda-forge/ipyparallel,2020-12-14 23:13:00.768000,358098.0,True,2,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
152,HoloViews,holoviz/holoviews,holoviews,conda-forge/holoviews,,data-viz,['jupyter'],https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2020-12-22 20:30:54.000000,2020-12-22 20:30:52.000000,291.0,664.0,1814.0,1766.0,10108.0,2020-12-03 18:36:32.000000,1.14.0,58.0,"With Holoviews, your data visualizes itself.",170.0,,99.0,29,https://pypi.org/project/holoviews,2020-12-03 14:22:27.000000,170.0,110155.0,124070.0,https://anaconda.org/conda-forge/holoviews,2020-12-03 17:45:44.993000,390460.0,True,2,,,,,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,6816.0,,,,,,,,,,,,,
153,Lifelines,CamDavidsonPilon/lifelines,lifelines,conda-forge/lifelines,,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000000,2020-12-11 17:32:01.000000,2020-12-09 21:13:02.000000,403.0,183.0,584.0,1516.0,2069.0,2020-12-09 21:14:01.000000,0.25.7,152.0,Survival analysis in Python.,592.0,466.0,88.0,29,https://pypi.org/project/lifelines,2020-12-09 21:14:01.000000,126.0,106980.0,109194.0,https://anaconda.org/conda-forge/lifelines,2020-12-10 02:47:14.864000,119591.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Geocoder,DenisCarriere/geocoder,geocoder,conda-forge/geocoder,,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000000,2020-12-14 18:58:25.000000,2018-10-12 15:53:05.000000,249.0,64.0,215.0,1315.0,1251.0,2018-04-04 12:34:51.000000,1.38.1,108.0,Python Geocoder.,3463.0,2887.0,74.0,29,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000000,576.0,225216.0,227083.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469000,85926.0,False,2,,,,,,,,,,,,,,,,,,,geocoder,,,,,,,
155,torchaudio,pytorch/audio,torchaudio,,,audio,['pytorch'],https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000000,2020-12-27 14:16:03.000000,2020-12-23 22:07:20.000000,261.0,152.0,230.0,1175.0,628.0,2020-12-10 17:02:20.000000,0.7.2,11.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",977.0,968.0,84.0,29,https://pypi.org/project/torchaudio,2020-10-27 16:14:57.000000,9.0,63116.0,63116.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PyTables,PyTables/PyTables,tables,conda-forge/pytables,,data-containers,,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-2-Clause,2011-06-03 19:44:46.000000,2020-12-23 13:06:35.000000,2020-12-22 06:58:22.000000,180.0,154.0,438.0,997.0,3856.0,2019-10-30 19:33:37.000000,3.6.1,25.0,A Python package to manage extremely large amounts of data.,3754.0,,96.0,29,https://pypi.org/project/tables,2019-10-30 19:33:37.000000,3754.0,541868.0,581893.0,https://anaconda.org/conda-forge/pytables,2020-10-21 22:20:27.234000,2081222.0,True,2,125.0,,,,,,,,,,,,,,,,,,,,,,,,,
157,py2neo,technige/py2neo,py2neo,conda-forge/py2neo,,db-clients,,https://github.com/technige/py2neo,https://github.com/technige/py2neo,Apache-2.0,2011-07-03 10:01:07.000000,2020-12-23 10:35:38.000000,2020-12-21 21:32:51.000000,196.0,25.0,689.0,954.0,2735.0,2020-11-21 09:50:58.000000,2020.1.1,102.0,Py2neo is a comprehensive toolkit for working with Neo4j from within Python applications or from the command line.,1114.0,,31.0,29,https://pypi.org/project/py2neo,2020-11-21 09:51:22.000000,1114.0,75074.0,75824.0,https://anaconda.org/conda-forge/py2neo,2019-03-17 09:26:49.366000,31512.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Graphviz,xflr6/graphviz,graphviz,,,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000000,2020-12-25 12:50:52.000000,2020-12-25 12:50:44.000000,137.0,5.0,94.0,885.0,443.0,2020-10-07 09:06:41.000000,0.14.2,47.0,Simple Python interface for Graphviz.,20687.0,16305.0,15.0,29,https://pypi.org/project/graphviz,2020-12-24 16:17:24.000000,4382.0,2331540.0,2331540.0,,,,True,2,,,,,,,,,,,,,,,True,,,,,,,,,,,
159,TensorFlow Transform,tensorflow/transform,tensorflow-transform,,,tensorflow-utils,['tensorflow'],https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000000,2020-12-16 21:35:23.000000,2020-12-16 21:11:41.000000,161.0,32.0,113.0,843.0,557.0,2020-12-16 21:35:23.000000,0.26.0,33.0,Input pipeline framework.,462.0,378.0,27.0,29,https://pypi.org/project/tensorflow-transform,2020-12-16 21:35:23.000000,84.0,5945741.0,5945741.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
160,snakemake,snakemake/snakemake,snakemake,bioconda/snakemake,,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2020-12-22 23:30:36.000000,2020-12-21 21:28:10.000000,178.0,305.0,201.0,783.0,3938.0,2020-12-21 22:01:57.000000,5.31.1,158.0,"This is the development home of the workflow management system Snakemake. For general information, see.",1000.0,712.0,193.0,29,https://pypi.org/project/snakemake,2020-12-21 22:02:41.000000,288.0,10078.0,14335.0,https://anaconda.org/bioconda/snakemake,2020-12-22 11:10:44.475000,263952.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
161,NIPYPE,nipy/nipype,nipype,conda-forge/nipype,,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2020-12-20 20:52:16.000000,2020-12-08 17:16:40.000000,439.0,312.0,871.0,538.0,14049.0,2020-09-17 18:44:32.000000,1.5.1,54.0,Workflows and interfaces for neuroimaging packages.,662.0,470.0,212.0,29,https://pypi.org/project/nipype,2020-08-16 18:30:16.000000,192.0,13149.0,19641.0,https://anaconda.org/conda-forge/nipype,2020-11-28 17:44:51.813000,344120.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
162,NiBabel,nipy/nibabel,nibabel,conda-forge/nibabel,,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000000,2020-12-21 21:15:21.000000,2020-12-16 00:08:18.000000,209.0,109.0,280.0,378.0,4933.0,2020-11-28 22:19:50.000000,3.2.1,32.0,Python package to access a cacophony of neuro-imaging file formats.,4639.0,3375.0,89.0,29,https://pypi.org/project/nibabel,2020-11-28 22:18:23.000000,1264.0,49602.0,54795.0,https://anaconda.org/conda-forge/nibabel,2020-11-29 03:40:05.178000,285617.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
163,pandas-gbq,pydata/pandas-gbq,pandas-gbq,conda-forge/pandas-gbq,,db-clients,['pandas'],https://github.com/pydata/pandas-gbq,https://github.com/pydata/pandas-gbq,BSD-3-Clause,2017-02-08 13:07:19.000000,2020-12-22 15:29:13.000000,2020-12-17 21:26:00.000000,83.0,32.0,154.0,231.0,217.0,2020-11-10 17:16:31.000000,0.14.1,26.0,Pandas Google BigQuery.,2113.0,1681.0,29.0,29,https://pypi.org/project/pandas-gbq,2020-11-10 17:13:26.000000,432.0,6165160.0,6178887.0,https://anaconda.org/conda-forge/pandas-gbq,2020-11-11 15:55:18.257000,617517.0,True,3,188.0,,,,,,,,,,,,,,,,,,,,,,,,,
164,soupsieve,facelessuser/soupsieve,soupsieve,conda-forge/soupsieve,,web-scraping,,https://github.com/facelessuser/soupsieve,https://github.com/facelessuser/soupsieve,MIT,2018-12-07 07:42:56.000000,2020-12-14 18:10:01.000000,2020-12-14 18:08:31.000000,18.0,12.0,77.0,84.0,268.0,2020-12-10 23:42:29.000000,2.1.0,36.0,A modern CSS selector implementation for BeautifulSoup.,95435.0,91191.0,8.0,29,https://pypi.org/project/soupsieve,2020-12-10 23:43:13.000000,4244.0,8371500.0,8458328.0,https://anaconda.org/conda-forge/soupsieve,2020-08-17 16:10:44.009000,1997055.0,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
165,spleeter,deezer/spleeter,spleeter,conda-forge/spleeter,,audio,['tensorflow'],https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000000,2020-12-18 16:31:25.000000,2020-12-07 12:44:51.000000,1527.0,86.0,390.0,15109.0,358.0,2020-10-23 12:15:02.000000,2.0.1,26.0,Deezer source separation library including pretrained models.,120.0,120.0,17.0,28,https://pypi.org/project/spleeter,2020-10-23 12:15:02.000000,,5263.0,70621.0,https://anaconda.org/conda-forge/spleeter,2020-06-30 14:33:43.220000,40066.0,True,2,871870.0,,,,,,,,,,,,,,,,,,,,,,,,,
166,pyspider,binux/pyspider,pyspider,,,web-scraping,,https://github.com/binux/pyspider,https://github.com/binux/pyspider,Apache-2.0,2014-02-21 19:18:47.000000,2020-10-22 04:00:13.000000,2020-08-02 17:34:20.000000,3558.0,276.0,543.0,14783.0,1181.0,2018-04-18 04:25:22.000000,0.3.10,17.0,A Powerful Spider(Web Crawler) System in Python.,313.0,283.0,62.0,28,https://pypi.org/project/pyspider,2018-04-18 04:17:18.000000,30.0,1753.0,1753.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PyTorch Geometric,rusty1s/pytorch_geometric,torch-geometric,,,graph,['pytorch'],https://github.com/rusty1s/pytorch_geometric,https://github.com/rusty1s/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2020-12-25 10:16:21.000000,2020-12-25 10:16:17.000000,1645.0,631.0,1050.0,9787.0,4040.0,2020-12-02 14:57:09.000000,1.6.3,25.0,Geometric Deep Learning Extension Library for PyTorch.,24.0,,136.0,28,https://pypi.org/project/torch-geometric,2020-11-27 07:18:41.000000,24.0,12106.0,12106.0,,,,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Sonnet,deepmind/sonnet,dm-sonnet,conda-forge/sonnet,,ml-frameworks,['tensorflow'],https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000000,2020-11-30 02:35:15.000000,2020-10-08 10:01:11.000000,1242.0,15.0,135.0,8677.0,545.0,2020-03-27 10:36:19.000000,2.0.0,27.0,TensorFlow-based neural network library.,547.0,465.0,48.0,28,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000000,82.0,37498.0,38017.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843000,6749.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
169,TPOT,EpistasisLab/tpot,tpot,conda-forge/tpot,,hyperopt,['sklearn'],https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000000,2020-12-23 00:52:11.000000,2020-12-14 15:04:13.000000,1347.0,185.0,574.0,7710.0,2341.0,2020-12-14 15:07:26.000000,0.11.6.post3,59.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,840.0,760.0,107.0,28,https://pypi.org/project/tpot,2020-12-14 15:07:56.000000,80.0,72085.0,74038.0,https://anaconda.org/conda-forge/tpot,2020-12-14 22:49:13.925000,99623.0,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Pyro,pyro-ppl/pyro,pyro-ppl,,,probabilistics,['pytorch'],https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000000,2020-12-26 22:03:36.000000,2020-12-21 05:45:44.000000,777.0,130.0,677.0,6649.0,2138.0,2020-11-17 23:30:42.000000,1.5.1,24.0,Deep universal probabilistic programming with Python and PyTorch.,383.0,347.0,102.0,28,https://pypi.org/project/pyro-ppl,2020-11-17 23:22:46.000000,36.0,10215.0,10215.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Records,kennethreitz42/records,records,conda-forge/records,,db-clients,,https://github.com/kennethreitz42/records,https://github.com/kennethreitz42/records,ISC,2014-12-24 15:20:23.000000,2020-12-22 07:29:21.000000,2020-12-22 07:29:21.000000,531.0,55.0,81.0,6464.0,325.0,2019-02-21 13:34:41.000000,0.5.3,10.0,SQL for Humans.,1003.0,703.0,37.0,28,https://pypi.org/project/records,2019-02-21 13:34:41.000000,300.0,182406.0,182779.0,https://anaconda.org/conda-forge/records,2018-01-15 04:48:02.550000,16432.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
172,tensorpack,tensorpack/tensorpack,tensorpack,,,ml-frameworks,['tensorflow'],https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000000,2020-12-24 00:24:32.000000,2020-11-01 03:52:10.000000,1720.0,11.0,1293.0,5863.0,2921.0,2020-04-24 19:01:06.000000,0.10.1,36.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",719.0,643.0,55.0,28,https://pypi.org/project/tensorpack,2020-04-24 19:01:06.000000,76.0,49898.0,49900.0,,,,True,3,95.0,,,,,,,,,,,,,,,,,,,,,,,,,
173,Modin,modin-project/modin,modin,,,data-containers,['pandas'],https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000000,2020-12-24 17:54:46.000000,2020-12-23 18:29:32.000000,375.0,391.0,1045.0,5551.0,1215.0,2020-12-23 09:46:05.000000,0.8.3,35.0,Modin: Speed up your Pandas workflows by changing a single line of code.,282.0,273.0,64.0,28,https://pypi.org/project/modin,2020-11-10 02:44:02.000000,9.0,49560.0,56286.0,,,,True,2,195075.0,,,,,,,,,,,,,,,,,,,,,,,,,
174,featuretools,alteryx/featuretools,featuretools,conda-forge/featuretools,,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000000,2020-12-26 17:38:06.000000,2020-12-21 14:01:31.000000,680.0,104.0,386.0,5291.0,569.0,2020-11-30 20:46:32.000000,0.22.0,61.0,An open source python library for automated feature engineering.,699.0,629.0,49.0,28,https://pypi.org/project/featuretools,2020-11-30 20:46:32.000000,70.0,66286.0,68047.0,https://anaconda.org/conda-forge/featuretools,2020-11-30 22:07:05.978000,42280.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
175,faust,robinhood/faust,faust,,,data-pipelines,,https://github.com/robinhood/faust,https://github.com/robinhood/faust,BSD-3-Clause,2017-03-08 18:36:11.000000,2020-11-17 10:35:41.000000,2020-10-09 12:59:42.000000,424.0,225.0,219.0,5143.0,4137.0,2020-02-25 22:57:18.000000,1.10.4,46.0,Python Stream Processing.,589.0,561.0,90.0,28,https://pypi.org/project/faust,2020-02-25 22:57:18.000000,28.0,74701.0,74701.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Autograd,HIPS/autograd,autograd,conda-forge/autograd,,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000000,2020-04-23 16:45:00.000000,2019-11-18 14:32:40.000000,712.0,161.0,216.0,5069.0,1375.0,2017-08-24 17:00:41.000000,1.1.13,24.0,Efficiently computes derivatives of numpy code.,1685.0,1341.0,51.0,28,https://pypi.org/project/autograd,2019-07-25 16:21:07.000000,344.0,337854.0,340718.0,https://anaconda.org/conda-forge/autograd,2019-07-25 18:29:55.493000,148966.0,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,
177,scikit-surprise,NicolasHug/Surprise,scikit-surprise,conda-forge/scikit-surprise,,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000000,2020-10-13 01:22:58.850000,2020-08-05 17:45:59.000000,807.0,35.0,285.0,4582.0,622.0,2020-07-19 14:50:48.000000,1.1.1,9.0,A Python scikit for building and analyzing recommender systems.,861.0,837.0,38.0,28,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000000,24.0,41136.0,45418.0,https://anaconda.org/conda-forge/scikit-surprise,2020-10-13 01:22:58.850000,149904.0,True,1,,,,,,,,,,,,,,,,,,,,,,,,,,
178,csvkit,wireservice/csvkit,csvkit,conda-forge/csvkit,,data-loading,,https://github.com/wireservice/csvkit,https://github.com/wireservice/csvkit,MIT,2011-04-01 03:00:30.000000,2020-10-30 01:59:33.000000,2020-10-30 01:59:29.000000,535.0,56.0,743.0,4436.0,1693.0,2020-03-03 03:00:28.000000,1.0.5,33.0,"A suite of utilities for converting to and working with CSV, the king of tabular file formats.",1495.0,793.0,91.0,28,https://pypi.org/project/csvkit,2020-03-03 03:00:28.000000,702.0,26724.0,27716.0,https://anaconda.org/conda-forge/csvkit,2019-05-28 12:30:50.171000,44648.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
179,snorkel,snorkel-team/snorkel,snorkel,conda-forge/snorkel,,data-loading,,https://github.com/snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,Apache-2.0,2016-02-26 05:52:45.000000,2020-10-02 14:30:46.000000,2020-09-05 21:24:32.000000,704.0,29.0,910.0,4364.0,2646.0,2020-08-09 03:07:36.000000,0.9.6,17.0,A system for quickly generating training data with weak supervision.,65.0,61.0,62.0,28,https://pypi.org/project/snorkel,2020-04-07 01:35:21.000000,4.0,74084.0,74968.0,https://anaconda.org/conda-forge/snorkel,2020-04-10 13:08:54.445000,14867.0,True,3,479.0,,,,,,,,,,,,,,,,,,,,,,,,,
