,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id
121,pandas-profiling,pandas-profiling/pandas-profiling,,data-viz,https://github.com/pandas-profiling/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,MIT,2016-01-09 23:47:55.000000,2021-01-16 08:53:41.000000,2021-01-12 17:19:32.000000,979,57.0,356.0,6580,736.0,Create HTML profiling reports from pandas DataFrame objects.,65.0,29,True,2020-09-03 10:11:24.000000,2.9.0,25.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",3011.0,2851.0,https://pypi.org/project/pandas-profiling,2020-09-03 10:11:24.000000,160.0,190081.0,191908.0,https://anaconda.org/conda-forge/pandas-profiling,2021-01-09 04:39:21.551000,96851.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
122,Datasets,huggingface/datasets,,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000000,2021-01-17 14:44:53.000000,2021-01-15 10:08:18.000000,667,191.0,314.0,6513,1238.0,"The largest hub of ready-to-use NLP datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",202.0,29,True,2021-01-13 15:29:57.000000,1.2.1,13.0,datasets,,,,,281.0,263.0,https://pypi.org/project/datasets,2021-01-04 18:33:23.000000,18.0,22115.0,22115.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
123,tensorpack,tensorpack/tensorpack,,ml-frameworks,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000000,2021-01-16 10:13:08.000000,2021-01-16 10:13:00.000000,1727,12.0,1294.0,5893,2927.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",55.0,29,True,2020-04-24 19:01:06.000000,0.10.1,36.0,tensorpack,,,,['tensorflow'],742.0,666.0,https://pypi.org/project/tensorpack,2020-04-24 19:01:06.000000,76.0,92282.0,92284.0,,,,,,,,2.0,97.0,,,,,,,,,,,,,,,,,,,,
124,Modin,modin-project/modin,,data-containers,https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000000,2021-01-16 20:47:37.000000,2021-01-15 15:44:03.000000,383,417.0,1065.0,5618,1230.0,Modin: Speed up your Pandas workflows by changing a single line of code.,66.0,29,True,2021-01-12 14:40:18.000000,0.8.3,36.0,modin,,,,['pandas'],302.0,284.0,https://pypi.org/project/modin,2021-01-12 14:40:18.000000,18.0,73700.0,80203.0,,,,,,,,2.0,195099.0,,,,,,,,,,,,,,,,,,,,
125,Autograd,HIPS/autograd,,others,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000000,2020-12-28 18:04:28.000000,2019-11-18 14:32:40.000000,712,161.0,216.0,5086,1375.0,Efficiently computes derivatives of numpy code.,51.0,29,False,2017-08-24 17:00:41.000000,1.1.13,24.0,autograd,conda-forge/autograd,,,,1747.0,1403.0,https://pypi.org/project/autograd,2019-07-25 16:21:07.000000,344.0,391715.0,394576.0,https://anaconda.org/conda-forge/autograd,2019-07-25 18:29:55.493000,151636.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
126,Pydub,jiaaro/pydub,,audio,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000000,2021-01-14 14:36:41.000000,2020-12-14 17:09:24.000000,672,164.0,233.0,5041,722.0,Manipulate audio with a simple and easy high level interface.,79.0,29,True,2020-06-03 15:23:56.000000,0.24.1,66.0,pydub,conda-forge/pydub,,,,6989.0,5635.0,https://pypi.org/project/pydub,2020-06-03 15:23:56.000000,1354.0,113985.0,114473.0,https://anaconda.org/conda-forge/pydub,2019-02-02 16:23:09.348000,12201.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
127,UMAP,lmcinnes/umap,,data-viz,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000000,2021-01-11 21:28:26.000000,2021-01-11 21:11:07.000000,477,205.0,214.0,4430,1299.0,Uniform Manifold Approximation and Projection.,69.0,29,True,2021-01-11 21:28:26.000000,0.5.0,34.0,umap-learn,,,,,226.0,,https://pypi.org/project/umap-learn,2021-01-11 21:28:26.000000,226.0,125832.0,125832.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
128,PyOD,yzhao062/pyod,,others,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000000,2021-01-17 01:54:30.000000,2021-01-12 18:33:37.000000,838,101.0,82.0,4048,1245.0,A Python Toolbox for Scalable Outlier Detection (Anomaly Detection).,22.0,29,True,2021-01-12 18:42:49.000000,0.8.6,64.0,pyod,,,,,463.0,457.0,https://pypi.org/project/pyod,2021-01-12 18:42:49.000000,6.0,79216.0,79216.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
129,TinyDB,msiemens/tinydb,,data-containers,https://github.com/msiemens/tinydb,https://github.com/msiemens/tinydb,MIT,2013-07-12 23:31:13.000000,2021-01-04 09:54:25.000000,2021-01-04 09:54:20.000000,354,14.0,238.0,3950,603.0,TinyDB is a lightweight document oriented database optimized for your happiness :).,62.0,29,True,2020-11-14 21:02:31.000000,4.3.0,58.0,tinydb,conda-forge/tinydb,,,,1118.0,,https://pypi.org/project/tinydb,2020-11-14 21:02:29.000000,1118.0,131461.0,133265.0,https://anaconda.org/conda-forge/tinydb,2020-11-14 22:52:17.151000,99250.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
130,yfinance,ranaroussi/yfinance,,financial-data,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000000,2021-01-16 16:37:16.000000,2021-01-11 09:52:24.000000,992,299.0,172.0,3909,245.0,Yahoo! Finance market data downloader (+faster Pandas Datareader).,27.0,29,True,2020-10-05 12:19:44.000000,0.1.55,20.0,yfinance,ranaroussi/yfinance,,,,2689.0,2663.0,https://pypi.org/project/yfinance,2020-10-05 12:19:44.000000,26.0,99913.0,101723.0,https://anaconda.org/ranaroussi/yfinance,2019-12-27 21:30:44.606000,30770.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
131,kaggle,Kaggle/kaggle-api,,ml-experiments,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000000,2020-12-03 05:16:08.000000,2020-11-30 21:43:14.000000,770,165.0,106.0,3778,137.0,Official Kaggle API.,35.0,29,True,2020-11-30 13:37:18.000000,1.5.10,47.0,kaggle,conda-forge/kaggle,,,,4843.0,4279.0,https://pypi.org/project/kaggle,2020-11-30 13:37:18.000000,564.0,240361.0,242350.0,https://anaconda.org/conda-forge/kaggle,2020-11-30 16:56:31.822000,39793.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
132,Tesseract,madmaze/pytesseract,,ocr,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000000,2021-01-04 17:26:55.000000,2021-01-04 17:26:51.000000,504,7.0,238.0,3369,357.0,Python-tesseract is an optical character recognition (OCR) tool for python.,36.0,29,True,2020-12-15 05:24:52.000000,0.3.7,24.0,pytesseract,conda-forge/pytesseract,,,,1428.0,,https://pypi.org/project/pytesseract,2020-12-15 05:24:52.000000,1428.0,428529.0,430638.0,https://anaconda.org/conda-forge/pytesseract,2020-11-20 10:05:14.874000,37970.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,,,
133,sacred,IDSIA/sacred,,ml-experiments,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000000,2021-01-15 19:26:16.000000,2021-01-12 12:37:55.000000,314,92.0,395.0,3265,1300.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",91.0,29,True,2020-12-14 15:21:05.000000,0.8.2,27.0,sacred,,,,,927.0,773.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000000,154.0,10044.0,10044.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
134,Koalas,databricks/koalas,,data-containers,https://github.com/databricks/koalas,https://github.com/databricks/koalas,Apache-2.0,2019-01-03 21:46:54.000000,2021-01-17 11:27:52.000000,2021-01-17 11:27:51.000000,292,84.0,421.0,2581,1439.0,Koalas: pandas API on Apache Spark.,47.0,29,True,2020-12-11 21:10:40.000000,1.5.0,42.0,koalas,conda-forge/koalas,,,"['spark', 'pandas']",71.0,70.0,https://pypi.org/project/koalas,2020-12-11 21:10:40.000000,1.0,820422.0,824192.0,https://anaconda.org/conda-forge/koalas,2020-12-11 23:19:38.184000,74513.0,,,,,2.0,996.0,,,,,,,,,,,,,,,,,,,,
135,PyQtGraph,pyqtgraph/pyqtgraph,,data-viz,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000000,2021-01-16 06:41:03.000000,2021-01-13 21:16:31.000000,806,286.0,438.0,2265,2319.0,Fast data visualization and GUI tools for scientific / engineering applications.,179.0,29,True,2020-12-20 02:41:29.000000,pyqtgraph-0.11.1,12.0,pyqtgraph,conda-forge/pyqtgraph,,,,890.0,,https://pypi.org/project/pyqtgraph,2020-12-20 02:43:22.000000,890.0,25232.0,28526.0,https://anaconda.org/conda-forge/pyqtgraph,2020-12-20 05:06:42.442000,158124.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
136,hmmlearn,hmmlearn/hmmlearn,,probabilistics,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000000,2020-12-28 11:37:25.000000,2020-12-28 11:37:23.000000,603,64.0,276.0,2160,345.0,"Hidden Markov Models in Python, with scikit-learn like API.",31.0,29,True,2020-09-12 15:19:20.000000,0.2.4,6.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1057.0,851.0,https://pypi.org/project/hmmlearn,2020-09-12 15:19:20.000000,206.0,123635.0,125870.0,https://anaconda.org/conda-forge/hmmlearn,2020-11-01 16:03:30.138000,58125.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
137,ipyparallel,ipython/ipyparallel,,distributed-ml,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000000,2020-12-28 21:43:25.000000,2020-08-24 09:09:27.000000,726,139.0,107.0,1855,1817.0,Interactive Parallel Computing in Python.,94.0,29,True,2020-05-05 18:42:38.000000,6.3.0,21.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],1867.0,1377.0,https://pypi.org/project/ipyparallel,2020-05-05 18:42:38.000000,490.0,68301.0,74695.0,https://anaconda.org/conda-forge/ipyparallel,2020-12-14 23:13:00.768000,364466.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
138,pandas-datareader,pydata/pandas-datareader,,data-loading,https://github.com/pydata/pandas-datareader,https://github.com/pydata/pandas-datareader,BSD-3-Clause,2015-01-15 00:34:19.000000,2021-01-13 09:00:22.000000,2020-12-31 11:58:23.000000,489,70.0,370.0,1794,764.0,Extract data from a wide range of Internet sources into a pandas DataFrame.,77.0,29,True,2020-07-10 10:04:14.000000,0.9.0,21.0,pandas-datareader,conda-forge/pandas-datareader,,,['pandas'],8868.0,7462.0,https://pypi.org/project/pandas-datareader,2020-07-10 10:04:14.000000,1406.0,118627.0,120540.0,https://anaconda.org/conda-forge/pandas-datareader,2019-11-20 10:38:42.074000,86129.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
139,HoloViews,holoviz/holoviews,,data-viz,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2021-01-16 18:41:51.000000,2021-01-14 15:55:59.000000,299,674.0,1814.0,1783,10114.0,"With Holoviews, your data visualizes itself.",101.0,29,True,2020-12-27 23:53:28.000000,1.14.1,60.0,holoviews,conda-forge/holoviews,,,['jupyter'],170.0,,https://pypi.org/project/holoviews,2020-12-27 23:53:28.000000,170.0,74051.0,87444.0,https://anaconda.org/conda-forge/holoviews,2020-12-28 13:23:01.410000,401307.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,6227.0,,,,,,,,,,,,,
140,Lifelines,CamDavidsonPilon/lifelines,,medical-data,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000000,2021-01-05 18:34:14.000000,2021-01-05 18:34:13.000000,411,188.0,588.0,1531,2073.0,Survival analysis in Python.,90.0,29,True,2020-12-09 21:14:01.000000,0.25.7,152.0,lifelines,conda-forge/lifelines,,,,607.0,481.0,https://pypi.org/project/lifelines,2020-12-09 21:14:01.000000,126.0,97409.0,99630.0,https://anaconda.org/conda-forge/lifelines,2020-12-10 02:47:14.864000,122179.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
141,Geocoder,DenisCarriere/geocoder,,geospatial-data,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000000,2020-12-30 04:09:42.000000,2018-10-12 15:53:05.000000,252,64.0,215.0,1320,1251.0,Python Geocoder.,74.0,29,False,2018-04-04 12:34:51.000000,1.38.1,108.0,geocoder,conda-forge/geocoder,,,,3527.0,2951.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000000,576.0,228300.0,230134.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469000,86239.0,,,,,2.0,,,,,,,,,,,,,geocoder,,,,,,,,
142,SageMaker SDK,aws/sagemaker-python-sdk,,ml-experiments,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000000,2021-01-16 22:07:28.000000,2021-01-15 18:45:43.000000,558,207.0,518.0,1291,1804.0,A library for training and deploying machine learning models on Amazon SageMaker.,164.0,29,True,2021-01-14 17:56:43.000000,2.23.4.post0,301.0,sagemaker,,,,"['mxnet', 'tensorflow']",586.0,558.0,https://pypi.org/project/sagemaker,2021-01-14 17:58:28.000000,28.0,408652.0,408652.0,,,,,,,,2.0,,-1.0,,,,,,,,,,,,,,,,,,,
143,torchaudio,pytorch/audio,,audio,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000000,2021-01-17 12:31:18.000000,2021-01-15 23:32:02.000000,263,152.0,244.0,1198,659.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",85.0,29,True,2020-12-10 17:02:20.000000,0.7.2,11.0,torchaudio,,,,['pytorch'],1179.0,1170.0,https://pypi.org/project/torchaudio,2020-10-27 16:14:57.000000,9.0,67887.0,67887.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
144,Keras-Preprocessing,keras-team/keras-preprocessing,,others,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000000,2021-01-16 13:11:52.000000,2020-12-11 00:22:47.000000,392,93.0,99.0,902,281.0,"Utilities for working with image data, text data, and sequence data.",48.0,29,True,2020-05-14 03:53:47.000000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],2736.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000000,2736.0,3456797.0,3481520.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923000,766427.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
145,Graphviz,xflr6/graphviz,,data-viz,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000000,2021-01-05 23:44:43.000000,2021-01-05 23:22:54.000000,138,5.0,96.0,899,449.0,Simple Python interface for Graphviz.,15.0,29,True,2020-10-07 09:06:41.000000,0.14.2,47.0,graphviz,,,,,21205.0,16823.0,https://pypi.org/project/graphviz,2020-12-24 16:17:24.000000,4382.0,2350732.0,2350732.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
146,TensorFlow Transform,tensorflow/transform,,tensorflow-utils,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000000,2021-01-15 18:44:21.000000,2021-01-15 18:44:16.000000,163,32.0,114.0,849,563.0,Input pipeline framework.,27.0,29,True,2020-12-16 21:35:23.000000,0.26.0,33.0,tensorflow-transform,,,,['tensorflow'],477.0,393.0,https://pypi.org/project/tensorflow-transform,2020-12-16 21:35:23.000000,84.0,7396525.0,7396525.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
147,snakemake,snakemake/snakemake,,ml-experiments,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2021-01-17 09:30:26.000000,2021-01-15 13:37:17.000000,182,312.0,205.0,809,3948.0,"This is the development home of the workflow management system Snakemake. For general information, see.",194.0,29,True,2021-01-15 13:36:23.000000,5.32.0,159.0,snakemake,bioconda/snakemake,,,,1012.0,724.0,https://pypi.org/project/snakemake,2021-01-15 13:37:08.000000,288.0,8067.0,12322.0,https://anaconda.org/bioconda/snakemake,2020-12-22 11:10:44.475000,268103.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
148,pyproj,pyproj4/pyproj,,geospatial-data,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2021-01-08 01:17:08.000000,2021-01-08 01:15:13.000000,146,6.0,374.0,564,1099.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,39.0,29,True,2020-11-05 13:39:29.000000,3.0.0.post1,34.0,pyproj,conda-forge/pyproj,,,,10621.0,8159.0,https://pypi.org/project/pyproj,2020-11-05 14:28:45.000000,2462.0,1056713.0,1087316.0,https://anaconda.org/conda-forge/pyproj,2020-11-06 22:55:31.654000,1866817.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
149,NIPYPE,nipy/nipype,,medical-data,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2021-01-11 05:49:22.000000,2020-12-08 17:16:40.000000,439,312.0,873.0,543,14049.0,Workflows and interfaces for neuroimaging packages.,212.0,29,True,2020-09-17 18:44:32.000000,1.5.1,54.0,nipype,conda-forge/nipype,,,,683.0,491.0,https://pypi.org/project/nipype,2020-08-16 18:30:16.000000,192.0,10431.0,16861.0,https://anaconda.org/conda-forge/nipype,2020-11-28 17:44:51.813000,347242.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
150,snowballstemmer,snowballstem/snowball,,nlp,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000000,2021-01-13 17:54:14.000000,2020-11-23 06:15:03.000000,127,19.0,42.0,467,802.0,Snowball compiler and stemming algorithms.,24.0,29,True,2019-10-03 08:03:11.000000,2.0.0,8.0,snowballstemmer,conda-forge/snowballstemmer,,,,55666.0,42484.0,https://pypi.org/project/snowballstemmer,2019-10-03 08:03:11.000000,13182.0,2138473.0,2175298.0,https://anaconda.org/conda-forge/snowballstemmer,2019-10-03 09:44:39.068000,1951755.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
151,NiBabel,nipy/nibabel,,medical-data,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000000,2021-01-13 17:20:19.000000,2021-01-13 17:20:18.000000,209,109.0,285.0,381,4938.0,Python package to access a cacophony of neuro-imaging file formats.,89.0,29,True,2020-11-28 22:19:50.000000,3.2.1,32.0,nibabel,conda-forge/nibabel,,,,4754.0,3490.0,https://pypi.org/project/nibabel,2020-11-28 22:18:23.000000,1264.0,43817.0,49011.0,https://anaconda.org/conda-forge/nibabel,2020-11-29 03:40:05.178000,290887.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
152,baselines,openai/baselines,,reinforcement-learning,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000000,2021-01-02 22:20:03.000000,2020-01-31 13:06:18.000000,3836,452.0,422.0,11029,347.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,28,True,2018-02-26 17:07:07.000000,0.1.5,6.0,baselines,,,,,312.0,275.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000000,37.0,27820.0,27820.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
153,PyTorch Geometric,rusty1s/pytorch_geometric,,graph,https://github.com/rusty1s/pytorch_geometric,https://github.com/rusty1s/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2021-01-15 12:15:12.000000,2021-01-15 12:15:06.000000,1677,662.0,1083.0,9972,4072.0,Geometric Deep Learning Extension Library for PyTorch.,137.0,28,True,2020-12-02 14:57:09.000000,1.6.3,25.0,torch-geometric,,,,['pytorch'],24.0,,https://pypi.org/project/torch-geometric,2020-11-27 07:18:41.000000,24.0,11531.0,11531.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
154,Sonnet,deepmind/sonnet,,ml-frameworks,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000000,2020-11-30 02:35:15.000000,2020-10-08 10:01:11.000000,1242,15.0,135.0,8707,545.0,TensorFlow-based neural network library.,48.0,28,True,2020-03-27 10:36:19.000000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],562.0,480.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000000,82.0,52699.0,53192.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843000,6913.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
155,Albumentations,albumentations-team/albumentations,,image,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000000,2021-01-15 07:22:55.000000,2021-01-15 07:22:53.000000,903,170.0,232.0,7076,615.0,Fast image augmentation library and easy to use wrapper around other libraries. Documentation:..,72.0,28,True,2020-11-29 14:30:07.000000,0.5.2,44.0,albumentations,conda-forge/albumentations,,,['pytorch'],2645.0,2517.0,https://pypi.org/project/albumentations,2020-11-29 14:30:07.000000,128.0,57727.0,58464.0,https://anaconda.org/conda-forge/albumentations,2020-11-29 15:51:47.610000,14007.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
156,featuretools,alteryx/featuretools,,hyperopt,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000000,2021-01-15 22:53:10.000000,2021-01-13 21:04:34.000000,686,111.0,390.0,5331,569.0,An open source python library for automated feature engineering.,49.0,28,True,2020-12-31 21:26:39.000000,0.23.0,63.0,featuretools,conda-forge/featuretools,,,,724.0,654.0,https://pypi.org/project/featuretools,2020-12-31 21:27:46.000000,70.0,58841.0,60572.0,https://anaconda.org/conda-forge/featuretools,2021-01-05 23:32:34.667000,43277.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
157,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2021-01-15 09:01:55.000000,2021-01-15 01:17:48.000000,1031,361.0,374.0,4478,826.0,Gluon CV Toolkit.,109.0,28,True,2021-01-05 00:33:13.000000,0.9.1,967.0,gluoncv,,,,['mxnet'],431.0,401.0,https://pypi.org/project/gluoncv,2021-01-15 09:01:55.000000,30.0,66203.0,66203.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
158,Tokenizers,huggingface/tokenizers,,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000000,2021-01-12 21:50:02.000000,2021-01-12 21:47:56.000000,307,80.0,292.0,4162,1427.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,40.0,28,True,2021-01-12 21:50:02.000000,0.10.0,58.0,tokenizers,conda-forge/tokenizers,,,,24.0,24.0,https://pypi.org/project/tokenizers,2021-01-12 21:50:02.000000,0.0,843254.0,846229.0,https://anaconda.org/conda-forge/tokenizers,2020-11-19 06:02:47.112000,17854.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
159,DEAP,deap/deap,,distributed-ml,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000000,2021-01-16 16:22:38.000000,2020-12-25 17:33:18.000000,835,166.0,220.0,4038,2147.0,Distributed Evolutionary Algorithms in Python.,67.0,28,False,2020-01-21 01:18:06.000000,1.3.1,16.0,deap,conda-forge/deap,,,,2022.0,1540.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000000,482.0,105538.0,107503.0,https://anaconda.org/conda-forge/deap,2021-01-13 14:43:13.393000,108111.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
160,sentence-transformers,UKPLab/sentence-transformers,,nlp,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000000,2021-01-15 19:41:11.000000,2021-01-15 19:41:03.000000,739,293.0,343.0,3920,583.0,Multilingual Sentence Embeddings using BERT / RoBERTa / XLM-RoBERTa & Co. with PyTorch.,38.0,28,True,2021-01-04 14:04:01.000000,0.4.1,29.0,sentence-transformers,,,,"['bert', 'xlnet', 'pytorch']",556.0,556.0,https://pypi.org/project/sentence-transformers,2021-01-04 15:49:09.000000,0.0,76256.0,76256.0,,,,,,,,2.0,,,,,,,,,,,,,,True,,,,,,,
161,Kornia,kornia/kornia,,image,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000000,2021-01-17 11:09:40.000000,2021-01-17 11:09:39.000000,345,103.0,242.0,3510,1485.0,Open Source Differentiable Computer Vision Library for PyTorch.,82.0,28,True,2020-10-20 19:31:49.000000,0.4.1,12.0,kornia,,,,['pytorch'],232.0,232.0,https://pypi.org/project/kornia,2020-10-20 19:31:49.000000,0.0,13778.0,13778.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
162,imutils,jrosebr1/imutils,,image,https://github.com/jrosebr1/imutils,https://github.com/jrosebr1/imutils,MIT,2015-01-11 20:05:39.000000,2021-01-15 17:56:11.000000,2021-01-15 10:46:45.000000,870,128.0,75.0,3474,138.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",20.0,28,True,2021-01-15 10:53:17.000000,0.5.4,29.0,imutils,conda-forge/imutils,,,,12743.0,11547.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000000,1196.0,154281.0,156090.0,https://anaconda.org/conda-forge/imutils,2021-01-15 14:27:25.471000,34378.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
