,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
163,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2024-05-02 13:53:05.000000,2024-04-29 12:18:50,1691.0,37.0,607.0,60.0,1839.0,156.0,1258.0,4458.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,495.0,34,True,2024-04-01 10:35:11.000,0.5.0.post2,1607.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],2917.0,2838.0,https://pypi.org/project/pytorch-ignite,2024-05-02 00:13:32.000,79.0,206114.0,208656.0,https://anaconda.org/pytorch/ignite,2024-04-01 12:32:01.049,180548.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
164,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-04-30 07:51:39.000000,2024-04-30 07:51:39,1150.0,21.0,591.0,118.0,871.0,305.0,1051.0,4072.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",165.0,34,True,2024-04-22 23:27:42.000,7.2,47.0,coremltools,conda-forge/coremltools,,,,3944.0,3764.0,https://pypi.org/project/coremltools,2024-04-23 00:06:00.000,180.0,256210.0,257615.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,55401.0,,,,,2.0,9365.0,,,,,,,,,,,,,,,,,,,
165,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2024-04-29 18:42:20.000000,2024-02-15 18:01:44,1293.0,3.0,2511.0,1968.0,533.0,386.0,1075.0,3959.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,34,True,2024-02-06 19:36:25.000,1.55.0,103.0,azureml-sdk,,,,,48.0,,https://pypi.org/project/azureml-sdk,2024-04-29 18:34:04.000,48.0,632022.0,632030.0,,,,,,,,2.0,557.0,,,,,,,,,,,,,,,,,,,
166,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-05-01 01:13:57.000000,2024-04-24 23:17:29,1285.0,17.0,240.0,36.0,440.0,90.0,216.0,3568.0,Lightning fast forecasting with statistical and econometric models.,39.0,34,True,2024-04-08 16:44:34.000,1.7.4,32.0,statsforecast,conda-forge/statsforecast,,,,878.0,848.0,https://pypi.org/project/statsforecast,2024-04-08 16:44:34.000,30.0,581169.0,583654.0,https://anaconda.org/conda-forge/statsforecast,2024-04-08 20:04:06.356,64617.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
167,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-05-02 06:04:03.000000,2024-05-02 06:00:50,1861.0,83.0,371.0,53.0,1606.0,71.0,418.0,2957.0,Bayesian optimization in PyTorch.,111.0,34,True,2024-05-01 20:33:09.000,0.11.0,44.0,botorch,conda-forge/botorch,,,['pytorch'],1043.0,969.0,https://pypi.org/project/botorch,2024-05-01 20:33:09.000,74.0,127116.0,129439.0,https://anaconda.org/conda-forge/botorch,2024-05-01 22:13:21.203,104579.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
168,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2024-05-02 11:34:18.000000,2024-03-24 23:49:13,2305.0,6.0,627.0,73.0,2871.0,217.0,719.0,2383.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",225.0,34,True,2024-04-24 16:19:43.000,2.3.0,34.0,torchaudio,,,,['pytorch'],659.0,,https://pypi.org/project/torchaudio,2024-04-24 15:48:50.000,659.0,6096466.0,6096466.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
169,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2024-05-02 15:11:14.000000,2024-04-29 11:23:04,1023.0,73.0,366.0,58.0,1180.0,333.0,396.0,2157.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,104.0,34,True,2024-04-24 12:35:53.000,1.19.1,62.0,optimum,conda-forge/optimum,,,,2362.0,2281.0,https://pypi.org/project/optimum,2024-04-24 12:07:57.000,81.0,1062789.0,1063318.0,https://anaconda.org/conda-forge/optimum,2024-04-25 16:34:14.318,13248.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
170,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2024-05-02 14:33:13.000000,2024-04-30 16:40:29,5162.0,120.0,513.0,19.0,1262.0,1035.0,632.0,2116.0,"This is the development home of the workflow management system Snakemake. For general information, see.",325.0,34,True,2024-04-29 14:03:27.000,8.11.1,332.0,snakemake,bioconda/snakemake,,,,2228.0,1959.0,https://pypi.org/project/snakemake,2024-04-29 14:03:27.000,269.0,117524.0,127562.0,https://anaconda.org/bioconda/snakemake,2024-04-29 22:07:32.750,1033985.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
171,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-05-02 02:58:40.000000,2024-04-24 16:43:22,4261.0,59.0,1070.0,153.0,1115.0,71.0,638.0,1770.0,Documentation and samples for ArcGIS API for Python.,91.0,34,True,2024-04-11 15:22:41.000,2.3.0,43.0,arcgis,,esridocker/arcgis-api-python-notebook,,,782.0,748.0,https://pypi.org/project/arcgis,2024-04-23 21:21:11.000,34.0,92480.0,92600.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,2.0,11130.0,,,,,,,,,,,,,,,,,,,
172,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2024-03-26 18:33:29.000000,2024-02-11 16:39:29,1856.0,7.0,199.0,32.0,212.0,22.0,397.0,1360.0,The ctypes-based simple ImageMagick binding for Python.,104.0,34,True,2023-11-04 01:41:17.000,0.6.13,56.0,wand,conda-forge/wand,,,,19517.0,18794.0,https://pypi.org/project/wand,2023-11-03 23:18:50.000,723.0,804512.0,805946.0,https://anaconda.org/conda-forge/wand,2023-06-16 16:16:46.218,42439.0,,,,,2.0,45594.0,,,,,,,,,,,,,,,,,,,
173,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-04-10 04:44:56.000000,2024-03-13 00:47:35,874.0,5.0,325.0,44.0,1019.0,161.0,169.0,1197.0,Making text a first-class citizen in TensorFlow.,113.0,34,True,2024-03-11 20:48:59.000,2.16.1,69.0,tensorflow-text,,,,['tensorflow'],6886.0,6746.0,https://pypi.org/project/tensorflow-text,2024-03-11 17:56:47.000,140.0,6979175.0,6979175.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
174,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2024-05-01 06:39:13.000000,2024-04-24 04:18:42,1684.0,12.0,274.0,41.0,1358.0,284.0,363.0,690.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",107.0,34,True,2024-05-01 02:14:32.000,0.37.0,44.0,tensorflow-io,,,,['tensorflow'],1511.0,,https://pypi.org/project/tensorflow-io,2024-05-01 02:12:48.000,1511.0,3366068.0,3366068.0,,,,,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,
175,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-05-02 08:03:04.000000,2024-04-29 10:47:47,3081.0,105.0,4240.0,377.0,3870.0,415.0,1200.0,37930.0,"Making large AI models cheaper, faster and more accessible.",177.0,33,True,2024-04-27 11:00:32.000,0.3.7,37.0,,,,,,366.0,366.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
176,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2024-05-02 03:32:36.000000,2024-05-02 03:32:32,7930.0,340.0,2668.0,295.0,193.0,27.0,1048.0,26164.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,33,True,2024-04-28 17:50:25.000,7.6.3,640.0,netron,,,,"['pytorch', 'tensorflow']",87.0,12.0,https://pypi.org/project/netron,2024-04-28 17:50:25.000,75.0,25197.0,59269.0,,,,,,,,1.0,68144.0,,,,,,,,,,,,,,,,,,,
177,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-04-30 20:50:54.000000,2023-07-11 13:03:36,1421.0,,3770.0,755.0,1136.0,403.0,588.0,18935.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,33,True,2023-12-02 01:16:14.308,0.1.0,68.0,magenta,,,,['tensorflow'],534.0,504.0,https://pypi.org/project/magenta,2022-08-01 18:23:00.243,30.0,3666.0,3666.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
178,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2024-03-07 11:44:47.000000,2023-10-26 05:31:53,3012.0,,1800.0,284.0,3504.0,381.0,1681.0,13757.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,33,True,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,671.0,633.0,https://pypi.org/project/nni,2023-09-14 12:22:00.000,38.0,17399.0,17399.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
179,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2024-04-26 08:50:55.000000,2024-04-24 21:46:05,3798.0,40.0,889.0,136.0,174.0,102.0,1001.0,12038.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",96.0,33,True,2024-04-16 18:51:52.000,16.2.0,236.0,ocrmypdf,conda-forge/ocrmypdf,,,,824.0,803.0,https://pypi.org/project/ocrmypdf,2024-04-16 18:51:52.000,21.0,103538.0,105526.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,63814.0,,,,,2.0,3175.0,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,
180,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2024-04-15 15:28:40.000000,2021-07-29 23:17:25,531.0,,1760.0,263.0,115.0,96.0,535.0,11301.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,5666.0,5485.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,181.0,358190.0,360477.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,203584.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
181,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2024-04-22 20:10:59.000000,2024-02-23 19:03:07,2440.0,6.0,1539.0,289.0,431.0,284.0,638.0,9505.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,121.0,33,False,2024-02-23 19:06:10.000,0.12.2,63.0,tpot,conda-forge/tpot,,,['sklearn'],2794.0,2732.0,https://pypi.org/project/tpot,2024-02-23 19:06:10.000,62.0,42722.0,48027.0,https://anaconda.org/conda-forge/tpot,2024-02-26 15:57:08.680,249366.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
182,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,898.0,259.0,148.0,108.0,104.0,9124.0,Fuzzy String Matching in Python.,70.0,33,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,26176.0,24012.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,2164.0,7018514.0,7024152.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,530009.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
183,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-03-20 22:02:13.000000,2024-03-20 22:02:12,1391.0,4.0,1399.0,302.0,894.0,135.0,759.0,9067.0,AutoML library for deep learning.,143.0,33,True,2024-03-20 21:40:33.000,2.0.0,59.0,autokeras,,,,['tensorflow'],683.0,670.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,18473.0,18704.0,,,,,,,,1.0,18043.0,,,,,,,,,,,,,,,,,,,
184,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2024-04-30 17:48:50.000000,2024-03-16 17:36:36,1731.0,9.0,1315.0,148.0,216.0,202.0,146.0,7964.0,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,50.0,33,True,2024-02-09 06:52:05.000,1.1.3,91.0,pyod,conda-forge/pyod,,,,3696.0,3624.0,https://pypi.org/project/pyod,2024-02-09 06:50:32.000,72.0,743192.0,745176.0,https://anaconda.org/conda-forge/pyod,2024-02-09 07:53:55.073,95262.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
185,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2024-05-02 14:00:19.000000,2024-05-02 11:16:57,1193.0,55.0,792.0,61.0,957.0,247.0,1165.0,7294.0,A python library for user-friendly forecasting and anomaly detection on time series.,115.0,33,True,2024-04-17 11:54:28.000,0.29.0,42.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,602.0,597.0,https://pypi.org/project/u8darts,2024-04-17 11:54:28.000,5.0,23420.0,24662.0,https://anaconda.org/conda-forge/u8darts-all,2024-04-18 00:03:59.716,41976.0,https://hub.docker.com/r/unit8/darts,2024-04-17 11:31:17.149896,,564.0,2.0,,,,,,,,,,,,,,,,,,,,
186,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-05-02 15:12:58.000000,2024-05-01 22:56:12,38663.0,402.0,834.0,146.0,9515.0,1094.0,5104.0,7294.0,cuDF - GPU DataFrame Library.,280.0,33,True,2024-05-01 12:29:36.000,24.04.01,49.0,cudf,,,,,64.0,53.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,11.0,3049.0,3049.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
187,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-05-02 14:37:08.000000,2024-05-02 14:37:08,2197.0,106.0,844.0,98.0,2455.0,330.0,962.0,7157.0,Fast and Accurate ML in 3 Lines of Code.,121.0,33,True,2024-04-17 16:48:19.000,1.1.0,1469.0,autogluon,,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",691.0,675.0,https://pypi.org/project/autogluon,2024-05-02 09:05:34.000,16.0,89647.0,89776.0,,,,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,7490.0,1.0,,,,,,,,,,,,,,,,,,,,
188,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-05-01 22:07:24.000000,2024-05-01 22:07:22,1355.0,40.0,854.0,158.0,1697.0,177.0,827.0,7031.0,An open source python library for automated feature engineering.,72.0,33,True,2024-02-26 17:29:32.000,1.30.0,105.0,featuretools,conda-forge/featuretools,,,,1697.0,1619.0,https://pypi.org/project/featuretools,2024-02-26 17:29:32.000,78.0,53464.0,57308.0,https://anaconda.org/conda-forge/featuretools,2024-02-27 14:54:50.393,180692.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
189,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2024-04-30 19:08:04.000000,2024-04-25 01:14:03,1793.0,27.0,759.0,128.0,276.0,449.0,334.0,6957.0,Uniform Manifold Approximation and Projection.,130.0,33,True,2024-04-03 16:53:16.000,0.5.6,40.0,umap-learn,conda-forge/umap-learn,,,,617.0,1.0,https://pypi.org/project/umap-learn,2024-04-03 16:53:16.000,616.0,1151478.0,1202251.0,https://anaconda.org/conda-forge/umap-learn,2024-02-04 15:29:26.812,2386365.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
190,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-04-25 08:34:42.000000,2024-04-25 06:44:33,3124.0,163.0,706.0,140.0,103.0,97.0,329.0,6001.0,Fit interpretable models. Explain blackbox machine learning.,43.0,33,True,2024-04-14 22:32:49.000,0.6.1,49.0,interpret,,,,['jupyter'],701.0,669.0,https://pypi.org/project/interpret,2024-04-14 04:27:31.000,32.0,83188.0,83188.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
191,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/ipex-llm,https://github.com/intel-analytics/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2024-05-02 00:45:00.000000,2024-04-30 10:19:31,2718.0,618.0,1201.0,243.0,8683.0,797.0,1435.0,5982.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, Baichuan, Mixtral, Gemma, etc.) on Intel..",99.0,33,True,2023-11-13 02:02:20.000,2.4.0,869.0,bigdl,,,,,58.0,51.0,https://pypi.org/project/bigdl,2024-03-24 14:04:20.000,2.0,6164.0,6169.0,,,,,,,,2.0,454.0,,intel-analytics/ipex-llm,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,5.0,,,
192,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1397.0,288.0,6588.0,13.0,2030.0,5867.0,A flexible framework of neural networks for deep learning.,324.0,33,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,3634.0,3230.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,404.0,18518.0,18852.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,17062.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
193,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2024-02-28 17:12:19.096000,2023-11-23 21:41:49,1136.0,,661.0,89.0,269.0,32.0,252.0,4289.0,Geocoding library for Python.,133.0,33,True,2023-11-23 21:50:14.000,2.4.1,61.0,geopy,conda-forge/geopy,,,,4117.0,,https://pypi.org/project/geopy,2023-11-23 21:49:30.000,4117.0,5128729.0,5156504.0,https://anaconda.org/conda-forge/geopy,2024-02-28 17:12:19.096,1305433.0,,,,,2.0,40.0,,,,,,,,,,,,-2.0,,,,,,,
194,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-04-13 17:37:46.000000,2023-12-03 03:47:34,490.0,,595.0,65.0,217.0,191.0,158.0,4023.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,6450.0,6384.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,66.0,821450.0,825102.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,149759.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
195,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-05-02 05:56:51.000000,2024-04-19 12:38:42,1498.0,8.0,363.0,90.0,742.0,134.0,442.0,3208.0,Quickly and accurately render even the largest data.,55.0,33,True,2024-04-23 11:57:48.000,0.16.1,46.0,datashader,conda-forge/datashader,,,,4136.0,3993.0,https://pypi.org/project/datashader,2024-04-19 12:59:51.000,143.0,97362.0,114884.0,https://anaconda.org/conda-forge/datashader,2024-04-23 12:02:45.109,841079.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
196,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-05-02 14:43:12.000000,2024-05-02 13:14:30,2968.0,126.0,307.0,25.0,2732.0,156.0,1718.0,3121.0,"Argilla is a collaboration platform for AI engineers and domain experts that require high-quality outputs, full data..",85.0,33,True,2024-04-18 14:21:07.000,1.27.0,100.0,rubrix,conda-forge/rubrix,,,,2441.0,2441.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,776.0,1802.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,29772.0,,,,,2.0,,,argilla-io/argilla,,,,,,,,,,,,,,,,,
197,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-05-02 00:00:53.765000,2024-04-30 06:55:56,3704.0,26.0,193.0,50.0,1363.0,129.0,720.0,1966.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2024-01-07 21:21:39.000,0.15.0,59.0,pythran,conda-forge/pythran,,,,2107.0,2084.0,https://pypi.org/project/pythran,2024-01-07 21:21:39.000,23.0,213969.0,224709.0,https://anaconda.org/conda-forge/pythran,2024-05-02 00:00:53.765,472583.0,,,,,2.0,,,,,,,,,,,,,,,,,,pythran,python-pythran,
198,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2024-04-19 02:32:01.000000,2024-04-15 22:25:34,1519.0,1.0,612.0,57.0,1882.0,87.0,897.0,1681.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,33,True,2023-11-28 01:45:31.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],14766.0,14541.0,https://pypi.org/project/tensorflow-addons,2023-11-28 01:45:31.000,225.0,1064211.0,1064211.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
199,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2024-04-20 16:14:16.000000,2018-10-12 15:53:05,1251.0,,282.0,51.0,158.0,104.0,218.0,1594.0,Python Geocoder.,73.0,33,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,10333.0,9796.0,https://pypi.org/project/geocoder,2021-12-15 15:58:16.110,537.0,647101.0,648719.0,https://anaconda.org/conda-forge/geocoder,2023-06-16 13:21:27.128,140791.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,geocoder
200,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-04-24 11:50:07.575000,2024-04-24 08:13:45,1179.0,8.0,359.0,67.0,603.0,272.0,351.0,1452.0,A Jupyter - Leaflet.js bridge.,88.0,33,True,2024-04-23 16:00:01.000,0.19.0,82.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],8784.0,8590.0,https://pypi.org/project/ipyleaflet,2024-04-23 16:00:01.000,185.0,143449.0,176303.0,https://anaconda.org/conda-forge/ipyleaflet,2024-04-24 11:50:07.575,1127977.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2024-04-23 15:59:25.544,9.0,9355.0,,,,,,,,,,,,
201,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-04-29 09:15:31.000000,2024-04-29 09:15:29,2822.0,29.0,275.0,34.0,210.0,42.0,502.0,1235.0,Python interface for igraph.,75.0,33,False,2024-02-14 11:09:57.000,0.11.4,40.0,python-igraph,conda-forge/igraph,,,,4338.0,3912.0,https://pypi.org/project/python-igraph,2024-02-14 11:09:57.000,426.0,284404.0,302347.0,https://anaconda.org/conda-forge/igraph,2024-04-03 09:13:20.470,523011.0,,,,,1.0,562629.0,,,,,,,,,,,,,,,,,,,
202,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2024-05-01 15:05:11.000000,2024-04-29 15:12:56,13385.0,219.0,279.0,34.0,1780.0,463.0,631.0,1010.0,Python package for earth-observing satellite data processing.,153.0,33,False,2024-04-22 16:20:44.000,0.48.0,93.0,satpy,conda-forge/satpy,,,,306.0,124.0,https://pypi.org/project/satpy,2024-02-21 11:29:00.000,182.0,9507.0,13533.0,https://anaconda.org/conda-forge/satpy,2024-04-23 06:53:48.899,189247.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
