,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
172,carla,carla-simulator/carla,others,,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000,2023-11-02 13:53:55.000000,2023-10-26 15:44:40,5836.0,1.0,2965.0,238.0,1389.0,880.0,3798.0,9811.0,Open-source simulator for autonomous driving research.,153.0,33,True,2022-12-24 18:31:33.838,0.9.14,25.0,carla,,,,,571.0,567.0,https://pypi.org/project/carla,2022-12-24 18:31:33.838,4.0,13710.0,13710.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
173,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2023-09-06 21:46:11.000000,2023-09-06 21:46:11,2424.0,6.0,1542.0,291.0,424.0,281.0,633.0,9287.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,116.0,33,False,2023-08-15 18:22:07.000,0.12.1,62.0,tpot,conda-forge/tpot,,,['sklearn'],2453.0,2392.0,https://pypi.org/project/tpot,2023-08-15 18:22:07.000,61.0,37412.0,43228.0,https://anaconda.org/conda-forge/tpot,2023-08-15 22:49:07.495,238488.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
174,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,898.0,265.0,148.0,108.0,103.0,8998.0,Fuzzy String Matching in Python.,70.0,33,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,23087.0,20989.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,2098.0,5209981.0,5215830.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,514735.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
175,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2023-11-02 13:11:59.000000,2023-11-02 02:31:04,2854.0,16.0,1556.0,87.0,1610.0,335.0,1598.0,7704.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,33,True,2023-10-18 03:54:18.000,2.9.0,19.0,paddleseg,,,,['paddle'],1047.0,1043.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,4.0,2121.0,2121.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
176,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2023-11-02 13:09:41.000000,2023-10-31 14:56:38,802.0,60.0,683.0,274.0,1051.0,292.0,330.0,7105.0,Build and manage real-life data science projects with ease!.,75.0,33,True,2023-10-30 19:57:06.000,2.10.5,100.0,metaflow,conda-forge/metaflow,,,,572.0,546.0,https://pypi.org/project/metaflow,2023-10-30 19:57:06.000,26.0,164252.0,168075.0,https://anaconda.org/conda-forge/metaflow,2023-10-31 10:00:20.050,152950.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
177,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2023-10-23 20:54:12.000000,2023-09-29 18:36:14,1218.0,6.0,1022.0,127.0,269.0,349.0,347.0,6898.0,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,33,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,12881.0,12385.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,496.0,2124623.0,2136508.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,736927.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
178,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-11-02 08:31:48.000000,2023-10-06 05:01:16,4079.0,198.0,837.0,146.0,454.0,76.0,748.0,6840.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",64.0,33,False,2023-10-06 05:16:12.000,1.6.1,19.0,stanza,stanfordnlp/stanza,,,,2192.0,2192.0,https://pypi.org/project/stanza,,,146356.0,146520.0,https://anaconda.org/stanfordnlp/stanza,2023-06-16 19:18:21.932,7217.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
179,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-11-01 19:51:56.000000,2023-10-17 11:40:34,2699.0,10.0,1114.0,211.0,1037.0,18.0,613.0,6384.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,33,True,2023-10-17 11:41:15.000,1.4.0,61.0,deeppavlov,,,,['tensorflow'],362.0,362.0,https://pypi.org/project/deeppavlov,,,8442.0,8442.0,,,,,,,,2.0,,,,,,,,deeppavlov/DeepPavlov,,,,,,,,,,,
180,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2023-10-24 19:42:57.000000,2023-10-19 01:38:17,3255.0,8.0,897.0,138.0,631.0,52.0,1088.0,6265.0,Python library for audio and music analysis.,117.0,33,True,2023-08-16 13:52:19.000,0.10.1,41.0,librosa,conda-forge/librosa,,,,1468.0,,https://pypi.org/project/librosa,2023-08-16 13:52:19.000,1468.0,2028099.0,2045698.0,https://anaconda.org/conda-forge/librosa,2023-08-16 18:07:49.183,703975.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
181,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-11-02 14:06:32.000000,2023-11-01 13:19:29,37157.0,305.0,727.0,143.0,8607.0,903.0,4878.0,6038.0,cuDF - GPU DataFrame Library.,263.0,33,True,2023-10-11 15:25:48.000,23.10.00,41.0,cudf,,,,,55.0,47.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,8.0,1751.0,1751.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
182,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1324.0,292.0,6588.0,12.0,2030.0,5825.0,A flexible framework of neural networks for deep learning.,326.0,33,False,2022-06-29 08:19:03.000,7.8.1.post1,100.0,chainer,conda-forge/chainer,,,,3120.0,3120.0,https://pypi.org/project/chainer,,,20943.0,21298.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,16017.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
183,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-10-25 19:50:57.000000,2023-07-28 00:16:45,2332.0,,1068.0,191.0,230.0,271.0,278.0,5327.0,Distributed Evolutionary Algorithms in Python.,87.0,33,False,2023-07-21 10:51:54.000,1.4.1,23.0,deap,conda-forge/deap,,,,4399.0,4033.0,https://pypi.org/project/deap,2023-07-21 10:51:54.000,366.0,205538.0,214759.0,https://anaconda.org/conda-forge/deap,2023-09-25 01:16:08.711,341178.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
184,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2023-11-01 08:52:58.000000,2023-11-01 08:52:58,2227.0,51.0,603.0,90.0,239.0,389.0,507.0,4828.0,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",88.0,33,True,2023-09-25 21:43:22.000,1.13.1,141.0,clearml,,allegroai/trains,,,785.0,772.0,https://pypi.org/project/clearml,2023-10-26 14:20:19.000,13.0,229307.0,229907.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30186.0,2.0,1694.0,,,,,,,,,,,,,,,,,,
185,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2023-10-19 11:44:12.000000,2023-10-19 11:44:10,1169.0,8.0,1715.0,148.0,209.0,3.0,680.0,3406.0,A library for transfer learning by reusing parts of TensorFlow models.,106.0,33,True,2023-10-06 10:06:37.000,0.15.0,18.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],332.0,,https://pypi.org/project/tensorflow-hub,2023-10-06 09:58:50.000,332.0,2396256.0,2398582.0,https://anaconda.org/conda-forge/tensorflow-hub,2023-07-13 16:39:43.723,90724.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
186,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-11-02 11:34:26.000000,2023-10-16 20:54:26,1292.0,4.0,811.0,274.0,1436.0,302.0,512.0,3390.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",149.0,33,True,2023-10-04 17:35:44.000,0.16.0,28.0,torchtext,,,,['pytorch'],480.0,,https://pypi.org/project/torchtext,2023-10-04 16:59:42.000,480.0,385805.0,385805.0,,,,,,,,2.0,,,,,,,,,,,,4.0,,,,,,,
187,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-10-31 11:50:35.000000,2023-10-27 18:17:16,1488.0,32.0,364.0,92.0,730.0,129.0,440.0,3093.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16.000,0.16.0,42.0,datashader,conda-forge/datashader,,,,3203.0,3079.0,https://pypi.org/project/datashader,2023-10-31 11:50:35.000,124.0,297604.0,314465.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,708165.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
188,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2023-11-02 11:55:00.000000,2023-11-01 17:52:43,1709.0,76.0,332.0,54.0,1441.0,71.0,378.0,2812.0,Bayesian optimization in PyTorch.,105.0,33,True,2023-08-11 00:20:30.000,0.9.2,39.0,botorch,conda-forge/botorch,,,['pytorch'],750.0,719.0,https://pypi.org/project/botorch,2023-08-11 00:20:30.000,31.0,160335.0,162651.0,https://anaconda.org/conda-forge/botorch,2023-08-11 23:47:35.517,90353.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
189,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2023-10-30 16:54:38.000000,2021-10-12 13:32:38,1570.0,,502.0,64.0,537.0,303.0,391.0,2676.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5217.0,4950.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:23:01.204,267.0,545345.0,554386.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,687151.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
190,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-10-28 07:08:19.000000,2023-10-28 06:33:50,1627.0,13.0,317.0,61.0,178.0,119.0,191.0,2628.0,A machine learning toolkit dedicated to time-series data.,43.0,33,True,2023-08-21 13:31:48.000,0.6.2,99.0,tslearn,conda-forge/tslearn,,,['sklearn'],1047.0,1002.0,https://pypi.org/project/tslearn,2023-08-21 13:31:48.000,45.0,321947.0,352596.0,https://anaconda.org/conda-forge/tslearn,2023-08-21 16:01:42.662,1256630.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
191,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-10-30 01:23:52.252000,2023-10-29 20:26:57,935.0,22.0,393.0,38.0,147.0,45.0,238.0,2294.0,A library of sklearn compatible categorical variable encoders.,65.0,33,True,2023-10-29 20:29:52.000,2.6.3,32.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1335.0,1170.0,https://pypi.org/project/category_encoders,2023-10-29 20:29:52.000,165.0,1269080.0,1278850.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,244271.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
192,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-10-27 15:37:46.000000,2023-10-27 15:37:46,2270.0,15.0,561.0,71.0,476.0,255.0,679.0,2190.0,Survival analysis in Python.,113.0,33,True,2023-09-13 15:31:06.000,0.27.8,169.0,lifelines,conda-forge/lifelines,,,,2038.0,1914.0,https://pypi.org/project/lifelines,2023-09-13 15:31:06.000,124.0,421243.0,428372.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,299427.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
193,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2023-10-20 21:22:57.000000,2023-10-20 21:22:57,3662.0,16.0,189.0,52.0,1333.0,126.0,704.0,1929.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2023-09-06 20:25:23.000,0.14.0,58.0,pythran,conda-forge/pythran,,,,1385.0,1363.0,https://pypi.org/project/pythran,2023-09-06 20:25:23.000,22.0,187054.0,198146.0,https://anaconda.org/conda-forge/pythran,2023-09-21 12:37:53.939,421533.0,,,,,2.0,,,,,,,,,,,,,,,,,pythran,python-pythran,
194,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-10-30 17:18:47.000000,2023-10-23 16:17:56,1077.0,4.0,227.0,35.0,249.0,51.0,271.0,1448.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,33,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,6564.0,6478.0,https://pypi.org/project/pmdarima,2023-10-23 14:02:41.000,86.0,1612091.0,1639480.0,https://anaconda.org/conda-forge/pmdarima,2023-10-27 13:29:40.913,1013401.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
195,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-10-27 22:48:05.000000,2023-10-09 06:31:38,1150.0,4.0,348.0,63.0,572.0,249.0,341.0,1412.0,A Jupyter - Leaflet.js bridge.,85.0,33,True,2023-09-11 09:06:03.000,0.17.4,78.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],5940.0,5777.0,https://pypi.org/project/ipyleaflet,2023-09-11 09:06:03.000,158.0,173787.0,255383.0,https://anaconda.org/conda-forge/ipyleaflet,2023-09-11 12:39:04.948,1081446.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2023-06-02 07:27:55.785,5.0,55848.0,,,,,,,,,,,,
196,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2023-11-02 14:22:00.000000,2023-11-01 17:46:55,11185.0,316.0,232.0,58.0,11697.0,185.0,2124.0,895.0,Cloud-native genomic dataframes and batch computing.,90.0,33,True,2023-10-30 17:22:27.000,0.2.126,146.0,hail,,,,['spark'],129.0,112.0,https://pypi.org/project/hail,2023-10-30 17:22:27.000,17.0,24193.0,24193.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
197,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2023-11-02 01:01:13.000000,2023-11-01 01:41:02,1046.0,107.0,170.0,36.0,113.0,31.0,57.0,690.0,Snowball compiler and stemming algorithms.,34.0,33,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6816.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6812.0,11242695.0,11327825.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,7406342.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
198,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2023-11-02 14:22:17.000000,2023-11-02 14:22:15,5711.0,158.0,248.0,37.0,774.0,122.0,385.0,588.0,Python package to access a cacophony of neuro-imaging file formats.,99.0,33,True,2023-04-03 15:53:03.644,5.1.0,40.0,nibabel,conda-forge/nibabel,,,,16435.0,15274.0,https://pypi.org/project/nibabel,2023-04-03 15:53:03.644,1161.0,269338.0,285308.0,https://anaconda.org/conda-forge/nibabel,2023-09-29 18:53:45.076,654799.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
199,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2023-10-23 19:11:00.000000,2023-07-13 08:50:20,531.0,,2597.0,380.0,117.0,213.0,558.0,23724.0,Deezer source separation library including pretrained models.,19.0,32,True,2023-07-10 10:07:01.047,2.4.0,37.0,spleeter,conda-forge/spleeter,,,['tensorflow'],608.0,602.0,https://pypi.org/project/spleeter,2022-06-10 13:19:35.000,6.0,15919.0,73354.0,https://anaconda.org/conda-forge/spleeter,2023-06-16 16:18:57.741,78598.0,,,,,2.0,2734136.0,,,,,,,,,,,,,,,,,,
200,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-10-04 00:17:49.000000,2023-07-11 13:03:36,1421.0,,3721.0,765.0,1132.0,373.0,588.0,18711.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,,,['tensorflow'],511.0,473.0,https://pypi.org/project/magenta,2018-07-31 15:38:15.000,38.0,3073.0,3073.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
201,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2023-07-17 16:46:23.000000,2020-10-14 16:36:49,6226.0,,4627.0,1000.0,1868.0,357.0,658.0,16577.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1042.0,957.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,85.0,2412.0,2605.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7361.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
202,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3293.0,465.0,671.0,589.0,672.0,14233.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1522.0,1432.0,https://pypi.org/project/tensor2tensor,2017-06-21 01:15:55.000,90.0,4568.0,4568.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
203,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-10-30 08:51:50.000000,2023-10-25 14:29:02,1095.0,19.0,1513.0,109.0,89.0,9.0,783.0,7946.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",47.0,32,True,2023-02-23 10:07:02.320,0.0.79,78.0,deepface,,,,,2079.0,2065.0,https://pypi.org/project/deepface,2023-01-24 23:15:00.809,14.0,113597.0,113597.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
204,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-08-14 20:55:28.000000,2022-12-08 17:49:19,746.0,,964.0,133.0,217.0,320.0,267.0,7792.0,Manipulate audio with a simple and easy high level interface.,95.0,32,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,42278.0,41085.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1193.0,3004814.0,3006047.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,72778.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
205,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2023-10-25 23:42:36.000000,2023-10-25 23:42:28,2754.0,40.0,684.0,141.0,88.0,68.0,321.0,5751.0,Fit interpretable models. Explain blackbox machine learning.,39.0,32,True,2023-08-28 03:48:17.000,0.4.4,45.0,interpret,,,,['jupyter'],577.0,549.0,https://pypi.org/project/interpret,2023-08-26 19:56:29.000,28.0,83463.0,83463.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
206,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-10-18 20:57:34.000000,2023-07-25 15:00:08,1165.0,,626.0,65.0,127.0,52.0,422.0,5516.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",38.0,32,True,2023-07-25 15:01:13.000,2.3.0,207.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],988.0,969.0,https://pypi.org/project/pytorch-metric-learning,2023-07-25 14:56:04.000,19.0,379141.0,379376.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,10840.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
207,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-10-09 03:38:19.000000,2020-07-15 13:46:58,1184.0,,1594.0,307.0,293.0,152.0,266.0,5201.0,Portfolio and risk analytics in Python.,59.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,924.0,890.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,34.0,9470.0,9652.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,12572.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
208,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-11-02 08:46:51.000000,2023-11-02 08:46:50,3770.0,45.0,500.0,84.0,525.0,87.0,451.0,4482.0,Online machine learning in Python.,106.0,32,True,2023-09-03 17:17:56.000,0.19.0,17.0,river,conda-forge/river,,,,398.0,369.0,https://pypi.org/project/river,2023-09-03 15:35:29.000,29.0,19235.0,20862.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,50462.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
209,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-10-27 09:12:56.985000,2022-01-27 13:24:16,139.0,,1007.0,154.0,112.0,150.0,79.0,4407.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,32,False,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,38885.0,38044.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,841.0,464827.0,468581.0,https://anaconda.org/conda-forge/imutils,2023-10-27 09:12:56.985,150164.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
210,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-10-31 11:45:56.000000,2023-10-31 11:36:51,1028.0,11.0,440.0,225.0,716.0,175.0,328.0,4237.0,Model interpretability and understanding for PyTorch.,102.0,32,True,2022-12-28 01:14:50.000,0.6.0,9.0,captum,conda-forge/captum,,,['pytorch'],1587.0,1541.0,https://pypi.org/project/captum,2022-12-27 23:25:01.082,46.0,124057.0,124805.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,17224.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
211,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2023-11-02 14:21:29.000000,2023-11-02 05:24:12,1094.0,31.0,564.0,114.0,796.0,272.0,998.0,3707.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",156.0,32,True,2023-11-01 14:46:14.000,7.1,46.0,coremltools,conda-forge/coremltools,,,,3580.0,3412.0,https://pypi.org/project/coremltools,2023-11-01 14:33:59.000,168.0,204398.0,205930.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,52307.0,,,,,2.0,8850.0,,,,,,,,,,,,,,,,,,
