,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
121,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2022-06-29 14:53:21.163000,2022-06-15 10:28:52,1381.0,5.0,827,218.0,209.0,165.0,225.0,5872,Efficiently computes derivatives of numpy code.,52.0,34,True,2017-08-24 17:00:41.000,1.1.13,25.0,autograd,conda-forge/autograd,,,1247989.0,3891.0,3606.0,https://pypi.org/project/autograd,2022-04-08 08:55:43.000,285.0,1244871.0,https://anaconda.org/conda-forge/autograd,2022-06-29 14:53:21.163,218313.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
122,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-06-29 08:19:03.000000,2022-06-29 08:16:52,30606.0,2.0,1378,290.0,6583.0,10.0,2029.0,5693,A flexible framework of neural networks for deep learning.,319.0,34,True,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,26225.0,3052.0,2651.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,401.0,25929.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,8299.0,2.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
123,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2022-06-30 14:52:37.000000,2022-06-30 10:17:17,2701.0,276.0,875,110.0,1575.0,474.0,786.0,5464,A unified framework for machine learning with time series.,177.0,34,True,2022-06-28 22:48:17.000,.0.12.1,26.0,sktime,conda-forge/sktime-all-extras,['sklearn'],76.0,215198.0,509.0,484.0,https://pypi.org/project/sktime,2022-06-29 00:58:26.000,25.0,214575.0,https://anaconda.org/conda-forge/sktime-all-extras,2022-06-21 08:51:00.440,6833.0,1.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
124,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-06-27 13:25:19.354000,2022-06-27 11:22:50,3160.0,20.0,811,134.0,528.0,47.0,945.0,5246,Python library for audio and music analysis.,99.0,34,True,2022-06-27 11:26:04.000,0.9.2,35.0,librosa,conda-forge/librosa,,,850597.0,1235.0,,https://pypi.org/project/librosa,2022-06-27 11:26:04.000,1235.0,843816.0,https://anaconda.org/conda-forge/librosa,2022-06-27 13:25:19.354,481462.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
125,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-06-30 09:27:12.000000,2022-06-27 12:58:05,6619.0,394.0,793,107.0,734.0,164.0,535.0,4253,A PyTorch-based Speech Toolkit.,166.0,34,True,2022-06-26 20:19:45.000,0.5.12,11.0,speechbrain,,['pytorch'],,10418.0,207.0,204.0,https://pypi.org/project/speechbrain,2022-06-26 20:20:46.000,3.0,10418.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
126,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2022-06-30 10:34:55.000000,2022-06-28 18:40:34,7655.0,83.0,1279,153.0,1549.0,451.0,1004.0,3696,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",195.0,34,True,2022-01-18 21:35:03.000,2.6.1,424.0,deepchem,conda-forge/deepchem,['tensorflow'],,10360.0,112.0,106.0,https://pypi.org/project/deepchem,2022-06-28 19:40:12.000,6.0,9963.0,https://anaconda.org/conda-forge/deepchem,2022-01-19 16:40:21.191,11133.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
127,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2022-05-16 15:31:14.000000,2022-05-16 15:30:19,1081.0,9.0,572,97.0,252.0,27.0,228.0,3671,Geocoding library for Python.,127.0,34,True,2021-07-11 12:18:10.000,2.2.0,58.0,geopy,conda-forge/geopy,,,4678531.0,43440.0,39561.0,https://pypi.org/project/geopy,2021-07-11 12:15:26.000,3879.0,4668738.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605,734518.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
128,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-06-30 11:35:12.000000,2022-06-28 17:34:41,1120.0,82.0,725,258.0,1150.0,292.0,436.0,3038,Data loaders and abstractions for text and NLP.,131.0,34,True,2022-06-28 16:47:30.000,0.13.0,21.0,torchtext,,['pytorch'],,141616.0,443.0,,https://pypi.org/project/torchtext,2022-06-28 16:32:54.000,443.0,141616.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
129,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2022-06-29 12:14:06.000000,2022-06-24 21:34:52,859.0,18.0,558,80.0,130.0,42.0,511.0,2836,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",39.0,34,True,2022-06-07 10:10:16.000,66,65.0,opencv-python,,,,5576244.0,9264.0,,https://pypi.org/project/opencv-python,2022-06-08 08:04:54.000,9264.0,5576244.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
130,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2022-06-30 12:23:39.000000,2022-06-29 18:57:12,1522.0,141.0,430,63.0,1906.0,181.0,474.0,1700,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",156.0,34,True,2022-06-28 16:47:28.000,0.12.0,21.0,torchaudio,,['pytorch'],,564797.0,158.0,,https://pypi.org/project/torchaudio,2022-06-28 16:31:54.000,158.0,564797.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
131,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-06-30 10:38:11.000000,2022-06-27 07:01:34,1110.0,80.0,329,63.0,520.0,190.0,305.0,1270,A Jupyter - Leaflet.js bridge.,79.0,34,True,2022-04-14 10:18:00.304,0.16.0,73.0,ipyleaflet,conda-forge/ipyleaflet,['jupyter'],,160429.0,2063.0,1952.0,https://pypi.org/project/ipyleaflet,2022-04-14 10:17:10.000,109.0,97203.0,https://anaconda.org/conda-forge/ipyleaflet,2022-05-16 15:27:39.486,843615.0,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-04-14 10:18:00.304,2.0,51670.0,,,,,,,,,,,,,,,,,
132,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-06-28 21:38:47.000000,2022-06-28 21:12:40,1395.0,23.0,279,43.0,1322.0,151.0,583.0,1232,Exploratory analysis of Bayesian models with Python.,124.0,34,True,2022-05-13 16:49:58.000,0.12.1,27.0,arviz,conda-forge/arviz,,113.0,836392.0,2583.0,2482.0,https://pypi.org/project/arviz,2022-05-13 16:49:58.000,101.0,815826.0,https://anaconda.org/conda-forge/arviz,2022-05-17 03:45:03.381,760891.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
133,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2022-06-15 16:41:33.000000,2022-06-14 00:54:59,14554.0,159.0,491,50.0,2211.0,383.0,911.0,636,Workflows and interfaces for neuroimaging packages.,236.0,34,True,2022-06-06 17:40:21.000,1.8.2,60.0,nipype,conda-forge/nipype,,,55892.0,1125.0,969.0,https://pypi.org/project/nipype,2022-06-06 17:40:21.000,156.0,49110.0,https://anaconda.org/conda-forge/nipype,2022-06-06 18:27:05.278,481582.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
134,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2022-06-22 04:58:40.000000,2022-06-18 17:10:46,5181.0,48.0,236,39.0,683.0,141.0,322.0,481,Python package to access a cacophony of neuro-imaging file formats.,94.0,34,True,2022-06-18 17:11:31.000,4.0.1,36.0,nibabel,conda-forge/nibabel,,,188054.0,8456.0,7454.0,https://pypi.org/project/nibabel,2022-06-18 17:11:31.000,1002.0,181916.0,https://anaconda.org/conda-forge/nibabel,2022-06-18 21:54:55.369,448145.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
135,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2022-06-10 09:12:19.000000,2022-06-10 09:12:18,238.0,10.0,12204,1584.0,193.0,680.0,560.0,45037,The worlds simplest facial recognition api for Python and the command line.,54.0,33,True,2020-02-20 14:26:01.000,1.3.0,21.0,face_recognition,conda-forge/face_recognition,['pytorch'],465.0,50021.0,45.0,,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,45.0,49656.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,7534.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
136,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-06-23 23:31:38.000000,2022-06-16 03:34:41,1375.0,35.0,5701,341.0,492.0,211.0,2838.0,21353,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",208.0,33,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,['pytorch'],,2560.0,649.0,646.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,3.0,,https://anaconda.org/conda-forge/detectron2,2022-04-25 07:03:51.961,64006.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
137,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-05-26 10:21:13.000000,2022-04-15 18:02:23,4371.0,1.0,3018,453.0,666.0,565.0,669.0,12410,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,239.0,33,True,2020-06-17 16:15:36.000,1.15.7,79.0,tensor2tensor,,['tensorflow'],,11862.0,1301.0,1208.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000,93.0,11862.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
138,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2022-06-10 01:31:19.000000,2022-06-10 01:31:19,2062.0,42.0,3809,458.0,119.0,1052.0,867.0,12126,State-of-the-art 2D and 3D Face Analysis Project.,46.0,33,True,2022-01-29 17:29:00.000,0.6.2,24.0,insightface,,['mxnet'],,20193.0,178.0,173.0,https://pypi.org/project/insightface,2022-01-29 17:29:00.000,5.0,20193.0,,,,2.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
139,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-06-29 11:56:49.137000,2022-06-27 19:03:14,552.0,3.0,2208,220.0,210.0,118.0,370.0,8857,A little word cloud generator in Python.,65.0,33,True,2020-11-11 21:41:02.000,1.8.1,17.0,wordcloud,conda-forge/wordcloud,,,757573.0,741.0,,https://pypi.org/project/wordcloud,2022-06-27 18:29:11.000,741.0,753335.0,https://anaconda.org/conda-forge/wordcloud,2022-06-29 11:56:49.137,296718.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
140,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2022-06-23 07:12:23.000000,2022-06-15 22:35:42,2384.0,16.0,1468,294.0,409.0,249.0,604.0,8625,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,111.0,33,False,2021-01-06 15:20:08.000,0.11.7,60.0,tpot,conda-forge/tpot,['sklearn'],,38425.0,1556.0,1498.0,https://pypi.org/project/tpot,2021-01-06 15:20:08.000,58.0,36151.0,https://anaconda.org/conda-forge/tpot,2021-03-05 04:04:38.005,156926.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
141,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-06-30 12:14:46.000000,2022-06-30 00:26:32,2694.0,223.0,991,185.0,1424.0,214.0,579.0,8406,Data-centric declarative deep learning framework.,120.0,33,True,2022-06-25 19:51:00.000,0.5.3,26.0,ludwig,,['tensorflow'],,2158.0,136.0,127.0,https://pypi.org/project/ludwig,2022-06-25 19:51:00.000,9.0,2158.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
142,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-06-29 07:51:21.000000,2022-04-15 10:20:19,2498.0,14.0,1640,149.0,797.0,443.0,647.0,8117,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",61.0,33,True,2021-12-28 02:55:41.000,2.2.0,47.0,paddlehub,,['paddle'],571.0,12820.0,828.0,823.0,https://pypi.org/project/paddlehub,2021-12-28 02:55:41.000,5.0,12806.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
143,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-06-30 14:50:03.000000,2022-06-23 15:40:24,2668.0,34.0,1157,212.0,636.0,112.0,796.0,6354,Automated Machine Learning with scikit-learn.,84.0,33,True,2022-05-04 09:41:35.000,0.14.7,41.0,auto-sklearn,conda-forge/auto-sklearn,['sklearn'],37.0,36950.0,333.0,303.0,https://pypi.org/project/auto-sklearn,2022-05-04 09:41:35.000,30.0,36538.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,5776.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
144,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2022-06-11 02:57:51.000000,2021-11-29 10:21:36,1194.0,,970,128.0,255.0,375.0,235.0,6276,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,33,True,2021-11-17 10:05:44.000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,2119299.0,7386.0,6966.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000,420.0,2109541.0,https://anaconda.org/conda-forge/hyperopt,2022-04-30 16:43:00.797,439149.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
145,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-06-28 17:40:42.000000,2022-06-28 17:40:24,2022.0,49.0,409,96.0,323.0,365.0,982.0,6243,An open source multi-tool for exploring and publishing data.,65.0,33,True,2022-03-23 20:38:02.000,0.61.1,118.0,datasette,conda-forge/datasette,,39.0,245003.0,846.0,690.0,https://pypi.org/project/datasette,2022-05-02 21:44:57.000,156.0,244606.0,https://anaconda.org/conda-forge/datasette,2022-03-24 00:50:34.931,5568.0,1.0,,,,,,,,,,,,,,,datasette,,,,,,,,,,
146,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2022-06-30 15:34:24.000000,2022-06-30 04:32:43,30984.0,246.0,1920,396.0,6166.0,60.0,,5871,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",226.0,33,True,,,132.0,h2o,,,,431047.0,76.0,,https://pypi.org/project/h2o,2022-05-26 16:44:13.000,76.0,431047.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
147,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-06-30 12:35:25.000000,2022-06-10 12:58:02,1581.0,22.0,474,103.0,388.0,190.0,448.0,5738,Fast State-of-the-Art Tokenizers optimized for Research and Production.,56.0,33,True,2022-04-13 10:17:35.000,0.12.1,71.0,tokenizers,conda-forge/tokenizers,,,6563765.0,166.0,49.0,https://pypi.org/project/tokenizers,2022-04-13 10:17:35.000,117.0,6553503.0,https://anaconda.org/conda-forge/tokenizers,2022-05-21 19:32:48.700,236042.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
148,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-06-29 22:09:39.000000,2022-06-29 22:09:38,949.0,47.0,556,68.0,84.0,50.0,315.0,4530,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",26.0,33,True,2022-06-29 21:58:27.000,1.5.0,188.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,['pytorch'],,1091769.0,290.0,278.0,https://pypi.org/project/pytorch-metric-learning,2022-06-29 21:11:13.000,12.0,1091514.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-06-29 21:33:35.149,7416.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
149,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-06-13 20:56:27.000000,2022-06-13 20:56:22,483.0,14.0,600,104.0,130.0,17.0,291.0,4286,Python-tesseract is an optical character recognition (OCR) tool for python.,41.0,33,True,2022-03-14 19:28:46.000,0.3.10,26.0,pytesseract,conda-forge/pytesseract,,,621190.0,942.0,,https://pypi.org/project/pytesseract,2022-02-19 22:04:23.000,942.0,606630.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,509612.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
150,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-06-30 14:49:52.000000,2022-06-30 09:33:43,17270.0,387.0,993,241.0,3653.0,465.0,931.0,3962,Building Large-Scale AI Applications for Distributed Big Data.,151.0,33,True,2022-03-09 07:47:13.000,2.0.0,270.0,bigdl,,,,6429.0,41.0,36.0,https://pypi.org/project/bigdl,2022-06-30 01:22:16.000,1.0,6429.0,,,,2.0,,,,,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,,
151,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-06-28 18:28:03.000000,2022-06-28 18:27:59,3127.0,182.0,477,122.0,316.0,52.0,700.0,3440,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",64.0,33,True,2022-06-11 16:16:22.000,2.0.16,166.0,dedupe,conda-forge/dedupe,,,328218.0,275.0,227.0,https://pypi.org/project/dedupe,2022-06-11 16:16:22.000,48.0,327118.0,https://anaconda.org/conda-forge/dedupe,2022-06-11 21:06:08.306,6602.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
152,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-06-30 14:44:05.000000,2022-06-30 06:57:50,2004.0,175.0,608,85.0,2156.0,226.0,1529.0,3130,AI Toolkit for Healthcare Imaging.,106.0,33,True,2022-06-13 18:12:59.000,0.9.0,44.0,monai,conda-forge/monai,['pytorch'],,43396.0,386.0,366.0,https://pypi.org/project/monai,2022-06-13 17:32:37.000,20.0,43137.0,https://anaconda.org/conda-forge/monai,2022-06-14 12:04:18.135,1557.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
153,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2022-06-29 14:07:44.000000,2022-06-23 15:17:48,3288.0,103.0,915,147.0,1244.0,326.0,704.0,2850,Fast data visualization and GUI tools for scientific / engineering applications.,229.0,33,True,2022-03-04 18:36:49.000,pyqtgraph-0.12.4,17.0,pyqtgraph,conda-forge/pyqtgraph,,,215287.0,789.0,,https://pypi.org/project/pyqtgraph,2022-03-04 18:37:22.000,789.0,211292.0,https://anaconda.org/conda-forge/pyqtgraph,2022-03-05 00:25:53.937,259718.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
154,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-06-23 19:35:57.000000,2022-06-23 19:35:57,1352.0,44.0,352,89.0,591.0,128.0,376.0,2793,Quickly and accurately render even the largest data.,48.0,33,True,2022-06-21 19:10:56.000,0.14.1,30.0,datashader,conda-forge/datashader,,,54020.0,1277.0,1181.0,https://pypi.org/project/datashader,2022-06-21 10:16:29.000,96.0,47911.0,https://anaconda.org/conda-forge/datashader,2022-06-22 11:11:54.220,336016.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
155,accelerate,huggingface/accelerate,pytorch-utils,,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000,2022-06-30 15:30:11.000000,2022-06-28 16:31:41,370.0,112.0,176,59.0,226.0,30.0,233.0,2598,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",46.0,33,True,2022-06-15 18:07:08.000,0.10.0,16.0,accelerate,conda-forge/accelerate,['pytorch'],,1135875.0,676.0,656.0,https://pypi.org/project/accelerate,2022-06-15 18:00:25.000,20.0,1135477.0,https://anaconda.org/conda-forge/accelerate,2022-06-20 20:07:42.341,3186.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
156,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-06-20 03:53:35.000000,2022-06-20 03:53:35,896.0,12.0,332,66.0,292.0,175.0,217.0,2559,Hyperparameter tuning for humans.,48.0,33,True,2022-03-25 05:50:34.000,1.1.2,14.0,keras-tuner,conda-forge/keras-tuner,['tensorflow'],,583797.0,1515.0,1474.0,https://pypi.org/project/keras-tuner,2022-03-25 05:50:34.000,41.0,583526.0,https://anaconda.org/conda-forge/keras-tuner,2022-01-12 03:27:55.158,7327.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
157,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-06-29 19:58:03.000000,2022-06-29 19:57:26,2087.0,48.0,625,83.0,182.0,133.0,435.0,2305,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",123.0,33,True,2022-04-20 01:05:45.000,0.12.1,34.0,tf-agents,,['tensorflow'],,100128.0,849.0,835.0,https://pypi.org/project/tf-agents,2022-06-04 21:08:11.000,14.0,100128.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
158,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2022-06-30 02:04:39.000000,2022-06-17 22:05:56,1205.0,68.0,256,49.0,907.0,59.0,234.0,2297,Bayesian optimization in PyTorch.,75.0,33,True,2022-04-21 23:56:42.000,0.6.4,24.0,botorch,conda-forge/botorch,['pytorch'],,191556.0,288.0,275.0,https://pypi.org/project/botorch,2022-04-21 23:56:42.000,13.0,190229.0,https://anaconda.org/conda-forge/botorch,2022-04-22 01:48:14.629,29204.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
159,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-06-02 22:08:38.573000,2022-06-02 14:42:09,794.0,34.0,357,39.0,113.0,64.0,186.0,1988,A library of sklearn compatible categorical variable encoders.,52.0,33,True,2022-06-02 14:46:25.000,2.5.0,26.0,category_encoders,conda-forge/category_encoders,['sklearn'],,2125469.0,3698.0,3583.0,https://pypi.org/project/category_encoders,2022-06-02 14:46:25.000,115.0,2123172.0,https://anaconda.org/conda-forge/category_encoders,2022-06-02 22:08:38.573,163103.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
160,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2022-06-26 02:12:53.000000,2022-06-26 02:11:33,2197.0,24.0,479,68.0,454.0,225.0,643.0,1908,Survival analysis in Python.,100.0,33,True,2022-06-26 02:12:53.000,0.27.1,162.0,lifelines,conda-forge/lifelines,,,367156.0,1055.0,948.0,https://pypi.org/project/lifelines,2022-06-26 02:12:53.000,107.0,364416.0,https://anaconda.org/conda-forge/lifelines,2022-05-18 22:54:56.806,197344.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
