,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
156,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-02-18 02:39:29.665000,2024-02-17 23:50:32,12156.0,138.0,1117.0,99.0,1315.0,149.0,742.0,4321.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",133.0,34,True,2024-02-17 23:58:41.000,1.17.1,58.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,495.0,484.0,https://pypi.org/project/adversarial-robustness-toolbox,2024-02-17 23:56:02.000,11.0,28588.0,29430.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2024-02-18 02:39:29.665,36220.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
157,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2024-02-15 18:01:45.000000,2024-02-15 18:01:44,1293.0,5.0,2511.0,1975.0,533.0,386.0,1076.0,3898.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,34,True,2023-11-09 22:25:24.000,1.54.0,102.0,azureml-sdk,,,,,48.0,,https://pypi.org/project/azureml-sdk,2024-02-06 19:36:25.000,48.0,554149.0,554156.0,,,,,,,,2.0,505.0,,,,,,,,,,,,,,,,,,
158,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2024-02-06 10:10:29.000000,2024-02-06 10:10:27,1180.0,6.0,1705.0,147.0,210.0,7.0,682.0,3425.0,A library for transfer learning by reusing parts of TensorFlow models.,106.0,34,True,2024-01-30 15:53:29.000,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],342.0,,https://pypi.org/project/tensorflow-hub,2024-01-30 14:49:07.000,342.0,3669137.0,3671360.0,https://anaconda.org/conda-forge/tensorflow-hub,2024-01-30 18:21:57.617,93387.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
159,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2024-02-22 11:34:38.000000,2024-02-08 00:52:14,1299.0,7.0,827.0,276.0,1444.0,315.0,514.0,3416.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",153.0,34,True,2024-01-30 18:16:31.000,0.17.0,31.0,torchtext,,,,['pytorch'],495.0,,https://pypi.org/project/torchtext,2024-01-30 17:35:45.000,495.0,481351.0,481351.0,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,,
160,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-02-15 06:01:28.000000,2024-02-05 21:43:46,1269.0,50.0,227.0,32.0,422.0,85.0,203.0,3395.0,Lightning fast forecasting with statistical and econometric models.,37.0,34,True,2024-02-05 21:45:31.000,1.7.3,31.0,statsforecast,conda-forge/statsforecast,,,,738.0,712.0,https://pypi.org/project/statsforecast,2024-02-05 21:45:31.000,26.0,478317.0,480876.0,https://anaconda.org/conda-forge/statsforecast,2024-02-06 03:02:36.606,58872.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
161,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-02-22 11:12:19.000000,2024-02-21 17:58:35,1797.0,51.0,352.0,54.0,1533.0,64.0,398.0,2896.0,Bayesian optimization in PyTorch.,110.0,34,True,2023-12-09 02:30:45.000,0.9.5,42.0,botorch,conda-forge/botorch,,,['pytorch'],899.0,855.0,https://pypi.org/project/botorch,2023-12-09 02:30:45.000,44.0,130188.0,132550.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,99207.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
162,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-02-14 19:24:45.000000,2024-01-15 22:33:33,2291.0,17.0,584.0,69.0,481.0,245.0,702.0,2248.0,Survival analysis in Python.,116.0,34,True,2024-01-03 22:01:02.000,0.28.0,170.0,lifelines,conda-forge/lifelines,,,,2351.0,2218.0,https://pypi.org/project/lifelines,2024-01-03 22:01:02.000,133.0,595681.0,602630.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,312706.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
163,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2024-02-22 07:24:33.000000,2024-02-22 05:07:15,2853.0,166.0,281.0,68.0,1572.0,54.0,592.0,2233.0,Adaptive Experimentation Platform.,162.0,34,True,2023-12-09 18:28:49.000,0.3.6,39.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],679.0,650.0,https://pypi.org/project/ax-platform,2023-12-09 18:28:49.000,29.0,95998.0,96544.0,https://anaconda.org/conda-forge/ax-platform,2023-12-11 15:43:05.639,17495.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
164,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2024-02-22 04:12:26.000000,2024-02-22 04:12:25,972.0,80.0,332.0,51.0,1111.0,291.0,365.0,1980.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,97.0,34,True,2024-02-18 02:19:37.000,1.17.1,58.0,optimum,conda-forge/optimum,,,,1703.0,1640.0,https://pypi.org/project/optimum,2024-02-18 02:14:48.000,63.0,832890.0,833412.0,https://anaconda.org/conda-forge/optimum,2024-02-18 04:42:34.186,11497.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
165,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2023-12-13 04:29:28.000000,2023-12-13 04:29:27,1518.0,2.0,558.0,58.0,1880.0,77.0,895.0,1679.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,34,True,2023-11-28 01:15:27.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],14060.0,14060.0,https://pypi.org/project/tensorflow-addons,,,873877.0,873877.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
166,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2023-12-19 22:00:11.000000,2023-12-04 09:05:52,1211.0,1.0,205.0,33.0,47.0,9.0,158.0,1538.0,Simple Python interface for Graphviz.,22.0,34,True,2022-07-23 11:35:06.076,0.20.1,56.0,graphviz,anaconda/python-graphviz,,,,64465.0,60957.0,https://pypi.org/project/graphviz,2022-07-23 11:35:06.076,3508.0,7405428.0,7405954.0,https://anaconda.org/anaconda/python-graphviz,2023-12-06 23:46:08.496,43209.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
167,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2024-01-26 10:55:56.000000,2024-01-26 10:55:56,1171.0,19.0,364.0,65.0,595.0,268.0,347.0,1440.0,A Jupyter - Leaflet.js bridge.,87.0,34,True,2024-01-23 17:57:40.189,0.18.2,81.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],7528.0,7358.0,https://pypi.org/project/ipyleaflet,2024-01-23 17:54:03.000,164.0,135416.0,175344.0,https://anaconda.org/conda-forge/ipyleaflet,2024-01-23 20:31:49.209,1103644.0,,,,,2.0,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2024-01-23 17:57:40.189,6.0,15403.0,,,,,,,,,,
168,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-02-19 10:33:43.000000,2024-02-19 10:33:38,2805.0,44.0,275.0,34.0,205.0,42.0,498.0,1209.0,Python interface for igraph.,71.0,34,False,2024-02-14 11:09:57.000,0.11.4,40.0,python-igraph,conda-forge/igraph,,,,4218.0,3802.0,https://pypi.org/project/python-igraph,2024-02-14 11:09:57.000,416.0,325462.0,343926.0,https://anaconda.org/conda-forge/igraph,2024-02-13 16:32:10.931,500898.0,,,,,1.0,562277.0,,,,,,,,,,,,,,,,,,
169,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-02-21 10:47:55.000000,2024-01-31 19:53:34,866.0,6.0,313.0,45.0,1011.0,72.0,164.0,1184.0,Making text a first-class citizen in TensorFlow.,112.0,34,True,2023-11-15 19:00:05.000,2.15.0,53.0,tensorflow-text,,,,['tensorflow'],6420.0,6420.0,https://pypi.org/project/tensorflow-text,,,5697732.0,5697732.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
170,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2024-02-15 19:48:04.000000,2024-02-15 19:48:01,1530.0,8.0,152.0,41.0,132.0,8.0,640.0,1153.0,A Python data analysis library that is optimized for humans instead of machines.,52.0,34,True,2023-12-21 20:05:21.000,1.9.1,32.0,agate,conda-forge/agate,,,,2942.0,2793.0,https://pypi.org/project/agate,2023-12-21 20:05:21.000,149.0,4961536.0,4966506.0,https://anaconda.org/conda-forge/agate,2023-12-21 21:50:42.816,164015.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
171,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-02-22 04:35:51.000000,2022-06-10 09:12:18,238.0,,13349.0,1563.0,226.0,760.0,584.0,51143.0,The worlds simplest facial recognition api for Python and the command line.,54.0,33,False,2020-02-20 14:26:01.000,1.3.0,23.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],87.0,21.0,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,66.0,70550.0,71044.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,19692.0,,,,,2.0,1225.0,,,,,,,,,,,,,,,,,,
172,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-02-22 12:54:39.000000,2024-02-20 11:24:43,3000.0,103.0,4167.0,374.0,3653.0,383.0,1172.0,36407.0,"Making large AI models cheaper, faster and more accessible.",164.0,33,True,2023-11-01 05:57:35.000,0.3.4,34.0,,,,,,291.0,291.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
173,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-02-12 15:56:05.000000,2024-02-08 01:15:03,1501.0,8.0,7269.0,381.0,648.0,465.0,3042.0,28099.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",265.0,33,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1622.0,1616.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,6.0,,5213.0,https://anaconda.org/conda-forge/detectron2,2024-01-18 08:57:46.349,224197.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
174,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2024-01-23 01:48:22.000000,2023-07-11 13:03:36,1421.0,,3770.0,759.0,1134.0,403.0,588.0,18855.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,33,True,2023-12-02 01:16:14.308,0.1.0,68.0,magenta,,,,['tensorflow'],534.0,496.0,https://pypi.org/project/magenta,2022-08-01 18:23:00.243,38.0,2677.0,2677.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
175,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2024-02-13 08:02:51.000000,2020-10-14 16:36:49,6226.0,,4627.0,1004.0,1869.0,357.0,658.0,16901.0,"Zipline, a Pythonic Algorithmic Trading Library.",160.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1067.0,981.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,86.0,2925.0,3107.0,https://anaconda.org/conda-forge/zipline,2023-06-16 19:21:35.991,7462.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
176,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,,1800.0,284.0,3502.0,373.0,1677.0,13596.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,33,True,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,606.0,568.0,https://pypi.org/project/nni,2023-09-14 12:22:00.000,38.0,14309.0,14309.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
177,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-01-02 11:17:53.000000,2024-01-02 11:17:47,862.0,3.0,1363.0,418.0,85.0,32.0,159.0,9675.0,TensorFlow-based neural network library.,58.0,33,True,2024-01-02 11:15:06.000,2.0.2,29.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1280.0,1227.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,53.0,18557.0,19087.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,27054.0,,,,,2.0,,,,google-deepmind/sonnet,,,,,,,,,,,,,,,
178,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,898.0,261.0,148.0,108.0,103.0,9067.0,Fuzzy String Matching in Python.,70.0,33,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,24931.0,22791.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,2140.0,5117660.0,5123403.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,522650.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
179,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-02-21 15:51:57.000000,2024-02-16 13:58:45,10406.0,8.0,1965.0,350.0,3421.0,143.0,1132.0,8380.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,334.0,33,True,2023-07-19 17:15:55.000,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,34.0,,https://pypi.org/project/vowpalwabbit,2023-07-19 17:15:55.000,34.0,48719.0,52222.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-10-08 10:19:04.401,140131.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
180,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-02-22 00:07:13.000000,2024-02-21 01:43:08,856.0,49.0,719.0,276.0,1142.0,311.0,356.0,7390.0,"Build and manage real-life ML, AI, and data science projects with ease!.",81.0,33,True,2024-02-21 06:18:35.000,2.11.3,110.0,metaflow,conda-forge/metaflow,,,,630.0,602.0,https://pypi.org/project/metaflow,2024-02-21 06:18:35.000,28.0,173763.0,177502.0,https://anaconda.org/conda-forge/metaflow,2024-01-15 15:33:47.821,160786.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
181,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-02-22 14:37:09.000000,2024-02-22 13:58:35,38363.0,466.0,799.0,147.0,9160.0,933.0,4992.0,7042.0,cuDF - GPU DataFrame Library.,271.0,33,True,2024-02-13 14:24:47.000,24.02.01,46.0,cudf,,,,,63.0,52.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,11.0,2689.0,2689.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
182,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2024-02-20 00:26:53.000000,2023-09-29 18:36:14,1218.0,,1078.0,126.0,273.0,250.0,403.0,7009.0,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,33,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,14226.0,13719.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,507.0,1935061.0,1946581.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,748832.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
183,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-02-21 14:50:57.537000,2024-02-20 14:34:23,1337.0,25.0,858.0,158.0,1677.0,169.0,819.0,6963.0,An open source python library for automated feature engineering.,72.0,33,True,2024-02-16 19:51:15.000,1.29.0,104.0,featuretools,conda-forge/featuretools,,,,1614.0,1536.0,https://pypi.org/project/featuretools,2024-02-16 19:51:15.000,78.0,51035.0,55048.0,https://anaconda.org/conda-forge/featuretools,2024-02-21 14:50:57.537,176614.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
184,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2024-02-21 21:11:16.000000,2024-02-21 21:11:12,3262.0,4.0,950.0,138.0,640.0,63.0,1106.0,6510.0,Python library for audio and music analysis.,119.0,33,True,2023-08-16 13:52:19.000,0.10.1,41.0,librosa,conda-forge/librosa,,,,1548.0,,https://pypi.org/project/librosa,2023-08-16 13:52:19.000,1548.0,2289652.0,2306370.0,https://anaconda.org/conda-forge/librosa,2023-08-16 18:07:49.183,718883.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
185,InterpretML,interpretml/interpret,interpretability,,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000,2024-02-20 19:53:24.000000,2024-02-20 19:53:23,2986.0,165.0,709.0,141.0,94.0,86.0,326.0,5913.0,Fit interpretable models. Explain blackbox machine learning.,42.0,33,True,2024-02-14 22:27:38.000,0.5.1,47.0,interpret,,,,['jupyter'],653.0,623.0,https://pypi.org/project/interpret,2024-02-08 10:30:09.000,30.0,83883.0,83883.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
186,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1397.0,291.0,6588.0,12.0,2030.0,5846.0,A flexible framework of neural networks for deep learning.,323.0,33,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,3586.0,3182.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,404.0,20570.0,20916.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,16638.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
187,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-12-16 19:25:54.000000,2023-12-16 19:23:13,1208.0,18.0,650.0,64.0,131.0,53.0,433.0,5658.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",40.0,33,True,2023-12-16 19:24:49.000,2.4.1,209.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],1260.0,1229.0,https://pypi.org/project/pytorch-metric-learning,2023-12-16 19:14:54.000,31.0,230372.0,230600.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11182.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
188,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-02-20 12:08:38.000000,2024-02-20 12:08:36,610.0,15.0,680.0,109.0,186.0,14.0,339.0,5371.0,Python-tesseract is an optical character recognition (OCR) tool for python.,46.0,33,True,2023-10-15 15:39:44.000,0.3.13,27.0,pytesseract,conda-forge/pytesseract,,,,1233.0,,https://pypi.org/project/pytesseract,2022-08-16 19:20:38.334,1233.0,1438121.0,1452000.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,596820.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
189,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-02-22 03:46:41.000000,2024-02-21 19:18:10,1055.0,18.0,461.0,229.0,734.0,191.0,331.0,4444.0,Model interpretability and understanding for PyTorch.,106.0,33,True,2023-12-05 09:21:02.000,0.7.0,10.0,captum,conda-forge/captum,,,['pytorch'],1872.0,1809.0,https://pypi.org/project/captum,2023-12-05 08:32:04.000,63.0,167677.0,168486.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,21037.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
190,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-02-21 23:03:49.000000,2024-02-15 21:02:14,1133.0,26.0,588.0,115.0,852.0,284.0,1030.0,3940.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",160.0,33,True,2023-11-01 14:46:14.000,7.1,46.0,coremltools,conda-forge/coremltools,,,,3783.0,3610.0,https://pypi.org/project/coremltools,2023-11-01 14:33:59.000,173.0,188840.0,190298.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53620.0,,,,,2.0,9154.0,,,,,,,,,,,,,,,,,,
191,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2024-02-20 15:14:34.000000,2023-12-03 03:47:34,490.0,3.0,595.0,66.0,214.0,191.0,153.0,3854.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,6058.0,5992.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,66.0,690437.0,693834.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,129090.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
192,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-02-13 11:58:20.000000,2024-02-13 11:57:59,1492.0,4.0,366.0,91.0,737.0,133.0,441.0,3162.0,Quickly and accurately render even the largest data.,55.0,33,True,2023-10-26 15:10:16.000,0.16.0,42.0,datashader,conda-forge/datashader,,,,3741.0,3605.0,https://pypi.org/project/datashader,2023-10-31 11:50:35.000,136.0,496114.0,513017.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,760676.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
193,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2024-02-22 14:02:45.000000,2024-02-20 09:48:20,2864.0,164.0,289.0,24.0,2648.0,183.0,1623.0,2936.0,Argilla: the open-source feedback platform for LLMs.,79.0,33,True,2024-02-09 11:27:03.000,1.24.0,100.0,rubrix,conda-forge/rubrix,,,,2263.0,2263.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,772.0,1881.0,https://anaconda.org/conda-forge/rubrix,2023-06-16 19:28:09.653,28848.0,,,,,2.0,,,,argilla-io/argilla,,,,,,,,,,,,,,,
194,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-02-17 09:48:43.000000,2021-10-12 13:32:38,1570.0,,512.0,65.0,545.0,303.0,393.0,2711.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,5722.0,5444.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:23:01.204,278.0,573903.0,582770.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,700497.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
195,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2024-02-22 11:34:33.000000,2024-02-16 17:11:39,2301.0,9.0,621.0,77.0,2852.0,202.0,714.0,2337.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",222.0,33,True,2024-01-30 18:17:31.000,2.2.0,31.0,torchaudio,,,,['pytorch'],561.0,,https://pypi.org/project/torchaudio,2024-01-30 17:34:49.000,561.0,2295773.0,2295773.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
