,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
83,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2025-02-27 00:12:36.000000,2025-02-27 00:12:35,614.0,16.0,1153.0,258.0,212.0,97.0,182.0,9264.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",37.0,38,True,2025-01-13 23:03:01.000,0.19.0,62.0,textblob,conda-forge/textblob,,,,50620.0,50215.0,https://pypi.org/project/textblob,2025-01-13 23:03:01.000,405.0,1174512.0,1177241.0,https://anaconda.org/conda-forge/textblob,2023-06-16 13:22:54.304,278387.0,,,,,1.0,125.0,,,,,,,,,,,,,,,,,,,
84,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2025-02-27 12:21:48.000000,2025-02-27 12:21:47,22910.0,522.0,2190.0,176.0,3448.0,368.0,2106.0,8818.0,End-to-End Speech Processing Toolkit.,489.0,38,True,2024-12-04 04:40:05.000,.202412,54.0,espnet,,,,,431.0,419.0,https://pypi.org/project/espnet,2024-12-04 04:40:26.000,12.0,19646.0,19647.0,,,,,,,,1.0,84.0,,,,,,,,,,,,,,,,,,,
85,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2025-02-26 19:35:06.000000,2025-02-26 19:35:06,2061.0,12.0,938.0,106.0,1730.0,446.0,1288.0,4648.0,Python tools for geographic data.,239.0,38,True,2024-07-02 12:26:55.000,1.0.1,57.0,geopandas,conda-forge/geopandas,,,['pandas'],52138.0,49299.0,https://pypi.org/project/geopandas,2024-07-02 12:26:50.000,2839.0,6405133.0,6483482.0,https://anaconda.org/conda-forge/geopandas,2024-12-16 10:51:59.253,4385978.0,,,,,2.0,2941.0,,,,,,,,,,,,,,,,,,,
86,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2025-02-27 13:24:39.000000,2025-02-27 13:22:28,5078.0,226.0,527.0,37.0,4102.0,661.0,1177.0,2940.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,172.0,38,True,2024-11-27 01:15:51.000,0.44.2,99.0,pyvista,conda-forge/pyvista,,,['jupyter'],4751.0,4173.0,https://pypi.org/project/pyvista,2024-11-27 00:06:11.000,578.0,420639.0,431993.0,https://anaconda.org/conda-forge/pyvista,2024-12-15 21:46:00.136,635283.0,,,,,2.0,871.0,,,,,,,,,,,,,,,,,,,
87,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2025-02-27 13:57:51.000000,2025-02-27 13:57:50,1717.0,93.0,633.0,61.0,1686.0,169.0,923.0,2367.0,The official Python client for the Huggingface Hub.,220.0,38,True,2025-02-20 09:34:41.000,0.29.1,157.0,huggingface_hub,conda-forge/huggingface_hub,,,,2511.0,,https://pypi.org/project/huggingface_hub,2025-02-20 09:24:57.000,2511.0,64265554.0,64323171.0,https://anaconda.org/conda-forge/huggingface_hub,2025-02-20 16:20:14.463,2765652.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
88,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2024-12-27 20:06:24.390000,2020-02-15 08:33:35,523.0,,6713.0,1282.0,167.0,674.0,227.0,33749.0,Chinese Words Segmentation Utilities.,49.0,37,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,35936.0,35098.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,838.0,942229.0,946026.0,https://anaconda.org/conda-forge/jieba,2024-12-27 20:06:24.390,170886.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
89,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2025-02-15 00:54:22.620000,2024-10-18 16:40:02,2327.0,,6414.0,422.0,1361.0,1291.0,3055.0,31056.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,429.0,37,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,,['pytorch'],4108.0,3991.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,117.0,114456.0,116828.0,https://anaconda.org/conda-forge/fairseq,2025-02-15 00:54:22.620,130269.0,,,,,2.0,386.0,,,,,,,,,,,,,,,,,,,
90,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2025-02-27 03:00:57.000000,2025-02-27 03:00:41,8852.0,196.0,2850.0,306.0,249.0,22.0,1157.0,29489.0,"Visualizer for neural network, deep learning and machine learning models.",2.0,37,True,2025-02-20 19:11:05.000,8.1.8,694.0,netron,,,,"['pytorch', 'tensorflow']",739.0,656.0,https://pypi.org/project/netron,2025-02-20 19:11:05.000,83.0,29153.0,160194.0,,,,,,,,1.0,131041.0,,,,,,,,,,,,,,,,,,,
91,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2025-02-27 14:28:51.000000,2025-02-27 03:06:49,8038.0,452.0,2699.0,216.0,9239.0,141.0,2368.0,13217.0,"A scalable generative AI framework built for researchers and developers working on Large Language Models, Multimodal,..",389.0,37,True,2025-01-03 10:31:39.000,2.1.0,83.0,nemo-toolkit,,,,['pytorch'],35.0,21.0,https://pypi.org/project/nemo-toolkit,2025-02-25 12:46:47.000,14.0,75559.0,80957.0,,,,,,,,2.0,350873.0,,,,,,,,,,,,,,,,,,,
92,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2025-02-18 01:25:16.000000,2025-02-18 01:24:17,1519.0,12.0,1687.0,153.0,842.0,241.0,583.0,12748.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,134.0,37,True,2025-01-20 16:41:02.000,4.12.2,67.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",5688.0,5505.0,https://pypi.org/project/pandas-profiling,2023-02-03 17:59:40.571,183.0,400554.0,405393.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,493436.0,,,,,2.0,263.0,,ydataai/ydata-profiling,,,,,,,,,,,,,,,,,
93,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2025-02-26 15:17:44.000000,2025-02-26 15:14:58,992.0,6.0,1176.0,129.0,325.0,41.0,726.0,10634.0,Unsupervised text tokenizer for Neural Network-based text generation.,92.0,37,True,2024-02-19 17:03:42.000,0.2.0,35.0,sentencepiece,conda-forge/sentencepiece,,,,98343.0,96611.0,https://pypi.org/project/sentencepiece,2024-02-19 17:03:42.000,1732.0,22851947.0,22877820.0,https://anaconda.org/conda-forge/sentencepiece,2024-12-31 07:56:17.243,1386098.0,,,,,2.0,52437.0,,,,,,,,,,,,,,,,,,,
94,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2025-02-24 23:20:15.000000,2025-02-24 23:20:13,2857.0,27.0,980.0,129.0,1996.0,293.0,672.0,10256.0,Geometric Computer Vision Library for Spatial AI.,278.0,37,True,2025-01-11 05:21:32.000,0.8.0,42.0,kornia,conda-forge/kornia,,,['pytorch'],14510.0,14204.0,https://pypi.org/project/kornia,2025-01-11 05:21:32.000,306.0,1972717.0,1976453.0,https://anaconda.org/conda-forge/kornia,2025-01-11 07:13:54.786,185726.0,,,,,2.0,1674.0,,,,,,,,,,,,,,,,,,,
95,Theano,Theano/Theano,ml-frameworks,,https://github.com/Theano/Theano,https://github.com/Theano/Theano,BSD-3-Clause,2011-08-10 03:48:06.000,2024-01-15 03:16:24.000000,2024-01-15 03:16:24,28133.0,,2488.0,536.0,4121.0,697.0,2088.0,9927.0,"Theano was a Python library that allows you to define, optimize, and evaluate mathematical expressions involving..",386.0,37,False,2020-07-27 16:13:54.000,1.0.5,45.0,theano,conda-forge/theano,,,,16088.0,15916.0,https://pypi.org/project/theano,2020-07-27 16:13:54.000,172.0,84335.0,108518.0,https://anaconda.org/conda-forge/theano,2023-06-16 13:23:49.668,2490907.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
96,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2025-01-13 08:58:34.000000,2024-12-22 09:46:56,1887.0,11.0,1377.0,150.0,260.0,222.0,148.0,8871.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",62.0,37,True,2024-12-22 00:23:34.000,2.0.3,95.0,pyod,conda-forge/pyod,,,,4907.0,4786.0,https://pypi.org/project/pyod,2024-12-22 00:21:49.000,121.0,576509.0,578990.0,https://anaconda.org/conda-forge/pyod,2024-09-06 15:18:34.744,141470.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
97,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2025-02-27 00:23:29.000000,2025-02-27 00:23:22,5002.0,103.0,674.0,88.0,2797.0,360.0,763.0,6364.0,Flax is a neural network library for JAX that is designed for flexibility.,253.0,37,True,2025-02-27 00:10:58.000,0.10.4,52.0,flax,conda-forge/flax,,,['jax'],12594.0,12039.0,https://pypi.org/project/flax,2025-02-27 00:10:58.000,555.0,1240192.0,1242107.0,https://anaconda.org/conda-forge/flax,2024-11-20 00:54:51.479,89999.0,,,,,2.0,59.0,,,,,,,,,,,,,,,,,,,
98,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2025-01-16 13:51:35.000000,2025-01-16 09:47:38,1004.0,23.0,866.0,88.0,234.0,138.0,705.0,4708.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",53.0,37,True,2025-01-16 13:56:09.000,84,75.0,opencv-python,,,,,529656.0,518139.0,https://pypi.org/project/opencv-python,2025-01-16 13:51:35.000,11517.0,16410656.0,16410656.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
99,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2025-02-24 23:06:43.000000,2025-02-24 23:06:42,12213.0,20.0,1111.0,156.0,471.0,707.0,760.0,4298.0,Probabilistic reasoning and statistical analysis in TensorFlow.,499.0,37,True,2024-11-08 16:30:13.000,0.25.0,53.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],621.0,3.0,https://pypi.org/project/tensorflow-probability,2024-11-08 16:25:57.000,618.0,956484.0,959964.0,https://anaconda.org/conda-forge/tensorflow-probability,2025-02-20 13:44:18.497,167047.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
100,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2025-02-26 05:18:07.000000,2025-02-26 05:18:07,4288.0,84.0,1107.0,155.0,1783.0,435.0,908.0,3986.0,Fast data visualization and GUI tools for scientific / engineering applications.,299.0,37,True,2024-04-29 02:18:56.000,0.13.7,25.0,pyqtgraph,conda-forge/pyqtgraph,,,,12463.0,11437.0,https://pypi.org/project/pyqtgraph,2024-04-29 02:18:56.000,1026.0,355276.0,366925.0,https://anaconda.org/conda-forge/pyqtgraph,2024-12-11 05:23:38.827,652357.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,
101,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2025-02-27 10:19:18.000000,2025-02-27 10:19:17,10921.0,37.0,403.0,56.0,3155.0,1121.0,2258.0,2757.0,"With Holoviews, your data visualizes itself.",148.0,37,True,2025-02-19 19:50:03.000,1.20.1,177.0,holoviews,conda-forge/holoviews,,,['jupyter'],14701.0,14273.0,https://pypi.org/project/holoviews,2025-02-19 17:05:25.000,423.0,467974.0,503437.0,https://anaconda.org/conda-forge/holoviews,2025-02-19 17:37:55.189,1973094.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2025-01-14 14:45:46.544,5.0,230.0,,,,,,,,,,,,
102,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2025-02-27 15:01:26.000000,2025-02-27 09:51:35,5084.0,288.0,626.0,45.0,5606.0,334.0,1143.0,2503.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",194.0,37,True,2025-01-14 21:23:00.000,0.40.0,61.0,pennylane,conda-forge/pennylane,,,,1444.0,1320.0,https://pypi.org/project/pennylane,2025-01-14 21:23:00.000,124.0,74883.0,81095.0,https://anaconda.org/conda-forge/pennylane,2024-07-09 13:59:12.283,242232.0,,,,,1.0,100.0,,,,,,,,,,,,,,,,,,,
103,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2025-02-21 05:44:35.000000,2025-02-21 05:44:35,1554.0,5.0,303.0,32.0,508.0,100.0,513.0,1558.0,Python library for reading and writing image data.,122.0,37,True,2025-01-20 02:42:38.000,2.37.0,97.0,imageio,conda-forge/imageio,,,,163164.0,160549.0,https://pypi.org/project/imageio,2025-01-20 02:42:34.000,2615.0,23784646.0,23921428.0,https://anaconda.org/conda-forge/imageio,2025-01-30 21:57:16.387,7521910.0,,,,,2.0,1529.0,,,,,,,,,,,,,,,,,,,
104,MMDetection,open-mmlab/mmdetection,image,,https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000,2024-08-21 02:01:07.000000,2024-02-05 13:23:18,2706.0,,9485.0,373.0,3173.0,1846.0,6732.0,30375.0,OpenMMLab Detection Toolbox and Benchmark.,480.0,36,True,2024-01-05 06:25:30.000,3.3.0,53.0,mmdet,,,,['pytorch'],3607.0,3525.0,https://pypi.org/project/mmdet,2024-01-05 06:25:30.000,82.0,185422.0,185422.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
105,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2025-02-18 12:25:10.000000,2025-02-18 12:25:10,2351.0,4.0,5498.0,521.0,185.0,1180.0,1387.0,24380.0,State-of-the-art 2D and 3D Face Analysis Project.,64.0,36,True,2023-04-02 08:03:01.222,0.7.3,28.0,insightface,,,,['mxnet'],3519.0,3489.0,https://pypi.org/project/insightface,2022-12-17 02:14:00.699,30.0,235255.0,541484.0,,,,,,,,2.0,6737039.0,,,,,,,,,,,,,,,,,,,
106,Jina,jina-ai/jina,ml-frameworks,,https://github.com/jina-ai/serve,https://github.com/jina-ai/serve,Apache-2.0,2020-02-13 17:04:44.000,2025-02-27 09:40:52.000000,2025-02-25 12:09:09,8641.0,17.0,2215.0,216.0,4225.0,5.0,1942.0,21353.0,Build multimodal AI applications with cloud-native stack.,178.0,36,True,2025-02-25 12:08:40.000,3.33.1,2491.0,jina,conda-forge/jina-core,jinaai/jina,,,29.0,,https://pypi.org/project/jina,2025-02-25 12:08:40.000,29.0,81286.0,113045.0,https://anaconda.org/conda-forge/jina-core,2023-06-16 19:27:18.682,87761.0,https://hub.docker.com/r/jinaai/jina,2025-02-25 12:29:01.208565,8.0,1777155.0,2.0,,,jina-ai/serve,,,,,,,,,,,,,,,,,
107,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2025-02-27 09:13:42.000000,2025-02-27 09:13:41,3908.0,148.0,2057.0,145.0,4273.0,113.0,3615.0,19472.0,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",279.0,36,True,2025-02-20 14:01:06.000,2.10.3,100.0,haystack,,,,,885.0,880.0,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,5.0,5237.0,5237.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
108,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2025-02-13 14:00:02.000000,2025-01-26 07:01:34,1702.0,2.0,2855.0,380.0,485.0,1.0,1930.0,15136.0,Python Echarts Plotting Library.,45.0,36,True,2025-01-24 03:13:18.000,2.0.8,76.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],5230.0,5007.0,https://pypi.org/project/pyecharts,2025-01-24 03:10:03.000,223.0,282647.0,282650.0,,,,,,,,2.0,72.0,,,,,,,,,,,,,,,,,,,
109,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2024-07-30 01:38:33.000000,2020-06-01 14:58:26,2913.0,,2444.0,230.0,346.0,310.0,226.0,14520.0,Image augmentation for machine learning experiments.,36.0,36,False,2020-02-06 06:18:40.000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,24818.0,24553.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,265.0,537444.0,540365.0,https://anaconda.org/conda-forge/imgaug,2023-06-16 16:15:24.882,198678.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
110,ivy,unifyai/ivy,ml-frameworks,,https://github.com/ivy-llc/ivy,https://github.com/ivy-llc/ivy,Apache-2.0,2021-01-19 08:37:25.000,2025-02-21 00:07:49.000000,2025-02-21 00:05:55,18860.0,80.0,5684.0,68.0,11760.0,941.0,15960.0,14006.0,Convert Machine Learning Code Between Frameworks.,1481.0,36,True,2025-02-21 00:06:46.000,1.0.0.4,137.0,ivy,,,,,16.0,,https://pypi.org/project/ivy,2025-02-21 00:07:49.000,16.0,19462.0,19462.0,,,,,,,,2.0,,,ivy-llc/ivy,,,,,,,,,,,,,,,,,
111,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2025-02-11 00:26:08.000000,2025-02-11 00:26:08,4416.0,6.0,3018.0,173.0,5067.0,539.0,2359.0,13725.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",296.0,36,True,2024-09-03 04:16:25.000,2.4.0,453.0,dgl,,,,,487.0,339.0,https://pypi.org/project/dgl,2024-05-13 01:10:39.000,148.0,100483.0,100483.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
112,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2025-01-13 19:06:45.000000,2025-01-13 19:00:04,4822.0,2.0,5277.0,384.0,738.0,670.0,1384.0,13508.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",200.0,36,False,2024-11-22 15:43:48.000,2.8.0,59.0,glfw,conda-forge/glfw,,,,1758.0,1559.0,https://pypi.org/project/glfw,2024-11-22 15:43:48.000,199.0,593331.0,635405.0,https://anaconda.org/conda-forge/glfw,2024-02-24 15:41:47.790,334446.0,,,,,2.0,4177813.0,,,,,,,,-1.0,,,,,,,,,,,
113,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2023-06-16 16:12:37.768000,2022-11-22 00:42:46,2719.0,,2254.0,280.0,3096.0,91.0,2477.0,11815.0,"An open-source NLP research library, built on PyTorch.",267.0,36,False,2022-10-18 23:54:05.191,2.10.1,265.0,allennlp,conda-forge/allennlp,,,['pytorch'],4483.0,4358.0,https://pypi.org/project/allennlp,2022-10-18 23:54:05.191,125.0,83835.0,86192.0,https://anaconda.org/conda-forge/allennlp,2023-06-16 16:12:37.768,174469.0,,,,,2.0,71.0,,,,,,,,,,,,,,,,,,,
114,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2025-02-23 12:40:40.000000,2025-02-23 12:39:43,35225.0,636.0,1998.0,198.0,5880.0,49.0,3393.0,9622.0,Perform data science on data that remains in someone elses server.,516.0,36,True,2025-02-13 11:13:19.000,0.9.5,328.0,syft,,,,['pytorch'],5.0,1.0,https://pypi.org/project/syft,2025-02-23 12:39:55.000,4.0,10422.0,10569.0,,,,,,,,1.0,2058.0,,,,,,,,,,,,,,,,,,,
115,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-12-19 19:56:21.550000,2022-12-08 17:49:19,746.0,,1061.0,135.0,240.0,371.0,274.0,9201.0,Manipulate audio with a simple and easy high level interface.,95.0,36,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,86426.0,85057.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1369.0,8092684.0,8095816.0,https://anaconda.org/conda-forge/pydub,2024-12-19 19:56:21.550,147223.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
116,PyCaret,pycaret/pycaret,ml-experiments,,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000,2025-02-25 01:15:30.000000,2025-02-23 00:54:33,5370.0,13.0,1786.0,134.0,1062.0,386.0,1955.0,9166.0,"An open-source, low-code machine learning library in Python.",142.0,36,True,2024-04-28 18:46:27.000,3.3.2,98.0,pycaret,conda-forge/pycaret,,,,7166.0,7135.0,https://pypi.org/project/pycaret,2024-04-28 18:46:21.000,31.0,306013.0,307219.0,https://anaconda.org/conda-forge/pycaret,2025-01-20 06:32:38.370,64457.0,,,,,2.0,727.0,,,,,,,,,,,,,,,,,,,
117,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2025-02-09 06:45:21.970000,2025-02-09 04:33:30,708.0,8.0,357.0,68.0,137.0,34.0,156.0,8770.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",33.0,36,True,2025-02-09 03:17:01.000,0.8.1,16.0,einops,conda-forge/einops,,,,64791.0,62234.0,https://pypi.org/project/einops,2025-02-09 03:17:01.000,2557.0,7869700.0,7876164.0,https://anaconda.org/conda-forge/einops,2025-02-09 06:45:21.970,336161.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
118,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2025-01-30 14:38:25.000000,2025-01-30 14:38:25,746.0,160.0,2411.0,275.0,204.0,320.0,339.0,8630.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",53.0,36,True,2025-01-25 12:32:46.000,3.14.1,64.0,SpeechRecognition,conda-forge/speechrecognition,,,,669.0,21.0,https://pypi.org/project/SpeechRecognition,2025-01-25 12:32:46.000,648.0,1394264.0,1398454.0,https://anaconda.org/conda-forge/speechrecognition,2025-01-25 15:19:51.975,226308.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
119,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2025-02-27 10:29:30.000000,2025-02-26 06:21:46,1213.0,106.0,807.0,294.0,1615.0,327.0,443.0,8563.0,"Build, Deploy and Manage AI/ML Systems.",102.0,36,True,2025-02-25 21:22:02.000,2.15.0,179.0,metaflow,conda-forge/metaflow,,,,857.0,807.0,https://pypi.org/project/metaflow,2025-02-25 21:22:02.000,50.0,274127.0,279038.0,https://anaconda.org/conda-forge/metaflow,2025-02-21 20:12:40.144,270137.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,
120,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2025-02-27 09:05:18.000000,2025-02-26 21:06:20,2496.0,70.0,965.0,97.0,2826.0,397.0,1191.0,8488.0,Fast and Accurate ML in 3 Lines of Code.,133.0,36,True,2024-11-27 17:04:12.000,1.2.0,1759.0,autogluon,conda-forge/autogluon,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",1026.0,995.0,https://pypi.org/project/autogluon,2025-02-27 09:05:18.000,31.0,150069.0,151473.0,https://anaconda.org/conda-forge/autogluon,2024-12-12 21:03:37.076,29694.0,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,14541.0,1.0,,,,,,,,,,,,,,,,,,,,
121,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2025-02-24 17:52:57.000000,2025-02-24 17:52:53,1467.0,17.0,910.0,212.0,265.0,179.0,249.0,7153.0,Efficiently computes derivatives of NumPy code.,60.0,36,True,2024-08-22 19:07:12.000,1.7.0,30.0,autograd,conda-forge/autograd,,,,11889.0,11606.0,https://pypi.org/project/autograd,2024-08-22 19:07:12.000,283.0,3566502.0,3582642.0,https://anaconda.org/conda-forge/autograd,2024-12-13 21:24:24.362,516506.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
