,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition
95,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2024-12-05 07:26:32.000000,2024-12-04 23:47:59,3591.0,340.0,311.0,70.0,2375.0,73.0,722.0,2388.0,Adaptive Experimentation Platform.,180.0,36,True,2024-09-23 20:22:26.000,0.4.3,43.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],901.0,847.0,https://pypi.org/project/ax-platform,2024-09-23 20:22:26.000,54.0,108001.0,108715.0,https://anaconda.org/conda-forge/ax-platform,2024-09-24 20:13:10.358,30020.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
96,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2024-12-02 18:32:30.402000,2024-12-02 17:43:14,3918.0,34.0,535.0,145.0,1239.0,146.0,1707.0,2284.0,Rasterio reads and writes geospatial raster datasets.,161.0,36,True,2024-12-02 16:44:51.000,1.4.3,166.0,rasterio,conda-forge/rasterio,,,,15638.0,14102.0,https://pypi.org/project/rasterio,2024-12-02 14:48:24.000,1536.0,,82248.0,https://anaconda.org/conda-forge/rasterio,2024-12-02 18:32:30.402,3865302.0,,,,,2.0,976.0,,,,,,,,,,,,,,,,,,,,
97,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2024-12-05 10:16:22.000000,2024-12-02 09:30:17,2001.0,97.0,403.0,33.0,1735.0,74.0,818.0,2149.0,"Machine learning metrics for distributed, scalable PyTorch applications.",257.0,36,True,2024-11-12 19:29:02.000,1.6.0,53.0,metrics,conda-forge/torchmetrics,,,['pytorch'],33500.0,33498.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,2.0,4677.0,42573.0,https://anaconda.org/conda-forge/torchmetrics,2024-11-08 20:17:45.782,1699543.0,,,,,2.0,5831.0,Lightning-AI/torchmetrics,,,,,,,,,,,,,,,,,,,
98,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,BSD-3-Clause,2012-08-03 07:43:59.000,2024-11-28 18:14:55.000000,2024-11-28 18:14:54,3123.0,53.0,365.0,55.0,1220.0,313.0,990.0,1441.0,Cartopy - a cartographic python library with matplotlib support.,129.0,36,True,2024-10-08 23:24:50.000,0.24.1,32.0,cartopy,conda-forge/cartopy,,,,6843.0,6125.0,https://pypi.org/project/cartopy,2024-10-08 23:24:50.000,718.0,395193.0,472892.0,https://anaconda.org/conda-forge/cartopy,2024-10-07 23:20:51.384,4273470.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
99,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-12-04 13:30:48.000000,2024-12-04 13:29:21,1593.0,25.0,214.0,34.0,720.0,32.0,594.0,1073.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,69.0,36,True,2024-10-01 05:02:59.000,3.7.0,63.0,pyproj,conda-forge/pyproj,,,,38271.0,36531.0,https://pypi.org/project/pyproj,2024-10-01 05:02:59.000,1740.0,9383870.0,9555551.0,https://anaconda.org/conda-forge/pyproj,2024-10-01 16:10:00.706,9099095.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
100,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2024-12-04 20:07:53.000000,2024-12-04 20:07:46,15063.0,180.0,530.0,50.0,2329.0,420.0,969.0,751.0,Workflows and interfaces for neuroimaging packages.,261.0,36,True,2024-11-19 14:21:28.000,1.9.1,66.0,nipype,conda-forge/nipype,,,,5505.0,5355.0,https://pypi.org/project/nipype,2024-11-19 14:21:28.000,150.0,231249.0,245137.0,https://anaconda.org/conda-forge/nipype,2024-11-20 03:29:14.581,722187.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
101,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2024-12-01 04:18:09.000000,2024-11-26 22:44:55,6044.0,129.0,259.0,37.0,858.0,130.0,414.0,657.0,Python package to access a cacophony of neuro-imaging file formats.,105.0,36,True,2024-10-23 14:19:52.000,5.3.2,45.0,nibabel,conda-forge/nibabel,,,,24532.0,23351.0,https://pypi.org/project/nibabel,2024-10-23 14:19:52.000,1181.0,2426437.0,2441340.0,https://anaconda.org/conda-forge/nibabel,2024-10-23 17:14:10.689,804793.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
102,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2024-12-05 14:10:34.000000,2024-12-05 14:04:34,3766.0,138.0,1934.0,145.0,4111.0,97.0,3500.0,17996.0,"AI orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",272.0,35,True,2024-12-05 11:26:41.000,2.8.0,100.0,haystack,,,,,675.0,670.0,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,5.0,6399.0,6399.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
103,horovod,horovod/horovod,distributed-ml,,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000,2024-08-31 11:57:00.000000,2024-08-31 11:55:45,1340.0,,2241.0,334.0,1603.0,408.0,1879.0,14285.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",173.0,35,True,2023-06-12 09:28:02.604,0.28.1,77.0,horovod,,,,,1311.0,1278.0,https://pypi.org/project/horovod,2023-06-12 09:28:02.604,33.0,105034.0,105034.0,,,,,,,,2.0,,,,,,,,stable/horovod,,,,1.0,,,,,,,,,
104,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2024-11-29 12:10:45.000000,2024-11-29 11:05:20,4820.0,3.0,5277.0,380.0,725.0,670.0,1373.0,13162.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",199.0,35,False,2024-11-22 15:43:48.000,2.8.0,59.0,glfw,conda-forge/glfw,,,,1697.0,1498.0,https://pypi.org/project/glfw,2024-11-22 15:43:48.000,199.0,,41051.0,https://anaconda.org/conda-forge/glfw,2024-02-24 15:41:47.790,291891.0,,,,,2.0,4060611.0,,,,,,,,,,,,,,,,,,,,
105,pandas-profiling,ydataai/pandas-profiling,data-viz,,https://github.com/ydataai/ydata-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2024-12-05 13:02:32.000000,2024-12-04 12:20:42,1509.0,28.0,1688.0,152.0,829.0,235.0,577.0,12587.0,1 Line of code data quality profiling & exploratory data analysis for Pandas and Spark DataFrames.,133.0,35,True,2024-10-29 15:15:14.000,4.12.0,65.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",4966.0,4783.0,https://pypi.org/project/pandas-profiling,2023-02-03 17:59:40.571,183.0,,4770.0,https://anaconda.org/conda-forge/pandas-profiling,2023-06-16 13:22:30.453,476925.0,,,,,2.0,209.0,ydataai/ydata-profiling,,,,,,,,,,,,,,,,,,,
106,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2024-11-12 01:59:15.000000,2024-11-12 01:59:15,1870.0,5.0,1369.0,146.0,250.0,223.0,146.0,8631.0,"A Python Library for Outlier and Anomaly Detection, Integrating Classical and Deep Learning Techniques.",60.0,35,True,2024-09-06 03:26:33.000,2.0.2,94.0,pyod,conda-forge/pyod,,,,4607.0,4494.0,https://pypi.org/project/pyod,2024-09-06 03:24:51.000,113.0,728603.0,730970.0,https://anaconda.org/conda-forge/pyod,2024-09-06 15:18:34.744,130198.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
107,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-12-05 14:53:12.000000,2024-12-04 21:33:24,39928.0,522.0,908.0,154.0,10931.0,1052.0,5594.0,8501.0,cuDF - GPU DataFrame Library.,298.0,35,True,2024-10-29 18:24:22.000,24.10.01,58.0,cudf,,,,,79.0,57.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,22.0,3702.0,3702.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
108,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2024-11-27 22:22:10.016000,2024-08-01 18:55:53,10421.0,,1925.0,352.0,3431.0,134.0,1140.0,8490.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,338.0,35,True,2024-08-08 17:57:21.000,9.10.0,30.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,40.0,,https://pypi.org/project/vowpalwabbit,2024-08-08 17:57:21.000,40.0,193853.0,198894.0,https://anaconda.org/conda-forge/vowpalwabbit,2024-11-27 22:22:10.016,252078.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
109,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2024-11-29 15:34:40.000000,2024-11-29 15:34:40,1865.0,50.0,809.0,127.0,291.0,484.0,339.0,7498.0,Uniform Manifold Approximation and Projection.,138.0,35,True,2024-10-28 18:05:55.000,0.5.7,41.0,umap-learn,conda-forge/umap-learn,,,,1061.0,1.0,https://pypi.org/project/umap-learn,2024-10-28 18:05:55.000,1060.0,2273111.0,2323579.0,https://anaconda.org/conda-forge/umap-learn,2024-10-29 17:21:14.789,2725283.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
110,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2024-12-05 09:36:20.000000,2024-12-05 09:36:19,3380.0,142.0,794.0,77.0,3758.0,167.0,924.0,7199.0,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines,..",214.0,35,True,2024-12-02 03:09:45.000,1.3.15,170.0,bentoml,,,,,2261.0,2230.0,https://pypi.org/project/bentoml,2024-12-02 03:09:45.000,31.0,124629.0,124646.0,,,,,,,,2.0,876.0,,,,,,,,,,,,,,,,,,,,
111,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2024-12-05 13:51:34.000000,2024-12-05 12:09:54,4903.0,245.0,647.0,87.0,2703.0,306.0,747.0,6172.0,Flax is a neural network library for JAX that is designed for flexibility.,249.0,35,True,2024-11-19 19:58:50.000,0.10.2,50.0,flax,conda-forge/flax,,,['jax'],11020.0,10526.0,https://pypi.org/project/flax,2024-11-19 19:58:50.000,494.0,,1778.0,https://anaconda.org/conda-forge/flax,2024-11-20 00:54:51.479,80027.0,,,,,2.0,55.0,,,,,,,,,,,,,,,,,,,,
112,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2024-11-25 19:07:39.000000,2024-11-25 18:19:00,10559.0,31.0,1693.0,143.0,2479.0,648.0,1241.0,5574.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",250.0,35,True,2024-04-03 16:21:23.000,2.8.0,947.0,deepchem,conda-forge/deepchem,,,['tensorflow'],476.0,463.0,https://pypi.org/project/deepchem,2024-11-25 19:07:39.000,13.0,74989.0,77055.0,https://anaconda.org/conda-forge/deepchem,2024-04-05 16:46:45.105,111573.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
113,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2024-12-04 13:50:07.000000,2024-12-04 09:36:07,986.0,7.0,852.0,90.0,226.0,139.0,687.0,4579.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",49.0,35,True,2024-06-17 17:55:00.000,84,74.0,opencv-python,,,,,486106.0,475750.0,https://pypi.org/project/opencv-python,2024-06-17 18:28:13.000,10356.0,15362512.0,15362512.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
114,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2024-12-02 13:44:31.000000,2024-12-02 13:34:15,8619.0,31.0,713.0,101.0,13373.0,43.0,862.0,3880.0,State of the Art Natural Language Processing.,113.0,35,True,2024-10-24 21:17:35.000,5.5.1,149.0,spark-nlp,,,,['spark'],567.0,530.0,https://pypi.org/project/spark-nlp,2024-10-24 19:21:24.000,37.0,4037958.0,4037958.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
115,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2024-12-03 05:26:04.520000,2024-09-30 12:55:05,5344.0,7.0,275.0,79.0,798.0,21.0,128.0,2824.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",64.0,35,True,2024-10-01 10:35:24.000,8.3.2,241.0,thinc,conda-forge/thinc,,,,57128.0,56987.0,https://pypi.org/project/thinc,2024-10-01 10:35:24.000,141.0,13112982.0,13171137.0,https://anaconda.org/conda-forge/thinc,2024-12-03 05:26:04.520,3198333.0,,,,,2.0,402.0,,,,,,,,,,,,,,,,,,,,
116,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2024-12-05 15:18:43.000000,2024-12-05 14:58:09,4823.0,334.0,606.0,47.0,5306.0,346.0,1106.0,2389.0,"PennyLane is a cross-platform Python library for quantum computing, quantum machine learning, and quantum chemistry...",188.0,35,True,2024-11-05 19:53:48.000,0.39.0,60.0,pennylane,conda-forge/pennylane,,,,1297.0,1180.0,https://pypi.org/project/pennylane,2024-11-05 19:53:48.000,117.0,,4619.0,https://anaconda.org/conda-forge/pennylane,2024-07-09 13:59:12.283,170893.0,,,,,1.0,99.0,,,,,,,,,,,,,,,,,,,,
117,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-12-05 10:37:53.000000,2024-12-02 02:06:52,895.0,6.0,345.0,42.0,1073.0,192.0,172.0,1234.0,Making text a first-class citizen in TensorFlow.,153.0,35,True,2024-10-28 21:49:45.000,2.18.0,73.0,tensorflow-text,,,,['tensorflow'],7878.0,7660.0,https://pypi.org/project/tensorflow-text,2024-10-28 20:25:18.000,218.0,8316299.0,8316299.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
118,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-08-16 12:07:14.000000,2024-02-10 14:20:58,4668.0,,4374.0,297.0,750.0,88.0,1041.0,35895.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",166.0,34,True,2023-12-12 15:27:06.000,0.22.0,98.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",2009.0,1956.0,https://pypi.org/project/tts,2023-12-12 15:27:06.000,53.0,142378.0,225561.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,19754.0,,,,,1.0,3719916.0,,,,,,,,,,,,,,,,,,,,
119,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2024-11-21 19:12:36.000000,2024-11-21 19:08:51,1537.0,8.0,7505.0,389.0,691.0,542.0,3077.0,30705.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",274.0,34,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],2157.0,2144.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,13.0,,9265.0,https://anaconda.org/conda-forge/detectron2,2024-11-06 15:19:24.704,491067.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
120,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-06-12 09:44:40.000000,2024-03-13 15:16:33,391.0,,4719.0,846.0,268.0,555.0,611.0,25967.0,Library for fast text representation and classification.,68.0,34,True,2024-06-12 09:44:40.000,0.9.3,37.0,fasttext,conda-forge/fasttext,,,,7165.0,6918.0,https://pypi.org/project/fasttext,2024-06-12 09:44:40.000,247.0,1766377.0,1768565.0,https://anaconda.org/conda-forge/fasttext,2024-05-19 03:10:51.802,111620.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
121,MXNet,apache/incubator-mxnet,ml-frameworks,,https://github.com/apache/mxnet,https://github.com/apache/mxnet,Apache-2.0,2015-04-30 16:21:15.000,2023-10-25 21:28:33.000000,2023-01-26 21:28:45,11896.0,,6788.0,1070.0,11124.0,1805.0,7758.0,20791.0,"Lightweight, Portable, Flexible Distributed/Mobile Deep Learning with Dynamic, Mutation-aware Dataflow Dep Scheduler;..",982.0,34,False,2022-10-24 07:38:03.000,1.9.1,983.0,mxnet,mxnet,,,['mxnet'],7752.0,7626.0,https://pypi.org/project/mxnet,2022-05-17 21:11:13.000,120.0,,403.0,https://anaconda.org/anaconda/mxnet,2023-06-16 13:24:22.589,11310.0,,,,,2.0,27744.0,apache/mxnet,,,,,,,,,,,6.0,,,,,,,,
122,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2024-10-28 18:51:40.000000,2024-10-20 08:37:57,818.0,16.0,4535.0,452.0,469.0,424.0,1733.0,18583.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,183.0,34,True,2024-10-02 23:56:39.000,1.1.6-patched-pypi,18.0,fbprophet,conda-forge/prophet,,,,112.0,21.0,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,91.0,,29580.0,https://anaconda.org/conda-forge/prophet,2024-10-04 13:02:12.277,1300191.0,,,,,1.0,2885.0,,,,,,,,,,,,,,,,,,,,
123,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-09-05 05:37:11.713000,2024-07-29 00:37:39,894.0,,1162.0,318.0,268.0,57.0,343.0,13299.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,34,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,4702.0,4501.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,201.0,915569.0,926916.0,https://anaconda.org/conda-forge/python-annoy,2024-09-05 05:37:11.713,578701.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
124,AllenNLP,allenai/allennlp,nlp,,https://github.com/allenai/allennlp,https://github.com/allenai/allennlp,Apache-2.0,2017-05-15 15:52:41.000,2023-06-16 16:12:37.768000,2022-11-22 00:42:46,2719.0,,2254.0,280.0,3096.0,91.0,2477.0,11768.0,"An open-source NLP research library, built on PyTorch.",267.0,34,False,2022-10-18 23:54:05.191,2.10.1,265.0,allennlp,conda-forge/allennlp,,,['pytorch'],4411.0,4286.0,https://pypi.org/project/allennlp,2022-10-18 23:54:05.191,125.0,,2238.0,https://anaconda.org/conda-forge/allennlp,2023-06-16 16:12:37.768,161184.0,,,,,2.0,69.0,,,,,,,,,,,,,,,,,,,,
125,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2024-12-01 15:47:18.000000,2024-08-18 00:47:35,986.0,,1176.0,126.0,315.0,41.0,718.0,10343.0,Unsupervised text tokenizer for Neural Network-based text generation.,89.0,34,True,2024-02-19 17:03:42.000,0.2.0,35.0,sentencepiece,conda-forge/sentencepiece,,,,87439.0,85707.0,https://pypi.org/project/sentencepiece,2024-02-19 17:03:42.000,1732.0,,22094.0,https://anaconda.org/conda-forge/sentencepiece,2024-11-25 20:20:10.872,1138698.0,,,,,2.0,46394.0,,,,,,,,,,,,,,,,,,,,
126,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2024-12-04 07:18:20.000000,2024-12-04 07:18:18,2832.0,39.0,971.0,127.0,1973.0,288.0,664.0,10033.0,Geometric Computer Vision Library for Spatial AI.,275.0,34,True,2024-11-05 09:32:20.000,0.7.4,41.0,kornia,conda-forge/kornia,,,['pytorch'],13173.0,12886.0,https://pypi.org/project/kornia,2024-11-05 09:32:20.000,287.0,,3344.0,https://anaconda.org/conda-forge/kornia,2024-11-05 13:20:30.148,159578.0,,,,,2.0,1551.0,,,,,,,,,,,,,,,,,,,,
127,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2024-11-30 17:36:40.595000,2024-11-29 01:15:54,2663.0,8.0,691.0,104.0,498.0,610.0,1265.0,9614.0,An open source multi-tool for exploring and publishing data.,80.0,34,True,2024-11-29 01:18:11.000,0.65.1,154.0,datasette,conda-forge/datasette,,,,1776.0,1361.0,https://pypi.org/project/datasette,2024-11-29 01:18:11.000,415.0,200099.0,201210.0,https://anaconda.org/conda-forge/datasette,2024-11-30 17:36:40.595,48866.0,,,,,2.0,68.0,,,,,,,,datasette,,,,,,,,,,,,
128,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-12-03 04:01:36.000000,2024-12-03 04:01:36,2947.0,21.0,1681.0,92.0,1699.0,236.0,2124.0,8737.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,34,True,2024-11-05 11:28:52.000,2.10.0,20.0,paddleseg,,,,['paddle'],1332.0,1325.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,7.0,1692.0,1692.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
129,AutoGluon,autogluon/autogluon,hyperopt,,https://github.com/autogluon/autogluon,https://github.com/autogluon/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2024-12-05 09:05:28.000000,2024-11-26 22:56:45,2426.0,128.0,934.0,98.0,2736.0,353.0,1137.0,8148.0,Fast and Accurate ML in 3 Lines of Code.,129.0,34,True,2024-11-27 17:04:12.000,1.2.0,1688.0,autogluon,conda-forge/autogluon,autogluon/autogluon,https://auto.gluon.ai,"['pytorch', 'sklearn']",916.0,889.0,https://pypi.org/project/autogluon,2024-12-05 09:05:28.000,27.0,,1200.0,https://anaconda.org/conda-forge/autogluon,2024-11-30 07:34:29.447,23426.0,https://hub.docker.com/r/autogluon/autogluon,2024-03-07 07:21:23.461952,17.0,11894.0,1.0,,,,,,,,,,,,,,,,,,,,,
130,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2024-12-04 19:11:47.000000,2024-12-04 19:03:31,30549.0,228.0,1593.0,185.0,2216.0,19.0,1612.0,5138.0,"mlpack: a fast, header-only C++ machine learning library.",324.0,34,True,2024-12-04 19:12:30.000,4.5.1,49.0,mlpack,conda-forge/mlpack,,,,4.0,,https://pypi.org/project/mlpack,2024-09-20 14:12:49.000,4.0,,5096.0,https://anaconda.org/conda-forge/mlpack,2024-09-22 00:54:14.076,275209.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
131,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2024-11-27 07:42:42.000000,2024-11-18 12:14:35,12410.0,23.0,1159.0,99.0,1402.0,141.0,759.0,4928.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",138.0,34,True,2024-10-02 21:30:21.000,1.18.2,61.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,641.0,621.0,https://pypi.org/project/adversarial-robustness-toolbox,2024-10-02 21:24:21.000,20.0,73876.0,74917.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2024-10-03 01:54:09.200,55215.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
132,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2024-12-05 12:16:49.000000,2024-12-04 16:21:05,6618.0,164.0,1556.0,109.0,4578.0,1563.0,799.0,4325.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",369.0,34,True,2024-12-05 00:45:32.000,4.9.7.de202412050044,44.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],20884.0,20555.0,https://pypi.org/project/tensorflow-datasets,2024-10-30 12:58:48.000,329.0,,926.0,https://anaconda.org/conda-forge/tensorflow-datasets,2023-06-16 19:25:46.849,39844.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
133,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-12-04 18:13:58.000000,2024-12-04 18:13:56,12197.0,29.0,1107.0,158.0,468.0,695.0,756.0,4272.0,Probabilistic reasoning and statistical analysis in TensorFlow.,496.0,34,True,2024-11-08 16:30:13.000,0.25.0,53.0,tensorflow-probability,conda-forge/tensorflow-probability,,,['tensorflow'],620.0,2.0,https://pypi.org/project/tensorflow-probability,2024-11-08 16:25:57.000,618.0,,3373.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-05-27 12:58:13.692,155197.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
