,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
134,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-11-10 12:35:37.000000,2022-11-04 20:54:41,1204.0,52.0,750,259.0,1285.0,294.0,464.0,3138,Data loaders and abstractions for text and NLP.,140.0,34,True,2022-10-28 19:15:52.000,0.14.0,23.0,torchtext,,['pytorch'],,426895.0,443.0,,https://pypi.org/project/torchtext,2022-06-28 16:32:54.000,443.0,426895.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
135,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2022-11-09 10:21:07.000000,2022-11-09 10:21:07,7115.0,111.0,600,123.0,1085.0,313.0,1063.0,2962,High-performance interactive 2D/3D data visualization library.,181.0,34,True,2022-11-08 10:43:28.000,0.12.0,32.0,vispy,conda-forge/vispy,['jupyter'],,55400.0,1003.0,899.0,https://pypi.org/project/vispy,2022-07-04 15:27:24.000,104.0,50415.0,https://anaconda.org/conda-forge/vispy,2022-11-08 14:52:52.679,302667.0,2.0,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,,24.0,,,,,,,,,,,,,,,,,
136,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2022-09-28 13:22:48.042000,2022-09-28 08:43:58,311.0,100.0,306,62.0,65.0,11.0,109.0,2564,A Python Perceptual Image Hashing Module.,23.0,34,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,1196191.0,6695.0,6360.0,https://pypi.org/project/ImageHash,2021-07-15 12:35:01.000,335.0,1192652.0,https://anaconda.org/conda-forge/imagehash,2022-09-28 13:22:48.042,254822.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
137,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-11-07 22:14:53.000000,2022-11-07 22:14:20,2163.0,58.0,656,82.0,188.0,149.0,442.0,2380,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",131.0,34,True,2022-09-08 15:20:14.801,0.14.0,36.0,tf-agents,,['tensorflow'],,151708.0,958.0,944.0,https://pypi.org/project/tf-agents,2022-06-04 21:08:11.000,14.0,151708.0,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
138,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2022-11-10 14:24:53.000000,2022-11-10 06:40:36,14676.0,786.0,249,32.0,1292.0,372.0,652.0,2103,"Visualize, create, and debug image and video datasets and model predictions.",57.0,34,True,2022-11-10 02:18:50.387,0.18.0,83.0,fiftyone,,"['tensorflow', 'pytorch', 'jupyter']",,53897.0,195.0,193.0,https://pypi.org/project/fiftyone,2022-06-24 21:35:59.000,2.0,53897.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
139,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-11-09 14:10:30.000000,2022-11-01 20:33:10,855.0,47.0,371,40.0,127.0,60.0,199.0,2096,A library of sklearn compatible categorical variable encoders.,56.0,34,True,2022-10-06 14:15:32.000,2.5.1.post0,28.0,category_encoders,conda-forge/category_encoders,['sklearn'],,945706.0,4200.0,4081.0,https://pypi.org/project/category_encoders,2022-06-02 14:46:25.000,119.0,943157.0,https://anaconda.org/conda-forge/category_encoders,2022-10-06 15:02:12.106,193761.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
140,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2022-11-06 19:08:41.000000,2022-11-06 19:08:41,2212.0,13.0,498,68.0,458.0,232.0,655.0,1986,Survival analysis in Python.,101.0,34,True,2022-09-25 22:15:02.941,0.27.3,164.0,lifelines,conda-forge/lifelines,,,447088.0,1238.0,1130.0,https://pypi.org/project/lifelines,2022-06-26 02:12:53.000,108.0,444185.0,https://anaconda.org/conda-forge/lifelines,2022-05-18 22:54:56.806,223533.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
141,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2022-11-10 15:03:37.000000,2022-11-10 00:15:54,1723.0,134.0,488,69.0,2160.0,198.0,531.0,1883,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",181.0,34,True,2022-10-28 16:48:57.000,0.13.0,23.0,torchaudio,,['pytorch'],,618811.0,161.0,,https://pypi.org/project/torchaudio,2022-06-28 16:31:54.000,161.0,618811.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
142,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2022-11-10 13:11:41.000000,2022-11-10 10:46:56,3123.0,182.0,291,31.0,1838.0,333.0,694.0,1526,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,111.0,34,True,2022-11-03 13:54:10.000,0.37.0,64.0,pyvista,conda-forge/pyvista,['jupyter'],675.0,79403.0,1135.0,1023.0,https://pypi.org/project/pyvista,2022-06-30 03:26:21.000,112.0,73458.0,https://anaconda.org/conda-forge/pyvista,2022-11-03 16:47:26.089,249247.0,2.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
143,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2022-11-09 18:42:23.000000,2022-11-08 10:02:46,4602.0,80.0,380,20.0,840.0,700.0,456.0,1519,"This is the development home of the workflow management system Snakemake. For general information, see.",272.0,34,True,2022-11-03 07:03:04.618,7.18.1,252.0,snakemake,bioconda/snakemake,,,75166.0,1469.0,1255.0,https://pypi.org/project/snakemake,2022-06-30 13:21:17.000,214.0,68453.0,https://anaconda.org/bioconda/snakemake,2022-11-03 09:28:09.147,570679.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
144,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-10-31 18:55:04.000000,2022-10-31 18:55:00,1180.0,7.0,185,30.0,39.0,7.0,135.0,1297,Simple Python interface for Graphviz.,19.0,34,True,2022-07-23 11:35:06.076,0.20.1,56.0,graphviz,anaconda/python-graphviz,,,8824154.0,39491.0,36452.0,https://pypi.org/project/graphviz,2022-04-16 15:32:15.000,3039.0,8823695.0,https://anaconda.org/anaconda/python-graphviz,2022-08-10 07:32:49.546,30812.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
145,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-11-10 13:15:32.000000,2022-11-10 00:11:33,1436.0,29.0,310,44.0,1371.0,180.0,612.0,1294,Exploratory analysis of Bayesian models with Python.,133.0,34,True,2022-10-24 16:56:14.755,0.13.0,29.0,arviz,conda-forge/arviz,,113.0,748693.0,3060.0,2956.0,https://pypi.org/project/arviz,2022-05-13 16:49:58.000,104.0,725878.0,https://anaconda.org/conda-forge/arviz,2022-11-09 23:25:51.586,958152.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
146,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/metrics,https://github.com/Lightning-AI/metrics,Apache-2.0,2020-12-22 20:02:42.000,2022-11-10 15:06:18.000000,2022-11-10 12:37:55,954.0,76.0,231,26.0,706.0,58.0,431.0,1135,"Machine learning metrics for distributed, scalable PyTorch applications.",158.0,34,True,2022-10-31 21:29:22.000,0.10.2,25.0,metrics,conda-forge/torchmetrics,['pytorch'],1161.0,31330.0,5522.0,5508.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,14.0,3289.0,https://anaconda.org/conda-forge/torchmetrics,2022-11-04 21:09:50.252,559663.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
147,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2022-11-04 13:13:29.751000,2022-03-01 20:04:14,1294.0,,190,50.0,440.0,88.0,618.0,971,Fiona reads and writes geographic data files.,66.0,34,True,2022-10-17 14:47:06.276,1.8.22,103.0,fiona,conda-forge/fiona,,,3273662.0,10807.0,10015.0,https://pypi.org/project/fiona,2022-06-10 14:05:11.000,792.0,3228523.0,https://anaconda.org/conda-forge/fiona,2022-11-04 13:13:29.751,3611196.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
148,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2022-11-10 13:46:06.000000,2022-11-09 18:12:34,9687.0,37.0,470,76.0,1767.0,280.0,1403.0,900,Machine learning for NeuroImaging in Python.,197.0,34,True,2022-08-24 11:32:03.000,0.9.2,41.0,nilearn,conda-forge/nilearn,['sklearn'],72.0,33498.0,2031.0,1787.0,https://pypi.org/project/nilearn,2022-04-13 13:08:52.000,244.0,30989.0,https://anaconda.org/conda-forge/nilearn,2022-08-24 15:52:48.090,195440.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
149,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-11-10 00:34:34.000000,2022-11-10 00:09:58,10252.0,260.0,216,60.0,10429.0,55.0,2010.0,836,Scalable genomic data analysis.,82.0,34,True,2022-11-01 19:37:26.000,0.2.105,125.0,hail,,['spark'],,78072.0,96.0,84.0,https://pypi.org/project/hail,2022-07-07 14:47:40.000,12.0,78072.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
150,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2022-11-09 20:26:43.000000,2022-11-09 20:24:08,1402.0,17.0,6083,356.0,528.0,299.0,2896.0,22787,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",222.0,33,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,['pytorch'],,3318.0,777.0,774.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,3.0,1.0,https://anaconda.org/conda-forge/detectron2,2022-04-25 07:03:51.961,99528.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
151,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-10-04 17:42:28.000000,2022-10-04 17:42:25,1417.0,4.0,3679,781.0,1122.0,354.0,583.0,18018,Magenta: Music and Art Generation with Machine Intelligence.,154.0,33,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,['tensorflow'],,4059.0,428.0,390.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000,38.0,4059.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
152,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-10-07 08:24:02.000000,2020-10-14 16:36:49,6226.0,,4495,1006.0,1866.0,359.0,653.0,15555,"Zipline, a Pythonic Algorithmic Trading Library.",155.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,2320.0,972.0,887.0,https://pypi.org/project/zipline,2020-07-23 02:19:41.000,85.0,2070.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,6505.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
153,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2022-10-28 16:19:57.000000,2022-10-28 16:19:57,2106.0,27.0,4040,464.0,129.0,1161.0,894.0,12898,State-of-the-art 2D and 3D Face Analysis Project.,50.0,33,True,2022-01-29 17:29:00.000,0.6.2,24.0,insightface,,['mxnet'],,24729.0,211.0,206.0,https://pypi.org/project/insightface,2022-01-29 17:29:00.000,5.0,24729.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
154,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2022-10-27 01:49:52.000000,2022-10-24 15:05:42,4374.0,2.0,3130,456.0,668.0,582.0,670.0,12732,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,243.0,33,True,2020-06-17 16:15:36.000,1.15.7,79.0,tensor2tensor,,['tensorflow'],,12811.0,1340.0,1247.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:15:36.000,93.0,12811.0,,,,2.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
155,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2022-10-31 10:34:45.740000,2022-10-27 15:17:47,844.0,2.0,1060,328.0,252.0,43.0,319.0,10451,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,82.0,33,True,2022-08-08 09:35:43.528,1.17.1,44.0,annoy,conda-forge/python-annoy,,,1181565.0,2581.0,2343.0,https://pypi.org/project/annoy,2020-09-18 16:07:59.000,238.0,1177736.0,https://anaconda.org/conda-forge/python-annoy,2022-10-31 10:34:45.740,283377.0,2.0,,-1.0,,,,,,,,,,,,,,,,,,,,,,,
156,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-11-01 19:09:13.000000,2021-07-29 23:17:25,531.0,,1660,273.0,110.0,70.0,531.0,10209,Lime: Explaining the predictions of any machine learning classifier.,61.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,38.0,lime,conda-forge/lime,,,462214.0,2959.0,2821.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,138.0,460414.0,https://anaconda.org/conda-forge/lime,2022-09-23 13:59:18.301,127807.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
157,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2022-11-10 11:48:57.000000,2022-10-31 12:12:40,1922.0,95.0,2257,182.0,3129.0,879.0,3323.0,8998,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",120.0,33,True,2022-09-19 20:42:09.271,2.5.0,8.0,paddledet,,['paddle'],,1394.0,40.0,40.0,https://pypi.org/project/paddledet,2022-04-24 05:05:40.000,,1394.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
158,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2022-11-10 01:57:38.000000,2022-11-10 00:49:24,3023.0,236.0,1009,183.0,1849.0,231.0,658.0,8575,Data-centric declarative deep learning framework.,126.0,33,True,2022-10-28 19:19:00.519,0.6.4,33.0,ludwig,,['tensorflow'],,1673.0,147.0,138.0,https://pypi.org/project/ludwig,2022-06-25 19:51:00.000,9.0,1673.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
159,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,Apache-2.0,2021-01-19 08:37:25.000,2022-11-10 15:40:09.000000,2022-11-10 15:02:08,8359.0,3297.0,2346,49.0,3684.0,550.0,2663.0,7403,The Unified Machine Learning Framework.,546.0,33,True,2022-06-01 09:22:21.000,1.1.10,20.0,ivy-core,,,,229.0,6.0,,https://pypi.org/project/ivy-core,2022-06-01 09:22:21.000,6.0,229.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
160,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-11-06 06:54:32.000000,2022-11-03 20:37:26,2120.0,81.0,461,97.0,346.0,425.0,1037.0,6614,An open source multi-tool for exploring and publishing data.,70.0,33,True,2022-10-27 22:13:32.000,0.63,123.0,datasette,conda-forge/datasette,,41.0,217855.0,948.0,783.0,https://pypi.org/project/datasette,2022-05-02 21:44:57.000,165.0,217191.0,https://anaconda.org/conda-forge/datasette,2022-10-28 14:19:34.137,12617.0,1.0,,,,,,,,,datasette,,,,,,,,,,,,,,,,
161,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2022-11-10 03:50:50.000000,2022-11-09 16:45:57,1174.0,76.0,834,158.0,1483.0,162.0,721.0,6385,An open source python library for automated feature engineering.,68.0,33,True,2022-10-31 17:29:00.583,1.17.0,100.0,featuretools,conda-forge/featuretools,,,106568.0,64.0,,https://pypi.org/project/featuretools,2022-07-05 20:18:31.000,64.0,104060.0,https://anaconda.org/conda-forge/featuretools,2022-10-31 20:09:25.794,117880.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
162,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2022-10-03 07:57:46.067000,2022-09-29 07:04:22,1382.0,1.0,836,215.0,209.0,170.0,227.0,6061,Efficiently computes derivatives of numpy code.,52.0,33,True,2017-08-24 17:00:41.000,1.1.13,26.0,autograd,conda-forge/autograd,,,1059585.0,4393.0,4107.0,https://pypi.org/project/autograd,2022-04-08 08:55:43.000,286.0,1056343.0,https://anaconda.org/conda-forge/autograd,2022-10-03 07:57:46.067,243169.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
163,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2022-11-10 14:28:34.000000,2022-11-08 15:09:44,31455.0,325.0,1932,395.0,6348.0,66.0,,6043,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",234.0,33,True,,,137.0,h2o,,,,419465.0,76.0,,https://pypi.org/project/h2o,2022-05-26 16:44:13.000,76.0,419465.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
164,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-11-09 17:19:29.000000,2022-11-09 11:59:36,1605.0,20.0,509,101.0,419.0,223.0,473.0,6017,Fast State-of-the-Art Tokenizers optimized for Research and Production.,61.0,33,True,2022-11-07 08:42:58.000,0.13.2,74.0,tokenizers,conda-forge/tokenizers,,,8391520.0,183.0,52.0,https://pypi.org/project/tokenizers,2022-04-13 10:17:35.000,131.0,8372603.0,https://anaconda.org/conda-forge/tokenizers,2022-10-28 07:12:30.193,529697.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
165,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-11-10 14:21:15.000000,2022-11-10 02:56:26,4882.0,303.0,1248,134.0,3674.0,74.0,1286.0,5038,NeMo: a toolkit for conversational AI.,187.0,33,True,2022-10-10 22:11:51.000,1.12.0,59.0,nemo-toolkit,,['pytorch'],7467.0,16754.0,7.0,,https://pypi.org/project/nemo-toolkit,2022-07-01 21:27:29.000,7.0,16558.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
166,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-11-03 09:25:35.000000,2022-11-03 09:25:31,505.0,10.0,627,102.0,142.0,20.0,299.0,4512,Python-tesseract is an optical character recognition (OCR) tool for python.,43.0,33,True,2022-08-16 19:20:38.334,0.3.10,27.0,pytesseract,conda-forge/pytesseract,,,652366.0,956.0,,https://pypi.org/project/pytesseract,2022-02-19 22:04:23.000,956.0,639012.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,534192.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
167,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-11-10 08:07:55.000000,2022-11-04 08:45:40,1485.0,78.0,556,60.0,1617.0,149.0,1003.0,4112,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,180.0,33,True,2022-09-05 11:19:00.968,0.4.10,1062.0,pytorch-ignite,pytorch/ignite,['pytorch'],,79827.0,83.0,,https://pypi.org/project/pytorch-ignite,2022-07-07 00:20:43.000,83.0,77705.0,https://anaconda.org/pytorch/ignite,2022-09-05 11:20:52.451,112485.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
168,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2022-11-10 08:30:25.000000,2022-11-10 08:30:25,7990.0,93.0,1409,156.0,1630.0,505.0,1031.0,3951,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",205.0,33,True,2022-01-18 21:35:03.000,2.6.1,482.0,deepchem,conda-forge/deepchem,['tensorflow'],,10576.0,142.0,136.0,https://pypi.org/project/deepchem,2022-07-06 16:36:45.000,6.0,8749.0,https://anaconda.org/conda-forge/deepchem,2022-01-19 16:40:21.191,60297.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
169,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-11-09 09:43:21.000000,2022-11-09 09:43:04,1863.0,98.0,497,77.0,156.0,290.0,363.0,3744,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",57.0,33,True,2022-10-23 20:18:01.374,1.7.2,100.0,clearml,,,567.0,79840.0,343.0,335.0,https://pypi.org/project/clearml,2022-07-04 09:06:41.000,8.0,79093.0,,,,2.0,,,,,,,,,,,,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30129.0,,,,,,,,,
170,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2022-11-10 15:04:53.000000,2022-11-08 19:17:25,1849.0,42.0,178,65.0,112.0,70.0,462.0,3240,A grammar of graphics for Python.,99.0,33,True,2022-09-29 12:44:11.000,0.9.0,14.0,plotnine,conda-forge/plotnine,,,502390.0,215.0,,https://pypi.org/project/plotnine,2022-07-01 20:18:59.000,215.0,499148.0,https://anaconda.org/conda-forge/plotnine,2022-10-10 10:47:53.645,214009.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
171,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2022-11-07 21:09:24.000000,2022-08-29 12:00:15,868.0,5.0,604,80.0,150.0,58.0,538.0,3083,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",40.0,33,True,2022-06-07 10:10:16.000,66,65.0,opencv-python,,,,6521556.0,9357.0,,https://pypi.org/project/opencv-python,2022-06-08 08:04:54.000,9357.0,6521556.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
172,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-11-10 10:40:18.000000,2022-11-03 18:09:51,1378.0,18.0,357,93.0,620.0,124.0,396.0,2872,Quickly and accurately render even the largest data.,51.0,33,True,2022-08-10 16:21:44.000,0.14.2,31.0,datashader,conda-forge/datashader,,,61381.0,1619.0,1523.0,https://pypi.org/project/datashader,2022-06-21 10:16:29.000,96.0,54291.0,https://anaconda.org/conda-forge/datashader,2022-08-10 15:56:58.260,425428.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
173,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2022-11-10 05:53:38.000000,2022-11-08 23:37:19,1121.0,211.0,350,47.0,439.0,105.0,260.0,2620,NeuralProphet: A simple forecasting package.,31.0,33,True,2022-10-14 21:59:05.509,0.4.1,13.0,neuralprophet,,['pytorch'],,95513.0,138.0,138.0,https://pypi.org/project/neuralprophet,2022-03-22 02:55:21.000,,95513.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
174,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-11-09 19:13:16.000000,2022-10-16 23:05:24,925.0,25.0,345,65.0,322.0,182.0,232.0,2619,A Hyperparameter Tuning Library for Keras.,51.0,33,True,2022-07-16 04:43:09.328,1.1.3,16.0,keras-tuner,conda-forge/keras-tuner,['tensorflow'],,562504.0,1779.0,1733.0,https://pypi.org/project/keras-tuner,2022-03-25 05:50:34.000,46.0,562171.0,https://anaconda.org/conda-forge/keras-tuner,2022-10-16 18:12:11.417,10671.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
