,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
201,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-03-25 17:04:19.000000,2023-03-25 17:04:16,534.0,12.0,1119,161.0,412.0,61.0,463.0,7286,Automatic extraction of relevant features from time series:.,85.0,32,True,2023-01-02 17:33:26.842,0.20.0,29.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],73.0,,https://pypi.org/project/tsfresh,2023-01-02 17:33:26.842,73.0,239324.0,251137.0,https://anaconda.org/conda-forge/tsfresh,2022-12-31 04:32:34.503,767864.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
202,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-04-26 21:21:26.000000,2023-03-14 16:10:05,3603.0,84.0,819,142.0,434.0,77.0,704.0,6602,Official Stanford NLP Python Library for Many Human Languages.,58.0,32,False,2023-03-14 05:09:33.000,1.5.0,16.0,stanza,stanfordnlp/stanza,,,,1731.0,1731.0,https://pypi.org/project/stanza,,,176797.0,176970.0,https://anaconda.org/stanfordnlp/stanza,2023-03-24 23:37:42.794,6435.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
203,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2023-04-27 10:44:06.000000,2023-04-26 20:52:48,5402.0,301.0,1457,147.0,4503.0,37.0,1509.0,6450,NeMo: a toolkit for conversational AI.,219.0,32,True,2023-04-05 00:10:51.000,1.17.0,39.0,nemo-toolkit,,,,['pytorch'],,,https://pypi.org/project/nemo-toolkit,,,35399.0,36218.0,,,,,,,,2.0,35253.0,,,,,,,,,,,,,,,,,,,
204,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2023-03-31 20:54:33.000000,2023-03-31 20:54:05,2943.0,3.0,1819,201.0,206.0,7.0,1343.0,6268,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,32,True,2019-01-18 19:18:13.000,doc-v0.9.0.1,3.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1236.0,1236.0,https://pypi.org/project/tensorpack,,,14035.0,14549.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,9222.0,,,,,3.0,150.0,,,,,,,,,,,,,,,,,,,
205,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-04-24 08:03:32.000000,2023-04-14 14:31:03,2237.0,6.0,1054,194.0,211.0,263.0,268.0,5082,Distributed Evolutionary Algorithms in Python.,80.0,32,False,2022-08-08 11:13:02.278,1.3.3,21.0,deap,conda-forge/deap,,,,3844.0,3479.0,https://pypi.org/project/deap,2022-08-08 11:13:02.278,365.0,155935.0,159317.0,https://anaconda.org/conda-forge/deap,2022-10-29 13:22:14.841,277346.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
206,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2023-04-08 15:14:30.000000,2023-04-08 15:14:30,526.0,10.0,639,109.0,151.0,27.0,306.0,4787,Python-tesseract is an optical character recognition (OCR) tool for python.,43.0,32,True,2022-08-16 19:20:38.334,0.3.10,27.0,pytesseract,conda-forge/pytesseract,,,,1039.0,,https://pypi.org/project/pytesseract,2022-08-16 19:20:38.334,1039.0,847314.0,859741.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,559220.0,,,,,1.0,,,,,,,,,,,5.0,,,,,,,,,
207,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2023-04-27 13:24:14.000000,2023-04-27 13:13:03,28643.0,171.0,1493,184.0,1953.0,51.0,1490.0,4381,"mlpack: a fast, header-only C++ machine learning library.",301.0,32,True,2023-04-27 13:26:18.000,4.1.0,43.0,mlpack,conda-forge/mlpack,,,,1.0,,https://pypi.org/project/mlpack,2022-12-29 16:55:50.798,1.0,950.0,3388.0,https://anaconda.org/conda-forge/mlpack,2022-12-30 21:56:55.663,138968.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
208,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2023-04-24 18:12:54.000000,2023-04-06 00:11:56,1005.0,5.0,416,214.0,693.0,152.0,307.0,3897,Model interpretability and understanding for PyTorch.,100.0,32,True,2022-12-28 01:14:50.000,0.6.0,9.0,captum,conda-forge/captum,,,['pytorch'],1164.0,1115.0,https://pypi.org/project/captum,2022-12-27 23:25:01.082,49.0,131099.0,131711.0,https://anaconda.org/conda-forge/captum,2023-02-15 03:32:14.724,9793.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
209,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2023-04-27 00:13:47.000000,2023-04-25 23:36:30,3387.0,74.0,717,53.0,1062.0,248.0,988.0,3386,"Serve, optimize and scale PyTorch models in production.",156.0,32,True,2023-02-09 00:00:52.000,0.7.1,18.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],12.0,,https://pypi.org/project/torchserve,2022-12-12 19:04:32.462,12.0,34176.0,62270.0,https://anaconda.org/pytorch/torchserve,2023-02-08 22:25:02.720,76543.0,https://hub.docker.com/r/pytorch/torchserve,2023-02-08 22:25:16.233343,17.0,1086828.0,2.0,3343.0,,,,,,,,,,,,,,,,,,,
210,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2023-04-25 11:55:22.000000,2023-04-22 11:55:20,3764.0,25.0,494,54.0,846.0,329.0,917.0,3093,A highly efficient implementation of Gaussian Processes in PyTorch.,116.0,32,True,2023-04-14 21:01:02.000,1.10,37.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],1300.0,1232.0,https://pypi.org/project/gpytorch,2023-01-04 22:57:01.843,68.0,231961.0,234402.0,https://anaconda.org/conda-forge/gpytorch,2023-04-15 22:57:00.443,90335.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
211,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-04-19 02:58:40.728000,2023-04-18 19:00:21,461.0,12.0,727,118.0,110.0,55.0,361.0,2756,"Hidden Markov Models in Python, with scikit-learn like API.",44.0,32,True,2023-04-18 18:59:00.534,0.3.0,12.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1907.0,1767.0,https://pypi.org/project/hmmlearn,2022-09-26 20:05:34.581,140.0,204019.0,207248.0,https://anaconda.org/conda-forge/hmmlearn,2023-04-19 02:58:40.728,171145.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
212,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2023-04-27 11:30:29.000000,2023-04-27 11:30:24,881.0,39.0,205,40.0,426.0,62.0,156.0,2463,JAX-based neural network library.,74.0,32,True,2022-11-16 12:15:05.000,0.0.9,11.0,dm-haiku,conda-forge/dm-haiku,,,,1191.0,1191.0,https://pypi.org/project/dm-haiku,,,121951.0,122345.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,10257.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
213,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2023-04-27 04:36:07.000000,2023-04-27 03:47:03,5056.0,151.0,636,93.0,5028.0,202.0,740.0,1941,TFX is an end-to-end platform for deploying production ML pipelines.,172.0,32,True,2022-12-19 18:20:02.734,1.12.0,92.0,tfx,,,,['tensorflow'],14.0,,https://pypi.org/project/tfx,2022-12-19 18:20:02.734,14.0,191214.0,191214.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
214,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2023-04-27 09:36:04.000000,2023-04-27 09:36:04,3622.0,22.0,184,52.0,1301.0,122.0,687.0,1884,Ahead of Time compiler for numeric kernels.,69.0,32,True,2023-01-15 07:55:46.624,0.12.1,54.0,pythran,conda-forge/pythran,,,,747.0,727.0,https://pypi.org/project/pythran,2023-01-15 07:55:46.624,20.0,262749.0,268646.0,https://anaconda.org/conda-forge/pythran,2023-01-15 13:36:54.677,347942.0,,,,,2.0,,,,,,,,,,,,,,,,,,pythran,python-pythran,
215,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-04-10 22:19:05.000000,2023-04-10 22:19:05,514.0,67.0,150,42.0,66.0,7.0,115.0,1836,a python library for doing approximate and phonetic matching of strings.,29.0,32,True,,,10.0,jellyfish,conda-forge/jellyfish,,,,5735.0,5735.0,https://pypi.org/project/jellyfish,,,1887994.0,1894880.0,https://anaconda.org/conda-forge/jellyfish,2022-10-28 08:39:19.681,544001.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
216,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-04-27 14:18:13.000000,2023-04-26 13:51:11,3274.0,199.0,448,54.0,3115.0,286.0,727.0,1745,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,134.0,32,True,2023-03-06 18:06:02.679,0.29.1,45.0,pennylane,conda-forge/pennylane,,,,55.0,,https://pypi.org/project/pennylane,2023-03-06 18:06:02.679,55.0,24758.0,25344.0,https://anaconda.org/conda-forge/pennylane,2023-04-18 13:09:58.119,9945.0,,,,,2.0,66.0,,,,,,,,,,,,,,,,,,,
217,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-04-27 12:27:08.000000,2023-04-27 08:49:43,3860.0,52.0,1022,156.0,983.0,57.0,523.0,1578,Documentation and samples for ArcGIS API for Python.,88.0,32,True,2023-01-19 20:46:21.000,2.1.0,37.0,arcgis,,esridocker/arcgis-api-python-notebook,,,31.0,,https://pypi.org/project/arcgis,2023-01-27 17:01:00.499,31.0,63369.0,63578.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-17 15:56:10.986929,40.0,9294.0,2.0,7925.0,,,,,,,,,,,,,,,,,,,
218,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-08-17 17:00:40.000000,2018-10-12 15:53:05,1251.0,,271,50.0,153.0,99.0,217.0,1527,Python Geocoder.,73.0,32,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,7334.0,6824.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000,510.0,494363.0,496009.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,121809.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,geocoder
219,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2023-04-22 23:44:31.000000,2023-04-06 20:45:50,12578.0,27.0,254,21.0,240.0,59.0,248.0,1511,Huggingface Transformers + Adapters =.,1712.0,32,True,2023-04-06 21:17:41.000,adapters3.2.1,18.0,adapter-transformers,,,,['huggingface'],158.0,152.0,https://pypi.org/project/adapter-transformers,2022-09-20 00:31:23.335,6.0,16714.0,16714.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
220,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2023-04-26 20:25:05.000000,2023-04-18 23:58:48,801.0,15.0,310,125.0,746.0,186.0,158.0,1393,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",78.0,32,True,2023-04-04 04:00:56.071,0.7.4,29.0,tensorflow-model-optimization,,,,['tensorflow'],2726.0,2696.0,https://pypi.org/project/tensorflow-model-optimization,2022-07-21 14:40:44.572,30.0,273152.0,273152.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
221,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2023-03-19 11:00:48.221000,2023-03-15 20:23:50,1069.0,1.0,223,35.0,238.0,41.0,267.0,1353,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,32,True,2023-03-15 20:50:50.683,2.0.3,43.0,pmdarima,conda-forge/pmdarima,,,,5160.0,5086.0,https://pypi.org/project/pmdarima,2022-11-28 13:52:23.831,74.0,1725050.0,1741153.0,https://anaconda.org/conda-forge/pmdarima,2023-03-19 11:00:48.221,483097.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
222,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-04-27 08:47:40.000000,2023-04-24 20:28:53,2560.0,65.0,240,35.0,171.0,39.0,439.0,1093,Python interface for igraph.,70.0,32,False,2023-01-28 13:30:00.570,0.10.4,34.0,python-igraph,conda-forge/igraph,,,,2036.0,1626.0,https://pypi.org/project/python-igraph,2023-01-28 13:30:00.570,410.0,246182.0,258929.0,https://anaconda.org/conda-forge/igraph,2023-04-21 20:31:42.093,402916.0,,,,,1.0,560526.0,,,,,,,,,,,,,,,,,,,
223,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2023-04-26 17:22:31.000000,2023-04-26 17:22:19,3242.0,10.0,239,49.0,331.0,70.0,258.0,967,"OpenCL integration for Python, plus shiny features.",94.0,32,True,2023-01-04 00:34:00.812,2022.3.1,89.0,pyopencl,conda-forge/pyopencl,,,,1693.0,1481.0,https://pypi.org/project/pyopencl,2023-01-04 00:34:00.812,212.0,118501.0,129312.0,https://anaconda.org/conda-forge/pyopencl,2023-01-05 08:59:26.768,843259.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
224,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-04-26 21:53:57.000000,2023-04-26 21:53:55,886.0,32.0,202,59.0,97.0,37.0,166.0,954,Input pipeline framework.,27.0,32,True,2023-04-13 22:32:01.919,1.13.0,55.0,tensorflow-transform,,,,['tensorflow'],1340.0,1284.0,https://pypi.org/project/tensorflow-transform,2022-12-08 21:21:59.948,56.0,2890915.0,2890915.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
225,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2023-04-27 12:35:22.000000,2023-04-25 15:51:45,1299.0,47.0,148,30.0,1036.0,47.0,132.0,950,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,70.0,32,True,2022-12-01 14:40:41.000,2021.7.1,15.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],5772.0,5772.0,https://pypi.org/project/scikit-learn-intelex,,,130138.0,136683.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2023-04-26 14:03:27.677,157103.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
226,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4382,1267.0,557.0,836.0,2541.0,17358,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",273.0,31,True,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,19.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,19.0,758.0,920.0,,,,,,,,3.0,14097.0,,,,,,,,,,,,,,,,,,,
227,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2023-04-25 07:15:15.000000,2023-04-15 03:43:46,2792.0,162.0,1773,175.0,336.0,124.0,463.0,7225,FinRL: Financial Reinforcement Learning.,93.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,20.0,20.0,https://pypi.org/project/finrl,2022-07-25 13:29:00.262,,2317.0,2317.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
228,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-04-18 11:41:02.000000,2023-04-18 11:08:13,2759.0,1.0,1221,213.0,695.0,154.0,822.0,6899,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],474.0,435.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,39.0,32421.0,33067.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,15507.0,,,,,2.0,43.0,,,,,,,,,,,,,,,,,,,
229,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-04-20 08:05:03.000000,2023-03-14 17:12:35,2673.0,5.0,1099,209.0,1015.0,54.0,572.0,6167,An open source library for deep learning end-to-end dialog systems and chatbots.,73.0,31,True,2023-03-14 17:25:01.378,1.1.1,58.0,deeppavlov,,,,['tensorflow'],339.0,333.0,https://pypi.org/project/deeppavlov,2023-02-17 09:49:00.602,6.0,8036.0,8036.0,,,,,,,,2.0,,,,,,,,,,,,deeppavlov/DeepPavlov,,,,,,,,
230,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2023-04-26 12:07:48.000000,2023-04-18 20:51:00,857.0,56.0,812,137.0,538.0,107.0,251.0,5847,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,73.0,31,True,2022-12-17 06:13:06.000,0.9.1,11.0,dowhy,conda-forge/dowhy,,,,232.0,232.0,https://pypi.org/project/dowhy,,,39220.0,39603.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,13418.0,,,,,2.0,32.0,,,,,,,,,,,,,,,,,,,
231,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-04-26 13:14:17.000000,2023-04-13 18:55:10,995.0,62.0,640,48.0,750.0,205.0,781.0,5801,A python library for user-friendly forecasting and anomaly detection on time series.,86.0,31,True,2023-04-12 14:14:00.533,0.24.0,35.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,247.0,241.0,https://pypi.org/project/u8darts,2023-01-12 12:53:02.898,6.0,16024.0,17267.0,https://anaconda.org/conda-forge/u8darts-all,2023-04-12 19:12:26.863,25979.0,https://hub.docker.com/r/unit8/darts,2023-04-12 13:39:19.584706,,382.0,2.0,,,,,,,,,,,,,,,,,,,,
232,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-04-27 13:54:30.000000,2023-04-26 23:31:48,36509.0,334.0,687,138.0,7875.0,827.0,4574.0,5489,cuDF - GPU DataFrame Library.,257.0,31,True,2023-04-12 14:26:01.000,23.04.00,35.0,cudf,,,,,7.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,7.0,2143.0,2143.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
233,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-04-27 10:11:49.000000,2023-04-21 08:08:18,1040.0,9.0,340,81.0,481.0,58.0,423.0,5123,A scikit-learn compatible neural network library that wraps PyTorch.,56.0,31,True,2022-11-18 12:42:50.000,0.12.1,16.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",867.0,820.0,https://pypi.org/project/skorch,2022-11-18 12:33:08.762,47.0,51914.0,65860.0,https://anaconda.org/conda-forge/skorch,2023-03-14 10:48:15.087,767039.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
234,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-04-07 02:29:54.000000,2020-07-15 13:46:58,1184.0,,1551,305.0,292.0,151.0,265.0,4953,Portfolio and risk analytics in Python.,56.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,792.0,758.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,34.0,9382.0,9564.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,11330.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
235,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-04-04 06:03:40.000000,2023-04-04 06:03:39,916.0,9.0,619,148.0,783.0,131.0,347.0,4587,Deep Learning Visualization Toolkit.,32.0,31,True,2023-03-03 04:46:06.678,2.5.1,41.0,visualdl,,,,['paddle'],1949.0,1910.0,https://pypi.org/project/visualdl,2023-01-17 11:38:01.856,39.0,128243.0,128251.0,,,,,,,,2.0,284.0,,,,,,,,,,,,,,,,,,,
236,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-04-17 19:09:04.000000,2023-03-20 04:07:58,478.0,15.0,661,93.0,206.0,137.0,353.0,4324,"A Python implementation of LightFM, a hybrid recommendation algorithm.",45.0,31,True,2023-03-20 04:08:46.000,1.17,15.0,lightfm,conda-forge/lightfm,,,,1092.0,1045.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,47.0,333528.0,335917.0,https://anaconda.org/conda-forge/lightfm,2023-03-24 09:32:34.243,150556.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
237,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-04-11 12:08:41.000000,2023-04-06 21:04:53,3572.0,33.0,459,85.0,455.0,11.0,402.0,4205,Online machine learning in Python.,95.0,31,True,2023-01-30 07:27:43.000,0.15.0,13.0,river,conda-forge/river,,,,294.0,269.0,https://pypi.org/project/river,2023-01-29 23:10:00.782,25.0,13331.0,14775.0,https://anaconda.org/conda-forge/river,2022-10-31 03:47:59.947,34672.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2023-04-11 08:19:25.000000,2023-02-24 14:28:50,1340.0,3.0,370,70.0,363.0,95.0,458.0,4032,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",104.0,31,True,2023-01-25 17:37:52.489,0.8.4,28.0,sacred,conda-forge/sacred,,,,2385.0,2277.0,https://pypi.org/project/sacred,2023-01-25 17:37:52.489,108.0,39813.0,39983.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,2899.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-04-27 10:31:50.000000,2023-04-27 09:56:46,1295.0,115.0,689,71.0,1587.0,258.0,587.0,3503,Probabilistic time series modeling in Python.,103.0,31,True,2023-04-20 13:58:02.552,0.12.7,86.0,gluonts,anaconda/gluonts,,,['mxnet'],14.0,,https://pypi.org/project/gluonts,2022-06-30 19:47:56.000,14.0,121213.0,121231.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:07.201,325.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-04-12 07:25:28.072000,2023-04-11 14:07:26,3641.0,95.0,441,104.0,1019.0,216.0,364.0,3439,Plotting library for IPython/Jupyter notebooks.,62.0,31,True,2023-04-11 15:00:49.000,0.12.39,61.0,bqplot,conda-forge/bqplot,,,['jupyter'],40.0,40.0,https://pypi.org/project/bqplot,,,153765.0,172439.0,https://anaconda.org/conda-forge/bqplot,2023-04-12 07:25:28.072,1144914.0,,,,,2.0,,,bqplot,https://www.npmjs.com/package/bqplot,,,4880.0,,,,,,,,,,,,,
241,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-04-26 10:09:08.000000,2023-04-06 11:04:27,1124.0,82.0,629,58.0,992.0,82.0,709.0,3355,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",78.0,31,True,2023-04-06 11:05:25.000,1.0.0,19.0,mmocr,,,,['pytorch'],46.0,46.0,https://pypi.org/project/mmocr,,,10257.0,10257.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
