,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
176,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2023-12-28 21:58:28.000000,2022-12-08 17:49:19,746.0,,967.0,136.0,220.0,320.0,270.0,8065.0,Manipulate audio with a simple and easy high level interface.,95.0,33,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,3184302.0,48850.0,47557.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1293.0,3183003.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,79271.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
177,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2024-01-18 09:15:51.000000,2024-01-18 05:21:43,829.0,43.0,703.0,275.0,1095.0,302.0,349.0,7280.0,Build and manage real-life data science projects with ease!.,78.0,33,True,2024-01-18 05:23:20.000,2.11.0,106.0,metaflow,conda-forge/metaflow,,,,102919.0,605.0,578.0,https://pypi.org/project/metaflow,2024-01-17 09:36:01.000,27.0,99141.0,https://anaconda.org/conda-forge/metaflow,2024-01-15 15:33:47.821,158695.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
178,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2024-01-18 00:40:23.000000,2023-09-29 18:36:14,1218.0,,1022.0,126.0,273.0,349.0,387.0,6979.0,Distributed Asynchronous Hyperparameter Optimization in Python.,102.0,33,True,2021-11-17 10:07:00.808,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,1690891.0,13813.0,13308.0,https://pypi.org/project/hyperopt,2021-11-17 10:07:00.808,505.0,1679252.0,https://anaconda.org/conda-forge/hyperopt,2023-06-16 16:14:11.076,744937.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
179,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-01-18 13:21:10.000000,2024-01-17 22:29:19,37911.0,424.0,784.0,146.0,8895.0,903.0,4949.0,6914.0,cuDF - GPU DataFrame Library.,269.0,33,True,2023-12-08 21:31:24.000,23.12.01,44.0,cudf,,,,,2165.0,60.0,50.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,10.0,2165.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
180,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2024-01-08 21:37:22.000000,2024-01-08 21:37:22,1766.0,12.0,754.0,129.0,267.0,438.0,328.0,6709.0,Uniform Manifold Approximation and Projection.,128.0,33,True,2023-11-18 03:11:17.000,0.5.5,39.0,umap-learn,conda-forge/umap-learn,,,,720043.0,549.0,1.0,https://pypi.org/project/umap-learn,2023-11-18 03:11:17.000,548.0,667007.0,https://anaconda.org/conda-forge/umap-learn,2023-11-18 18:17:04.167,2280580.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,
181,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2023-12-05 22:52:30.000000,2023-11-16 08:43:39,1418.0,2.0,872.0,218.0,220.0,174.0,233.0,6648.0,Efficiently computes derivatives of numpy code.,56.0,33,True,2023-06-23 08:37:07.368,1.6.2,29.0,autograd,conda-forge/autograd,,,,1080125.0,7426.0,7102.0,https://pypi.org/project/autograd,2023-06-23 08:37:07.368,324.0,1059903.0,https://anaconda.org/conda-forge/autograd,2023-06-26 15:21:38.267,384236.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
182,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1397.0,291.0,6588.0,12.0,2030.0,5837.0,A flexible framework of neural networks for deep learning.,322.0,33,False,2022-06-29 08:19:03.000,7.8.1.post1,111.0,chainer,conda-forge/chainer,,,,17773.0,3563.0,3159.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,404.0,17423.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,16458.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
183,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2023-12-16 19:25:54.000000,2023-12-16 19:23:13,1208.0,20.0,641.0,65.0,131.0,54.0,432.0,5625.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",40.0,33,True,2023-12-16 19:24:49.000,2.4.1,209.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,['pytorch'],,227459.0,1185.0,1155.0,https://pypi.org/project/pytorch-metric-learning,2023-12-16 19:14:54.000,30.0,227229.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2023-06-16 19:17:36.446,11068.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
184,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-01-10 19:50:40.000000,2024-01-10 19:50:37,601.0,12.0,680.0,107.0,183.0,14.0,339.0,5300.0,Python-tesseract is an optical character recognition (OCR) tool for python.,45.0,33,True,2023-10-15 15:39:44.000,0.3.13,27.0,pytesseract,conda-forge/pytesseract,,,,1144648.0,1211.0,,https://pypi.org/project/pytesseract,2022-08-16 19:20:38.334,1211.0,1130488.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,594731.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
185,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2024-01-08 06:54:55.000000,2024-01-08 06:47:10,1052.0,32.0,461.0,226.0,733.0,191.0,330.0,4384.0,Model interpretability and understanding for PyTorch.,104.0,33,True,2023-12-05 09:21:02.000,0.7.0,10.0,captum,conda-forge/captum,,['pytorch'],,177163.0,1784.0,1724.0,https://pypi.org/project/captum,2023-12-05 08:32:04.000,60.0,176377.0,https://anaconda.org/conda-forge/captum,2023-06-16 19:28:19.191,19661.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
186,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-01-10 22:57:40.000000,2024-01-10 22:27:16,1122.0,33.0,581.0,116.0,834.0,279.0,1016.0,3868.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",159.0,33,True,2023-11-01 14:46:14.000,7.1,46.0,coremltools,conda-forge/coremltools,,,9019.0,151514.0,3728.0,3555.0,https://pypi.org/project/coremltools,2023-11-01 14:33:59.000,173.0,150032.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,53196.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
187,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-12-28 17:43:43.000000,2023-12-03 03:47:34,490.0,5.0,594.0,64.0,212.0,192.0,151.0,3781.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,33,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,568690.0,5904.0,5840.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,64.0,565347.0,https://anaconda.org/conda-forge/hnswlib,2023-09-27 14:20:16.958,123708.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
188,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2024-01-18 03:01:24.000000,2024-01-18 03:01:21,1175.0,6.0,1708.0,148.0,209.0,3.0,682.0,3416.0,A library for transfer learning by reusing parts of TensorFlow models.,106.0,33,True,2023-10-06 10:06:37.000,0.15.0,18.0,tensorflow-hub,conda-forge/tensorflow-hub,,['tensorflow'],,2583029.0,340.0,,https://pypi.org/project/tensorflow-hub,2023-10-06 09:58:50.000,340.0,2580771.0,https://anaconda.org/conda-forge/tensorflow-hub,2023-07-13 16:39:43.723,92578.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
189,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2024-01-18 11:34:31.000000,2024-01-13 00:27:14,1296.0,4.0,822.0,275.0,1439.0,310.0,512.0,3409.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",151.0,33,True,2023-12-15 02:05:45.000,0.16.2,30.0,torchtext,,,['pytorch'],,327686.0,494.0,,https://pypi.org/project/torchtext,2023-12-14 21:51:33.000,494.0,327686.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
190,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2024-01-17 22:38:13.000000,2024-01-16 20:50:00,1259.0,52.0,224.0,31.0,416.0,94.0,189.0,3326.0,Lightning fast forecasting with statistical and econometric models.,36.0,33,True,2024-01-05 22:28:42.000,1.7.1,29.0,statsforecast,conda-forge/statsforecast,,,,417798.0,690.0,664.0,https://pypi.org/project/statsforecast,2024-01-05 22:28:42.000,26.0,415211.0,https://anaconda.org/conda-forge/statsforecast,2024-01-05 23:52:06.950,56918.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
191,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2024-01-08 13:11:43.000000,2024-01-08 13:11:42,1490.0,10.0,366.0,91.0,734.0,133.0,441.0,3136.0,Quickly and accurately render even the largest data.,54.0,33,True,2023-10-26 15:10:16.000,0.16.0,42.0,datashader,conda-forge/datashader,,,,93208.0,3583.0,3453.0,https://pypi.org/project/datashader,2023-10-31 11:50:35.000,130.0,76392.0,https://anaconda.org/conda-forge/datashader,2023-10-27 12:10:53.716,739913.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
192,BoTorch,pytorch/botorch,hyperopt,,https://github.com/pytorch/botorch,https://github.com/pytorch/botorch,MIT,2018-07-30 23:59:57.000,2024-01-18 11:10:43.000000,2024-01-17 15:39:14,1770.0,76.0,350.0,53.0,1507.0,64.0,393.0,2875.0,Bayesian optimization in PyTorch.,108.0,33,True,2023-12-09 02:30:45.000,0.9.5,42.0,botorch,conda-forge/botorch,,['pytorch'],,119620.0,850.0,807.0,https://pypi.org/project/botorch,2023-12-09 02:30:45.000,43.0,117253.0,https://anaconda.org/conda-forge/botorch,2023-12-09 03:51:41.401,97075.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
193,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2024-01-15 00:09:43.000000,2021-10-12 13:32:38,1570.0,,506.0,64.0,543.0,303.0,393.0,2700.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,512637.0,5584.0,5308.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:23:01.204,276.0,503707.0,https://anaconda.org/conda-forge/scikit-optimize,2023-06-16 13:23:01.487,696597.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
194,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2023-12-26 03:38:51.000000,2023-12-21 20:29:20,2289.0,27.0,717.0,80.0,203.0,186.0,463.0,2676.0,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",149.0,33,True,2023-12-14 04:07:38.000,0.19.0,51.0,tf-agents,,,['tensorflow'],,26781.0,1408.0,1400.0,https://pypi.org/project/tf-agents,2023-12-14 04:07:38.000,8.0,26781.0,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
195,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,12.0,398.0,39.0,149.0,45.0,238.0,2328.0,A library of sklearn compatible categorical variable encoders.,70.0,33,True,2023-10-29 20:29:52.000,2.6.3,32.0,category_encoders,conda-forge/category_encoders,,['sklearn'],,1367113.0,1561.0,1387.0,https://pypi.org/project/category_encoders,2023-10-29 20:29:52.000,174.0,1357893.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,248943.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
196,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2024-01-11 18:01:50.000000,2023-12-23 13:05:00,887.0,10.0,355.0,84.0,168.0,215.0,146.0,2297.0,D3 Renderings of Matplotlib Graphics.,52.0,33,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,498339.0,5857.0,5439.0,https://pypi.org/project/mpld3,2023-12-23 13:03:02.000,409.0,493209.0,https://anaconda.org/conda-forge/mpld3,2023-12-23 15:16:22.285,191980.0,2.0,,,,mpld3,https://www.npmjs.com/package/mpld3,2023-12-23 13:04:29.963,9.0,666.0,,,,,,,,,,,,,,,
197,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2024-01-15 22:33:33.000000,2024-01-15 22:33:33,2291.0,23.0,584.0,69.0,480.0,245.0,701.0,2229.0,Survival analysis in Python.,116.0,33,True,2024-01-03 22:01:02.000,0.28.0,170.0,lifelines,conda-forge/lifelines,,,,380008.0,2263.0,2133.0,https://pypi.org/project/lifelines,2024-01-03 22:01:02.000,130.0,373000.0,https://anaconda.org/conda-forge/lifelines,2023-09-13 16:31:11.545,308355.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
198,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-12-18 04:15:22.000000,2023-11-17 20:35:45,543.0,12.0,161.0,44.0,76.0,7.0,127.0,1946.0,a python library for doing approximate and phonetic matching of strings.,31.0,33,True,2023-11-17 20:44:09.000,1.0.3,42.0,jellyfish,conda-forge/jellyfish,,,,2355005.0,8295.0,7843.0,https://pypi.org/project/jellyfish,2023-11-17 20:44:09.000,452.0,2337039.0,https://anaconda.org/conda-forge/jellyfish,2023-11-17 23:08:09.681,772552.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
199,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-01-18 10:38:33.000000,2024-01-18 10:38:33,3677.0,15.0,193.0,50.0,1346.0,125.0,710.0,1944.0,Ahead of Time compiler for numeric kernels.,72.0,33,True,2024-01-07 21:21:39.000,0.15.0,59.0,pythran,conda-forge/pythran,,,,144255.0,1674.0,1652.0,https://pypi.org/project/pythran,2024-01-07 21:21:39.000,22.0,133314.0,https://anaconda.org/conda-forge/pythran,2024-01-08 06:40:29.964,437651.0,2.0,,,,,,,,,,,,,,,,,,,,,pythran,python-pythran,
200,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2024-01-15 21:43:34.000000,2024-01-10 10:12:45,2946.0,30.0,349.0,55.0,1114.0,326.0,922.0,1324.0,Cartopy - a cartographic python library with matplotlib support.,124.0,33,False,2023-08-05 00:57:41.000,0.22.0,29.0,cartopy,conda-forge/cartopy,,,,207845.0,4714.0,4268.0,https://pypi.org/project/cartopy,2023-08-05 00:57:41.000,446.0,131527.0,https://anaconda.org/conda-forge/cartopy,2023-10-24 18:58:07.197,3358004.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
201,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2024-01-12 20:12:23.000000,2024-01-12 20:12:22,2768.0,23.0,274.0,34.0,200.0,37.0,492.0,1198.0,Python interface for igraph.,71.0,33,False,2023-11-20 11:09:36.000,0.11.3,39.0,python-igraph,conda-forge/igraph,,,562184.0,287810.0,4176.0,3760.0,https://pypi.org/project/python-igraph,2023-11-20 11:09:36.000,416.0,269212.0,https://anaconda.org/conda-forge/igraph,2023-12-01 16:13:44.377,491425.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
202,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2023-12-21 21:50:42.816000,2023-12-21 20:10:06,1524.0,2.0,152.0,41.0,132.0,8.0,640.0,1153.0,A Python data analysis library that is optimized for humans instead of machines.,52.0,33,True,2023-12-21 20:05:21.000,1.9.1,32.0,agate,conda-forge/agate,,,,3961960.0,2805.0,2658.0,https://pypi.org/project/agate,2023-12-21 20:05:21.000,147.0,3956956.0,https://anaconda.org/conda-forge/agate,2023-12-21 21:50:42.816,160152.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
203,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2024-01-05 15:46:09.327000,2024-01-04 18:54:38,558.0,14.0,107.0,32.0,60.0,71.0,78.0,910.0,Describing statistical models in Python using symbolic formulas.,19.0,33,True,2024-01-04 18:58:03.000,0.5.6,13.0,patsy,conda-forge/patsy,,,,12652021.0,89783.0,87033.0,https://pypi.org/project/patsy,2024-01-04 18:55:57.000,2750.0,12311517.0,https://anaconda.org/conda-forge/patsy,2024-01-05 15:46:09.327,9534113.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
204,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-12-18 04:56:09.000000,2023-12-06 02:03:46,14787.0,4.0,506.0,50.0,2277.0,395.0,949.0,708.0,Workflows and interfaces for neuroimaging packages.,251.0,33,True,2023-04-06 12:55:55.544,1.8.6,64.0,nipype,conda-forge/nipype,,,,85342.0,4089.0,3911.0,https://pypi.org/project/nipype,2023-04-06 12:55:55.544,178.0,70937.0,https://anaconda.org/conda-forge/nipype,2023-09-22 18:28:24.915,590611.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
205,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2024-01-17 23:37:18.000000,2024-01-16 20:47:19,13699.0,293.0,393.0,50.0,2005.0,151.0,752.0,645.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",152.0,33,False,2023-12-14 14:48:42.000,1.8.0,27.0,dipy,conda-forge/dipy,,,,21024.0,1092.0,980.0,https://pypi.org/project/dipy,2023-12-14 14:48:42.000,112.0,16426.0,https://anaconda.org/conda-forge/dipy,2023-06-16 13:16:19.782,423045.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
206,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3307.0,468.0,671.0,589.0,672.0,14492.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,32,True,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,['tensorflow'],,4024.0,1541.0,1451.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:31:34.798,90.0,4024.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
207,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2023-10-30 04:23:19.000000,2023-10-26 05:31:53,3012.0,1.0,1817.0,283.0,3502.0,353.0,1676.0,13510.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,32,True,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,14145.0,583.0,548.0,https://pypi.org/project/nni,2023-09-14 12:22:00.000,35.0,14145.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
208,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-10-18 03:42:44.000000,2023-03-28 11:49:55,2665.0,,2090.0,187.0,1005.0,580.0,711.0,12353.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,32,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,['paddle'],664.0,7250.0,1507.0,1501.0,https://pypi.org/project/paddlehub,2023-09-20 10:33:08.000,6.0,7239.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
209,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2023-10-25 13:56:47.000000,2021-07-29 23:17:25,531.0,,1760.0,264.0,114.0,96.0,535.0,11088.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,32,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,204818.0,5077.0,4904.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,173.0,202518.0,https://anaconda.org/conda-forge/lime,2023-06-16 13:18:57.655,195556.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
210,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2023-12-02 19:19:10.000000,2020-11-30 04:34:51,613.0,,2415.0,460.0,260.0,570.0,362.0,9604.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,32,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,['tensorflow'],,5830.0,5245.0,4756.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,489.0,5830.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
211,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2023-12-23 01:58:33.000000,2023-10-02 22:40:55,1387.0,,1406.0,303.0,889.0,129.0,758.0,9022.0,AutoML library for deep learning.,143.0,32,True,2023-01-28 18:46:30.271,1.1.0,58.0,autokeras,,,['tensorflow'],17704.0,10768.0,634.0,622.0,https://pypi.org/project/autokeras,2023-01-28 18:46:30.271,12.0,10529.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
212,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2024-01-16 11:08:12.000000,2023-12-28 06:35:09,2895.0,7.0,1588.0,87.0,1625.0,373.0,1606.0,7963.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",118.0,32,True,2023-10-18 03:54:18.000,2.9.0,19.0,paddleseg,,,['paddle'],,1593.0,1107.0,1103.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,4.0,1593.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
213,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-11-12 14:28:03.000000,2023-11-12 14:28:03,528.0,2.0,870.0,86.0,274.0,78.0,376.0,7750.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",82.0,32,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,411.0,1841161.0,39848.0,38843.0,https://pypi.org/project/tensorboardX,2023-08-20 13:38:18.000,1005.0,1814161.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1133790.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
214,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2024-01-15 20:04:21.000000,2023-12-07 16:30:16,1315.0,5.0,848.0,158.0,1656.0,172.0,804.0,6936.0,An open source python library for automated feature engineering.,71.0,32,True,2023-10-26 18:22:23.000,1.28.0,103.0,featuretools,conda-forge/featuretools,,,,49544.0,1595.0,1517.0,https://pypi.org/project/featuretools,2023-10-26 18:22:23.000,78.0,45476.0,https://anaconda.org/conda-forge/featuretools,2023-10-27 14:28:34.721,174950.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
215,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-01-17 09:00:48.000000,2023-12-27 14:04:05,2705.0,6.0,1137.0,209.0,1045.0,20.0,614.0,6446.0,An open source library for deep learning end-to-end dialog systems and chatbots.,76.0,32,True,2023-12-27 14:49:16.000,1.5.0,62.0,deeppavlov,,,['tensorflow'],,8445.0,380.0,373.0,https://pypi.org/project/deeppavlov,2023-12-27 14:44:59.000,7.0,8445.0,,,,2.0,,,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,,,,,,
