,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,apt_id,yum_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,bitbucket_id
192,Faiss,facebookresearch/faiss,,nn-search,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000000,2021-10-19 14:09:46.000000,2021-10-19 08:02:21.000000,2365,204.0,1428.0,14909.0,,A library for efficient similarity search and clustering of dense vectors.,89.0,27,True,2021-06-09 09:16:17.000000,1.1.2,56.0,pymilvus,conda-forge/faiss,,,,484.0,478.0,https://pypi.org/project/pymilvus,2021-10-11 12:25:29.000000,6.0,21224.0,32558.0,https://anaconda.org/conda-forge/faiss,2021-10-14 10:00:48.998000,192685.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
193,fairseq,pytorch/fairseq,,nlp,https://github.com/pytorch/fairseq,https://github.com/pytorch/fairseq,MIT,2017-08-29 16:26:12.000000,2021-10-20 00:13:08.000000,2021-10-20 00:13:04.000000,3639,1035.0,2000.0,14183.0,,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,357.0,27,True,2021-01-05 20:26:45.000000,0.10.2,13.0,fairseq,,,,['pytorch'],570.0,550.0,https://pypi.org/project/fairseq,2021-01-05 20:26:45.000000,20.0,38162.0,38165.0,,,,,,,,2.0,147.0,,,,,,,,,,,,,,,,,,,,,
194,Sonnet,deepmind/sonnet,,ml-frameworks,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000000,2021-10-17 14:27:27.000000,2021-10-17 14:27:22.000000,1281,22.0,145.0,9038.0,,TensorFlow-based neural network library.,53.0,27,True,2020-03-27 10:36:19.000000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],756.0,674.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000000,82.0,343340.0,343856.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843000,11873.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
195,fuzzywuzzy,seatgeek/fuzzywuzzy,,nlp,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000000,2021-09-09 20:54:41.000000,2021-09-09 20:54:41.000000,857,103.0,102.0,8536.0,384.0,Fuzzy String Matching in Python.,70.0,27,False,2020-02-13 22:14:12.000000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,13388.0,10182.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000000,3206.0,,5252.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409000,330884.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
196,PySyft,OpenMined/PySyft,,privacy-ml,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000000,2021-10-21 08:22:23.000000,2021-10-21 07:43:48.000000,1726,312.0,2753.0,7656.0,9339.0,A library for answering questions using data you cannot see.,420.0,27,True,2021-06-28 06:55:25.000000,0.5.0,54.0,syft,,,,['pytorch'],6.0,,https://pypi.org/project/syft,2021-06-28 06:55:25.000000,6.0,3036.0,3036.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
197,carla,carla-simulator/carla,,others,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000000,2021-10-20 05:39:37.000000,2021-10-04 09:29:57.000000,1952,451.0,3016.0,6699.0,5332.0,Open-source simulator for autonomous driving research.,132.0,27,True,2021-08-03 14:09:24.000000,0.9.12,23.0,carla,,,,,95.0,91.0,https://pypi.org/project/carla,2021-08-02 23:54:33.000000,4.0,2088.0,2088.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
198,imageai,OlafenwaMoses/ImageAI,,image,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000000,2021-09-08 01:03:28.000000,2021-05-08 20:05:36.000000,1809,235.0,423.0,6576.0,292.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,27,True,2021-01-05 01:26:01.000000,2.1.6,10.0,imageai,,,,,989.0,965.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000000,24.0,,15499.0,,,,,,,,2.0,650978.0,,,,,,,,,,,,,,,,,,,,,
199,scikit-surprise,NicolasHug/Surprise,,recommender-systems,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000000,2020-10-13 01:22:58.850000,2020-08-05 17:45:59.000000,878,51.0,291.0,5066.0,622.0,A Python scikit for building and analyzing recommender systems.,38.0,27,False,2020-07-19 14:50:48.000000,1.1.1,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,1369.0,1321.0,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000000,48.0,72775.0,77146.0,https://anaconda.org/conda-forge/scikit-surprise,2020-10-13 01:22:58.850000,196705.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
200,Metaflow,Netflix/metaflow,,ml-experiments,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000000,2021-10-21 11:44:25.000000,2021-10-18 22:27:50.000000,418,200.0,182.0,4787.0,358.0,Build and manage real-life data science projects with ease!.,41.0,27,True,2021-10-18 22:28:29.000000,2.4.1,32.0,metaflow,conda-forge/metaflow,,,,211.0,209.0,https://pypi.org/project/metaflow,2021-10-18 23:29:49.000000,2.0,20400.0,21585.0,https://anaconda.org/conda-forge/metaflow,2021-10-19 03:54:52.190000,26085.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
201,Augmentor,mdbloice/Augmentor,,image,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000000,2021-10-15 05:38:50.000000,2021-10-15 05:38:50.000000,830,122.0,70.0,4549.0,537.0,Image augmentation library in Python for machine learning.,22.0,27,True,2021-10-14 08:49:48.000000,0.2.9,21.0,Augmentor,,,,,410.0,368.0,https://pypi.org/project/Augmentor,2021-10-14 08:49:48.000000,42.0,26526.0,26526.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,
202,pyAudioAnalysis,tyiannak/pyAudioAnalysis,,audio,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000000,2021-09-28 16:10:51.000000,2021-09-28 16:10:43.000000,1030,175.0,110.0,4175.0,696.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",25.0,27,True,2021-05-13 14:14:02.000000,0.3.7,16.0,pyAudioAnalysis,,,,,258.0,236.0,https://pypi.org/project/pyAudioAnalysis,2021-05-13 14:14:02.000000,22.0,13228.0,13228.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
203,pyfolio,quantopian/pyfolio,,financial-data,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000000,2021-09-29 21:14:06.000000,2020-07-15 13:46:58.000000,1255,134.0,265.0,4086.0,1184.0,Portfolio and risk analytics in Python.,55.0,27,False,2019-04-15 15:00:21.000000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,368.0,314.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000000,54.0,6091.0,6260.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267000,7474.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
204,Perspective,finos/perspective,,data-viz,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000000,2021-10-21 05:12:59.000000,2021-10-17 21:06:19.000000,396,76.0,393.0,3700.0,4781.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",65.0,27,True,2021-10-12 16:15:29.000000,1.0.0,52.0,perspective-python,,,,['jupyter'],221.0,213.0,https://pypi.org/project/perspective-python,2021-10-12 16:15:29.000000,8.0,,1780.0,,,,,,,,2.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-10-12 07:15:43.339000,,1780.0,,,,,,,,,,,,,,
205,huey,coleifer/huey,,data-pipelines,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000000,2021-10-14 13:10:17.000000,2021-10-14 13:10:17.000000,316,1.0,471.0,3689.0,924.0,a little task queue for python.,66.0,27,True,2021-09-16 12:43:26.000000,2.4.1,61.0,huey,conda-forge/huey,,,,286.0,,https://pypi.org/project/huey,2021-09-16 12:42:56.000000,286.0,45415.0,45939.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487000,22034.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
206,Activeloop,activeloopai/Hub,,data-pipelines,https://github.com/activeloopai/Hub,https://github.com/activeloopai/Hub,MPL-2.0,2019-08-09 06:17:59.000000,2021-10-21 14:43:35.000000,2021-10-19 15:13:47.000000,296,63.0,258.0,3596.0,2201.0,Dataset format for AI. Easily build and manage datasets for machine and deep learning. Stream data real-time &..,85.0,27,True,2021-10-19 20:04:02.000000,2.0.13,116.0,hub,,,,,183.0,131.0,https://pypi.org/project/hub,2021-10-19 15:12:28.000000,52.0,18948.0,18948.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
207,plotnine,has2k1/plotnine,,data-viz,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000000,2021-09-21 12:36:19.000000,2021-09-21 12:36:19.000000,144,67.0,375.0,2824.0,1703.0,A grammar of graphics for Python.,86.0,27,False,2021-03-25 12:57:10.000000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,,2759.0,2505.0,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000000,254.0,180793.0,183287.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423000,132187.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
208,ClearML,allegroai/clearml,,ml-experiments,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000000,2021-10-21 08:59:21.000000,2021-10-21 08:59:17.000000,385,127.0,271.0,2754.0,1393.0,"ClearML - Auto-Magical Suite of tools to streamline your ML workflow. Experiment Manager, ML-Ops and Data-Management.",39.0,27,True,2021-10-07 11:37:28.000000,1.1.2,49.0,clearml,,allegroai/trains,,,138.0,138.0,https://pypi.org/project/clearml,2021-10-07 11:51:47.000000,0.0,33573.0,34660.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30091.0,2.0,373.0,,,,,,,,,,,,,,,,,,,,,
209,Catalyst,catalyst-team/catalyst,,ml-experiments,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000000,2021-10-20 15:14:20.000000,2021-10-20 15:11:34.000000,341,10.0,312.0,2742.0,1629.0,Accelerated deep learning R&D.,100.0,27,True,2021-09-30 07:15:05.000000,21.09,101.0,catalyst,,,,['pytorch'],456.0,418.0,https://pypi.org/project/catalyst,2021-09-30 07:15:54.000000,38.0,11761.0,11761.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
210,Captum,pytorch/captum,,interpretability,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000000,2021-10-13 15:51:51.000000,2021-10-13 15:51:48.000000,286,73.0,217.0,2728.0,868.0,Model interpretability and understanding for PyTorch.,77.0,27,True,2021-07-07 05:16:49.000000,0.4.0,6.0,captum,,,,['pytorch'],288.0,288.0,https://pypi.org/project/captum,2021-07-07 04:40:26.000000,0.0,31391.0,31391.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
211,gpustat,wookayin/gpustat,,gpu-utilities,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000000,2021-08-05 11:07:01.000000,2021-08-05 10:51:21.000000,205,22.0,54.0,2608.0,169.0,A simple command-line utility for querying and monitoring GPU status.,12.0,27,True,2019-07-22 06:37:00.000000,0.6.0,11.0,gpustat,conda-forge/gpustat,,,,1392.0,1334.0,https://pypi.org/project/gpustat,2021-01-02 05:59:41.000000,58.0,277624.0,280187.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772000,79470.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
212,ta,bukosabino/ta,,financial-data,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000000,2021-08-23 20:39:46.000000,2020-11-29 21:08:14.000000,612,110.0,88.0,2507.0,582.0,Technical Analysis Library using Pandas and Numpy.,23.0,27,True,2020-11-29 10:49:09.000000,0.7.0,49.0,ta,,,,,807.0,795.0,https://pypi.org/project/ta,2020-11-29 10:49:09.000000,12.0,85730.0,85730.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
213,spark-nlp,JohnSnowLabs/spark-nlp,,nlp,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000000,2021-10-21 14:52:54.000000,2021-10-20 12:38:55.000000,501,86.0,491.0,2434.0,12491.0,State of the Art Natural Language Processing.,100.0,27,True,2021-10-18 11:18:16.000000,3.3.1,94.0,spark-nlp,,,,['spark'],0.0,,https://pypi.org/project/spark-nlp,2021-10-18 08:48:29.000000,0.0,1214280.0,1214280.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
214,pygal,Kozea/pygal,,graph,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000000,2021-08-18 06:57:48.000000,2021-08-18 06:57:48.000000,383,164.0,242.0,2397.0,1015.0,PYthon svg GrAph plotting Library.,71.0,27,False,2017-07-05 09:22:41.000000,2.4.0,74.0,pygal,conda-forge/pygal,,,,1152.0,,https://pypi.org/project/pygal,2020-10-14 13:06:35.000000,1152.0,111647.0,111959.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728000,8759.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
215,GluonNLP,dmlc/gluon-nlp,,nlp,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000000,2021-10-12 07:24:36.000000,2021-08-24 19:11:38.000000,519,260.0,295.0,2337.0,840.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,27,True,2020-08-13 19:17:42.000000,0.10.0,26.0,gluonnlp,,,,['mxnet'],626.0,604.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000000,22.0,188478.0,188478.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
216,Flax,google/flax,,ml-frameworks,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000000,2021-10-21 08:47:22.000000,2021-10-18 14:21:18.000000,260,154.0,253.0,2216.0,,Flax is a neural network library for JAX that is designed for flexibility.,118.0,27,True,2021-09-21 07:47:24.000000,0.3.5,14.0,flax,,,,['jax'],444.0,438.0,https://pypi.org/project/flax,2021-09-21 07:47:24.000000,6.0,531550.0,531551.0,,,,,,,,3.0,26.0,,,,,,,,,,,,,,,,,,,,,
217,pytorch-optimizer,jettify/pytorch-optimizer,,pytorch-utils,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000000,2021-10-19 03:42:45.000000,2021-10-19 03:42:19.000000,199,25.0,27.0,2138.0,418.0,torch-optimizer -- collection of optimizers for Pytorch.,24.0,27,True,2021-01-01 16:51:15.000000,0.1.0,19.0,torch_optimizer,,,,['pytorch'],342.0,342.0,https://pypi.org/project/torch_optimizer,2021-01-01 16:51:15.000000,0.0,66609.0,66609.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
218,dtreeviz,parrt/dtreeviz,,interpretability,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000000,2021-09-10 20:18:11.000000,2021-09-10 20:17:39.000000,226,21.0,86.0,1758.0,369.0,A python library for decision tree visualization and model interpretation.,16.0,27,True,2021-09-10 20:18:11.000000,1.3.1,24.0,dtreeviz,,,,,252.0,248.0,https://pypi.org/project/dtreeviz,2021-09-10 20:18:11.000000,4.0,184314.0,184314.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
219,MNE,mne-tools/mne-python,,medical-data,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000000,2021-10-21 14:58:15.000000,2021-10-21 14:26:26.000000,961,359.0,3465.0,1699.0,,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,271.0,27,True,2021-09-10 16:10:19.000000,0.23.4,56.0,mne,conda-forge/mne,,,,1386.0,1188.0,https://pypi.org/project/mne,2021-09-10 16:10:19.000000,198.0,34711.0,37738.0,https://anaconda.org/conda-forge/mne,2021-09-22 15:42:18.970000,169554.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
220,Pythran,serge-sans-paille/pythran,,others,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000000,2021-10-21 14:53:16.000000,2021-10-18 05:24:58.000000,160,113.0,610.0,1627.0,3463.0,Ahead of Time compiler for numeric kernels.,63.0,27,True,2021-09-14 05:37:45.000000,0.10.0,51.0,pythran,conda-forge/pythran,,,,96.0,70.0,https://pypi.org/project/pythran,2021-09-14 05:37:45.000000,26.0,49888.0,54748.0,https://anaconda.org/conda-forge/pythran,2021-10-19 08:45:16.468000,199298.0,,,,,2.0,,,,,,,,,,,,,,,pythran,python-pythran,,,,,,
221,TFX,tensorflow/tfx,,data-pipelines,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000000,2021-10-21 11:00:40.000000,2021-10-21 11:00:34.000000,489,236.0,459.0,1621.0,3912.0,TFX is an end-to-end platform for deploying production ML pipelines.,123.0,27,True,2021-10-21 00:50:05.000000,1.3.1,60.0,tfx,,,,['tensorflow'],4.0,,https://pypi.org/project/tfx,2021-10-21 00:50:05.000000,4.0,789706.0,789706.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
222,GPflow,GPflow/GPflow,,probabilistics,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000000,2021-10-15 17:11:04.000000,2021-09-21 20:30:14.000000,404,103.0,614.0,1522.0,2229.0,Gaussian processes in TensorFlow.,71.0,27,True,2021-04-29 14:49:29.000000,2.2.1,31.0,gpflow,conda-forge/gpflow,,,['tensorflow'],337.0,303.0,https://pypi.org/project/gpflow,2021-04-29 14:49:29.000000,34.0,8145.0,8380.0,https://anaconda.org/conda-forge/gpflow,2018-11-06 08:51:39.744000,9656.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
223,pyLDAvis,bmabey/pyLDAvis,,interpretability,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000000,2021-06-24 14:14:46.000000,2021-03-24 13:03:31.000000,320,86.0,77.0,1521.0,240.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,27,True,2021-03-24 13:05:21.000000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],2893.0,2695.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000000,198.0,440180.0,440942.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309000,30496.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
224,petastorm,uber/petastorm,,distributed-ml,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000000,2021-09-04 05:47:24.000000,2021-09-03 16:10:43.000000,211,135.0,130.0,1260.0,662.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,41.0,27,True,2021-09-04 05:47:24.000000,0.11.3,75.0,petastorm,,,,,44.0,44.0,https://pypi.org/project/petastorm,2021-09-04 05:47:24.000000,0.0,157374.0,157381.0,,,,,,,,2.0,309.0,,,,,,,,,,,,,,,,,,,,,
225,snakemake,snakemake/snakemake,,ml-experiments,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2021-10-21 12:45:43.000000,2021-10-21 12:32:09.000000,262,467.0,281.0,1128.0,,"This is the development home of the workflow management system Snakemake. For general information, see.",224.0,27,True,2021-09-30 07:21:35.000000,6.9.1,188.0,snakemake,bioconda/snakemake,,,,1226.0,938.0,https://pypi.org/project/snakemake,2021-09-30 07:21:54.000000,288.0,21787.0,26548.0,https://anaconda.org/bioconda/snakemake,2021-09-30 08:50:38.320000,342840.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
226,Mesh,tensorflow/mesh,,distributed-ml,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000000,2021-10-18 19:58:00.000000,2021-10-18 19:57:56.000000,192,88.0,14.0,1126.0,643.0,Mesh TensorFlow: Model Parallelism Made Easier.,44.0,27,True,2021-03-24 19:03:46.000000,0.1.19,25.0,mesh-tensorflow,,,,['tensorflow'],640.0,584.0,https://pypi.org/project/mesh-tensorflow,2021-03-24 19:03:46.000000,56.0,436346.0,436346.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
227,arviz,arviz-devs/arviz,,interpretability,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000000,2021-10-21 14:48:16.000000,2021-10-19 19:08:44.000000,244,193.0,514.0,1103.0,,Exploratory analysis of Bayesian models with Python.,97.0,27,True,2021-10-03 11:17:21.000000,0.11.4,25.0,arviz,conda-forge/arviz,,,,1489.0,1453.0,https://pypi.org/project/arviz,2021-10-03 11:17:21.000000,36.0,299586.0,317592.0,https://anaconda.org/conda-forge/arviz,2021-10-03 15:30:41.137000,522106.0,,,,,1.0,111.0,,2.0,,,,,,,,,,,,,,,,,,,
228,PyVista,pyvista/pyvista,,data-viz,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000000,2021-10-18 05:21:11.000000,2021-10-18 05:21:10.000000,187,174.0,413.0,961.0,2250.0,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,61.0,27,True,2021-09-11 20:03:16.000000,0.32.1,49.0,pyvista,conda-forge/pyvista,,,['jupyter'],509.0,483.0,https://pypi.org/project/pyvista,2021-09-11 20:03:16.000000,26.0,21834.0,26061.0,https://anaconda.org/conda-forge/pyvista,2021-09-12 01:56:26.368000,122386.0,,,,,2.0,348.0,,,,,,,,,,,,,,,,,,,,,
229,petl,petl-developers/petl,,data-pipelines,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000000,2021-10-15 03:48:10.000000,2021-10-15 01:37:34.000000,164,72.0,351.0,937.0,1154.0,Python Extract Transform and Load Tables of Data.,51.0,27,True,2021-10-15 03:48:10.000000,1.7.5,79.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,641.0,527.0,https://pypi.org/project/petl,2021-03-27 03:06:14.000000,114.0,34585.0,35117.0,https://anaconda.org/conda-forge/petl,2021-04-05 21:49:41.242000,32463.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
230,PyNNDescent,lmcinnes/pynndescent,,nn-search,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000000,2021-10-15 15:32:23.572000,2021-10-15 14:26:25.000000,64,38.0,46.0,504.0,525.0,A Python nearest neighbor descent for approximate nearest neighbors.,16.0,27,True,2021-10-15 14:06:19.000000,0.5.5,24.0,pynndescent,conda-forge/pynndescent,,,,860.0,854.0,https://pypi.org/project/pynndescent,2021-10-15 13:34:09.000000,6.0,1375676.0,1387256.0,https://anaconda.org/conda-forge/pynndescent,2021-10-15 15:32:23.572000,324264.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
231,DIPY,dipy/dipy,,medical-data,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2021-10-21 14:24:51.000000,2021-10-12 13:23:53.000000,331,123.0,625.0,471.0,11671.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",126.0,27,True,2021-03-14 14:05:15.000000,1.4.0,23.0,dipy,conda-forge/dipy,,,,533.0,439.0,https://pypi.org/project/dipy,2021-05-06 04:40:48.000000,94.0,8212.0,12272.0,https://anaconda.org/conda-forge/dipy,2021-05-06 13:36:55.402000,263902.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
232,detectron2,facebookresearch/detectron2,,image,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000000,2021-10-20 20:24:12.000000,2021-10-20 20:24:10.000000,4854,152.0,2561.0,18482.0,,"Detectron2 is FAIR's next-generation platform for object detection, segmentation and other visual recognition tasks.",188.0,26,True,2021-07-23 18:55:45.000000,0.5,9.0,,conda-forge/detectron2,,,['pytorch'],377.0,377.0,,,,,1892.0,https://anaconda.org/conda-forge/detectron2,2021-07-30 18:54:13.472000,32169.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
233,CNTK,microsoft/CNTK,,ml-frameworks,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000000,2021-08-27 04:46:43.000000,2020-03-31 15:55:14.000000,4402,836.0,2527.0,17112.0,16116.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",269.0,26,False,2019-04-26 14:13:32.000000,2.7,32.0,cntk,,,,,34.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000000,34.0,,201.0,,,,,,,,3.0,13882.0,,,,,,,,,,,,,,,,,,,,,
234,Magenta,magenta/magenta,,audio,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000000,2021-10-18 02:01:53.000000,2021-06-30 21:44:13.000000,3518,321.0,567.0,17081.0,,Magenta: Music and Art Generation with Machine Intelligence.,149.0,26,True,2020-11-12 19:17:18.000000,2.1.3,66.0,magenta,,,,['tensorflow'],382.0,312.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000000,70.0,6066.0,6066.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
