,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
208,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-01-05 09:40:19.000000,2022-12-07 03:10:04,895.0,15.0,602,145.0,743.0,101.0,343.0,4511,Deep Learning Visualization Toolkit.,32.0,32,True,2022-12-26 03:20:57.000,2.4.2,39.0,visualdl,,,,['paddle'],1670.0,1645.0,https://pypi.org/project/visualdl,2022-07-01 06:32:42.000,25.0,70404.0,70411.0,,,,,,,,2.0,247.0,,,,,,,,,,,,,,,,,,,
209,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2023-01-04 14:54:21.000000,2023-01-04 14:54:19,2162.0,181.0,499,61.0,2435.0,115.0,664.0,4378,Unified Model Serving Framework.,141.0,32,True,2022-12-08 10:24:41.000,1.0.12,76.0,bentoml,,,,,462.0,459.0,https://pypi.org/project/bentoml,2022-07-01 23:25:03.000,3.0,30073.0,30109.0,,,,,,,,1.0,1661.0,,,,,,,,,,,,,,,,,,,
210,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-01-02 20:14:02.000000,2023-01-01 21:58:42,3510.0,58.0,439,82.0,422.0,1.0,389.0,4002,Online machine learning in Python.,91.0,32,True,2022-10-27 14:26:01.000,0.14.0,12.0,river,conda-forge/river,,,,215.0,201.0,https://pypi.org/project/river,2022-06-06 21:29:21.000,14.0,9645.0,10768.0,https://anaconda.org/conda-forge/river,2022-10-31 03:47:59.947,23600.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
211,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-12-26 02:02:55.000000,2022-12-12 04:20:02,3230.0,20.0,491,120.0,344.0,65.0,719.0,3581,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",68.0,32,True,2022-12-11 17:59:35.437,2.0.20,170.0,dedupe,conda-forge/dedupe,,,,298.0,250.0,https://pypi.org/project/dedupe,2022-07-06 23:39:37.000,48.0,341841.0,343501.0,https://anaconda.org/conda-forge/dedupe,2022-12-12 17:16:06.331,21586.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
212,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2022-12-31 14:27:15.000000,2022-12-31 14:14:40,1870.0,34.0,180,64.0,115.0,70.0,463.0,3301,A grammar of graphics for Python.,99.0,32,True,2022-09-29 12:44:11.000,0.9.0,14.0,plotnine,conda-forge/plotnine,,,,215.0,,https://pypi.org/project/plotnine,2022-07-01 20:18:59.000,215.0,291838.0,295189.0,https://anaconda.org/conda-forge/plotnine,2022-10-10 10:47:53.645,227910.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
213,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-12-17 03:26:08.000000,2022-12-16 17:57:21,1012.0,36.0,468,111.0,664.0,169.0,892.0,3018,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",143.0,32,True,2022-11-14 23:01:12.000,6.1,39.0,coremltools,conda-forge/coremltools,,,,1371.0,1222.0,https://pypi.org/project/coremltools,2022-06-07 17:38:09.000,149.0,468020.0,469645.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,41911.0,,,,,1.0,4714.0,,,,,,,,,,,,,,,,,,,
214,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2023-01-04 12:28:53.000000,2022-12-29 17:12:12,1385.0,15.0,361,96.0,629.0,125.0,401.0,2897,Quickly and accurately render even the largest data.,51.0,32,True,2022-11-17 19:35:28.000,0.14.3,32.0,datashader,conda-forge/datashader,,,,1820.0,1724.0,https://pypi.org/project/datashader,2022-06-21 10:16:29.000,96.0,41481.0,48894.0,https://anaconda.org/conda-forge/datashader,2022-11-18 10:57:25.686,459621.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
215,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-01-05 03:37:17.000000,2023-01-02 21:11:06,444.0,16.0,710,116.0,103.0,57.0,348.0,2682,"Hidden Markov Models in Python, with scikit-learn like API.",41.0,32,True,2022-09-26 20:05:34.581,0.2.8,11.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1649.0,1521.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,128.0,94703.0,97805.0,https://anaconda.org/conda-forge/hmmlearn,2022-11-05 09:38:21.083,155108.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
216,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-01-01 03:14:13.000000,2022-12-29 23:34:50,955.0,37.0,346,63.0,356.0,183.0,242.0,2652,A Hyperparameter Tuning Library for Keras.,52.0,32,True,2022-07-16 04:43:09.328,1.1.3,16.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],1921.0,1875.0,https://pypi.org/project/keras-tuner,2022-03-25 05:50:34.000,46.0,607380.0,607739.0,https://anaconda.org/conda-forge/keras-tuner,2022-12-07 08:01:11.245,12238.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
217,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-01-03 23:53:43.000000,2022-12-30 16:05:10,1172.0,48.0,241,51.0,163.0,53.0,340.0,2479,STUMPY is a powerful and scalable Python library for modern time series analysis.,32.0,32,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,,331.0,325.0,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,6.0,156939.0,161224.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,188576.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
218,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-12-12 04:00:24.000000,2021-10-12 13:32:38,1570.0,,458,65.0,515.0,266.0,387.0,2477,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,32,False,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,3724.0,3511.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,213.0,569682.0,578792.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,601265.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
219,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-12-09 17:02:30.000000,2022-11-10 18:59:22,964.0,5.0,429,55.0,124.0,304.0,161.0,2326,A high performance implementation of HDBSCAN clustering.,81.0,32,True,2022-10-31 20:21:51.000,0.8.29-1,45.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1949.0,1784.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,165.0,441721.0,459165.0,https://anaconda.org/conda-forge/hdbscan,2022-11-02 08:26:34.498,1360649.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
220,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2023-01-04 20:24:48.000000,2022-11-17 04:05:12,2217.0,6.0,508,68.0,461.0,232.0,657.0,2011,Survival analysis in Python.,101.0,32,True,2022-11-17 04:08:00.930,0.27.4,165.0,lifelines,conda-forge/lifelines,,,,1334.0,1226.0,https://pypi.org/project/lifelines,2022-06-26 02:12:53.000,108.0,334120.0,337077.0,https://anaconda.org/conda-forge/lifelines,2022-11-17 15:11:18.052,233615.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
221,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-12-12 03:39:03.000000,2022-12-12 03:39:03,691.0,6.0,201,37.0,768.0,64.0,269.0,1960,PyTorch extensions for high performance and large scale training.,64.0,32,True,2022-12-11 18:09:19.000,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],1160.0,1140.0,https://pypi.org/project/fairscale,2022-03-09 19:12:00.000,20.0,700328.0,706279.0,https://anaconda.org/conda-forge/fairscale,2022-12-12 02:08:24.604,83317.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
222,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,BSD-2-Clause,2010-07-09 20:41:11.000,2022-12-31 05:50:38.000000,2022-12-31 05:50:24,447.0,12.0,149,42.0,60.0,12.0,105.0,1769,a python library for doing approximate and phonetic matching of strings.,28.0,32,True,2022-01-07 20:20:43.000,0.9.0,32.0,jellyfish,conda-forge/jellyfish,,,,5210.0,4802.0,https://pypi.org/project/jellyfish,2022-01-07 20:20:43.000,408.0,1967440.0,1973083.0,https://anaconda.org/conda-forge/jellyfish,2022-10-28 08:39:19.681,428873.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
223,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2022-12-21 11:36:07.684000,2022-12-21 02:21:20,1576.0,15.0,265,54.0,130.0,79.0,169.0,1450,"CUDA integration for Python, plus shiny features.",79.0,32,True,2022-12-21 02:24:00.995,2022.2.2,51.0,pycuda,conda-forge/pycuda,,,,1898.0,1698.0,https://pypi.org/project/pycuda,2022-06-24 23:18:00.000,200.0,29112.0,36143.0,https://anaconda.org/conda-forge/pycuda,2022-12-21 11:36:07.684,154693.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
224,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-01-04 14:48:38.000000,2022-10-27 16:02:31,1144.0,6.0,347,61.0,556.0,210.0,329.0,1317,A Jupyter - Leaflet.js bridge.,81.0,32,True,2022-10-19 07:57:17.000,0.17.2,76.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],3530.0,3413.0,https://pypi.org/project/ipyleaflet,2022-07-07 04:26:05.000,114.0,147069.0,200471.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,942150.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,3.0,41626.0,,,,,,,,,,,,,
225,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-12-20 22:34:59.000000,2022-12-20 22:29:43,1068.0,3.0,221,36.0,236.0,34.0,264.0,1298,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",22.0,32,True,2022-11-28 13:52:23.831,2.0.2,42.0,pmdarima,conda-forge/pmdarima,,,,3103.0,3046.0,https://pypi.org/project/pmdarima,2022-02-22 11:10:16.000,57.0,1575369.0,1583235.0,https://anaconda.org/conda-forge/pmdarima,2022-11-30 20:17:51.334,212401.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
226,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-12-15 02:42:58.000000,2022-12-14 23:52:13,2708.0,15.0,332,55.0,1010.0,322.0,821.0,1151,Cartopy - a cartographic python library with matplotlib support.,118.0,32,False,2022-12-12 22:21:03.000,0.21.1,28.0,cartopy,conda-forge/cartopy,,,,3218.0,2883.0,https://pypi.org/project/cartopy,2022-06-29 03:08:54.000,335.0,119805.0,151519.0,https://anaconda.org/conda-forge/cartopy,2022-12-13 10:25:59.031,2600559.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
227,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2023-01-01 12:05:46.000000,2023-01-01 11:59:47,2471.0,96.0,233,35.0,163.0,38.0,415.0,1058,Python interface for igraph.,69.0,32,False,2023-01-02 18:52:35.476,0.10.3,33.0,python-igraph,conda-forge/igraph,,,,1518.0,1137.0,https://pypi.org/project/python-igraph,2022-06-08 20:51:59.000,381.0,286479.0,298586.0,https://anaconda.org/conda-forge/igraph,2022-10-19 15:20:25.070,361307.0,,,,,1.0,517500.0,,,,,,,,,,,,,,,,,,,
228,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2023-01-05 13:34:29.000000,2023-01-04 19:27:02,1237.0,63.0,136,28.0,957.0,107.0,105.0,859,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,64.0,32,True,2022-12-15 14:48:02.381,2023.0.0,15.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],4068.0,4062.0,https://pypi.org/project/scikit-learn-intelex,2022-06-16 20:45:24.000,6.0,172657.0,177899.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2022-12-20 09:28:46.233,110094.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
229,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-12-12 19:16:27.000000,2022-11-16 02:40:37,930.0,11.0,161,35.0,109.0,33.0,50.0,611,Snowball compiler and stemming algorithms.,30.0,32,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6751.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6747.0,6817544.0,6892150.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,5744698.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
230,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2023-01-05 08:15:17.000000,2022-12-31 20:18:17,16623.0,422.0,101,25.0,3419.0,447.0,3299.0,378,"Keep code, data, containers under control with git and git-annex.",53.0,32,True,2023-01-02 18:24:23.828,0.18.0,98.0,datalad,conda-forge/datalad,,,,56.0,,https://pypi.org/project/datalad,2022-07-06 22:02:24.000,56.0,6854.0,11861.0,https://anaconda.org/conda-forge/datalad,2022-12-14 21:16:51.902,290411.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
231,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1837,223.0,46.0,96.0,94.0,8684,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,31,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,,,['pytorch'],2133.0,2044.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,89.0,82671.0,83211.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,16742.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
232,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2023-01-05 12:29:58.000000,2022-11-22 06:53:07,2663.0,12.0,1064,210.0,993.0,53.0,567.0,5973,An open source library for deep learning end-to-end dialog systems and chatbots.,73.0,31,True,2022-11-22 07:00:06.000,1.0.1,55.0,deeppavlov,,,,['tensorflow'],319.0,313.0,https://pypi.org/project/deeppavlov,2022-05-31 12:04:38.000,6.0,6581.0,6581.0,,,,,,,,2.0,,,,,,,,,,,deeppavlov/DeepPavlov,,,,,,,,,
233,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2023-01-03 18:39:36.000000,2022-12-22 13:51:12,790.0,120.0,771,137.0,463.0,98.0,222.0,5555,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,66.0,31,True,2022-12-17 06:19:01.299,0.9.1,11.0,dowhy,conda-forge/dowhy,,,,174.0,169.0,https://pypi.org/project/dowhy,2022-03-20 14:18:18.000,5.0,77151.0,77499.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,11151.0,,,,,2.0,31.0,,,,,,,,,,,,,,,,,,,
234,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-01-05 14:54:56.000000,2023-01-05 13:15:41,36079.0,362.0,662,135.0,7379.0,721.0,4404.0,5240,cuDF - GPU DataFrame Library.,256.0,31,True,2022-12-08 19:18:51.000,22.12.01,32.0,cudf,,,,,6.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,6.0,1944.0,1944.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
235,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-01-05 14:12:19.000000,2023-01-03 10:17:31,1029.0,14.0,328,81.0,471.0,52.0,409.0,4928,A scikit-learn compatible neural network library that wraps PyTorch.,52.0,31,True,2022-11-18 12:42:50.000,0.12.1,16.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",677.0,636.0,https://pypi.org/project/skorch,2021-10-31 15:48:51.000,41.0,112060.0,125276.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,687241.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
236,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-11-07 08:29:46.000000,2022-01-27 13:24:16,139.0,,1006,153.0,111.0,150.0,78.0,4268,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,30939.0,30158.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,781.0,296283.0,299016.0,https://anaconda.org/conda-forge/imutils,2022-11-06 01:39:14.437,117556.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
237,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-12-23 23:13:47.000000,2022-12-11 00:17:11,408.0,10.0,574,82.0,200.0,74.0,368.0,3048,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,31,True,2022-12-11 00:50:00.539,0.6.2,44.0,implicit,conda-forge/implicit,,,,787.0,755.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,147246.0,154592.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,439469.0,,,,,1.0,268.0,,,,,,,,,,,,,,,,,,,
238,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2023-01-05 08:02:06.000000,2022-12-28 14:18:29,1990.0,90.0,185,35.0,1675.0,208.0,575.0,2966,Aim easy-to-use and performant open-source ML experiment tracker.,48.0,31,True,2022-12-23 10:51:41.000,3.15.2,498.0,aim,conda-forge/aim,,,,136.0,131.0,https://pypi.org/project/aim,2022-07-07 00:13:43.000,5.0,33047.0,34144.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,19762.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2022-09-28 13:22:48.042000,2022-09-28 08:43:58,311.0,,309,63.0,65.0,11.0,110.0,2612,A Python Perceptual Image Hashing Module.,23.0,31,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,7275.0,6940.0,https://pypi.org/project/ImageHash,2021-07-15 12:35:01.000,335.0,1064323.0,1067959.0,https://anaconda.org/conda-forge/imagehash,2022-09-28 13:22:48.042,269113.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-12-25 20:52:27.000000,2022-12-25 20:52:27,843.0,3.0,519,100.0,1043.0,260.0,296.0,2462,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",84.0,31,True,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,,,['mxnet'],1077.0,1055.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,622705.0,622705.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
241,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2023-01-05 01:43:34.000000,2023-01-05 01:43:34,519.0,96.0,293,46.0,93.0,35.0,109.0,2373,A python library for decision tree visualization and model interpretation.,21.0,31,True,2022-12-27 20:10:01.336,2.0.0,33.0,dtreeviz,conda-forge/dtreeviz,,,,582.0,568.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,64349.0,65565.0,https://anaconda.org/conda-forge/dtreeviz,2022-12-28 06:40:23.775,31641.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-12-22 11:12:01.000000,2022-12-22 11:11:54,831.0,21.0,193,37.0,377.0,95.0,152.0,2300,JAX-based neural network library.,68.0,31,True,2022-11-16 12:15:37.678,0.0.9,11.0,dm-haiku,conda-forge/dm-haiku,,,,734.0,692.0,https://pypi.org/project/dm-haiku,2022-07-04 18:49:30.000,42.0,103795.0,104154.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,8258.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
243,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2023-01-02 11:09:11.000000,2022-12-12 14:22:33,2415.0,14.0,431,76.0,1215.0,137.0,669.0,1690,Gaussian processes in TensorFlow.,80.0,31,True,2022-12-02 16:10:00.820,2.6.4,42.0,gpflow,conda-forge/gpflow,,,['tensorflow'],473.0,444.0,https://pypi.org/project/gpflow,2022-05-10 10:46:33.000,29.0,55933.0,56261.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,18410.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
244,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-12-15 20:52:37.000000,2021-03-24 13:03:31,240.0,,333,57.0,69.0,94.0,78.0,1672,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,31,False,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],4494.0,4350.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,144.0,667809.0,668833.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,56321.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-01-05 15:00:16.000000,2023-01-05 15:00:14,3024.0,232.0,431,52.0,2730.0,274.0,658.0,1634,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,127.0,31,True,2022-12-19 22:11:00.854,0.28.0,43.0,pennylane,conda-forge/pennylane,,,,34.0,,https://pypi.org/project/pennylane,2022-06-20 21:12:41.000,34.0,13745.0,14218.0,https://anaconda.org/conda-forge/pennylane,2022-05-01 12:38:58.341,6615.0,,,,,2.0,63.0,,,,,,,,,,,,,,,,,,,
246,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-08-17 17:00:40.000000,2018-10-12 15:53:05,1251.0,,269,51.0,153.0,99.0,217.0,1505,Python Geocoder.,73.0,31,False,2018-04-04 12:34:51.000,1.38.1,110.0,geocoder,conda-forge/geocoder,,,,6447.0,5955.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000,492.0,400706.0,402323.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,114851.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,geocoder
