,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition
194,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2025-04-22 21:36:20.000000,2025-04-22 21:36:20,30627.0,37.0,1652.0,186.0,2283.0,16.0,1631.0,5335.0,"mlpack: a fast, header-only C++ machine learning library.",332.0,33,True,2025-04-04 18:37:44.000,4.6.0,50.0,mlpack,conda-forge/mlpack,,,,6.0,,https://pypi.org/project/mlpack,2025-04-04 18:37:44.000,6.0,7390.0,13375.0,https://anaconda.org/conda-forge/mlpack,2025-04-22 14:56:52.929,353121.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
195,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2025-04-22 14:56:20.783000,2023-11-23 21:41:49,1136.0,,648.0,88.0,275.0,42.0,254.0,4623.0,Geocoding library for Python.,133.0,33,False,2023-11-23 21:50:14.000,2.4.1,61.0,geopy,conda-forge/geopy,,,,901.0,,https://pypi.org/project/geopy,2023-11-23 21:49:30.000,901.0,7131847.0,7159393.0,https://anaconda.org/conda-forge/geopy,2025-04-22 14:56:20.783,1625194.0,,,,,3.0,149.0,,,,,,,,,,,,,,,,,,,,
196,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2025-05-01 14:28:01.000000,2025-03-17 18:20:57,3891.0,6.0,879.0,54.0,1748.0,439.0,1274.0,4347.0,"Serve, optimize and scale PyTorch models in production.",220.0,33,True,2024-09-30 22:46:39.000,0.12.0,26.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],886.0,862.0,https://pypi.org/project/torchserve,2024-09-30 18:57:42.000,24.0,92067.0,121566.0,https://anaconda.org/pytorch/torchserve,2025-03-25 16:24:31.948,492555.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,32.0,1427113.0,2.0,7684.0,,,,,,,,,,,,,,,,,,,,
197,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2025-04-23 15:34:16.000000,2025-04-23 15:27:35,1145.0,13.0,364.0,56.0,1426.0,126.0,186.0,4051.0,A Python toolbox for performing gradient-free optimization.,58.0,33,True,2025-04-23 15:34:16.000,1.0.12,53.0,nevergrad,conda-forge/nevergrad,,,,967.0,895.0,https://pypi.org/project/nevergrad,2025-04-23 15:34:16.000,72.0,130436.0,131459.0,https://anaconda.org/conda-forge/nevergrad,2025-04-22 14:57:24.222,61382.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
198,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2025-04-22 14:56:51.855000,2025-01-17 12:09:38,1188.0,,1657.0,153.0,210.0,14.0,693.0,3496.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,33,True,2024-01-30 15:53:29.000,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],303.0,,https://pypi.org/project/tensorflow-hub,2024-01-30 14:49:07.000,303.0,1981674.0,1983742.0,https://anaconda.org/conda-forge/tensorflow-hub,2025-04-22 14:56:51.855,117888.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
199,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2025-04-22 14:56:38.802000,2021-10-12 13:32:38,1570.0,,545.0,62.0,546.0,318.0,393.0,2770.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2024-06-04 19:12:54.000,0.10.2,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,8421.0,8053.0,https://pypi.org/project/scikit-optimize,2024-06-04 19:12:54.000,368.0,743816.0,757442.0,https://anaconda.org/conda-forge/scikit-optimize,2025-04-22 14:56:38.802,776692.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
200,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2025-04-22 14:56:25.923000,2025-03-24 01:18:35,980.0,6.0,396.0,38.0,157.0,44.0,259.0,2443.0,A library of sklearn compatible categorical variable encoders.,71.0,33,True,2025-03-15 16:16:43.000,2.8.1,36.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3883.0,3574.0,https://pypi.org/project/category_encoders,2025-03-15 16:17:21.000,309.0,1913073.0,1920370.0,https://anaconda.org/conda-forge/category_encoders,2025-04-22 14:56:25.923,313807.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
201,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2025-04-22 14:56:24.379000,2024-10-29 11:59:38,2311.0,,559.0,67.0,487.0,267.0,713.0,2441.0,Survival analysis in Python.,120.0,33,True,2024-10-29 12:00:41.000,0.30.0,172.0,lifelines,conda-forge/lifelines,,,,3958.0,3797.0,https://pypi.org/project/lifelines,2024-10-29 12:00:41.000,161.0,2556536.0,2563532.0,https://anaconda.org/conda-forge/lifelines,2025-04-22 14:56:24.379,419808.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
202,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2025-04-22 14:56:27.864000,2025-03-31 15:33:49,582.0,7.0,160.0,41.0,86.0,4.0,138.0,2129.0,a python library for doing approximate and phonetic matching of strings.,34.0,33,True,2025-03-31 15:41:38.000,1.2.0,47.0,jellyfish,conda-forge/jellyfish,,,,14716.0,14417.0,https://pypi.org/project/jellyfish,2025-03-31 15:41:38.000,299.0,7448105.0,7471133.0,https://anaconda.org/conda-forge/jellyfish,2025-04-22 14:56:27.864,1358660.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
203,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2025-04-26 06:36:56.000000,2025-04-23 20:51:12,3823.0,51.0,194.0,47.0,1424.0,134.0,757.0,2050.0,Ahead of Time compiler for numeric kernels.,74.0,33,True,2024-10-31 09:34:16.000,0.17.0,62.0,pythran,conda-forge/pythran,,,,3383.0,3362.0,https://pypi.org/project/pythran,2024-10-31 09:34:16.000,21.0,316780.0,336638.0,https://anaconda.org/conda-forge/pythran,2025-04-22 14:56:51.391,1112102.0,,,,,2.0,,,,,,,,,,,,,,pythran,python-pythran,,,,,,
204,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2025-04-30 20:53:40.000000,2025-04-30 20:53:37,4809.0,234.0,53.0,209.0,626.0,161.0,523.0,1654.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,33,True,2025-03-28 12:26:01.000,4.6.2,87.0,lets-plot,,,,,198.0,183.0,https://pypi.org/project/lets-plot,2025-03-28 12:20:53.000,15.0,53465.0,53513.0,,,,,,,,2.0,3231.0,,,,,,,,,,,,,,,,,,,,
205,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2025-04-22 14:56:32.225000,2018-10-12 15:53:05,1251.0,,285.0,49.0,160.0,114.0,220.0,1639.0,Python Geocoder.,75.0,33,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,15154.0,14942.0,https://pypi.org/project/geocoder,2021-12-15 15:58:16.110,212.0,1049769.0,1082701.0,https://anaconda.org/conda-forge/geocoder,2025-04-22 14:56:32.225,164662.0,,,,,3.0,,,,,,,,,,,,,,,,geocoder,,,,,
206,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,,2010-02-06 11:43:08.000,2025-04-22 14:56:23.610000,2025-04-22 14:14:46,14953.0,193.0,445.0,54.0,2334.0,162.0,845.0,755.0,"DIPY is the paragon 3D/4D+ medical imaging library in Python. Contains generic methods for spatial normalization,..",168.0,33,False,2025-03-16 06:33:35.000,1.11.0,30.0,dipy,conda-forge/dipy,,,,1634.0,1498.0,https://pypi.org/project/dipy,2025-03-16 06:33:35.000,136.0,39475.0,50464.0,https://anaconda.org/conda-forge/dipy,2025-04-22 14:56:23.610,615427.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
207,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2025-05-01 03:54:46.000000,2025-04-18 08:40:53,3809.0,23.0,4491.0,393.0,4319.0,463.0,1289.0,40838.0,"Making large AI models cheaper, faster and more accessible.",194.0,32,True,2025-03-04 01:51:48.000,0.4.9,49.0,,,,,,500.0,500.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
208,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2025-04-23 06:59:18.000000,2025-04-23 06:59:18,3064.0,85.0,2651.0,218.0,504.0,256.0,483.0,11586.0,FinRL: Financial Reinforcement Learning.,124.0,32,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,88.0,88.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,3274.0,3274.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
209,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-04-28 20:00:33.000000,2024-10-17 22:52:09,3861.0,,1193.0,192.0,2869.0,45.0,1037.0,11431.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",156.0,32,True,2024-07-30 00:29:49.000,0.10.4,56.0,ludwig,,,,['tensorflow'],309.0,303.0,https://pypi.org/project/ludwig,2024-07-30 00:29:49.000,6.0,2254.0,2254.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
210,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1137.0,339.0,1683.0,523.0,1294.0,11201.0,Turi Create simplifies the development of custom machine learning models.,88.0,32,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,399.0,394.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,5.0,18017.0,18148.0,,,,,,,,3.0,11659.0,,,,,,,,,,,,,,,,,,,,
211,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2091.0,279.0,3400.0,51.0,1494.0,10526.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,32,False,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],280.0,271.0,https://pypi.org/project/parlai,2023-06-06 20:46:16.091,9.0,2222.0,2222.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
212,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2025-04-22 14:56:26.236000,2025-04-12 19:24:14,581.0,1.0,2332.0,216.0,264.0,139.0,420.0,10372.0,A little word cloud generator in Python.,73.0,32,True,2024-11-10 14:34:59.000,1.9.4,21.0,wordcloud,conda-forge/wordcloud,,,,567.0,21.0,https://pypi.org/project/wordcloud,2024-11-10 14:34:59.000,546.0,1785172.0,1796575.0,https://anaconda.org/conda-forge/wordcloud,2025-04-22 14:56:26.236,661374.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
213,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2025-04-22 14:56:25.369000,2021-09-09 20:54:41,384.0,,876.0,262.0,148.0,107.0,104.0,9257.0,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,1211.0,21.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1190.0,9281015.0,9292078.0,https://anaconda.org/conda-forge/fuzzywuzzy,2025-04-22 14:56:25.369,597439.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
214,PyTorch3D,facebookresearch/pytorch3d,image,,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000,2025-03-28 15:26:58.000000,2025-03-28 15:16:54,1209.0,8.0,1328.0,150.0,187.0,277.0,1390.0,9226.0,PyTorch3D is FAIRs library of reusable components for deep learning with 3D data.,157.0,32,False,2024-09-13 14:37:23.000,V0.7.8,19.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],1275.0,1261.0,https://pypi.org/project/pytorch3d,2022-04-28 15:53:26.000,14.0,4909.0,9740.0,https://anaconda.org/pytorch3d/pytorch3d,2025-03-25 16:29:23.925,318851.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
215,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2024-12-16 18:00:41.000000,2024-12-16 18:00:41,1394.0,,1399.0,298.0,897.0,146.0,759.0,9224.0,AutoML library for deep learning.,145.0,32,True,2024-03-20 21:40:33.000,2.0.0,59.0,autokeras,,,,['tensorflow'],855.0,842.0,https://pypi.org/project/autokeras,2024-03-20 21:40:33.000,13.0,17862.0,18078.0,,,,,,,,2.0,19473.0,,,,,,,,,,,,,,,,,,,,
216,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2025-04-17 11:22:20.000000,2024-12-25 06:44:36,2948.0,,1687.0,90.0,1710.0,21.0,2152.0,8994.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,32,True,2024-11-05 11:28:52.000,2.10.0,20.0,paddleseg,,,,['paddle'],1424.0,1417.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,7.0,1926.0,1926.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
217,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2025-04-22 14:57:14.720000,2025-04-11 02:10:33,1210.0,13.0,1401.0,98.0,688.0,735.0,532.0,8643.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,131.0,32,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],3159.0,3159.0,,,,,8777.0,https://anaconda.org/conda-forge/nvidia-apex,2025-04-22 14:57:14.720,482744.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
218,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2025-04-30 08:22:42.000000,2025-04-30 08:22:42,4062.0,157.0,1345.0,261.0,10214.0,1145.0,1743.0,7819.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",114.0,32,True,2025-04-09 06:51:51.000,0.1.0-mas,869.0,bigdl,,,,,7.0,,https://pypi.org/project/bigdl,2024-03-24 14:04:20.000,2.0,29710.0,29717.0,,,,,,,,2.0,690.0,,,,,,,intel/ipex-llm,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,5.0,
219,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2025-04-22 14:56:49.243000,2025-02-28 21:29:16,1874.0,9.0,825.0,127.0,296.0,503.0,343.0,7747.0,Uniform Manifold Approximation and Projection.,139.0,32,True,2025-02-28 21:30:46.000,release-0.5.8,41.0,umap-learn,conda-forge/umap-learn,,,,1061.0,1.0,https://pypi.org/project/umap-learn,2024-10-28 18:05:55.000,1060.0,1514355.0,1564671.0,https://anaconda.org/conda-forge/umap-learn,2025-04-22 14:56:49.243,2968693.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
220,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-04-22 14:56:57.460000,2024-11-13 18:39:43,1380.0,,883.0,158.0,1737.0,154.0,865.0,7431.0,An open source python library for automated feature engineering.,74.0,32,True,2024-05-14 18:59:58.000,1.31.0,106.0,featuretools,conda-forge/featuretools,,,,2102.0,2028.0,https://pypi.org/project/featuretools,2024-05-14 18:59:58.000,74.0,88989.0,93124.0,https://anaconda.org/conda-forge/featuretools,2025-04-22 14:56:57.460,243985.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
221,Opik,comet-ml/opik,nlp,,https://github.com/comet-ml/opik,https://github.com/comet-ml/opik,Apache-2.0,2023-05-10 12:57:13.000,2025-05-01 15:04:52.000000,2025-05-01 15:04:49,1660.0,736.0,506.0,65.0,1731.0,79.0,187.0,7232.0,"Debug, evaluate, and monitor your LLM applications, RAG systems, and agentic workflows with comprehensive tracing,..",49.0,32,True,2025-04-29 12:09:18.000,1.7.13,122.0,opik,,,,,16.0,6.0,https://pypi.org/project/opik,2025-04-29 12:09:32.000,10.0,237783.0,237783.0,,,,,,,,2.0,12.0,,,,,,,,,,,,,,,,,,,,
222,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2025-04-30 23:28:39.000000,2025-04-24 16:35:09,263.0,40.0,1156.0,208.0,216.0,148.0,372.0,6598.0,Official Kaggle API.,49.0,32,True,2025-03-14 22:46:23.000,1.7.4.2,79.0,kaggle,conda-forge/kaggle,,,,252.0,21.0,https://pypi.org/project/kaggle,2025-03-14 22:09:26.000,231.0,344178.0,348196.0,https://anaconda.org/conda-forge/kaggle,2025-04-22 14:57:05.316,225035.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
223,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2025-04-24 12:58:03.000000,2025-04-24 12:58:00,1115.0,6.0,392.0,80.0,559.0,66.0,469.0,6011.0,A scikit-learn compatible neural network library that wraps PyTorch.,67.0,32,True,2025-01-10 13:04:37.000,1.1.0,21.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1736.0,1642.0,https://pypi.org/project/skorch,2025-01-10 13:01:10.000,94.0,106458.0,120718.0,https://anaconda.org/conda-forge/skorch,2025-04-22 14:56:55.090,798571.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
224,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2025-04-22 14:56:47.184000,2020-07-15 13:46:58,1184.0,,1760.0,305.0,297.0,161.0,268.0,5932.0,Portfolio and risk analytics in Python.,60.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1269.0,1255.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,12073.0,12246.0,https://anaconda.org/conda-forge/pyfolio,2025-04-22 14:56:47.184,15062.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
225,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2025-04-22 14:57:25.759000,2025-04-04 01:06:00,257.0,7.0,930.0,126.0,43.0,76.0,149.0,5919.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,22.0,32,True,2024-11-21 20:20:09.000,0.2.5,9.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5152.0,5036.0,https://pypi.org/project/torchdiffeq,2024-11-21 20:20:09.000,116.0,1101476.0,1101830.0,https://anaconda.org/conda-forge/torchdiffeq,2025-04-22 14:57:25.759,21277.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
226,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2025-04-29 07:58:30.000000,2025-02-28 08:53:01,12558.0,3.0,1189.0,99.0,1458.0,22.0,883.0,5228.0,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",141.0,32,True,2025-01-22 10:09:43.000,1.19.1,63.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,740.0,720.0,https://pypi.org/project/adversarial-robustness-toolbox,2025-01-22 09:57:58.000,20.0,28130.0,29348.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2025-04-22 14:57:32.684,70697.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
227,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2025-04-30 22:55:17.000000,2025-04-30 16:34:13,15848.0,202.0,566.0,77.0,3987.0,989.0,1708.0,4677.0,cuML - RAPIDS Machine Learning Library.,182.0,32,True,2025-04-09 21:28:25.000,25.04.00,45.0,cuml,,,,,14.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,14.0,4335.0,4335.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
228,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-04-22 14:57:43.850000,2024-06-17 19:23:44,491.0,,679.0,65.0,239.0,251.0,165.0,4667.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,8091.0,7957.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,474192.0,480765.0,https://anaconda.org/conda-forge/hnswlib,2025-04-22 14:57:43.850,348390.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
229,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-05-01 12:42:19.000000,2025-04-30 16:21:44,1957.0,20.0,665.0,42.0,966.0,512.0,329.0,4277.0,Time series forecasting with PyTorch.,67.0,32,True,2025-02-06 17:46:54.000,1.3.0,38.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,597.0,575.0,https://pypi.org/project/pytorch-forecasting,2025-02-06 19:41:43.000,22.0,138456.0,139823.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-04-22 14:57:35.705,76594.0,,,,,2.0,,,,,,,,sktime/pytorch-forecasting,,,,,,,,,,,,,
230,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2025-04-22 14:56:29.803000,2025-04-17 10:10:37,347.0,2.0,339.0,61.0,78.0,23.0,126.0,3601.0,A Python Perceptual Image Hashing Module.,28.0,32,True,2025-02-01 08:45:36.000,4.3.2,21.0,ImageHash,conda-forge/imagehash,,,,17187.0,16918.0,https://pypi.org/project/ImageHash,2025-02-01 08:45:36.000,269.0,1736181.0,1744415.0,https://anaconda.org/conda-forge/imagehash,2025-04-22 14:56:29.803,444669.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
231,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2025-04-22 14:56:37.895000,2022-08-22 18:21:12,586.0,,632.0,79.0,85.0,74.0,162.0,3542.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,9331.0,9211.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,120.0,1640262.0,1731995.0,https://anaconda.org/conda-forge/filterpy,2025-04-22 14:56:37.895,275200.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
232,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2025-05-01 11:34:51.000000,2025-02-24 22:58:28,1312.0,1.0,812.0,338.0,1474.0,332.0,519.0,3538.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",156.0,32,True,2024-04-24 16:20:45.000,0.18.0,34.0,torchtext,,,,['pytorch'],285.0,,https://pypi.org/project/torchtext,2024-04-24 15:49:45.000,285.0,801879.0,801879.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
