,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
192,NMSLIB,nmslib/nmslib,,nn-search,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000000,2021-11-22 21:32:33.032000,2021-09-19 04:51:57.000000,371,60.0,331.0,2634.0,1511.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,45.0,28,True,2021-02-03 16:40:09.000000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,71187.0,560.0,508.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000000,52.0,68944.0,https://anaconda.org/conda-forge/nmslib,2021-11-22 21:32:33.032000,44878.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
193,TextDistance,life4/textdistance,,nlp,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000000,2021-11-29 10:29:02.000000,2021-11-29 10:29:02.000000,203,9.0,,2559.0,321.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",11.0,28,True,2021-10-27 13:15:53.000000,4.2.2,22.0,textdistance,conda-forge/textdistance,,354.0,205424.0,1394.0,1366.0,https://pypi.org/project/textdistance,2021-10-27 13:15:53.000000,28.0,203903.0,https://anaconda.org/conda-forge/textdistance,2021-10-27 17:04:18.548000,65116.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
194,pygal,Kozea/pygal,,graph,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000000,2021-11-29 10:47:48.000000,2021-11-24 21:04:02.000000,391,177.0,244.0,2412.0,1018.0,PYthon svg GrAph plotting Library.,71.0,28,False,2021-11-24 21:07:22.000000,3.0.0,75.0,pygal,conda-forge/pygal,,,79697.0,1152.0,,https://pypi.org/project/pygal,2021-11-24 21:07:22.000000,1152.0,79385.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728000,9377.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
195,Flax,google/flax,,ml-frameworks,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000000,2021-12-02 10:57:07.000000,2021-12-01 13:19:29.000000,267,166.0,268.0,2343.0,,Flax is a neural network library for JAX that is designed for flexibility.,121.0,28,True,2021-10-27 21:00:51.000000,0.3.6,15.0,flax,,['jax'],31.0,4197212.0,540.0,534.0,https://pypi.org/project/flax,2021-10-27 21:00:51.000000,6.0,4197211.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
196,hdbscan,scikit-learn-contrib/hdbscan,,others,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000000,2021-11-26 23:18:05.000000,2021-11-24 18:26:20.000000,369,252.0,151.0,2025.0,923.0,A high performance implementation of HDBSCAN clustering.,74.0,28,True,2021-02-03 20:21:02.000000,0.8.27,43.0,hdbscan,conda-forge/hdbscan,['sklearn'],,293561.0,1223.0,1099.0,https://pypi.org/project/hdbscan,2021-02-03 20:21:02.000000,124.0,278477.0,https://anaconda.org/conda-forge/hdbscan,2021-02-14 03:07:15.749000,980465.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Pythran,serge-sans-paille/pythran,,others,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000000,2021-12-01 12:11:38.000000,2021-12-01 12:11:37.000000,162,113.0,626.0,1651.0,3482.0,Ahead of Time compiler for numeric kernels.,64.0,28,True,2021-09-14 05:37:45.000000,0.10.0,51.0,pythran,conda-forge/pythran,,,237244.0,112.0,86.0,https://pypi.org/project/pythran,2021-09-14 05:37:45.000000,26.0,232411.0,https://anaconda.org/conda-forge/pythran,2021-11-05 02:26:49.727000,207833.0,2.0,,,,,,,,,,,,,,,,,,,,pythran,python-pythran,,,,,
198,pyLDAvis,bmabey/pyLDAvis,,interpretability,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000000,2021-11-22 20:42:31.000000,2021-03-24 13:03:31.000000,320,86.0,77.0,1544.0,240.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,28,True,2021-03-24 13:05:21.000000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,['jupyter'],,430134.0,3042.0,2844.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000000,198.0,429382.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309000,31598.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
199,mleap,combust/mleap,,data-pipelines,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000000,2021-12-01 22:53:26.000000,2021-11-08 18:05:46.000000,285,85.0,348.0,1323.0,926.0,MLeap: Deploy ML Pipelines to Production.,70.0,28,True,2021-09-27 15:16:57.000000,0.18.1,8.0,mleap,conda-forge/mleap,,,105751.0,202.0,170.0,https://pypi.org/project/mleap,2021-09-27 15:16:57.000000,32.0,104463.0,https://anaconda.org/conda-forge/mleap,2021-10-02 22:28:24.067000,41216.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Model Analysis,tensorflow/model-analysis,,interpretability,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000000,2021-12-02 04:44:01.000000,2021-12-02 01:08:13.000000,234,25.0,47.0,1134.0,1072.0,Model analysis tools for TensorFlow.,36.0,28,True,2021-12-02 04:44:01.000000,0.36.0,46.0,tensorflow-model-analysis,,"['tensorflow', 'jupyter']",,5682502.0,20.0,,https://pypi.org/project/tensorflow-model-analysis,2021-12-02 04:44:01.000000,20.0,5682502.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
201,agate,wireservice/agate,,others,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000000,2021-10-06 19:36:50.000000,2021-07-15 17:22:49.000000,133,54.0,630.0,1069.0,1466.0,A Python data analysis library that is optimized for humans instead of machines.,49.0,28,True,2018-03-11 14:37:30.000000,1.6.1,25.0,agate,conda-forge/agate,,,760757.0,922.0,680.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000000,242.0,759488.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405000,73621.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
202,pmdarima,alkaline-ml/pmdarima,,time-series-data,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000000,2021-11-28 22:03:01.000000,2021-11-28 21:48:59.000000,186,21.0,240.0,1062.0,1043.0,"A statistical library designed to fill the void in Python's time series analysis capabilities, including the..",19.0,28,True,2021-11-05 12:39:58.000000,1.8.4,36.0,pmdarima,,,,851731.0,1543.0,1531.0,https://pypi.org/project/pmdarima,2021-11-05 12:39:58.000000,12.0,851731.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
203,cartopy,SciTools/cartopy,,data-viz,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000000,2021-11-28 22:07:50.000000,2021-11-28 04:33:29.000000,298,288.0,742.0,965.0,2558.0,Cartopy - a cartographic python library with matplotlib support.,105.0,28,False,2021-10-20 19:04:16.000000,0.20.1,24.0,cartopy,conda-forge/cartopy,,,118524.0,2383.0,2037.0,https://pypi.org/project/cartopy,2021-10-08 23:44:10.000000,346.0,91539.0,https://anaconda.org/conda-forge/cartopy,2021-11-20 12:45:41.185000,1862002.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
204,zarr,zarr-developers/zarr-python,,data-containers,https://github.com/zarr-developers/zarr-python,https://github.com/zarr-developers/zarr-python,MIT,2015-12-15 14:49:40.000000,2021-12-02 11:54:02.000000,2021-12-02 08:50:21.000000,134,198.0,273.0,820.0,1513.0,"An implementation of chunked, compressed, N-dimensional arrays for Python.",52.0,28,True,2021-11-19 08:12:25.000000,2.10.3,49.0,zarr,conda-forge/zarr,,,72436.0,1026.0,954.0,https://pypi.org/project/zarr,2021-11-19 08:12:25.000000,72.0,55123.0,https://anaconda.org/conda-forge/zarr,2021-11-19 10:43:50.744000,1159995.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
205,geojson,jazzband/geojson,,geospatial-data,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000000,2021-11-11 11:08:46.000000,2021-11-11 10:02:01.000000,87,19.0,58.0,673.0,455.0,Python bindings and utilities for GeoJSON.,45.0,28,True,2019-08-09 20:32:15.000000,2.5.0,28.0,geojson,conda-forge/geojson,,,495081.0,9929.0,8095.0,https://pypi.org/project/geojson,2019-08-09 20:32:15.000000,1834.0,488408.0,https://anaconda.org/conda-forge/geojson,2019-08-11 12:10:34.426000,460488.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
206,data-validation,tensorflow/data-validation,,data-viz,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000000,2021-12-01 23:17:43.000000,2021-12-01 22:30:18.000000,113,37.0,109.0,592.0,699.0,Library for exploring and validating machine learning data.,23.0,28,True,2021-12-01 23:17:43.000000,1.5.0,35.0,tensorflow-data-validation,,"['tensorflow', 'jupyter']",288.0,5884958.0,371.0,353.0,https://pypi.org/project/tensorflow-data-validation,2021-12-01 23:17:43.000000,18.0,5884951.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
207,Cython BLIS,explosion/cython-blis,,others,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000000,2021-11-17 12:08:58.000000,2021-11-17 12:08:58.000000,29,6.0,22.0,181.0,532.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,10.0,28,False,2021-10-27 09:16:31.000000,0.7.5,36.0,blis,conda-forge/cython-blis,,,2343321.0,14773.0,14383.0,https://pypi.org/project/blis,2021-10-22 08:50:51.000000,390.0,2308914.0,https://anaconda.org/conda-forge/cython-blis,2021-11-04 20:09:22.632000,1135442.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
208,fairseq,pytorch/fairseq,,nlp,https://github.com/pytorch/fairseq,https://github.com/pytorch/fairseq,MIT,2017-08-29 16:26:12.000000,2021-12-01 13:38:14.000000,2021-11-29 20:32:59.000000,3747,1087.0,2015.0,14709.0,,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,364.0,27,True,2021-01-05 20:26:45.000000,0.10.2,13.0,fairseq,,['pytorch'],151.0,24728.0,614.0,594.0,https://pypi.org/project/fairseq,2021-01-05 20:26:45.000000,20.0,24725.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Sonnet,deepmind/sonnet,,ml-frameworks,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000000,2021-11-30 10:18:29.000000,2021-11-30 10:18:21.000000,1281,22.0,146.0,9091.0,,TensorFlow-based neural network library.,53.0,27,True,2020-03-27 10:36:19.000000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,['tensorflow'],,232894.0,799.0,717.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000000,82.0,232397.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843000,12448.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PySyft,OpenMined/PySyft,,privacy-ml,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000000,2021-12-02 12:29:41.000000,2021-12-02 05:23:35.000000,1747,301.0,2753.0,7768.0,9339.0,A library for answering questions using data you cannot see.,426.0,27,True,2021-12-01 19:46:09.000000,0.6.0,61.0,syft,,['pytorch'],,2759.0,6.0,,https://pypi.org/project/syft,2021-12-01 19:46:09.000000,6.0,2759.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
211,backtrader,mementum/backtrader,,financial-data,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000000,2021-11-02 14:00:05.000000,2021-07-17 22:17:12.000000,2390,37.0,,7727.0,2385.0,Python Backtesting library for trading strategies.,52.0,27,False,,,155.0,backtrader,,,,11371.0,895.0,825.0,https://pypi.org/project/backtrader,2020-07-03 13:02:14.000000,70.0,11371.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
212,carla,carla-simulator/carla,,others,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000000,2021-12-02 10:24:53.000000,2021-11-19 11:13:47.000000,2041,504.0,3129.0,6926.0,5439.0,Open-source simulator for autonomous driving research.,140.0,27,True,2021-11-17 08:28:27.000000,0.9.13,24.0,carla,,,,2172.0,108.0,104.0,https://pypi.org/project/carla,2021-11-17 08:28:27.000000,4.0,2172.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
213,imageai,OlafenwaMoses/ImageAI,,image,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000000,2021-12-02 10:25:30.000000,2021-05-08 20:05:36.000000,1852,250.0,424.0,6693.0,292.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,27,True,2021-01-05 01:26:01.000000,2.1.6,10.0,imageai,,,671778.0,22202.0,1021.0,997.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000000,24.0,6935.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
214,DeepPavlov,deepmipt/DeepPavlov,,nlp,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000000,2021-12-01 16:04:37.000000,2021-09-28 17:29:02.000000,983,143.0,498.0,5504.0,2607.0,An open source library for deep learning end-to-end dialog systems and chatbots.,67.0,27,True,2021-09-28 17:35:36.000000,0.17.1,46.0,deeppavlov,,['tensorflow'],,7202.0,243.0,235.0,https://pypi.org/project/deeppavlov,2021-09-28 17:35:36.000000,8.0,7202.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Metaflow,Netflix/metaflow,,ml-experiments,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000000,2021-12-02 03:53:49.000000,2021-11-30 09:58:18.000000,448,224.0,187.0,5041.0,388.0,Build and manage real-life data science projects with ease!.,41.0,27,True,2021-11-30 01:01:16.000000,2.4.4,35.0,metaflow,conda-forge/metaflow,,,27115.0,226.0,224.0,https://pypi.org/project/metaflow,2021-11-30 02:06:43.000000,2.0,25931.0,https://anaconda.org/conda-forge/metaflow,2021-11-30 06:12:11.086000,28430.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
216,Tokenizers,huggingface/tokenizers,,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000000,2021-12-02 12:12:52.000000,2021-10-07 14:56:48.000000,399,145.0,381.0,5035.0,1493.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,46.0,27,True,2021-09-08 07:18:04.000000,python-v0.11.0,62.0,tokenizers,conda-forge/tokenizers,,,3117577.0,38.0,38.0,https://pypi.org/project/tokenizers,2021-05-24 21:47:49.000000,0.0,3111513.0,https://anaconda.org/conda-forge/tokenizers,2021-09-22 14:56:29.695000,103089.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
217,Augmentor,mdbloice/Augmentor,,image,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000000,2021-10-15 05:38:50.000000,2021-10-15 05:38:50.000000,830,122.0,70.0,4575.0,537.0,Image augmentation library in Python for machine learning.,22.0,27,True,2021-10-14 08:49:48.000000,0.2.9,21.0,Augmentor,,,,10167.0,422.0,380.0,https://pypi.org/project/Augmentor,2021-10-14 08:49:48.000000,42.0,10167.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
218,InterpretML,interpretml/interpret,,interpretability,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000000,2021-12-02 10:15:15.000000,2021-11-19 23:00:01.000000,531,91.0,166.0,4319.0,1791.0,Fit interpretable models. Explain blackbox machine learning.,27.0,27,True,2021-09-23 20:41:03.000000,0.2.7,37.0,interpret,,['jupyter'],,39858.0,134.0,132.0,https://pypi.org/project/interpret,2021-09-23 19:52:27.000000,2.0,39858.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
219,pyAudioAnalysis,tyiannak/pyAudioAnalysis,,audio,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000000,2021-11-12 09:45:54.000000,2021-11-12 09:42:45.000000,1047,173.0,114.0,4253.0,723.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",25.0,27,True,2021-11-12 09:45:54.000000,0.3.8,17.0,pyAudioAnalysis,,,,8257.0,263.0,241.0,https://pypi.org/project/pyAudioAnalysis,2021-11-12 09:45:54.000000,22.0,8257.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
220,skorch,skorch-dev/skorch,,ml-frameworks,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000000,2021-11-30 10:48:50.965000,2021-11-28 00:07:58.000000,298,52.0,366.0,4233.0,973.0,A scikit-learn compatible neural network library that wraps PyTorch.,46.0,27,True,2021-10-31 15:54:20.000000,0.11.0,14.0,skorch,conda-forge/skorch,"['pytorch', 'sklearn']",,26477.0,438.0,412.0,https://pypi.org/project/skorch,2021-10-31 15:48:51.000000,26.0,13913.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965000,490002.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Perspective,finos/perspective,,data-viz,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000000,2021-12-02 02:49:27.000000,2021-11-29 19:20:28.000000,416,66.0,407.0,3959.0,4878.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",65.0,27,True,2021-11-24 03:10:29.000000,1.0.3,55.0,perspective-python,,['jupyter'],,3871.0,227.0,219.0,https://pypi.org/project/perspective-python,2021-11-24 03:10:29.000000,8.0,1974.0,,,,2.0,,,,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-11-23 18:46:53.499000,,1897.0,,,,,,,,,,,,,
222,PML,KevinMusgrave/pytorch-metric-learning,,pytorch-utils,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000000,2021-12-02 08:43:17.000000,2021-11-30 11:16:47.000000,486,54.0,266.0,3868.0,802.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",21.0,27,True,2021-11-28 20:20:55.000000,1.0.0,166.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,['pytorch'],,105909.0,170.0,170.0,https://pypi.org/project/pytorch-metric-learning,2021-11-28 19:05:22.000000,0.0,105695.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2021-11-28 19:31:02.821000,4926.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
223,DeepChem,deepchem/deepchem,,others,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000000,2021-11-30 16:43:52.000000,2021-11-30 16:38:49.000000,1208,431.0,968.0,3291.0,7315.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",173.0,27,True,2021-03-18 03:10:52.000000,2.5.0,353.0,deepchem,,['tensorflow'],,4610.0,69.0,65.0,https://pypi.org/project/deepchem,2021-11-30 16:43:52.000000,4.0,4610.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
224,dyNET,clab/dynet,,ml-frameworks,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000000,2021-09-07 23:47:31.000000,2021-01-27 15:43:03.000000,703,259.0,659.0,3264.0,3267.0,DyNet: The Dynamic Neural Network Toolkit.,156.0,27,True,2020-10-21 14:31:01.000000,2.1.2,24.0,dyNET,,,4201.0,14917.0,233.0,195.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000000,38.0,14850.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
225,BentoML,bentoml/BentoML,,model-serialisation,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000000,2021-12-02 13:13:08.000000,2021-11-22 02:09:17.000000,346,72.0,419.0,3025.0,1161.0,Model Serving Made Easy.,90.0,27,True,2021-07-13 10:52:52.000000,0.13.1,70.0,bentoml,,,932.0,9724.0,145.0,137.0,https://pypi.org/project/bentoml,2021-07-13 07:00:28.000000,8.0,9695.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
226,plotnine,has2k1/plotnine,,data-viz,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000000,2021-11-30 10:05:16.000000,2021-11-30 09:43:37.000000,146,72.0,378.0,2863.0,1709.0,A grammar of graphics for Python.,89.0,27,False,2021-03-25 12:57:10.000000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,143033.0,2942.0,2688.0,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000000,254.0,140485.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423000,140194.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
227,ClearML,allegroai/clearml,,ml-experiments,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000000,2021-12-02 09:28:35.000000,2021-12-02 09:28:35.000000,394,132.0,282.0,2827.0,1437.0,"ClearML - Auto-Magical Suite of tools to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",40.0,27,True,2021-11-08 09:06:16.000000,1.1.4,51.0,clearml,,,376.0,46448.0,160.0,160.0,https://pypi.org/project/clearml,2021-11-28 17:42:16.000000,0.0,45433.0,,,,2.0,,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30094.0,,,,,,,,,,,,,,,,,,,,
228,Captum,pytorch/captum,,interpretability,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000000,2021-12-02 03:13:00.000000,2021-12-02 03:12:58.000000,293,75.0,223.0,2801.0,872.0,Model interpretability and understanding for PyTorch.,77.0,27,True,2021-11-02 21:47:58.000000,0.4.1,7.0,captum,,['pytorch'],,28468.0,324.0,324.0,https://pypi.org/project/captum,2021-11-02 02:41:19.000000,0.0,28468.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
229,Catalyst,catalyst-team/catalyst,,ml-experiments,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000000,2021-12-02 09:28:18.000000,2021-12-02 09:27:24.000000,350,10.0,318.0,2790.0,1658.0,Accelerated deep learning R&D.,101.0,27,True,2021-11-30 07:36:48.000000,21.11,103.0,catalyst,,['pytorch'],,9510.0,479.0,441.0,https://pypi.org/project/catalyst,2021-11-30 07:53:23.000000,38.0,9510.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
230,pomegranate,jmschrei/pomegranate,,probabilistics,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000000,2021-12-01 22:51:35.000000,2021-11-20 02:50:26.000000,509,59.0,606.0,2783.0,930.0,"Fast, flexible and easy to use probabilistic modelling in Python.",65.0,27,True,2021-11-01 20:09:53.000000,0.14.6,67.0,pomegranate,conda-forge/pomegranate,,,38168.0,633.0,577.0,https://pypi.org/project/pomegranate,2021-11-19 21:46:05.000000,56.0,35535.0,https://anaconda.org/conda-forge/pomegranate,2021-11-16 01:22:35.020000,76379.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
231,nlpaug,makcedward/nlpaug,,nlp,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000000,2021-12-01 15:44:08.000000,2021-12-01 15:40:42.000000,308,24.0,129.0,2700.0,691.0,Data augmentation for NLP.,24.0,27,True,2021-12-01 15:44:08.000000,1.1.9,35.0,nlpaug,,,,27154.0,214.0,212.0,https://pypi.org/project/nlpaug,2021-12-01 15:43:27.000000,2.0,27154.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
232,gpustat,wookayin/gpustat,,gpu-utilities,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000000,2021-11-07 22:16:42.000000,2021-08-13 10:24:05.000000,206,22.0,56.0,2650.0,170.0,A simple command-line utility for querying and monitoring GPU status.,12.0,27,True,2019-07-22 06:37:00.000000,0.6.0,11.0,gpustat,conda-forge/gpustat,,,294089.0,1510.0,1452.0,https://pypi.org/project/gpustat,2021-01-02 05:59:41.000000,58.0,291133.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772000,97573.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
233,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,,data-containers,https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20.000000,2021-10-17 18:07:36.000000,2021-05-08 08:05:59.000000,393,25.0,127.0,2523.0,287.0,Pandas integration with sklearn.,37.0,27,False,2021-05-08 08:32:08.000000,2.1.0,27.0,sklearn-pandas,,"['sklearn', 'pandas']",,358790.0,3353.0,3131.0,https://pypi.org/project/sklearn-pandas,2021-05-08 08:14:28.000000,222.0,358790.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
