,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
205,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2025-03-25 16:00:15.818000,2018-10-12 15:53:05,1251.0,,285.0,49.0,160.0,114.0,220.0,1637.0,Python Geocoder.,75.0,33,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,14304.0,14092.0,https://pypi.org/project/geocoder,2021-12-15 15:58:16.110,212.0,931583.0,985629.0,https://anaconda.org/conda-forge/geocoder,2025-03-25 16:00:15.818,162138.0,,,,,2.0,,,,,,,,,,,,,,,,geocoder,,,,
206,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2025-03-27 13:46:31.000000,2025-03-27 13:46:27,2952.0,18.0,252.0,35.0,242.0,50.0,515.0,1355.0,Python interface for igraph.,78.0,33,False,2024-10-28 12:53:42.000,0.11.8,43.0,python-igraph,conda-forge/igraph,,,,4829.0,4423.0,https://pypi.org/project/python-igraph,2024-10-28 12:53:42.000,406.0,214481.0,233526.0,https://anaconda.org/conda-forge/igraph,2025-03-25 16:00:14.569,732640.0,,,,,1.0,566831.0,,,,,,,,,,,,,,,,,,,
207,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2025-03-25 16:00:36.222000,2025-03-24 15:05:05,14620.0,193.0,306.0,33.0,1970.0,520.0,699.0,1095.0,Python package for earth-observing satellite data processing.,176.0,33,False,2025-03-21 15:40:35.000,0.55.0,101.0,satpy,conda-forge/satpy,,,,198.0,166.0,https://pypi.org/project/satpy,2025-03-21 15:40:35.000,32.0,8636.0,13228.0,https://anaconda.org/conda-forge/satpy,2025-03-25 16:00:36.222,261753.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
208,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2025-03-25 16:00:08.911000,2025-02-24 17:16:03,588.0,9.0,104.0,34.0,77.0,72.0,84.0,965.0,Describing statistical models in Python using symbolic formulas.,22.0,33,True,2024-11-12 14:10:52.000,1.0.1,15.0,patsy,conda-forge/patsy,,,,119814.0,119281.0,https://pypi.org/project/patsy,2024-11-12 14:10:52.000,533.0,15434899.0,15787014.0,https://anaconda.org/conda-forge/patsy,2025-03-25 16:00:08.911,14788837.0,,,,,1.0,,,,,,,,-1.0,,,,,,,,,,,,
209,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2025-03-27 03:42:17.000000,2025-03-07 06:14:26,3807.0,28.0,4492.0,392.0,4293.0,467.0,1287.0,40687.0,"Making large AI models cheaper, faster and more accessible.",194.0,32,True,2025-03-04 01:51:48.000,0.4.9,49.0,,,,,,485.0,485.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
210,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2025-01-17 12:10:25.000000,2025-01-17 12:10:18,1423.0,1.0,3739.0,746.0,1142.0,417.0,589.0,19420.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,32,True,2023-12-02 01:16:14.308,0.1.0,68.0,magenta,,,,['tensorflow'],570.0,565.0,https://pypi.org/project/magenta,2022-08-01 18:23:00.243,5.0,12974.0,12974.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
211,Ludwig,ludwig-ai/ludwig,ml-frameworks,,https://github.com/ludwig-ai/ludwig,https://github.com/ludwig-ai/ludwig,Apache-2.0,2018-12-27 23:58:12.000,2025-03-03 20:40:07.000000,2024-10-17 22:52:09,3861.0,,1193.0,192.0,2870.0,45.0,1037.0,11398.0,"Low-code framework for building custom LLMs, neural networks, and other AI models.",157.0,32,True,2024-07-30 00:29:49.000,0.10.4,56.0,ludwig,,,,['tensorflow'],304.0,298.0,https://pypi.org/project/ludwig,2024-07-30 00:29:49.000,6.0,2554.0,2554.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
212,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2025-03-27 07:45:18.000000,2025-03-27 07:45:18,3036.0,66.0,2589.0,216.0,498.0,253.0,483.0,11272.0,FinRL: Financial Reinforcement Learning.,123.0,32,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,74.0,74.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,2705.0,2705.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
213,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2023-11-01 06:14:06.000000,2021-11-29 19:55:31,1571.0,,1137.0,339.0,1683.0,523.0,1294.0,11201.0,Turi Create simplifies the development of custom machine learning models.,88.0,32,False,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,395.0,390.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,5.0,19075.0,19208.0,,,,,,,,3.0,11643.0,,,,,,,,,,,,,,,,,,,
214,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2091.0,279.0,3401.0,51.0,1494.0,10517.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,218.0,32,False,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],277.0,268.0,https://pypi.org/project/parlai,2023-06-06 20:46:16.091,9.0,1838.0,1838.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
215,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2025-03-25 16:01:01.054000,2025-02-14 11:41:58,869.0,3.0,1299.0,421.0,93.0,32.0,161.0,9826.0,TensorFlow-based neural network library.,61.0,32,True,2024-01-02 11:15:06.000,2.0.2,29.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1429.0,1410.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,19.0,23048.0,23680.0,https://anaconda.org/conda-forge/sonnet,2025-03-25 16:01:01.054,40483.0,,,,,3.0,,google-deepmind/sonnet,,,,,,,,,,,,,,,,,,
216,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2025-03-25 16:00:07.820000,2021-09-09 20:54:41,384.0,,876.0,261.0,148.0,107.0,104.0,9248.0,Fuzzy String Matching in Python.,70.0,32,False,2020-02-13 22:14:12.000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,1211.0,21.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000,1190.0,8410071.0,8421406.0,https://anaconda.org/conda-forge/fuzzywuzzy,2025-03-25 16:00:07.820,589461.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
217,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2025-03-25 16:01:38.049000,2025-03-12 19:43:32,2504.0,6.0,987.0,200.0,2336.0,261.0,850.0,8705.0,Deep universal probabilistic programming with Python and PyTorch.,160.0,32,True,2024-06-02 00:37:37.000,1.9.1,36.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],186.0,,https://pypi.org/project/pyro-ppl,2024-06-02 00:37:37.000,186.0,298125.0,302871.0,https://anaconda.org/conda-forge/pyro-ppl,2025-03-25 16:01:38.049,227834.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
218,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2025-03-25 16:00:26.528000,2025-02-16 16:07:41,570.0,7.0,1221.0,170.0,446.0,70.0,476.0,8675.0,Automatic extraction of relevant features from time series:.,99.0,32,True,2025-02-16 16:10:09.000,0.21.0,33.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],121.0,21.0,https://pypi.org/project/tsfresh,2025-02-16 16:10:09.000,100.0,253637.0,278330.0,https://anaconda.org/conda-forge/tsfresh,2025-03-25 16:00:26.528,1432203.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
219,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2025-03-25 16:00:32.874000,2025-02-28 21:29:16,1874.0,9.0,823.0,127.0,294.0,499.0,343.0,7686.0,Uniform Manifold Approximation and Projection.,139.0,32,True,2025-02-28 21:30:46.000,release-0.5.8,41.0,umap-learn,conda-forge/umap-learn,,,,1061.0,1.0,https://pypi.org/project/umap-learn,2024-10-28 18:05:55.000,1060.0,2032958.0,2083999.0,https://anaconda.org/conda-forge/umap-learn,2025-03-25 16:00:32.874,2909380.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
220,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel/ipex-llm,https://github.com/intel/ipex-llm,Apache-2.0,2016-08-29 07:59:50.000,2025-03-27 07:01:35.000000,2025-03-27 02:00:50,4025.0,191.0,1331.0,260.0,10174.0,1107.0,1723.0,7642.0,"Accelerate local LLM inference and finetuning (LLaMA, Mistral, ChatGLM, Qwen, DeepSeek, Mixtral, Gemma, Phi, MiniCPM,..",115.0,32,True,2024-08-22 09:06:57.000,2.1.0,869.0,bigdl,,,,,7.0,,https://pypi.org/project/bigdl,2024-03-24 14:04:20.000,2.0,17171.0,17220.0,,,,,,,,2.0,4644.0,intel/ipex-llm,,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,5.0
221,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2025-03-25 16:00:41.299000,2024-11-13 18:39:43,1380.0,,878.0,158.0,1735.0,154.0,865.0,7400.0,An open source python library for automated feature engineering.,74.0,32,True,2024-05-14 18:59:58.000,1.31.0,106.0,featuretools,conda-forge/featuretools,,,,2042.0,1968.0,https://pypi.org/project/featuretools,2024-05-14 18:59:58.000,74.0,66431.0,70605.0,https://anaconda.org/conda-forge/featuretools,2025-03-25 16:00:41.299,237973.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
222,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2025-03-25 16:00:26.399000,2025-03-03 17:31:38,885.0,2.0,1289.0,141.0,521.0,48.0,571.0,6952.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,87.0,32,True,2024-12-20 18:36:46.000,0.13.0,39.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],476.0,,https://pypi.org/project/imbalanced-learn,2024-12-20 16:50:20.000,476.0,14169620.0,14181518.0,https://anaconda.org/conda-forge/imbalanced-learn,2025-03-25 16:00:26.399,678236.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
223,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2025-03-25 16:00:49.222000,2025-03-21 03:14:26,252.0,39.0,1135.0,202.0,203.0,148.0,358.0,6524.0,Official Kaggle API.,49.0,32,True,2025-03-14 22:46:23.000,1.7.4.2,79.0,kaggle,conda-forge/kaggle,,,,252.0,21.0,https://pypi.org/project/kaggle,2025-03-14 22:09:26.000,231.0,309368.0,313409.0,https://anaconda.org/conda-forge/kaggle,2025-03-25 16:00:49.222,218250.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
224,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2025-03-25 16:01:52.146000,2024-06-24 00:50:16,586.0,,1124.0,113.0,277.0,107.0,511.0,5933.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 150+ Indicators.,45.0,32,True,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],5148.0,5006.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,142.0,179288.0,179891.0,https://anaconda.org/conda-forge/pandas-ta,2025-03-25 16:01:52.146,24738.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
225,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2025-03-25 16:00:30.682000,2020-07-15 13:46:58,1184.0,,1760.0,305.0,297.0,161.0,268.0,5880.0,Portfolio and risk analytics in Python.,60.0,32,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1218.0,1204.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,11761.0,11935.0,https://anaconda.org/conda-forge/pyfolio,2025-03-25 16:00:30.682,14866.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
226,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2025-03-25 16:01:09.349000,2025-02-13 20:18:21,254.0,4.0,930.0,127.0,43.0,75.0,148.0,5862.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,22.0,32,True,2024-11-21 20:20:09.000,0.2.5,9.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],4902.0,4786.0,https://pypi.org/project/torchdiffeq,2024-11-21 20:20:09.000,116.0,978844.0,979199.0,https://anaconda.org/conda-forge/torchdiffeq,2025-03-25 16:01:09.349,20611.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
227,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2025-03-25 16:01:33.614000,2024-06-17 19:23:44,491.0,,679.0,64.0,236.0,251.0,165.0,4607.0,Header-only C++/python library for fast approximate nearest neighbors.,72.0,32,True,2023-12-03 04:16:17.000,0.8.0,11.0,hnswlib,conda-forge/hnswlib,,,,7910.0,7776.0,https://pypi.org/project/hnswlib,2023-12-03 04:16:17.000,134.0,502956.0,509500.0,https://anaconda.org/conda-forge/hnswlib,2025-03-25 16:01:33.614,333790.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
228,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2025-03-25 16:00:50.660000,2022-01-27 13:24:16,139.0,,1026.0,150.0,118.0,162.0,79.0,4560.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,32,False,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,51231.0,50796.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,435.0,484236.0,488261.0,https://anaconda.org/conda-forge/imutils,2025-03-25 16:00:50.660,225424.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
229,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2025-03-25 16:01:57.289000,2025-03-10 08:42:43,3625.0,22.0,418.0,31.0,3444.0,52.0,2155.0,4397.0,Argilla is a collaboration tool for AI engineers and domain experts to build high-quality datasets.,112.0,32,True,2025-03-11 08:58:41.000,2.8.0,100.0,rubrix,conda-forge/rubrix,,,,2954.0,2954.0,https://pypi.org/project/rubrix,2022-10-24 18:22:00.951,,4902.0,6012.0,https://anaconda.org/conda-forge/rubrix,2025-03-25 16:01:57.289,43310.0,,,,,2.0,,argilla-io/argilla,,,,,,,,,,,,,,,,,,
230,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-03-25 16:01:19.863000,2025-03-20 19:56:02,1954.0,28.0,657.0,44.0,960.0,504.0,327.0,4212.0,Time series forecasting with PyTorch.,66.0,32,True,2025-02-06 17:46:54.000,1.3.0,38.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,556.0,534.0,https://pypi.org/project/pytorch-forecasting,2025-02-06 19:41:43.000,22.0,114805.0,116183.0,https://anaconda.org/conda-forge/pytorch-forecasting,2025-03-25 16:01:19.863,74425.0,,,,,2.0,,sktime/pytorch-forecasting,,,,,,,,,,,,,,,,,,
231,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2025-03-25 16:01:07.756000,2025-03-24 16:49:58,1140.0,8.0,355.0,56.0,1420.0,123.0,185.0,4026.0,A Python toolbox for performing gradient-free optimization.,57.0,32,True,2025-03-24 16:51:35.000,1.0.10,51.0,nevergrad,conda-forge/nevergrad,,,,931.0,869.0,https://pypi.org/project/nevergrad,2024-12-01 08:46:15.000,62.0,139525.0,140558.0,https://anaconda.org/conda-forge/nevergrad,2025-03-25 16:01:07.756,59928.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
232,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,Apache-2.0,2012-08-24 16:14:59.000,2025-03-25 16:00:18.694000,2024-10-30 21:00:25,674.0,,122.0,73.0,75.0,9.0,137.0,3888.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",20.0,32,True,2024-10-26 00:51:07.000,6.3.1,55.0,ftfy,conda-forge/ftfy,,,,29282.0,28711.0,https://pypi.org/project/ftfy,2024-10-26 00:50:33.000,571.0,6252722.0,6259153.0,https://anaconda.org/conda-forge/ftfy,2025-03-25 16:00:18.694,321595.0,,,,,2.0,51.0,,,,,,,,,,,,,,,,,,,
233,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2025-03-25 16:00:49.134000,2025-03-13 13:54:44,1377.0,16.0,330.0,56.0,252.0,70.0,461.0,3875.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,32,True,2024-07-09 04:43:23.000,1.13.0,29.0,stumpy,conda-forge/stumpy,,,,1161.0,1131.0,https://pypi.org/project/stumpy,2024-07-09 04:21:56.000,30.0,281050.0,299856.0,https://anaconda.org/conda-forge/stumpy,2025-03-25 16:00:49.134,1071994.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
234,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2025-03-25 16:01:06.200000,2025-02-07 03:38:27,3939.0,23.0,561.0,56.0,931.0,370.0,990.0,3667.0,A highly efficient implementation of Gaussian Processes in PyTorch.,139.0,32,True,2025-01-29 15:57:10.000,1.14,42.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],2935.0,2742.0,https://pypi.org/project/gpytorch,2025-01-29 16:03:32.000,193.0,258795.0,262216.0,https://anaconda.org/conda-forge/gpytorch,2025-03-25 16:01:06.200,198459.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
235,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2025-03-25 16:00:13.417000,2024-10-09 08:38:39,344.0,,340.0,61.0,78.0,23.0,126.0,3565.0,A Python Perceptual Image Hashing Module.,27.0,32,True,2025-02-01 08:45:36.000,4.3.2,21.0,ImageHash,conda-forge/imagehash,,,,16630.0,16361.0,https://pypi.org/project/ImageHash,2025-02-01 08:45:36.000,269.0,1769008.0,1777357.0,https://anaconda.org/conda-forge/imagehash,2025-03-25 16:00:13.417,434178.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
236,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2025-03-27 11:35:01.000000,2025-02-24 22:58:28,1312.0,1.0,812.0,332.0,1473.0,332.0,518.0,3527.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",156.0,32,True,2024-04-24 16:20:45.000,0.18.0,34.0,torchtext,,,,['pytorch'],285.0,,https://pypi.org/project/torchtext,2024-04-24 15:49:45.000,285.0,818118.0,818118.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
237,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2025-03-25 16:00:35.503000,2025-01-17 12:09:38,1188.0,1.0,1658.0,153.0,210.0,14.0,693.0,3496.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,32,True,2024-01-30 15:53:29.000,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],303.0,,https://pypi.org/project/tensorflow-hub,2024-01-30 14:49:07.000,303.0,1992412.0,1994515.0,https://anaconda.org/conda-forge/tensorflow-hub,2025-03-25 16:00:35.503,115694.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2025-03-25 16:00:21.394000,2022-08-22 18:21:12,586.0,,628.0,79.0,85.0,74.0,162.0,3494.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,32,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,8883.0,8763.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,120.0,1636674.0,1909087.0,https://anaconda.org/conda-forge/filterpy,2025-03-25 16:00:21.394,272413.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2025-03-25 16:02:04.074000,2025-03-18 15:14:32,1233.0,20.0,385.0,34.0,582.0,106.0,495.0,3399.0,Scalable and user friendly neural forecasting algorithms.,49.0,32,True,2025-02-28 15:49:17.000,3.0.0,31.0,neuralforecast,conda-forge/neuralforecast,,,,348.0,322.0,https://pypi.org/project/neuralforecast,2025-02-28 15:49:17.000,26.0,74097.0,75036.0,https://anaconda.org/conda-forge/neuralforecast,2025-03-25 16:02:04.074,33814.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2025-02-07 21:57:51.000000,2025-02-07 21:57:18,1974.0,11.0,163.0,33.0,385.0,79.0,117.0,2611.0,"Fast Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",63.0,32,True,2025-02-07 21:57:19.000,2.17.2,138.0,usearch,,unum/usearch,,,211.0,169.0,https://pypi.org/project/usearch,2024-12-29 12:38:31.000,27.0,498054.0,514241.0,,,,https://hub.docker.com/r/unum/usearch,2024-11-21 09:01:45.281389,1.0,172.0,2.0,58614.0,,usearch,https://www.npmjs.com/package/usearch,2025-01-23 09:38:41.221,15.0,13251.0,,,,,,,,,,,,,
241,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2025-03-26 04:26:13.000000,2025-03-26 04:24:50,5969.0,4.0,714.0,86.0,6060.0,257.0,883.0,2141.0,TFX is an end-to-end platform for deploying production ML pipelines.,194.0,32,True,2024-12-11 20:13:47.000,1.16.0,100.0,tfx,,,,['tensorflow'],1776.0,1759.0,https://pypi.org/project/tfx,2024-12-11 20:13:47.000,17.0,51520.0,51520.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2025-03-25 16:00:10.822000,2024-12-31 03:17:57,575.0,1.0,160.0,41.0,85.0,6.0,137.0,2115.0,a python library for doing approximate and phonetic matching of strings.,34.0,32,True,2024-12-14 19:43:04.000,1.1.3,46.0,jellyfish,conda-forge/jellyfish,,,,13784.0,13508.0,https://pypi.org/project/jellyfish,2024-12-14 19:43:04.000,276.0,7029640.0,7052463.0,https://anaconda.org/conda-forge/jellyfish,2025-03-25 16:00:10.822,1300911.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
243,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2025-03-26 18:24:53.000000,2025-03-26 18:18:48,763.0,21.0,359.0,45.0,427.0,68.0,260.0,1768.0,Training PyTorch models with differential privacy.,85.0,32,True,2025-02-18 22:03:17.000,1.5.3,25.0,opacus,conda-forge/opacus,,,['pytorch'],1084.0,1042.0,https://pypi.org/project/opacus,2025-02-18 22:03:17.000,42.0,96909.0,97491.0,https://anaconda.org/conda-forge/opacus,2025-03-25 16:01:58.709,22065.0,,,,,2.0,139.0,,,,,,,,,,,,,,,,,,,
