,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
211,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2022-07-02 13:31:49.000000,2022-05-14 13:22:02,743.0,1.0,831,125.0,190.0,228.0,261.0,6254,Manipulate audio with a simple and easy high level interface.,92.0,31,True,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,1332846.0,14167.0,13266.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,901.0,1332245.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142,25858.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
212,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2022-07-16 14:07:51.000000,2022-07-16 14:07:40,2444.0,451.0,1313,157.0,210.0,56.0,380.0,5811,FinRL: The first open-source project for financial reinforcement learning. Please star.,73.0,31,True,2022-06-26 01:52:35.000,0.3.5,6.0,finrl,,,,193.0,13.0,13.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,193.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
213,Metaflow,Netflix/metaflow,ml-experiments,,https://github.com/Netflix/metaflow,https://github.com/Netflix/metaflow,Apache-2.0,2019-09-17 17:48:25.000,2022-07-20 19:14:45.000000,2022-07-20 16:34:54,529.0,37.0,520,241.0,677.0,229.0,230.0,5793,Build and manage real-life data science projects with ease!.,53.0,31,True,2022-07-14 16:38:14.000,2.7.2,51.0,metaflow,conda-forge/metaflow,,,50671.0,310.0,301.0,https://pypi.org/project/metaflow,2022-06-17 07:22:02.000,9.0,48916.0,https://anaconda.org/conda-forge/metaflow,2022-06-23 02:29:35.492,54424.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
214,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-07-13 00:56:33.000000,2022-02-09 16:15:17,2589.0,,2118,167.0,860.0,112.0,1222.0,5661,Open Source Neural Machine Translation in PyTorch.,174.0,31,True,2021-09-14 08:49:23.000,2.2.0,32.0,OpenNMT-py,,['pytorch'],,4196.0,155.0,146.0,https://pypi.org/project/OpenNMT-py,2021-09-14 08:49:23.000,9.0,4196.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
215,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-07-21 14:57:33.000000,2022-07-20 23:30:53,35347.0,359.0,620,136.0,6619.0,807.0,4048.0,4880,cuDF - GPU DataFrame Library.,248.0,31,True,2022-07-06 15:21:43.000,22.06.01,25.0,cudf,,,,1766.0,5.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,5.0,1766.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
216,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2022-06-23 03:15:35.000000,2022-01-22 18:26:24,2187.0,,972,197.0,195.0,225.0,259.0,4760,Distributed Evolutionary Algorithms in Python.,78.0,31,False,2020-01-21 01:18:06.000,1.3.1,19.0,deap,conda-forge/deap,,,190236.0,3100.0,2779.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000,321.0,187612.0,https://anaconda.org/conda-forge/deap,2022-04-11 15:37:59.925,191556.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
217,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-07-21 09:19:41.000000,2022-07-20 21:45:27,1032.0,186.0,611,87.0,1131.0,156.0,568.0,4644,"AutoGluon: AutoML for Image, Text, and Tabular Data.",80.0,31,True,2022-07-19 03:49:00.865,0.5.1,854.0,autogluon,,['mxnet'],,60792.0,157.0,152.0,https://pypi.org/project/autogluon,2022-07-07 09:05:12.000,5.0,60792.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
218,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-07-21 03:55:06.000000,2022-07-16 03:41:36,4518.0,190.0,1046,129.0,3104.0,72.0,1125.0,4466,NeMo: a toolkit for conversational AI.,158.0,31,True,2022-07-01 22:14:42.000,1.10.0,57.0,nemo-toolkit,,['pytorch'],11221.0,16718.0,7.0,,https://pypi.org/project/nemo-toolkit,2022-07-01 21:27:29.000,7.0,16388.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
219,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2022-07-21 09:59:10.000000,2022-07-01 06:41:19,870.0,9.0,587,152.0,687.0,81.0,336.0,4387,Deep Learning Visualization Toolkit.,32.0,31,True,2022-01-06 11:05:02.000,2.2.3,36.0,visualdl,,['paddle'],187.0,64255.0,1288.0,1263.0,https://pypi.org/project/visualdl,2022-07-01 06:32:42.000,25.0,64248.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
220,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-07-16 10:50:48.000000,2022-07-16 10:50:48,829.0,84.0,928,86.0,40.0,2.0,476.0,4215,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",26.0,31,True,2022-05-10 19:13:23.000,0.0.75,74.0,deepface,,,,28715.0,692.0,689.0,https://pypi.org/project/deepface,2022-05-10 19:13:23.000,3.0,28715.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
221,ivy,unifyai/ivy,ml-frameworks,,https://github.com/unifyai/ivy,https://github.com/unifyai/ivy,Apache-2.0,2021-01-19 08:37:25.000,2022-07-21 15:56:50.000000,2022-07-21 15:52:23,4374.0,1962.0,1130,33.0,1068.0,340.0,698.0,4184,The Unified Machine Learning Framework.,232.0,31,True,2022-06-01 09:22:21.000,1.1.10,20.0,ivy-core,,,,378.0,6.0,,https://pypi.org/project/ivy-core,2022-06-01 09:22:21.000,6.0,378.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
222,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-06-15 11:40:59.000000,2022-01-27 13:24:16,139.0,,974,151.0,108.0,146.0,77.0,4131,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,321184.0,27416.0,26661.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,755.0,318678.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387,92729.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
223,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-07-15 22:31:42.000000,2022-07-15 22:27:52,3376.0,86.0,380,77.0,347.0,15.0,368.0,3493,Online machine learning in Python.,81.0,31,True,2022-06-06 21:34:22.000,0.11.1,8.0,river,conda-forge/river,,,9547.0,158.0,146.0,https://pypi.org/project/river,2022-06-06 21:29:21.000,12.0,8830.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,10765.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
224,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-07-07 14:36:25.115000,2022-07-07 05:16:43,738.0,16.0,383,37.0,120.0,40.0,152.0,3390,Data augmentation for NLP.,33.0,31,True,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,87079.0,390.0,371.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,19.0,86823.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,3338.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
225,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-07-21 02:12:39.000000,2022-07-05 23:13:10,938.0,14.0,350,210.0,621.0,120.0,284.0,3319,Model interpretability and understanding for PyTorch.,86.0,31,True,2022-03-04 00:37:56.000,0.5.0,8.0,captum,conda-forge/captum,['pytorch'],,48179.0,629.0,606.0,https://pypi.org/project/captum,2022-03-03 23:07:53.000,23.0,47871.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,2161.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
226,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-06-21 21:18:30.000000,2022-03-11 14:08:21,3271.0,,703,188.0,732.0,259.0,665.0,3309,DyNet: The Dynamic Neural Network Toolkit.,159.0,31,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,6444.0,19799.0,244.0,216.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,28.0,19706.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
227,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-07-21 15:33:44.000000,2022-07-21 15:33:42,1731.0,185.0,154,34.0,1383.0,179.0,451.0,2623,Aim easy-to-use and performant open-source ML experiment tracker.,40.0,31,True,2022-07-08 17:07:57.000,3.11.2,307.0,aim,conda-forge/aim,,,54180.0,98.0,93.0,https://pypi.org/project/aim,2022-07-07 00:13:43.000,5.0,52928.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,15028.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
228,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2022-02-03 21:29:27.000000,2021-10-12 13:32:38,1570.0,,420,65.0,512.0,232.0,387.0,2366,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,31,True,2021-10-12 15:33:19.000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,826838.0,3098.0,2924.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000,174.0,817449.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230,563394.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
229,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-06-24 11:02:00.000000,2022-05-02 14:25:44,946.0,3.0,396,56.0,118.0,279.0,159.0,2204,A high performance implementation of HDBSCAN clustering.,78.0,31,True,2022-02-08 17:15:41.000,0.8.28.wheels,44.0,hdbscan,conda-forge/hdbscan,['sklearn'],,653303.0,1608.0,1458.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,150.0,637352.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1148498.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
230,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2022-07-21 03:38:39.000000,2022-07-20 11:27:40,771.0,52.0,155,36.0,303.0,69.0,134.0,2051,JAX-based neural network library.,62.0,31,True,2022-07-04 18:49:30.000,0.0.7,9.0,dm-haiku,conda-forge/dm-haiku,,,107383.0,553.0,511.0,https://pypi.org/project/dm-haiku,2022-07-04 18:49:30.000,42.0,107137.0,https://anaconda.org/conda-forge/dm-haiku,2022-07-04 19:09:56.818,4198.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
231,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-07-21 03:58:37.000000,2022-07-19 00:41:17,645.0,40.0,180,37.0,726.0,66.0,246.0,1804,PyTorch extensions for high performance and large scale training.,63.0,31,True,2022-03-09 19:12:03.000,0.4.6,28.0,fairscale,conda-forge/fairscale,['pytorch'],,213351.0,434.0,419.0,https://pypi.org/project/fairscale,2022-03-09 19:12:00.000,15.0,209026.0,https://anaconda.org/conda-forge/fairscale,2022-06-20 14:14:00.361,34602.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
232,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2022-07-21 15:12:52.000000,2022-07-20 13:14:49,4353.0,144.0,596,85.0,4279.0,240.0,550.0,1790,TFX is an end-to-end platform for deploying production ML pipelines.,141.0,31,True,2022-07-20 21:35:36.000,1.8.1,82.0,tfx,,['tensorflow'],,326792.0,13.0,,https://pypi.org/project/tfx,2022-05-26 01:00:04.000,13.0,326792.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
233,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-07-19 16:04:15.000000,2022-07-19 16:04:14,3552.0,23.0,174,53.0,1258.0,113.0,651.0,1757,Ahead of Time compiler for numeric kernels.,66.0,31,True,2021-12-14 08:16:44.000,0.11.0,52.0,pythran,conda-forge/pythran,,,379384.0,191.0,177.0,https://pypi.org/project/pythran,2021-12-14 08:16:44.000,14.0,374395.0,https://anaconda.org/conda-forge/pythran,2022-04-10 10:43:10.231,249479.0,2.0,,,,,,,,,,,,,,,,,,,,,,,pythran,python-pythran
234,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-06-22 04:24:13.000000,2021-03-24 13:03:31,240.0,,323,57.0,65.0,86.0,78.0,1629,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,31,False,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,['jupyter'],,720967.0,3834.0,3704.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,130.0,720080.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,43482.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
235,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2022-07-20 17:23:28.000000,2022-07-20 02:55:18,1540.0,95.0,242,44.0,215.0,46.0,151.0,1266,TensorLy: Tensor Learning in Python.,54.0,31,True,2021-11-08 13:38:03.000,0.7.0,18.0,tensorly,conda-forge/tensorly,,,10171.0,305.0,275.0,https://pypi.org/project/tensorly,2021-11-08 13:38:03.000,30.0,4858.0,https://anaconda.org/conda-forge/tensorly,2021-12-09 16:07:42.501,265654.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
236,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2022-07-05 11:08:13.000000,2022-07-05 11:08:10,894.0,5.0,418,87.0,170.0,41.0,224.0,1236,The Python ensemble sampling toolkit for affine-invariant MCMC.,63.0,31,True,2022-05-10 15:29:37.000,3.1.2,19.0,emcee,conda-forge/emcee,,,127910.0,1735.0,1430.0,https://pypi.org/project/emcee,2022-05-10 15:29:37.000,305.0,124849.0,https://anaconda.org/conda-forge/emcee,2022-05-10 23:21:45.056,226541.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
237,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466.0,,137,41.0,126.0,54.0,630.0,1097,A Python data analysis library that is optimized for humans instead of machines.,49.0,31,True,2021-07-15 16:32:29.000,1.6.3,26.0,agate,conda-forge/agate,,,1335795.0,1150.0,1017.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,133.0,1334454.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,87214.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
238,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-07-05 18:31:00.000000,2022-07-05 18:31:00,2623.0,20.0,322,58.0,989.0,328.0,783.0,1073,Cartopy - a cartographic python library with matplotlib support.,112.0,31,False,2022-06-29 03:06:31.000,0.20.3,26.0,cartopy,conda-forge/cartopy,,,164904.0,2846.0,2512.0,https://pypi.org/project/cartopy,2022-06-29 03:08:54.000,334.0,135629.0,https://anaconda.org/conda-forge/cartopy,2022-07-03 10:38:43.443,2224959.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
239,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-07-12 21:07:59.000000,2022-07-12 21:07:59,1918.0,30.0,219,33.0,138.0,40.0,367.0,988,Python interface for igraph.,61.0,31,False,2022-06-08 20:51:59.000,0.9.11,29.0,python-igraph,conda-forge/igraph,,436577.0,277480.0,1164.0,784.0,https://pypi.org/project/python-igraph,2022-06-08 20:51:59.000,380.0,266354.0,https://anaconda.org/conda-forge/igraph,2022-06-13 09:43:51.605,304291.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
240,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/metrics,https://github.com/Lightning-AI/metrics,Apache-2.0,2020-12-22 20:02:42.000,2022-07-21 14:38:57.000000,2022-07-19 07:38:11,864.0,110.0,199,26.0,623.0,64.0,338.0,970,"Machine learning metrics for distributed, scalable PyTorch applications.",145.0,31,True,2022-06-29 22:48:23.000,0.9.2,21.0,metrics,conda-forge/torchmetrics,['pytorch'],791.0,27760.0,3784.0,3770.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,14.0,2107.0,https://anaconda.org/conda-forge/torchmetrics,2022-06-30 05:55:40.050,409667.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
241,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-07-20 16:57:03.000000,2022-07-20 14:39:06,10389.0,194.0,152,14.0,187.0,65.0,141.0,912,Huggingface Transformers + Adapters =.,1317.0,31,True,2022-05-18 08:48:09.000,adapters3.0.1,15.0,adapter-transformers,,['huggingface'],,49957.0,83.0,78.0,https://pypi.org/project/adapter-transformers,2022-05-18 08:45:47.000,5.0,49957.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
242,DIPY,dipy/dipy,medical-data,,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000,2022-07-16 03:49:55.000000,2022-07-06 22:26:40,12286.0,94.0,360,51.0,1765.0,151.0,664.0,529,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",134.0,31,True,2021-05-06 04:40:48.000,1.4.1,24.0,dipy,conda-forge/dipy,,,16455.0,672.0,592.0,https://pypi.org/project/dipy,2022-03-11 20:19:02.000,80.0,12180.0,https://anaconda.org/conda-forge/dipy,2022-03-15 06:15:21.138,316387.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
243,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-07-21 09:54:02.000000,2022-07-18 14:13:43,672.0,47.0,118,42.0,628.0,85.0,177.0,479,All the open source things related to the Hugging Face Hub.,68.0,31,True,2022-06-21 15:21:13.000,0.8.1,37.0,huggingface_hub,conda-forge/huggingface_hub,,,4194623.0,87.0,,https://pypi.org/project/huggingface_hub,2022-06-21 15:21:13.000,87.0,4181240.0,https://anaconda.org/conda-forge/huggingface_hub,2022-06-25 10:15:06.306,227516.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
244,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2022-06-16 12:24:07.000000,2020-01-31 13:06:18,347.0,,4320,589.0,368.0,477.0,432.0,12789,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,30,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,1203.0,439.0,400.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1203.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
245,pysc2,deepmind/pysc2,others,,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2022-07-13 11:53:39.000000,2022-07-13 11:51:16,570.0,17.0,1145,358.0,74.0,53.0,221.0,7543,StarCraft II Learning Environment.,36.0,30,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,28889.0,6015.0,433.0,407.0,https://pypi.org/project/pysc2,2019-09-27 15:48:01.000,26.0,5526.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
246,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-07-03 17:01:28.000000,2021-05-08 20:05:36,292.0,,1927,281.0,71.0,260.0,430.0,7111,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,768231.0,24094.0,1153.0,1137.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,8895.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,3275.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
247,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-07-18 21:12:09.000000,2022-07-18 21:12:01,3267.0,80.0,588,123.0,122.0,85.0,790.0,6839,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",72.0,30,True,2022-07-04 02:37:37.000,13.6.0,202.0,ocrmypdf,conda-forge/ocrmypdf,,,27600.0,13.0,,https://pypi.org/project/ocrmypdf,2022-07-04 02:37:37.000,13.0,26503.0,https://anaconda.org/conda-forge/ocrmypdf,2022-07-13 12:53:44.178,18661.0,2.0,,,,,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,
248,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2022-07-20 20:54:00.000000,2022-05-31 12:00:18,2615.0,2.0,1045,211.0,961.0,69.0,563.0,5807,An open source library for deep learning end-to-end dialog systems and chatbots.,67.0,30,True,2022-05-31 12:04:38.000,0.17.4,51.0,deeppavlov,,['tensorflow'],,9499.0,280.0,274.0,https://pypi.org/project/deeppavlov,2022-05-31 12:04:38.000,6.0,9499.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
249,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2022-07-21 14:44:11.000000,2022-07-21 14:31:07,1385.0,183.0,806,81.0,1290.0,233.0,1225.0,5069,Haystack is an open source NLP framework that leverages pre-trained Transformer models. It enables developers to..,124.0,30,True,2022-07-06 09:00:13.000,1.6.0,35.0,haystack,,,13.0,784.0,85.0,,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,85.0,784.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
250,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2022-07-21 07:48:55.000000,2022-07-20 18:38:37,616.0,123.0,694,131.0,318.0,80.0,165.0,4958,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,56.0,30,True,2022-07-18 18:24:37.000,0.8,9.0,dowhy,conda-forge/dowhy,,31.0,158759.0,124.0,119.0,https://pypi.org/project/dowhy,2022-03-20 14:18:18.000,5.0,158482.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,7207.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
251,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-06-27 12:23:34.000000,2022-06-27 07:15:21,1320.0,2.0,343,75.0,342.0,90.0,449.0,3864,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",98.0,30,True,2022-03-28 13:51:55.000,0.8.3,27.0,sacred,conda-forge/sacred,,,29568.0,1552.0,1450.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,29454.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,912.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
252,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2022-07-09 02:02:37.000000,2022-07-09 02:02:37,5841.0,23.0,492,153.0,1744.0,245.0,1286.0,3863,ArrayFire: a general purpose GPU library.,81.0,30,True,2022-05-19 15:14:26.000,3.8.2,32.0,arrayfire,,,2509.0,35222.0,5.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,5.0,35193.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
