,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
128,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2021-12-15 14:34:36.304000,2021-10-22 03:17:05,562.0,,1057,269.0,155.0,101.0,155.0,8123,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,34,True,2021-10-22 03:18:24.000,0.17.1,59.0,textblob,conda-forge/textblob,,,,20662.0,19294.0,https://pypi.org/project/textblob,2021-12-15 14:34:36.304,1368.0,931453.0,933735.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,155199.0,,,,,2.0,98.0,,,,,,,,,,,,,,,,,,,
129,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2022-02-23 01:15:05.984000,2022-02-19 15:16:23,483.0,4.0,850,85.0,231.0,72.0,366.0,7313,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",70.0,34,True,2021-11-21 09:12:04.000,2.4.1,17.0,tensorboardX,conda-forge/tensorboardx,,,,19507.0,18631.0,https://pypi.org/project/tensorboardX,2022-02-22 14:24:47.000,876.0,1501595.0,1514651.0,https://anaconda.org/conda-forge/tensorboardx,2022-02-23 01:15:05.984,665550.0,,,,,2.0,348.0,,,,,,,,,,,,,,,,,,,
130,Modin,modin-project/modin,data-containers,,https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000,2022-04-21 14:02:12.000000,2022-04-21 06:54:28,1795.0,117.0,496,109.0,1829.0,854.0,1762.0,7127,Modin: Speed up your Pandas workflows by changing a single line of code.,90.0,34,True,2022-03-29 17:25:27.000,0.14.0,52.0,modin,conda-forge/modin-core,,,['pandas'],650.0,624.0,https://pypi.org/project/modin,2022-03-29 17:25:27.000,26.0,211916.0,222356.0,https://anaconda.org/conda-forge/modin-core,2022-03-30 01:11:12.341,54759.0,,,,,2.0,196061.0,,,,,,,,,,,,,,,,,,,
131,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2022-02-19 10:01:10.000000,2022-01-30 12:13:53,397.0,9.0,1510,198.0,218.0,430.0,338.0,6926,Download market data from Yahoo! Finances API.,53.0,34,True,2022-01-30 12:14:45.000,0.1.70,35.0,yfinance,ranaroussi/yfinance,,,,10994.0,10875.0,https://pypi.org/project/yfinance,2022-01-30 12:14:45.000,119.0,327764.0,332062.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,38683.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
132,Hyperopt,hyperopt/hyperopt,hyperopt,,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000,2022-03-01 20:30:54.000000,2021-11-29 10:21:36,1194.0,,924,127.0,253.0,363.0,234.0,6173,Distributed Asynchronous Hyperparameter Optimization in Python.,93.0,34,True,2021-11-17 10:05:44.000,0.2.7,13.0,hyperopt,conda-forge/hyperopt,,,,6687.0,6287.0,https://pypi.org/project/hyperopt,2021-11-17 10:05:44.000,400.0,2266769.0,2275696.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:14.292,383902.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
133,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2022-04-12 05:44:27.000000,2022-04-12 05:44:27,712.0,11.0,786,109.0,230.0,58.0,481.0,5820,Unsupervised text tokenizer for Neural Network-based text generation.,64.0,34,True,2021-06-18 09:34:31.000,0.1.96,31.0,sentencepiece,conda-forge/sentencepiece,,,,14629.0,14278.0,https://pypi.org/project/sentencepiece,2021-06-18 09:34:31.000,351.0,5629605.0,5638347.0,https://anaconda.org/conda-forge/sentencepiece,2022-04-08 22:58:03.701,173704.0,,,,,2.0,20732.0,,,,,,,,,,,,,,,,,,,
134,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-04-21 14:08:29.000000,2022-04-14 14:29:50,1563.0,43.0,461,101.0,379.0,188.0,432.0,5530,Fast State-of-the-Art Tokenizers optimized for Research and Production.,55.0,34,True,2022-04-13 10:17:35.000,0.12.1,71.0,tokenizers,conda-forge/tokenizers,,,,148.0,45.0,https://pypi.org/project/tokenizers,2022-04-13 10:17:35.000,103.0,6735208.0,6741554.0,https://anaconda.org/conda-forge/tokenizers,2022-04-13 14:08:42.133,133282.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
135,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2022-04-20 02:35:43.000000,2022-04-04 02:14:09,1456.0,42.0,1069,149.0,156.0,125.0,125.0,5493,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,37.0,34,True,2022-04-04 02:49:41.000,0.9.9,77.0,pyod,conda-forge/pyod,,,,1278.0,1246.0,https://pypi.org/project/pyod,2022-04-04 02:44:51.000,32.0,492896.0,493652.0,https://anaconda.org/conda-forge/pyod,2022-04-04 05:55:39.076,18907.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
136,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2022-04-19 17:23:38.000000,2022-04-19 15:38:22,3143.0,13.0,787,135.0,514.0,35.0,924.0,5126,Python library for audio and music analysis.,95.0,34,True,2022-02-15 23:14:52.000,0.9.1,34.0,librosa,conda-forge/librosa,,,,1172.0,,https://pypi.org/project/librosa,2022-02-15 23:14:52.000,1172.0,883366.0,889856.0,https://anaconda.org/conda-forge/librosa,2022-02-15 23:33:02.381,447819.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
137,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2022-04-20 20:33:31.000000,2022-03-19 17:00:27,1276.0,13.0,741,119.0,459.0,100.0,302.0,3878,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,87.0,34,True,2021-09-03 00:02:55.000,0.19.0,47.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],5829.0,5684.0,https://pypi.org/project/mlxtend,2021-09-03 00:02:55.000,145.0,1574694.0,1578195.0,https://anaconda.org/conda-forge/mlxtend,2021-09-03 13:27:33.719,199573.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
138,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2022-04-18 16:47:42.000000,2021-09-26 10:28:21,1072.0,,557,98.0,251.0,27.0,228.0,3617,Geocoding library for Python.,124.0,34,True,2021-07-11 12:18:10.000,2.2.0,58.0,geopy,conda-forge/geopy,,,,40605.0,36726.0,https://pypi.org/project/geopy,2021-07-11 12:15:26.000,3879.0,3322820.0,3332202.0,https://anaconda.org/conda-forge/geopy,2021-07-12 18:34:05.605,684899.0,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,
139,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2022-04-18 17:57:52.000000,2022-04-08 02:16:00,7560.0,155.0,1265,151.0,1495.0,451.0,1000.0,3559,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",189.0,34,True,2022-01-18 21:35:03.000,2.6.1,401.0,deepchem,conda-forge/deepchem,,,['tensorflow'],88.0,84.0,https://pypi.org/project/deepchem,2022-04-08 03:15:31.000,4.0,11582.0,11933.0,https://anaconda.org/conda-forge/deepchem,2022-01-19 16:40:21.191,9148.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
140,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2022-04-12 08:06:05.000000,2022-04-12 08:06:05,847.0,27.0,525,79.0,120.0,40.0,499.0,2699,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",38.0,34,True,2022-03-04 06:31:59.000,64,63.0,opencv-python,,,,,8937.0,,https://pypi.org/project/opencv-python,2022-03-09 05:54:04.000,8937.0,5241662.0,5241662.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
141,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000,2022-04-21 08:21:53.000000,2022-04-21 06:40:34,2608.0,69.0,880,113.0,373.0,49.0,272.0,2178,IPython Parallel: Interactive Parallel Computing in Python.,109.0,34,True,2022-02-07 14:22:40.000,8.2.0,38.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],2181.0,1895.0,https://pypi.org/project/ipyparallel,2022-04-01 18:12:45.000,286.0,55025.0,63136.0,https://anaconda.org/conda-forge/ipyparallel,2022-04-01 20:58:50.658,583992.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
142,numexpr,pydata/numexpr,data-containers,,https://github.com/pydata/numexpr,https://github.com/pydata/numexpr,MIT,2013-11-30 22:33:48.000,2022-04-20 23:36:55.000000,2022-04-14 04:24:32,725.0,21.0,172,58.0,82.0,61.0,260.0,1745,"Fast numerical array expression evaluator for Python, NumPy, PyTables, pandas, bcolz and more.",61.0,34,True,2021-12-10 22:03:53.000,2.8.1,43.0,numexpr,conda-forge/numexpr,,,,2973.0,,https://pypi.org/project/numexpr,2021-12-15 14:40:01.971,2973.0,3576322.0,3633976.0,https://anaconda.org/conda-forge/numexpr,2022-04-11 00:42:28.436,3920521.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
143,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2022-04-04 10:37:05.000000,2022-03-01 20:04:14,1294.0,19.0,178,46.0,415.0,77.0,597.0,906,Fiona reads and writes geographic data files.,66.0,34,True,2022-02-07 17:34:18.000,1.8.21,99.0,fiona,conda-forge/fiona,,,,9132.0,8359.0,https://pypi.org/project/fiona,2022-02-07 17:17:02.000,773.0,2688056.0,2725344.0,https://anaconda.org/conda-forge/fiona,2022-03-26 18:46:30.295,2722037.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
144,Bottleneck,pydata/bottleneck,data-containers,,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000,2022-04-10 23:01:44.769000,2022-03-02 22:51:26,1253.0,12.0,84,27.0,186.0,41.0,185.0,731,Fast NumPy array functions written in C.,25.0,34,True,2022-02-22 12:05:02.000,1.3.4,30.0,Bottleneck,conda-forge/bottleneck,,,,33756.0,32190.0,https://pypi.org/project/Bottleneck,2022-02-22 12:05:02.000,1566.0,494383.0,523358.0,https://anaconda.org/conda-forge/bottleneck,2022-04-10 23:01:44.769,2057241.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
145,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2022-04-01 19:46:05.000000,2022-03-19 22:51:40,5123.0,52.0,234,41.0,672.0,140.0,316.0,471,Python package to access a cacophony of neuro-imaging file formats.,93.0,34,True,2022-02-07 16:58:12.000,3.2.2,33.0,nibabel,conda-forge/nibabel,,,,7825.0,6856.0,https://pypi.org/project/nibabel,2022-02-07 16:58:12.000,969.0,199500.0,205479.0,https://anaconda.org/conda-forge/nibabel,2022-02-07 20:18:47.734,424523.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
146,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2022-04-03 13:40:00.000000,2021-06-14 10:10:40,219.0,,12060,1590.0,192.0,679.0,559.0,43946,The worlds simplest facial recognition api for Python and the command line.,47.0,33,True,2018-08-21 18:34:21.000,1.2.3,21.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],207.0,,https://pypi.org/project/face_recognition,2018-08-21 18:34:21.000,207.0,50279.0,50586.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,5704.0,,,,,2.0,457.0,,,,,,,,,,,,,,,,,,,
147,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2022-04-18 12:49:35.000000,2022-03-04 15:19:01,381.0,2.0,4392,859.0,242.0,470.0,602.0,23546,Library for fast text representation and classification.,59.0,33,True,2020-04-28 09:54:50.000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,3011.0,2835.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000,176.0,541874.0,542394.0,https://anaconda.org/conda-forge/fasttext,2022-04-16 18:03:36.665,28103.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
148,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-04-16 00:54:37.000000,2022-04-16 00:54:32,1407.0,13.0,3518,788.0,1113.0,321.0,573.0,17547,Magenta: Music and Art Generation with Machine Intelligence.,151.0,33,True,2020-11-12 19:17:18.000,2.1.3,66.0,magenta,,,,['tensorflow'],385.0,349.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000,36.0,5347.0,5347.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
149,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2022-04-11 23:43:11.000000,2022-04-04 14:06:59,707.0,10.0,4101,419.0,347.0,206.0,1587.0,14329,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,143.0,33,True,2021-04-02 23:45:16.000,1.0,14.0,fbprophet,conda-forge/prophet,,,,126.0,,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,126.0,1306019.0,1309303.0,https://anaconda.org/conda-forge/prophet,2021-08-23 03:00:23.164,39298.0,,,,,1.0,645.0,,,,,,,,,,,,,,,,,,,
150,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2022-03-01 04:24:50.000000,2021-11-13 00:48:18,549.0,,2152,216.0,208.0,110.0,366.0,8710,A little word cloud generator in Python.,64.0,33,True,2020-11-11 21:41:02.000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,710.0,,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000,710.0,662308.0,666268.0,https://anaconda.org/conda-forge/wordcloud,2021-11-15 20:34:05.364,269323.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
151,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-04-19 12:07:35.000000,2022-04-15 10:20:19,2498.0,176.0,1593,145.0,789.0,405.0,637.0,7833,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",61.0,33,True,2021-12-28 02:55:41.000,2.2.0,47.0,paddlehub,,,,['paddle'],759.0,755.0,https://pypi.org/project/paddlehub,2021-12-28 02:55:41.000,4.0,14764.0,14779.0,,,,,,,,2.0,565.0,,,,,,,,,,,,,,,,,,,
152,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2022-04-14 14:19:57.000000,2022-04-13 21:31:56,2324.0,27.0,905,201.0,2133.0,202.0,754.0,7401,Deep universal probabilistic programming with Python and PyTorch.,124.0,33,True,2022-03-24 14:53:37.000,1.8.1,29.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],744.0,688.0,https://pypi.org/project/pyro-ppl,2022-03-24 14:53:37.000,56.0,109396.0,109856.0,https://anaconda.org/conda-forge/pyro-ppl,2022-03-24 21:05:41.375,5984.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
153,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-04-21 13:54:29.000000,2022-04-21 10:31:51,2621.0,38.0,1123,213.0,589.0,109.0,751.0,6205,Automated Machine Learning with scikit-learn.,79.0,33,True,2022-02-18 11:09:52.000,0.14.6,40.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],304.0,274.0,https://pypi.org/project/auto-sklearn,2022-02-18 11:09:52.000,30.0,40684.0,41010.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,3921.0,,,,,1.0,29.0,,,,,,,,,,,,,,,,,,,
154,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-02-09 23:36:34.000000,2021-11-27 04:08:51,2937.0,,1808,201.0,205.0,13.0,1333.0,6190,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,33,True,2020-04-24 19:01:06.000,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1042.0,996.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000,46.0,20693.0,20804.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,658.0,,,,,2.0,131.0,,,,,,,,,,,,,,,,,,,
155,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-04-12 18:44:34.000000,2022-04-12 18:44:12,1979.0,85.0,409,97.0,315.0,357.0,964.0,5966,An open source multi-tool for exploring and publishing data.,63.0,33,True,2022-03-23 20:38:02.000,0.61.1,117.0,datasette,conda-forge/datasette,,,,791.0,642.0,https://pypi.org/project/datasette,2022-03-23 20:38:02.000,149.0,262181.0,262472.0,https://anaconda.org/conda-forge/datasette,2022-03-24 00:50:34.931,3499.0,,,,,2.0,36.0,,,,,,,,,datasette,,,,,,,,,,
156,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2022-04-21 09:01:02.000000,2022-03-30 18:36:41,895.0,6.0,1146,154.0,942.0,60.0,755.0,5164,Gluon CV Toolkit.,115.0,33,True,2022-03-07 23:40:19.000,0.10.5,1362.0,gluoncv,,,,['mxnet'],776.0,717.0,https://pypi.org/project/gluoncv,2022-04-21 09:01:02.000,59.0,569557.0,569557.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
157,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-04-02 16:10:39.000000,2022-03-30 08:37:06,901.0,62.0,535,68.0,74.0,46.0,302.0,4351,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",24.0,33,True,2022-03-30 08:31:55.000,1.3.0,184.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],257.0,248.0,https://pypi.org/project/pytorch-metric-learning,2022-04-02 16:10:39.000,9.0,806939.0,807181.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-03-30 08:10:45.133,6544.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
158,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-04-19 17:36:38.000000,2022-04-19 17:36:33,475.0,35.0,584,104.0,126.0,14.0,283.0,4165,Python-tesseract is an optical character recognition (OCR) tool for python.,41.0,33,True,2022-03-14 19:28:46.000,0.3.10,26.0,pytesseract,conda-forge/pytesseract,,,,929.0,,https://pypi.org/project/pytesseract,2022-02-19 22:04:23.000,929.0,597569.0,612681.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,498718.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
159,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-04-21 00:17:43.000000,2022-04-19 18:08:10,1375.0,49.0,536,61.0,1490.0,136.0,918.0,3945,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,172.0,33,True,2022-01-17 15:29:55.000,0.4.8,878.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],80.0,,https://pypi.org/project/pytorch-ignite,2022-04-21 00:17:43.000,80.0,133557.0,135411.0,https://anaconda.org/pytorch/ignite,2022-01-17 15:33:33.872,85293.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
160,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-04-21 13:46:03.000000,2022-04-21 13:46:02,16961.0,348.0,984,242.0,3277.0,412.0,843.0,3901,Building Large-Scale AI Applications for Distributed Big Data.,139.0,33,True,2022-03-09 07:47:13.000,2.0.0,203.0,bigdl,,,,,41.0,36.0,https://pypi.org/project/bigdl,2022-04-21 13:08:09.000,1.0,17671.0,17671.0,,,,,,,,2.0,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,
161,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-04-20 16:16:08.954000,2022-04-20 13:00:26,2951.0,74.0,474,124.0,279.0,35.0,674.0,3346,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",63.0,33,True,2022-04-20 13:16:11.000,2.0.14,164.0,dedupe,conda-forge/dedupe,,,,270.0,222.0,https://pypi.org/project/dedupe,2022-04-20 13:16:11.000,48.0,334151.0,334779.0,https://anaconda.org/conda-forge/dedupe,2022-04-20 16:16:08.954,2512.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
162,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-04-21 07:18:30.000000,2022-04-21 07:18:30,1629.0,127.0,429,74.0,129.0,204.0,312.0,3128,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",48.0,33,True,2022-03-29 08:17:53.000,1.3.2,69.0,clearml,,allegroai/trains,,,232.0,226.0,https://pypi.org/project/clearml,2022-04-13 11:41:27.000,6.0,129738.0,130635.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30105.0,2.0,426.0,,,,,,,,,,,,,,,,,,,
163,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-04-21 11:37:24.000000,2022-04-21 11:37:24,1045.0,99.0,698,258.0,1047.0,321.0,386.0,2994,Data loaders and abstractions for text and NLP.,126.0,33,True,2022-03-10 18:31:55.000,0.12.0,20.0,torchtext,,,,['pytorch'],433.0,,https://pypi.org/project/torchtext,2022-03-10 16:48:11.000,433.0,163000.0,163000.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
164,ART,Trusted-AI/adversarial-robustness-toolbox,adversarial,,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000,2022-04-20 22:12:50.000000,2022-04-20 15:27:35,9924.0,438.0,794,89.0,879.0,80.0,585.0,2934,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",97.0,33,True,2022-03-16 17:12:08.000,1.10.0,39.0,adversarial-robustness-toolbox,conda-forge/adversarial-robustness-toolbox,,,,211.0,205.0,https://pypi.org/project/adversarial-robustness-toolbox,2022-03-16 15:30:43.000,6.0,7209.0,7626.0,https://anaconda.org/conda-forge/adversarial-robustness-toolbox,2022-01-10 15:59:27.185,8758.0,,,,,1.0,,,-1.0,,,,,,,,,,,,,,,,,
165,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2022-04-21 14:13:24.000000,2022-04-20 17:06:47,1856.0,159.0,563,83.0,1937.0,192.0,1412.0,2908,AI Toolkit for Healthcare Imaging.,94.0,33,True,2022-02-16 23:46:11.000,0.8.1,40.0,monai,conda-forge/monai,,,['pytorch'],288.0,272.0,https://pypi.org/project/monai,2022-02-16 23:13:47.000,16.0,51408.0,51495.0,https://anaconda.org/conda-forge/monai,2022-01-09 02:58:07.863,350.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
166,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2022-04-17 14:41:09.000000,2022-04-17 14:40:36,1697.0,16.0,355,46.0,1072.0,3.0,331.0,2904,Accelerated deep learning R&D.,103.0,33,True,2022-02-27 17:53:53.000,22.2.1,107.0,catalyst,,,,['pytorch'],555.0,526.0,https://pypi.org/project/catalyst,2022-02-27 17:53:53.000,29.0,800459.0,800459.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
