,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,brew_id,apt_id,yum_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,dnf_id,yay_id,snap_id,new_addition
212,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2023-06-29 11:44:10.000000,2023-06-23 02:22:46,903.0,35.0,213,41.0,456.0,100.0,160.0,2527,JAX-based neural network library.,75.0,32,True,2023-02-03 20:23:57.650,0.0.4,12.0,dm-haiku,conda-forge/dm-haiku,,,,1389.0,1327.0,https://pypi.org/project/dm-haiku,152634.0,153041.0,https://anaconda.org/conda-forge/dm-haiku,2023-06-16 19:24:44.849,11415.0,,,,,3.0,,2022-07-04 18:49:30.000,62.0,,,,,,,,,,,,,,,,,,,
213,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-06-21 10:02:35.000000,2023-06-21 10:02:34,2876.0,12.0,669,79.0,812.0,249.0,600.0,2390,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",117.0,32,True,2023-04-08 06:38:26.000,0.1.22,21.0,pgmpy,,,,,691.0,667.0,https://pypi.org/project/pgmpy,62069.0,62076.0,,,,,,,,2.0,266.0,2022-06-30 09:26:19.000,24.0,,,,,,,,,,,,,,,,,,,
214,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-06-16 13:24:52.029000,2023-05-19 10:29:59,913.0,7.0,383,38.0,139.0,46.0,229.0,2245,A library of sklearn compatible categorical variable encoders.,61.0,32,True,2023-05-15 21:30:42.662,2.6.1,30.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],966.0,826.0,https://pypi.org/project/category_encoders,1277600.0,1280334.0,https://anaconda.org/conda-forge/category_encoders,2023-06-16 13:24:52.029,226940.0,,,,,2.0,,2023-01-14 21:24:01.587,140.0,,,,,,,,,,,,,,,,,,,
215,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2023-06-29 14:34:17.000000,2023-06-28 13:02:17,3431.0,212.0,474,51.0,3337.0,292.0,755.0,1810,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,142.0,32,True,2023-06-26 19:34:00.749,0.31.0,47.0,pennylane,conda-forge/pennylane,,,,52.0,,https://pypi.org/project/pennylane,23892.0,24759.0,https://anaconda.org/conda-forge/pennylane,2023-06-16 19:27:59.809,16468.0,,,,,2.0,69.0,2021-05-03 08:31:01.000,52.0,,,,,,,,,,,,,,,,,,,
216,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2023-06-01 23:13:48.000000,2023-05-22 12:29:35,12581.0,4.0,278,25.0,244.0,61.0,265.0,1707,Huggingface Transformers + Adapters =.,1713.0,32,True,2023-04-06 21:17:41.000,adapters3.2.1,18.0,adapter-transformers,,,,['huggingface'],200.0,193.0,https://pypi.org/project/adapter-transformers,17391.0,17391.0,,,,,,,,2.0,,2022-05-18 08:45:47.000,7.0,,,,,,,,,,,,,,,,,,,
217,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2023-06-28 21:32:04.000000,2023-06-28 21:31:58,807.0,12.0,316,125.0,755.0,196.0,159.0,1413,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",80.0,32,True,2023-05-26 02:36:01.000,0.7.5,30.0,tensorflow-model-optimization,,,,['tensorflow'],2961.0,2931.0,https://pypi.org/project/tensorflow-model-optimization,259668.0,259668.0,,,,,,,,2.0,,2022-03-18 16:49:50.000,30.0,,,,,,,,,,,,,,,,,,,
218,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-06-05 07:39:09.482000,2023-06-02 07:03:26,1146.0,1.0,326,64.0,563.0,216.0,340.0,1376,A Jupyter - Leaflet.js bridge.,83.0,32,True,2023-06-02 07:09:46.000,0.17.3,66.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],4631.0,4631.0,https://pypi.org/project/ipyleaflet,128674.0,191562.0,https://anaconda.org/conda-forge/ipyleaflet,2023-06-05 07:39:09.482,1033078.0,,,,,3.0,,,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,,,50735.0,,,,,,,,,,
219,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2023-06-29 09:07:00.000000,2023-06-29 03:08:53,712.0,90.0,209,48.0,786.0,174.0,229.0,1289,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,70.0,32,True,2023-06-16 12:43:03.293,1.8.8,38.0,optimum,conda-forge/optimum,,,,240.0,229.0,https://pypi.org/project/optimum,133232.0,133794.0,https://anaconda.org/conda-forge/optimum,2023-06-18 08:41:09.996,7869.0,,,,,1.0,,2022-10-25 17:47:03.454,11.0,,,,,,,,,,,,,,,,,,,
220,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000,2023-06-27 13:25:00.000000,2023-06-27 13:19:48,1077.0,63.0,237,42.0,477.0,25.0,173.0,1122,ARCH models in Python.,34.0,32,False,2023-05-26 17:13:00.353,5.6.0,44.0,arch,conda-forge/arch-py,,,,1094.0,1033.0,https://pypi.org/project/arch,206279.0,211927.0,https://anaconda.org/conda-forge/arch-py,2023-06-16 16:19:10.926,242871.0,,,,,1.0,,2022-06-22 10:47:05.000,61.0,,,,,,,,,,,,,,,,,,,
221,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2023-06-27 05:56:02.000000,2023-06-25 19:15:05,3252.0,13.0,242,50.0,338.0,72.0,260.0,976,"OpenCL integration for Python, plus shiny features.",94.0,32,True,2023-06-25 19:15:53.000,2023.1.1,91.0,pyopencl,conda-forge/pyopencl,,,,1756.0,1564.0,https://pypi.org/project/pyopencl,75258.0,100091.0,https://anaconda.org/conda-forge/pyopencl,2023-06-26 15:03:51.758,894016.0,,,,,2.0,,2022-11-21 19:47:02.618,192.0,,,,,,,,,,,,,,,,,,,
222,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-06-29 01:38:06.000000,2023-06-29 01:38:05,898.0,25.0,202,59.0,97.0,37.0,169.0,962,Input pipeline framework.,27.0,32,True,2023-04-13 22:32:01.919,1.13.0,55.0,tensorflow-transform,,,,['tensorflow'],1451.0,1395.0,https://pypi.org/project/tensorflow-transform,724001.0,724001.0,,,,,,,,2.0,,2022-06-29 07:42:53.000,56.0,,,,,,,,,,,,,,,,,,,
223,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-06-24 02:31:34.000000,2023-05-01 17:35:06,1420.0,1.0,3721,779.0,1129.0,373.0,588.0,18558,Magenta: Music and Art Generation with Machine Intelligence.,155.0,31,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,,,['tensorflow'],488.0,450.0,https://pypi.org/project/magenta,3710.0,3710.0,,,,,,,,2.0,,2018-07-31 15:38:15.000,38.0,,,,,,,,,,,,,,,,,,,
224,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2023-06-20 19:14:21.000000,2023-06-20 10:11:46,3445.0,70.0,718,131.0,144.0,102.0,875.0,9209,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",83.0,31,True,2016-02-17 09:22:48.000,4.0,46.0,ocrmypdf,conda-forge/ocrmypdf,,,,557.0,557.0,https://pypi.org/project/ocrmypdf,33979.0,35764.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,49982.0,,,,,2.0,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,,,,,,,
225,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2023-06-25 00:02:52.000000,2023-06-25 00:02:49,2810.0,44.0,1861,182.0,354.0,152.0,466.0,7693,FinRL: Financial Reinforcement Learning.,97.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,20.0,20.0,https://pypi.org/project/finrl,1727.0,1727.0,,,,,,,,1.0,,2022-01-08 13:58:14.000,,,,,,,,,,,,,,,,,,,,
226,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-06-29 14:01:54.000000,2023-06-28 07:22:09,541.0,7.0,1155,164.0,420.0,58.0,467.0,7451,Automatic extraction of relevant features from time series:.,86.0,31,True,2023-06-14 21:34:06.791,0.20.1,30.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],69.0,,https://pypi.org/project/tsfresh,204537.0,219579.0,https://anaconda.org/conda-forge/tsfresh,2023-06-16 13:25:36.429,1007859.0,,,,,2.0,,2021-12-21 03:37:03.000,69.0,,,,,,,,,,,,,,,,,,,
227,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-06-16 19:25:30.278000,2023-04-18 11:08:13,2759.0,1.0,1222,214.0,696.0,158.0,823.0,7019,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],501.0,462.0,https://pypi.org/project/auto-sklearn,30842.0,31511.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,17401.0,,,,,2.0,49.0,2022-09-20 10:32:07.471,39.0,,,,,,,,,,,,,,,,,,,
228,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-06-29 14:22:35.000000,2023-06-29 12:41:58,1027.0,50.0,678,51.0,791.0,227.0,850.0,6037,A python library for user-friendly forecasting and anomaly detection on time series.,93.0,31,True,2023-04-12 13:24:46.000,0.24.0,35.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,309.0,309.0,https://pypi.org/project/u8darts,12741.0,14084.0,https://anaconda.org/conda-forge/u8darts-all,2023-06-16 19:27:01.303,30758.0,https://hub.docker.com/r/unit8/darts,2023-04-12 13:39:19.584706,,384.0,2.0,,,,,,,,,,,,,,,,,,,,,,
229,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-06-16 16:07:59.111000,2020-07-15 13:46:58,1184.0,,1491,305.0,292.0,141.0,265.0,5042,Portfolio and risk analytics in Python.,59.0,31,False,2019-04-15 11:38:22.000,0.9.2,8.0,pyfolio,conda-forge/pyfolio,,,,830.0,830.0,https://pypi.org/project/pyfolio,11206.0,11391.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,11869.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
230,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2023-06-16 16:15:44.326000,2022-01-27 13:24:16,139.0,,1006,154.0,112.0,150.0,79.0,4352,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,False,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,36095.0,35269.0,https://pypi.org/project/imutils,334686.0,337588.0,https://anaconda.org/conda-forge/imutils,2023-06-16 16:15:44.326,139310.0,,,,,2.0,,2021-01-15 10:53:17.000,826.0,,,,,,,,,,,,,,,,,,,
231,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-06-29 00:07:56.504000,2023-06-28 13:10:47,718.0,46.0,345,72.0,253.0,47.0,470.0,4107,Visualizer for pandas data structures.,29.0,31,True,2023-06-28 20:19:45.000,3.1.6,168.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",772.0,755.0,https://pypi.org/project/dtale,146248.0,152387.0,https://anaconda.org/conda-forge/dtale,2023-06-29 00:07:56.504,227156.0,,,,,2.0,,2022-06-17 17:45:42.000,17.0,,,,,,,,,,,,,,,,,,,
232,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-06-28 12:22:41.000000,2023-06-28 12:22:39,1364.0,104.0,699,71.0,1666.0,263.0,604.0,3650,Probabilistic time series modeling in Python.,106.0,31,True,2023-06-07 13:25:02.158,0.13.2,91.0,gluonts,anaconda/gluonts,,,['mxnet'],12.0,,https://pypi.org/project/gluonts,156064.0,156083.0,https://anaconda.org/anaconda/gluonts,2023-06-23 14:26:58.411,383.0,,,,,2.0,,2022-06-30 19:47:56.000,12.0,,,,,,,,,,,,,,,,,,,
233,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,451,72.0,37.0,11.0,118.0,3575,Missing data visualization module for Python.,18.0,31,True,2023-02-26 20:11:59.371,0.5.2,26.0,missingno,conda-forge/missingno,,,,12097.0,11962.0,https://pypi.org/project/missingno,466696.0,470699.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,284240.0,,,,,2.0,,2022-02-27 20:39:36.000,135.0,,,,,,,,,,,,,,,,,,,
234,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-06-29 13:31:02.000000,2023-06-13 06:10:59,1287.0,18.0,766,266.0,1425.0,245.0,508.0,3322,"Models, data loaders and abstractions for language processing, powered by PyTorch.",149.0,31,True,2023-05-08 19:49:25.000,0.15.2,24.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,689159.0,689159.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
235,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-06-28 06:05:30.185000,2023-02-05 22:03:50,437.0,,460,63.0,192.0,161.0,138.0,3150,Header-only C++/python library for fast approximate nearest neighbors.,65.0,31,True,2023-02-07 20:10:08.000,0.7.0,10.0,hnswlib,conda-forge/hnswlib,,,,1730.0,1687.0,https://pypi.org/project/hnswlib,973734.0,976820.0,https://anaconda.org/conda-forge/hnswlib,2023-06-28 06:05:30.185,92594.0,,,,,2.0,,2022-02-14 22:34:58.000,43.0,,,,,,,,,,,,,,,,,,,
236,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-06-16 16:15:58.517000,2023-05-22 17:51:35,969.0,34.0,567,101.0,327.0,15.0,703.0,3130,"Fast, flexible and easy to use probabilistic modelling in Python.",68.0,31,True,2023-04-16 07:29:15.000,1.0.0,70.0,pomegranate,conda-forge/pomegranate,,,,1010.0,954.0,https://pypi.org/project/pomegranate,41633.0,44333.0,https://anaconda.org/conda-forge/pomegranate,2023-06-16 16:15:58.517,126913.0,,,,,2.0,,2021-11-19 21:46:05.000,56.0,,,,,,,,,,,,,,,,,,,
237,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2023-06-16 19:18:40.569000,2022-05-31 03:18:45,1556.0,,422,91.0,121.0,70.0,348.0,3085,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,31,False,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,950.0,893.0,https://pypi.org/project/nmslib,203998.0,206426.0,https://anaconda.org/conda-forge/nmslib,2023-06-16 19:18:40.569,92282.0,,,,,2.0,,2021-02-03 00:02:08.000,57.0,,,,,,,,,,,,,,,,,,,
238,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2023-06-29 13:21:25.000000,2023-06-25 12:51:40,1429.0,122.0,217,12.0,1619.0,250.0,706.0,2883,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,45.0,31,False,2023-06-14 11:54:00.939,0.17.3,56.0,deepchecks,,,,,203.0,197.0,https://pypi.org/project/deepchecks,91030.0,91063.0,,,,,,,,2.0,674.0,2022-07-07 06:48:54.000,6.0,,,,,,,,,,,,,,,,,,,
239,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-06-16 16:11:46.167000,2023-04-18 19:00:21,461.0,4.0,729,119.0,110.0,57.0,363.0,2798,"Hidden Markov Models in Python, with scikit-learn like API.",44.0,31,True,2023-04-18 18:59:00.534,0.3.0,12.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],2058.0,1921.0,https://pypi.org/project/hmmlearn,274395.0,277726.0,https://anaconda.org/conda-forge/hmmlearn,2023-06-16 16:11:46.167,183235.0,,,,,2.0,,2022-02-10 14:13:50.000,137.0,,,,,,,,,,,,,,,,,,,
240,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2023-06-16 13:24:39.196000,2022-08-22 18:21:12,586.0,,554,76.0,72.0,56.0,159.0,2785,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,31,True,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,3566.0,3412.0,https://pypi.org/project/filterpy,2014344.0,2017562.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,231708.0,,,,,2.0,,2018-10-10 22:38:24.000,154.0,,,,,,,,,,,,,,,,,,,
241,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-06-16 13:23:10.041000,2023-02-07 11:44:22,319.0,,318,64.0,68.0,9.0,115.0,2770,A Python Perceptual Image Hashing Module.,25.0,31,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,10005.0,9644.0,https://pypi.org/project/ImageHash,1387434.0,1391443.0,https://anaconda.org/conda-forge/imagehash,2023-06-16 13:23:10.041,316726.0,,,,,2.0,,2022-09-28 08:48:24.658,361.0,,,,,,,,,,,,,,,,,,,
242,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-06-29 12:46:30.000000,2023-06-29 12:46:08,1242.0,42.0,257,54.0,197.0,62.0,375.0,2712,STUMPY is a powerful and scalable Python library for modern time series analysis.,33.0,31,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,,500.0,486.0,https://pypi.org/project/stumpy,157430.0,171132.0,https://anaconda.org/conda-forge/stumpy,2023-06-16 16:15:14.989,671433.0,,,,,2.0,,2022-03-31 21:23:48.000,14.0,,,,,,,,,,,,,,,,,,,
243,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-06-29 14:15:03.000000,2023-06-27 17:56:36,1605.0,3.0,317,60.0,155.0,119.0,186.0,2526,A machine learning toolkit dedicated to time-series data.,42.0,31,True,2023-01-20 13:21:39.000,0.5.3.2,96.0,tslearn,conda-forge/tslearn,,,['sklearn'],914.0,873.0,https://pypi.org/project/tslearn,290872.0,306320.0,https://anaconda.org/conda-forge/tslearn,2023-06-16 16:09:32.718,973240.0,,,,,2.0,,2023-01-20 12:46:36.838,41.0,,,,,,,,,,,,,,,,,,,
244,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-06-16 13:24:16.691000,2023-06-14 18:55:13,967.0,3.0,422,56.0,127.0,306.0,162.0,2476,A high performance implementation of HDBSCAN clustering.,82.0,31,True,2022-10-31 20:21:51.000,0.8.29-1,42.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2365.0,2365.0,https://pypi.org/project/hdbscan,598322.0,617604.0,https://anaconda.org/conda-forge/hdbscan,2023-06-16 13:24:16.691,1600414.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
245,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2023-06-27 12:55:41.000000,2023-06-23 08:57:01,10527.0,55.0,365,61.0,2732.0,975.0,2048.0,2453,"With Holoviews, your data visualizes itself.",135.0,31,True,2023-06-08 16:36:04.000,1.16.2,73.0,holoviews,conda-forge/holoviews,,,['jupyter'],,,https://pypi.org/project/holoviews,339871.0,355588.0,https://anaconda.org/conda-forge/holoviews,2023-06-09 08:12:22.147,1290350.0,,,,,2.0,,,,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,,,537.0,,,,,,-4.0,,,,
246,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-06-16 13:17:51.662000,2023-06-06 06:37:27,2821.0,56.0,962,122.0,466.0,53.0,289.0,2425,IPython Parallel: Interactive Parallel Computing in Python.,112.0,31,False,2023-04-14 13:35:06.415,8.6.1,45.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],290.0,,https://pypi.org/project/ipyparallel,123550.0,133509.0,https://anaconda.org/conda-forge/ipyparallel,2023-06-16 13:17:51.662,856537.0,,,,,2.0,,2015-10-27 13:25:37.000,290.0,,,,,,,,,,,,,,,,,,,
247,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-06-16 19:27:50.549000,2023-04-20 03:41:53,699.0,3.0,225,38.0,781.0,63.0,280.0,2380,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:19.000,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],2373.0,2373.0,https://pypi.org/project/fairscale,453305.0,460608.0,https://anaconda.org/conda-forge/fairscale,2023-06-16 19:27:50.549,138766.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
248,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-06-20 15:12:19.000000,2023-04-03 00:19:55,1816.0,17.0,247,91.0,123.0,29.0,230.0,2076,"NLP, before and after spaCy.",35.0,31,False,2023-04-02 22:46:00.000,0.13.0,29.0,textacy,conda-forge/textacy,,,,1469.0,1469.0,https://pypi.org/project/textacy,96618.0,98423.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,131787.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
249,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2023-06-16 16:08:55.034000,2023-04-24 15:04:32,275.0,4.0,355,55.0,75.0,82.0,99.0,1717,Python library for interactive topic model visualization. Port of the R LDAvis package.,39.0,31,True,2023-04-23 23:55:02.142,3.4.1,26.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],5259.0,5106.0,https://pypi.org/project/pyldavis,313793.0,314946.0,https://anaconda.org/conda-forge/pyldavis,2023-06-16 16:08:55.034,69227.0,,,,,2.0,,2021-03-24 12:57:08.000,153.0,,,,,,,,,,,,,,,,,,,
250,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-06-28 23:51:10.000000,2023-06-10 14:30:23,670.0,35.0,383,42.0,58.0,14.0,253.0,1691,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,31,True,2023-04-07 06:00:55.135,1.3.6,19.0,ogb,conda-forge/ogb,,,,951.0,929.0,https://pypi.org/project/ogb,31463.0,32219.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,24979.0,,,,,2.0,,2022-11-02 22:00:56.960,22.0,,,,,,,,,,,,,,,,,,,
251,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-06-25 18:03:13.000000,2023-05-16 07:12:56,1025.0,20.0,191,53.0,195.0,32.0,263.0,1420,A full spaCy pipeline and models for scientific/biomedical documents.,29.0,31,True,2023-04-29 21:23:00.503,0.5.2,13.0,scispacy,,,,,749.0,719.0,https://pypi.org/project/scispacy,60912.0,60912.0,,,,,,,,2.0,,2022-09-07 00:28:02.587,30.0,,,,,,,,,,,,,,,,,,,
