,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
148,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2021-12-15 14:34:36.304000,2021-10-22 03:17:05,562.0,,1057,270.0,155.0,101.0,155.0,8100,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",35.0,33,True,2021-10-22 03:18:24.000,0.17.1,59.0,textblob,conda-forge/textblob,,,,20299.0,18931.0,https://pypi.org/project/textblob,2021-12-15 14:34:36.304,1368.0,935003.0,937260.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233,153495.0,,,,,2.0,98.0,,,,,,,,,,,,,,,,,,,
149,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2022-04-06 09:32:10.000000,2022-04-06 09:32:10,2488.0,171.0,1589,142.0,787.0,405.0,633.0,7759,"Awesome pre-trained models toolkit based on PaddlePaddle.(300+ models including Image, Text, Audio and Video with Easy..",61.0,33,True,2021-12-28 02:55:41.000,2.2.0,47.0,paddlehub,,,,['paddle'],749.0,745.0,https://pypi.org/project/paddlehub,2021-12-28 02:55:41.000,4.0,15765.0,15780.0,,,,,,,,2.0,565.0,,,,,,,,,,,,,,,,,,,
150,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2022-04-06 17:40:32.000000,2022-04-04 22:28:10,2320.0,24.0,905,201.0,2128.0,202.0,752.0,7382,Deep universal probabilistic programming with Python and PyTorch.,123.0,33,True,2022-03-24 14:53:37.000,1.8.1,29.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],734.0,678.0,https://pypi.org/project/pyro-ppl,2022-03-24 14:53:37.000,56.0,100126.0,100523.0,https://anaconda.org/conda-forge/pyro-ppl,2022-03-24 21:05:41.375,5167.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
151,Kedro,kedro-org/kedro,data-pipelines,,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro,Apache-2.0,2019-04-18 10:29:56.000,2022-04-07 15:08:01.000000,2022-04-05 09:10:33,1871.0,169.0,637,104.0,619.0,81.0,611.0,6794,"A Python framework for creating reproducible, maintainable and modular data science code.",148.0,33,True,2022-03-31 16:07:31.000,0.18.0,32.0,kedro,,,,,853.0,817.0,https://pypi.org/project/kedro,2022-03-31 16:07:31.000,36.0,342597.0,342597.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
152,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2022-02-09 23:36:34.000000,2021-11-27 04:08:51,2937.0,,1808,201.0,205.0,13.0,1333.0,6182,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,33,True,2020-04-24 19:01:06.000,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1034.0,988.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000,46.0,20490.0,20557.0,https://anaconda.org/conda-forge/tensorpack,2022-02-06 19:35:57.930,391.0,,,,,2.0,131.0,,,,,,,,,,,,,,,,,,,
153,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2022-04-01 22:21:51.000000,2022-02-18 11:05:58,2617.0,34.0,1123,212.0,588.0,106.0,745.0,6129,Automated Machine Learning with scikit-learn.,79.0,33,True,2022-02-18 11:09:52.000,0.14.6,40.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],300.0,270.0,https://pypi.org/project/auto-sklearn,2022-02-18 11:09:52.000,30.0,39732.0,40047.0,https://anaconda.org/conda-forge/auto-sklearn,2022-02-18 18:13:43.553,3784.0,,,,,1.0,27.0,,,,,,,,,,,,,,,,,,,
154,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2022-04-06 15:55:23.000000,2022-04-06 15:55:01,1975.0,108.0,409,96.0,314.0,357.0,962.0,5931,An open source multi-tool for exploring and publishing data.,63.0,33,True,2022-03-23 20:38:02.000,0.61.1,117.0,datasette,conda-forge/datasette,,,,787.0,638.0,https://pypi.org/project/datasette,2022-03-23 20:38:02.000,149.0,262144.0,262425.0,https://anaconda.org/conda-forge/datasette,2022-03-24 00:50:34.931,3381.0,,,,,2.0,34.0,,,,,,,,datasette,,,,,,,,,,,
155,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2022-03-31 14:59:34.000000,2022-02-16 04:30:27,707.0,6.0,786,109.0,229.0,58.0,478.0,5790,Unsupervised text tokenizer for Neural Network-based text generation.,62.0,33,True,2021-06-18 09:34:31.000,0.1.96,31.0,sentencepiece,conda-forge/sentencepiece,,,,14292.0,13941.0,https://pypi.org/project/sentencepiece,2021-06-18 09:34:31.000,351.0,5217472.0,5225968.0,https://anaconda.org/conda-forge/sentencepiece,2022-02-11 08:18:24.634,168580.0,,,,,2.0,20640.0,,,,,,,,,,,,,,,,,,,
156,Tokenizers,huggingface/tokenizers,nlp,,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000,2022-04-07 12:20:32.000000,2022-04-04 07:43:28,1560.0,50.0,453,100.0,376.0,183.0,428.0,5454,Fast State-of-the-Art Tokenizers optimized for Research and Production.,55.0,33,True,2022-03-31 13:07:30.000,node-v0.12.0,70.0,tokenizers,conda-forge/tokenizers,,,,145.0,44.0,https://pypi.org/project/tokenizers,2022-03-31 09:35:33.000,101.0,5837101.0,5843161.0,https://anaconda.org/conda-forge/tokenizers,2022-04-01 02:16:30.861,127275.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
157,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2022-04-07 09:01:02.000000,2022-03-30 18:36:41,895.0,7.0,1136,154.0,942.0,60.0,754.0,5129,Gluon CV Toolkit.,115.0,33,True,2022-03-07 23:40:19.000,0.10.5,1349.0,gluoncv,,,,['mxnet'],772.0,713.0,https://pypi.org/project/gluoncv,2022-04-07 09:01:02.000,59.0,573192.0,573192.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
158,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-04-02 16:10:39.000000,2022-03-30 08:37:06,901.0,63.0,535,66.0,74.0,45.0,300.0,4310,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",24.0,33,True,2022-03-30 08:31:55.000,1.3.0,184.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],248.0,239.0,https://pypi.org/project/pytorch-metric-learning,2022-04-02 16:10:39.000,9.0,599924.0,600161.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-03-30 08:10:45.133,6410.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
159,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2022-04-04 20:47:49.000000,2022-04-04 20:47:46,471.0,31.0,584,104.0,124.0,14.0,282.0,4138,Python-tesseract is an optical character recognition (OCR) tool for python.,41.0,33,True,2022-03-14 19:28:46.000,0.3.10,26.0,pytesseract,conda-forge/pytesseract,,,,929.0,,https://pypi.org/project/pytesseract,2022-02-19 22:04:23.000,929.0,608108.0,623168.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,496992.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
160,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-04-07 00:16:37.000000,2022-04-06 14:00:47,1368.0,53.0,536,61.0,1482.0,136.0,914.0,3928,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,170.0,33,True,2022-01-17 15:29:55.000,0.4.8,864.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],79.0,,https://pypi.org/project/pytorch-ignite,2022-04-07 00:16:37.000,79.0,142834.0,144664.0,https://anaconda.org/pytorch/ignite,2022-01-17 15:33:33.872,84224.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
161,BigDL,intel-analytics/BigDL,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000,2022-04-07 14:28:52.000000,2022-04-07 14:28:52,16898.0,368.0,984,242.0,3201.0,412.0,839.0,3882,Building Large-Scale AI Applications for Distributed Big Data.,139.0,33,True,2022-03-09 07:47:13.000,2.0.0,189.0,bigdl,,,,,41.0,36.0,https://pypi.org/project/bigdl,2022-04-07 13:08:26.000,1.0,22152.0,22152.0,,,,,,,,2.0,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2021-04-20 01:33:14,4.0,,,
162,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2022-04-04 14:07:49.000000,2022-04-04 14:07:39,2941.0,86.0,460,124.0,279.0,38.0,668.0,3331,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",63.0,33,True,2022-02-03 17:07:56.000,2.0.12,163.0,dedupe,conda-forge/dedupe,,,,268.0,221.0,https://pypi.org/project/dedupe,2022-02-03 17:07:56.000,47.0,302617.0,303167.0,https://anaconda.org/conda-forge/dedupe,2022-02-04 12:31:59.260,2200.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
163,ClearML,allegroai/clearml,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000,2022-04-05 10:47:12.000000,2022-04-05 10:47:07,1602.0,120.0,429,74.0,123.0,198.0,307.0,3106,"ClearML - Auto-Magical CI/CD to streamline your ML workflow. Experiment Manager, MLOps and Data-Management.",47.0,33,True,2022-03-29 08:17:53.000,1.3.2,68.0,clearml,,allegroai/trains,,,224.0,219.0,https://pypi.org/project/clearml,2022-03-30 14:29:59.000,5.0,105926.0,106823.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,30105.0,2.0,421.0,,,,,,,,,,,,,,,,,,,
164,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2022-04-07 11:35:25.000000,2022-04-05 19:26:27,1042.0,131.0,698,259.0,1042.0,321.0,384.0,2985,Data loaders and abstractions for text and NLP.,126.0,33,True,2022-03-10 18:31:55.000,0.12.0,20.0,torchtext,,,,['pytorch'],433.0,,https://pypi.org/project/torchtext,2022-03-10 16:48:11.000,433.0,140328.0,140328.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
165,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2022-04-05 17:55:22.000000,2022-02-27 17:49:24,1694.0,13.0,355,47.0,1071.0,3.0,330.0,2896,Accelerated deep learning R&D.,102.0,33,True,2022-02-27 17:53:53.000,22.2.1,107.0,catalyst,,,,['pytorch'],549.0,520.0,https://pypi.org/project/catalyst,2022-02-27 17:53:53.000,29.0,592786.0,592786.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
166,PyQtGraph,pyqtgraph/pyqtgraph,data-viz,,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000,2022-04-06 15:15:12.000000,2022-03-31 16:33:35,3184.0,46.0,915,147.0,1184.0,326.0,690.0,2765,Fast data visualization and GUI tools for scientific / engineering applications.,219.0,33,True,2022-03-04 18:36:49.000,pyqtgraph-0.12.4,17.0,pyqtgraph,conda-forge/pyqtgraph,,,,789.0,,https://pypi.org/project/pyqtgraph,2022-03-04 18:37:22.000,789.0,87055.0,90688.0,https://anaconda.org/conda-forge/pyqtgraph,2022-03-05 00:25:53.937,228902.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
167,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2022-03-28 15:08:14.000000,2022-03-25 05:52:11,884.0,20.0,324,65.0,286.0,165.0,212.0,2500,Hyperparameter tuning for humans.,45.0,33,True,2022-03-25 05:32:04.000,1.1.2,14.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],1299.0,1261.0,https://pypi.org/project/keras-tuner,2022-03-25 00:39:10.000,38.0,635870.0,636092.0,https://anaconda.org/conda-forge/keras-tuner,2022-01-12 03:27:55.158,5557.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
168,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2022-04-04 22:12:54.000000,2022-03-30 21:33:35,410.0,13.0,686,112.0,86.0,56.0,326.0,2465,"Hidden Markov Models in Python, with scikit-learn like API.",39.0,33,True,2022-02-10 14:13:50.000,0.2.7,10.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1364.0,1238.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,126.0,1561683.0,1564438.0,https://anaconda.org/conda-forge/hmmlearn,2022-02-12 03:10:38.209,112973.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
169,TF-Agents,tensorflow/agents,reinforcement-learning,,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000,2022-04-07 06:36:44.000000,2022-04-07 06:36:08,2041.0,49.0,611,85.0,174.0,125.0,426.0,2227,"TF-Agents: A reliable, scalable and easy to use TensorFlow library for Contextual Bandits and Reinforcement Learning.",120.0,33,True,2022-02-15 18:44:55.000,0.12.0,31.0,tf-agents,,,,['tensorflow'],775.0,761.0,https://pypi.org/project/tf-agents,2022-02-15 18:44:55.000,14.0,208920.0,208920.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
170,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2022-04-07 06:55:29.000000,2022-03-09 20:48:35,754.0,14.0,353,38.0,109.0,72.0,169.0,1869,A library of sklearn compatible categorical variable encoders.,50.0,33,True,2022-03-09 20:50:35.000,2.4.0,19.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],3287.0,3264.0,https://pypi.org/project/category_encoders,2018-10-14 14:15:54.000,23.0,1633721.0,1635875.0,https://anaconda.org/conda-forge/category_encoders,2022-03-09 23:07:56.361,148662.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
171,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2022-03-16 01:20:31.000000,2022-03-16 01:20:24,2173.0,18.0,466,66.0,452.0,216.0,638.0,1838,Survival analysis in Python.,99.0,33,True,2022-03-15 15:20:56.000,0.27.0,161.0,lifelines,conda-forge/lifelines,,,,936.0,834.0,https://pypi.org/project/lifelines,2022-03-15 15:20:56.000,102.0,375581.0,378216.0,https://anaconda.org/conda-forge/lifelines,2022-02-04 22:28:18.021,184513.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
172,Ax,facebook/Ax,hyperopt,,https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000,2022-04-07 14:30:54.000000,2022-04-07 14:28:01,1778.0,156.0,189,73.0,519.0,44.0,349.0,1747,Adaptive Experimentation Platform.,112.0,33,True,2022-03-10 18:10:26.000,0.2.4,26.0,ax-platform,conda-forge/ax-platform,,,['pytorch'],274.0,259.0,https://pypi.org/project/ax-platform,2022-03-10 18:10:26.000,15.0,135930.0,136023.0,https://anaconda.org/conda-forge/ax-platform,2022-03-16 10:40:13.511,931.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
173,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-02-11 13:28:12.000000,2018-10-12 15:53:05,1251.0,,267,54.0,151.0,99.0,217.0,1431,Python Geocoder.,73.0,33,False,2018-04-04 12:34:51.000,1.38.1,110.0,geocoder,conda-forge/geocoder,,,,5161.0,4669.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000,492.0,444530.0,446097.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,97161.0,,,,,2.0,,,,,,,,,,,,,,,,,,geocoder,,
174,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2022-04-07 06:45:09.253000,2022-04-06 20:44:57,4437.0,177.0,311,19.0,666.0,560.0,383.0,1309,"This is the development home of the workflow management system Snakemake. For general information, see.",250.0,33,True,2022-04-06 20:46:24.000,7.3.8,222.0,snakemake,bioconda/snakemake,,,,1284.0,1076.0,https://pypi.org/project/snakemake,2022-04-06 20:46:24.000,208.0,39011.0,44233.0,https://anaconda.org/bioconda/snakemake,2022-04-07 06:45:09.253,407360.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
175,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-04-06 19:58:10.000000,2022-04-06 19:58:10,1043.0,57.0,316,63.0,484.0,181.0,295.0,1239,A Jupyter - Leaflet.js bridge.,76.0,33,True,2021-12-06 12:34:17.000,0.15.0,72.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],1704.0,1600.0,https://pypi.org/project/ipyleaflet,2021-12-06 12:34:17.000,102.0,70982.0,128113.0,https://anaconda.org/conda-forge/ipyleaflet,2021-12-09 18:45:12.043,802684.0,,,,,2.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-12-06 12:32:39.669,2.0,45826.0,,,,,,,,,,,,,
176,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2022-04-07 13:23:55.000000,2022-04-05 08:10:03,2628.0,183.0,226,29.0,1274.0,205.0,544.0,1199,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,80.0,33,True,2022-04-01 09:13:13.000,0.34.0,57.0,pyvista,conda-forge/pyvista,,,['jupyter'],794.0,697.0,https://pypi.org/project/pyvista,2022-04-01 08:58:58.000,97.0,57555.0,61941.0,https://anaconda.org/conda-forge/pyvista,2022-02-25 17:32:55.376,153174.0,,,,,2.0,543.0,,,,,,,,,,,,,,,,,,,
177,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2022-04-07 10:29:20.000000,2022-04-06 09:34:17,1373.0,38.0,270,44.0,1291.0,140.0,576.0,1191,Exploratory analysis of Bayesian models with Python.,118.0,33,True,2022-03-23 19:26:45.000,0.12.0,26.0,arviz,conda-forge/arviz,,,,2231.0,2135.0,https://pypi.org/project/arviz,2022-03-23 19:26:45.000,96.0,373338.0,392437.0,https://anaconda.org/conda-forge/arviz,2022-03-23 23:59:15.657,668398.0,,,,,1.0,113.0,,,,,,,,,,,,,,,,,,,
178,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-03-30 11:33:05.000000,2022-01-20 10:23:04,1132.0,1.0,175,30.0,34.0,7.0,125.0,1167,Simple Python interface for Graphviz.,18.0,33,True,2021-12-12 11:06:31.000,0.19.1,53.0,graphviz,anaconda/python-graphviz,,,,32751.0,29849.0,https://pypi.org/project/graphviz,2021-12-12 11:06:31.000,2902.0,10371847.0,10372158.0,https://anaconda.org/anaconda/python-graphviz,2021-02-04 16:09:32.067,18689.0,,,,,2.0,,,,,,,,,,,,,-4.0,,,,,,,
179,Wand,emcconville/wand,image,,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000,2022-03-14 01:34:17.000000,2022-03-14 01:34:08,1747.0,6.0,192,29.0,190.0,16.0,353.0,1160,The ctypes-based simple ImageMagick binding for Python.,97.0,33,True,2021-08-17 02:43:04.000,0.6.7,50.0,wand,conda-forge/wand,,,,11039.0,10360.0,https://pypi.org/project/wand,2021-08-17 02:13:00.000,679.0,557799.0,558275.0,https://anaconda.org/conda-forge/wand,2020-11-30 13:27:29.373,9901.0,,,,,2.0,6858.0,,,,,,,,,,,,,,,,,,,
180,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2022-04-06 20:59:42.000000,2022-04-06 20:59:40,778.0,45.0,180,60.0,82.0,25.0,153.0,912,Input pipeline framework.,27.0,33,True,2022-03-30 18:58:31.000,1.6.1,48.0,tensorflow-transform,,,,['tensorflow'],857.0,801.0,https://pypi.org/project/tensorflow-transform,2022-03-30 19:17:57.000,56.0,3256813.0,3256813.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
181,Hail,hail-is/hail,medical-data,,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000,2022-04-06 17:55:59.000000,2022-04-06 17:55:27,9721.0,367.0,206,58.0,9734.0,55.0,1971.0,785,Scalable genomic data analysis.,78.0,33,True,2022-03-28 07:17:16.000,0.2.93,113.0,hail,,,,['spark'],67.0,59.0,https://pypi.org/project/hail,2022-03-28 07:17:45.000,8.0,57196.0,57196.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
182,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2022-04-07 02:28:11.000000,2022-04-06 21:42:01,130735.0,3858.0,68,49.0,1315.0,56.0,269.0,588,TensorFlow ROCm port.,3988.0,33,True,2022-02-16 21:35:53.000,2.8.0,74.0,tensorflow-rocm,,,,['tensorflow'],5.0,,https://pypi.org/project/tensorflow-rocm,2022-02-16 21:35:53.000,5.0,2249.0,2249.0,,,,,,,,2.0,18.0,,,,,,,,,,,,,,,,,,,
183,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2022-04-06 17:48:04.000000,2022-04-06 17:44:51,1402.0,8.0,3518,790.0,1109.0,321.0,571.0,17525,Magenta: Music and Art Generation with Machine Intelligence.,151.0,32,True,2020-11-12 19:17:18.000,2.1.3,66.0,magenta,,,,['tensorflow'],382.0,346.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000,36.0,5797.0,5797.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
184,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2022-01-20 12:10:43.000000,2020-10-14 16:36:49,6226.0,,4203,1008.0,1864.0,346.0,651.0,15042,"Zipline, a Pythonic Algorithmic Trading Library.",154.0,32,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,931.0,846.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,85.0,2783.0,3075.0,https://anaconda.org/conda-forge/zipline,2020-10-05 18:38:58.729,5561.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
185,Turi Create,apple/turicreate,ml-frameworks,,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000,2021-11-29 19:55:31.000000,2021-11-29 19:55:31,1571.0,,1111,358.0,1679.0,484.0,1287.0,10654,Turi Create simplifies the development of custom machine learning models.,85.0,32,True,2020-09-30 22:51:40.000,6.4.1,31.0,turicreate,,,,,322.0,303.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000,19.0,28437.0,28534.0,,,,,,,,3.0,5067.0,,,,,,,,,,,,,,,,,,,
186,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2022-01-14 13:42:13.000000,2021-07-29 23:17:25,531.0,,1533,273.0,105.0,35.0,526.0,9684,Lime: Explaining the predictions of any machine learning classifier.,61.0,32,True,2020-04-03 22:05:03.000,0.2.0.0,38.0,lime,conda-forge/lime,,,,2237.0,2130.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,107.0,482706.0,484199.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538,95586.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
187,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2022-03-25 13:02:03.000000,2022-03-25 13:02:03,836.0,2.0,979,319.0,248.0,38.0,302.0,9591,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,81.0,32,True,2020-09-18 16:07:59.000,1.17.0,43.0,annoy,conda-forge/python-annoy,,,,2255.0,2020.0,https://pypi.org/project/annoy,2020-09-18 16:07:59.000,235.0,1120190.0,1123509.0,https://anaconda.org/conda-forge/python-annoy,2022-01-28 19:54:18.237,222412.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
