,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
228,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2023-04-13 08:21:51.000000,2023-04-13 08:21:51,997.0,103.0,1268.0,98.0,66.0,9.0,651.0,6094.0,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",37.0,31,True,,,,deepface,,,,,1278.0,1278.0,https://pypi.org/project/deepface,,,60699.0,60699.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
229,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2023-04-18 21:45:35.000000,2023-04-18 20:51:00,857.0,60.0,813.0,136.0,537.0,106.0,251.0,5827.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,73.0,31,True,2022-12-17 06:13:06.000,0.9.1,11.0,dowhy,conda-forge/dowhy,,,,228.0,228.0,https://pypi.org/project/dowhy,,,39252.0,39629.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,13226.0,,,,,2.0,32.0,,,,,,,,,,,,,,,,,,
230,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-04-19 13:02:28.000000,2023-04-13 18:55:10,995.0,68.0,636.0,48.0,743.0,197.0,781.0,5752.0,A python library for user-friendly forecasting and anomaly detection on time series.,86.0,31,True,2023-04-12 14:14:00.533,0.24.0,35.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,237.0,231.0,https://pypi.org/project/u8darts,2023-01-12 12:53:02.898,6.0,15545.0,16764.0,https://anaconda.org/conda-forge/u8darts-all,2023-04-12 19:12:26.863,25474.0,https://hub.docker.com/r/unit8/darts,2023-04-12 13:39:19.584706,,382.0,2.0,,,,,,,,,,,,,,,,,,,
231,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2023-04-20 14:06:52.000000,2023-04-20 13:33:04,36476.0,331.0,687.0,137.0,7834.0,827.0,4565.0,5474.0,cuDF - GPU DataFrame Library.,257.0,31,True,2023-04-12 14:26:01.000,23.04.00,36.0,cudf,,,,,7.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,7.0,2045.0,2045.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
232,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-04-18 16:05:34.000000,2023-04-18 15:55:36,1039.0,8.0,340.0,81.0,481.0,58.0,421.0,5111.0,A scikit-learn compatible neural network library that wraps PyTorch.,56.0,31,True,2022-11-18 12:42:50.000,0.12.1,16.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",857.0,812.0,https://pypi.org/project/skorch,2022-11-18 12:33:08.762,45.0,51371.0,65203.0,https://anaconda.org/conda-forge/skorch,2023-03-14 10:48:15.087,760780.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
233,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-04-14 14:31:04.000000,2023-04-14 14:31:03,2237.0,6.0,1054.0,194.0,210.0,263.0,268.0,5075.0,Distributed Evolutionary Algorithms in Python.,80.0,31,False,2022-08-08 11:13:02.278,1.3.3,21.0,deap,conda-forge/deap,,,,3791.0,3447.0,https://pypi.org/project/deap,2022-08-08 11:13:02.278,344.0,159986.0,163334.0,https://anaconda.org/conda-forge/deap,2022-10-29 13:22:14.841,274585.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
234,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-04-07 02:29:54.000000,2020-07-15 13:46:58,1184.0,,1551.0,305.0,292.0,151.0,265.0,4938.0,Portfolio and risk analytics in Python.,56.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,783.0,749.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,34.0,9697.0,9878.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,11274.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
235,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-04-04 06:03:40.000000,2023-04-04 06:03:39,916.0,9.0,619.0,148.0,783.0,131.0,347.0,4586.0,Deep Learning Visualization Toolkit.,32.0,31,True,2023-03-03 04:46:06.678,2.5.1,41.0,visualdl,,,,['paddle'],1928.0,1890.0,https://pypi.org/project/visualdl,2023-01-17 11:38:01.856,38.0,133758.0,133766.0,,,,,,,,2.0,281.0,,,,,,,,,,,,,,,,,,
236,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-04-17 19:09:04.000000,2023-03-20 04:07:58,478.0,15.0,661.0,94.0,206.0,137.0,353.0,4316.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",45.0,31,True,2023-03-20 04:08:46.000,1.17,15.0,lightfm,conda-forge/lightfm,,,,1083.0,1036.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,47.0,339560.0,341933.0,https://anaconda.org/conda-forge/lightfm,2023-03-24 09:32:34.243,149534.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
237,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2023-04-11 12:08:41.000000,2023-04-06 21:04:53,3572.0,39.0,459.0,85.0,455.0,10.0,402.0,4201.0,Online machine learning in Python.,95.0,31,True,2023-01-30 07:27:43.000,0.15.0,13.0,river,conda-forge/river,,,,288.0,266.0,https://pypi.org/project/river,2023-01-29 23:10:00.782,22.0,15208.0,16607.0,https://anaconda.org/conda-forge/river,2022-10-31 03:47:59.947,33595.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
238,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-04-20 13:56:31.000000,2023-04-20 13:27:11,1290.0,126.0,689.0,71.0,1583.0,257.0,587.0,3485.0,Probabilistic time series modeling in Python.,102.0,31,True,2023-04-20 13:58:02.552,0.12.7,86.0,gluonts,anaconda/gluonts,,,['mxnet'],14.0,,https://pypi.org/project/gluonts,2022-06-30 19:47:56.000,14.0,143574.0,143591.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:07.201,323.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
239,bqplot,bqplot/bqplot,data-viz,,https://github.com/bqplot/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-04-12 07:25:28.072000,2023-04-11 14:07:26,3641.0,96.0,441.0,104.0,1019.0,216.0,364.0,3439.0,Plotting library for IPython/Jupyter notebooks.,62.0,31,True,2023-04-11 15:00:49.000,0.12.39,61.0,bqplot,conda-forge/bqplot,,,['jupyter'],40.0,40.0,https://pypi.org/project/bqplot,,,154005.0,171947.0,https://anaconda.org/conda-forge/bqplot,2023-04-12 07:25:28.072,1140987.0,,,,,2.0,,,bqplot,https://www.npmjs.com/package/bqplot,,,4196.0,,,,,,,,,,,,
240,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-04-19 09:22:30.000000,2023-04-06 11:04:27,1124.0,82.0,633.0,57.0,989.0,106.0,705.0,3336.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",78.0,31,True,2023-04-06 11:07:01.270,1.0.0,19.0,mmocr,,,,['pytorch'],48.0,46.0,https://pypi.org/project/mmocr,2023-01-06 09:38:01.075,2.0,10215.0,10215.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
241,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2023-04-16 06:32:56.000000,2022-12-11 00:17:11,408.0,,584.0,82.0,203.0,77.0,375.0,3130.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,31,True,2022-12-11 00:50:00.539,0.6.2,44.0,implicit,conda-forge/implicit,,,,955.0,917.0,https://pypi.org/project/implicit,2022-12-11 00:50:00.539,38.0,144852.0,152259.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,465259.0,,,,,1.0,336.0,,,,,,,,,,,,,,,,,,
242,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-04-20 08:01:59.000000,2023-04-19 17:29:44,965.0,30.0,556.0,99.0,324.0,89.0,695.0,3071.0,"Fast, flexible and easy to use probabilistic modelling in Python.",68.0,31,True,2023-04-16 07:29:15.000,1.0.0,70.0,pomegranate,conda-forge/pomegranate,,,,954.0,901.0,https://pypi.org/project/pomegranate,2022-02-21 06:50:33.000,53.0,46735.0,49378.0,https://anaconda.org/conda-forge/pomegranate,2022-09-19 21:08:05.664,118949.0,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,
243,NMSLIB,nmslib/nmslib,nn-search,,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000,2023-02-17 10:54:36.000000,2022-05-31 03:18:45,1556.0,,408.0,92.0,121.0,64.0,348.0,3021.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,48.0,31,True,2021-02-03 16:40:09.000,2.1.1,32.0,nmslib,conda-forge/nmslib,,,,891.0,839.0,https://pypi.org/project/nmslib,2021-02-03 00:02:08.000,52.0,241691.0,244013.0,https://anaconda.org/conda-forge/nmslib,2022-10-30 11:40:31.702,83612.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
244,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2023-02-07 11:44:22.000000,2023-02-07 11:44:22,319.0,7.0,318.0,64.0,68.0,9.0,115.0,2716.0,A Python Perceptual Image Hashing Module.,25.0,31,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,8976.0,8618.0,https://pypi.org/project/ImageHash,2022-09-28 08:48:24.658,358.0,1218601.0,1222488.0,https://anaconda.org/conda-forge/imagehash,2022-09-28 13:22:48.042,299358.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
245,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-04-20 02:56:36.000000,2023-04-19 23:19:45,1212.0,37.0,256.0,54.0,181.0,60.0,359.0,2649.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,33.0,31,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,,412.0,401.0,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,11.0,172889.0,181787.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,418225.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
246,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-03-22 19:43:04.000000,2022-11-10 18:59:22,964.0,,443.0,55.0,126.0,319.0,162.0,2407.0,A high performance implementation of HDBSCAN clustering.,81.0,31,True,2022-10-31 20:21:51.000,0.8.29-1,45.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2289.0,2100.0,https://pypi.org/project/hdbscan,2022-10-31 17:25:01.906,189.0,487912.0,506373.0,https://anaconda.org/conda-forge/hdbscan,2023-02-05 19:19:05.978,1495373.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
247,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-04-17 13:30:24.000000,2023-04-17 13:30:24,2805.0,79.0,962.0,121.0,454.0,53.0,286.0,2402.0,IPython Parallel: Interactive Parallel Computing in Python.,112.0,31,False,2023-04-13 15:28:00.944,8.6.0,45.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],295.0,,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,295.0,188453.0,198112.0,https://anaconda.org/conda-forge/ipyparallel,2023-04-14 13:49:01.099,811384.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
248,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-04-20 11:28:35.000000,2023-04-20 10:39:42,2870.0,18.0,668.0,77.0,807.0,240.0,596.0,2328.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",115.0,31,True,2023-04-08 06:38:26.000,0.1.22,21.0,pgmpy,,,,,611.0,588.0,https://pypi.org/project/pgmpy,2023-01-02 18:14:12.632,23.0,57910.0,57916.0,,,,,,,,2.0,219.0,,,,,,,,,,,,,,,,,,
249,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-04-20 03:41:54.000000,2023-04-20 03:41:53,699.0,8.0,214.0,36.0,778.0,64.0,280.0,2233.0,PyTorch extensions for high performance and large scale training.,72.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],1851.0,1825.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,26.0,421085.0,427573.0,https://anaconda.org/conda-forge/fairscale,2022-12-12 02:08:24.604,110296.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
250,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2023-04-19 21:10:49.000000,2023-04-04 08:07:58,2428.0,11.0,434.0,76.0,1236.0,139.0,674.0,1723.0,Gaussian processes in TensorFlow.,82.0,31,True,2023-03-16 16:21:20.910,2.6.5,45.0,gpflow,conda-forge/gpflow,,,['tensorflow'],533.0,500.0,https://pypi.org/project/gpflow,2023-01-27 12:45:00.704,33.0,55580.0,55926.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,20462.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
251,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-02-23 12:16:57.000000,2023-02-14 04:50:52,353.0,10.0,230.0,48.0,294.0,197.0,174.0,1563.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,41.0,31,True,2023-02-03 02:17:00.422,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],206.0,205.0,https://pypi.org/project/tensorflow-recommenders,2021-08-23 23:29:59.000,1.0,429903.0,429903.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
252,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2023-04-19 15:48:17.000000,2023-04-02 06:25:53,1766.0,30.0,269.0,44.0,248.0,58.0,183.0,1389.0,TensorLy: Tensor Learning in Python.,60.0,31,True,2023-03-08 01:09:02.237,0.8.1,20.0,tensorly,conda-forge/tensorly,,,,428.0,387.0,https://pypi.org/project/tensorly,2023-01-14 21:19:00.648,41.0,14177.0,20251.0,https://anaconda.org/conda-forge/tensorly,2023-03-09 18:03:34.129,358408.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
253,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-03-24 10:26:16.000000,2023-02-10 13:49:02,1145.0,1.0,351.0,63.0,563.0,232.0,332.0,1350.0,A Jupyter - Leaflet.js bridge.,82.0,31,True,2022-10-19 07:57:17.000,0.17.2,76.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],4273.0,4141.0,https://pypi.org/project/ipyleaflet,2022-10-19 07:45:44.840,127.0,161840.0,219650.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,990735.0,,,,,3.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,5.0,45874.0,,,,,,,,,,,,
254,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2023-04-15 12:21:41.000000,2023-04-05 16:03:24,2938.0,60.0,257.0,33.0,37.0,1.0,450.0,1126.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,16.0,31,True,2023-04-02 17:51:26.000,0.35.1,100.0,ktrain,,,,['tensorflow'],405.0,405.0,https://pypi.org/project/ktrain,,,23064.0,23064.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
255,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2023-04-20 14:11:21.000000,2023-04-20 09:19:55,642.0,196.0,167.0,44.0,695.0,134.0,193.0,1078.0,Accelerate training and inference of Transformers and Diffusers with easy to use hardware optimization tools.,59.0,31,True,2023-04-17 13:30:42.000,1.8.2,32.0,optimum,conda-forge/optimum,,,,133.0,121.0,https://pypi.org/project/optimum,2023-01-25 17:39:56.550,12.0,98194.0,98749.0,https://anaconda.org/conda-forge/optimum,2022-07-12 18:30:14.167,6671.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
256,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2023-04-04 06:49:55.000000,2023-03-14 02:05:40,3239.0,7.0,239.0,49.0,330.0,70.0,258.0,967.0,"OpenCL integration for Python, plus shiny features.",94.0,31,True,2023-01-04 00:34:00.812,2022.3.1,89.0,pyopencl,conda-forge/pyopencl,,,,1660.0,1468.0,https://pypi.org/project/pyopencl,2023-01-04 00:34:00.812,192.0,104767.0,115491.0,https://anaconda.org/conda-forge/pyopencl,2023-01-05 08:59:26.768,836480.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
257,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2023-04-20 05:29:35.000000,2023-04-18 23:53:33,478.0,11.0,112.0,31.0,121.0,24.0,71.0,792.0,Python bindings and utilities for GeoJSON.,53.0,31,True,2023-02-16 01:19:03.498,3.0.1,30.0,geojson,conda-forge/geojson,,,,13329.0,12113.0,https://pypi.org/project/geojson,2023-01-26 16:04:02.467,1216.0,982815.0,990911.0,https://anaconda.org/conda-forge/geojson,2023-02-16 15:57:19.825,688185.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
258,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2023-04-10 01:18:45.000000,2023-04-10 01:18:02,1796.0,47.0,207.0,20.0,270.0,42.0,259.0,706.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",41.0,31,True,2023-01-08 01:14:38.679,1.4.7,46.0,salib,conda-forge/salib,,,,810.0,733.0,https://pypi.org/project/salib,2023-01-08 01:14:38.679,77.0,131793.0,133283.0,https://anaconda.org/conda-forge/salib,2023-01-08 04:17:22.342,114795.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
259,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2023-04-12 14:57:55.000000,2022-11-16 02:40:37,930.0,,166.0,36.0,112.0,30.0,50.0,656.0,Snowball compiler and stemming algorithms.,30.0,31,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6775.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6771.0,8867274.0,8946797.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,6361911.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
260,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,ml-frameworks,,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000,2023-04-19 23:24:31.000000,2023-04-19 23:24:31,150639.0,4650.0,73.0,50.0,1721.0,64.0,275.0,640.0,TensorFlow ROCm port.,4358.0,31,True,2019-10-11 17:16:09.000,2.0.0-rocm,2.0,tensorflow-rocm,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-rocm,,,3480.0,3480.0,,,,,,,,3.0,21.0,,,,,,,,,,,,,,,,,,
261,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2023-04-07 19:10:09.000000,2023-03-24 08:30:46,549.0,22.0,87.0,16.0,183.0,85.0,123.0,536.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",30.0,31,True,2023-02-15 15:39:02.000,0.12.1,15.0,soundfile,anaconda/pysoundfile,,,,19761.0,19666.0,https://pypi.org/project/soundfile,2022-09-27 21:32:48.345,95.0,1229836.0,1229966.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,2.0,14302.0,,,,,,,,,,,,,,,,,,
262,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2023-04-18 10:30:42.000000,2023-04-13 10:29:51,16785.0,133.0,106.0,27.0,3482.0,479.0,3336.0,412.0,"Keep code, data, containers under control with git and git-annex.",55.0,31,True,2023-03-25 16:51:00.821,0.18.3,102.0,datalad,conda-forge/datalad,,,,71.0,,https://pypi.org/project/datalad,2023-01-16 11:50:04.895,71.0,10048.0,15367.0,https://anaconda.org/conda-forge/datalad,2023-03-25 18:48:41.360,324460.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
263,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2023-04-11 14:10:35.000000,2022-06-10 09:12:18,238.0,,12573.0,1578.0,211.0,691.0,574.0,47957.0,The worlds simplest facial recognition api for Python and the command line.,54.0,30,True,2018-04-02 17:18:43.000,1.2.2,2.0,face_recognition,conda-forge/face_recognition,,,['pytorch'],,,https://pypi.org/project/face_recognition,,,73350.0,73856.0,https://anaconda.org/conda-forge/face_recognition,2021-04-30 19:06:15.265,15246.0,,,,,2.0,1103.0,,,,,,,,,,,,,,,,,,
264,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2023-04-02 11:36:25.000000,2020-01-31 13:06:18,347.0,,4617.0,624.0,370.0,492.0,435.0,14225.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,115.0,30,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,521.0,482.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1569.0,1569.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
265,backtrader,mementum/backtrader,financial-data,,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000,2023-04-19 14:14:56.000000,2023-04-19 14:13:08,2404.0,18.0,3254.0,576.0,210.0,41.0,,10471.0,Python Backtesting library for trading strategies.,56.0,30,False,,,157.0,backtrader,,,,,1506.0,1446.0,https://pypi.org/project/backtrader,2020-07-03 13:02:14.000,60.0,18150.0,18150.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
266,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,,2016-03-31 12:05:53.000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51,613.0,,2313.0,464.0,255.0,551.0,362.0,9591.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,30,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],4379.0,4379.0,https://pypi.org/project/tflearn,,,12260.0,12260.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
267,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2023-04-19 03:02:19.000000,2023-04-19 02:49:26,1108.0,32.0,1160.0,100.0,560.0,629.0,502.0,7136.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,114.0,30,True,,,2.0,,conda-forge/nvidia-apex,,,['pytorch'],1610.0,1610.0,,,,,3366.0,https://anaconda.org/conda-forge/nvidia-apex,2023-02-28 05:36:15.003,141391.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
268,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-04-20 11:44:21.000000,2023-04-20 00:29:54,5563.0,117.0,653.0,109.0,1429.0,102.0,533.0,6181.0,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",85.0,30,True,2023-04-11 13:49:36.387,2.0.1,99.0,perspective-python,conda-forge/perspective,,,['jupyter'],20.0,8.0,https://pypi.org/project/perspective-python,2023-01-20 03:11:01.060,10.0,3475.0,14109.0,https://anaconda.org/conda-forge/perspective,2023-04-11 19:29:15.778,307824.0,,,,,2.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2023-04-11 13:49:36.387,2.0,1581.0,,,,,,,,,,,,
