,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,new_addition
110,Autograd,HIPS/autograd,others,,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000,2024-09-02 17:48:59.000000,2024-09-02 17:48:57,1436.0,16.0,905.0,215.0,234.0,178.0,242.0,6917.0,Efficiently computes derivatives of NumPy code.,59.0,36,True,2024-08-22 19:07:12.000,1.7.0,30.0,autograd,conda-forge/autograd,,,,1828773.0,9593.0,9312.0,https://pypi.org/project/autograd,2024-08-22 19:07:12.000,281.0,1811388.0,https://anaconda.org/conda-forge/autograd,2024-08-26 07:50:41.522,469413.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,
111,MONAI,Project-MONAI/MONAI,medical-data,,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000,2024-09-04 10:42:49.000000,2024-09-04 10:42:49,3129.0,82.0,1034.0,90.0,3462.0,348.0,2750.0,5666.0,AI Toolkit for Healthcare Imaging.,203.0,36,True,2024-06-26 07:23:34.000,1.3.2,95.0,monai,conda-forge/monai,,['pytorch'],,166068.0,2846.0,2738.0,https://pypi.org/project/monai,2024-09-02 07:30:00.000,108.0,165198.0,https://anaconda.org/conda-forge/monai,2024-06-26 07:27:45.102,28729.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
112,DeepChem,deepchem/deepchem,others,,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000,2024-08-23 18:44:41.000000,2024-08-23 16:39:43,10527.0,51.0,1650.0,144.0,2415.0,622.0,1237.0,5385.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",247.0,36,True,2024-04-03 16:21:23.000,2.8.0,915.0,deepchem,conda-forge/deepchem,,['tensorflow'],,39616.0,435.0,422.0,https://pypi.org/project/deepchem,2024-08-23 18:44:41.000,13.0,37474.0,https://anaconda.org/conda-forge/deepchem,2024-04-05 16:46:45.105,109279.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
113,opencv-python,opencv/opencv-python,image,,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000,2024-08-11 15:17:42.000000,2024-07-24 14:28:18,965.0,4.0,833.0,91.0,217.0,124.0,682.0,4420.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",49.0,36,True,2024-06-17 17:55:00.000,84,74.0,opencv-python,,,,,17433489.0,445864.0,435571.0,https://pypi.org/project/opencv-python,2024-06-17 18:28:13.000,10293.0,17433489.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
114,Thinc,explosion/thinc,ml-frameworks,,https://github.com/explosion/thinc,https://github.com/explosion/thinc,MIT,2014-10-16 16:34:59.000,2024-09-02 10:35:13.000000,2024-09-02 09:57:22,5337.0,12.0,275.0,78.0,796.0,21.0,125.0,2814.0,"A refreshing functional take on deep learning, compatible with your favorite libraries.",63.0,36,True,2024-09-02 10:35:13.000,9.1.0,238.0,thinc,conda-forge/thinc,,,87.0,9993159.0,52268.0,52135.0,https://pypi.org/project/thinc,2024-09-02 10:35:13.000,133.0,9934671.0,https://anaconda.org/conda-forge/thinc,2024-07-14 15:52:37.957,3041420.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
115,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2024-09-05 10:41:37.000000,2024-09-04 19:30:23,1903.0,93.0,388.0,30.0,1636.0,82.0,774.0,2069.0,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",246.0,36,True,2024-08-03 11:32:06.000,1.4.1,47.0,metrics,conda-forge/torchmetrics,,['pytorch'],5500.0,40932.0,29482.0,29480.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,2.0,4212.0,https://anaconda.org/conda-forge/torchmetrics,2024-05-16 05:28:17.806,1536812.0,2.0,,,,,,,,Lightning-AI/torchmetrics,,,,,,,,,,,,,,,,,
116,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2024-08-28 20:17:07.000000,2024-08-28 20:17:07,1559.0,13.0,391.0,47.0,1507.0,176.0,684.0,1581.0,Exploratory analysis of Bayesian models with Python.,161.0,36,True,2024-07-19 19:33:56.000,0.19.0,38.0,arviz,conda-forge/arviz,,,144.0,1520808.0,7701.0,7412.0,https://pypi.org/project/arviz,2024-07-19 19:33:56.000,289.0,1478550.0,https://anaconda.org/conda-forge/arviz,2024-07-20 08:30:56.752,2197336.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
117,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2024-09-05 14:00:06.000000,2024-09-05 14:00:06,10348.0,51.0,576.0,70.0,2476.0,281.0,1805.0,1159.0,Machine learning for NeuroImaging in Python.,241.0,36,True,2024-04-09 09:15:50.000,0.10.4,47.0,nilearn,conda-forge/nilearn,,['sklearn'],209.0,58624.0,3694.0,3404.0,https://pypi.org/project/nilearn,2024-04-09 09:09:58.000,290.0,52322.0,https://anaconda.org/conda-forge/nilearn,2024-04-09 13:18:52.622,289683.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
118,Face Recognition,ageitgey/face_recognition,image,,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000,2024-08-21 06:22:36.000000,2022-06-10 09:12:18,238.0,,13413.0,1565.0,231.0,785.0,587.0,52792.0,The worlds simplest facial recognition api for Python and the command line.,54.0,35,False,2020-02-20 14:26:01.000,1.3.0,23.0,face_recognition,conda-forge/face_recognition,,['pytorch'],1297.0,124215.0,3238.0,3122.0,https://pypi.org/project/face_recognition,2020-02-20 14:26:01.000,116.0,123671.0,https://anaconda.org/conda-forge/face_recognition,2023-06-16 19:21:40.721,25440.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
119,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2024-08-16 12:07:14.000000,2024-02-10 14:20:58,4668.0,,4001.0,279.0,744.0,71.0,1024.0,33194.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",165.0,35,True,2023-12-12 15:27:06.000,0.22.0,98.0,tts,conda-forge/tts,,"['pytorch', 'tensorflow']",2855299.0,167512.0,1691.0,1640.0,https://pypi.org/project/tts,2023-12-12 15:27:06.000,51.0,99065.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,16254.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
120,fairseq,facebookresearch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2024-07-26 12:51:31.000000,2024-07-22 08:17:18,2324.0,1.0,6351.0,428.0,1341.0,1271.0,3049.0,30108.0,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,427.0,35,True,2022-06-27 19:32:58.000,0.12.2,16.0,fairseq,conda-forge/fairseq,,['pytorch'],349.0,184716.0,3597.0,3480.0,https://pypi.org/project/fairseq,2022-06-27 19:32:38.000,117.0,182939.0,https://anaconda.org/conda-forge/fairseq,2024-05-17 03:12:57.351,88665.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
121,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2024-06-12 09:44:40.000000,2024-03-13 15:16:33,391.0,,4709.0,846.0,268.0,556.0,611.0,25829.0,Library for fast text representation and classification.,68.0,35,True,2024-06-12 09:44:40.000,0.9.3,37.0,fasttext,conda-forge/fasttext,,,,1665792.0,6768.0,6528.0,https://pypi.org/project/fasttext,2024-06-12 09:44:40.000,240.0,1663745.0,https://anaconda.org/conda-forge/fasttext,2024-05-19 03:10:51.802,98297.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
122,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2024-08-30 18:31:04.000000,2024-08-27 10:39:25,8997.0,78.0,3021.0,273.0,1283.0,159.0,699.0,18755.0,Best Practices on Recommendation Systems.,135.0,35,True,2024-05-01 18:45:29.000,1.2.0,13.0,recommenders,,,,553.0,31399.0,122.0,118.0,https://pypi.org/project/recommenders,2024-05-01 18:45:29.000,4.0,31392.0,,,,1.0,,,,,,,,recommenders-team/recommenders,,,,,,,,,,,,,,,,,
123,haystack,deepset-ai/haystack,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000,2024-09-05 15:21:49.000000,2024-09-04 16:05:56,3625.0,187.0,1819.0,132.0,3961.0,132.0,3376.0,16538.0,"LLM orchestration framework to build customizable, production-ready LLM applications. Connect components (models,..",259.0,35,True,2024-09-04 14:04:33.000,2.5.0,100.0,haystack,,,,,5558.0,473.0,468.0,https://pypi.org/project/haystack,2021-12-15 14:01:39.322,5.0,5558.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
124,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2024-09-05 08:46:33.000000,2024-09-05 08:46:26,3867.0,45.0,986.0,135.0,180.0,109.0,1061.0,13520.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",100.0,35,True,2024-08-31 09:35:44.000,16.5.0,244.0,ocrmypdf,conda-forge/ocrmypdf,,,4884.0,126827.0,998.0,966.0,https://pypi.org/project/ocrmypdf,2024-08-31 09:35:10.000,32.0,124692.0,https://anaconda.org/conda-forge/ocrmypdf,2023-06-16 19:24:58.228,75716.0,1.0,,,,,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,
125,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2024-09-05 05:37:11.713000,2024-07-29 00:37:39,894.0,4.0,1142.0,319.0,268.0,56.0,343.0,13065.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,89.0,35,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,1119506.0,4389.0,4191.0,https://pypi.org/project/annoy,2023-06-14 16:39:02.504,198.0,1109031.0,https://anaconda.org/conda-forge/python-annoy,2024-09-05 05:37:11.713,502805.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
126,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2024-08-15 14:02:46.000000,2024-04-12 16:27:53,4816.0,,5131.0,385.0,717.0,643.0,1362.0,12812.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",199.0,35,False,2024-02-24 10:01:09.000,2.7.0,58.0,glfw,conda-forge/glfw,,,3920432.0,256332.0,1620.0,1430.0,https://pypi.org/project/glfw,2024-02-24 10:01:09.000,190.0,216326.0,https://anaconda.org/conda-forge/glfw,2024-02-24 15:41:47.790,241565.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
127,Pydub,jiaaro/pydub,audio,,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000,2024-07-25 08:47:51.000000,2022-12-08 17:49:19,746.0,,1020.0,133.0,232.0,360.0,274.0,8743.0,Manipulate audio with a simple and easy high level interface.,95.0,35,False,2021-03-10 02:10:41.000,0.25.1,68.0,pydub,conda-forge/pydub,,,,5713922.0,67799.0,66468.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000,1331.0,5712280.0,https://anaconda.org/conda-forge/pydub,2023-06-16 16:12:25.533,113331.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
128,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2024-08-08 01:22:06.000000,2024-08-08 01:21:29,682.0,5.0,344.0,68.0,113.0,35.0,142.0,8328.0,"Flexible and powerful tensor operations for readable and reliable code (for pytorch, jax, TF and others).",27.0,35,True,2024-04-28 04:07:49.000,0.8.0,15.0,einops,conda-forge/einops,,,,4890277.0,46031.0,43991.0,https://pypi.org/project/einops,2024-04-28 04:07:49.000,2040.0,4884639.0,https://anaconda.org/conda-forge/einops,2024-04-28 06:22:09.150,264989.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
129,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2024-09-05 15:15:08.000000,2024-09-05 13:52:01,39401.0,516.0,882.0,150.0,10346.0,1036.0,5446.0,8223.0,cuDF - GPU DataFrame Library.,294.0,35,True,2024-08-14 22:39:42.000,24.08.02,53.0,cudf,,,,,2818.0,78.0,56.0,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,22.0,2818.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
130,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2024-09-05 13:07:33.000000,2024-09-04 16:06:58,21064.0,570.0,535.0,55.0,3260.0,519.0,1049.0,8057.0,"Visualize, create, and debug image and video datasets and model predictions.",132.0,35,True,2024-08-20 15:56:11.000,0.25.0,145.0,fiftyone,,,"['tensorflow', 'pytorch', 'jupyter']",,119206.0,697.0,677.0,https://pypi.org/project/fiftyone,2024-08-20 15:17:07.000,20.0,119206.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
131,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2024-09-05 07:13:08.000000,2024-09-05 07:13:08,3234.0,121.0,773.0,78.0,3629.0,167.0,912.0,6952.0,"The easiest way to serve AI apps and models - Build reliable Inference APIs, LLM apps, Multi-model chains, RAG..",207.0,35,True,2024-08-23 11:45:30.000,1.3.3,158.0,bentoml,,,,1294.0,106975.0,2040.0,2014.0,https://pypi.org/project/bentoml,2024-08-23 11:45:30.000,26.0,106951.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
132,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2024-09-05 00:36:37.000000,2024-08-29 22:15:09,32510.0,49.0,1994.0,384.0,6865.0,2832.0,6655.0,6852.0,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",268.0,35,True,,,155.0,h2o,,,,,313236.0,67.0,21.0,https://pypi.org/project/h2o,2024-08-29 13:55:23.000,46.0,313236.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
133,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2024-05-28 15:38:50.650000,2024-05-28 14:28:56,865.0,,1275.0,142.0,500.0,44.0,561.0,6800.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,84.0,35,True,2024-05-28 15:13:16.000,0.12.3,37.0,imbalanced-learn,conda-forge/imbalanced-learn,,['sklearn'],,11765134.0,31875.0,31445.0,https://pypi.org/project/imbalanced-learn,2024-05-28 15:11:10.000,430.0,11753217.0,https://anaconda.org/conda-forge/imbalanced-learn,2024-05-28 15:38:50.650,607777.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
134,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2024-09-04 15:53:54.000000,2024-09-03 13:23:23,30261.0,292.0,1590.0,183.0,2167.0,24.0,1610.0,5006.0,"mlpack: a fast, header-only C++ machine learning library.",321.0,35,True,2024-05-28 22:59:10.000,4.4.0,47.0,mlpack,conda-forge/mlpack,,,,8724.0,4.0,,https://pypi.org/project/mlpack,2024-07-25 00:43:07.000,4.0,4098.0,https://anaconda.org/conda-forge/mlpack,2024-05-29 13:49:41.651,235964.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
135,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2024-09-05 09:58:24.000000,2024-09-05 09:42:18,1719.0,17.0,610.0,60.0,1867.0,157.0,1265.0,4509.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,619.0,35,True,2024-08-13 12:47:02.000,0.5.1,1729.0,pytorch-ignite,pytorch/ignite,,['pytorch'],,170596.0,3256.0,3161.0,https://pypi.org/project/pytorch-ignite,2024-09-05 00:15:01.000,95.0,167988.0,https://anaconda.org/pytorch/ignite,2024-08-13 12:46:51.642,195646.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
136,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2024-08-31 01:21:52.000000,2024-08-31 01:21:52,1174.0,22.0,624.0,122.0,918.0,345.0,1088.0,4316.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",176.0,35,True,2024-04-22 23:27:42.000,7.2,49.0,coremltools,conda-forge/coremltools,,,10949.0,905019.0,4157.0,4081.0,https://pypi.org/project/coremltools,2024-08-16 01:15:18.000,76.0,903440.0,https://anaconda.org/conda-forge/coremltools,2023-06-16 19:23:14.592,68106.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
137,tensorflow-probability,tensorflow/probability,probabilistics,,https://github.com/tensorflow/probability,https://github.com/tensorflow/probability,Apache-2.0,2017-10-23 23:50:54.000,2024-08-23 17:55:31.000000,2024-08-23 17:55:30,12168.0,28.0,1091.0,163.0,465.0,682.0,754.0,4233.0,Probabilistic reasoning and statistical analysis in TensorFlow.,496.0,35,True,2024-03-12 19:43:46.000,0.24.0,52.0,tensorflow-probability,conda-forge/tensorflow-probability,,['tensorflow'],,1534347.0,607.0,1.0,https://pypi.org/project/tensorflow-probability,2024-03-12 19:43:39.000,606.0,1531057.0,https://anaconda.org/conda-forge/tensorflow-probability,2024-05-27 12:58:13.692,141506.0,1.0,,,,,,-3.0,,,,,,,,,,,,,,,,,,,
138,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2024-09-01 14:09:34.000000,2024-08-24 00:17:46,3856.0,72.0,835.0,59.0,1675.0,397.0,1262.0,4166.0,"Serve, optimize and scale PyTorch models in production.",211.0,35,True,2024-07-18 18:56:54.000,0.11.1,25.0,torchserve,pytorch/torchserve,,['pytorch'],6189.0,79734.0,733.0,711.0,https://pypi.org/project/torchserve,2024-07-18 17:19:00.000,22.0,52373.0,https://anaconda.org/pytorch/torchserve,2024-07-18 17:18:59.921,252285.0,2.0,pytorch/torchserve,https://hub.docker.com/r/pytorch/torchserve,2024-07-18 18:10:34.554819,28.0,1326644.0,,,,,,,,,,,,,,,,,,,,
139,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2024-09-04 22:59:49.000000,2024-08-01 18:14:49,2387.0,17.0,210.0,63.0,144.0,90.0,584.0,3963.0,A Grammar of Graphics for Python.,111.0,35,True,2024-05-10 08:15:43.000,0.13.6,27.0,plotnine,conda-forge/plotnine,,,,2764406.0,8859.0,8554.0,https://pypi.org/project/plotnine,2024-05-09 20:44:49.000,305.0,2756670.0,https://anaconda.org/conda-forge/plotnine,2024-05-10 08:18:51.149,394578.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
140,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2024-09-05 15:31:54.000000,2024-09-01 18:18:11,8568.0,38.0,707.0,98.0,13304.0,43.0,851.0,3801.0,State of the Art Natural Language Processing.,113.0,35,True,2024-08-29 12:23:33.000,5.4.2,146.0,spark-nlp,,,['spark'],,4029205.0,532.0,495.0,https://pypi.org/project/spark-nlp,2024-08-28 16:05:44.000,37.0,4029205.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
141,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2024-09-04 12:47:04.775000,2024-08-27 09:55:50,7396.0,11.0,618.0,115.0,1181.0,353.0,1115.0,3289.0,High-performance interactive 2D/3D data visualization library.,198.0,35,True,2024-06-17 12:39:47.000,0.14.3,39.0,vispy,conda-forge/vispy,,['jupyter'],,196048.0,1830.0,1657.0,https://pypi.org/project/vispy,2024-06-17 12:32:22.000,170.0,183834.0,https://anaconda.org/conda-forge/vispy,2024-09-04 12:47:04.775,585915.0,2.0,,,,,,,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,3.0,8.0,,,,,,,,,,,,
142,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2024-09-05 13:28:32.000000,2024-08-27 15:26:44,2313.0,4.0,641.0,73.0,2892.0,249.0,726.0,2476.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",227.0,35,True,2024-09-04 20:06:34.000,2.4.1,37.0,torchaudio,,,['pytorch'],,6218890.0,1263.0,,https://pypi.org/project/torchaudio,2024-09-04 19:15:37.000,1263.0,6218890.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
143,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-09-05 06:40:46.000000,2024-09-04 22:40:43,4378.0,75.0,1074.0,152.0,1258.0,71.0,681.0,1861.0,Documentation and samples for ArcGIS API for Python.,91.0,35,True,2024-07-09 18:02:58.000,2.3.1,49.0,arcgis,,,,12067.0,71658.0,858.0,818.0,https://pypi.org/project/arcgis,2024-07-09 17:29:35.000,40.0,71533.0,,,,2.0,esridocker/arcgis-api-python-notebook,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,,,,,,,,,,,,,,,,,,,,,,,
144,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2024-09-05 06:54:28.000000,2024-09-05 06:54:23,889.0,10.0,335.0,42.0,1050.0,185.0,169.0,1220.0,Making text a first-class citizen in TensorFlow.,116.0,35,True,2024-07-15 22:42:38.000,2.17.0,71.0,tensorflow-text,,,['tensorflow'],,6408586.0,7496.0,7286.0,https://pypi.org/project/tensorflow-text,2024-07-15 22:26:08.000,210.0,6408586.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
145,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2024-09-05 15:50:28.000000,2024-09-05 15:50:28,1809.0,121.0,171.0,30.0,1746.0,90.0,189.0,1206.0,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,81.0,35,True,2024-08-13 15:40:01.000,2024.6.0,29.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,['sklearn'],,120809.0,11971.0,11922.0,https://pypi.org/project/scikit-learn-intelex,2024-08-07 15:13:02.000,49.0,112778.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2024-08-20 09:58:15.356,329271.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
146,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2024-09-04 08:35:41.569000,2024-08-30 12:40:09,1568.0,18.0,211.0,33.0,702.0,32.0,585.0,1039.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,65.0,35,True,2023-09-21 02:07:12.000,3.6.1,61.0,pyproj,conda-forge/pyproj,,,,8958110.0,34779.0,33112.0,https://pypi.org/project/pyproj,2023-09-21 02:07:12.000,1667.0,8789322.0,https://anaconda.org/conda-forge/pyproj,2024-09-04 08:35:41.569,8439424.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
147,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2024-09-04 03:52:24.000000,2024-09-03 08:37:16,3673.0,277.0,4296.0,384.0,4156.0,415.0,1257.0,38571.0,"Making large AI models cheaper, faster and more accessible.",193.0,34,True,2024-07-31 02:06:47.000,0.4.2,42.0,,,,,,,409.0,409.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
148,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2024-09-03 21:17:43.000000,2021-11-17 17:52:52,3466.0,,3938.0,670.0,1678.0,149.0,1987.0,25019.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",163.0,34,False,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,['tensorflow'],1176068.0,22810.0,470.0,446.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,24.0,6396.0,https://anaconda.org/conda-forge/deepspeech,2023-06-16 19:27:01.157,3076.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
