,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
77,SageMaker SDK,aws/sagemaker-python-sdk,ml-experiments,,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000,2022-05-26 07:33:56.822000,2022-05-26 05:22:26,2510,139.0,782,100.0,1986.0,351.0,696.0,1628,A library for training and deploying machine learning models on Amazon SageMaker.,259.0,37,True,2022-05-26 02:58:19.000,2.92.0,429.0,sagemaker,conda-forge/sagemaker-python-sdk,,,"['mxnet', 'tensorflow']",1425.0,1375.0,https://pypi.org/project/sagemaker,2022-05-26 02:58:19.000,50.0,8941118.0,8950131.0,https://anaconda.org/conda-forge/sagemaker-python-sdk,2022-05-26 07:33:56.822,270391.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
78,jieba,fxsjy/jieba,chinese-nlp,,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000,2022-04-07 12:41:40.000000,2020-02-15 08:33:35,523,,6557,1292.0,163.0,642.0,210.0,28623,Chinese Words Segmentation Utilities.,48.0,36,False,2020-01-20 14:27:23.000,0.42.1,32.0,jieba,conda-forge/jieba,,,,14919.0,13379.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000,1540.0,654330.0,656091.0,https://anaconda.org/conda-forge/jieba,2021-05-30 19:33:02.597,107437.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
79,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2022-05-26 12:37:00.000000,2022-05-26 12:15:37,30927,805.0,10666,931.0,19813.0,882.0,,18980,Apache Flink Python API.,1535.0,36,True,2022-04-26 08:03:16.000,1.15.0,31.0,apache-flink,,,,,15.0,,https://pypi.org/project/apache-flink,2022-04-26 08:03:16.000,15.0,15979.0,15979.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
80,fairseq,pytorch/fairseq,nlp,,https://github.com/facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,MIT,2017-08-29 16:26:12.000,2022-05-25 22:16:49.000000,2022-05-23 23:26:35,2175,47.0,4454,332.0,1048.0,563.0,2843.0,17053,Facebook AI Research Sequence-to-Sequence Toolkit written in Python.,386.0,36,True,2021-01-05 20:26:45.000,0.10.2,13.0,fairseq,conda-forge/fairseq,,,['pytorch'],836.0,799.0,https://pypi.org/project/fairseq,2021-01-05 20:26:45.000,37.0,52649.0,53307.0,https://anaconda.org/conda-forge/fairseq,2021-04-28 18:08:39.753,14375.0,,,,,1.0,237.0,,,,,,,,,,,,facebookresearch/fairseq,,,,,,,
81,ChatterBot,gunthercox/ChatterBot,nlp,,https://github.com/gunthercox/ChatterBot,https://github.com/gunthercox/ChatterBot,BSD-3-Clause,2014-09-28 14:49:00.000,2022-04-08 21:32:31.000000,2021-06-01 10:43:00,1848,,4077,554.0,695.0,330.0,1253.0,12261,"ChatterBot is a machine learning, conversational dialog engine for creating chat bots.",103.0,36,True,2020-08-22 18:42:43.000,1.0.8,86.0,chatterbot,,,,,4738.0,4388.0,https://pypi.org/project/chatterbot,2020-08-22 18:40:36.000,350.0,82591.0,82591.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
82,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2022-05-26 12:42:22.000000,2022-05-26 01:35:45,2696,190.0,1637,275.0,3107.0,300.0,1332.0,11499,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",171.0,36,True,2022-04-18 13:06:42.000,2.7,49.0,nni,,,,,260.0,230.0,https://pypi.org/project/nni,2022-04-18 13:14:25.000,30.0,13814.0,13814.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
83,dgl,dmlc/dgl,graph,,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000,2022-05-26 06:58:22.000000,2022-05-26 04:40:40,2263,118.0,2256,175.0,2573.0,238.0,1315.0,9645,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",208.0,36,True,2022-04-17 05:19:36.000,0.8.1,439.0,dgl,,,,,51.0,6.0,https://pypi.org/project/dgl,2022-03-16 02:32:44.000,45.0,25915.0,25915.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
84,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2022-05-26 06:35:31.000000,2022-05-06 17:19:25,4489,85.0,3568,372.0,557.0,464.0,1149.0,9093,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",179.0,36,False,2022-04-09 06:23:40.000,2.5.3,45.0,glfw,conda-forge/glfw,,,,150.0,1.0,https://pypi.org/project/glfw,2022-04-09 06:23:40.000,149.0,70037.0,103487.0,https://anaconda.org/conda-forge/glfw,2022-04-05 23:26:20.177,54249.0,,,,,2.0,2757081.0,,,,,,,,,,,,,,,,,,,
85,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2022-05-26 12:55:20.000000,2022-05-26 07:45:20,15035,1458.0,1814,212.0,3416.0,348.0,2769.0,8128,A library for answering questions using data you cannot see.,442.0,36,True,2021-12-01 19:46:09.000,0.6.0,81.0,syft,,,,['pytorch'],5.0,,https://pypi.org/project/syft,2022-05-26 07:12:26.000,5.0,4466.0,4466.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
86,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-03-08 01:34:55.000000,2022-01-05 04:28:43,30604,,1378,290.0,6582.0,10.0,2029.0,5693,A flexible framework of neural networks for deep learning.,320.0,36,True,2022-01-05 05:33:36.000,7.8.1,111.0,chainer,conda-forge/chainer,,,,3008.0,2607.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,401.0,17282.0,17564.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,7619.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
87,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2022-05-13 17:24:32.492000,2022-05-13 14:51:13,1501,84.0,1102,151.0,162.0,133.0,129.0,5684,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,39.0,36,True,2022-05-13 14:57:40.000,1.0.1,79.0,pyod,conda-forge/pyod,,,,1348.0,1316.0,https://pypi.org/project/pyod,2022-05-13 14:54:05.000,32.0,502878.0,503697.0,https://anaconda.org/conda-forge/pyod,2022-05-13 17:24:32.492,21294.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
88,dbt,dbt-labs/dbt-core,data-pipelines,,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000,2022-05-26 00:56:32.000000,2022-05-20 16:02:14,5476,122.0,897,105.0,2355.0,340.0,2482.0,4857,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,215.0,36,True,2022-05-20 16:46:31.000,1.0.7,173.0,dbt,conda-forge/dbt,,,,500.0,470.0,https://pypi.org/project/dbt,2021-12-06 20:32:12.000,30.0,1490679.0,1493677.0,https://anaconda.org/conda-forge/dbt,2021-12-09 22:07:39.668,197551.0,,,,,2.0,355.0,,,,,,,,,dbt,,,,,,,,,,
89,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2022-05-25 22:04:09.000000,2022-05-25 21:24:08,2786,224.0,345,72.0,1259.0,117.0,401.0,3017,Flax is a neural network library for JAX that is designed for flexibility.,151.0,36,True,2022-05-23 12:52:47.000,0.5.0,19.0,flax,conda-forge/flax,,,['jax'],1028.0,959.0,https://pypi.org/project/flax,2022-05-23 12:52:47.000,69.0,177863.0,178156.0,https://anaconda.org/conda-forge/flax,2022-05-23 14:20:21.512,4095.0,,,,,2.0,42.0,,,,,,,,,,,,,,,,,,,
90,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-05-26 14:23:04.000000,2022-05-25 08:03:24,16866,169.0,1040,78.0,6633.0,399.0,3663.0,1938,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,288.0,36,True,2022-05-12 13:39:57.000,1.0.3,62.0,mne,conda-forge/mne,,,,1835.0,1622.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,213.0,50916.0,54045.0,https://anaconda.org/conda-forge/mne,2022-05-24 08:46:35.912,197168.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
91,Rasterio,rasterio/rasterio,geospatial-data,,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000,2022-05-18 15:20:37.000000,2022-05-16 18:40:30,3542,62.0,467,154.0,923.0,145.0,1391.0,1730,Rasterio reads and writes geospatial raster datasets.,126.0,36,True,2021-10-21 15:00:11.000,1.3a2,136.0,rasterio,conda-forge/rasterio,,,,5700.0,4920.0,https://pypi.org/project/rasterio,2022-05-10 23:53:13.000,780.0,743187.0,763858.0,https://anaconda.org/conda-forge/rasterio,2022-03-11 00:28:09.879,1529002.0,,,,,1.0,756.0,,,,,,,,,,,,,,,,,,,
92,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-05-26 13:50:35.000000,2022-05-24 13:35:09,1459,16.0,510,54.0,1805.0,218.0,711.0,1516,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,191.0,36,True,2022-05-21 14:35:04.000,0.17.0,31.0,tensorflow-addons,,,,['tensorflow'],6572.0,6403.0,https://pypi.org/project/tensorflow-addons,2022-05-21 15:17:01.000,169.0,1413849.0,1413849.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
93,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-05-26 05:53:34.000000,2022-05-25 12:20:47,1380,40.0,210,31.0,366.0,59.0,393.0,1049,Python library for reading and writing image data.,90.0,36,True,2022-05-16 03:05:44.000,2.19.2,56.0,imageio,conda-forge/imageio,,,,64622.0,61995.0,https://pypi.org/project/imageio,2022-05-16 03:05:41.000,2627.0,17687528.0,17732657.0,https://anaconda.org/conda-forge/imageio,2022-05-17 12:16:21.296,2887994.0,,,,,2.0,237.0,,,,,,,,,,,,,,,,,,,
94,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2022-05-20 21:17:03.000000,2022-04-09 08:05:04,498,14.0,2059,284.0,163.0,112.0,449.0,14882,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",98.0,35,True,2022-04-09 07:44:16.000,1.4.2,26.0,easyocr,,,,,1207.0,1177.0,https://pypi.org/project/easyocr,2022-04-09 07:44:16.000,30.0,105595.0,174604.0,,,,,,,,1.0,1587215.0,,,,,,,,,,,,,,,,,,,
95,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2022-04-19 16:23:54.000000,2020-06-01 14:58:26,2913,,2286,229.0,330.0,277.0,220.0,12643,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40.000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,10396.0,10020.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,376.0,294879.0,296903.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231,70856.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
96,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2022-05-25 17:33:47.000000,2022-05-25 17:33:46,4153,84.0,1845,287.0,3137.0,82.0,1243.0,8839,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,184.0,35,True,2022-03-30 19:34:02.000,1.6.0,22.0,parlai,,,,['pytorch'],80.0,77.0,https://pypi.org/project/parlai,2022-03-30 19:34:02.000,3.0,1795.0,1795.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
97,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-05-24 05:56:43.000000,2022-05-12 20:14:28,1086,30.0,1545,109.0,153.0,734.0,694.0,7753,Multilingual Sentence & Image Embeddings with BERT.,79.0,35,True,2022-02-10 13:12:24.000,2.2.0,41.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],3368.0,3255.0,https://pypi.org/project/sentence-transformers,2022-02-10 13:03:50.000,113.0,3296173.0,3297246.0,https://anaconda.org/conda-forge/sentence-transformers,2022-02-20 20:12:27.598,21460.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
98,Kedro,kedro-org/kedro,data-pipelines,,https://github.com/kedro-org/kedro,https://github.com/kedro-org/kedro,Apache-2.0,2019-04-18 10:29:56.000,2022-05-26 12:36:55.000000,2022-05-25 12:27:24,1920,111.0,657,103.0,680.0,109.0,659.0,7236,"A Python framework for creating reproducible, maintainable and modular data science code.",151.0,35,True,2022-05-09 21:13:47.000,0.18.1,33.0,kedro,,,,,907.0,869.0,https://pypi.org/project/kedro,2022-05-09 21:13:47.000,38.0,323683.0,323683.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
99,Kornia,kornia/kornia,image,,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000,2022-05-22 19:37:49.000000,2022-05-22 08:27:43,2034,66.0,654,110.0,1078.0,164.0,425.0,6591,Open Source Differentiable Computer Vision Library.,168.0,35,True,2022-05-17 09:38:41.000,0.6.5,29.0,kornia,conda-forge/kornia,,,['pytorch'],1373.0,1319.0,https://pypi.org/project/kornia,2022-05-17 09:38:41.000,54.0,323841.0,324528.0,https://anaconda.org/conda-forge/kornia,2022-05-17 15:38:19.750,16327.0,,,,,2.0,307.0,,,,,,,,,,,,,,,,,,,
100,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2022-05-26 08:07:29.000000,2022-04-23 04:36:46,2654,387.0,788,146.0,341.0,86.0,620.0,6123,Official Stanford NLP Python Library for Many Human Languages.,48.0,35,True,2022-04-23 06:01:01.000,1.4.0,15.0,stanza,stanfordnlp/stanza,,,,1133.0,1066.0,https://pypi.org/project/stanza,2022-04-23 05:55:13.000,67.0,435518.0,435715.0,https://anaconda.org/stanfordnlp/stanza,2022-04-23 06:42:39.551,5146.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
101,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-05-19 13:05:50.000000,2022-05-06 07:27:35,1528,11.0,2091,171.0,673.0,225.0,724.0,5762,Python Data. Leaflet.js Maps.,129.0,35,True,2021-11-19 21:01:43.000,0.12.1.post1,26.0,folium,conda-forge/folium,,,,16639.0,15977.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,662.0,957532.0,968056.0,https://anaconda.org/conda-forge/folium,2021-12-03 19:47:05.533,778787.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
102,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2022-05-25 19:57:36.000000,2022-05-25 08:55:21,2595,278.0,851,109.0,1453.0,419.0,754.0,5349,A unified framework for machine learning with time series.,171.0,35,True,2022-05-13 21:27:47.000,0.11.4,24.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],460.0,437.0,https://pypi.org/project/sktime,2022-05-13 21:27:47.000,23.0,160330.0,160734.0,https://anaconda.org/conda-forge/sktime-all-extras,2022-05-18 14:27:47.977,4021.0,,,,,1.0,76.0,,,,,,,,,,,,,,,,,,,
103,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2022-05-25 06:50:29.000000,2022-05-24 14:46:45,1337,67.0,750,119.0,471.0,108.0,308.0,3938,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,89.0,35,True,2021-09-03 00:02:55.000,0.19.0,47.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],6095.0,5950.0,https://pypi.org/project/mlxtend,2021-09-03 00:02:55.000,145.0,1444808.0,1448334.0,https://anaconda.org/conda-forge/mlxtend,2021-09-03 13:27:33.719,204525.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
104,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/client,https://github.com/wandb/client,MIT,2017-03-24 05:46:23.000,2022-05-26 13:43:41.000000,2022-05-26 07:03:47,4592,158.0,316,34.0,1976.0,471.0,1408.0,3915,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,112.0,35,True,2022-05-26 08:23:24.000,0.12.17,224.0,wandb,conda-forge/wandb,,,,255.0,,https://pypi.org/project/wandb,2022-05-26 08:16:00.000,255.0,3185518.0,3188119.0,https://anaconda.org/conda-forge/wandb,2022-05-18 21:57:21.527,57237.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
105,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2022-05-26 15:03:08.000000,2022-05-26 04:13:22,4810,131.0,1252,103.0,2975.0,566.0,617.0,3265,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",254.0,35,True,2022-01-31 15:45:29.000,4.5.2,26.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],162.0,,https://pypi.org/project/tensorflow-datasets,2022-01-31 15:42:28.000,162.0,1163495.0,1163875.0,https://anaconda.org/conda-forge/tensorflow-datasets,2021-08-17 15:33:14.368,4570.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
106,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-05-26 08:07:33.000000,2022-05-22 07:45:37,1569,23.0,717,106.0,1172.0,411.0,928.0,3154,Python tools for geographic data.,172.0,35,True,2021-10-16 06:59:55.000,0.10.2,40.0,geopandas,conda-forge/geopandas,,,['pandas'],14849.0,13759.0,https://pypi.org/project/geopandas,2021-10-16 06:59:50.000,1090.0,2343486.0,2364923.0,https://anaconda.org/conda-forge/geopandas,2021-12-01 18:19:27.710,1584791.0,,,,,2.0,1494.0,,,,,,,,,,,,,,,,,,,
107,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2022-05-25 10:29:57.000000,2022-05-25 10:29:54,1063,30.0,1629,140.0,203.0,15.0,629.0,3125,A library for transfer learning by reusing parts of TensorFlow models.,90.0,35,True,2021-04-14 13:17:26.000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],12096.0,11812.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000,284.0,5325058.0,5326389.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779,62561.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
108,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2022-05-25 17:12:17.000000,2022-05-25 17:12:10,1199,30.0,2140,2059.0,475.0,278.0,1030.0,3108,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,60.0,35,True,2022-04-25 16:23:00.000,1.41.0,89.0,azureml-sdk,,,,,46.0,,https://pypi.org/project/azureml-sdk,2022-05-25 15:34:31.000,46.0,1341544.0,1341554.0,,,,,,,,2.0,460.0,,,,,,,,,,,,,,,,,,,
109,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2022-05-26 11:27:00.000000,2022-05-22 10:05:20,16293,2132.0,559,90.0,7791.0,57.0,628.0,2740,State of the Art Natural Language Processing.,122.0,35,True,2022-05-06 13:49:06.000,3.4.4,103.0,spark-nlp,,,,['spark'],11.0,,https://pypi.org/project/spark-nlp,2022-05-05 15:46:59.000,11.0,1648948.0,1648948.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
110,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-04-17 16:58:20.000000,2022-04-17 16:58:13,1162,30.0,182,29.0,35.0,6.0,130.0,1205,Simple Python interface for Graphviz.,18.0,35,True,2022-04-08 20:21:52.000,0.19.2,55.0,graphviz,anaconda/python-graphviz,,,,34337.0,31363.0,https://pypi.org/project/graphviz,2022-04-16 15:32:15.000,2974.0,10803666.0,10804000.0,https://anaconda.org/anaconda/python-graphviz,2021-02-04 16:09:32.067,20417.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
111,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2022-05-25 20:13:43.000000,2022-05-23 16:39:41,9610,44.0,459,78.0,1689.0,280.0,1336.0,863,Machine learning for NeuroImaging in Python.,181.0,35,True,2022-04-13 13:12:02.000,0.9.1,40.0,nilearn,conda-forge/nilearn,,,['sklearn'],1779.0,1541.0,https://pypi.org/project/nilearn,2022-04-13 13:08:52.000,238.0,20677.0,22807.0,https://anaconda.org/conda-forge/nilearn,2022-04-13 18:14:56.456,153009.0,,,,,1.0,58.0,,,,,,,,,,,,,,,,,,,
112,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2022-05-18 00:37:03.000000,2022-05-18 00:35:14,1325,35.0,177,29.0,529.0,13.0,479.0,755,Python interface to PROJ (cartographic projections and coordinate transformations library).,49.0,35,True,2022-04-22 02:02:50.000,3.3.1,45.0,pyproj,conda-forge/pyproj,,,,15995.0,14321.0,https://pypi.org/project/pyproj,2022-04-22 02:02:50.000,1674.0,4482772.0,4527481.0,https://anaconda.org/conda-forge/pyproj,2022-04-24 13:20:52.178,3442613.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
113,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2022-05-20 12:57:12.000000,2021-11-17 17:52:52,3466,,3477,654.0,1658.0,119.0,1957.0,19600,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",162.0,34,True,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],791.0,754.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,37.0,11480.0,30706.0,https://anaconda.org/conda-forge/deepspeech,2021-07-29 19:26:04.079,515.0,,,,,1.0,843743.0,,,,,,,,,,,,,,,,,,,
114,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2022-05-21 14:17:33.000000,2022-05-17 12:19:54,624,28.0,2590,445.0,498.0,180.0,1625.0,17018,A library for efficient similarity search and clustering of dense vectors.,98.0,34,True,2022-04-02 07:36:26.000,2.0.2,61.0,pymilvus,conda-forge/faiss,,,,655.0,639.0,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,40096.0,53586.0,https://anaconda.org/conda-forge/faiss,2022-02-09 02:10:28.516,323773.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
115,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2022-05-25 16:11:46.000000,2022-05-25 11:39:10,722,20.0,4192,413.0,356.0,216.0,1600.0,14474,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,151.0,34,True,2021-04-02 23:45:16.000,1.0,14.0,fbprophet,conda-forge/prophet,,,,126.0,,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,126.0,1399463.0,1403096.0,https://anaconda.org/conda-forge/prophet,2021-08-23 03:00:23.164,47107.0,,,,,1.0,647.0,,2.0,,,,,,,,,,,,,,,,,
116,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000,2022-05-25 01:53:02.000000,2022-03-31 17:52:29,7654,87.0,2276,262.0,1041.0,137.0,557.0,13231,Best Practices on Recommendation Systems.,115.0,34,True,2022-04-01 09:25:04.000,1.1.0,11.0,recommenders,,,,,29.0,27.0,https://pypi.org/project/recommenders,2022-04-01 08:49:49.000,2.0,108335.0,108339.0,,,,,,,,1.0,171.0,,,,,,,,,,,,,,,,,,,
117,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2022-05-16 09:01:04.000000,2022-04-25 06:07:07,1523,1.0,2663,381.0,436.0,11.0,1569.0,12370,Python Echarts Plotting Library.,30.0,34,True,2021-11-16 06:27:35.000,1.9.1,67.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],2481.0,2262.0,https://pypi.org/project/pyecharts,2021-11-16 06:27:35.000,219.0,88931.0,88931.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
