,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url
155,hmmlearn,hmmlearn/hmmlearn,,probabilistics,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000000,2021-04-16 09:52:06.000000,2021-04-16 09:48:57.000000,647,67.0,280.0,2240,358.0,"Hidden Markov Models in Python, with scikit-learn like API.",32.0,29,True,2021-02-03 14:33:20.000000,0.2.5,7.0,hmmlearn,conda-forge/hmmlearn,['sklearn'],,179445.0,1155.0,949.0,https://pypi.org/project/hmmlearn,2021-02-03 14:32:44.000000,206.0,176858.0,https://anaconda.org/conda-forge/hmmlearn,2021-02-04 16:23:17.046000,75039.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,pandas-datareader,pydata/pandas-datareader,,data-loading,https://github.com/pydata/pandas-datareader,https://github.com/pydata/pandas-datareader,BSD-3-Clause,2015-01-15 00:34:19.000000,2021-04-14 09:06:51.000000,2020-12-31 11:58:23.000000,521,86.0,370.0,1970,764.0,Extract data from a wide range of Internet sources into a pandas DataFrame.,77.0,29,True,2020-07-10 10:04:14.000000,0.9.0,21.0,pandas-datareader,conda-forge/pandas-datareader,['pandas'],,231702.0,10297.0,8891.0,https://pypi.org/project/pandas-datareader,2020-07-10 10:04:14.000000,1406.0,229331.0,https://anaconda.org/conda-forge/pandas-datareader,2021-03-16 22:58:42.079000,113830.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,ImageHash,JohannesBuchner/imagehash,,image,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2021-03-25 13:32:22.000000,2021-01-03 14:55:15.000000,258,22.0,75.0,1921,184.0,A Python Perceptual Image Hashing Module.,17.0,29,True,2021-03-25 13:49:48.000000,4.1.0,17.0,ImageHash,conda-forge/imagehash,,,713842.0,2913.0,2381.0,https://pypi.org/project/ImageHash,2020-11-19 14:54:24.000000,532.0,711692.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:49.964000,113987.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,HoloViews,holoviz/holoviews,,data-viz,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2021-04-21 11:07:45.000000,2021-04-21 11:07:45.000000,306,708.0,1847.0,1860,10167.0,"With Holoviews, your data visualizes itself.",104.0,29,True,2021-04-08 13:54:50.000000,1.14.3,70.0,holoviews,conda-forge/holoviews,['jupyter'],,99527.0,170.0,,https://pypi.org/project/holoviews,2021-04-08 13:54:50.000000,170.0,85706.0,https://anaconda.org/conda-forge/holoviews,2021-04-08 15:16:37.674000,470774.0,2.0,,,,,,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,5842.0,,,,,,,,,,,,,,
159,hdbscan,scikit-learn-contrib/hdbscan,,others,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000000,2021-04-07 15:55:02.000000,2021-04-07 15:55:02.000000,339,225.0,146.0,1858,884.0,A high performance implementation of HDBSCAN clustering.,69.0,29,True,2021-02-03 20:21:02.000000,0.8.27,43.0,hdbscan,conda-forge/hdbscan,['sklearn'],,231042.0,940.0,816.0,https://pypi.org/project/hdbscan,2021-02-03 20:21:02.000000,124.0,219849.0,https://anaconda.org/conda-forge/hdbscan,2021-02-14 03:07:15.749000,638025.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Lifelines,CamDavidsonPilon/lifelines,,medical-data,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000000,2021-04-15 16:51:36.000000,2021-04-15 16:51:28.000000,420,200.0,600.0,1608,2111.0,Survival analysis in Python.,93.0,29,True,2021-04-13 14:41:27.000000,0.25.11,156.0,lifelines,conda-forge/lifelines,,,259764.0,678.0,552.0,https://pypi.org/project/lifelines,2021-04-13 14:41:27.000000,126.0,257345.0,https://anaconda.org/conda-forge/lifelines,2021-04-06 18:57:53.837000,140316.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,pyLDAvis,bmabey/pyLDAvis,,interpretability,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000000,2021-04-21 17:28:16.000000,2021-03-24 13:03:31.000000,302,75.0,72.0,1437,240.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,29,True,2021-03-24 13:05:21.000000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,['jupyter'],,154805.0,2214.0,2016.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000000,198.0,154118.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309000,23391.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,torchaudio,pytorch/audio,,audio,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000000,2021-04-22 11:39:55.000000,2021-04-21 15:42:33.000000,296,149.0,313.0,1296,830.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",117.0,29,True,2021-03-25 16:30:33.000000,0.8.1,14.0,torchaudio,,['pytorch'],,199537.0,2490.0,2472.0,https://pypi.org/project/torchaudio,2021-03-25 16:29:07.000000,18.0,199537.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,ipyleaflet,jupyter-widgets/ipyleaflet,,geospatial-data,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000000,2021-04-20 02:45:10.000000,2021-04-12 10:46:55.000000,290,153.0,256.0,1110,912.0,A Jupyter - Leaflet.js bridge.,64.0,29,True,2021-01-05 16:38:38.000000,0.13.6,70.0,ipyleaflet,conda-forge/ipyleaflet,['jupyter'],,67810.0,908.0,808.0,https://pypi.org/project/ipyleaflet,2021-01-05 16:38:38.000000,98.0,36104.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,652396.0,3.0,,,,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-01-05 16:30:30.235000,2.0,20649.0,,,,,,,,,,,,,,
164,PyTables,PyTables/PyTables,,data-containers,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000000,2021-03-26 00:08:03.000000,2021-03-20 09:04:48.000000,204,168.0,450.0,1017,3954.0,A Python package to manage extremely large amounts of data.,98.0,29,True,2019-10-30 19:33:37.000000,3.6.1,25.0,tables,conda-forge/pytables,,130.0,713972.0,3754.0,,https://pypi.org/project/tables,2019-10-30 19:33:37.000000,3754.0,669353.0,https://anaconda.org/conda-forge/pytables,2021-01-14 18:41:06.536000,2498585.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Graphviz,xflr6/graphviz,,data-viz,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000000,2021-03-14 18:19:06.000000,2021-03-14 18:18:52.000000,143,9.0,100.0,969,458.0,Simple Python interface for Graphviz.,15.0,29,True,2020-10-07 09:06:41.000000,0.14.2,47.0,graphviz,,,,6050475.0,23821.0,19439.0,https://pypi.org/project/graphviz,2020-12-24 16:17:24.000000,4382.0,6050475.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Keras-Preprocessing,keras-team/keras-preprocessing,,others,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000000,2021-02-04 19:43:30.000000,2021-02-04 19:43:30.000000,420,93.0,99.0,938,284.0,"Utilities for working with image data, text data, and sequence data.",50.0,29,True,2020-05-14 03:53:47.000000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,['tensorflow'],,5754707.0,2736.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000000,2736.0,5728175.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923000,902095.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,snakemake,snakemake/snakemake,,ml-experiments,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2021-04-22 13:40:53.509000,2021-04-22 13:21:55.000000,203,377.0,224.0,937,4056.0,"This is the development home of the workflow management system Snakemake. For general information, see.",198.0,29,True,2021-04-22 13:01:17.000000,6.2.1,172.0,snakemake,bioconda/snakemake,,,22758.0,1078.0,790.0,https://pypi.org/project/snakemake,2021-04-22 13:01:58.000000,288.0,18348.0,https://anaconda.org/bioconda/snakemake,2021-04-22 13:40:53.509000,291123.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,TensorFlow Transform,tensorflow/transform,,tensorflow-utils,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000000,2021-04-21 23:58:29.000000,2021-04-21 23:58:25.000000,169,31.0,128.0,865,635.0,Input pipeline framework.,27.0,29,True,2021-03-25 17:54:01.000000,0.29.0,36.0,tensorflow-transform,,['tensorflow'],,7215213.0,525.0,441.0,https://pypi.org/project/tensorflow-transform,2021-03-25 17:54:01.000000,84.0,7215213.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Bottleneck,pydata/bottleneck,,data-containers,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000000,2021-03-22 17:21:10.000000,2021-01-24 18:39:03.000000,65,29.0,177.0,601,1241.0,Fast NumPy array functions written in C.,21.0,29,True,2020-02-21 06:22:16.000000,1.3.2,21.0,Bottleneck,conda-forge/bottleneck,,,397399.0,23813.0,20921.0,https://pypi.org/project/Bottleneck,2020-02-21 06:22:16.000000,2892.0,371736.0,https://anaconda.org/conda-forge/bottleneck,2021-01-21 02:48:32.623000,1514127.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,NIPYPE,nipy/nipype,,medical-data,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2021-04-22 14:36:17.000000,2021-04-09 17:55:45.000000,456,337.0,878.0,559,14079.0,Workflows and interfaces for neuroimaging packages.,213.0,29,True,2020-11-28 17:23:30.000000,1.6.0,54.0,nipype,conda-forge/nipype,,,25297.0,758.0,566.0,https://pypi.org/project/nipype,2020-11-28 17:23:30.000000,192.0,18482.0,https://anaconda.org/conda-forge/nipype,2020-11-28 17:44:51.813000,388504.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,baselines,openai/baselines,,reinforcement-learning,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000000,2021-02-21 12:16:56.000000,2020-01-31 13:06:18.000000,3915,454.0,426.0,11409,347.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,28,False,2018-02-26 17:07:07.000000,0.1.5,6.0,baselines,,,,9465.0,376.0,302.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000000,74.0,9465.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,EasyOCR,JaidedAI/EasyOCR,,ocr,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000000,2021-04-21 21:00:30.000000,2021-04-21 20:51:16.000000,1207,118.0,183.0,11261,401.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",77.0,28,True,2021-03-21 09:44:54.000000,1.3,21.0,easyocr,,,252678.0,42603.0,198.0,198.0,https://pypi.org/project/easyocr,2021-03-21 10:29:27.000000,0.0,17336.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Rasa,RasaHQ/rasa,,nlp,https://github.com/RasaHQ/rasa,https://github.com/RasaHQ/rasa,Apache-2.0,2016-10-14 12:27:49.000000,2021-04-22 14:07:42.000000,2021-04-20 15:01:20.000000,3345,611.0,4710.0,11209,,"Open source machine learning framework to automate text- and voice-based conversations: NLU, dialogue management,..",478.0,28,True,2021-04-14 21:16:02.000000,1.10.25,196.0,rasa,,['tensorflow'],,169971.0,64.0,,https://pypi.org/project/rasa,2021-04-12 19:57:32.000000,64.0,169971.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Turi Create,apple/turicreate,,ml-frameworks,https://github.com/apple/turicreate,https://github.com/apple/turicreate,BSD-3-Clause,2017-12-01 00:42:04.000000,2021-03-31 19:36:36.000000,2021-03-31 19:36:36.000000,1091,476.0,1262.0,10229,1567.0,Turi Create simplifies the development of custom machine learning models.,82.0,28,True,2020-09-30 22:51:40.000000,6.4.1,31.0,turicreate,,,3923.0,27620.0,270.0,236.0,https://pypi.org/project/turicreate,2020-09-30 22:51:40.000000,34.0,27522.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Dopamine,google/dopamine,,reinforcement-learning,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000000,2021-04-08 17:53:18.000000,2021-04-08 17:48:28.000000,1254,82.0,73.0,9384,227.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,14.0,28,True,2021-03-03 22:26:11.000000,3.1.10,37.0,dopamine-rl,,['tensorflow'],,102294.0,62.0,,https://pypi.org/project/dopamine-rl,2021-04-08 17:53:18.000000,62.0,102294.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PyTorch Image Models,rwightman/pytorch-image-models,,image,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000000,2021-04-21 20:16:31.000000,2021-04-19 23:18:36.000000,1318,27.0,270.0,8964,834.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",40.0,28,True,2021-03-31 19:11:46.000000,0.1-pit-weights,19.0,,,['pytorch'],328859.0,14298.0,464.0,464.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,AutoKeras,keras-team/autokeras,,hyperopt,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000000,2021-04-16 15:12:04.000000,2021-03-18 20:17:05.000000,1281,66.0,668.0,7917,1250.0,AutoML library for deep learning.,129.0,28,True,2020-11-30 02:43:50.000000,1.0.12,46.0,autokeras,,['tensorflow'],,9805.0,178.0,171.0,https://pypi.org/project/autokeras,2020-11-30 02:43:50.000000,7.0,9805.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Pyro,pyro-ppl/pyro,,probabilistics,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000000,2021-04-22 12:56:10.000000,2021-04-20 03:15:42.000000,826,137.0,691.0,6874,2188.0,Deep universal probabilistic programming with Python and PyTorch.,106.0,28,True,2021-03-04 23:01:34.000000,1.6.0,26.0,pyro-ppl,,['pytorch'],,38302.0,466.0,430.0,https://pypi.org/project/pyro-ppl,2021-03-04 23:05:10.000000,36.0,38302.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,tensorpack,tensorpack/tensorpack,,ml-frameworks,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000000,2021-04-19 08:05:46.000000,2021-04-19 08:05:39.000000,1772,9.0,1314.0,5995,2932.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",55.0,28,True,2020-04-24 19:01:06.000000,0.10.1,37.0,tensorpack,,['tensorflow'],119.0,15647.0,814.0,738.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000000,76.0,15645.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,DeepPavlov,deepmipt/DeepPavlov,,nlp,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000000,2021-04-22 08:21:46.000000,2021-04-03 15:53:30.000000,933,118.0,459.0,5150,2581.0,An open source library for deep learning end-to-end dialog systems and chatbots.,61.0,28,True,2021-04-03 16:00:08.000000,0.14.1,42.0,deeppavlov,,['tensorflow'],,9734.0,198.0,190.0,https://pypi.org/project/deeppavlov,2021-04-03 16:00:08.000000,8.0,9734.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Bayesian Optimization,fmfn/BayesianOptimization,,hyperopt,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000000,2021-03-17 21:02:26.000000,2020-12-19 01:11:23.000000,1097,40.0,166.0,5055,199.0,A Python implementation of global optimization with gaussian processes.,27.0,28,True,2020-05-16 16:03:51.000000,1.2.0,8.0,bayesian-optimization,,,54.0,103034.0,794.0,702.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000000,92.0,103033.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,OpenNMT,OpenNMT/OpenNMT-py,,nlp,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000000,2021-04-22 09:51:41.000000,2021-04-21 07:14:22.000000,1814,104.0,1146.0,4966,2558.0,Open Source Neural Machine Translation in PyTorch.,170.0,28,True,2021-04-16 12:58:59.000000,2.1.0,29.0,OpenNMT-py,,['pytorch'],,5028.0,87.0,83.0,https://pypi.org/project/OpenNMT-py,2021-01-27 09:22:31.000000,4.0,5028.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2021-04-22 09:01:46.000000,2021-04-12 16:53:33.000000,1069,384.0,380.0,4687,858.0,Gluon CV Toolkit.,112.0,28,True,2021-03-28 22:53:04.000000,0.10.1,1068.0,gluoncv,,['mxnet'],,87051.0,504.0,474.0,https://pypi.org/project/gluoncv,2021-04-22 09:01:46.000000,30.0,87051.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,snorkel,snorkel-team/snorkel,,data-loading,https://github.com/snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,Apache-2.0,2016-02-26 05:52:45.000000,2021-04-18 16:37:04.000000,2021-03-13 23:03:14.000000,735,24.0,919.0,4569,2652.0,A system for quickly generating training data with weak supervision.,64.0,28,True,2021-03-09 21:51:40.000000,0.9.7,19.0,snorkel,conda-forge/snorkel,,672.0,120042.0,87.0,79.0,https://pypi.org/project/snorkel,2021-03-09 21:39:08.000000,8.0,119183.0,https://anaconda.org/conda-forge/snorkel,2021-03-16 04:08:56.469000,17784.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,csvkit,wireservice/csvkit,,data-loading,https://github.com/wireservice/csvkit,https://github.com/wireservice/csvkit,MIT,2011-04-01 03:00:30.000000,2021-04-01 14:02:02.000000,2021-03-10 22:01:27.000000,535,56.0,754.0,4551,1696.0,"A suite of utilities for converting to and working with CSV, the king of tabular file formats.",92.0,28,True,2020-03-03 03:00:28.000000,1.0.5,33.0,csvkit,conda-forge/csvkit,,,53107.0,1558.0,856.0,https://pypi.org/project/csvkit,2020-03-03 03:00:28.000000,702.0,52116.0,https://anaconda.org/conda-forge/csvkit,2019-05-28 12:30:50.171000,48603.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,librosa,librosa/librosa,,audio,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000000,2021-04-14 15:33:46.000000,2021-04-14 15:33:43.000000,722,70.0,799.0,4430,,Python library for audio and music analysis.,84.0,28,True,2020-07-22 01:34:55.000000,0.8.0,28.0,librosa,conda-forge/librosa,,,557852.0,12286.0,10536.0,https://pypi.org/project/librosa,2020-07-22 01:34:55.000000,1750.0,553075.0,https://anaconda.org/conda-forge/librosa,2020-07-22 10:27:18.402000,272291.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,DEAP,deap/deap,,distributed-ml,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000000,2021-04-01 13:30:26.000000,2020-12-25 17:33:18.000000,877,207.0,227.0,4167,2147.0,Distributed Evolutionary Algorithms in Python.,67.0,28,False,2020-01-21 01:18:06.000000,1.3.1,16.0,deap,conda-forge/deap,,,117849.0,2256.0,1774.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000000,482.0,115682.0,https://anaconda.org/conda-forge/deap,2021-01-13 14:43:13.393000,125738.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Kornia,kornia/kornia,,image,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000000,2021-04-21 08:07:31.000000,2021-04-21 07:09:16.000000,379,93.0,299.0,3894,1546.0,Open Source Differentiable Computer Vision Library for PyTorch.,94.0,28,True,2021-03-17 09:10:52.000000,0.5.0,13.0,kornia,,['pytorch'],,41770.0,343.0,343.0,https://pypi.org/project/kornia,2021-03-17 09:10:52.000000,0.0,41770.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,imutils,jrosebr1/imutils,,image,https://github.com/jrosebr1/imutils,https://github.com/jrosebr1/imutils,MIT,2015-01-11 20:05:39.000000,2021-03-23 17:44:24.000000,2021-01-15 10:46:45.000000,891,134.0,76.0,3623,138.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",20.0,28,True,2021-01-15 10:53:17.000000,0.5.4,29.0,imutils,conda-forge/imutils,,,233858.0,15058.0,13862.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000000,1196.0,231727.0,https://anaconda.org/conda-forge/imutils,2021-01-15 14:27:25.471000,46883.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PyCaret,pycaret/pycaret,,ml-experiments,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000000,2021-04-22 14:30:39.000000,2021-04-22 14:20:34.000000,692,209.0,611.0,3256,1713.0,"An open-source, low-code machine learning library in Python.",48.0,28,True,2021-02-21 19:03:52.000000,2.3.0,69.0,pycaret,,,383.0,56727.0,829.0,829.0,https://pypi.org/project/pycaret,2021-02-21 19:03:52.000000,0.0,56685.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,dyNET,clab/dynet,,ml-frameworks,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000000,2021-03-18 20:24:39.000000,2021-01-27 15:43:03.000000,703,259.0,661.0,3212,3267.0,DyNet: The Dynamic Neural Network Toolkit.,156.0,28,True,2020-10-21 14:31:01.000000,2.1.2,24.0,dyNET,,,2635.0,17524.0,213.0,175.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000000,38.0,17476.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Dagster,dagster-io/dagster,,data-pipelines,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000000,2021-04-21 23:50:31.000000,2021-04-21 23:50:28.000000,336,566.0,2271.0,3153,7355.0,"A data orchestrator for machine learning, analytics, and ETL.",129.0,28,True,2021-04-19 19:10:52.000000,0.11.5,255.0,dagster,conda-forge/dagster,,,65366.0,162.0,158.0,https://pypi.org/project/dagster,2021-04-19 18:54:17.000000,4.0,52814.0,https://anaconda.org/conda-forge/dagster,2021-04-20 12:27:30.968000,213394.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Blaze,blaze/blaze,,data-containers,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22.000000,2020-02-01 19:33:09.000000,2019-08-15 21:14:59.000000,373,262.0,500.0,2943,7496.0,NumPy and Pandas interface to Big Data.,64.0,28,False,2016-07-19 20:40:03.000000,0.11.0,14.0,blaze,conda-forge/blaze,,,15258.0,9243.0,7621.0,https://pypi.org/project/blaze,2016-05-06 21:19:21.000000,1622.0,10932.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685000,190383.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,phonenumbers,daviddrysdale/python-phonenumbers,,nlp,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2021-04-07 16:25:13.000000,2021-04-07 16:18:13.000000,337,3.0,119.0,2685,,Python port of Google's libphonenumber.,22.0,28,True,2021-04-07 16:25:13.000000,8.12.21,172.0,phonenumbers,conda-forge/phonenumbers,,,1662520.0,2280.0,,https://pypi.org/project/phonenumbers,2021-04-07 16:25:13.000000,2280.0,1655519.0,https://anaconda.org/conda-forge/phonenumbers,2019-08-04 21:19:59.322000,406086.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,plotnine,has2k1/plotnine,,data-viz,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000000,2021-04-21 12:47:34.000000,2021-04-20 13:00:09.000000,137,61.0,367.0,2665,1690.0,A grammar of graphics for Python.,82.0,28,False,2021-03-25 12:57:10.000000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,167698.0,2059.0,1805.0,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000000,254.0,165508.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423000,102932.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,datashader,holoviz/datashader,,data-viz,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000000,2021-04-13 11:40:15.000000,2021-04-13 11:40:15.000000,318,125.0,345.0,2473,1287.0,Quickly and accurately render even the largest data.,43.0,28,True,2021-03-22 15:23:27.000000,0.12.1,23.0,datashader,conda-forge/datashader,,,38144.0,725.0,655.0,https://pypi.org/project/datashader,2021-03-16 18:44:57.000000,70.0,34012.0,https://anaconda.org/conda-forge/datashader,2021-04-13 11:22:49.633000,169448.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
