,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
244,NNI,microsoft/nni,hyperopt,,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000,2024-07-03 10:55:10.000000,2023-10-26 05:31:53,3012.0,,1816.0,284.0,3507.0,417.0,1684.0,14097.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",192.0,31,False,2023-09-14 12:12:06.000,3.0,55.0,nni,,,,,68.0,21.0,https://pypi.org/project/nni,2023-09-14 12:22:00.000,47.0,16416.0,16416.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2024-08-07 03:17:23.000000,2024-08-07 03:17:23,2667.0,,2074.0,183.0,1006.0,574.0,727.0,12775.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",70.0,31,True,2023-09-20 10:33:08.000,2.4.0,50.0,paddlehub,,,,['paddle'],1817.0,1810.0,https://pypi.org/project/paddlehub,2023-09-20 10:33:08.000,7.0,5568.0,5579.0,,,,,,,,2.0,837.0,,,,,,,,,,,,,,,,,,,
246,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2025-01-09 02:12:10.000000,2025-01-09 02:12:07,2975.0,12.0,2433.0,208.0,486.0,246.0,481.0,10391.0,FinRL: Financial Reinforcement Learning.,121.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,58.0,58.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,1645.0,1645.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
247,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/google-deepmind/sonnet,https://github.com/google-deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2024-11-14 10:24:59.000000,2024-11-14 10:24:54,866.0,2.0,1299.0,423.0,90.0,32.0,161.0,9794.0,TensorFlow-based neural network library.,59.0,31,True,2024-01-02 11:15:06.000,2.0.2,29.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1395.0,1376.0,https://pypi.org/project/dm-sonnet,2024-01-02 11:15:06.000,19.0,16950.0,17560.0,https://anaconda.org/conda-forge/sonnet,2023-06-16 16:19:12.602,37875.0,,,,,3.0,,,google-deepmind/sonnet,,,,,,,,,,,,,,,,,
248,TFlearn,tflearn/tflearn,ml-frameworks,,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000,2024-05-06 11:34:20.000000,2020-11-30 04:34:51,613.0,,2410.0,456.0,263.0,579.0,364.0,9620.0,Deep learning library featuring a higher-level API for TensorFlow.,145.0,31,False,2020-11-11 19:26:11.000,0.5.0,8.0,tflearn,,,,['tensorflow'],5102.0,5088.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000,14.0,3227.0,3227.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
249,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2024-12-14 07:09:35.000000,2024-12-14 07:09:34,1196.0,10.0,1401.0,100.0,671.0,735.0,530.0,8494.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,130.0,31,True,,,4.0,,conda-forge/nvidia-apex,,,['pytorch'],2926.0,2926.0,,,,,7689.0,https://anaconda.org/conda-forge/nvidia-apex,2024-11-04 08:44:59.011,392171.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
250,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2025-01-02 16:30:24.107000,2023-04-18 11:08:13,2759.0,,1282.0,214.0,725.0,201.0,829.0,7678.0,Automated Machine Learning with scikit-learn.,88.0,31,False,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],671.0,637.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,34.0,12938.0,13561.0,https://anaconda.org/conda-forge/auto-sklearn,2025-01-02 16:30:24.107,28051.0,,,,,2.0,68.0,,,,,,,,,,,,,,,,,,,
251,librosa,librosa/librosa,audio,,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000,2024-12-19 14:28:40.998000,2024-11-26 20:42:35,3285.0,1.0,959.0,141.0,669.0,57.0,1165.0,7293.0,Python library for audio and music analysis.,124.0,31,True,2024-05-14 15:48:50.000,0.10.2.post1,43.0,librosa,conda-forge/librosa,,,,1358.0,,https://pypi.org/project/librosa,2024-05-14 15:49:38.000,1358.0,2613963.0,2629668.0,https://anaconda.org/conda-forge/librosa,2024-12-19 14:28:40.998,848094.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
252,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2024-11-26 06:34:46.000000,2024-11-26 06:34:41,2711.0,1.0,1151.0,211.0,1052.0,27.0,615.0,6759.0,An open source library for deep learning end-to-end dialog systems and chatbots.,77.0,31,True,2024-08-12 17:22:54.000,1.7.0,64.0,deeppavlov,,,,['tensorflow'],426.0,422.0,https://pypi.org/project/deeppavlov,2024-08-12 17:22:54.000,4.0,10355.0,10355.0,,,,,,,,2.0,,,deeppavlov/DeepPavlov,,,,,,,,,,,,,,,,,
253,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2025-01-08 17:26:42.000000,2025-01-08 17:26:41,214.0,9.0,1114.0,202.0,163.0,147.0,346.0,6377.0,Official Kaggle API.,48.0,31,True,2024-07-24 19:08:19.000,1.6.17,74.0,kaggle,conda-forge/kaggle,,,,230.0,21.0,https://pypi.org/project/kaggle,2024-07-24 19:08:19.000,209.0,226147.0,230028.0,https://anaconda.org/conda-forge/kaggle,2024-07-27 21:52:01.276,201824.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
254,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-12-23 06:14:58.000000,2020-07-15 13:46:58,1184.0,,1760.0,305.0,296.0,161.0,268.0,5775.0,Portfolio and risk analytics in Python.,60.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,1136.0,1122.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,14.0,9322.0,9496.0,https://anaconda.org/conda-forge/pyfolio,2023-06-16 16:07:59.111,14449.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
255,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2024-11-21 20:20:09.000000,2024-11-21 20:19:33,250.0,2.0,930.0,127.0,40.0,75.0,147.0,5709.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,31,True,2024-11-21 20:20:09.000,0.2.5,9.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],4463.0,4347.0,https://pypi.org/project/torchdiffeq,2024-11-21 20:20:09.000,116.0,804176.0,804519.0,https://anaconda.org/conda-forge/torchdiffeq,2023-06-16 19:19:05.182,19254.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
256,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2025-01-02 15:40:47.000000,2024-12-13 16:40:15,828.0,15.0,407.0,74.0,304.0,62.0,532.0,4814.0,Visualizer for pandas data structures.,30.0,31,True,2024-12-13 16:37:39.000,3.16.1,190.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",1365.0,1317.0,https://pypi.org/project/dtale,2024-12-13 16:37:39.000,48.0,59882.0,66481.0,https://anaconda.org/conda-forge/dtale,2024-12-13 17:33:14.415,369550.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
257,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2025-01-05 22:22:11.904000,2022-01-27 13:24:16,139.0,,1026.0,152.0,116.0,162.0,79.0,4550.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,False,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,49120.0,48685.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,435.0,389546.0,393410.0,https://anaconda.org/conda-forge/imutils,2025-01-05 22:22:11.904,208667.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
258,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2025-01-02 16:30:25.284000,2023-11-02 13:49:44,662.0,,981.0,152.0,132.0,139.0,104.0,4447.0,Technical Analysis Library using Pandas and Numpy.,34.0,31,False,2023-11-02 13:53:35.000,0.11.0,56.0,ta,conda-forge/ta,,,,5177.0,5070.0,https://pypi.org/project/ta,2023-11-02 13:53:35.000,107.0,183289.0,183971.0,https://anaconda.org/conda-forge/ta,2025-01-02 16:30:25.284,32059.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
259,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2025-01-09 14:25:29.000000,2025-01-09 14:25:25,15612.0,56.0,537.0,78.0,3706.0,919.0,1637.0,4335.0,cuML - RAPIDS Machine Learning Library.,178.0,31,True,2024-12-11 21:41:19.000,24.12.00,43.0,cuml,,,,,14.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,14.0,3089.0,3089.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
260,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-11-26 07:16:52.000000,2024-11-26 07:14:46,1352.0,4.0,383.0,70.0,376.0,103.0,460.0,4272.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",106.0,31,True,2024-11-26 07:16:52.000,0.8.7,31.0,sacred,conda-forge/sacred,,,,3396.0,3336.0,https://pypi.org/project/sacred,2024-11-26 07:16:52.000,60.0,24467.0,24665.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,7548.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
261,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/sktime/pytorch-forecasting,https://github.com/sktime/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2025-01-06 13:15:03.000000,2025-01-06 13:15:02,1931.0,27.0,636.0,45.0,931.0,490.0,315.0,4062.0,Time series forecasting with PyTorch.,61.0,31,True,2024-11-19 17:01:21.000,1.2.0,37.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,487.0,465.0,https://pypi.org/project/pytorch-forecasting,2024-11-19 17:01:21.000,22.0,57506.0,58847.0,https://anaconda.org/conda-forge/pytorch-forecasting,2023-06-16 19:21:40.268,69742.0,,,,,2.0,,,sktime/pytorch-forecasting,,,,,,,,,,,,,,,,,
262,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2025-01-07 19:21:57.000000,2025-01-07 19:21:37,1362.0,7.0,323.0,58.0,249.0,70.0,451.0,3721.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,41.0,31,True,2024-07-09 04:43:23.000,1.13.0,29.0,stumpy,conda-forge/stumpy,,,,1030.0,1000.0,https://pypi.org/project/stumpy,2024-07-09 04:21:56.000,30.0,278155.0,297250.0,https://anaconda.org/conda-forge/stumpy,2024-12-21 13:31:00.768,1050239.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
263,GPyTorch,cornellius-gp/gpytorch,probabilistics,,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000,2024-12-18 23:54:59.385000,2024-12-12 13:55:22,3907.0,7.0,562.0,58.0,922.0,380.0,982.0,3623.0,A highly efficient implementation of Gaussian Processes in PyTorch.,136.0,31,True,2024-09-06 21:42:56.000,1.13,41.0,gpytorch,conda-forge/gpytorch,,,['pytorch'],2731.0,2562.0,https://pypi.org/project/gpytorch,2024-09-06 21:48:53.000,169.0,232515.0,235889.0,https://anaconda.org/conda-forge/gpytorch,2024-12-18 23:54:59.385,188990.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
264,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2024-12-22 10:12:57.197000,2024-10-09 08:38:39,344.0,,336.0,64.0,78.0,20.0,124.0,3481.0,A Python Perceptual Image Hashing Module.,27.0,31,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,,15650.0,15408.0,https://pypi.org/project/ImageHash,2022-09-28 08:48:24.658,242.0,1227785.0,1236089.0,https://anaconda.org/conda-forge/imagehash,2024-12-22 10:12:57.197,415248.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
265,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,704.0,182.0,737.0,277.0,710.0,3425.0,DyNet: The Dynamic Neural Network Toolkit.,161.0,31,False,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,286.0,268.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,18.0,147810.0,147991.0,,,,,,,,3.0,17958.0,,,,,,,,,,,,,,,,,,,
266,filterpy,rlabbe/filterpy,probabilistics,,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000,2024-02-07 10:05:31.000000,2022-08-22 18:21:12,586.0,,628.0,78.0,80.0,74.0,162.0,3419.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",43.0,31,False,2021-12-15 15:49:27.374,0.0.13,49.0,filterpy,conda-forge/filterpy,,,,8105.0,7985.0,https://pypi.org/project/filterpy,2021-12-15 15:49:27.374,120.0,1688576.0,1691497.0,https://anaconda.org/conda-forge/filterpy,2023-06-16 13:24:39.196,265883.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
267,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2025-01-09 08:36:09.000000,2025-01-09 08:36:02,1215.0,19.0,371.0,36.0,556.0,123.0,466.0,3230.0,Scalable and user friendly neural forecasting algorithms.,48.0,31,True,2025-01-02 19:50:52.000,2.0.0,29.0,neuralforecast,conda-forge/neuralforecast,,,,308.0,285.0,https://pypi.org/project/neuralforecast,2025-01-02 19:50:52.000,23.0,47390.0,48217.0,https://anaconda.org/conda-forge/neuralforecast,2025-01-03 15:14:21.023,28124.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
268,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2025-01-06 21:55:38.000000,2024-05-03 16:54:19,704.0,,281.0,50.0,829.0,103.0,285.0,3225.0,PyTorch extensions for high performance and large scale training.,75.0,31,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],7330.0,7177.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,153.0,358065.0,367700.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,366144.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
269,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-12-25 16:57:33.423000,2024-06-24 17:09:39,1087.0,,397.0,61.0,499.0,222.0,273.0,2862.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],5051.0,4936.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,115.0,279739.0,280853.0,https://anaconda.org/conda-forge/keras-tuner,2024-12-25 16:57:33.423,45712.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
270,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2025-01-07 00:33:32.000000,2024-12-09 12:56:45,2995.0,79.0,1007.0,123.0,544.0,61.0,305.0,2599.0,IPython Parallel: Interactive Parallel Computing in Python.,114.0,31,False,2024-11-06 12:07:08.000,9.0.0,48.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],112.0,,https://pypi.org/project/ipyparallel,2024-11-06 12:07:08.000,112.0,432572.0,455570.0,https://anaconda.org/conda-forge/ipyparallel,2024-12-06 14:00:08.619,1172915.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
271,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2024-12-19 19:53:58.719000,2024-10-30 12:23:10,890.0,3.0,361.0,82.0,169.0,218.0,149.0,2365.0,An interactive data visualization tool which brings matplotlib graphics to the browser using D3.,53.0,31,True,2023-12-23 13:04:29.963,0.5.10,19.0,mpld3,conda-forge/mpld3,,,,7010.0,6855.0,https://pypi.org/project/mpld3,2023-12-23 13:03:02.000,146.0,277191.0,281846.0,https://anaconda.org/conda-forge/mpld3,2024-12-19 19:53:58.719,218145.0,,,,,2.0,,,,mpld3,https://www.npmjs.com/package/mpld3,2023-12-23 13:04:29.963,9.0,689.0,,,,,,,,,,,,
272,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2025-01-08 13:53:35.000000,2025-01-06 13:36:30,1884.0,131.0,209.0,48.0,299.0,179.0,166.0,2195.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",45.0,31,True,2024-12-29 08:19:16.000,0.35.4,199.0,graphistry,,,,['jupyter'],137.0,131.0,https://pypi.org/project/graphistry,2024-12-29 08:19:16.000,6.0,14389.0,14389.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
273,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2025-01-08 10:30:35.000000,2025-01-08 10:30:32,967.0,18.0,147.0,25.0,447.0,168.0,318.0,2180.0,Elegant easy-to-use neural networks + scientific computing in JAX. https://docs.kidger.site/equinox/.,57.0,31,True,2024-12-24 12:08:00.000,0.11.11,55.0,equinox,,,,['jax'],1117.0,917.0,https://pypi.org/project/equinox,2024-12-24 12:07:52.000,200.0,269223.0,269223.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
274,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-09-17 00:19:55.000000,2024-09-17 00:19:55,953.0,,260.0,47.0,354.0,220.0,142.0,2081.0,Evaluate: A library for easily evaluating machine learning models and datasets.,129.0,31,True,2024-09-11 10:17:30.000,0.4.3,16.0,evaluate,,,,,16466.0,16063.0,https://pypi.org/project/evaluate,2024-09-11 10:15:30.000,403.0,2119514.0,2119514.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
275,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2025-01-02 10:15:25.753000,2024-12-17 11:38:14,920.0,41.0,425.0,39.0,955.0,160.0,333.0,1984.0,A Python package to assess and improve fairness of machine learning models.,91.0,31,True,2024-12-11 12:38:14.000,0.12.0,22.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],66.0,3.0,https://pypi.org/project/fairlearn,2024-12-11 11:29:34.000,63.0,479624.0,480414.0,https://anaconda.org/conda-forge/fairlearn,2025-01-02 10:15:25.753,39528.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
276,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2025-01-08 21:52:21.000000,2025-01-08 20:38:27,2897.0,29.0,188.0,27.0,733.0,114.0,462.0,1725.0,A Python library for learning and evaluating knowledge graph embeddings.,41.0,31,True,2024-10-29 16:35:05.000,1.11.0,49.0,pykeen,,,,,285.0,266.0,https://pypi.org/project/pykeen,2024-10-29 16:25:52.000,19.0,11574.0,11578.0,,,,,,,,2.0,230.0,,,,,,,,,,,,,,,,,,,
277,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2024-09-03 20:56:01.000000,2024-04-15 22:25:34,1519.0,,612.0,57.0,1884.0,92.0,899.0,1694.0,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,207.0,31,True,2023-11-28 01:45:31.000,0.23.0,38.0,tensorflow-addons,,,,['tensorflow'],371.0,,https://pypi.org/project/tensorflow-addons,2023-11-28 01:45:31.000,371.0,1257249.0,1257249.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
278,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2024-11-13 21:41:20.000000,2024-11-07 23:05:03,1082.0,2.0,235.0,37.0,256.0,65.0,274.0,1610.0,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",23.0,31,True,2023-10-23 16:52:00.000,2.0.4,44.0,pmdarima,conda-forge/pmdarima,,,,10471.0,10318.0,https://pypi.org/project/pmdarima,2023-10-23 14:02:41.000,153.0,2457437.0,2481627.0,https://anaconda.org/conda-forge/pmdarima,2024-07-14 16:03:51.778,1233700.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
279,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2025-01-09 14:55:41.000000,2025-01-09 14:55:37,4536.0,186.0,53.0,177.0,600.0,160.0,499.0,1607.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,31,True,2024-12-13 18:39:32.000,4.5.2,83.0,lets-plot,,,,,171.0,156.0,https://pypi.org/project/lets-plot,2024-12-17 18:17:21.000,15.0,35244.0,35293.0,,,,,,,,2.0,3038.0,,,,,,,,,,,,,,,,,,,
280,pyjanitor,pyjanitor-devs/pyjanitor,others,,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000,2025-01-07 09:03:22.000000,2025-01-07 09:00:44,1632.0,20.0,171.0,18.0,861.0,110.0,457.0,1381.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,109.0,31,True,2024-12-04 19:50:34.000,0.30.0,66.0,pyjanitor,conda-forge/pyjanitor,,,,834.0,798.0,https://pypi.org/project/pyjanitor,2024-12-04 19:50:29.000,36.0,74256.0,78368.0,https://anaconda.org/conda-forge/pyjanitor,2024-12-05 10:07:32.356,230276.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
281,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/skforecast/skforecast,https://github.com/skforecast/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2025-01-08 15:26:45.000000,2024-11-28 09:24:18,4025.0,269.0,143.0,9.0,695.0,23.0,164.0,1206.0,Time series forecasting with machine learning models.,17.0,31,True,2024-11-11 13:34:47.000,0.14.0,29.0,skforecast,,,,['sklearn'],395.0,380.0,https://pypi.org/project/skforecast,2024-11-11 13:34:47.000,15.0,88515.0,88515.0,,,,,,,,2.0,,,skforecast/skforecast,,,,,,,,,,,,,,,,,
282,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2025-01-04 17:40:09.000000,2025-01-04 17:39:10,1177.0,33.0,216.0,23.0,160.0,30.0,205.0,1151.0,Survival analysis built on top of scikit-learn.,22.0,31,False,2024-11-04 10:57:40.000,0.23.1,30.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],720.0,683.0,https://pypi.org/project/scikit-survival,2024-11-04 10:57:40.000,37.0,173473.0,178125.0,https://anaconda.org/conda-forge/scikit-survival,2024-11-04 14:21:17.242,176797.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
283,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2025-01-06 23:22:16.000000,2025-01-01 16:17:03,14288.0,187.0,295.0,35.0,1928.0,499.0,685.0,1082.0,Python package for earth-observing satellite data processing.,173.0,31,False,2024-11-08 15:43:09.000,0.53.0,99.0,satpy,conda-forge/satpy,,,,185.0,154.0,https://pypi.org/project/satpy,2024-11-08 15:43:09.000,31.0,8830.0,13254.0,https://anaconda.org/conda-forge/satpy,2024-12-26 17:05:07.104,243334.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
