,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
243,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2024-02-17 21:29:54.000000,2023-11-13 07:19:19,1344.0,,375.0,71.0,367.0,97.0,460.0,4145.0,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",105.0,31,True,2023-11-13 07:24:08.000,0.8.5,29.0,sacred,conda-forge/sacred,,,,3004.0,2894.0,https://pypi.org/project/sacred,2023-11-13 07:24:08.000,110.0,35141.0,35309.0,https://anaconda.org/conda-forge/sacred,2023-11-28 14:54:27.704,4724.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
244,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2024-01-13 11:36:10.000000,2023-11-02 13:49:44,662.0,,822.0,150.0,126.0,124.0,104.0,3976.0,Technical Analysis Library using Pandas and Numpy.,34.0,31,True,2023-11-02 13:53:35.000,0.11.0,56.0,ta,conda-forge/ta,,,,3154.0,3104.0,https://pypi.org/project/ta,2023-11-02 13:53:35.000,50.0,83971.0,84607.0,https://anaconda.org/conda-forge/ta,2023-11-02 22:03:30.766,23548.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
245,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2024-02-05 02:43:00.000000,2023-12-19 14:36:52,3303.0,29.0,537.0,121.0,370.0,77.0,737.0,3946.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",70.0,31,True,2023-02-17 16:58:05.493,2.0.23,174.0,dedupe,conda-forge/dedupe,,,,371.0,321.0,https://pypi.org/project/dedupe,2023-02-17 16:58:05.493,50.0,84248.0,85843.0,https://anaconda.org/conda-forge/dedupe,2023-06-16 19:28:08.623,43070.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
246,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2024-03-06 01:54:40.000000,2024-02-20 18:46:12,1088.0,11.0,351.0,60.0,1344.0,125.0,174.0,3819.0,A Python toolbox for performing gradient-free optimization.,54.0,31,True,2024-02-20 14:59:08.000,1.0.2,47.0,nevergrad,conda-forge/nevergrad,,,,665.0,632.0,https://pypi.org/project/nevergrad,2024-02-20 14:59:08.000,33.0,69073.0,70077.0,https://anaconda.org/conda-forge/nevergrad,2024-01-09 16:02:07.312,46225.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
247,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2023-12-01 17:10:01.000000,2023-11-08 12:40:01,3273.0,,704.0,186.0,737.0,274.0,669.0,3402.0,DyNet: The Dynamic Neural Network Toolkit.,160.0,31,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,285.0,256.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,29.0,284380.0,284549.0,,,,,3.0,15073.0,,,,,,,,,,,,,,,,,,,,,,
248,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2024-03-11 01:00:49.000000,2024-03-11 00:59:40,984.0,4.0,570.0,99.0,335.0,35.0,715.0,3229.0,"Fast, flexible and easy to use probabilistic modelling in Python.",73.0,31,True,2024-03-11 01:00:49.000,1.0.4,74.0,pomegranate,conda-forge/pomegranate,,,,1123.0,1064.0,https://pypi.org/project/pomegranate,2024-03-11 01:00:49.000,59.0,62428.0,65541.0,https://anaconda.org/conda-forge/pomegranate,2023-12-10 17:04:41.093,143229.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
249,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2024-03-13 21:54:00.000000,2024-03-13 21:53:37,1286.0,13.0,275.0,53.0,219.0,51.0,416.0,2943.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,36.0,31,True,2023-08-21 11:33:22.000,1.12.0,28.0,stumpy,conda-forge/stumpy,,,,689.0,673.0,https://pypi.org/project/stumpy,2023-08-21 11:33:22.000,16.0,236689.0,258108.0,https://anaconda.org/conda-forge/stumpy,2023-08-21 11:50:40.587,963858.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
250,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-03-12 17:00:49.000000,2024-03-12 14:52:27,823.0,38.0,332.0,41.0,899.0,32.0,275.0,2839.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",45.0,31,True,2024-03-04 14:50:47.000,0.8.1,15.0,python-doctr,,,,"['tensorflow', 'pytorch']",264.0,264.0,https://pypi.org/project/python-doctr,,,26264.0,95271.0,,,,,2.0,2553287.0,,,,,,,,,,,,,,,,,,,,,,
251,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2024-03-13 03:30:48.000000,2024-02-02 23:52:02,700.0,1.0,249.0,41.0,809.0,71.0,284.0,2819.0,PyTorch extensions for high performance and large scale training.,73.0,31,True,2022-12-11 18:09:19.000,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],4424.0,4424.0,https://pypi.org/project/fairscale,,,489662.0,495871.0,https://anaconda.org/conda-forge/fairscale,2023-11-28 00:29:10.363,173878.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
252,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2024-03-05 15:33:09.039000,2024-03-04 19:25:47,1086.0,7.0,386.0,62.0,493.0,207.0,269.0,2801.0,A Hyperparameter Tuning Library for Keras.,61.0,31,True,2024-03-04 19:41:39.000,1.4.7,35.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],3393.0,3327.0,https://pypi.org/project/keras-tuner,2024-03-04 19:41:39.000,66.0,186819.0,187741.0,https://anaconda.org/conda-forge/keras-tuner,2024-03-05 15:33:09.039,28589.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
253,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2024-03-13 14:32:41.000000,2024-03-13 08:23:52,1162.0,31.0,234.0,28.0,1004.0,99.0,412.0,2703.0,A python library for self-supervised learning on images.,38.0,31,True,2024-03-13 08:37:31.000,1.5.1,115.0,lightly,,,,['pytorch'],226.0,219.0,https://pypi.org/project/lightly,2024-03-13 08:38:07.000,7.0,28556.0,28556.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
254,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2024-02-06 22:15:06.000000,2023-11-20 19:03:21,997.0,,478.0,57.0,136.0,341.0,166.0,2646.0,A high performance implementation of HDBSCAN clustering.,87.0,31,True,2023-07-18 17:54:02.116,0.8.33,51.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],3436.0,3203.0,https://pypi.org/project/hdbscan,2023-11-20 19:06:35.000,233.0,413992.0,458317.0,https://anaconda.org/conda-forge/hdbscan,2023-10-06 14:12:48.829,1817352.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
255,category_encoders,scikit-learn-contrib/category_encoders,sklearn-utils,,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000,2023-12-13 13:51:09.000000,2023-12-13 13:51:08,953.0,,398.0,39.0,149.0,45.0,240.0,2355.0,A library of sklearn compatible categorical variable encoders.,70.0,31,True,2023-10-29 20:29:52.000,2.6.3,32.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],1715.0,1540.0,https://pypi.org/project/category_encoders,2023-10-29 20:29:52.000,175.0,1519913.0,1528580.0,https://anaconda.org/conda-forge/category_encoders,2023-10-30 01:23:52.252,251371.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
256,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2024-03-13 20:32:35.000000,2024-03-13 20:32:35,1365.0,23.0,304.0,22.0,45.0,34.0,200.0,2156.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,21.0,31,True,2024-03-12 20:06:51.000,0.4.6.1,90.0,explainerdashboard,conda-forge/explainerdashboard,,,,460.0,450.0,https://pypi.org/project/explainerdashboard,2023-12-17 19:42:36.000,10.0,85469.0,86568.0,https://anaconda.org/conda-forge/explainerdashboard,2024-03-12 22:47:59.605,42887.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
257,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2024-02-21 22:30:58.000000,2024-02-19 19:00:58,3685.0,17.0,188.0,50.0,1353.0,118.0,716.0,1953.0,Ahead of Time compiler for numeric kernels.,72.0,31,True,,,30.0,pythran,conda-forge/pythran,,,,1884.0,1884.0,https://pypi.org/project/pythran,,,205864.0,216625.0,https://anaconda.org/conda-forge/pythran,2024-01-08 06:40:29.964,451967.0,,2.0,,,,,,,,,,,,,,,,,,,,,,pythran,python-pythran
258,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2024-03-14 12:16:02.000000,2024-03-14 12:16:01,197.0,6.0,251.0,56.0,73.0,50.0,222.0,1917.0,A Python wrapper for the tesseract-ocr API.,30.0,31,True,2023-10-09 13:37:06.000,2.6.2,16.0,tesserocr,conda-forge/tesserocr,,,,949.0,949.0,https://pypi.org/project/tesserocr,,,58772.0,61257.0,https://anaconda.org/conda-forge/tesserocr,2023-06-16 16:18:15.161,131694.0,,2.0,131.0,,,,,,,,,,,,,,,,,,,,,,
259,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2024-03-04 22:08:24.000000,2023-12-27 10:12:23,938.0,1.0,211.0,50.0,311.0,123.0,125.0,1750.0,Evaluate: A library for easily evaluating machine learning models and datasets.,124.0,31,True,2023-10-13 15:57:18.000,0.4.1,9.0,evaluate,,,,,7347.0,7347.0,https://pypi.org/project/evaluate,,,2313593.0,2313593.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
260,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2024-02-28 17:36:05.000000,2024-02-27 19:12:34,4150.0,10.0,1075.0,154.0,1094.0,55.0,623.0,1733.0,Documentation and samples for ArcGIS API for Python.,89.0,31,True,2023-10-03 15:37:18.000,2.2.0,42.0,arcgis,,esridocker/arcgis-api-python-notebook,,,37.0,4.0,https://pypi.org/project/arcgis,2024-02-28 17:36:05.000,33.0,131998.0,132116.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,3.0,10690.0,,,,,,,,,,,,,,,,,,,,,,
261,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2024-03-05 19:58:22.000000,2024-03-05 19:49:17,712.0,11.0,310.0,43.0,364.0,71.0,209.0,1576.0,Training PyTorch models with differential privacy.,77.0,31,True,2024-02-11 17:28:30.000,1.4.1,21.0,opacus,conda-forge/opacus,,,['pytorch'],768.0,748.0,https://pypi.org/project/opacus,2024-02-11 17:28:30.000,20.0,121914.0,122415.0,https://anaconda.org/conda-forge/opacus,2024-02-11 19:23:25.249,12976.0,,2.0,108.0,,,,,,,,,,,,,,,,,,,,,,
262,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2024-03-14 13:20:28.000000,2024-03-13 20:01:29,3914.0,242.0,46.0,167.0,511.0,140.0,384.0,1434.0,Multiplatform plotting library based on the Grammar of Graphics.,20.0,31,True,2024-03-07 18:04:28.000,4.3.0,71.0,lets-plot,,,,,71.0,66.0,https://pypi.org/project/lets-plot,2024-03-07 17:37:54.000,5.0,26799.0,26810.0,,,,,2.0,623.0,,,,,,,,,,,,,,,,,,,,,,
263,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,,2014-08-29 15:41:28.000,2024-02-01 19:43:14.000000,2024-01-05 16:06:48,1120.0,14.0,277.0,45.0,512.0,27.0,182.0,1240.0,ARCH models in Python.,35.0,31,False,2024-01-05 08:24:51.000,6.3.0,46.0,arch,conda-forge/arch-py,,,,1526.0,1456.0,https://pypi.org/project/arch,2024-01-05 08:24:51.000,70.0,308040.0,314313.0,https://anaconda.org/conda-forge/arch-py,2024-01-05 09:54:56.136,282317.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
264,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2024-03-14 07:58:36.000000,2024-03-14 07:58:35,10543.0,206.0,226.0,37.0,1458.0,206.0,346.0,1133.0,Computations and statistics on manifolds with geometric structures.,90.0,31,True,2023-08-30 05:36:10.000,2.7.0,32.0,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,100.0,97.0,https://pypi.org/project/geomstats,2023-08-30 05:33:32.000,3.0,3847.0,3952.0,https://anaconda.org/conda-forge/geomstats,2023-08-30 16:59:06.279,2210.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
265,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-03-12 18:40:48.000000,2024-03-12 18:40:47,933.0,12.0,214.0,59.0,99.0,44.0,174.0,982.0,Input pipeline framework.,28.0,31,True,2023-08-11 23:14:04.000,1.14.0,56.0,tensorflow-transform,,,,['tensorflow'],1743.0,1687.0,https://pypi.org/project/tensorflow-transform,2023-08-11 23:14:04.000,56.0,730550.0,730550.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
266,hvPlot,holoviz/hvplot,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000,2024-03-04 20:56:40.000000,2024-02-25 21:43:59,658.0,31.0,98.0,23.0,510.0,323.0,405.0,913.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",46.0,31,True,2024-01-30 08:44:06.000,0.9.2,19.0,hvplot,conda-forge/hvplot,,,,4583.0,4583.0,https://pypi.org/project/hvplot,,,172275.0,184154.0,https://anaconda.org/conda-forge/hvplot,2024-01-30 08:55:28.301,534585.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
267,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2024-01-01 17:28:43.000000,2023-11-06 00:17:47,493.0,,122.0,33.0,127.0,27.0,74.0,868.0,Python bindings and utilities for GeoJSON.,56.0,31,True,2023-11-05 21:06:50.000,3.1.0,31.0,geojson,conda-forge/geojson,,,,17976.0,16697.0,https://pypi.org/project/geojson,2023-11-05 21:06:50.000,1279.0,1727421.0,1787810.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,785063.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
268,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2024-03-04 21:27:42.000000,2024-03-04 21:27:41,1930.0,17.0,225.0,18.0,292.0,48.0,266.0,803.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",46.0,31,True,2024-02-18 21:10:04.000,1.4.8,47.0,salib,conda-forge/salib,,,,1141.0,1051.0,https://pypi.org/project/salib,2024-02-18 21:10:04.000,90.0,156487.0,160053.0,https://anaconda.org/conda-forge/salib,2024-02-18 23:23:58.271,146208.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
269,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2024-02-27 10:18:01.000000,2024-02-27 03:35:48,1055.0,7.0,170.0,36.0,115.0,31.0,60.0,712.0,Snowball compiler and stemming algorithms.,34.0,31,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,6839.0,5.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6834.0,14733834.0,14818612.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,7714811.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
270,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,,2017-09-01 00:36:51.000,2023-12-24 05:29:03.000000,2023-12-24 05:29:03,2283.0,2.0,5023.0,498.0,152.0,1029.0,1353.0,20761.0,State-of-the-art 2D and 3D Face Analysis Project.,58.0,30,False,2023-04-02 07:43:27.000,0.7,1.0,insightface,,,,['mxnet'],1791.0,1791.0,https://pypi.org/project/insightface,,,469830.0,682448.0,,,,,2.0,2338807.0,,,,,,,,,,,,,,,,,,,,,,
271,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4382.0,1254.0,557.0,836.0,2543.0,17439.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",274.0,30,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,21.0,2.0,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,19.0,756.0,902.0,,,,,3.0,14380.0,,,,,,,,,,,,,,,,,,,,,,
272,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-11-03 14:30:00.000000,2023-11-03 14:30:00,4358.0,,2060.0,286.0,3401.0,54.0,1494.0,10412.0,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,217.0,30,True,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],26.0,21.0,https://pypi.org/project/parlai,2022-09-20 02:56:01.305,5.0,2116.0,2116.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
273,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2024-03-06 00:27:38.000000,2024-03-06 00:27:38,2893.0,25.0,2162.0,194.0,419.0,202.0,473.0,8877.0,FinRL: Financial Reinforcement Learning.,109.0,30,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,36.0,36.0,https://pypi.org/project/finrl,2022-01-08 13:58:14.000,,1523.0,1523.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
274,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2024-03-12 04:38:33.000000,2024-03-12 04:38:33,1169.0,11.0,1318.0,101.0,629.0,691.0,519.0,7918.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,125.0,30,True,,,3.0,,conda-forge/nvidia-apex,,,['pytorch'],2310.0,2310.0,,,,,4516.0,https://anaconda.org/conda-forge/nvidia-apex,2024-01-12 02:06:46.952,185174.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
275,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-12-25 14:05:19.000000,2023-04-18 11:08:13,2759.0,,1267.0,215.0,711.0,186.0,828.0,7357.0,Automated Machine Learning with scikit-learn.,88.0,30,True,2023-02-13 12:35:21.000,0.15.0,42.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],590.0,551.0,https://pypi.org/project/auto-sklearn,2022-09-20 10:32:07.471,39.0,17052.0,17652.0,https://anaconda.org/conda-forge/auto-sklearn,2023-06-16 19:25:30.278,21031.0,,2.0,51.0,,,,,,,,,,,,,,,,,,,,,,
276,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2024-03-06 13:41:05.000000,2024-02-09 09:43:21,989.0,16.0,890.0,138.0,673.0,128.0,308.0,6626.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,84.0,30,True,2023-12-25 07:11:09.000,0.11.1,15.0,dowhy,conda-forge/dowhy,,,,348.0,341.0,https://pypi.org/project/dowhy,2023-12-25 07:11:09.000,7.0,53116.0,53593.0,https://anaconda.org/conda-forge/dowhy,2024-01-26 10:57:10.385,19103.0,,2.0,33.0,,,,,,,,,,,,,,,,,,,,,,
277,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2024-02-23 14:27:11.000000,2023-01-31 19:40:04,3203.0,,1394.0,192.0,784.0,40.0,423.0,6040.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",132.0,30,False,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],620.0,608.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,12.0,1483.0,1649.0,https://anaconda.org/conda-forge/cleverhans,2023-06-16 19:20:32.486,7509.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
278,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2024-02-13 20:24:20.000000,2024-01-23 12:41:45,154.0,2.0,1058.0,197.0,99.0,146.0,300.0,5829.0,Official Kaggle API.,37.0,30,True,2024-02-13 20:24:20.000,1.6.6,66.0,kaggle,conda-forge/kaggle,,,,407.0,21.0,https://pypi.org/project/kaggle,2024-02-13 20:24:20.000,386.0,211899.0,215338.0,https://anaconda.org/conda-forge/kaggle,2024-02-07 12:47:17.698,144469.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
279,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2024-02-19 12:55:24.000000,2024-02-19 12:55:23,1086.0,5.0,370.0,81.0,527.0,54.0,453.0,5586.0,A scikit-learn compatible neural network library that wraps PyTorch.,62.0,30,True,2023-09-04 10:10:59.000,0.15.0,19.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",1194.0,1140.0,https://pypi.org/project/skorch,2023-09-04 09:59:43.000,54.0,101498.0,120040.0,https://anaconda.org/conda-forge/skorch,2023-09-06 08:43:59.780,778794.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
280,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2024-03-14 09:14:31.000000,2024-03-01 21:17:57,3853.0,8.0,550.0,86.0,550.0,102.0,470.0,4677.0,Online machine learning in Python.,110.0,30,True,2023-12-05 09:29:54.000,0.21.0,20.0,river,conda-forge/river,,,,468.0,436.0,https://pypi.org/project/river,2023-12-05 00:13:21.000,32.0,36551.0,38080.0,https://anaconda.org/conda-forge/river,2023-10-06 14:40:00.791,53546.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
281,pandas-ta,twopirllc/pandas-ta,probabilistics,,https://github.com/twopirllc/pandas-ta,https://github.com/twopirllc/pandas-ta,MIT,2019-02-19 16:41:09.000,2024-03-13 21:43:45.000000,2022-09-24 16:20:26,585.0,,892.0,98.0,219.0,103.0,451.0,4599.0,Technical Analysis Indicators - Pandas TA is an easy to use Python 3 Pandas Extension with 130+ Indicators.,45.0,30,False,2021-07-28 20:21:21.000,0.3.14,19.0,pandas-ta,conda-forge/pandas-ta,,,['pandas'],3768.0,3709.0,https://pypi.org/project/pandas-ta,2021-07-28 20:51:17.000,59.0,99860.0,100551.0,https://anaconda.org/conda-forge/pandas-ta,2023-06-16 19:27:34.124,20043.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
282,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2024-03-04 21:50:49.000000,2024-03-04 21:07:39,1448.0,13.0,762.0,76.0,1778.0,300.0,629.0,4163.0,Probabilistic time series modeling in Python.,112.0,30,True,2024-02-02 12:38:04.000,0.14.4,108.0,gluonts,anaconda/gluonts,,,['mxnet'],16.0,,https://pypi.org/project/gluonts,2024-02-02 12:38:04.000,16.0,353476.0,353501.0,https://anaconda.org/anaconda/gluonts,2023-12-22 09:31:03.436,740.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
283,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2024-03-14 01:11:09.000000,2024-03-12 14:01:10,15383.0,50.0,494.0,71.0,3430.0,839.0,1545.0,3845.0,cuML - RAPIDS Machine Learning Library.,169.0,30,True,2024-02-13 16:00:26.000,24.02.00,37.0,cuml,,,,,7.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,7.0,2267.0,2267.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
