,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
220,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2022-12-12 19:16:27.000000,2022-11-16 02:40:37,930.0,11.0,161,35.0,109.0,33.0,50.0,608,Snowball compiler and stemming algorithms.,30.0,32,True,2021-11-16 18:38:34.000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,8106229.0,6751.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000,6747.0,8031739.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947,5661261.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
221,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2022-12-15 13:29:33.000000,2022-12-15 13:29:32,5254.0,26.0,239,38.0,705.0,146.0,328.0,510,Python package to access a cacophony of neuro-imaging file formats.,94.0,32,True,2022-08-31 13:49:26.182,4.0.2,37.0,nibabel,conda-forge/nibabel,,,235531.0,1005.0,,https://pypi.org/project/nibabel,2022-06-18 17:11:31.000,1005.0,229051.0,https://anaconda.org/conda-forge/nibabel,2022-08-31 19:30:48.313,511941.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
222,datalad,datalad/datalad,others,,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000,2022-12-15 14:08:40.000000,2022-12-14 15:45:41,16380.0,295.0,100,25.0,3409.0,450.0,3295.0,374,"Keep code, data, containers under control with git and git-annex.",51.0,32,True,2022-12-14 15:48:00.851,0.17.10,97.0,datalad,conda-forge/datalad,,,13187.0,56.0,,https://pypi.org/project/datalad,2022-07-06 22:02:24.000,56.0,8180.0,https://anaconda.org/conda-forge/datalad,2022-12-14 21:16:51.902,285454.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
223,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-12-15 13:44:08.000000,2022-11-02 20:50:05,852.0,2.0,1281,427.0,76.0,28.0,156.0,9467,TensorFlow-based neural network library.,56.0,31,True,2020-03-27 10:36:19.000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,['tensorflow'],,19680.0,1003.0,951.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,52.0,19152.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,19571.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
224,pretrainedmodels,Cadene/pretrained-models.pytorch,pytorch-utils,,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000,2022-04-22 09:08:45.000000,2020-04-16 08:02:22,154.0,,1778,223.0,46.0,92.0,94.0,8679,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,31,False,2018-10-29 08:18:45.000,0.7.4,16.0,pretrainedmodels,conda-forge/pretrainedmodels,['pytorch'],,101049.0,2061.0,1981.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000,80.0,100512.0,https://anaconda.org/conda-forge/pretrainedmodels,2021-04-30 19:04:30.054,16132.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
225,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deeppavlov/DeepPavlov,https://github.com/deeppavlov/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2022-12-14 12:53:57.000000,2022-11-22 06:53:07,2663.0,12.0,1064,210.0,987.0,53.0,567.0,5953,An open source library for deep learning end-to-end dialog systems and chatbots.,73.0,31,True,2022-11-22 07:00:06.000,1.0.1,55.0,deeppavlov,,['tensorflow'],,7090.0,317.0,311.0,https://pypi.org/project/deeppavlov,2022-05-31 12:04:38.000,6.0,7090.0,,,,2.0,,,,,,,,,,,,,,,,,deeppavlov/DeepPavlov,,,,,,,,
226,cuDF,rapidsai/cudf,gpu-utilities,,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000,2022-12-15 14:54:57.000000,2022-12-15 00:47:43,36044.0,454.0,662,135.0,7341.0,721.0,4378.0,5203,cuDF - GPU DataFrame Library.,256.0,31,True,2022-12-08 19:18:51.000,22.12.01,32.0,cudf,,,,2203.0,6.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000,6.0,2203.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
227,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2022-11-06 06:34:52.000000,2022-11-01 23:18:29,1002.0,18.0,587,67.0,98.0,55.0,349.0,4930,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",29.0,31,True,2022-11-01 23:07:04.000,1.6.3,194.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,['pytorch'],,149688.0,434.0,422.0,https://pypi.org/project/pytorch-metric-learning,2022-06-29 21:11:13.000,12.0,149427.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2022-11-01 23:17:24.322,9140.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
228,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2022-12-13 17:50:46.000000,2022-12-13 17:50:44,1028.0,20.0,328,81.0,468.0,52.0,408.0,4886,A scikit-learn compatible neural network library that wraps PyTorch.,52.0,31,True,2022-11-18 12:42:50.000,0.12.1,16.0,skorch,conda-forge/skorch,"['pytorch', 'sklearn']",,98529.0,665.0,624.0,https://pypi.org/project/skorch,2021-10-31 15:48:51.000,41.0,85171.0,https://anaconda.org/conda-forge/skorch,2021-11-30 10:48:50.965,681302.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
229,triton,openai/triton,model-serialisation,,https://github.com/openai/triton,https://github.com/openai/triton,MIT,2014-08-30 17:07:16.000,2022-12-15 09:14:07.000000,2022-12-02 19:13:46,581.0,52.0,366,99.0,607.0,143.0,198.0,4496,Development repository for the Triton language and compiler.,66.0,31,True,2021-10-15 01:19:15.000,1.1.1,182.0,triton,,,,232223.0,196.0,193.0,https://pypi.org/project/triton,2022-07-04 00:16:30.000,3.0,232223.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-11-07 08:29:46.000000,2022-01-27 13:24:16,139.0,,1006,152.0,111.0,150.0,78.0,4253,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,31,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,362549.0,30399.0,29618.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,781.0,359790.0,https://anaconda.org/conda-forge/imutils,2022-11-06 01:39:14.437,115899.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
231,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-12-15 02:14:04.000000,2022-12-15 02:11:30,990.0,35.0,378,213.0,679.0,128.0,297.0,3633,Model interpretability and understanding for PyTorch.,95.0,31,True,2022-03-04 00:37:56.000,0.5.0,8.0,captum,conda-forge/captum,['pytorch'],,94259.0,839.0,816.0,https://pypi.org/project/captum,2022-03-03 23:07:53.000,23.0,93884.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,4509.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
232,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-12-11 09:16:00.000000,2022-12-11 00:17:11,408.0,11.0,574,82.0,199.0,74.0,368.0,3042,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,34.0,31,True,2022-12-11 00:50:00.539,0.6.2,44.0,implicit,conda-forge/implicit,,189.0,168109.0,770.0,738.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,160696.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,436380.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
233,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-12-15 10:50:49.000000,2022-12-13 09:26:49,1978.0,114.0,180,35.0,1660.0,179.0,571.0,2916,Aim easy-to-use and performant open-source ML experiment tracker.,48.0,31,True,2022-12-01 17:44:55.000,3.15.1,474.0,aim,conda-forge/aim,,,34266.0,133.0,128.0,https://pypi.org/project/aim,2022-07-07 00:13:43.000,5.0,33124.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,19426.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
234,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2022-11-24 20:06:33.000000,2022-11-07 18:56:01,429.0,7.0,710,116.0,98.0,57.0,343.0,2670,"Hidden Markov Models in Python, with scikit-learn like API.",41.0,31,True,2022-09-26 20:05:34.581,0.2.8,11.0,hmmlearn,conda-forge/hmmlearn,['sklearn'],,101837.0,1626.0,1498.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,128.0,98704.0,https://anaconda.org/conda-forge/hmmlearn,2022-11-05 09:38:21.083,153518.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
235,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2022-09-28 13:22:48.042000,2022-09-28 08:43:58,311.0,5.0,309,63.0,65.0,11.0,110.0,2600,A Python Perceptual Image Hashing Module.,23.0,31,True,2022-09-28 08:48:24.658,4.3.1,20.0,ImageHash,conda-forge/imagehash,,,1272747.0,7069.0,6734.0,https://pypi.org/project/ImageHash,2021-07-15 12:35:01.000,335.0,1269113.0,https://anaconda.org/conda-forge/imagehash,2022-09-28 13:22:48.042,265290.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
236,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2022-12-14 22:30:20.000000,2022-12-12 18:29:39,1159.0,38.0,238,50.0,162.0,53.0,337.0,2461,STUMPY is a powerful and scalable Python library for modern time series analysis.,32.0,31,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,182075.0,325.0,319.0,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,6.0,178368.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,159435.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
237,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-11-23 22:44:28.000000,2021-03-24 13:03:31,240.0,,333,57.0,68.0,94.0,78.0,1670,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,31,False,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,['jupyter'],,799352.0,4411.0,4267.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,144.0,798331.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,55163.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
238,PennyLane,PennyLaneAI/PennyLane,others,,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000,2022-12-15 14:31:22.000000,2022-12-14 16:04:42,2999.0,238.0,420,53.0,2684.0,303.0,651.0,1619,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,126.0,31,True,2022-11-14 22:45:35.425,0.27.0,42.0,pennylane,conda-forge/pennylane,,62.0,19742.0,34.0,,https://pypi.org/project/pennylane,2022-06-20 21:12:41.000,34.0,19252.0,https://anaconda.org/conda-forge/pennylane,2022-05-01 12:38:58.341,6367.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
239,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2022-12-15 08:48:29.000000,2022-12-14 19:33:13,339.0,14.0,220,49.0,277.0,177.0,156.0,1490,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,39.0,31,True,2022-09-29 22:06:02.468,0.7.2,15.0,tensorflow-recommenders,,['tensorflow'],,641416.0,161.0,160.0,https://pypi.org/project/tensorflow-recommenders,2021-08-23 23:29:59.000,1.0,641416.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
240,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2022-11-23 00:43:50.599000,2022-11-21 18:55:44,1570.0,25.0,264,54.0,130.0,79.0,168.0,1434,"CUDA integration for Python, plus shiny features.",79.0,31,True,2022-11-21 18:58:03.000,2022.2,49.0,pycuda,conda-forge/pycuda,,,43410.0,1866.0,1666.0,https://pypi.org/project/pycuda,2022-06-24 23:18:00.000,200.0,36345.0,https://anaconda.org/conda-forge/pycuda,2022-11-23 00:43:50.599,148375.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
241,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2022-11-29 04:37:52.000000,2022-11-29 04:37:47,784.0,9.0,299,126.0,720.0,188.0,156.0,1346,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",74.0,31,True,2022-07-21 14:40:44.572,0.7.3,27.0,tensorflow-model-optimization,,['tensorflow'],,147538.0,2359.0,2338.0,https://pypi.org/project/tensorflow-model-optimization,2022-03-18 16:49:50.000,21.0,147538.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
242,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2022-12-13 00:15:51.000000,2022-10-12 15:39:56,899.0,3.0,423,87.0,177.0,44.0,228.0,1279,The Python ensemble sampling toolkit for affine-invariant MCMC.,65.0,31,True,2022-09-27 23:55:58.897,3.1.3,21.0,emcee,conda-forge/emcee,,,109190.0,1914.0,1605.0,https://pypi.org/project/emcee,2022-05-10 15:29:37.000,309.0,105918.0,https://anaconda.org/conda-forge/emcee,2022-09-28 01:53:26.212,258534.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
243,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2022-12-09 19:15:40.000000,2022-12-08 23:51:46,1254.0,46.0,261,74.0,100.0,30.0,50.0,1180,Model analysis tools for TensorFlow.,52.0,31,True,2022-12-09 19:15:41.000,0.43.0,54.0,tensorflow-model-analysis,,"['tensorflow', 'jupyter']",,805944.0,21.0,,https://pypi.org/project/tensorflow-model-analysis,2022-05-16 03:38:20.000,21.0,805944.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
244,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-11-21 22:18:01.000000,2021-07-15 17:22:49,1466.0,,140,42.0,128.0,54.0,630.0,1115,A Python data analysis library that is optimized for humans instead of machines.,49.0,31,False,2021-12-15 16:39:08.973,0.1.0,27.0,agate,conda-forge/agate,,,2313552.0,1468.0,1332.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,136.0,2312012.0,https://anaconda.org/conda-forge/agate,2022-11-16 20:13:55.183,107815.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
245,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2022-12-12 17:38:40.000000,2022-11-25 20:48:13,3223.0,71.0,231,48.0,322.0,68.0,256.0,943,"OpenCL integration for Python, plus shiny features.",93.0,31,True,2022-11-21 19:46:36.000,2022.3,88.0,pyopencl,conda-forge/pyopencl,,,41963.0,1058.0,867.0,https://pypi.org/project/pyopencl,2022-06-22 06:09:25.000,191.0,31605.0,https://anaconda.org/conda-forge/pyopencl,2022-11-22 02:42:50.481,766500.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
246,patsy,pydata/patsy,probabilistics,,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000,2022-10-09 22:58:02.769000,2022-10-09 20:27:52,544.0,3.0,101,29.0,53.0,68.0,71.0,865,Describing statistical models in Python using symbolic formulas.,17.0,31,True,2022-10-09 20:34:35.000,0.5.3,10.0,patsy,conda-forge/patsy,,,7848773.0,64168.0,61502.0,https://pypi.org/project/patsy,2021-09-26 05:26:37.000,2666.0,7762424.0,https://anaconda.org/conda-forge/patsy,2022-10-09 22:58:02.769,6562558.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
247,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2022-12-15 14:54:25.000000,2022-12-15 13:53:45,1201.0,27.0,136,28.0,912.0,107.0,100.0,853,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,62.0,31,True,2022-12-15 14:48:02.381,2023.0.0,15.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,['sklearn'],,120846.0,3870.0,3864.0,https://pypi.org/project/scikit-learn-intelex,2022-06-16 20:45:24.000,6.0,115647.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2022-12-06 16:31:45.937,103981.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
248,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-12-15 14:29:25.000000,2022-12-15 14:29:24,845.0,116.0,140,47.0,802.0,88.0,297.0,624,All the open source things related to the Hugging Face Hub.,77.0,31,True,2022-11-28 10:48:37.000,0.11.1,52.0,huggingface_hub,conda-forge/huggingface_hub,,,7210013.0,87.0,,https://pypi.org/project/huggingface_hub,2022-06-21 15:21:13.000,87.0,7183247.0,https://anaconda.org/conda-forge/huggingface_hub,2022-11-28 16:48:20.548,588872.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
249,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2022-11-15 08:47:23.392000,2022-11-04 11:17:17,559.0,10.0,37,14.0,54.0,6.0,25.0,195,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,31,False,2022-10-16 09:56:09.000,0.7.9,44.0,blis,conda-forge/cython-blis,,,3756720.0,22758.0,22527.0,https://pypi.org/project/blis,2022-06-22 15:07:43.000,231.0,3718391.0,https://anaconda.org/conda-forge/cython-blis,2022-11-15 08:47:23.392,1724834.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
250,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000,2022-09-30 05:08:36.000000,2022-09-23 14:06:50,16117.0,1.0,4379,1275.0,557.0,843.0,2534.0,17273,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",272.0,30,True,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,14061.0,1132.0,18.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000,18.0,963.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
251,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-11-24 05:46:42.000000,2021-05-08 20:05:36,292.0,,1999,284.0,76.0,290.0,433.0,7385,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,11.0,imageai,conda-forge/imageai,,804375.0,24591.0,1230.0,1213.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,17.0,10069.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,4633.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
252,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-10-23 06:06:25.000000,2021-09-23 22:14:27,3201.0,,1377,190.0,781.0,37.0,422.0,5662,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",129.0,30,False,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,['tensorflow'],,1099.0,393.0,382.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,11.0,934.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,4965.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
253,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-11-23 11:00:53.000000,2022-10-31 08:25:51,651.0,6.0,957,149.0,90.0,67.0,302.0,5635,A Python scikit for building and analyzing recommender systems.,44.0,30,True,2022-08-29 13:47:49.377,1.1.2,11.0,scikit-surprise,conda-forge/scikit-surprise,,,109237.0,49.0,,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000,49.0,104551.0,https://anaconda.org/conda-forge/scikit-surprise,2022-10-31 12:22:53.263,276489.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
254,DoWhy,py-why/dowhy,interpretability,,https://github.com/py-why/dowhy,https://github.com/py-why/dowhy,MIT,2018-05-31 13:07:04.000,2022-12-15 14:13:32.000000,2022-12-15 14:13:23,782.0,130.0,769,136.0,453.0,93.0,218.0,5470,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,63.0,30,True,2022-12-06 09:17:34.000,0.9,10.0,dowhy,conda-forge/dowhy,,31.0,68091.0,171.0,166.0,https://pypi.org/project/dowhy,2022-03-20 14:18:18.000,5.0,67742.0,https://anaconda.org/conda-forge/dowhy,2022-07-19 11:17:50.796,10822.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
255,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2022-12-15 14:02:00.000000,2022-12-11 18:46:10,898.0,55.0,551,41.0,657.0,214.0,569.0,5129,A python library for easy manipulation and forecasting of time series.,72.0,30,True,2022-10-04 20:50:07.974,0.22.0,32.0,u8darts,conda-forge/u8darts-all,,,11523.0,154.0,151.0,https://pypi.org/project/u8darts,2022-06-22 08:12:22.000,3.0,10372.0,https://anaconda.org/conda-forge/u8darts-all,2022-10-05 11:37:19.911,19454.0,2.0,,,,,,,,,,,,unit8/darts,https://hub.docker.com/r/unit8/darts,2022-10-04 21:57:32.356390,,364.0,,,,,,,,,
256,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-12-14 17:18:44.000000,2022-12-11 00:31:21,5394.0,56.0,555,112.0,1347.0,99.0,491.0,5106,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",76.0,30,True,2022-12-10 15:43:35.501,1.8.1,92.0,perspective-python,conda-forge/perspective,['jupyter'],,9863.0,15.0,6.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,1401.0,https://anaconda.org/conda-forge/perspective,2022-10-09 15:08:43.768,226951.0,2.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-12-10 15:43:35.501,,897.0,,,,,,,,,,,,,,,,,
257,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2022-12-11 21:57:50.000000,2022-12-10 07:02:15,1501.0,43.0,562,59.0,1634.0,149.0,1023.0,4141,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,183.0,30,True,2022-09-05 11:17:55.000,0.4.10,1117.0,pytorch-ignite,pytorch/ignite,['pytorch'],,96900.0,,,https://pypi.org/project/pytorch-ignite,2022-11-08 00:18:55.000,,94715.0,https://anaconda.org/pytorch/ignite,2022-09-05 11:20:52.451,117999.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
258,nlpaug,makcedward/nlpaug,nlp,,https://github.com/makcedward/nlpaug,https://github.com/makcedward/nlpaug,MIT,2019-03-21 03:00:17.000,2022-10-19 17:25:53.000000,2022-07-07 05:16:43,738.0,,410,39.0,121.0,44.0,153.0,3688,Data augmentation for NLP.,33.0,30,True,2022-07-07 05:24:14.000,1.1.11,37.0,nlpaug,conda-forge/nlpaug,,,162072.0,511.0,492.0,https://pypi.org/project/nlpaug,2022-07-07 05:23:07.000,19.0,161729.0,https://anaconda.org/conda-forge/nlpaug,2022-07-07 14:36:25.115,6189.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
