,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
78,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2022-06-23 15:09:35.000000,2022-06-23 12:50:50,1128,60.0,1545,110.0,161.0,735.0,709.0,7925,Multilingual Sentence & Image Embeddings with BERT.,90.0,36,True,2022-06-23 12:59:53.000,2.2.1,41.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],3614.0,3490.0,https://pypi.org/project/sentence-transformers,2022-02-10 13:03:50.000,124.0,3050954.0,3052111.0,https://anaconda.org/conda-forge/sentence-transformers,2022-02-20 20:12:27.598,24298.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
79,folium,python-visualization/folium,geospatial-data,,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000,2022-05-19 13:05:50.000000,2022-05-06 07:27:35,1528,11.0,2091,171.0,673.0,225.0,726.0,5793,Python Data. Leaflet.js Maps.,129.0,36,True,2021-11-19 21:01:43.000,0.12.1.post1,26.0,folium,conda-forge/folium,,,,17244.0,16582.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000,662.0,910228.0,921739.0,https://anaconda.org/conda-forge/folium,2021-12-03 19:47:05.533,863345.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
80,espnet,espnet/espnet,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000,2022-06-23 13:37:52.000000,2022-06-23 12:42:20,15267,658.0,1601,175.0,2569.0,341.0,1536.0,5198,End-to-End Speech Processing Toolkit.,276.0,36,True,2022-05-28 02:21:05.000,.202205,44.0,espnet,,,,,55.0,54.0,https://pypi.org/project/espnet,2022-05-28 02:21:31.000,1.0,11050.0,11051.0,,,,,,,,1.0,76.0,,,,,,,,,,,,,,,,,,
81,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2022-06-08 17:48:04.000000,2022-06-08 17:48:04,1381,104.0,768,119.0,474.0,125.0,311.0,3980,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,90.0,36,True,2022-05-27 02:03:51.000,0.20.0,48.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],6289.0,6138.0,https://pypi.org/project/mlxtend,2022-05-27 02:03:51.000,151.0,1696027.0,1699590.0,https://anaconda.org/conda-forge/mlxtend,2022-05-27 14:04:50.178,210246.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
82,GeoPandas,geopandas/geopandas,geospatial-data,,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000,2022-06-21 23:53:08.000000,2022-06-21 06:00:39,1589,37.0,721,105.0,1187.0,412.0,939.0,3196,Python tools for geographic data.,173.0,36,True,2022-06-21 06:10:21.000,0.11.0,41.0,geopandas,conda-forge/geopandas,,,['pandas'],15522.0,14290.0,https://pypi.org/project/geopandas,2022-06-21 06:10:17.000,1232.0,2425736.0,2448216.0,https://anaconda.org/conda-forge/geopandas,2022-06-21 16:27:42.411,1684439.0,,,,,2.0,1525.0,1.0,,,,,,,,,,,,,,,,,
83,Flax,google/flax,ml-frameworks,,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000,2022-06-23 07:21:46.000000,2022-06-22 13:16:02,2849,195.0,360,72.0,1303.0,133.0,411.0,3168,Flax is a neural network library for JAX that is designed for flexibility.,154.0,36,True,2022-06-21 23:20:45.000,0.5.2,21.0,flax,conda-forge/flax,,,['jax'],1157.0,1083.0,https://pypi.org/project/flax,2022-06-21 23:20:45.000,74.0,338521.0,338871.0,https://anaconda.org/conda-forge/flax,2022-06-22 03:50:17.324,5241.0,,,,,2.0,42.0,1.0,,,,,,,,,,,,,,,,,
84,MNE,mne-tools/mne-python,medical-data,,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000,2022-06-23 14:31:11.000000,2022-06-22 14:38:55,16923,181.0,1040,79.0,6696.0,399.0,3697.0,1960,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,291.0,36,True,2022-05-12 13:39:57.000,1.0.3,62.0,mne,conda-forge/mne,,,,1890.0,1677.0,https://pypi.org/project/mne,2022-05-12 13:36:41.000,213.0,42011.0,45218.0,https://anaconda.org/conda-forge/mne,2022-06-19 00:52:47.756,205269.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
85,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2022-06-19 23:46:56.000000,2022-06-19 23:46:55,1465,20.0,516,55.0,1814.0,218.0,713.0,1523,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,193.0,36,True,2022-06-14 01:12:29.000,0.17.1,32.0,tensorflow-addons,,,,['tensorflow'],6875.0,6701.0,https://pypi.org/project/tensorflow-addons,2022-06-14 01:58:57.000,174.0,1268428.0,1268428.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
86,imageio,imageio/imageio,image,,https://github.com/imageio/imageio,https://github.com/imageio/imageio,BSD-2-Clause,2013-05-04 22:56:45.000,2022-06-01 08:28:45.959000,2022-05-30 03:37:28,1381,35.0,213,31.0,366.0,56.0,395.0,1065,Python library for reading and writing image data.,90.0,36,True,2022-05-30 03:37:47.000,2.19.3,57.0,imageio,conda-forge/imageio,,,,66372.0,63735.0,https://pypi.org/project/imageio,2022-05-30 03:37:43.000,2637.0,13369762.0,13416794.0,https://anaconda.org/conda-forge/imageio,2022-06-01 08:28:45.959,3056733.0,,,,,1.0,291.0,,,,,,,,,,,,,,,,,,
87,EasyOCR,JaidedAI/EasyOCR,ocr,,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000,2022-06-23 03:32:05.000000,2022-06-23 03:32:05,515,23.0,2096,284.0,166.0,125.0,456.0,15108,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",102.0,35,True,2022-06-02 03:35:41.000,1.5.0,27.0,easyocr,,,,,1309.0,1273.0,https://pypi.org/project/easyocr,2022-06-02 03:35:41.000,36.0,96978.0,168885.0,,,,,,,,1.0,1725788.0,,,,,,,,,,,,,,,,,,
88,imgaug,aleju/imgaug,image,,https://github.com/aleju/imgaug,https://github.com/aleju/imgaug,MIT,2015-07-10 20:31:33.000,2022-06-15 13:04:48.000000,2020-06-01 14:58:26,2913,,2286,229.0,331.0,277.0,220.0,12726,Image augmentation for machine learning experiments.,36.0,35,False,2020-02-06 06:18:40.000,0.4.0,11.0,imgaug,conda-forge/imgaug,,,,10712.0,10336.0,https://pypi.org/project/imgaug,2020-02-05 20:54:22.000,376.0,345537.0,347619.0,https://anaconda.org/conda-forge/imgaug,2021-12-31 00:20:29.231,74972.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
89,Albumentations,albumentations-team/albumentations,image,,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000,2022-06-23 07:45:18.000000,2022-06-23 07:45:17,720,21.0,1339,125.0,574.0,284.0,366.0,10399,Fast image augmentation library and an easy-to-use wrapper around other libraries. Documentation:..,107.0,35,True,2022-06-15 08:27:32.000,1.2.0,50.0,albumentations,conda-forge/albumentations,,,['pytorch'],8528.0,8310.0,https://pypi.org/project/albumentations,2022-06-15 08:27:32.000,218.0,286532.0,287661.0,https://anaconda.org/conda-forge/albumentations,2021-07-15 13:53:18.638,40645.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
90,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2022-06-21 20:28:32.000000,2022-06-21 20:28:31,4171,68.0,1845,288.0,3168.0,82.0,1272.0,8900,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,190.0,35,True,2022-03-30 19:34:02.000,1.6.0,22.0,parlai,,,,['pytorch'],86.0,83.0,https://pypi.org/project/parlai,2022-03-30 19:34:02.000,3.0,2281.0,2281.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
91,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2022-06-22 20:06:04.000000,2022-06-22 19:59:04,9899,128.0,1797,362.0,2806.0,131.0,1050.0,7979,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,320.0,35,True,2022-04-06 16:26:31.000,9.1.0,21.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,30.0,,https://pypi.org/project/vowpalwabbit,2022-04-06 16:26:31.000,30.0,63407.0,65215.0,https://anaconda.org/conda-forge/vowpalwabbit,2022-04-07 14:53:54.020,63314.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
92,yfinance,ranaroussi/yfinance,financial-data,,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000,2022-06-23 06:12:16.000000,2022-06-16 15:32:33,421,22.0,1600,202.0,225.0,458.0,346.0,7209,Download market data from Yahoo! Finances API.,57.0,35,True,2022-06-16 15:33:16.000,0.1.72,37.0,yfinance,ranaroussi/yfinance,,,,12278.0,12139.0,https://pypi.org/project/yfinance,2022-06-16 15:33:16.000,139.0,348684.0,352798.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532,45256.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
93,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2022-06-23 03:17:20.000000,2022-04-23 04:36:46,2654,387.0,788,144.0,351.0,86.0,622.0,6176,Official Stanford NLP Python Library for Many Human Languages.,48.0,35,True,2022-04-23 06:01:01.000,1.4.0,15.0,stanza,stanfordnlp/stanza,,,,1181.0,1114.0,https://pypi.org/project/stanza,2022-04-23 05:55:13.000,67.0,434806.0,435002.0,https://anaconda.org/stanfordnlp/stanza,2022-04-23 06:42:39.551,5294.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
94,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2022-06-20 04:13:00.000000,2022-06-20 04:12:49,793,86.0,808,111.0,233.0,36.0,494.0,5977,Unsupervised text tokenizer for Neural Network-based text generation.,66.0,35,True,2021-06-18 09:34:31.000,0.1.96,31.0,sentencepiece,conda-forge/sentencepiece,,,,16328.0,15940.0,https://pypi.org/project/sentencepiece,2021-06-18 09:34:31.000,388.0,6669265.0,6678328.0,https://anaconda.org/conda-forge/sentencepiece,2022-04-08 22:58:03.701,197898.0,,,,,2.0,21135.0,,,,,,,,,,,,,,,,,,
95,PyOD,yzhao062/pyod,others,,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000,2022-06-23 15:05:18.000000,2022-06-23 15:00:06,1517,77.0,1124,148.0,166.0,135.0,130.0,5764,A Comprehensive and Scalable Python Library for Outlier Detection (Anomaly Detection).,39.0,35,True,2022-06-23 15:04:53.000,1.0.2,80.0,pyod,conda-forge/pyod,,,,1407.0,1373.0,https://pypi.org/project/pyod,2022-06-23 15:03:50.000,34.0,449122.0,450033.0,https://anaconda.org/conda-forge/pyod,2022-05-13 17:24:32.492,24603.0,,,,,1.0,,-1.0,,,,,,,,,,,,,,,,,
96,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2022-03-08 01:34:55.000000,2022-01-05 04:28:43,30604,,1378,290.0,6582.0,10.0,2029.0,5690,A flexible framework of neural networks for deep learning.,320.0,35,True,2022-01-05 05:33:36.000,7.8.1,111.0,chainer,conda-forge/chainer,,,,3043.0,2642.0,https://pypi.org/project/chainer,2022-01-05 05:33:36.000,401.0,26162.0,26453.0,https://anaconda.org/conda-forge/chainer,2022-01-21 17:09:00.786,8148.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
97,sktime,alan-turing-institute/sktime,time-series-data,,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000,2022-06-23 13:52:04.000000,2022-06-22 16:31:18,2682,274.0,868,108.0,1542.0,436.0,780.0,5447,A unified framework for machine learning with time series.,177.0,35,True,2022-06-13 14:51:35.000,0.12.0,25.0,sktime,conda-forge/sktime-all-extras,,,['sklearn'],498.0,474.0,https://pypi.org/project/sktime,2022-06-13 14:51:35.000,24.0,196490.0,197068.0,https://anaconda.org/conda-forge/sktime-all-extras,2022-06-21 08:51:00.440,6337.0,,,,,1.0,76.0,,,,,,,,,,,,,,,,,,
98,wandb client,wandb/client,ml-experiments,,https://github.com/wandb/client,https://github.com/wandb/client,MIT,2017-03-24 05:46:23.000,2022-06-23 14:55:08.000000,2022-06-22 07:49:57,4630,152.0,324,34.0,2055.0,525.0,1410.0,3976,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,115.0,35,True,2022-06-22 16:17:08.000,0.12.19,227.0,wandb,conda-forge/wandb,,,,267.0,,https://pypi.org/project/wandb,2022-06-22 16:14:01.000,267.0,2791461.0,2794320.0,https://anaconda.org/conda-forge/wandb,2022-06-22 23:17:42.126,65758.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
99,TensorFlow Datasets,tensorflow/datasets,tensorflow-utils,,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000,2022-06-23 10:59:00.000000,2022-06-23 10:58:48,4859,136.0,1273,105.0,3004.0,581.0,618.0,3307,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",256.0,35,True,2022-06-02 09:21:23.000,4.6.0,27.0,tensorflow-datasets,conda-forge/tensorflow-datasets,,,['tensorflow'],165.0,,https://pypi.org/project/tensorflow-datasets,2022-06-02 09:17:35.000,165.0,1179648.0,1180048.0,https://anaconda.org/conda-forge/tensorflow-datasets,2021-08-17 15:33:14.368,5206.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
100,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2022-06-20 21:31:06.000000,2022-06-20 21:31:06,1207,28.0,2140,2058.0,480.0,278.0,1031.0,3302,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,60.0,35,True,2022-04-25 16:23:00.000,1.41.0,89.0,azureml-sdk,,,,,46.0,,https://pypi.org/project/azureml-sdk,2022-05-25 15:34:31.000,46.0,1666269.0,1666279.0,,,,,,,,2.0,461.0,,,,,,,,,,,,,,,,,,
101,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2022-06-23 07:29:42.000000,2022-06-23 07:29:39,1070,29.0,1629,140.0,203.0,17.0,629.0,3141,A library for transfer learning by reusing parts of TensorFlow models.,91.0,35,True,2021-04-14 13:17:26.000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],12525.0,12241.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000,284.0,4833546.0,4834878.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779,63943.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
102,VisPy,vispy/vispy,data-viz,,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000,2022-06-23 08:14:21.000000,2022-06-23 08:14:21,6941,18.0,587,124.0,1038.0,280.0,1043.0,2889,High-performance interactive 2D/3D data visualization library.,174.0,35,True,2022-04-18 18:40:13.000,0.10.0,30.0,vispy,conda-forge/vispy,,,['jupyter'],869.0,773.0,https://pypi.org/project/vispy,2022-04-18 19:26:41.000,96.0,1294612.0,1298949.0,https://anaconda.org/conda-forge/vispy,2022-04-18 23:44:31.256,242261.0,,,,,2.0,,1.0,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516,,11.0,,,,,,,,,,,
103,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2022-06-23 15:11:00.000000,2022-06-21 17:53:06,18262,3353.0,573,90.0,8962.0,265.0,634.0,2780,State of the Art Natural Language Processing.,123.0,35,True,2022-06-15 17:38:52.000,4.0.0,103.0,spark-nlp,,,,['spark'],11.0,,https://pypi.org/project/spark-nlp,2022-05-05 15:46:59.000,11.0,1783626.0,1783626.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
104,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2022-06-23 12:42:14.000000,2022-06-07 15:09:20,10335,47.0,356,59.0,2525.0,877.0,1932.0,2208,"With Holoviews, your data visualizes itself.",120.0,35,True,2022-05-09 23:14:01.000,1.14.9,90.0,holoviews,conda-forge/holoviews,,,['jupyter'],215.0,,https://pypi.org/project/holoviews,2022-05-26 20:14:23.000,215.0,299961.0,311489.0,https://anaconda.org/conda-forge/holoviews,2022-05-09 08:26:20.935,757154.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205,,1157.0,,,,,,,,,,,
105,PyVista,pyvista/pyvista,data-viz,,https://github.com/pyvista/pyvista,https://github.com/pyvista/pyvista,MIT,2017-05-31 18:01:42.000,2022-06-23 12:38:34.000000,2022-06-23 12:38:32,2803,213.0,252,31.0,1469.0,247.0,590.0,1325,3D plotting and mesh analysis through a streamlined interface for the Visualization Toolkit (VTK).,92.0,35,True,2022-04-18 15:57:00.000,0.34.1,58.0,pyvista,conda-forge/pyvista,,,['jupyter'],905.0,797.0,https://pypi.org/project/pyvista,2022-04-18 15:57:00.000,108.0,156783.0,161706.0,https://anaconda.org/conda-forge/pyvista,2022-06-17 20:20:17.337,181752.0,,,,,2.0,651.0,,,,,,,,,,,,,,,,,,
106,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2022-06-12 13:30:24.000000,2022-06-12 13:30:18,1168,36.0,180,29.0,36.0,6.0,132.0,1221,Simple Python interface for Graphviz.,18.0,35,True,2022-04-08 20:21:52.000,0.19.2,55.0,graphviz,anaconda/python-graphviz,,,,35263.0,32289.0,https://pypi.org/project/graphviz,2022-04-16 15:32:15.000,2974.0,10526457.0,10526830.0,https://anaconda.org/anaconda/python-graphviz,2021-02-04 16:09:32.067,23146.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
107,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2022-06-23 07:12:51.000000,2022-06-21 13:02:05,9626,54.0,459,79.0,1702.0,280.0,1346.0,875,Machine learning for NeuroImaging in Python.,187.0,35,True,2022-04-13 13:12:02.000,0.9.1,40.0,nilearn,conda-forge/nilearn,,,['sklearn'],1819.0,1581.0,https://pypi.org/project/nilearn,2022-04-13 13:08:52.000,238.0,22939.0,25132.0,https://anaconda.org/conda-forge/nilearn,2022-04-13 18:14:56.456,159834.0,,,,,1.0,58.0,,,,,,,,,,,,,,,,,,
108,pyproj,pyproj4/pyproj,geospatial-data,,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000,2022-06-17 07:26:21.099000,2022-06-11 02:46:34,1331,37.0,179,29.0,534.0,14.0,480.0,762,Python interface to PROJ (cartographic projections and coordinate transformations library).,49.0,35,True,2022-04-22 02:02:50.000,3.3.1,45.0,pyproj,conda-forge/pyproj,,,,16420.0,14746.0,https://pypi.org/project/pyproj,2022-04-22 02:02:50.000,1674.0,4420659.0,4467182.0,https://anaconda.org/conda-forge/pyproj,2022-06-17 07:26:21.099,3628794.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
109,fastText,facebookresearch/fastText,nlp,,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000,2022-04-28 12:09:20.000000,2022-03-04 15:19:01,381,,4392,855.0,243.0,470.0,604.0,23703,Library for fast text representation and classification.,59.0,34,True,2020-04-28 09:54:50.000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,3208.0,3032.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000,176.0,522438.0,523013.0,https://anaconda.org/conda-forge/fasttext,2022-04-16 18:03:36.665,32246.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
110,DeepSpeech,mozilla/DeepSpeech,audio,,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000,2022-06-21 21:41:58.000000,2021-11-17 17:52:52,3466,,3477,653.0,1659.0,119.0,1957.0,19783,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",162.0,34,True,2020-12-10 17:22:09.000,0.9.3,100.0,deepspeech,conda-forge/deepspeech,,,['tensorflow'],806.0,769.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000,37.0,8265.0,27346.0,https://anaconda.org/conda-forge/deepspeech,2021-07-29 19:26:04.079,618.0,,,,,1.0,856152.0,,,,,,,,,,,,,,,,,,
111,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2022-06-23 05:06:55.000000,2022-06-23 05:06:47,5635,305.0,2196,266.0,118.0,19.0,788.0,19115,"Visualizer for neural network, deep learning, and machine learning models.",2.0,34,True,2022-06-19 16:27:30.000,5.8.8,470.0,netron,,,,"['pytorch', 'tensorflow']",74.0,7.0,https://pypi.org/project/netron,2022-06-19 16:27:30.000,67.0,14713.0,84750.0,,,,,,,,1.0,70037.0,,,,,,,,,,,,,,,,,,
112,Faiss,facebookresearch/faiss,nn-search,,https://github.com/facebookresearch/faiss,https://github.com/facebookresearch/faiss,MIT,2017-02-07 16:07:05.000,2022-06-22 20:53:41.000000,2022-06-20 17:54:11,626,19.0,2590,443.0,501.0,183.0,1633.0,17226,A library for efficient similarity search and clustering of dense vectors.,98.0,34,True,2022-04-02 07:36:26.000,2.0.2,61.0,pymilvus,conda-forge/faiss,,,,677.0,661.0,https://pypi.org/project/pymilvus,2022-04-02 07:36:26.000,16.0,23253.0,37990.0,https://anaconda.org/conda-forge/faiss,2022-02-09 02:10:28.516,368449.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
113,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2022-06-21 17:38:58.000000,2022-05-25 11:39:10,722,16.0,4192,415.0,359.0,223.0,1601.0,14582,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,151.0,34,True,2021-04-02 23:45:16.000,1.0,14.0,fbprophet,conda-forge/prophet,,,,126.0,,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,126.0,1523460.0,1527327.0,https://anaconda.org/conda-forge/prophet,2021-08-23 03:00:23.164,54000.0,,,,,1.0,647.0,,,,,,,,,,,,,,,,,,
114,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/microsoft/recommenders,https://github.com/microsoft/recommenders,MIT,2018-09-19 10:06:07.000,2022-06-23 01:56:27.000000,2022-06-06 16:38:53,7854,167.0,2334,261.0,1064.0,133.0,562.0,13440,Best Practices on Recommendation Systems.,116.0,34,True,2022-04-01 09:25:04.000,1.1.0,11.0,recommenders,,,,,32.0,30.0,https://pypi.org/project/recommenders,2022-04-01 08:49:49.000,2.0,111299.0,111303.0,,,,,,,,1.0,181.0,,,,,,,,,,,,,,,,,,
115,pyecharts,pyecharts/pyecharts,data-viz,,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000,2022-06-20 01:10:59.000000,2022-04-25 06:07:07,1523,1.0,2663,381.0,437.0,17.0,1576.0,12459,Python Echarts Plotting Library.,30.0,34,True,2021-11-16 06:27:35.000,1.9.1,67.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],2542.0,2323.0,https://pypi.org/project/pyecharts,2021-11-16 06:27:35.000,219.0,88836.0,88836.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
116,InsightFace,deepinsight/insightface,image,,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000,2022-06-10 01:31:19.000000,2022-06-10 01:31:19,2062,48.0,3803,457.0,119.0,1050.0,867.0,12077,State-of-the-art 2D and 3D Face Analysis Project.,46.0,34,True,2022-01-29 17:29:00.000,0.6.2,24.0,insightface,,,,['mxnet'],176.0,171.0,https://pypi.org/project/insightface,2022-01-29 17:29:00.000,5.0,20144.0,20144.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
117,AutoKeras,keras-team/autokeras,hyperopt,,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000,2022-06-20 03:54:43.000000,2022-06-20 03:54:42,1319,21.0,1371,307.0,817.0,85.0,740.0,8539,AutoML library for deep learning.,136.0,34,True,2022-04-30 05:35:07.000,1.0.19,56.0,autokeras,,,,['tensorflow'],347.0,337.0,https://pypi.org/project/autokeras,2022-04-30 05:46:13.000,10.0,30165.0,30260.0,,,,,,,,1.0,5270.0,,,,,,,,,,,,,,,,,,
