,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
107,Annoy,spotify/annoy,nn-search,,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000,2023-08-20 17:38:53.000000,2023-08-20 17:38:53,890.0,8.0,1110,319.0,266.0,54.0,339.0,11837,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,88.0,35,True,2023-06-14 16:39:02.504,1.17.3,47.0,annoy,conda-forge/python-annoy,,,,3387.0,3124.0,https://pypi.org/project/annoy,989354.0,993639.0,https://anaconda.org/conda-forge/python-annoy,2023-06-16 13:18:50.070,355718.0,,,,,2.0,,2023-06-14 16:39:02.504,263.0,,,,,,,,,,,,,,,,,,,
108,sentence-transformers,UKPLab/sentence-transformers,nlp,,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000,2023-08-26 10:13:33.000000,2023-08-08 07:06:22,1202.0,3.0,2114,122.0,252.0,1029.0,793.0,11735,Multilingual Sentence & Image Embeddings with BERT.,112.0,35,True,2022-06-26 19:52:06.000,2.2.2,43.0,sentence-transformers,conda-forge/sentence-transformers,,,['pytorch'],14872.0,14449.0,https://pypi.org/project/sentence-transformers,2519374.0,2523561.0,https://anaconda.org/conda-forge/sentence-transformers,2023-06-16 19:21:44.846,146549.0,,,,,1.0,,2022-06-26 19:50:11.000,423.0,,,,,,,,,,,,,,,,,,,
109,glfw,glfw/glfw,image,,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000,2023-08-24 11:56:38.000000,2023-06-01 18:12:56,4638.0,,4515,387.0,640.0,601.0,1236.0,11053,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",188.0,35,False,2023-06-30 18:36:01.101,2.6.2,54.0,glfw,conda-forge/glfw,,,,197.0,12.0,https://pypi.org/project/glfw,181463.0,217462.0,https://anaconda.org/conda-forge/glfw,2023-06-16 16:13:39.833,145387.0,,,,,2.0,3364047.0,2023-06-30 18:36:01.101,185.0,,,,,,,,,,,,,,,,,,,
110,PySyft,OpenMined/PySyft,privacy-ml,,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000,2023-08-31 14:08:24.000000,2023-08-31 13:57:58,23888.0,2011.0,1936,203.0,4619.0,167.0,3301.0,8908,Perform data science on data that remains in someone elses server.,500.0,35,True,2023-08-30 03:17:27.000,syftcli-v0.1.7,186.0,syft,,,,['pytorch'],5.0,,https://pypi.org/project/syft,4908.0,4909.0,,,,,,,,1.0,77.0,2023-08-31 07:13:36.000,5.0,,,,,,,,,,,,,,,,,,,
111,TextBlob,sloria/TextBlob,nlp,,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000,2023-06-16 13:22:54.304000,2023-03-11 18:17:15,563.0,,1076,269.0,156.0,101.0,155.0,8661,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",36.0,35,True,2013-09-26 02:29:01.000,0.7.0,7.0,textblob,conda-forge/textblob,,,,32168.0,32168.0,https://pypi.org/project/textblob,623050.0,625799.0,https://anaconda.org/conda-forge/textblob,2023-06-16 13:22:54.304,230992.0,,,,,1.0,113.0,,,,,,,,,,,,,,,,,,,,,
112,Datasette,simonw/datasette,others,,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000,2023-08-31 13:19:57.000000,2023-08-30 23:19:59,2430.0,55.0,575,101.0,421.0,534.0,1146.0,8177,An open source multi-tool for exploring and publishing data.,74.0,35,True,2023-04-27 15:09:02.422,0.64.3,136.0,datasette,conda-forge/datasette,,,,1246.0,1054.0,https://pypi.org/project/datasette,25037.0,25926.0,https://anaconda.org/conda-forge/datasette,2023-06-16 19:25:39.949,24884.0,,,,,1.0,56.0,2023-08-29 17:28:29.000,192.0,,,,,,,,,datasette,,,,,,,,,,
113,sentencepiece,google/sentencepiece,nlp,,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000,2023-08-31 11:38:03.000000,2023-08-05 09:01:02,884.0,2.0,990,124.0,255.0,25.0,626.0,8116,Unsupervised text tokenizer for Neural Network-based text generation.,78.0,35,True,2023-05-02 03:20:40.000,0.1.99,25.0,sentencepiece,conda-forge/sentencepiece,,,,39401.0,39401.0,https://pypi.org/project/sentencepiece,9865452.0,9881713.0,https://anaconda.org/conda-forge/sentencepiece,2023-07-01 19:06:44.275,583363.0,,,,,1.0,29748.0,,,,,,,,,,,,,,,,,,,,,
114,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2023-08-30 22:55:43.000000,2023-08-25 15:08:58,2409.0,15.0,971,204.0,2231.0,241.0,816.0,8100,Deep universal probabilistic programming with Python and PyTorch.,141.0,35,True,2023-07-29 21:20:27.000,1.8.6,34.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],1660.0,1568.0,https://pypi.org/project/pyro-ppl,630703.0,634121.0,https://anaconda.org/conda-forge/pyro-ppl,2023-07-29 23:12:47.995,99139.0,,,,,1.0,,2023-07-29 21:09:56.000,92.0,,,,,,,,,,,,,,,,,,,
115,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2023-08-31 13:06:58.000000,2023-08-31 04:35:38,5745.0,224.0,1679,165.0,5080.0,62.0,1675.0,7764,NeMo: a toolkit for conversational AI.,240.0,35,True,2023-08-04 19:50:15.000,1.20.0,44.0,nemo-toolkit,,,,['pytorch'],11.0,11.0,https://pypi.org/project/nemo-toolkit,38932.0,40312.0,,,,,,,,1.0,64885.0,,,,,,,,,,,,,,,,,,,,,
116,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2023-08-20 16:29:43.490000,2023-08-20 11:58:59,525.0,15.0,870,86.0,271.0,78.0,376.0,7676,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",81.0,35,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,34798.0,33819.0,https://pypi.org/project/tensorboardX,2416878.0,2446455.0,https://anaconda.org/conda-forge/tensorboardx,2023-08-20 16:29:43.490,1094165.0,,,,,2.0,398.0,2023-08-20 13:38:18.000,979.0,,,,,,,,,,,,,,,,,,,
117,H2O-3,h2oai/h2o-3,distributed-ml,,https://github.com/h2oai/h2o-3,https://github.com/h2oai/h2o-3,Apache-2.0,2014-03-03 16:08:07.000,2023-08-31 09:32:54.000000,2023-08-30 15:46:40,32059.0,98.0,1991,389.0,6599.0,2708.0,6394.0,6460,"H2O is an Open Source, Distributed, Fast & Scalable Machine Learning Platform: Deep Learning, Gradient Boosting (GBM)..",245.0,35,True,,,146.0,h2o,,,,,92.0,11.0,https://pypi.org/project/h2o,335999.0,335999.0,,,,,,,,2.0,,2023-08-22 18:34:10.000,81.0,,,,,,,,,,,,,,,,,,,
118,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2023-08-22 17:24:09.000000,2023-08-22 17:24:09,1734.0,47.0,739,126.0,257.0,417.0,322.0,6416,Uniform Manifold Approximation and Projection.,122.0,35,True,2022-04-13 21:20:36.000,0.5.3,37.0,umap-learn,conda-forge/umap-learn,,,,10701.0,10221.0,https://pypi.org/project/umap-learn,825899.0,859270.0,https://anaconda.org/conda-forge/umap-learn,2023-06-16 16:09:19.013,2135799.0,,,,,2.0,,2022-04-13 21:20:36.000,480.0,,,,,,,,,,,,,,,,,,,
119,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2023-08-31 09:27:29.000000,2023-08-29 13:18:14,2814.0,46.0,2059,174.0,1065.0,14.0,1383.0,6228,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,189.0,35,True,2023-06-22 11:33:50.000,3.3.0,44.0,OpenNMT-py,,,,['pytorch'],217.0,217.0,https://pypi.org/project/OpenNMT-py,3636.0,3636.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
120,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2023-08-31 01:01:37.000000,2023-08-30 13:21:40,2614.0,153.0,623,69.0,3025.0,196.0,760.0,5558,Build Production-Grade AI Applications.,173.0,35,True,2023-08-30 01:17:17.000,1.1.4,113.0,bentoml,,,,,1250.0,1239.0,https://pypi.org/project/bentoml,105666.0,105706.0,,,,,,,,2.0,2109.0,2023-08-29 13:43:01.000,11.0,,,,,,,,,,,,,,,,,,,
121,DEAP,deap/deap,distributed-ml,,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000,2023-07-28 00:22:03.000000,2023-07-28 00:16:45,2332.0,76.0,1068,191.0,226.0,271.0,275.0,5253,Distributed Evolutionary Algorithms in Python.,87.0,35,False,2023-07-21 10:51:54.000,1.4.1,23.0,deap,conda-forge/deap,,,,4230.0,3865.0,https://pypi.org/project/deap,189086.0,198613.0,https://anaconda.org/conda-forge/deap,2023-07-21 14:58:59.700,323936.0,,,,,2.0,,2023-07-21 10:51:54.000,365.0,,,,,,,,,,,,,,,,,,,
122,FiftyOne,voxel51/fiftyone,data-viz,,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000,2023-08-31 14:13:08.000000,2023-08-30 23:35:48,17964.0,703.0,403,51.0,2156.0,505.0,871.0,4085,"Visualize, create, and debug image and video datasets and model predictions.",92.0,35,True,2023-08-08 16:28:35.000,0.21.6,127.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",396.0,388.0,https://pypi.org/project/fiftyone,67487.0,67487.0,,,,,,,,2.0,,2023-08-08 15:23:07.000,8.0,,,,,,,,,,,,,,,,,,,
123,AzureML SDK,Azure/MachineLearningNotebooks,ml-experiments,,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000,2023-08-25 22:34:08.000000,2023-08-25 22:34:08,1279.0,11.0,2431,1993.0,524.0,374.0,1071.0,3777,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,64.0,35,True,2023-08-23 02:38:47.000,1.53.0,100.0,azureml-sdk,,,,,48.0,,https://pypi.org/project/azureml-sdk,1368517.0,1368525.0,,,,,,,,2.0,503.0,2023-08-23 02:38:47.000,48.0,,,,,,,,,,,,,,,,,,,
124,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,MIT,2017-04-24 19:00:44.000,2023-08-23 19:57:43.000000,2023-08-08 07:57:53,1994.0,27.0,203,69.0,128.0,80.0,502.0,3545,A Grammar of Graphics for Python.,103.0,35,True,2023-07-21 09:35:29.000,0.12.2,17.0,plotnine,conda-forge/plotnine,,,,5924.0,5675.0,https://pypi.org/project/plotnine,1516547.0,1524334.0,https://anaconda.org/conda-forge/plotnine,2023-07-31 20:56:37.934,295943.0,,,,,2.0,,2023-07-21 09:28:59.000,249.0,,,,,,,,,,,,,,,,,,,
125,spark-nlp,JohnSnowLabs/spark-nlp,nlp,,https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000,2023-08-29 17:05:43.000000,2023-08-28 09:19:10,8313.0,80.0,666,99.0,12974.0,39.0,771.0,3400,State of the Art Natural Language Processing.,108.0,35,True,2023-08-28 15:04:14.000,5.1.0,129.0,spark-nlp,,,,['spark'],366.0,337.0,https://pypi.org/project/spark-nlp,2404610.0,2404610.0,,,,,,,,1.0,,2023-08-26 08:35:22.000,29.0,,,,,,,,,,,,,,,,,,,
126,HoloViews,holoviz/holoviews,data-viz,,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000,2023-08-31 12:17:42.000000,2023-08-28 20:40:36,10583.0,77.0,377,62.0,2791.0,1019.0,2074.0,2487,"With Holoviews, your data visualizes itself.",136.0,35,True,2023-08-17 07:08:33.000,1.17.1,137.0,holoviews,conda-forge/holoviews,,,['jupyter'],250.0,,https://pypi.org/project/holoviews,320030.0,356680.0,https://anaconda.org/conda-forge/holoviews,2023-08-17 07:12:54.422,1363371.0,,,,,2.0,,2023-08-16 18:40:53.000,248.0,4.0,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2023-08-16 17:21:06.628,2.0,772.0,,,,,,,,,,,,,
127,torchaudio,pytorch/audio,audio,,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000,2023-08-31 11:34:20.000000,2023-08-30 22:10:48,2225.0,128.0,599,76.0,2748.0,193.0,680.0,2190,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",215.0,35,True,2023-05-08 20:03:52.000,2.0.2,27.0,torchaudio,,,,['pytorch'],402.0,,https://pypi.org/project/torchaudio,1223221.0,1223221.0,,,,,,,,1.0,,2023-05-08 18:00:01.264,402.0,,,,,,,,,,,,,,,,,,,
128,snakemake,snakemake/snakemake,ml-experiments,,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867,2023-08-31 09:35:39.000000,2023-08-11 10:02:34,4804.0,76.0,463,21.0,1059.0,852.0,562.0,1901,"This is the development home of the workflow management system Snakemake. For general information, see.",307.0,35,True,2023-08-09 08:21:02.000,7.32.3,283.0,snakemake,bioconda/snakemake,,,,1879.0,1632.0,https://pypi.org/project/snakemake,100234.0,109198.0,https://anaconda.org/bioconda/snakemake,2023-08-10 01:02:22.462,842707.0,,,,,2.0,,2023-08-09 08:21:02.000,247.0,,,,,,,,,,,,,,,,,,,
129,TF Addons,tensorflow/addons,tensorflow-utils,,https://github.com/tensorflow/addons,https://github.com/tensorflow/addons,Apache-2.0,2018-11-26 23:57:17.000,2023-07-12 13:46:56.000000,2023-07-12 13:46:52,1510.0,7.0,590,58.0,1870.0,251.0,892.0,1661,Useful extra functionality for TensorFlow 2.x maintained by SIG-addons.,204.0,35,True,2023-07-12 00:08:03.536,0.21.0,36.0,tensorflow-addons,,,,['tensorflow'],13142.0,12928.0,https://pypi.org/project/tensorflow-addons,840666.0,840666.0,,,,,,,,1.0,,2023-07-12 00:08:03.536,214.0,,,,,,,,,,,,,,,,,,,
130,metrics,Lightning-AI/metrics,distributed-ml,,https://github.com/Lightning-AI/torchmetrics,https://github.com/Lightning-AI/torchmetrics,Apache-2.0,2020-12-22 20:02:42.000,2023-08-31 14:51:53.000000,2023-08-31 14:51:52,1444.0,149.0,321,28.0,1166.0,44.0,633.0,1616,"Torchmetrics - Machine learning metrics for distributed, scalable PyTorch applications.",209.0,35,True,2023-08-29 06:57:25.000,1.1.1,37.0,metrics,conda-forge/torchmetrics,,,['pytorch'],14578.0,14565.0,https://pypi.org/project/metrics,5567.0,41474.0,https://anaconda.org/conda-forge/torchmetrics,2023-08-29 13:18:34.810,1037743.0,,,,,2.0,3578.0,2018-04-28 10:58:56.000,13.0,,,,,,,,Lightning-AI/torchmetrics,,,,,,,,,,,
131,Graphviz,xflr6/graphviz,data-viz,,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000,2023-07-22 10:06:58.000000,2023-07-22 10:06:51,1199.0,15.0,198,33.0,41.0,9.0,153.0,1439,Simple Python interface for Graphviz.,19.0,35,True,2022-07-23 11:35:06.076,0.20.1,56.0,graphviz,anaconda/python-graphviz,,,,55691.0,52362.0,https://pypi.org/project/graphviz,8421423.0,8421943.0,https://anaconda.org/anaconda/python-graphviz,2023-06-16 13:23:51.228,39582.0,,,,,2.0,,2022-07-23 11:35:06.076,3329.0,,,,,,,,,,,,,,,,,,,
132,arviz,arviz-devs/arviz,interpretability,,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000,2023-07-30 06:42:19.000000,2023-07-18 22:29:35,1506.0,16.0,341,49.0,1447.0,167.0,653.0,1431,Exploratory analysis of Bayesian models with Python.,147.0,35,True,2023-07-18 20:14:08.000,0.16.1,34.0,arviz,conda-forge/arviz,,,,4796.0,4657.0,https://pypi.org/project/arviz,1417277.0,1466823.0,https://anaconda.org/conda-forge/arviz,2023-07-19 16:40:50.313,1932253.0,,,,,1.0,133.0,2023-07-18 20:14:08.000,139.0,,,,,,,,,,,,,,,,,,,
133,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2023-08-30 21:55:41.000000,2023-08-28 19:37:03,853.0,20.0,293,45.0,984.0,63.0,158.0,1135,Making text a first-class citizen in TensorFlow.,110.0,35,True,2023-07-06 20:43:53.000,2.13.0,50.0,tensorflow-text,,,,['tensorflow'],5734.0,5734.0,https://pypi.org/project/tensorflow-text,3428722.0,3428722.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
134,Nilearn,nilearn/nilearn,medical-data,,https://github.com/nilearn/nilearn,https://github.com/nilearn/nilearn,BSD-3-Clause,2011-01-09 19:02:23.000,2023-08-31 08:42:59.000000,2023-08-31 08:42:59,10007.0,145.0,526,72.0,2100.0,296.0,1575.0,1034,Machine learning for NeuroImaging in Python.,224.0,35,True,2023-04-28 09:19:30.000,0.10.1,44.0,nilearn,conda-forge/nilearn,,,['sklearn'],2783.0,2506.0,https://pypi.org/project/nilearn,27587.0,30362.0,https://anaconda.org/conda-forge/nilearn,2023-06-16 13:17:38.098,241052.0,,,,,2.0,136.0,2023-04-28 09:18:01.445,277.0,,,,,,,,,,,,,,,,,,,
135,NIPYPE,nipy/nipype,medical-data,,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000,2023-08-25 13:40:10.000000,2023-08-25 13:40:09,14773.0,52.0,506,50.0,2262.0,392.0,946.0,699,Workflows and interfaces for neuroimaging packages.,251.0,35,True,2023-04-06 12:55:55.544,1.8.6,64.0,nipype,conda-forge/nipype,,,,3407.0,3234.0,https://pypi.org/project/nipype,68840.0,75674.0,https://anaconda.org/conda-forge/nipype,2023-06-16 13:24:57.429,580956.0,,,,,2.0,,2017-05-21 03:34:02.000,173.0,,,,,,,,,,,,,,,,,,,
136,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2023-08-30 12:41:29.000000,2023-08-25 22:10:24,1485.0,15.0,6709,377.0,630.0,363.0,3009.0,26086,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",256.0,34,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],1347.0,1341.0,https://pypi.org/project/detectron2,,5392.0,https://anaconda.org/conda-forge/detectron2,2023-06-23 08:23:13.856,199532.0,,,,,2.0,,2020-02-06 00:35:57.000,6.0,,,,,,,,,,,,,,,,,,,
137,Netron,lutzroeder/netron,interpretability,,https://github.com/lutzroeder/netron,https://github.com/lutzroeder/netron,MIT,2010-12-26 12:53:43.000,2023-08-31 02:30:18.000000,2023-08-31 02:30:13,7118.0,296.0,2539,291.0,168.0,28.0,947.0,23872,"Visualizer for neural network, deep learning, and machine learning models.",2.0,34,True,2023-08-25 13:15:32.000,7.1.5,592.0,netron,,,,"['pytorch', 'tensorflow']",83.0,10.0,https://pypi.org/project/netron,16702.0,138440.0,,,,,,,,1.0,121738.0,2023-08-25 13:15:32.000,73.0,,,,,,,,,,,,,,,,,,,
138,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2023-08-31 05:13:28.000000,2023-07-05 17:40:19,8478.0,65.0,2812,264.0,1185.0,169.0,621.0,16240,Best Practices on Recommendation Systems.,126.0,34,True,2022-07-20 05:58:55.000,1.1.1,12.0,recommenders,,,,,82.0,80.0,https://pypi.org/project/recommenders,50612.0,50619.0,,,,,,,,1.0,426.0,2022-04-01 08:49:49.000,2.0,,,,,,,,recommenders-team/recommenders,,,,,,,,,,,
139,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-08-31 08:07:31.000000,2023-08-28 09:20:45,4397.0,105.0,1887,184.0,548.0,35.0,650.0,14508,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",139.0,34,True,2023-08-26 10:34:08.000,0.16.5,69.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",16.0,,https://pypi.org/project/tts,36264.0,80849.0,https://anaconda.org/conda-forge/tts,2023-06-16 19:27:41.222,9506.0,,,,,2.0,1280439.0,2023-08-26 10:34:08.000,16.0,,,,,,,,,,,,,,,,,,,
140,ParlAI,facebookresearch/ParlAI,nlp,,https://github.com/facebookresearch/ParlAI,https://github.com/facebookresearch/ParlAI,MIT,2017-04-24 17:10:44.000,2023-08-31 05:18:13.000000,2023-08-14 19:39:56,4348.0,19.0,2060,290.0,3393.0,54.0,1494.0,10267,A framework for training and evaluating AI models on a variety of openly available dialogue datasets.,213.0,34,True,2023-06-06 20:46:16.091,1.7.2,25.0,parlai,,,,['pytorch'],215.0,210.0,https://pypi.org/project/parlai,1006.0,1006.0,,,,,,,,2.0,,2022-09-20 02:56:01.305,5.0,,,,,,,,,,,,,,,,,,,
141,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2023-08-12 16:52:34.000000,2023-05-18 17:21:01,563.0,,2299,221.0,231.0,107.0,409.0,9606,A little word cloud generator in Python.,68.0,34,True,2023-05-18 18:12:02.829,1.9.2,19.0,wordcloud,conda-forge/wordcloud,,,,816.0,11.0,https://pypi.org/project/wordcloud,1229560.0,1241193.0,https://anaconda.org/conda-forge/wordcloud,2023-07-07 15:15:49.535,430438.0,,,,,2.0,,2023-05-18 18:12:02.829,805.0,,,,,,,,,,,,,,,,,,,
142,fuzzywuzzy,seatgeek/fuzzywuzzy,nlp,,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000,2023-06-16 13:22:53.603000,2021-09-09 20:54:41,384.0,,875,266.0,148.0,82.0,103.0,8948,Fuzzy String Matching in Python.,70.0,34,False,2020-02-13 22:14:12.000,0.18.0,23.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,20127.0,20127.0,https://pypi.org/project/fuzzywuzzy,5074161.0,5080076.0,https://anaconda.org/conda-forge/fuzzywuzzy,2023-06-16 13:22:53.603,502848.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
143,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2023-08-29 17:10:43.000000,2023-07-20 17:28:39,10386.0,10.0,1863,349.0,3379.0,125.0,1126.0,8274,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,329.0,34,True,2023-07-19 14:18:35.000,9.9.0,29.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,,,https://pypi.org/project/vowpalwabbit,124153.0,127970.0,https://anaconda.org/conda-forge/vowpalwabbit,2023-08-17 14:28:24.942,129786.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
144,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2023-08-21 20:34:31.000000,2023-08-21 20:34:30,632.0,32.0,312,67.0,95.0,30.0,120.0,7166,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",23.0,34,True,2023-04-19 04:15:07.188,0.6.1,13.0,einops,conda-forge/einops,,,,16674.0,16056.0,https://pypi.org/project/einops,4466723.0,4469627.0,https://anaconda.org/conda-forge/einops,2023-06-16 16:16:58.561,136524.0,,,,,2.0,,2023-08-14 05:42:12.000,618.0,,,,,,,,,,,,,,,,,,,
145,featuretools,alteryx/featuretools,hyperopt,,https://github.com/alteryx/featuretools,https://github.com/alteryx/featuretools,BSD-3-Clause,2017-09-08 22:15:17.000,2023-08-23 20:04:50.000000,2023-08-23 16:30:25,1302.0,21.0,843,157.0,1634.0,166.0,796.0,6764,An open source python library for automated feature engineering.,70.0,34,True,2023-07-24 15:40:37.000,1.27.0,102.0,featuretools,conda-forge/featuretools,,,,1482.0,1408.0,https://pypi.org/project/featuretools,79486.0,83774.0,https://anaconda.org/conda-forge/featuretools,2023-07-24 20:21:04.496,162980.0,,,,,1.0,,2023-07-24 15:40:37.000,74.0,,,,,,,,,,,,,,,,,,,
146,Chainer,chainer/chainer,ml-frameworks,,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000,2023-08-28 17:18:20.000000,2022-10-17 02:18:00,30611.0,,1324,292.0,6588.0,12.0,2030.0,5822,A flexible framework of neural networks for deep learning.,326.0,34,True,2022-06-29 08:19:03.000,7.8.1.post1,100.0,chainer,conda-forge/chainer,,,,3084.0,3084.0,https://pypi.org/project/chainer,16906.0,17274.0,https://anaconda.org/conda-forge/chainer,2023-06-16 19:17:58.452,15466.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
147,MLxtend,rasbt/mlxtend,sklearn-utils,,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000,2023-08-30 17:18:44.000000,2023-08-30 17:18:43,1629.0,3.0,821,117.0,514.0,133.0,335.0,4500,A library of extension and helper modules for Pythons data analysis and machine learning libraries.,100.0,34,True,2023-04-02 19:01:01.792,0.22.0,50.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],10460.0,10286.0,https://pypi.org/project/mlxtend,591555.0,595467.0,https://anaconda.org/conda-forge/mlxtend,2023-06-16 13:24:16.113,285646.0,,,,,1.0,,2022-05-27 02:03:51.000,174.0,,,,,,,,,,,,,,,,,,,
