,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
235,AutoGluon,awslabs/autogluon,hyperopt,,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000,2022-03-24 09:08:57.000000,2022-03-22 22:11:29,831,95.0,567,84.0,917.0,129.0,512.0,4253,"AutoGluon: AutoML for Image, Text, and Tabular Data.",67.0,31,True,2022-03-10 04:47:18.000,0.4.0,731.0,autogluon,,,,['mxnet'],109.0,105.0,https://pypi.org/project/autogluon,2022-03-24 09:08:57.000,4.0,73765.0,73765.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
236,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2022-03-24 05:04:24.000000,2022-03-11 03:40:54,27414,102.0,1399,185.0,1754.0,103.0,1364.0,3945,mlpack: a scalable C++ machine learning library --.,284.0,31,True,2020-10-28 18:28:47.000,3.4.2,40.0,mlpack,conda-forge/mlpack,,,,1.0,,https://pypi.org/project/mlpack,2020-10-28 18:28:47.000,1.0,845.0,3084.0,https://anaconda.org/conda-forge/mlpack,2021-11-09 18:05:21.719,98518.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
237,huey,coleifer/huey,data-pipelines,,https://github.com/coleifer/huey,https://github.com/coleifer/huey,MIT,2011-11-03 16:39:43.000,2022-03-16 16:12:13.000000,2022-02-22 16:46:32,935,3.0,329,82.0,161.0,,497.0,3898,a little task queue for python.,66.0,31,True,2021-12-28 18:36:38.000,2.4.3,64.0,huey,conda-forge/huey,,,,1049.0,889.0,https://pypi.org/project/huey,2021-12-28 18:36:38.000,160.0,278152.0,278645.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487,23196.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
238,speechbrain,speechbrain/speechbrain,audio,,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000,2022-03-24 13:05:29.000000,2022-03-24 13:05:29,5996,75.0,714,107.0,670.0,130.0,486.0,3844,A PyTorch-based Speech Toolkit.,152.0,31,True,2021-12-20 04:22:27.000,0.5.11,10.0,speechbrain,,,,['pytorch'],145.0,143.0,https://pypi.org/project/speechbrain,2021-12-20 04:23:25.000,2.0,7785.0,7785.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
239,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2022-03-24 12:25:56.000000,2022-03-15 12:05:58,2230,105.0,863,54.0,947.0,486.0,481.0,3838,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",75.0,31,True,2022-01-20 03:15:31.000,2.4.0,14.0,paddleseg,,,,['paddle'],523.0,521.0,https://pypi.org/project/paddleseg,2022-01-20 03:15:31.000,2.0,1611.0,1611.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
240,deepface,serengil/deepface,image,,https://github.com/serengil/deepface,https://github.com/serengil/deepface,MIT,2020-02-08 20:42:28.000,2022-03-23 20:37:01.000000,2022-03-23 20:37:01,739,71.0,774,68.0,32.0,4.0,411.0,3450,"A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python.",22.0,31,True,2022-02-16 06:13:01.000,0.0.73,73.0,deepface,,,,,467.0,464.0,https://pypi.org/project/deepface,2022-03-11 20:45:38.000,3.0,24835.0,24835.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
241,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-03-24 03:01:11.816000,2022-03-24 02:17:16,589,45.0,262,66.0,199.0,36.0,416.0,3303,Visualizer for pandas data structures.,23.0,31,True,2022-03-24 02:37:28.000,2.2.0,145.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",328.0,317.0,https://pypi.org/project/dtale,2022-03-24 02:36:09.000,11.0,76374.0,80712.0,https://anaconda.org/conda-forge/dtale,2022-03-24 03:01:11.816,108463.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
242,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-03-12 01:10:50.000000,2022-03-11 14:08:21,3271,4.0,703,190.0,731.0,259.0,661.0,3289,DyNet: The Dynamic Neural Network Toolkit.,158.0,31,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,233.0,205.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,28.0,19107.0,19182.0,,,,,,,,3.0,4887.0,,,,,,,,,,,,,,,,,,,
243,River,online-ml/river,others,,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000,2022-03-23 23:02:44.000000,2022-03-23 22:58:57,3282,54.0,356,79.0,298.0,13.0,342.0,3243,Online machine learning in Python.,76.0,31,True,2022-02-04 15:14:56.000,0.10.0,6.0,river,conda-forge/river,,,,98.0,92.0,https://pypi.org/project/river,2022-02-04 15:29:10.000,6.0,7852.0,8491.0,https://anaconda.org/conda-forge/river,2021-12-09 16:10:41.029,7032.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
244,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,MIT,2012-08-24 16:14:59.000,2022-03-13 19:47:23.479000,2022-02-09 19:43:12,605,15.0,112,73.0,62.0,11.0,116.0,3210,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,31,True,2022-02-09 19:44:15.000,6.1.1,48.0,ftfy,conda-forge/ftfy,,,,5662.0,5171.0,https://pypi.org/project/ftfy,2022-02-09 19:44:15.000,491.0,1339114.0,1341600.0,https://anaconda.org/conda-forge/ftfy,2022-03-13 19:47:23.479,146684.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
245,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2022-02-27 20:46:03.000000,2022-02-27 20:46:03,186,6.0,394,69.0,36.0,6.0,112.0,3114,Missing data visualization module for Python.,17.0,31,True,2022-02-27 20:39:36.000,0.5.1,25.0,missingno,conda-forge/missingno,,,,6749.0,6634.0,https://pypi.org/project/missingno,2022-02-27 20:39:36.000,115.0,967188.0,969819.0,https://anaconda.org/conda-forge/missingno,2020-02-15 10:07:41.253,147375.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
246,Captum,pytorch/captum,interpretability,,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000,2022-03-23 17:36:20.000000,2022-03-23 04:27:35,917,34.0,322,200.0,577.0,87.0,267.0,3036,Model interpretability and understanding for PyTorch.,81.0,31,True,2022-03-04 00:37:56.000,0.5.0,8.0,captum,conda-forge/captum,,,['pytorch'],467.0,448.0,https://pypi.org/project/captum,2022-03-03 23:07:53.000,19.0,50248.0,50390.0,https://anaconda.org/conda-forge/captum,2022-03-04 22:07:02.170,428.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
247,Blaze,blaze/blaze,data-containers,,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22.000,2020-02-01 19:33:09.000000,2019-08-15 21:14:59,7496,,381,200.0,942.0,263.0,500.0,3031,NumPy and Pandas interface to Big Data.,64.0,31,False,2016-07-19 20:40:03.000,0.11.0,14.0,blaze,conda-forge/blaze,,,,8928.0,8110.0,https://pypi.org/project/blaze,2016-05-06 21:19:21.000,818.0,14231.0,17797.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685,196150.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
248,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-03-24 04:11:32.000000,2022-03-17 22:01:51,913,5.0,400,99.0,544.0,332.0,625.0,2598,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",119.0,31,True,2022-02-22 22:38:34.000,5.2.0,36.0,coremltools,conda-forge/coremltools,,,,959.0,815.0,https://pypi.org/project/coremltools,2022-02-22 22:38:34.000,144.0,149365.0,151107.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,28319.0,,,,,1.0,4175.0,,,,,,,,,,,,,,,,,,,
249,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-03-24 14:15:56.000000,2022-03-24 06:29:19,1482,249.0,135,32.0,1130.0,133.0,282.0,2275,Aim an easy-to-use and performant open-source experiment tracker.,31.0,31,True,2022-03-17 21:34:19.000,3.7.5,156.0,aim,conda-forge/aim,,,,65.0,63.0,https://pypi.org/project/aim,2022-03-24 00:15:20.000,2.0,29634.0,30625.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,7932.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
250,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-03-02 00:12:37.000000,2022-02-08 17:00:29,939,13.0,396,56.0,114.0,269.0,154.0,2131,A high performance implementation of HDBSCAN clustering.,76.0,31,True,2022-02-08 17:15:41.000,0.8.28.wheels,44.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1422.0,1272.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,150.0,392746.0,407836.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1026159.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
251,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2022-03-24 05:00:56.000000,2022-03-03 15:00:33,2806,7.0,627,80.0,756.0,218.0,555.0,2013,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",103.0,31,True,2021-12-30 23:16:42.000,0.1.17,16.0,pgmpy,,,,,342.0,333.0,https://pypi.org/project/pgmpy,2021-12-30 23:11:18.000,9.0,65056.0,65062.0,,,,,,,,2.0,133.0,,,,,,,,,,,,,,,,,,,
252,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2022-03-23 19:53:00.000000,2022-03-16 18:57:19,603,34.0,162,35.0,674.0,66.0,230.0,1671,PyTorch extensions for high performance and large scale training.,57.0,31,True,2022-03-09 19:12:03.000,0.4.6,28.0,fairscale,conda-forge/fairscale,,,['pytorch'],231.0,216.0,https://pypi.org/project/fairscale,2022-03-09 19:12:00.000,15.0,89491.0,91712.0,https://anaconda.org/conda-forge/fairscale,2022-03-22 05:13:02.529,8887.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
253,mleap,combust/mleap,data-pipelines,,https://github.com/combust/mleap,https://github.com/combust/mleap,Apache-2.0,2016-08-23 03:51:03.000,2022-02-22 15:20:04.000000,2022-02-22 15:20:04,983,27.0,294,74.0,368.0,89.0,351.0,1365,MLeap: Deploy ML Pipelines to Production.,71.0,31,True,2022-01-12 10:21:57.000,0.19.0,9.0,mleap,conda-forge/mleap,,,,204.0,178.0,https://pypi.org/project/mleap,2022-01-12 10:21:57.000,26.0,193056.0,194323.0,https://anaconda.org/conda-forge/mleap,2022-01-12 12:53:12.772,44352.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
254,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-03-22 17:06:28.000000,2022-02-17 09:26:35,995,9.0,316,65.0,462.0,181.0,294.0,1237,A Jupyter - Leaflet.js bridge.,74.0,31,True,2021-12-06 12:34:17.000,0.15.0,72.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],1658.0,1554.0,https://pypi.org/project/ipyleaflet,2021-12-06 12:34:17.000,102.0,62448.0,118189.0,https://anaconda.org/conda-forge/ipyleaflet,2021-12-09 18:45:12.043,798999.0,,,,,3.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-12-06 12:32:39.669,2.0,44327.0,,,,,,,,,,,,,
255,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2022-03-22 21:00:13.000000,2022-03-19 00:04:39,1408,72.0,228,38.0,193.0,47.0,134.0,1204,TensorLy: Tensor Learning in Python.,51.0,31,True,2021-11-08 13:38:03.000,0.7.0,18.0,tensorly,conda-forge/tensorly,,,,266.0,236.0,https://pypi.org/project/tensorly,2021-11-08 13:38:03.000,30.0,5323.0,9955.0,https://anaconda.org/conda-forge/tensorly,2021-12-09 16:07:42.501,213114.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
256,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-03-22 01:01:39.000000,2022-02-22 14:27:32,1047,4.0,201,34.0,215.0,28.0,245.0,1138,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",19.0,31,True,2022-02-22 11:10:16.000,1.8.5,37.0,pmdarima,conda-forge/pmdarima,,,,1949.0,1898.0,https://pypi.org/project/pmdarima,2022-02-22 11:10:16.000,51.0,985474.0,987376.0,https://anaconda.org/conda-forge/pmdarima,2022-02-24 09:21:50.856,32340.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
257,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-03-22 18:45:24.000000,2022-01-29 00:36:59,2590,19.0,305,58.0,971.0,303.0,768.0,1022,Cartopy - a cartographic python library with matplotlib support.,107.0,31,False,2022-01-13 02:45:47.000,0.20.2,25.0,cartopy,conda-forge/cartopy,,,,2534.0,2231.0,https://pypi.org/project/cartopy,2022-01-13 02:48:14.000,303.0,128724.0,156426.0,https://anaconda.org/conda-forge/cartopy,2022-03-09 12:44:40.770,1994598.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
258,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-03-16 14:35:28.331000,2022-03-11 17:04:55,1869,30.0,211,35.0,133.0,37.0,341.0,944,Python interface for igraph.,59.0,31,False,2022-01-10 14:51:15.000,0.9.9,27.0,python-igraph,conda-forge/igraph,,,,917.0,547.0,https://pypi.org/project/python-igraph,2022-01-10 14:51:15.000,370.0,281080.0,291326.0,https://anaconda.org/conda-forge/igraph,2022-03-16 14:35:28.331,275405.0,,,,,1.0,365692.0,,,,,,,,,,,,,,,,,,,
259,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2022-03-02 14:57:57.000000,2022-02-18 04:49:06,3057,17.0,220,46.0,241.0,68.0,236.0,874,"OpenCL integration for Python, plus shiny features.",90.0,31,True,2022-01-17 04:42:46.000,2021.2.13,76.0,pyopencl,conda-forge/pyopencl,,,,863.0,683.0,https://pypi.org/project/pyopencl,2022-02-10 23:03:34.000,180.0,23816.0,32585.0,https://anaconda.org/conda-forge/pyopencl,2022-02-24 00:02:12.712,570039.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
260,metrics,PyTorchLightning/metrics,distributed-ml,,https://github.com/PyTorchLightning/metrics,https://github.com/PyTorchLightning/metrics,Apache-2.0,2020-12-22 20:02:42.000,2022-03-24 14:54:46.000000,2022-03-24 10:06:18,720,141.0,167,23.0,503.0,58.0,262.0,764,"Machine learning metrics for distributed, scalable PyTorch applications.",120.0,31,True,2022-03-23 19:47:45.000,0.7.3,15.0,metrics,conda-forge/torchmetrics,,,['pytorch'],2284.0,2270.0,https://pypi.org/project/metrics,2018-04-28 10:58:56.000,14.0,3213.0,27643.0,https://anaconda.org/conda-forge/torchmetrics,2022-03-24 01:47:41.460,292676.0,,,,,2.0,499.0,,,,,,,,,,,,,,,,,,,
261,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2022-03-07 21:16:18.000000,2022-03-07 21:16:14,848,2.0,1281,436.0,65.0,23.0,149.0,9232,TensorFlow-based neural network library.,53.0,30,True,2020-03-27 10:36:19.000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],847.0,795.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000,52.0,22185.0,22649.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,13006.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
262,Vaex,vaexio/vaex,data-containers,,https://github.com/vaexio/vaex,https://github.com/vaexio/vaex,MIT,2014-09-27 09:44:42.000,2022-03-24 07:46:24.000000,2022-03-22 14:06:19,3442,75.0,534,142.0,853.0,361.0,659.0,6959,"Out-of-Core hybrid Apache Arrow/NumPy DataFrame for Python, ML, visualization and exploration of big tabular data at a..",63.0,30,True,2022-02-07 15:14:31.000,4.8.0,58.0,vaex,conda-forge/vaex,,,,16.0,,https://pypi.org/project/vaex,2022-02-07 15:14:31.000,16.0,36845.0,38724.0,https://anaconda.org/conda-forge/vaex,2022-02-28 15:49:44.095,122040.0,,,,,3.0,226.0,,,,,,,,,,,,,,,,,,,
263,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-03-11 23:50:34.000000,2021-05-08 20:05:36,292,,1885,278.0,68.0,250.0,428.0,6921,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,True,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,,,1084.0,1068.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,7326.0,22968.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,2473.0,,,,,2.0,729395.0,,,,,,,,,,,,,,,,,,,
264,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2022-03-24 13:35:09.000000,2022-03-23 04:15:03,1329,22.0,1678,156.0,2335.0,1064.0,2585.0,6529,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",81.0,30,True,2021-12-09 11:11:05.000,2.3.0,6.0,paddledet,,,,['paddle'],12.0,12.0,https://pypi.org/project/paddledet,2021-11-26 08:48:44.000,,401.0,401.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
265,SpeechRecognition,Uberi/speech_recognition,audio,,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000,2022-03-01 16:02:52.000000,2022-02-09 15:55:46,376,2.0,1995,286.0,100.0,234.0,281.0,6164,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",42.0,30,True,2017-12-05 14:05:14.000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,,695.0,,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000,695.0,216078.0,218071.0,https://anaconda.org/conda-forge/speechrecognition,2021-12-13 09:59:53.408,133555.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
266,CleverHans,cleverhans-lab/cleverhans,adversarial,,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000,2022-01-23 02:08:30.000000,2021-09-23 22:14:27,3201,,1311,188.0,780.0,25.0,422.0,5448,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",128.0,30,True,2021-07-24 08:53:21.000,4.0.0,8.0,cleverhans,conda-forge/cleverhans,,,['tensorflow'],317.0,306.0,https://pypi.org/project/cleverhans,2021-07-24 08:53:21.000,11.0,1609.0,1737.0,https://anaconda.org/conda-forge/cleverhans,2021-07-29 12:49:41.903,2698.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
267,einops,arogozhnikov/einops,ml-frameworks,,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000,2022-03-21 23:50:10.000000,2022-03-04 09:16:23,389,7.0,198,54.0,56.0,32.0,74.0,4686,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",15.0,30,True,2022-03-04 09:32:08.000,0.4.1,7.0,einops,conda-forge/einops,,,,2435.0,2235.0,https://pypi.org/project/einops,2022-03-04 09:32:08.000,200.0,1109957.0,1110346.0,https://anaconda.org/conda-forge/einops,2022-03-04 10:57:10.315,11685.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
268,imutils,PyImageSearch/imutils,image,,https://github.com/PyImageSearch/imutils,https://github.com/PyImageSearch/imutils,MIT,2015-01-11 20:05:39.000,2022-03-22 04:07:51.000000,2022-01-27 13:24:16,139,1.0,944,150.0,106.0,146.0,77.0,4022,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",21.0,30,True,2021-01-15 10:53:17.000,0.5.4,29.0,imutils,conda-forge/imutils,,,,24385.0,23630.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000,755.0,305707.0,308082.0,https://anaconda.org/conda-forge/imutils,2021-12-09 01:25:49.387,78387.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
269,NeMo,NVIDIA/NeMo,nlp,,https://github.com/NVIDIA/NeMo,https://github.com/NVIDIA/NeMo,Apache-2.0,2019-08-05 20:16:42.000,2022-03-24 08:31:27.000000,2022-03-23 22:26:48,4271,254.0,889,127.0,2629.0,72.0,959.0,4011,NeMo: a toolkit for conversational AI.,136.0,30,True,2022-03-17 22:35:26.000,1.7.2,52.0,nemo-toolkit,,,,['pytorch'],7.0,,https://pypi.org/project/nemo-toolkit,2022-03-17 20:50:55.000,7.0,13675.0,13939.0,,,,,,,,2.0,7938.0,,,,,,,,,,,,,,,,,,,
270,sacred,IDSIA/sacred,ml-experiments,,https://github.com/IDSIA/sacred,https://github.com/IDSIA/sacred,MIT,2014-03-31 18:05:29.000,2022-03-22 08:24:30.000000,2022-03-22 08:24:30,1317,3.0,338,81.0,337.0,96.0,432.0,3761,"Sacred is a tool to help you configure, organize, log and reproduce experiments developed at IDSIA.",97.0,30,True,2020-12-14 15:21:05.000,0.8.2,27.0,sacred,conda-forge/sacred,,,,1369.0,1267.0,https://pypi.org/project/sacred,2020-12-14 15:21:05.000,102.0,30693.0,30741.0,https://anaconda.org/conda-forge/sacred,2021-11-14 09:49:23.948,194.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
271,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2022-03-12 21:30:37.000000,2022-02-26 22:02:41,871,10.0,514,105.0,580.0,96.0,565.0,3535,Visual analysis and diagnostic tools to facilitate machine learning model selection.,103.0,30,True,2022-02-19 22:49:03.000,1.4,23.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],62.0,,https://pypi.org/project/yellowbrick,2022-02-19 22:41:36.000,62.0,537462.0,538589.0,https://anaconda.org/conda-forge/yellowbrick,2021-05-06 19:15:50.988,21429.0,,,,,2.0,,,,,,,,4.0,,,,,,,,,,,,
272,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2022-03-24 14:23:27.000000,2022-03-22 07:34:39,985,42.0,311,66.0,1187.0,108.0,154.0,3250,A Python toolbox for performing gradient-free optimization.,48.0,30,True,2022-03-08 18:42:46.000,0.5.0,36.0,nevergrad,conda-forge/nevergrad,,,,322.0,304.0,https://pypi.org/project/nevergrad,2022-03-08 18:42:46.000,18.0,25026.0,26046.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,23470.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
273,plotnine,has2k1/plotnine,data-viz,,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000,2022-03-24 14:54:45.000000,2022-03-21 08:43:45,1740,12.0,160,65.0,100.0,84.0,388.0,3003,A grammar of graphics for Python.,93.0,30,False,2021-03-25 12:57:10.000,0.8.0,11.0,plotnine,conda-forge/plotnine,,,,203.0,,https://pypi.org/project/plotnine,2021-03-25 10:49:20.000,203.0,217054.0,219689.0,https://anaconda.org/conda-forge/plotnine,2021-03-25 12:31:04.423,152831.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
274,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2022-03-13 05:23:11.000000,2022-01-27 15:31:59,603,11.0,672,127.0,98.0,109.0,94.0,2883,Technical Analysis Library using Pandas and Numpy.,26.0,30,True,2022-01-09 21:07:25.000,0.9.0,52.0,ta,conda-forge/ta,,,,1094.0,1067.0,https://pypi.org/project/ta,2022-01-09 21:07:25.000,27.0,49299.0,49483.0,https://anaconda.org/conda-forge/ta,2022-01-12 11:50:54.974,2400.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
275,datashader,holoviz/datashader,data-viz,,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000,2022-03-23 18:41:13.000000,2022-03-23 18:41:07,1305,6.0,336,89.0,558.0,133.0,355.0,2732,Quickly and accurately render even the largest data.,46.0,30,True,2021-06-09 23:30:20.000,0.13.0,24.0,datashader,conda-forge/datashader,,,,1082.0,1008.0,https://pypi.org/project/datashader,2021-06-09 22:59:52.000,74.0,43360.0,48627.0,https://anaconda.org/conda-forge/datashader,2021-06-10 09:04:19.929,273926.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
