,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,gitlab_id,gitlab_url
223,GPflow,GPflow/GPflow,,probabilistics,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000000,2021-02-24 20:28:55.000000,2021-02-18 16:29:39.000000,389,86.0,604.0,1394,2203.0,Gaussian processes in TensorFlow.,70.0,27,True,2020-12-01 13:12:15.000000,2.1.4,28.0,gpflow,conda-forge/gpflow,,,['tensorflow'],256.0,222.0,https://pypi.org/project/gpflow,2020-12-01 13:12:15.000000,34.0,2075.0,2325.0,https://anaconda.org/conda-forge/gpflow,2018-11-06 08:51:39.744000,8260.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
224,PyCUDA,inducer/pycuda,,gpu-utilities,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000000,2021-02-23 23:59:13.000000,2021-02-23 23:58:12.000000,217,41.0,125.0,1095,1459.0,"CUDA integration for Python, plus shiny features.",69.0,27,True,2019-08-12 04:15:37.000000,2019.1.2,46.0,pycuda,,,,,1036.0,744.0,https://pypi.org/project/pycuda,2020-10-07 21:59:52.000000,292.0,11818.0,11818.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
225,ipyleaflet,jupyter-widgets/ipyleaflet,,geospatial-data,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000000,2021-02-11 08:35:25.000000,2021-02-11 08:35:24.000000,278,135.0,251.0,1090,908.0,A Jupyter - Leaflet.js bridge.,63.0,27,True,2021-01-05 16:38:38.000000,0.13.6,70.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],803.0,703.0,https://pypi.org/project/ipyleaflet,2021-01-05 16:38:38.000000,98.0,13083.0,182661.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,605095.0,,,,,3.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-01-05 16:30:30.235000,2.0,158963.0,,,,,,,,,,,,,,
226,Model Analysis,tensorflow/model-analysis,,interpretability,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000000,2021-02-24 04:13:07.000000,2021-02-24 04:13:03.000000,212,27.0,32.0,1040,904.0,Model analysis tools for TensorFlow.,33.0,27,True,2021-02-23 19:09:00.000000,0.28.0,35.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",20.0,,https://pypi.org/project/tensorflow-model-analysis,2021-02-23 19:09:00.000000,20.0,3629429.0,3629429.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
227,Mesh,tensorflow/mesh,,distributed-ml,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000000,2021-02-23 19:52:25.000000,2021-02-23 19:52:16.000000,150,72.0,13.0,878,584.0,Mesh TensorFlow: Model Parallelism Made Easier.,38.0,27,True,2020-12-17 23:10:07.000000,0.1.18,24.0,mesh-tensorflow,,,,['tensorflow'],552.0,496.0,https://pypi.org/project/mesh-tensorflow,2020-12-17 23:10:07.000000,56.0,70395.0,70395.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
228,petl,petl-developers/petl,,data-pipelines,https://github.com/petl-developers/petl,https://github.com/petl-developers/petl,MIT,2011-08-19 09:51:03.000000,2021-02-23 21:08:43.000000,2021-02-04 17:18:53.000000,151,66.0,342.0,839,1131.0,Python Extract Transform and Load Tables of Data.,44.0,27,True,2021-02-04 19:33:48.000000,1.7.2,77.0,petl,conda-forge/petl,,http://petl.readthedocs.org,,440.0,326.0,https://pypi.org/project/petl,2021-02-04 19:33:48.000000,114.0,12214.0,12599.0,https://anaconda.org/conda-forge/petl,2021-02-04 21:23:53.862000,20428.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
229,igraph,igraph/python-igraph,,graph,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000000,2021-02-24 21:04:34.000000,2021-02-24 21:04:29.000000,181,28.0,258.0,783,1588.0,Python interface for igraph.,49.0,27,False,2020-10-08 14:50:52.000000,0.8.3,18.0,python-igraph,conda-forge/igraph,,,,1893.0,1469.0,https://pypi.org/project/python-igraph,2020-10-08 12:41:40.000000,424.0,37204.0,42730.0,https://anaconda.org/conda-forge/igraph,2021-01-05 11:05:57.682000,200690.0,,,,,1.0,71569.0,,,,,,,,,,,,,,,,,,,,,
230,pyopencl,inducer/pyopencl,,others,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000000,2021-02-23 23:57:50.000000,2021-02-23 23:57:49.000000,209,52.0,209.0,782,2912.0,"OpenCL integration for Python, plus shiny features.",84.0,27,True,2021-01-28 14:18:50.000000,2021.1.1,57.0,pyopencl,conda-forge/pyopencl,,,,710.0,472.0,https://pypi.org/project/pyopencl,2021-02-17 20:15:17.000000,238.0,6612.0,12840.0,https://anaconda.org/conda-forge/pyopencl,2021-02-17 23:10:21.103000,323902.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
231,patsy,pydata/patsy,,probabilistics,https://github.com/pydata/patsy,https://github.com/pydata/patsy,BSD-2-Clause,2012-07-10 12:30:06.000000,2020-09-09 13:00:29.000000,2018-10-31 21:55:48.000000,85,78.0,52.0,739,517.0,Describing statistical models in Python using symbolic formulas.,13.0,27,False,2018-10-28 05:07:55.000000,0.5.1,8.0,patsy,conda-forge/patsy,,,,35379.0,30455.0,https://pypi.org/project/patsy,2018-10-28 03:59:51.000000,4924.0,1841845.0,1890585.0,https://anaconda.org/conda-forge/patsy,2018-10-28 05:21:35.412000,2631975.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
232,data-validation,tensorflow/data-validation,,data-viz,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000000,2021-02-24 02:22:50.000000,2021-02-24 01:27:27.000000,95,38.0,75.0,524,576.0,Library for exploring and validating machine learning data.,20.0,27,True,2021-02-24 01:58:44.000000,0.28.0,25.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",255.0,237.0,https://pypi.org/project/tensorflow-data-validation,2021-02-24 02:22:50.000000,18.0,3775499.0,3775506.0,,,,,,,,2.0,206.0,,,,,,,,,,,,,,,,,,,,,
233,DIPY,dipy/dipy,,medical-data,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2021-02-25 00:03:44.000000,2021-02-19 20:49:08.000000,313,156.0,573.0,391,11388.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",118.0,27,True,2020-11-05 17:35:53.000000,1.3.0,21.0,dipy,conda-forge/dipy,,,,430.0,336.0,https://pypi.org/project/dipy,2020-11-05 17:35:53.000000,94.0,4224.0,7485.0,https://anaconda.org/conda-forge/dipy,2020-11-14 18:28:50.683000,185911.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
234,audioread,beetbox/audioread,,audio,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000000,2020-12-08 20:08:37.201000,2020-10-20 11:22:05.000000,83,31.0,44.0,359,232.0,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,20.0,27,True,2020-10-20 11:23:09.000000,2.1.9,25.0,audioread,conda-forge/audioread,,,,4832.0,4246.0,https://pypi.org/project/audioread,2020-10-20 11:23:09.000000,586.0,225688.0,229360.0,https://anaconda.org/conda-forge/audioread,2020-12-08 20:08:37.201000,201981.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
235,CNTK,microsoft/CNTK,,ml-frameworks,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,MIT,2015-11-26 09:52:06.000000,2020-12-09 22:21:57.000000,2020-03-31 15:55:14.000000,4409,834.0,2519.0,16968,16116.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",266.0,26,True,2019-04-26 14:13:32.000000,2.7,32.0,cntk,,,,,34.0,,https://pypi.org/project/cntk,2020-12-09 22:21:57.000000,34.0,784.0,1007.0,,,,,,,,3.0,13609.0,,,,,,,,,,,,,,,,,,,,,
236,detectron2,facebookresearch/detectron2,,image,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000000,2021-02-25 08:18:15.000000,2021-02-25 08:18:07.000000,3848,90.0,2173.0,15120,963.0,Detectron2 is FAIR's next-generation platform for object detection and segmentation.,147.0,26,True,2020-11-06 03:20:56.000000,0.3,7.0,,conda-forge/detectron2,,,['pytorch'],169.0,169.0,,,,,1535.0,https://anaconda.org/conda-forge/detectron2,2020-08-05 13:27:52.058000,13818.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
237,NNI,microsoft/nni,,hyperopt,https://github.com/microsoft/nni,https://github.com/microsoft/nni,MIT,2018-06-01 05:51:44.000000,2021-02-25 14:48:08.000000,2021-02-25 10:36:20.000000,1220,262.0,878.0,9156,1964.0,"An open source AutoML toolkit for automate machine learning lifecycle, including feature engineering, neural..",121.0,26,True,2021-01-14 05:58:03.000000,2.0,37.0,nni,,,,,107.0,91.0,https://pypi.org/project/nni,2021-01-14 05:49:34.000000,16.0,917.0,917.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
238,InsightFace,deepinsight/insightface,,image,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000000,2021-02-21 15:11:47.000000,2021-02-21 15:11:46.000000,2953,716.0,655.0,8620,1481.0,Face Analysis Project on MXNet.,15.0,26,True,2019-09-07 13:47:11.000000,0.1.5,6.0,insightface,,,,['mxnet'],54.0,52.0,https://pypi.org/project/insightface,2019-09-07 13:47:11.000000,2.0,3066.0,3066.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
239,PyTorch Image Models,rwightman/pytorch-image-models,,image,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000000,2021-02-25 11:58:08.000000,2021-02-19 00:12:53.000000,1070,27.0,238.0,7542,719.0,"PyTorch image models, scripts, pretrained weights -- (SE)ResNet/ResNeXT, DPN, EfficientNet, MixNet, MobileNet-V3/V2,..",29.0,26,True,2021-02-18 08:02:36.000000,0.1-dnf-weights,17.0,,,,,['pytorch'],329.0,329.0,,,,,11972.0,,,,,,,,2.0,251431.0,,,,,,,,,,,,,,,,,,,,,
240,PySyft,OpenMined/PySyft,,privacy-ml,https://github.com/OpenMined/PySyft,https://github.com/OpenMined/PySyft,Apache-2.0,2017-07-18 20:41:16.000000,2021-02-25 11:07:26.000000,2021-02-25 08:08:09.000000,1571,189.0,2541.0,6890,6515.0,A library for answering questions using data you cannot see.,352.0,26,True,2020-11-12 19:57:58.000000,0.3.0,49.0,syft,,,,['pytorch'],6.0,,https://pypi.org/project/syft,2020-11-12 19:57:58.000000,6.0,1214.0,1214.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
241,backtrader,mementum/backtrader,,financial-data,https://github.com/mementum/backtrader,https://github.com/mementum/backtrader,GPL-3.0,2015-01-10 07:14:52.000000,2021-02-24 08:29:30.000000,2021-02-11 20:51:09.000000,1799,18.0,,5778,2383.0,Python Backtesting library for trading strategies.,51.0,26,False,,,155.0,backtrader,,,,,534.0,464.0,https://pypi.org/project/backtrader,2020-07-03 13:02:14.000000,70.0,12688.0,12688.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
242,carla,carla-simulator/carla,,others,https://github.com/carla-simulator/carla,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23.000000,2021-02-25 15:26:51.000000,2021-02-16 14:27:47.000000,1666,322.0,2692.0,5634,4760.0,Open-source simulator for autonomous driving research.,122.0,26,True,2020-12-23 07:08:35.000000,0.9.11,22.0,carla,,,,,64.0,60.0,https://pypi.org/project/carla,2019-04-28 17:45:24.000000,4.0,348.0,348.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
243,auto-sklearn,automl/auto-sklearn,,hyperopt,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000000,2021-02-24 21:32:41.000000,2021-02-17 13:53:31.000000,980,126.0,582.0,5229,2424.0,Automated Machine Learning with scikit-learn.,63.0,26,True,2021-02-17 13:56:10.000000,0.12.3,27.0,auto-sklearn,,,,['sklearn'],161.0,131.0,https://pypi.org/project/auto-sklearn,2021-02-17 13:54:45.000000,30.0,4303.0,4303.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
244,DeepPavlov,deepmipt/DeepPavlov,,nlp,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000000,2021-02-21 10:44:42.000000,2020-12-24 16:30:15.000000,891,92.0,450.0,5031,2579.0,An open source library for deep learning end-to-end dialog systems and chatbots.,61.0,26,True,2020-12-24 16:35:56.000000,0.14.0,41.0,deeppavlov,,,,['tensorflow'],180.0,176.0,https://pypi.org/project/deeppavlov,2020-12-24 16:33:49.000000,4.0,4909.0,4909.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
245,Datasette,simonw/datasette,,others,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000000,2021-02-25 00:22:34.000000,2021-02-23 00:22:47.000000,256,231.0,757.0,4748,1584.0,An open source multi-tool for exploring and publishing data.,42.0,26,True,2021-02-19 02:02:29.000000,0.55,91.0,datasette,,,,,444.0,374.0,https://pypi.org/project/datasette,2021-02-19 02:07:42.000000,70.0,4549.0,4549.0,,,,,,,,2.0,29.0,,-1.0,,,,,,,datasette,,,,,,,,,,,,
246,scikit-surprise,NicolasHug/Surprise,,recommender-systems,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000000,2020-10-13 01:22:58.850000,2020-08-05 17:45:59.000000,828,35.0,285.0,4714,622.0,A Python scikit for building and analyzing recommender systems.,38.0,26,True,2020-07-19 14:50:48.000000,1.1.1,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,968.0,920.0,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000000,48.0,19917.0,24187.0,https://anaconda.org/conda-forge/scikit-surprise,2020-10-13 01:22:58.850000,158019.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
247,OCRmyPDF,jbarlow83/OCRmyPDF,,ocr,https://github.com/jbarlow83/OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000000,2021-02-20 00:55:35.000000,2021-02-20 00:55:35.000000,431,93.0,575.0,3906,2845.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",50.0,26,True,2021-02-15 10:20:48.000000,11.6.2,161.0,ocrmypdf,,,,,128.0,116.0,https://pypi.org/project/ocrmypdf,2021-02-15 10:20:48.000000,12.0,7542.0,7542.0,,,,,,,,2.0,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,,
248,skorch,skorch-dev/skorch,,ml-frameworks,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000000,2021-02-07 15:39:41.000000,2021-02-07 15:39:41.000000,280,46.0,320.0,3792,945.0,A scikit-learn compatible neural network library that wraps PyTorch.,39.0,26,True,2020-08-30 10:46:40.000000,0.9.0,12.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",300.0,274.0,https://pypi.org/project/skorch,2020-08-30 10:43:37.000000,26.0,5784.0,12415.0,https://anaconda.org/conda-forge/skorch,2020-09-19 04:12:07.576000,192317.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
249,pyAudioAnalysis,tyiannak/pyAudioAnalysis,,audio,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000000,2021-02-23 11:34:10.000000,2021-02-19 08:50:12.000000,963,165.0,106.0,3779,676.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",23.0,26,True,2020-09-29 21:30:02.000000,0.3.6,15.0,pyAudioAnalysis,,,,,205.0,183.0,https://pypi.org/project/pyAudioAnalysis,2020-09-29 21:30:02.000000,22.0,7429.0,7429.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
250,mlpack,mlpack/mlpack,,ml-frameworks,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000000,2021-02-25 12:46:43.000000,2021-02-21 18:50:49.000000,1314,147.0,1203.0,3569,25959.0,mlpack: a scalable C++ machine learning library --.,265.0,26,True,2020-10-28 18:28:47.000000,3.4.2,40.0,mlpack,conda-forge/mlpack,,,,0.0,,https://pypi.org/project/mlpack,2020-10-28 18:28:47.000000,0.0,67.0,2193.0,https://anaconda.org/conda-forge/mlpack,2020-10-29 09:35:18.918000,65912.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
251,pyfolio,quantopian/pyfolio,,financial-data,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000000,2020-07-29 16:06:37.000000,2020-07-15 13:46:58.000000,1112,125.0,263.0,3511,1184.0,Portfolio and risk analytics in Python.,55.0,26,True,2019-04-15 15:00:21.000000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,257.0,203.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000000,54.0,4398.0,4555.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267000,5656.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
252,Perspective,finos/perspective,,data-viz,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000000,2021-02-24 23:58:16.000000,2021-02-21 18:23:53.000000,350,77.0,309.0,3227,4355.0,Streaming pivot visualization via WebAssembly.,62.0,26,True,2021-02-24 14:38:08.000000,0.6.1,40.0,perspective-python,,,,['jupyter'],186.0,178.0,https://pypi.org/project/perspective-python,2021-02-24 14:38:08.000000,8.0,462.0,2416.0,,,,,,,,3.0,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-02-12 04:20:19.050000,,1954.0,,,,,,,,,,,,,,
253,AutoGluon,awslabs/autogluon,,hyperopt,https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000000,2021-02-25 15:00:08.000000,2021-02-25 01:43:35.000000,392,93.0,296.0,3004,530.0,"AutoGluon: AutoML for Text, Image, and Tabular Data.",53.0,26,True,2020-12-08 19:01:22.000000,0.0.15,337.0,autogluon,,,,['mxnet'],46.0,46.0,https://pypi.org/project/autogluon,2021-02-24 09:14:44.000000,0.0,11608.0,11608.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
254,textract,deanmalmgren/textract,,data-loading,https://github.com/deanmalmgren/textract,https://github.com/deanmalmgren/textract,MIT,2014-07-03 20:36:59.000000,2021-02-15 14:04:11.000000,2019-11-14 08:37:39.000000,424,84.0,121.0,2960,556.0,extract text from any document. no muss. no fuss.,30.0,26,False,2019-08-26 15:05:53.000000,1.6.3,15.0,textract,conda-forge/textract,,,,192.0,,https://pypi.org/project/textract,2019-08-26 15:05:53.000000,192.0,18605.0,18804.0,https://anaconda.org/conda-forge/textract,2017-03-20 21:15:33.254000,10577.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
255,ftfy,LuminosoInsight/python-ftfy,,nlp,https://github.com/LuminosoInsight/python-ftfy,https://github.com/LuminosoInsight/python-ftfy,MIT,2012-08-24 16:14:59.000000,2021-02-24 18:35:03.000000,2021-02-11 19:54:35.000000,101,11.0,98.0,2893,524.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",17.0,26,True,2020-02-18 16:42:00.000000,5.6.1,42.0,ftfy,conda-forge/ftfy,,,,3575.0,2815.0,https://pypi.org/project/ftfy,2021-02-11 19:55:25.000000,760.0,274713.0,276782.0,https://anaconda.org/conda-forge/ftfy,2021-01-20 08:08:09.562000,95214.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
256,nevergrad,facebookresearch/nevergrad,,hyperopt,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000000,2021-02-25 13:57:55.000000,2021-02-23 13:46:28.000000,272,80.0,122.0,2839,783.0,A Python toolbox for performing gradient-free optimization.,42.0,26,True,2021-01-28 12:05:40.000000,0.4.3,27.0,nevergrad,conda-forge/nevergrad,,,,149.0,135.0,https://pypi.org/project/nevergrad,2021-01-28 12:05:40.000000,14.0,10071.0,10697.0,https://anaconda.org/conda-forge/nevergrad,2020-12-14 18:21:29.267000,6262.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
257,DeepChem,deepchem/deepchem,,others,https://github.com/deepchem/deepchem,https://github.com/deepchem/deepchem,MIT,2015-09-24 23:20:28.000000,2021-02-25 12:09:53.000000,2021-02-25 08:51:26.000000,924,346.0,858.0,2758,6227.0,"Democratizing Deep-Learning for Drug Discovery, Quantum Chemistry, Materials Science and Biology.",149.0,26,True,2021-01-13 21:21:38.000000,2.4.0,215.0,deepchem,,,,['tensorflow'],41.0,37.0,https://pypi.org/project/deepchem,2021-02-25 08:53:51.000000,4.0,1465.0,1465.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
258,Catalyst,catalyst-team/catalyst,,ml-experiments,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000000,2021-02-25 06:37:15.000000,2021-01-21 11:13:00.000000,281,13.0,268.0,2448,1469.0,Accelerated deep learning R&D.,81.0,26,True,2020-12-20 10:12:32.000000,20.12,88.0,catalyst,,,,['pytorch'],347.0,309.0,https://pypi.org/project/catalyst,2021-02-03 07:06:09.000000,38.0,4479.0,4479.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
259,pygal,Kozea/pygal,,graph,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000000,2020-12-24 20:11:00.000000,2020-10-14 16:41:45.000000,380,164.0,240.0,2325,1012.0,PYthon svg GrAph plotting Library.,69.0,26,False,2017-07-05 09:22:41.000000,2.4.0,74.0,pygal,conda-forge/pygal,,,,1152.0,,https://pypi.org/project/pygal,2020-10-14 13:06:35.000000,1152.0,45884.0,46174.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728000,5811.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
260,gpustat,wookayin/gpustat,,gpu-utilities,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000000,2021-02-01 09:12:28.000000,2021-01-13 04:00:20.000000,183,20.0,49.0,2242,166.0,A simple command-line utility for querying and monitoring GPU status.,10.0,26,True,2019-07-22 06:37:00.000000,0.6.0,11.0,gpustat,conda-forge/gpustat,,,,702.0,644.0,https://pypi.org/project/gpustat,2021-01-02 05:59:41.000000,58.0,150138.0,151157.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772000,23443.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
261,GluonNLP,dmlc/gluon-nlp,,nlp,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000000,2021-02-25 00:55:27.000000,2021-02-22 02:13:01.000000,508,252.0,288.0,2227,824.0,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",81.0,26,True,2020-08-13 19:17:42.000000,0.10.0,26.0,gluonnlp,,,,['mxnet'],431.0,409.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000000,22.0,23487.0,23487.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
262,Captum,pytorch/captum,,interpretability,https://github.com/pytorch/captum,https://github.com/pytorch/captum,BSD-3-Clause,2019-08-27 15:34:41.000000,2021-02-24 16:44:55.000000,2021-02-18 02:04:40.000000,216,51.0,156.0,2167,792.0,Model interpretability and understanding for PyTorch.,69.0,26,True,2021-01-23 18:11:12.000000,0.3.1,5.0,captum,,,,['pytorch'],124.0,124.0,https://pypi.org/project/captum,2021-01-22 20:55:47.000000,0.0,8145.0,8145.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
263,Core ML Tools,apple/coremltools,,model-serialisation,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000000,2021-02-25 00:53:12.000000,2021-02-25 00:52:56.000000,340,330.0,327.0,2119,860.0,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",109.0,26,True,2021-02-05 02:07:15.000000,4.1,28.0,coremltools,,,,,731.0,465.0,https://pypi.org/project/coremltools,2021-02-05 01:28:44.000000,266.0,27496.0,27556.0,,,,,,,,1.0,2483.0,,,,,,,,,,,,,,,,,,,,,
264,aubio,aubio/aubio,,audio,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000000,2021-01-19 16:59:52.641000,2021-01-19 09:51:49.000000,296,106.0,173.0,2051,4111.0,a library for audio and music analysis.,24.0,26,False,2019-02-27 09:00:43.000000,0.4.9,10.0,aubio,conda-forge/aubio,,,,249.0,213.0,https://pypi.org/project/aubio,2019-02-08 11:21:02.000000,36.0,1108.0,9427.0,https://anaconda.org/conda-forge/aubio,2021-01-19 16:59:52.641000,391023.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
265,TextDistance,life4/textdistance,,nlp,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000000,2021-01-29 15:41:57.288000,2021-01-29 09:03:55.000000,165,9.0,,1917,304.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",9.0,26,True,2021-01-29 09:04:46.000000,.4.2.1,21.0,textdistance,conda-forge/textdistance,,,,393.0,365.0,https://pypi.org/project/textdistance,2021-01-29 09:03:27.000000,28.0,110144.0,110897.0,https://anaconda.org/conda-forge/textdistance,2021-01-29 15:41:57.288000,24787.0,,,,,2.0,102.0,,,,,,,,,,,,,,,,,,,,,
