,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
80,glfw,glfw/glfw,,image,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000000,2021-12-30 09:49:20.000000,2021-12-27 00:31:38.000000,3230,467.0,1068.0,8465.0,4375.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",178.0,31,False,2021-12-18 09:10:57.000000,2.5.0,42.0,glfw,conda-forge/glfw,,,,215.0,1.0,https://pypi.org/project/glfw,2021-12-18 09:10:57.000000,214.0,71416.0,104394.0,https://anaconda.org/conda-forge/glfw,2021-12-10 00:25:15.337000,42591.0,,,,,2.0,,2569809.0,,,,,,,,,,,,,,,,,,,
81,Prefect,PrefectHQ/prefect,,data-pipelines,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000000,2021-12-30 13:35:51.000000,2021-12-29 17:53:14.000000,759,392.0,1612.0,8015.0,14251.0,The easiest way to automate your data.,281.0,31,True,2021-12-22 22:07:01.000000,0.15.11,112.0,prefect,conda-forge/prefect,,,,542.0,540.0,https://pypi.org/project/prefect,2021-12-22 22:07:01.000000,2.0,162184.0,169191.0,https://anaconda.org/conda-forge/prefect,2021-12-23 15:32:46.415000,231241.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
82,sentence-transformers,UKPLab/sentence-transformers,,nlp,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000000,2021-12-30 09:32:37.000000,2021-12-30 09:32:37.000000,1283,607.0,618.0,6746.0,1023.0,Multilingual Sentence & Image Embeddings with BERT.,68.0,31,True,2021-10-01 09:10:30.000000,2.1.0,40.0,sentence-transformers,,,,['pytorch'],2123.0,2123.0,https://pypi.org/project/sentence-transformers,2021-10-01 08:44:06.000000,0.0,535230.0,535230.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
83,Catboost,catboost/catboost,,ml-frameworks,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000000,2021-12-30 13:33:26.000000,2021-12-30 13:33:23.000000,937,324.0,1359.0,6269.0,20247.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",935.0,31,True,2021-11-04 04:25:01.000000,1.0.3,100.0,catboost,conda-forge/catboost,,,,162.0,,https://pypi.org/project/catboost,2021-11-04 02:36:37.000000,162.0,3238274.0,3260339.0,https://anaconda.org/conda-forge/catboost,2021-11-09 18:53:14.338000,889260.0,,,,,2.0,,70642.0,,,,,,,,,,,,,,,,,,,
84,Chainer,chainer/chainer,,ml-frameworks,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000000,2021-12-30 07:37:11.000000,2021-06-10 08:30:31.000000,1374,18.0,2026.0,5662.0,30595.0,A flexible framework of neural networks for deep learning.,320.0,31,True,2021-06-10 09:05:28.000000,7.8.0,110.0,chainer,,,,,3197.0,2455.0,https://pypi.org/project/chainer,2021-06-10 08:29:05.000000,742.0,20871.0,20871.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
85,PyOD,yzhao062/pyod,,others,https://github.com/yzhao062/pyod,https://github.com/yzhao062/pyod,BSD-2-Clause,2017-10-03 20:29:04.000000,2021-12-28 20:37:52.000000,2021-12-25 03:11:38.000000,1007,116.0,116.0,5126.0,1410.0,A Python Toolbox for Scalable Outlier Detection (Anomaly Detection).,33.0,31,True,2021-12-25 03:24:47.000000,0.9.6,74.0,pyod,,,,,1043.0,1037.0,https://pypi.org/project/pyod,2021-12-25 03:23:33.000000,6.0,469946.0,469946.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
86,Dagster,dagster-io/dagster,,data-pipelines,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000000,2021-12-30 05:23:43.000000,2021-12-24 02:57:15.000000,494,850.0,2695.0,4134.0,9333.0,"An orchestration platform for the development, production, and observation of data assets.",178.0,31,True,2021-12-17 00:42:03.000000,0.13.12,410.0,dagster,conda-forge/dagster,,,,281.0,277.0,https://pypi.org/project/dagster,2021-12-17 00:36:33.000000,4.0,174190.0,191296.0,https://anaconda.org/conda-forge/dagster,2021-12-17 19:04:03.892000,427667.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
87,dbt,fishtown-analytics/dbt,,data-pipelines,https://github.com/dbt-labs/dbt-core,https://github.com/dbt-labs/dbt-core,Apache-2.0,2016-03-10 02:38:00.000000,2021-12-28 20:10:29.000000,2021-12-23 14:26:22.000000,711,263.0,2150.0,3956.0,2481.0,dbt enables data analysts and engineers to transform their data using the same practices that software engineers use..,189.0,31,True,2021-12-06 20:32:12.000000,1.0.0,173.0,dbt,conda-forge/dbt,,,,255.0,237.0,https://pypi.org/project/dbt,2021-12-06 20:32:12.000000,18.0,578216.0,581318.0,https://anaconda.org/conda-forge/dbt,2021-12-09 22:07:39.668000,189201.0,,,,,2.0,,113.0,,,,,,,,dbt,dbt-labs/dbt-core,,,,,,,,,,
88,TensorFlow Datasets,tensorflow/datasets,,tensorflow-utils,https://github.com/tensorflow/datasets,https://github.com/tensorflow/datasets,Apache-2.0,2018-09-10 21:27:22.000000,2021-12-29 20:46:51.000000,2021-12-29 20:46:47.000000,1184,515.0,605.0,3096.0,4498.0,"TFDS is a collection of datasets ready to use with TensorFlow, Jax, ...",240.0,31,True,2021-07-28 12:29:08.000000,4.4.0,23.0,tensorflow-datasets,,,,['tensorflow'],102.0,,https://pypi.org/project/tensorflow-datasets,2021-07-28 12:24:01.000000,102.0,1705180.0,1705180.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
89,tensorflow-hub,tensorflow/hub,,tensorflow-utils,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000000,2021-12-30 14:43:51.000000,2021-12-30 14:43:49.000000,1610,15.0,617.0,3013.0,1018.0,A library for transfer learning by reusing parts of TensorFlow models.,83.0,31,True,2021-04-14 13:17:26.000000,0.12.0,15.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],10024.0,9710.0,https://pypi.org/project/tensorflow-hub,2021-04-14 12:54:13.000000,314.0,3118427.0,3119842.0,https://anaconda.org/conda-forge/tensorflow-hub,2021-04-18 18:01:14.779000,59459.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
90,PyQtGraph,pyqtgraph/pyqtgraph,,data-viz,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000000,2021-12-30 09:17:32.000000,2021-12-15 18:20:57.000000,896,309.0,677.0,2667.0,3138.0,Fast data visualization and GUI tools for scientific / engineering applications.,214.0,31,True,2021-10-11 03:35:04.000000,0.12.3,16.0,pyqtgraph,conda-forge/pyqtgraph,,,,890.0,,https://pypi.org/project/pyqtgraph,2021-10-11 03:35:04.000000,890.0,69154.0,72746.0,https://anaconda.org/conda-forge/pyqtgraph,2021-10-11 16:15:08.513000,211950.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
91,Shapely,Toblerity/Shapely,,geospatial-data,https://github.com/shapely/shapely,https://github.com/shapely/shapely,BSD-3-Clause,2011-12-31 19:43:11.000000,2021-12-29 15:05:56.000000,2021-12-27 14:37:51.000000,440,148.0,660.0,2573.0,,Manipulation and analysis of geometric objects.,131.0,31,True,2021-10-25 16:52:16.000000,1.8.0,105.0,shapely,conda-forge/shapely,,,,30420.0,24962.0,https://pypi.org/project/shapely,2021-10-25 16:26:07.000000,5458.0,5797132.0,5838657.0,https://anaconda.org/conda-forge/shapely,2021-11-20 09:37:12.537000,3072912.0,,,,,1.0,,,,,,,,,,,shapely/shapely,,,,,,,,,,
92,opencv-python,opencv/opencv-python,,image,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000000,2021-12-29 05:59:26.000000,2021-12-27 16:40:57.000000,483,30.0,467.0,2432.0,820.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",36.0,31,True,2021-12-28 06:05:52.000000,62,61.0,opencv-python,,,,,12560.0,,https://pypi.org/project/opencv-python,2021-12-29 05:59:26.000000,12560.0,4337546.0,4337546.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
93,numexpr,pydata/numexpr,,data-containers,https://github.com/pydata/numexpr,https://github.com/pydata/numexpr,MIT,2013-11-30 22:33:48.000000,2021-12-16 07:15:20.000000,2021-12-10 22:32:48.000000,172,58.0,258.0,1708.0,701.0,"Fast numerical array expression evaluator for Python, NumPy, PyTables, pandas, bcolz and more.",59.0,31,True,2021-12-10 22:03:53.000000,2.8.1,43.0,numexpr,conda-forge/numexpr,,,,5482.0,,https://pypi.org/project/numexpr,2021-12-15 14:40:01.971000,5482.0,1534126.0,1587667.0,https://anaconda.org/conda-forge/numexpr,2021-12-09 17:29:02.384000,3426677.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
94,Rasterio,mapbox/rasterio,,geospatial-data,https://github.com/rasterio/rasterio,https://github.com/rasterio/rasterio,BSD-3-Clause,2013-11-04 16:36:27.000000,2021-12-29 20:50:59.000000,2021-12-23 03:16:02.000000,455,138.0,1352.0,1644.0,3465.0,Rasterio reads and writes geospatial raster datasets.,118.0,31,True,2021-10-21 15:00:11.000000,1.3a2,133.0,rasterio,conda-forge/rasterio,,,,4994.0,4144.0,https://pypi.org/project/rasterio,2021-10-15 02:04:49.000000,850.0,666820.0,686514.0,https://anaconda.org/conda-forge/rasterio,2021-12-03 17:40:11.927000,1358317.0,,,,,1.0,,742.0,,,,,,,,,rasterio/rasterio,,,,,,,,,,
95,Wand,emcconville/wand,,image,https://github.com/emcconville/wand,https://github.com/emcconville/wand,MIT,2011-09-30 21:36:38.000000,2021-11-20 16:28:51.000000,2021-11-20 16:28:47.000000,192,16.0,347.0,1136.0,1741.0,The ctypes-based simple ImageMagick binding for Python.,97.0,31,True,2021-08-17 02:43:04.000000,0.6.7,50.0,wand,,,,,9306.0,8136.0,https://pypi.org/project/wand,2021-08-17 02:13:00.000000,1170.0,331746.0,331888.0,,,,,,,,2.0,,5272.0,,,,,,,,,,,,,,,,,,,
96,fastText,facebookresearch/fastText,,nlp,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000000,2021-12-17 14:37:54.000000,2020-07-18 00:20:40.000000,4392,470.0,597.0,23234.0,379.0,Library for fast text representation and classification.,58.0,30,False,2020-04-28 09:54:50.000000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,2637.0,2447.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000000,190.0,420306.0,420819.0,https://anaconda.org/conda-forge/fasttext,2021-11-08 12:46:40.327000,25665.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
97,DeepSpeech,mozilla/DeepSpeech,,audio,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2021-12-03 15:25:49.000000,2021-11-17 17:52:52.000000,3312,119.0,1933.0,18737.0,3466.0,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",162.0,30,True,2020-12-10 17:22:09.000000,0.9.3,100.0,deepspeech,,,,['tensorflow'],705.0,647.0,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,58.0,7120.0,26976.0,,,,,,,,1.0,7.0,774402.0,,,,,,,,,,,,,,,,,,,
98,PyFlink,apache/flink,,ml-frameworks,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000000,2021-12-30 13:40:36.000000,2021-12-30 13:24:24.000000,9836,690.0,,17862.0,29259.0,Apache Flink Python API.,1428.0,30,True,2021-12-16 03:04:06.000000,1.14.2,27.0,apache-flink,,,,,0.0,,https://pypi.org/project/apache-flink,2021-12-16 03:04:06.000000,0.0,8425.0,8425.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
99,PyTorch Image Models,rwightman/pytorch-image-models,,image,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000000,2021-12-29 14:58:50.000000,2021-12-22 07:52:39.000000,2440,57.0,382.0,15431.0,1221.0,"PyTorch image models, scripts, pretrained weights -- ResNet, ResNeXT, EfficientNet, EfficientNetV2, NFNet, Vision..",63.0,30,True,2021-10-04 00:02:48.000000,0.1-rsb-weights,27.0,,,,,['pytorch'],1671.0,1671.0,,,,,25889.0,,,,,,,,2.0,,802566.0,,,,,,,,,,,,,,,,,,,
100,zipline,quantopian/zipline,,financial-data,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000000,2021-11-01 20:36:25.000000,2020-10-14 16:36:49.000000,4203,346.0,651.0,14743.0,6226.0,"Zipline, a Pythonic Algorithmic Trading Library.",153.0,30,False,2020-10-05 15:46:20.429000,1.4.1,30.0,zipline,,,,,959.0,801.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429000,158.0,4544.0,4544.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
101,EasyOCR,JaidedAI/EasyOCR,,ocr,https://github.com/JaidedAI/EasyOCR,https://github.com/JaidedAI/EasyOCR,Apache-2.0,2020-03-14 11:46:39.000000,2021-12-21 20:15:25.000000,2021-10-15 02:56:26.000000,1730,143.0,329.0,13460.0,474.0,"Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic,..",90.0,30,True,2021-09-11 09:38:37.000000,1.4.1,25.0,easyocr,,,,,778.0,778.0,https://pypi.org/project/easyocr,2021-09-11 09:38:37.000000,0.0,125026.0,176725.0,,,,,,,,1.0,,930599.0,,,,,,,,,,,,,,,,,,,
102,Jina,jina-ai/jina,,ml-frameworks,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000000,2021-12-30 14:05:40.000000,2021-12-29 23:07:30.000000,1741,90.0,1164.0,12998.0,6883.0,Cloud-native neural search framework for kind of data.,134.0,30,True,2021-12-22 08:39:34.000000,2.6.3,1533.0,jina,,jinaai/jina,,,205.0,205.0,https://pypi.org/project/jina,2021-12-28 14:09:54.000000,,10617.0,56083.0,,,,https://hub.docker.com/r/jinaai/jina,2021-12-28 14:40:56.785802,6.0,1000258.0,2.0,,,,,,,,,,,,,,,,,,,,,
103,horovod,horovod/horovod,,distributed-ml,https://github.com/horovod/horovod,https://github.com/horovod/horovod,Apache-2.0,2017-08-09 19:39:59.000000,2021-12-30 06:37:04.000000,2021-12-27 06:06:46.000000,1935,266.0,1664.0,11974.0,1115.0,"Distributed training framework for TensorFlow, Keras, PyTorch, and Apache MXNet.",140.0,30,True,2021-10-06 18:03:55.000000,0.23.0,67.0,horovod,,,,,518.0,478.0,https://pypi.org/project/horovod,2021-10-06 18:03:55.000000,40.0,40528.0,40528.0,,,,,,,,2.0,,,stable/horovod,,,,,,,,,,,,,,,,,,
104,Lime,marcotcr/lime,,interpretability,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000000,2021-10-19 11:55:10.000000,2021-07-29 23:17:25.000000,1495,22.0,525.0,9421.0,531.0,Lime: Explaining the predictions of any machine learning classifier.,61.0,30,True,2020-04-03 22:05:03.000000,0.2.0.0,38.0,lime,conda-forge/lime,,,,1954.0,1826.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000000,128.0,1286164.0,1287653.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538000,89393.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
105,Annoy,spotify/annoy,,nn-search,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000000,2021-12-23 19:08:44.000000,2021-10-18 14:07:24.000000,952,39.0,298.0,9309.0,832.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,75.0,30,True,2020-09-18 16:07:59.000000,1.17.0,43.0,annoy,,,,,2240.0,1880.0,https://pypi.org/project/annoy,2020-09-18 16:07:59.000000,360.0,774492.0,774492.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
106,dgl,dmlc/dgl,,graph,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000000,2021-12-30 09:05:57.000000,2021-12-29 06:01:01.000000,1893,297.0,1010.0,8725.0,2051.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",183.0,30,True,2021-11-08 04:09:08.000000,0.7.2,438.0,dgl,,,,,30.0,,https://pypi.org/project/dgl,2021-05-27 13:25:52.000000,30.0,69836.0,69836.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
107,Pydub,jiaaro/pydub,,audio,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000000,2021-12-28 02:38:36.000000,2021-06-08 14:06:40.000000,769,204.0,253.0,5811.0,742.0,Manipulate audio with a simple and easy high level interface.,90.0,30,True,2021-03-10 02:10:41.000000,0.25.1,68.0,pydub,conda-forge/pydub,,,,11376.0,10022.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000000,1354.0,840980.0,841535.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142000,20004.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
108,Kornia,kornia/kornia,,image,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000000,2021-12-29 22:23:46.000000,2021-12-29 16:49:08.000000,547,119.0,387.0,5660.0,1929.0,Open Source Differentiable Computer Vision Library.,144.0,30,True,2021-12-03 21:54:30.000000,0.6.2,26.0,kornia,,,,['pytorch'],871.0,871.0,https://pypi.org/project/kornia,2021-12-03 21:54:30.000000,0.0,193629.0,193633.0,,,,,,,,2.0,,173.0,,,,,,,,,,,,,,,,,,,
109,sentencepiece,google/sentencepiece,,nlp,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000000,2021-12-21 12:01:28.000000,2021-07-02 15:44:09.000000,735,48.0,444.0,5565.0,697.0,Unsupervised text tokenizer for Neural Network-based text generation.,57.0,30,True,2021-06-18 09:34:31.000000,0.1.96,31.0,sentencepiece,conda-forge/sentencepiece,,,,12026.0,11786.0,https://pypi.org/project/sentencepiece,2021-06-18 09:34:31.000000,240.0,3201576.0,3209949.0,https://anaconda.org/conda-forge/sentencepiece,2021-11-05 06:32:08.219000,134418.0,,,,,2.0,,18710.0,,,,,,,,,,,,,,,,,,,
110,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2021-12-30 09:00:52.000000,2021-12-21 21:45:32.000000,1123,61.0,744.0,5022.0,888.0,Gluon CV Toolkit.,114.0,30,True,2021-07-25 02:48:59.000000,0.10.4,1258.0,gluoncv,,,,['mxnet'],669.0,639.0,https://pypi.org/project/gluoncv,2021-12-30 09:00:52.000000,30.0,518892.0,518892.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
111,PyCaret,pycaret/pycaret,,ml-experiments,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000000,2021-12-30 13:27:03.000000,2021-12-30 13:09:01.000000,1089,208.0,1041.0,4669.0,2063.0,"An open-source, low-code machine learning library in Python.",69.0,30,True,2021-11-19 19:07:34.000000,2.3.5,74.0,pycaret,,,,,1634.0,1634.0,https://pypi.org/project/pycaret,2021-11-19 19:07:34.000000,0.0,332370.0,332399.0,,,,,,,,2.0,,502.0,,,,,,,,,,,,,,,,,,,
112,GeoPandas,geopandas/geopandas,,geospatial-data,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000000,2021-12-30 14:05:22.000000,2021-12-30 13:27:26.000000,656,417.0,839.0,2927.0,,Python tools for geographic data.,156.0,30,True,2021-10-16 06:59:55.000000,0.10.2,40.0,geopandas,conda-forge/geopandas,,,['pandas'],12609.0,11443.0,https://pypi.org/project/geopandas,2021-10-16 06:59:50.000000,1166.0,1895273.0,1913587.0,https://anaconda.org/conda-forge/geopandas,2021-12-01 18:19:27.710000,1262339.0,,,,,2.0,-3.0,1332.0,,,,,,,,,,,,,,,,,,,
113,AzureML SDK,Azure/MachineLearningNotebooks,,ml-experiments,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000000,2021-12-13 18:36:09.000000,2021-12-13 18:36:08.000000,1954,199.0,1013.0,2801.0,1164.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,57.0,30,True,2021-11-08 15:39:29.000000,1.36.0,84.0,azureml-sdk,,,,,60.0,,https://pypi.org/project/azureml-sdk,2021-12-13 16:21:23.000000,60.0,1869992.0,1870003.0,,,,,,,,2.0,,426.0,,,,,,,,,,,,,,,,,,,
114,mrjob,Yelp/mrjob,,data-pipelines,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000000,2021-11-08 11:23:32.000000,2020-11-16 22:20:52.000000,600,205.0,1093.0,2574.0,8622.0,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,30,False,2020-09-17 22:26:01.000000,0.7.4,62.0,mrjob,conda-forge/mrjob,,,,1126.0,902.0,https://pypi.org/project/mrjob,2020-09-17 22:26:01.000000,224.0,104377.0,111088.0,https://anaconda.org/conda-forge/mrjob,2020-12-24 22:44:29.424000,422837.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
115,Keras Tuner,keras-team/keras-tuner,,hyperopt,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000000,2021-12-30 00:59:47.000000,2021-12-10 03:14:33.000000,310,166.0,197.0,2445.0,862.0,Hyperparameter tuning for humans.,41.0,30,True,2021-11-05 17:28:50.000000,1.1.0,11.0,keras-tuner,,,,['tensorflow'],1043.0,1039.0,https://pypi.org/project/keras-tuner,2021-11-05 17:28:50.000000,4.0,765792.0,765792.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
116,hmmlearn,hmmlearn/hmmlearn,,probabilistics,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000000,2021-12-21 12:29:33.000000,2021-12-21 12:28:59.000000,684,57.0,314.0,2396.0,396.0,"Hidden Markov Models in Python, with scikit-learn like API.",38.0,30,True,2021-07-18 14:01:41.000000,0.2.6,9.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1359.0,1153.0,https://pypi.org/project/hmmlearn,2021-07-18 14:01:41.000000,206.0,475378.0,478266.0,https://anaconda.org/conda-forge/hmmlearn,2021-11-13 15:23:53.699000,106879.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
117,xarray,pydata/xarray,,data-containers,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000000,2021-12-30 00:09:07.000000,2021-12-29 16:54:17.000000,754,935.0,2202.0,2363.0,,N-D labeled arrays and datasets in Python.,349.0,30,True,2021-12-10 02:09:26.000000,0.20.2,63.0,xarray,conda-forge/xarray,,,,9745.0,8613.0,https://pypi.org/project/xarray,2021-12-10 02:09:26.000000,1132.0,920836.0,984620.0,https://anaconda.org/conda-forge/xarray,2021-12-10 08:48:43.752000,4401105.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
118,scikit-optimize,scikit-optimize/scikit-optimize,,hyperopt,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000000,2021-12-15 05:01:56.230000,2021-10-12 13:32:38.000000,417,232.0,386.0,2266.0,1570.0,Sequential model-based optimization with a `scipy.optimize` interface.,75.0,30,True,2021-10-12 15:33:19.000000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,2402.0,2242.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000000,160.0,427734.0,437542.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230000,519851.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
119,ImageHash,JohannesBuchner/imagehash,,image,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2021-11-28 20:34:50.000000,2021-09-07 19:15:32.000000,281,13.0,92.0,2224.0,209.0,A Python Perceptual Image Hashing Module.,20.0,30,True,2021-07-15 12:35:01.000000,4.2.1,18.0,ImageHash,conda-forge/imagehash,,,,4512.0,3980.0,https://pypi.org/project/ImageHash,2021-07-15 12:35:01.000000,532.0,1115548.0,1118226.0,https://anaconda.org/conda-forge/imagehash,2021-07-15 15:00:27.543000,163383.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
120,category_encoders,scikit-learn-contrib/category_encoders,,sklearn-utils,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000000,2021-11-28 14:52:41.000000,2021-11-16 22:47:58.000000,336,78.0,161.0,1803.0,740.0,A library of sklearn compatible categorical variable encoders.,48.0,30,True,2021-10-13 15:40:27.000000,2.3.0-rerelease,19.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],2856.0,2833.0,https://pypi.org/project/category_encoders,2018-10-14 14:15:54.000000,23.0,895881.0,897977.0,https://anaconda.org/conda-forge/category_encoders,2021-10-13 18:33:34.503000,136279.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
121,Lifelines,CamDavidsonPilon/lifelines,,medical-data,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000000,2021-12-01 02:47:32.482000,2021-11-30 19:30:36.000000,449,218.0,619.0,1771.0,2154.0,Survival analysis in Python.,98.0,30,True,2021-11-30 20:20:36.000000,0.26.4,160.0,lifelines,conda-forge/lifelines,,,,866.0,740.0,https://pypi.org/project/lifelines,2021-11-30 20:20:36.000000,126.0,305404.0,308093.0,https://anaconda.org/conda-forge/lifelines,2021-12-01 02:47:32.482000,177499.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
