,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
170,Fiona,Toblerity/Fiona,geospatial-data,,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000,2025-04-22 14:56:20.833000,2025-02-20 23:53:44,1571.0,1.0,207.0,46.0,633.0,34.0,778.0,1182.0,Fiona reads and writes geographic data files.,78.0,34,True,2024-09-16 20:20:31.000,1.10.1,117.0,fiona,conda-forge/fiona,,,,25865.0,25482.0,https://pypi.org/project/fiona,2024-09-16 20:14:20.000,383.0,4326633.0,4445393.0,https://anaconda.org/conda-forge/fiona,2025-04-22 14:56:20.833,6769328.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
171,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2025-04-24 13:27:11.000000,2025-04-24 13:27:10,14743.0,222.0,306.0,34.0,1984.0,520.0,708.0,1100.0,Python package for earth-observing satellite data processing.,177.0,34,False,2025-03-21 15:40:35.000,0.55.0,101.0,satpy,conda-forge/satpy,,,,201.0,169.0,https://pypi.org/project/satpy,2025-03-21 15:40:35.000,32.0,10562.0,15171.0,https://anaconda.org/conda-forge/satpy,2025-04-22 14:56:52.544,267339.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
172,NiBabel,nipy/nibabel,medical-data,,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000,2025-04-22 14:56:22.960000,2025-03-18 15:42:20,6120.0,12.0,259.0,34.0,868.0,130.0,416.0,695.0,Python package to access a cacophony of neuro-imaging file formats.,106.0,34,True,2024-10-23 14:19:52.000,5.3.2,45.0,nibabel,conda-forge/nibabel,,,,28921.0,27740.0,https://pypi.org/project/nibabel,2024-10-23 14:19:52.000,1181.0,792176.0,807482.0,https://anaconda.org/conda-forge/nibabel,2025-04-22 14:56:22.960,887768.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
173,detectron2,facebookresearch/detectron2,image,,https://github.com/facebookresearch/detectron2,https://github.com/facebookresearch/detectron2,Apache-2.0,2019-09-05 21:30:20.000,2025-04-22 14:57:26.066000,2025-04-13 16:47:48,1541.0,1.0,7505.0,392.0,703.0,542.0,3087.0,31816.0,"Detectron2 is a platform for object detection, segmentation and other visual recognition tasks.",277.0,33,True,2021-11-15 22:08:26.000,0.6,10.0,detectron2,conda-forge/detectron2,,,['pytorch'],2430.0,2417.0,https://pypi.org/project/detectron2,2020-02-06 00:35:57.000,13.0,,11595.0,https://anaconda.org/conda-forge/detectron2,2025-04-22 14:57:26.066,660941.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
174,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,ICU,2018-08-02 17:56:45.000,2025-04-24 14:23:11.000000,2025-04-23 21:39:42,19246.0,227.0,4957.0,398.0,6123.0,149.0,4060.0,27806.0,AIs query engine - Platform for building AI that can learn and answer questions over large scale federated data.,872.0,33,False,2025-04-22 11:56:45.000,25.4.4.0,537.0,mindsdb,,,,['pytorch'],,,https://pypi.org/project/mindsdb,2025-04-22 11:57:55.000,,19616.0,19616.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
175,spleeter,deezer/spleeter,audio,,https://github.com/deezer/spleeter,https://github.com/deezer/spleeter,MIT,2019-09-26 15:40:46.000,2025-04-22 14:57:16.666000,2025-04-02 16:22:19,540.0,2.0,2918.0,389.0,127.0,259.0,561.0,26744.0,Deezer source separation library including pretrained models.,22.0,33,True,2025-04-03 08:14:05.000,2.4.2,38.0,spleeter,conda-forge/spleeter,,,['tensorflow'],1009.0,991.0,https://pypi.org/project/spleeter,2025-04-03 08:14:05.000,18.0,30260.0,91723.0,https://anaconda.org/conda-forge/spleeter,2025-04-22 14:57:16.666,107645.0,,,,,2.0,3947323.0,,,,,,,,,,,,,,,,,,,
176,Recommenders,microsoft/recommenders,recommender-systems,,https://github.com/recommenders-team/recommenders,https://github.com/recommenders-team/recommenders,MIT,2018-09-19 10:06:07.000,2025-04-23 13:41:34.000000,2025-01-19 03:16:46,9035.0,,3156.0,278.0,1320.0,161.0,721.0,20112.0,Best Practices on Recommendation Systems.,137.0,33,True,2024-12-24 07:39:57.000,1.2.1,14.0,recommenders,,,,,169.0,165.0,https://pypi.org/project/recommenders,2024-12-24 07:18:07.000,4.0,20976.0,20985.0,,,,,,,,1.0,729.0,,,,,,recommenders-team/recommenders,,,,,,,,,,,,,
177,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2025-04-22 16:44:35.000000,2025-01-17 12:10:18,1423.0,,3739.0,742.0,1143.0,417.0,589.0,19448.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,33,True,2023-12-02 01:16:14.308,0.1.0,68.0,magenta,,,,['tensorflow'],580.0,575.0,https://pypi.org/project/magenta,2022-08-01 18:23:00.243,5.0,9431.0,9431.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
178,Prophet,facebook/prophet,time-series-data,,https://github.com/facebook/prophet,https://github.com/facebook/prophet,MIT,2016-11-16 01:50:08.000,2025-04-22 14:57:50.177000,2024-10-20 08:37:57,818.0,,4535.0,452.0,471.0,437.0,1737.0,19124.0,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear..,183.0,33,True,2024-10-02 23:56:39.000,1.1.6-patched-pypi,18.0,fbprophet,conda-forge/prophet,,,,112.0,21.0,https://pypi.org/project/fbprophet,2020-09-05 16:12:50.000,91.0,238056.0,267541.0,https://anaconda.org/conda-forge/prophet,2025-04-22 14:57:50.177,1413842.0,,,,,1.0,2981.0,,,,,,,,,,,,,,,,,,,
179,zipline,quantopian/zipline,financial-data,,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000,2025-04-22 14:57:35.321000,2020-10-14 16:36:49,6226.0,,4706.0,1019.0,1869.0,363.0,658.0,18403.0,"Zipline, a Pythonic Algorithmic Trading Library.",161.0,33,False,2020-10-05 15:46:20.429,1.4.1,30.0,zipline,conda-forge/zipline,,,,1039.0,1029.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429,10.0,3086.0,3269.0,https://anaconda.org/conda-forge/zipline,2025-04-22 14:57:35.321,10065.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
180,tensor2tensor,tensorflow/tensor2tensor,tensorflow-utils,,https://github.com/tensorflow/tensor2tensor,https://github.com/tensorflow/tensor2tensor,Apache-2.0,2017-06-15 16:57:39.000,2023-06-02 18:55:09.000000,2023-04-01 10:19:28,4379.0,,3518.0,471.0,671.0,590.0,672.0,16079.0,Library of deep learning models and datasets designed to make deep learning more accessible and accelerate ML research.,244.0,33,False,2020-06-17 16:31:34.798,1.15.7,79.0,tensor2tensor,,,,['tensorflow'],1557.0,1543.0,https://pypi.org/project/tensor2tensor,2020-06-17 16:31:34.798,14.0,11016.0,11016.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
181,Lime,marcotcr/lime,interpretability,,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000,2025-04-22 14:56:30.659000,2021-07-29 23:17:25,531.0,,1811.0,260.0,120.0,120.0,535.0,11856.0,Lime: Explaining the predictions of any machine learning classifier.,62.0,33,False,2020-04-03 22:05:03.000,0.2.0.0,39.0,lime,conda-forge/lime,,,,8588.0,8385.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000,203.0,187520.0,191968.0,https://anaconda.org/conda-forge/lime,2025-04-22 14:56:30.659,258005.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
182,wordcloud,amueller/word_cloud,data-viz,,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000,2025-04-22 14:56:26.236000,2025-04-12 19:24:14,581.0,1.0,2332.0,216.0,264.0,139.0,420.0,10366.0,A little word cloud generator in Python.,73.0,33,True,2024-11-10 14:34:59.000,1.9.4,21.0,wordcloud,conda-forge/wordcloud,,,,567.0,21.0,https://pypi.org/project/wordcloud,2024-11-10 14:34:59.000,546.0,1822375.0,1833919.0,https://anaconda.org/conda-forge/wordcloud,2025-04-22 14:56:26.236,658023.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
183,TPOT,EpistasisLab/tpot,hyperopt,,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40.000,2025-04-22 14:56:28.015000,2025-02-26 17:12:17,527.0,15.0,1575.0,286.0,441.0,299.0,640.0,9886.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,85.0,33,False,2025-02-26 17:16:32.000,1.0.0,64.0,tpot,conda-forge/tpot,,,['sklearn'],3469.0,3423.0,https://pypi.org/project/tpot,2025-02-26 17:16:32.000,46.0,46556.0,51613.0,https://anaconda.org/conda-forge/tpot,2025-04-22 14:56:28.015,293307.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
184,PaddleSeg,PaddlePaddle/PaddleSeg,image,,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000,2025-04-17 11:22:20.000000,2024-12-25 06:44:36,2948.0,,1687.0,90.0,1711.0,21.0,2151.0,8980.0,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks in..",131.0,33,True,2024-11-05 11:28:52.000,2.10.0,20.0,paddleseg,,,,['paddle'],1421.0,1414.0,https://pypi.org/project/paddleseg,2022-11-30 11:24:02.578,7.0,2046.0,2046.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
185,Pyro,pyro-ppl/pyro,probabilistics,,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000,2025-04-22 14:57:47.967000,2025-04-14 17:45:56,2511.0,12.0,987.0,200.0,2343.0,261.0,852.0,8734.0,Deep universal probabilistic programming with Python and PyTorch.,160.0,33,True,2024-06-02 00:37:37.000,1.9.1,36.0,pyro-ppl,conda-forge/pyro-ppl,,,['pytorch'],186.0,,https://pypi.org/project/pyro-ppl,2024-06-02 00:37:37.000,186.0,392095.0,396850.0,https://anaconda.org/conda-forge/pyro-ppl,2025-04-22 14:57:47.967,233036.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
186,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,ml-frameworks,,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000,2025-04-22 14:57:07.942000,2024-08-01 18:55:53,10421.0,,1925.0,347.0,3432.0,134.0,1142.0,8555.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,338.0,33,True,2024-08-08 17:57:21.000,9.10.0,30.0,vowpalwabbit,conda-forge/vowpalwabbit,,,,42.0,2.0,https://pypi.org/project/vowpalwabbit,2024-08-08 17:57:21.000,40.0,48817.0,55225.0,https://anaconda.org/conda-forge/vowpalwabbit,2025-04-22 14:57:07.942,346065.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
187,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2025-04-22 14:57:58.224000,2025-04-20 08:45:39,1336.0,54.0,924.0,62.0,1116.0,244.0,1449.0,8536.0,A python library for user-friendly forecasting and anomaly detection on time series.,133.0,33,True,2025-04-18 15:15:15.000,0.35.0,48.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,10.0,,https://pypi.org/project/u8darts,2025-04-18 15:15:15.000,10.0,78182.0,79893.0,https://anaconda.org/conda-forge/u8darts-all,2025-04-22 14:57:58.224,76263.0,https://hub.docker.com/r/unit8/darts,2025-04-18 14:58:21.859121,,1395.0,1.0,,,,,,,,,,,,,,,,,,,,
188,Bayesian Optimization,fmfn/BayesianOptimization,hyperopt,,https://github.com/bayesian-optimization/BayesianOptimization,https://github.com/bayesian-optimization/BayesianOptimization,MIT,2014-06-06 08:18:56.000,2025-04-22 07:26:22.000000,2025-04-22 07:24:58,400.0,7.0,1550.0,131.0,181.0,7.0,371.0,8196.0,A Python implementation of global optimization with gaussian processes.,48.0,33,True,2024-12-23 09:51:44.000,2.0.3,21.0,bayesian-optimization,,,,,3773.0,3619.0,https://pypi.org/project/bayesian-optimization,2024-12-27 08:24:39.000,154.0,437258.0,437259.0,,,,,,,,1.0,177.0,,,,,,bayesian-optimization/BayesianOptimization,,,,,,,,,,,,,
189,tensorboardX,lanpa/tensorboardX,ml-experiments,,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000,2025-04-24 12:30:05.000000,2025-04-24 12:30:04,549.0,6.0,862.0,83.0,296.0,81.0,377.0,7932.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",85.0,33,True,2023-07-30 14:05:26.000,2.6.2,24.0,tensorboardX,conda-forge/tensorboardx,,,,57259.0,56634.0,https://pypi.org/project/tensorboardX,2023-08-20 13:38:18.000,625.0,2762146.0,2784591.0,https://anaconda.org/conda-forge/tensorboardx,2025-04-22 14:56:45.200,1279122.0,,,,,2.0,478.0,,,,,,,,,,,,,,,,,,,
190,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,Apache-2.0,2017-09-26 08:00:56.000,2025-04-23 15:05:12.000000,2024-12-24 06:19:04,4785.0,,895.0,139.0,512.0,95.0,825.0,7443.0,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages.",69.0,33,True,2024-12-29 06:54:23.000,1.10.1,30.0,stanza,stanfordnlp/stanza,,,,3972.0,3776.0,https://pypi.org/project/stanza,2024-12-24 06:07:22.000,196.0,359593.0,359734.0,https://anaconda.org/stanfordnlp/stanza,2025-03-25 16:28:39.162,8601.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
191,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,sklearn-utils,,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000,2025-04-22 14:56:42.907000,2025-04-01 07:54:33,886.0,3.0,1289.0,141.0,525.0,48.0,571.0,6977.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,87.0,33,True,2024-12-20 18:36:46.000,0.13.0,39.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],476.0,,https://pypi.org/project/imbalanced-learn,2024-12-20 16:50:20.000,476.0,14226676.0,14238533.0,https://anaconda.org/conda-forge/imbalanced-learn,2025-04-22 14:56:42.907,687742.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
192,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2025-03-06 03:47:21.000000,2024-06-27 17:56:21,2895.0,,2256.0,177.0,1154.0,33.0,1429.0,6867.0,Open Source Neural Machine Translation and (Large) Language Models in PyTorch.,191.0,33,True,2024-03-18 14:02:12.000,3.5.1,50.0,OpenNMT-py,,,,['pytorch'],350.0,327.0,https://pypi.org/project/OpenNMT-py,2024-03-18 14:02:12.000,23.0,13479.0,13479.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
193,kaggle,Kaggle/kaggle-api,ml-experiments,,https://github.com/Kaggle/kaggle-api,https://github.com/Kaggle/kaggle-api,Apache-2.0,2018-01-25 03:02:39.000,2025-04-23 23:47:08.000000,2025-04-22 17:49:13,262.0,44.0,1151.0,207.0,215.0,148.0,370.0,6584.0,Official Kaggle API.,49.0,33,True,2025-03-14 22:46:23.000,1.7.4.2,79.0,kaggle,conda-forge/kaggle,,,,252.0,21.0,https://pypi.org/project/kaggle,2025-03-14 22:09:26.000,231.0,357208.0,361268.0,https://anaconda.org/conda-forge/kaggle,2025-04-22 14:57:05.316,223350.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
194,tensorpack,tensorpack/tensorpack,ml-frameworks,,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000,2025-04-22 14:58:03.026000,2023-08-06 00:30:36,2944.0,,1811.0,194.0,206.0,13.0,1343.0,6310.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,33,False,2020-04-24 19:04:45.487,0.10.1,37.0,tensorpack,conda-forge/tensorpack,,,['tensorflow'],1744.0,1726.0,https://pypi.org/project/tensorpack,2021-01-22 19:59:12.425,18.0,12988.0,13303.0,https://anaconda.org/conda-forge/tensorpack,2025-04-22 14:58:03.026,13163.0,,,,,2.0,187.0,,,,,,,,,,,,,,,,,,,
195,PML,KevinMusgrave/pytorch-metric-learning,pytorch-utils,,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000,2025-04-20 04:17:24.000000,2024-12-11 19:01:35,1284.0,,657.0,61.0,149.0,74.0,454.0,6127.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",46.0,33,True,2024-12-11 19:23:54.000,2.8.1,215.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],2677.0,2622.0,https://pypi.org/project/pytorch-metric-learning,2024-12-11 19:21:13.000,55.0,765304.0,765505.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2025-03-25 16:28:35.582,12715.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
196,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2025-04-22 14:57:25.759000,2025-04-04 01:06:00,257.0,7.0,930.0,126.0,43.0,76.0,149.0,5911.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,22.0,33,True,2024-11-21 20:20:09.000,0.2.5,9.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],5099.0,4983.0,https://pypi.org/project/torchdiffeq,2024-11-21 20:20:09.000,116.0,1077669.0,1078027.0,https://anaconda.org/conda-forge/torchdiffeq,2025-04-22 14:57:25.759,21128.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
197,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2025-04-23 20:10:50.000000,2025-04-08 14:28:52,2260.0,22.0,337.0,42.0,2244.0,383.0,674.0,5526.0,Aim An easy-to-use & supercharged open-source experiment tracker.,82.0,33,True,2025-03-21 18:01:33.000,3.28.0,1257.0,aim,conda-forge/aim,,,,905.0,864.0,https://pypi.org/project/aim,2025-04-23 20:10:50.000,41.0,180143.0,182767.0,https://anaconda.org/conda-forge/aim,2025-04-22 14:57:56.531,118099.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
198,mlpack,mlpack/mlpack,ml-frameworks,,https://github.com/mlpack/mlpack,https://github.com/mlpack/mlpack,BSD-3-Clause,2014-12-17 18:16:59.000,2025-04-22 21:36:20.000000,2025-04-22 21:36:20,30627.0,38.0,1652.0,185.0,2282.0,16.0,1631.0,5328.0,"mlpack: a fast, header-only C++ machine learning library.",332.0,33,True,2025-04-04 18:37:44.000,4.6.0,50.0,mlpack,conda-forge/mlpack,,,,6.0,,https://pypi.org/project/mlpack,2025-04-04 18:37:44.000,6.0,7155.0,13192.0,https://anaconda.org/conda-forge/mlpack,2025-04-22 14:56:52.929,350159.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
199,geopy,geopy/geopy,geospatial-data,,https://github.com/geopy/geopy,https://github.com/geopy/geopy,MIT,2010-03-04 22:05:28.000,2025-04-22 14:56:20.783000,2023-11-23 21:41:49,1136.0,,648.0,88.0,275.0,42.0,254.0,4621.0,Geocoding library for Python.,133.0,33,False,2023-11-23 21:50:14.000,2.4.1,61.0,geopy,conda-forge/geopy,,,,901.0,,https://pypi.org/project/geopy,2023-11-23 21:49:30.000,901.0,7271192.0,7299126.0,https://anaconda.org/conda-forge/geopy,2025-04-22 14:56:20.783,1620155.0,,,,,3.0,148.0,,,,,,,,,,,,,,,,,,,
200,TorchServe,pytorch/serve,model-serialisation,,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000,2025-04-23 02:27:53.000000,2025-03-17 18:20:57,3891.0,6.0,879.0,54.0,1744.0,439.0,1274.0,4346.0,"Serve, optimize and scale PyTorch models in production.",220.0,33,True,2024-09-30 22:46:39.000,0.12.0,26.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],882.0,858.0,https://pypi.org/project/torchserve,2024-09-30 18:57:42.000,24.0,91360.0,121249.0,https://anaconda.org/pytorch/torchserve,2025-03-25 16:24:31.948,491005.0,https://hub.docker.com/r/pytorch/torchserve,2024-09-30 22:07:15.226668,32.0,1424181.0,2.0,7682.0,,,,,,,,,,,,,,,,,,,
201,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2025-04-23 15:34:16.000000,2025-04-23 15:27:35,1145.0,13.0,364.0,56.0,1426.0,126.0,186.0,4050.0,A Python toolbox for performing gradient-free optimization.,58.0,33,True,2025-04-23 15:34:16.000,1.0.12,53.0,nevergrad,conda-forge/nevergrad,,,,964.0,892.0,https://pypi.org/project/nevergrad,2025-04-23 15:34:16.000,72.0,133916.0,134948.0,https://anaconda.org/conda-forge/nevergrad,2025-04-22 14:57:24.222,60943.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
202,tensorflow-hub,tensorflow/hub,tensorflow-utils,,https://github.com/tensorflow/hub,https://github.com/tensorflow/hub,Apache-2.0,2018-03-12 07:55:42.000,2025-04-22 14:56:51.855000,2025-01-17 12:09:38,1188.0,,1657.0,153.0,210.0,14.0,693.0,3493.0,A library for transfer learning by reusing parts of TensorFlow models.,107.0,33,True,2024-01-30 15:53:29.000,0.16.1,20.0,tensorflow-hub,conda-forge/tensorflow-hub,,,['tensorflow'],303.0,,https://pypi.org/project/tensorflow-hub,2024-01-30 14:49:07.000,303.0,2022253.0,2024349.0,https://anaconda.org/conda-forge/tensorflow-hub,2025-04-22 14:56:51.855,117404.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
203,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2025-04-22 15:49:59.000000,2025-04-22 15:49:58,1071.0,4.0,505.0,56.0,156.0,359.0,175.0,2902.0,A high performance implementation of HDBSCAN clustering.,96.0,33,True,2024-11-18 16:14:10.000,0.8.40,57.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],6353.0,6001.0,https://pypi.org/project/hdbscan,2024-11-18 16:14:10.000,352.0,710168.0,755902.0,https://anaconda.org/conda-forge/hdbscan,2025-04-22 14:56:25.731,2469687.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
204,scikit-optimize,scikit-optimize/scikit-optimize,hyperopt,,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000,2025-04-22 14:56:38.802000,2021-10-12 13:32:38,1570.0,,545.0,62.0,546.0,318.0,393.0,2769.0,Sequential model-based optimization with a `scipy.optimize` interface.,76.0,33,False,2024-06-04 19:12:54.000,0.10.2,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,8338.0,7970.0,https://pypi.org/project/scikit-optimize,2024-06-04 19:12:54.000,368.0,750180.0,764025.0,https://anaconda.org/conda-forge/scikit-optimize,2025-04-22 14:56:38.802,775329.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
205,Lifelines,CamDavidsonPilon/lifelines,medical-data,,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000,2025-04-22 14:56:24.379000,2024-10-29 11:59:38,2311.0,,559.0,68.0,487.0,267.0,713.0,2436.0,Survival analysis in Python.,120.0,33,True,2024-10-29 12:00:41.000,0.30.0,172.0,lifelines,conda-forge/lifelines,,,,3911.0,3750.0,https://pypi.org/project/lifelines,2024-10-29 12:00:41.000,161.0,2759977.0,2767056.0,https://anaconda.org/conda-forge/lifelines,2025-04-22 14:56:24.379,417691.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
206,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2025-04-22 14:56:27.864000,2025-03-31 15:33:49,582.0,7.0,160.0,41.0,86.0,4.0,138.0,2123.0,a python library for doing approximate and phonetic matching of strings.,34.0,33,True,2025-03-31 15:41:38.000,1.2.0,47.0,jellyfish,conda-forge/jellyfish,,,,14600.0,14301.0,https://pypi.org/project/jellyfish,2025-03-31 15:41:38.000,299.0,7527165.0,7550405.0,https://anaconda.org/conda-forge/jellyfish,2025-04-22 14:56:27.864,1347944.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
207,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2025-04-23 21:03:56.000000,2025-04-23 20:51:12,3823.0,51.0,194.0,46.0,1424.0,134.0,755.0,2028.0,Ahead of Time compiler for numeric kernels.,74.0,33,True,2024-10-31 09:34:16.000,0.17.0,62.0,pythran,conda-forge/pythran,,,,3354.0,3333.0,https://pypi.org/project/pythran,2024-10-31 09:34:16.000,21.0,323750.0,343848.0,https://anaconda.org/conda-forge/pythran,2025-04-22 14:56:51.391,1105411.0,,,,,2.0,,,,,,,,,,,,,,pythran,python-pythran,,,,,
208,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2025-04-24 11:50:06.000000,2025-04-21 16:13:14,4798.0,236.0,53.0,209.0,624.0,161.0,523.0,1652.0,Multiplatform plotting library based on the Grammar of Graphics.,21.0,33,True,2025-03-28 12:26:01.000,4.6.2,87.0,lets-plot,,,,,193.0,178.0,https://pypi.org/project/lets-plot,2025-03-28 12:20:53.000,15.0,53512.0,53561.0,,,,,,,,2.0,3230.0,,,,,,,,,,,,,,,,,,,
