,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
108,GeoPandas,geopandas/geopandas,,geospatial-data,https://github.com/geopandas/geopandas,https://github.com/geopandas/geopandas,BSD-3-Clause,2013-06-27 17:03:47.000000,2022-01-05 06:38:53.000000,2021-12-31 12:04:15.000000,656,417.0,850.0,2934.0,,Python tools for geographic data.,156.0,30,True,2021-10-16 06:59:55.000000,0.10.2,40.0,geopandas,conda-forge/geopandas,,,['pandas'],12690.0,11524.0,https://pypi.org/project/geopandas,2021-10-16 06:59:50.000000,1166.0,1809443.0,1827575.0,https://anaconda.org/conda-forge/geopandas,2021-12-01 18:19:27.710000,1267854.0,,,,,2.0,1341.0,,,,,,,,,,,,,,,,,,,,
109,AzureML SDK,Azure/MachineLearningNotebooks,,ml-experiments,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000000,2021-12-13 18:36:09.000000,2021-12-13 18:36:08.000000,1966,199.0,1013.0,2809.0,1164.0,Python notebooks with ML and deep learning examples with Azure Machine Learning Python SDK | Microsoft.,57.0,30,True,2021-11-08 15:39:29.000000,1.36.0,84.0,azureml-sdk,,,,,60.0,,https://pypi.org/project/azureml-sdk,2021-12-13 16:21:23.000000,60.0,1852432.0,1852442.0,,,,,,,,2.0,426.0,,,,,,,,,,,,,,,,,,,,
110,mrjob,Yelp/mrjob,,data-pipelines,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000000,2021-11-08 11:23:32.000000,2020-11-16 22:20:52.000000,600,205.0,1093.0,2574.0,8622.0,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,30,False,2020-09-17 22:26:01.000000,0.7.4,62.0,mrjob,conda-forge/mrjob,,,,1126.0,902.0,https://pypi.org/project/mrjob,2020-09-17 22:26:01.000000,224.0,97142.0,103774.0,https://anaconda.org/conda-forge/mrjob,2020-12-24 22:44:29.424000,424483.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
111,Keras Tuner,keras-team/keras-tuner,,hyperopt,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000000,2022-01-06 09:09:46.000000,2022-01-06 04:43:29.000000,310,166.0,198.0,2448.0,864.0,Hyperparameter tuning for humans.,41.0,30,True,2021-11-05 17:28:50.000000,1.1.0,11.0,keras-tuner,,,,['tensorflow'],1048.0,1044.0,https://pypi.org/project/keras-tuner,2021-11-05 17:28:50.000000,4.0,629706.0,629706.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
112,xarray,pydata/xarray,,data-containers,https://github.com/pydata/xarray,https://github.com/pydata/xarray,Apache-2.0,2013-09-30 17:21:10.000000,2022-01-06 13:44:15.000000,2022-01-05 18:14:54.000000,754,935.0,2208.0,2370.0,,N-D labeled arrays and datasets in Python.,353.0,30,True,2021-12-10 02:09:26.000000,0.20.2,63.0,xarray,conda-forge/xarray,,,,9804.0,8672.0,https://pypi.org/project/xarray,2021-12-10 02:09:26.000000,1132.0,865235.0,928347.0,https://anaconda.org/conda-forge/xarray,2021-12-10 08:48:43.752000,4417904.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
113,scikit-optimize,scikit-optimize/scikit-optimize,,hyperopt,https://github.com/scikit-optimize/scikit-optimize,https://github.com/scikit-optimize/scikit-optimize,BSD-3-Clause,2016-03-20 21:10:54.000000,2022-01-05 20:41:38.000000,2021-10-12 13:32:38.000000,417,232.0,387.0,2269.0,1570.0,Sequential model-based optimization with a `scipy.optimize` interface.,75.0,30,True,2021-10-12 15:33:19.000000,0.9.0,23.0,scikit-optimize,conda-forge/scikit-optimize,,,,2419.0,2259.0,https://pypi.org/project/scikit-optimize,2021-10-12 14:21:32.000000,160.0,391444.0,401081.0,https://anaconda.org/conda-forge/scikit-optimize,2021-12-15 05:01:56.230000,520420.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
114,category_encoders,scikit-learn-contrib/category_encoders,,sklearn-utils,https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000000,2021-11-28 14:52:41.000000,2021-11-16 22:47:58.000000,337,78.0,161.0,1805.0,740.0,A library of sklearn compatible categorical variable encoders.,48.0,30,True,2021-10-13 15:40:27.000000,2.3.0-rerelease,19.0,category_encoders,conda-forge/category_encoders,,,['sklearn'],2876.0,2853.0,https://pypi.org/project/category_encoders,2018-10-14 14:15:54.000000,23.0,839836.0,841912.0,https://anaconda.org/conda-forge/category_encoders,2021-10-13 18:33:34.503000,137020.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
115,Lifelines,CamDavidsonPilon/lifelines,,medical-data,https://github.com/CamDavidsonPilon/lifelines,https://github.com/CamDavidsonPilon/lifelines,MIT,2013-08-28 00:16:42.000000,2021-12-01 02:47:32.482000,2021-11-30 19:30:36.000000,449,218.0,620.0,1778.0,2154.0,Survival analysis in Python.,98.0,30,True,2021-11-30 20:20:36.000000,0.26.4,160.0,lifelines,conda-forge/lifelines,,,,867.0,741.0,https://pypi.org/project/lifelines,2021-11-30 20:20:36.000000,126.0,288193.0,290852.0,https://anaconda.org/conda-forge/lifelines,2021-12-01 02:47:32.482000,178155.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
116,Geocoder,DenisCarriere/geocoder,,geospatial-data,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000000,2021-08-26 23:24:43.000000,2018-10-12 15:53:05.000000,267,99.0,217.0,1411.0,1251.0,Python Geocoder.,74.0,30,False,2018-04-04 12:34:51.000000,1.38.1,110.0,geocoder,conda-forge/geocoder,,,,5137.0,4293.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000000,844.0,2118217.0,2119827.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469000,95013.0,,,,,2.0,,,,,,,,,,,,geocoder,,,,,,,,,
117,PyTables,PyTables/PyTables,,data-containers,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000000,2022-01-06 09:30:53.000000,2022-01-06 09:30:53.000000,218,178.0,497.0,1093.0,4063.0,A Python package to manage extremely large amounts of data.,103.0,30,True,2021-12-28 21:59:09.000000,3.7.0,35.0,tables,conda-forge/pytables,,,,3754.0,,https://pypi.org/project/tables,2021-12-28 21:42:08.000000,3754.0,639698.0,695574.0,https://anaconda.org/conda-forge/pytables,2021-11-29 19:12:08.113000,3631836.0,,,,,2.0,164.0,,,,,,,,,,,,,,,,,,,,
118,Fiona,Toblerity/Fiona,,geospatial-data,https://github.com/Toblerity/Fiona,https://github.com/Toblerity/Fiona,BSD-3-Clause,2011-12-31 19:47:00.000000,2021-12-28 21:19:32.000000,2021-12-28 21:19:32.000000,175,80.0,572.0,876.0,1275.0,Fiona reads and writes geographic data files.,65.0,30,True,2021-05-31 23:04:33.000000,1.8.20,98.0,fiona,conda-forge/fiona,,,,8651.0,7463.0,https://pypi.org/project/fiona,2021-05-31 23:04:33.000000,1188.0,2040308.0,2075213.0,https://anaconda.org/conda-forge/fiona,2021-12-01 17:00:06.524000,2443360.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
119,Bottleneck,pydata/bottleneck,,data-containers,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000000,2021-12-31 19:26:29.000000,2021-01-24 18:39:03.000000,75,37.0,179.0,689.0,1241.0,Fast NumPy array functions written in C.,21.0,30,True,2020-02-21 06:22:16.000000,1.3.2,21.0,Bottleneck,conda-forge/bottleneck,,,,32277.0,29385.0,https://pypi.org/project/Bottleneck,2020-02-21 06:22:16.000000,2892.0,443758.0,470451.0,https://anaconda.org/conda-forge/bottleneck,2021-11-04 11:55:30.352000,1815148.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
120,NIPYPE,nipy/nipype,,medical-data,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2021-12-23 08:27:38.000000,2021-12-15 21:43:27.000000,475,359.0,896.0,607.0,14314.0,Workflows and interfaces for neuroimaging packages.,227.0,30,True,2021-10-20 17:40:54.000000,1.7.0,56.0,nipype,conda-forge/nipype,,,,1012.0,820.0,https://pypi.org/project/nipype,2021-10-20 15:33:29.000000,192.0,27874.0,34803.0,https://anaconda.org/conda-forge/nipype,2021-10-20 17:02:23.801000,457314.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
121,snowballstemmer,snowballstem/snowball,,nlp,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000000,2021-12-23 22:15:11.000000,2021-12-17 04:08:52.000000,148,25.0,44.0,538.0,919.0,Snowball compiler and stemming algorithms.,28.0,30,True,2021-11-16 18:38:34.000000,2.2.0,10.0,snowballstemmer,conda-forge/snowballstemmer,,,,13186.0,4.0,https://pypi.org/project/snowballstemmer,2021-11-16 18:38:34.000000,13182.0,4937301.0,4992782.0,https://anaconda.org/conda-forge/snowballstemmer,2021-11-17 09:59:16.947000,3606304.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
122,Face Recognition,ageitgey/face_recognition,,image,https://github.com/ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,MIT,2017-03-03 21:52:39.000000,2021-12-04 17:06:24.000000,2021-06-14 10:10:40.000000,11744,658.0,552.0,42739.0,219.0,The world's simplest facial recognition api for Python and the command line.,47.0,29,True,2018-08-21 18:34:21.000000,1.2.3,21.0,face_recognition,,,,['pytorch'],406.0,,https://pypi.org/project/face_recognition,2018-08-21 18:34:21.000000,406.0,47182.0,47189.0,,,,,,,,2.0,452.0,,,,,,,,,,,,,,,,,,,,
123,PyFlink,apache/flink,,ml-frameworks,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000000,2022-01-06 14:04:18.000000,2022-01-06 13:57:18.000000,9870,690.0,,17905.0,29314.0,Apache Flink Python API.,1440.0,29,True,2021-12-16 03:04:06.000000,1.14.2,27.0,apache-flink,,,,,0.0,,https://pypi.org/project/apache-flink,2021-12-16 03:04:06.000000,0.0,7982.0,7982.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
124,Streamlit,streamlit/streamlit,,others,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000000,2022-01-06 06:34:39.000000,2022-01-05 20:29:42.000000,1538,553.0,1662.0,17167.0,,Streamlit The fastest way to build data apps in Python.,133.0,29,True,2021-12-28 16:53:17.000000,1.3.1,146.0,streamlit,,,,,232.0,198.0,https://pypi.org/project/streamlit,2021-12-28 16:53:17.000000,34.0,599440.0,599440.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
125,PyTorch Geometric,rusty1s/pytorch_geometric,,graph,https://github.com/pyg-team/pytorch_geometric,https://github.com/pyg-team/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2022-01-06 08:05:27.000000,2022-01-06 08:05:26.000000,2326,865.0,1480.0,13508.0,5262.0,Graph Neural Network Library for PyTorch.,231.0,29,True,2021-12-22 06:52:13.000000,2.0.3,32.0,torch-geometric,,,,['pytorch'],24.0,,https://pypi.org/project/torch-geometric,2021-12-22 06:52:13.000000,24.0,41663.0,41663.0,,,,,,,,1.0,,,,,,,,,,,pyg-team/pytorch_geometric,,,,,,,,,,
126,InsightFace,deepinsight/insightface,,image,https://github.com/deepinsight/insightface,https://github.com/deepinsight/insightface,MIT,2017-09-01 00:36:51.000000,2021-12-27 02:47:46.000000,2021-12-27 02:47:45.000000,3528,964.0,817.0,10997.0,1918.0,State-of-the-art 2D and 3D Face Analysis Project.,32.0,29,True,2021-08-31 06:20:24.000000,0.4.2,21.0,insightface,,,,['mxnet'],127.0,125.0,https://pypi.org/project/insightface,2021-09-21 02:50:54.000000,2.0,25726.0,25726.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
127,Dopamine,google/dopamine,,reinforcement-learning,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000000,2021-12-14 17:59:05.000000,2021-12-14 17:59:04.000000,1301,80.0,82.0,9707.0,282.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,14.0,29,True,2021-12-13 23:17:39.000000,4.0.2,42.0,dopamine-rl,,,,['tensorflow'],62.0,,https://pypi.org/project/dopamine-rl,2021-12-13 23:17:39.000000,62.0,1669375.0,1669375.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
128,TFlearn,tflearn/tflearn,,ml-frameworks,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51.000000,2429,563.0,362.0,9574.0,613.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,29,False,2020-11-11 19:26:11.000000,0.5.0,8.0,tflearn,,,,['tensorflow'],4640.0,3678.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000000,962.0,11650.0,11650.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
129,Lime,marcotcr/lime,,interpretability,https://github.com/marcotcr/lime,https://github.com/marcotcr/lime,BSD-2-Clause,2016-03-15 22:18:10.000000,2021-10-19 11:55:10.000000,2021-07-29 23:17:25.000000,1495,22.0,525.0,9433.0,531.0,Lime: Explaining the predictions of any machine learning classifier.,61.0,29,True,2020-04-03 22:05:03.000000,0.2.0.0,38.0,lime,conda-forge/lime,,,,1968.0,1840.0,https://pypi.org/project/lime,2020-06-26 21:38:15.000000,128.0,1251063.0,1252535.0,https://anaconda.org/conda-forge/lime,2020-06-28 01:02:41.538000,89803.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
130,AutoKeras,keras-team/autokeras,,hyperopt,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000000,2021-12-23 15:56:45.000000,2021-12-22 21:24:41.000000,1327,63.0,727.0,8292.0,1275.0,AutoML library for deep learning.,130.0,29,True,2021-11-02 00:16:03.000000,1.0.16.post1,53.0,autokeras,,,,['tensorflow'],276.0,262.0,https://pypi.org/project/autokeras,2021-11-02 00:27:01.000000,14.0,39755.0,39795.0,,,,,,,,1.0,2045.0,,,,,,,,,,,,,,,,,,,,
131,Pyro,pyro-ppl/pyro,,probabilistics,https://github.com/pyro-ppl/pyro,https://github.com/pyro-ppl/pyro,Apache-2.0,2017-06-16 05:03:47.000000,2021-12-28 23:33:02.000000,2021-12-28 23:32:56.000000,881,184.0,739.0,7248.0,2298.0,Deep universal probabilistic programming with Python and PyTorch.,116.0,29,True,2021-12-14 16:17:56.000000,1.8.0,28.0,pyro-ppl,,,,['pytorch'],634.0,598.0,https://pypi.org/project/pyro-ppl,2021-12-14 16:19:58.000000,36.0,63854.0,63854.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
132,Modin,modin-project/modin,,data-containers,https://github.com/modin-project/modin,https://github.com/modin-project/modin,Apache-2.0,2018-06-21 21:35:05.000000,2022-01-06 14:43:42.000000,2022-01-06 14:43:42.000000,469,676.0,1586.0,6674.0,1655.0,Modin: Speed up your Pandas workflows by changing a single line of code.,87.0,29,True,2021-12-19 03:40:24.000000,0.12.1,47.0,modin,,,,['pandas'],549.0,531.0,https://pypi.org/project/modin,2021-12-19 03:40:24.000000,18.0,175971.0,180633.0,,,,,,,,2.0,195823.0,,,,,,,,,,,,,,,,,,,,
133,PyMC3,pymc-devs/pymc3,,probabilistics,https://github.com/pymc-devs/pymc,https://github.com/pymc-devs/pymc,Apache-2.0,2009-05-05 09:43:50.000000,2022-01-06 03:54:50.000000,2022-01-06 03:17:18.000000,1491,199.0,2281.0,6254.0,,Probabilistic Programming in Python: Bayesian Modeling and Probabilistic Machine Learning with Aesara.,352.0,29,True,2021-08-24 01:17:21.000000,3.11.4,35.0,pymc3,conda-forge/pymc3,,,,857.0,571.0,https://pypi.org/project/pymc3,2021-08-24 01:17:21.000000,286.0,243839.0,249710.0,https://anaconda.org/conda-forge/pymc3,2021-10-12 16:32:39.553000,368913.0,,,,,1.0,1394.0,,,,,,,,,,pymc-devs/pymc,,,,,,,,,,
134,yfinance,ranaroussi/yfinance,,financial-data,https://github.com/ranaroussi/yfinance,https://github.com/ranaroussi/yfinance,Apache-2.0,2017-05-21 10:16:15.000000,2021-12-31 00:39:28.000000,2021-12-30 15:36:11.000000,1450,391.0,324.0,6247.0,,Download market data from Yahoo! Finance's API.,51.0,29,True,2021-12-30 15:42:18.000000,0.1.68,33.0,yfinance,ranaroussi/yfinance,,,,8775.0,8749.0,https://pypi.org/project/yfinance,2021-12-30 15:42:18.000000,26.0,277937.0,281788.0,https://anaconda.org/ranaroussi/yfinance,2021-07-10 20:29:09.532000,23106.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
135,tensorpack,tensorpack/tensorpack,,ml-frameworks,https://github.com/tensorpack/tensorpack,https://github.com/tensorpack/tensorpack,Apache-2.0,2015-12-25 23:08:44.000000,2021-11-27 04:08:51.000000,2021-11-27 04:08:51.000000,1808,13.0,1330.0,6142.0,2937.0,"A Neural Net Training Interface on TensorFlow, with focus on speed + flexibility.",58.0,29,True,2020-04-24 19:01:06.000000,0.10.1,37.0,tensorpack,,,,['tensorflow'],995.0,919.0,https://pypi.org/project/tensorpack,2021-01-22 08:44:03.000000,76.0,22416.0,22418.0,,,,,,,,2.0,128.0,,,,,,,,,,,,,,,,,,,,
136,SpeechRecognition,Uberi/speech_recognition,,audio,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000000,2021-12-14 05:54:09.000000,2021-12-14 05:54:08.000000,1995,234.0,279.0,6013.0,361.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",41.0,29,True,2017-12-05 14:05:14.000000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,,1088.0,,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000000,1088.0,242911.0,244939.0,https://anaconda.org/conda-forge/speechrecognition,2021-12-13 09:59:53.408000,131851.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
137,faust,robinhood/faust,,data-pipelines,https://github.com/robinhood/faust,https://github.com/robinhood/faust,BSD-3-Clause,2017-03-08 18:36:11.000000,2021-12-28 13:12:14.000000,2020-10-09 12:59:42.000000,495,249.0,236.0,5926.0,4137.0,Python Stream Processing.,93.0,29,False,2020-02-25 22:57:18.000000,1.10.4,46.0,faust,,,,,942.0,914.0,https://pypi.org/project/faust,2020-02-25 22:57:18.000000,28.0,199453.0,199453.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
138,Datasette,simonw/datasette,,others,https://github.com/simonw/datasette,https://github.com/simonw/datasette,Apache-2.0,2017-10-23 00:39:03.000000,2021-12-28 18:26:51.000000,2021-12-23 19:18:20.000000,383,334.0,895.0,5685.0,1867.0,An open source multi-tool for exploring and publishing data.,60.0,29,True,2021-11-30 06:57:58.000000,0.59.4,111.0,datasette,,,,,640.0,570.0,https://pypi.org/project/datasette,2021-12-19 22:18:10.000000,70.0,138124.0,138124.0,,,,,,,,1.0,34.0,,,,,,,,,datasette,,,,,,,,,,,
139,Bayesian Optimization,fmfn/BayesianOptimization,,hyperopt,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000000,2021-11-25 04:39:23.000000,2020-12-19 01:11:23.000000,1199,45.0,172.0,5662.0,199.0,A Python implementation of global optimization with gaussian processes.,27.0,29,False,2020-05-16 16:03:51.000000,1.2.0,8.0,bayesian-optimization,,,,,1096.0,1004.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000000,92.0,114859.0,114860.0,,,,,,,,1.0,72.0,,,,,,,,,,,,,,,,,,,,
140,Autograd,HIPS/autograd,,others,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000000,2021-04-22 18:19:00.000000,2021-03-03 09:27:58.000000,782,163.0,219.0,5602.0,1376.0,Efficiently computes derivatives of numpy code.,51.0,29,True,2017-08-24 17:00:41.000000,1.1.13,24.0,autograd,conda-forge/autograd,,,,3161.0,2817.0,https://pypi.org/project/autograd,2019-07-25 16:21:07.000000,344.0,1086017.0,1089042.0,https://anaconda.org/conda-forge/autograd,2019-07-25 18:29:55.493000,196683.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
141,folium,python-visualization/folium,,geospatial-data,https://github.com/python-visualization/folium,https://github.com/python-visualization/folium,MIT,2013-05-09 04:21:35.000000,2022-01-05 16:35:22.000000,2022-01-05 16:35:21.000000,2028,204.0,713.0,5565.0,,Python Data. Leaflet.js Maps.,126.0,29,True,2021-11-19 21:01:43.000000,0.12.1.post1,26.0,folium,conda-forge/folium,,,,14548.0,13580.0,https://pypi.org/project/folium,2021-11-19 21:08:10.000000,968.0,673218.0,680290.0,https://anaconda.org/conda-forge/folium,2021-12-03 19:47:05.533000,495053.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
142,OpenNMT,OpenNMT/OpenNMT-py,,nlp,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000000,2021-12-23 23:18:36.000000,2021-12-08 13:58:12.000000,2034,120.0,1207.0,5416.0,2586.0,Open Source Neural Machine Translation in PyTorch.,172.0,29,True,2021-09-14 08:49:23.000000,2.2.0,32.0,OpenNMT-py,,,,['pytorch'],126.0,122.0,https://pypi.org/project/OpenNMT-py,2021-09-14 08:49:23.000000,4.0,8211.0,8211.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
143,Tokenizers,huggingface/tokenizers,,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000000,2022-01-06 11:46:04.000000,2022-01-04 13:58:02.000000,424,156.0,397.0,5132.0,1508.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,48.0,29,True,2022-01-04 14:12:10.000000,0.11.2,65.0,tokenizers,conda-forge/tokenizers,,,,40.0,40.0,https://pypi.org/project/tokenizers,2022-01-04 14:12:10.000000,0.0,3503951.0,3509935.0,https://anaconda.org/conda-forge/tokenizers,2022-01-05 10:55:03.573000,107729.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
144,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2022-01-06 09:01:07.000000,2021-12-21 21:45:32.000000,1127,60.0,746.0,5025.0,888.0,Gluon CV Toolkit.,114.0,29,True,2021-07-25 02:48:59.000000,0.10.4,1265.0,gluoncv,,,,['mxnet'],670.0,640.0,https://pypi.org/project/gluoncv,2022-01-06 09:01:07.000000,30.0,517774.0,517774.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
145,TinyDB,msiemens/tinydb,,data-containers,https://github.com/msiemens/tinydb,https://github.com/msiemens/tinydb,MIT,2013-07-12 23:31:13.000000,2021-12-20 07:47:12.000000,2021-12-20 07:47:12.000000,418,9.0,266.0,4747.0,639.0,TinyDB is a lightweight document oriented database optimized for your happiness :).,71.0,29,True,2021-09-23 18:07:35.000000,4.5.2,63.0,tinydb,conda-forge/tinydb,,,,1118.0,,https://pypi.org/project/tinydb,2021-09-23 18:07:32.000000,1118.0,278332.0,280619.0,https://anaconda.org/conda-forge/tinydb,2021-09-23 23:38:10.536000,153260.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
146,Gradio,gradio-app/gradio,,others,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000000,2022-01-05 21:13:02.000000,2022-01-04 16:51:10.000000,293,38.0,214.0,4685.0,2891.0,"Wrap UIs around any model, share with anyone.",40.0,29,True,2022-01-04 16:51:08.000000,2.7.0,179.0,gradio,,,,,481.0,479.0,https://pypi.org/project/gradio,2022-01-04 16:51:08.000000,2.0,72050.0,72050.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
147,einops,arogozhnikov/einops,,ml-frameworks,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000000,2021-12-26 17:23:12.000000,2021-12-14 06:14:18.000000,164,30.0,60.0,4099.0,382.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",13.0,29,True,2021-08-31 22:49:08.000000,0.3.2,5.0,einops,conda-forge/einops,,,,1733.0,1723.0,https://pypi.org/project/einops,2021-08-31 21:29:29.000000,10.0,503141.0,503482.0,https://anaconda.org/conda-forge/einops,2021-08-31 23:13:47.214000,9549.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
148,Tesseract,madmaze/pytesseract,,ocr,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000000,2022-01-05 23:34:32.000000,2022-01-05 23:34:29.000000,554,10.0,274.0,3950.0,440.0,Python-tesseract is an optical character recognition (OCR) tool for python.,38.0,29,True,2021-06-28 23:00:22.000000,0.3.8,25.0,pytesseract,conda-forge/pytesseract,,,,1428.0,,https://pypi.org/project/pytesseract,2021-06-28 23:00:22.000000,1428.0,561698.0,577728.0,https://anaconda.org/conda-forge/pytesseract,2021-06-05 17:42:22.118000,480913.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
149,Ignite,pytorch/ignite,,ml-frameworks,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000000,2022-01-06 12:50:05.000000,2022-01-06 12:39:57.000000,510,133.0,862.0,3814.0,1315.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,160.0,29,True,2021-10-13 09:11:37.000000,0.4.7,772.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],62.0,,https://pypi.org/project/pytorch-ignite,2022-01-06 00:13:05.000000,62.0,64541.0,66326.0,https://anaconda.org/pytorch/ignite,2021-10-19 15:47:07.847000,76762.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
150,wandb client,wandb/client,,ml-experiments,https://github.com/wandb/client,https://github.com/wandb/client,MIT,2017-03-24 05:46:23.000000,2022-01-06 08:24:46.000000,2022-01-05 20:12:31.000000,283,370.0,1271.0,3623.0,4350.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,98.0,29,True,2021-12-17 00:59:09.000000,0.12.9,216.0,wandb,,,,,78.0,,https://pypi.org/project/wandb,2021-12-17 00:58:05.000000,78.0,485022.0,485022.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
