,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
224,implicit,benfred/implicit,recommender-systems,,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000,2022-08-15 20:58:28.000000,2022-08-15 20:58:22,394.0,13.0,552,83.0,186.0,72.0,349.0,2914,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,32.0,31,True,2022-07-11 17:28:00.617,0.6.0,42.0,implicit,conda-forge/implicit,,,,680.0,648.0,https://pypi.org/project/implicit,2022-01-29 04:12:37.000,32.0,153285.0,160305.0,https://anaconda.org/conda-forge/implicit,2022-01-29 16:35:56.077,385589.0,,,,,1.0,,70.0,,,,,,,,,,,,,,,,,,,
225,Core ML Tools,apple/coremltools,model-serialisation,,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000,2022-08-15 23:59:14.000000,2022-08-15 17:26:07,957.0,24.0,444,104.0,607.0,289.0,697.0,2820,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",126.0,31,True,2022-02-22 22:38:34.000,5.2.0,37.0,coremltools,conda-forge/coremltools,,,,1143.0,994.0,https://pypi.org/project/coremltools,2022-06-07 17:38:09.000,149.0,92983.0,94660.0,https://anaconda.org/conda-forge/coremltools,2021-10-15 05:58:32.248,35281.0,,,,,1.0,,4378.0,,,,,,,,,,,,,,,,,,,
226,aim,aimhubio/aim,ml-experiments,,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000,2022-08-18 16:36:52.000000,2022-08-18 16:21:56,1763.0,152.0,161,34.0,1441.0,179.0,484.0,2686,Aim easy-to-use and performant open-source ML experiment tracker.,41.0,31,True,2022-08-05 20:02:32.000,3.12.2,335.0,aim,conda-forge/aim,,,,106.0,101.0,https://pypi.org/project/aim,2022-07-07 00:13:43.000,5.0,42297.0,43519.0,https://anaconda.org/conda-forge/aim,2021-10-15 14:36:27.336,15894.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
227,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-08-16 12:00:10.000000,2022-08-16 11:53:24,2694.0,48.0,915,114.0,401.0,55.0,279.0,2248,IPython Parallel: Interactive Parallel Computing in Python.,111.0,31,False,2022-06-20 10:37:35.000,8.4.1,41.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],287.0,,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,287.0,84618.0,93309.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,660590.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
228,Pythran,serge-sans-paille/pythran,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000,2022-07-31 22:41:48.286000,2022-07-19 16:04:14,3552.0,21.0,178,53.0,1258.0,117.0,651.0,1776,Ahead of Time compiler for numeric kernels.,66.0,31,True,2021-12-14 08:16:44.000,0.11.0,52.0,pythran,conda-forge/pythran,,,,230.0,213.0,https://pypi.org/project/pythran,2021-12-14 08:16:44.000,17.0,407724.0,412799.0,https://anaconda.org/conda-forge/pythran,2022-07-31 22:41:48.286,258845.0,,,,,2.0,,,,,,,,,,,,,,,,,,,pythran,python-pythran,
229,GPflow,GPflow/GPflow,probabilistics,,https://github.com/GPflow/GPflow,https://github.com/GPflow/GPflow,Apache-2.0,2016-01-14 11:29:24.000,2022-08-18 15:09:03.000000,2022-08-17 15:27:47,2383.0,35.0,424,76.0,1165.0,132.0,656.0,1645,Gaussian processes in TensorFlow.,78.0,31,True,2022-05-10 10:46:33.000,2.5.2,37.0,gpflow,conda-forge/gpflow,,,['tensorflow'],420.0,391.0,https://pypi.org/project/gpflow,2022-05-10 10:46:33.000,29.0,17550.0,17831.0,https://anaconda.org/conda-forge/gpflow,2022-05-24 14:05:38.796,14352.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
230,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2022-06-22 04:24:13.000000,2021-03-24 13:03:31,240.0,,333,57.0,65.0,94.0,78.0,1634,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,31,False,2021-03-24 13:05:21.000,3.3.1,24.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],3942.0,3798.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,144.0,681510.0,682418.0,https://anaconda.org/conda-forge/pyldavis,2021-03-24 15:17:07.309,45410.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
231,PyCUDA,inducer/pycuda,gpu-utilities,,https://github.com/inducer/pycuda,https://github.com/inducer/pycuda,MIT,2011-04-06 02:53:31.000,2022-08-16 20:24:28.000000,2022-08-16 20:08:00,1541.0,22.0,260,54.0,121.0,67.0,161.0,1363,"CUDA integration for Python, plus shiny features.",76.0,31,True,2022-06-24 23:18:35.000,2022.1,48.0,pycuda,conda-forge/pycuda,,,,1649.0,1449.0,https://pypi.org/project/pycuda,2022-06-24 23:18:00.000,200.0,36116.0,41805.0,https://anaconda.org/conda-forge/pycuda,2022-06-25 19:38:36.759,96724.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
232,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2022-08-18 03:01:44.000000,2022-08-17 15:57:27,1574.0,120.0,246,44.0,220.0,52.0,154.0,1277,TensorLy: Tensor Learning in Python.,55.0,31,True,2021-11-08 13:38:03.000,0.7.0,18.0,tensorly,conda-forge/tensorly,,,,312.0,282.0,https://pypi.org/project/tensorly,2021-11-08 13:38:03.000,30.0,5841.0,11241.0,https://anaconda.org/conda-forge/tensorly,2021-12-09 16:07:42.501,275425.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
233,emcee,dfm/emcee,probabilistics,,https://github.com/dfm/emcee,https://github.com/dfm/emcee,MIT,2011-11-07 16:17:08.000,2022-07-28 10:43:12.000000,2022-07-28 10:43:12,895.0,3.0,418,87.0,171.0,41.0,225.0,1243,The Python ensemble sampling toolkit for affine-invariant MCMC.,64.0,31,True,2022-05-10 15:29:37.000,3.1.2,19.0,emcee,conda-forge/emcee,,,,1762.0,1457.0,https://pypi.org/project/emcee,2022-05-10 15:29:37.000,305.0,90006.0,93106.0,https://anaconda.org/conda-forge/emcee,2022-05-10 23:21:45.056,232517.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
234,pmdarima,alkaline-ml/pmdarima,time-series-data,,https://github.com/alkaline-ml/pmdarima,https://github.com/alkaline-ml/pmdarima,MIT,2017-03-30 14:58:30.000,2022-07-29 18:23:11.000000,2022-06-15 20:22:21,1061.0,4.0,210,35.0,228.0,28.0,258.0,1235,"A statistical library designed to fill the void in Pythons time series analysis capabilities, including the equivalent..",21.0,31,True,2022-02-22 11:10:16.000,1.8.5,37.0,pmdarima,conda-forge/pmdarima,,,,2512.0,2461.0,https://pypi.org/project/pmdarima,2022-02-22 11:10:16.000,51.0,1497236.0,1499722.0,https://anaconda.org/conda-forge/pmdarima,2022-06-14 07:56:32.343,54705.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
235,agate,wireservice/agate,others,,https://github.com/wireservice/agate,https://github.com/wireservice/agate,MIT,2014-04-25 13:59:09.000,2022-07-01 12:06:11.000000,2021-07-15 17:22:49,1466.0,,137,41.0,126.0,54.0,630.0,1100,A Python data analysis library that is optimized for humans instead of machines.,49.0,31,False,2021-07-15 16:32:29.000,1.6.3,26.0,agate,conda-forge/agate,,,,1217.0,1084.0,https://pypi.org/project/agate,2021-07-15 16:32:29.000,133.0,1546528.0,1547897.0,https://anaconda.org/conda-forge/agate,2021-07-16 07:46:42.405,90393.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
236,cartopy,SciTools/cartopy,data-viz,,https://github.com/SciTools/cartopy,https://github.com/SciTools/cartopy,LGPL-3.0,2012-08-03 07:43:59.000,2022-08-04 22:09:38.000000,2022-07-05 18:31:00,2623.0,15.0,325,58.0,990.0,332.0,784.0,1087,Cartopy - a cartographic python library with matplotlib support.,112.0,31,False,2022-06-29 03:06:31.000,0.20.3,26.0,cartopy,conda-forge/cartopy,,,,2898.0,2564.0,https://pypi.org/project/cartopy,2022-06-29 03:08:54.000,334.0,118576.0,148231.0,https://anaconda.org/conda-forge/cartopy,2022-07-03 10:38:43.443,2283474.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
237,igraph,igraph/python-igraph,graph,,https://github.com/igraph/python-igraph,https://github.com/igraph/python-igraph,GPL-2.0,2015-01-08 23:55:16.000,2022-08-17 14:31:11.000000,2022-08-14 12:45:50,1922.0,31.0,219,34.0,139.0,40.0,372.0,994,Python interface for igraph.,61.0,31,False,2022-06-08 20:51:59.000,0.9.11,29.0,python-igraph,conda-forge/igraph,,,,1212.0,832.0,https://pypi.org/project/python-igraph,2022-06-08 20:51:59.000,380.0,264608.0,275925.0,https://anaconda.org/conda-forge/igraph,2022-06-13 09:43:51.605,312658.0,,,,,1.0,,452282.0,,,,,,,,,,,,,,,,,,,
238,TensorFlow Text,tensorflow/text,nlp,,https://github.com/tensorflow/text,https://github.com/tensorflow/text,Apache-2.0,2019-05-29 22:10:03.000,2022-08-17 20:25:10.000000,2022-08-11 21:51:35,717.0,28.0,229,39.0,815.0,90.0,139.0,979,Making text a first-class citizen in TensorFlow.,91.0,31,True,2022-05-18 02:27:52.000,2.9.0,55.0,tensorflow-text,,,,['tensorflow'],2227.0,2144.0,https://pypi.org/project/tensorflow-text,2022-05-18 00:00:29.000,83.0,2388490.0,2388490.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
239,pyopencl,inducer/pyopencl,others,,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000,2022-08-10 00:21:04.000000,2022-08-09 04:59:38,3111.0,33.0,230,47.0,278.0,71.0,241.0,908,"OpenCL integration for Python, plus shiny features.",92.0,31,True,2022-06-22 06:21:51.000,2022.1.6,82.0,pyopencl,conda-forge/pyopencl,,,,990.0,800.0,https://pypi.org/project/pyopencl,2022-06-22 06:09:25.000,190.0,33146.0,42626.0,https://anaconda.org/conda-forge/pyopencl,2022-06-22 15:05:40.972,663658.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
240,huggingface_hub,huggingface/huggingface_hub,model-serialisation,,https://github.com/huggingface/huggingface_hub,https://github.com/huggingface/huggingface_hub,Apache-2.0,2020-12-22 10:20:28.000,2022-08-18 14:56:12.000000,2022-08-18 12:20:08,697.0,54.0,121,40.0,652.0,85.0,194.0,502,All the open source things related to the Hugging Face Hub.,69.0,31,True,2022-06-21 15:21:13.000,0.8.1,40.0,huggingface_hub,conda-forge/huggingface_hub,,,,87.0,,https://pypi.org/project/huggingface_hub,2022-06-21 15:21:13.000,87.0,4336148.0,4351372.0,https://anaconda.org/conda-forge/huggingface_hub,2022-06-25 10:15:06.306,274035.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
241,MindsDB,mindsdb/mindsdb,ml-frameworks,,https://github.com/mindsdb/mindsdb,https://github.com/mindsdb/mindsdb,GPL-3.0,2018-08-02 17:56:45.000,2022-08-18 15:50:07.000000,2022-08-18 13:32:15,6710.0,1063.0,1001,305.0,1464.0,157.0,1043.0,9522,In-Database Machine Learning.,131.0,30,False,2022-08-16 14:37:21.000,22.8.3.1,100.0,mindsdb,,,,['pytorch'],4.0,,https://pypi.org/project/mindsdb,2019-03-19 05:07:23.000,4.0,3347.0,3347.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
242,pysc2,deepmind/pysc2,others,,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2022-08-07 11:14:23.000000,2022-08-07 11:07:38,571.0,18.0,1145,359.0,74.0,53.0,226.0,7574,StarCraft II Learning Environment.,36.0,30,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,,,440.0,414.0,https://pypi.org/project/pysc2,2019-09-27 15:48:01.000,26.0,4068.0,4551.0,,,,,,,,2.0,,29002.0,,,,,,,,,,,,,,,,,,,
243,imageai,OlafenwaMoses/ImageAI,image,,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000,2022-08-16 01:05:57.000000,2021-05-08 20:05:36,292.0,,1931,282.0,72.0,262.0,430.0,7151,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,15.0,30,False,2021-01-05 01:26:01.000,2.1.6,10.0,imageai,conda-forge/imageai,,,,1166.0,1150.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000,16.0,8672.0,23707.0,https://anaconda.org/conda-forge/imageai,2021-04-30 19:03:25.297,3516.0,,,,,2.0,,774562.0,,,,,,,,,,,,,,,,,,,
244,OCRmyPDF,ocrmypdf/OCRmyPDF,ocr,,https://github.com/ocrmypdf/OCRmyPDF,https://github.com/ocrmypdf/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000,2022-08-15 00:01:19.000000,2022-08-15 00:01:10,3304.0,111.0,603,124.0,125.0,87.0,795.0,6976,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",74.0,30,True,2022-08-01 10:40:36.408,13.7.0,204.0,ocrmypdf,conda-forge/ocrmypdf,,,,13.0,,https://pypi.org/project/ocrmypdf,2022-07-04 02:37:37.000,13.0,24357.0,25537.0,https://anaconda.org/conda-forge/ocrmypdf,2022-08-03 01:40:30.102,21246.0,,,,,2.0,,,,,,,,,,ocrmypdf,ocrmypdf,,,,,,,,,,
245,DeepPavlov,deepmipt/DeepPavlov,nlp,,https://github.com/deepmipt/DeepPavlov,https://github.com/deepmipt/DeepPavlov,Apache-2.0,2017-11-17 14:35:29.000,2022-08-18 08:30:24.000000,2022-05-31 12:00:18,2615.0,1.0,1045,210.0,967.0,69.0,565.0,5829,An open source library for deep learning end-to-end dialog systems and chatbots.,67.0,30,True,2022-05-31 12:04:38.000,0.17.4,51.0,deeppavlov,,,,['tensorflow'],280.0,274.0,https://pypi.org/project/deeppavlov,2022-05-31 12:04:38.000,6.0,8257.0,8257.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
246,OpenNMT,OpenNMT/OpenNMT-py,nlp,,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000,2022-08-18 12:16:00.000000,2022-08-18 12:16:00,2591.0,2.0,2118,167.0,865.0,112.0,1225.0,5680,Open Source Neural Machine Translation in PyTorch.,175.0,30,True,2021-09-14 08:49:23.000,2.2.0,32.0,OpenNMT-py,,,,['pytorch'],156.0,147.0,https://pypi.org/project/OpenNMT-py,2021-09-14 08:49:23.000,9.0,4603.0,4603.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
247,Perspective,finos/perspective,data-viz,,https://github.com/finos/perspective,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-08-15 01:14:46.314000,2022-08-11 20:04:30,5321.0,151.0,500,102.0,1306.0,85.0,466.0,4798,"A data visualization and analytics component, especially well-suited for large and/or streaming datasets.",72.0,30,True,2022-08-11 02:10:15.726,1.6.3,84.0,perspective-python,conda-forge/perspective,,,['jupyter'],12.0,3.0,https://pypi.org/project/perspective-python,2022-06-06 20:23:28.000,9.0,3125.0,9270.0,https://anaconda.org/conda-forge/perspective,2022-08-15 01:14:46.314,122762.0,,,,,2.0,-2.0,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2022-08-10 19:02:14.132,,1424.0,,,,,,,,,,,,,
248,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2022-08-18 16:54:15.000000,2022-08-18 10:03:01,1897.0,247.0,438,59.0,2088.0,58.0,613.0,3887,Unified Model Serving Framework.,120.0,30,True,2022-08-08 18:56:17.000,1.0.3,68.0,bentoml,,,,,3.0,,https://pypi.org/project/bentoml,2022-07-01 23:25:03.000,3.0,21241.0,21280.0,,,,,,,,2.0,,1563.0,,,,,,,,,,,,,,,,,,,
249,D-Tale,man-group/dtale,data-viz,,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-08-14 19:16:00.000000,2022-08-07 17:10:54,618.0,20.0,297,66.0,217.0,43.0,431.0,3589,Visualizer for pandas data structures.,27.0,30,True,2022-08-07 19:29:08.000,2.7.1,149.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",463.0,451.0,https://pypi.org/project/dtale,2022-06-17 17:45:42.000,12.0,88559.0,93336.0,https://anaconda.org/conda-forge/dtale,2022-08-07 22:53:15.855,143333.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
250,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2022-08-11 07:40:31.000000,2022-08-10 10:13:11,1023.0,11.0,321,65.0,1243.0,100.0,156.0,3336,A Python toolbox for performing gradient-free optimization.,50.0,30,True,2022-03-08 18:42:46.000,0.5.0,36.0,nevergrad,conda-forge/nevergrad,,,,387.0,367.0,https://pypi.org/project/nevergrad,2022-03-08 18:42:46.000,20.0,39268.0,40359.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,30575.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
251,dyNET,clab/dynet,ml-frameworks,,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000,2022-08-14 17:11:48.000000,2022-08-14 17:11:42,3272.0,1.0,703,187.0,732.0,259.0,665.0,3313,DyNet: The Dynamic Neural Network Toolkit.,159.0,30,True,2020-10-21 14:31:01.000,2.1.2,24.0,dyNET,,,,,247.0,219.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000,28.0,21260.0,21357.0,,,,,,,,3.0,,6818.0,,,,,,,,,,,,,,,,,,,
252,ta,bukosabino/ta,financial-data,,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000,2022-08-18 10:09:21.000000,2022-04-24 13:40:45,612.0,,727,138.0,105.0,118.0,96.0,3175,Technical Analysis Library using Pandas and Numpy.,28.0,30,True,2022-04-16 10:24:20.000,0.10.1,53.0,ta,conda-forge/ta,,,,1390.0,1356.0,https://pypi.org/project/ta,2022-04-16 10:24:20.000,34.0,72590.0,72910.0,https://anaconda.org/conda-forge/ta,2022-04-21 15:19:41.291,5769.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
253,gpustat,wookayin/gpustat,gpu-utilities,,https://github.com/wookayin/gpustat,https://github.com/wookayin/gpustat,MIT,2016-04-24 10:46:43.000,2022-08-18 03:06:32.000000,2022-08-09 18:52:21,185.0,12.0,244,44.0,43.0,23.0,67.0,2972,A simple command-line utility for querying and monitoring GPU status.,14.0,30,True,2019-07-22 06:37:00.000,0.6.0,12.0,gpustat,conda-forge/gpustat,,,,2233.0,2118.0,https://pypi.org/project/gpustat,2022-07-05 04:37:11.000,115.0,910194.0,913653.0,https://anaconda.org/conda-forge/gpustat,2020-11-24 19:59:04.772,141839.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
254,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2022-07-31 08:48:12.000000,2022-07-31 08:48:12,422.0,11.0,475,112.0,76.0,17.0,90.0,2883,Module for automatic summarization of text documents and HTML pages.,23.0,30,True,2022-04-21 21:59:46.000,0.10.0,15.0,sumy,conda-forge/sumy,,,,1450.0,1348.0,https://pypi.org/project/sumy,2022-04-21 21:59:46.000,102.0,23241.0,23381.0,https://anaconda.org/conda-forge/sumy,2022-04-22 07:57:30.389,1961.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
255,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2022-07-31 02:44:55.000000,2022-07-04 21:48:21,421.0,6.0,696,115.0,97.0,54.0,335.0,2581,"Hidden Markov Models in Python, with scikit-learn like API.",41.0,30,True,2022-02-10 14:13:50.000,0.2.7,10.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1482.0,1355.0,https://pypi.org/project/hmmlearn,2022-02-10 14:13:50.000,127.0,112395.0,115326.0,https://anaconda.org/conda-forge/hmmlearn,2022-02-12 03:10:38.209,131934.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
256,ImageHash,JohannesBuchner/imagehash,image,,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000,2022-08-08 21:57:11.000000,2021-09-07 19:15:32,209.0,,298,64.0,57.0,15.0,94.0,2471,A Python Perceptual Image Hashing Module.,20.0,30,True,2021-07-15 12:35:01.000,4.2.1,18.0,ImageHash,conda-forge/imagehash,,,,6010.0,5695.0,https://pypi.org/project/ImageHash,2021-07-15 12:35:01.000,315.0,1423324.0,1426569.0,https://anaconda.org/conda-forge/imagehash,2021-07-15 15:00:27.543,223907.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
257,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2022-08-18 06:43:25.000000,2022-08-17 16:53:39,911.0,31.0,318,49.0,296.0,79.0,215.0,2464,NeuralProphet: A simple forecasting package.,29.0,30,True,2022-03-22 02:55:21.000,0.3.2,12.0,neuralprophet,,,,['pytorch'],106.0,106.0,https://pypi.org/project/neuralprophet,2022-03-22 02:55:21.000,,69106.0,69106.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
258,GluonNLP,dmlc/gluon-nlp,nlp,,https://github.com/dmlc/gluon-nlp,https://github.com/dmlc/gluon-nlp,Apache-2.0,2018-04-04 20:57:13.000,2022-08-11 07:28:36.000000,2021-08-24 19:11:38,840.0,,519,101.0,1040.0,260.0,296.0,2433,"Toolkit that enables easy text preprocessing, datasets loading and neural models building to help you speed up your..",82.0,30,True,2020-08-13 19:17:42.000,0.10.0,26.0,gluonnlp,,,,['mxnet'],931.0,909.0,https://pypi.org/project/gluonnlp,2020-08-13 19:17:42.000,22.0,147162.0,147162.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
259,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2022-08-04 16:07:36.000000,2022-08-04 16:07:36,955.0,6.0,413,55.0,118.0,293.0,159.0,2222,A high performance implementation of HDBSCAN clustering.,79.0,30,True,2022-02-08 17:15:41.000,0.8.28.wheels,44.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],1658.0,1493.0,https://pypi.org/project/hdbscan,2022-02-08 15:45:27.000,165.0,450387.0,466730.0,https://anaconda.org/conda-forge/hdbscan,2022-02-11 21:21:32.499,1193039.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
260,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2022-08-17 17:38:54.000000,2022-06-17 20:29:08,1584.0,3.0,283,59.0,139.0,88.0,185.0,2208,A machine learning toolkit dedicated to time-series data.,39.0,30,True,2021-08-16 07:09:52.000,0.5.2,94.0,tslearn,conda-forge/tslearn,,,['sklearn'],577.0,558.0,https://pypi.org/project/tslearn,2021-08-16 07:29:50.000,19.0,94366.0,99459.0,https://anaconda.org/conda-forge/tslearn,2022-01-15 08:48:51.564,269942.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
261,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-08-13 22:44:23.000000,2022-08-13 22:44:23,400.0,16.0,275,47.0,66.0,26.0,101.0,2201,A python library for decision tree visualization and model interpretation.,21.0,30,True,2022-07-08 19:37:21.000,1.3.7,30.0,dtreeviz,conda-forge/dtreeviz,,,,460.0,446.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,96761.0,97642.0,https://anaconda.org/conda-forge/dtreeviz,2022-07-07 22:50:51.782,18516.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
262,mpld3,mpld3/mpld3,data-viz,,https://github.com/mpld3/mpld3,https://github.com/mpld3/mpld3,BSD-3-Clause,2013-12-18 01:48:30.000,2022-08-03 16:40:21.000000,2022-08-03 16:40:16,871.0,10.0,347,88.0,164.0,211.0,145.0,2184,D3 Renderings of Matplotlib Graphics.,51.0,30,True,2022-05-27 14:58:47.679,0.5.8,17.0,mpld3,conda-forge/mpld3,,,,431.0,28.0,https://pypi.org/project/mpld3,2022-05-27 14:58:27.000,399.0,258171.0,260430.0,https://anaconda.org/conda-forge/mpld3,2022-05-27 18:02:10.178,152942.0,,,,,2.0,,,,mpld3,https://www.npmjs.com/package/mpld3,2022-05-27 14:58:47.679,4.0,247.0,,,,,,,,,,,,,
263,pytorch-forecasting,jdb78/pytorch-forecasting,time-series-data,,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000,2022-08-16 20:59:56.000000,2022-08-16 20:59:48,1487.0,136.0,351,31.0,600.0,248.0,254.0,2172,Time series forecasting with PyTorch.,32.0,30,True,2022-05-23 11:53:35.000,0.10.2,32.0,pytorch-forecasting,conda-forge/pytorch-forecasting,,,,4.0,,https://pypi.org/project/pytorch-forecasting,2022-05-23 11:53:35.000,4.0,71780.0,72871.0,https://anaconda.org/conda-forge/pytorch-forecasting,2022-05-23 16:56:34.706,25105.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
