,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
378,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2024-01-23 08:15:45.000000,2023-12-02 08:46:41,671.0,1.0,400.0,42.0,61.0,19.0,269.0,1822.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,28,True,2023-04-07 06:00:55.135,1.3.6,19.0,ogb,conda-forge/ogb,,,,1378.0,1356.0,https://pypi.org/project/ogb,32887.0,33635.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,29940.0,,,,,2.0,,,2022-11-02 22:00:56.960,22.0,,,,,,,,,,,,,,,,,,
379,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-11-29 06:22:47.000000,2023-11-29 06:22:42,364.0,1.0,251.0,48.0,311.0,232.0,184.0,1709.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,42.0,28,True,2023-02-03 02:17:00.422,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],286.0,285.0,https://pypi.org/project/tensorflow-recommenders,365594.0,365594.0,,,,,,,,2.0,,,2023-02-03 02:17:00.422,1.0,,,,,,,,,,,,,,,,,,
380,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2024-01-25 13:58:59.000000,2024-01-25 13:55:27,1486.0,146.0,319.0,29.0,1532.0,130.0,100.0,1639.0,Pytorch domain library for recommendation systems.,200.0,28,True,2023-10-05 17:21:59.000,0.5.0,77.0,torchrec-nightly-cpu,,,,,84.0,84.0,https://pypi.org/project/torchrec-nightly-cpu,90.0,90.0,,,,,,,,2.0,,,2022-05-12 18:55:21.000,,,,,,,,,,,,,,,,,,,
381,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2024-01-25 13:10:07.000000,2024-01-25 13:10:07,3763.0,47.0,259.0,27.0,554.0,99.0,672.0,1583.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,75.0,28,True,2023-07-28 14:24:47.000,0.4.0,7.0,avalanche-lib,,,,,65.0,64.0,https://pypi.org/project/avalanche-lib,783.0,783.0,,,,,,,,2.0,,4.0,2023-07-28 14:24:47.000,1.0,,,,,,,,,,,,,,,,,,
382,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-10-27 06:20:12.000000,2023-10-20 21:52:11,1051.0,,207.0,52.0,201.0,33.0,275.0,1547.0,A full spaCy pipeline and models for scientific/biomedical documents.,32.0,28,True,2023-09-30 19:50:35.000,0.5.3,14.0,scispacy,,,,,854.0,824.0,https://pypi.org/project/scispacy,23634.0,23634.0,,,,,,,,2.0,,,2023-09-30 19:50:35.000,30.0,,,,,,,,,,,,,,,,,,
383,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2024-01-24 19:38:14.000000,2024-01-05 21:45:10,703.0,6.0,299.0,43.0,354.0,66.0,203.0,1542.0,Training PyTorch models with differential privacy.,74.0,28,True,2023-03-24 16:01:05.890,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],738.0,719.0,https://pypi.org/project/opacus,46138.0,46670.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,12720.0,,,,,2.0,,106.0,2022-05-06 09:43:18.000,19.0,,,,,,,,,,,,,,,,,,
384,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2024-01-24 20:23:18.734988,2024-01-24 20:21:30,1451.0,65.0,67.0,17.0,270.0,28.0,52.0,1336.0,"Fast Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",27.0,28,True,2024-01-24 20:22:31.947,2.8.16,104.0,usearch,,unum/usearch,,,56.0,45.0,https://pypi.org/project/usearch,40207.0,49032.0,,,,https://hub.docker.com/r/unum/usearch,2024-01-24 20:23:18.734988,1.0,71.0,3.0,,895.0,2024-01-09 17:27:36.000,3.0,,usearch,https://www.npmjs.com/package/usearch,2024-01-24 20:22:31.947,8.0,8708.0,,,,,,,,,,,,
385,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-11-26 03:27:34.000000,2020-10-14 13:22:39,167.0,,336.0,71.0,86.0,27.0,26.0,1194.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1428.0,1284.0,https://pypi.org/project/empyrical,23904.0,24268.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,25887.0,,,,,2.0,,,2020-10-13 21:29:19.000,144.0,,,,,,,,,,,,,,,,,,
386,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-12-24 14:31:48.000000,2023-06-06 09:46:40,415.0,,325.0,39.0,300.0,23.0,200.0,1183.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,346.0,332.0,https://pypi.org/project/pyswarms,38200.0,38200.0,,,,,,,,2.0,,,2021-01-03 21:34:15.000,14.0,,,,,,,,,,,,,,,,,,
387,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-01-11 20:36:11.000000,2023-12-21 17:09:15,394.0,8.0,177.0,25.0,31.0,3.0,129.0,1165.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,28,True,2023-10-11 22:35:06.000,0.13.0,59.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],494.0,484.0,https://pypi.org/project/prince,122347.0,122700.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17674.0,,,,,2.0,,,2023-10-11 22:35:06.000,10.0,,,,,,,,,,,,,,,,,,
388,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-01-22 16:59:28.000000,2024-01-19 10:55:28,486.0,12.0,106.0,23.0,325.0,30.0,256.0,1098.0,Extra blocks for scikit-learn pipelines.,62.0,28,True,2023-12-12 20:03:47.000,0.7.0,43.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],136.0,128.0,https://pypi.org/project/scikit-lego,28506.0,29544.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,45687.0,,,,,2.0,,,2023-12-12 19:57:11.000,8.0,,,,,,,,,,,,,,,,,,
389,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2024-01-10 09:27:27.000000,2023-08-01 13:02:51,2070.0,,214.0,42.0,583.0,83.0,431.0,954.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,28,False,2023-08-01 13:38:54.000,2.0.2,47.0,smac,conda-forge/smac,,,,48.0,,https://pypi.org/project/smac,68085.0,68621.0,https://anaconda.org/conda-forge/smac,2023-08-11 21:35:06.370,18244.0,,,,,2.0,,,2023-08-01 13:30:07.000,48.0,,,,,,,,,,,,,,,,,,
390,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,246.0,41.0,502.0,271.0,253.0,874.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:06:04.422,2023.3.24,35.0,dask-ml,conda-forge/dask-ml,,,,1017.0,943.0,https://pypi.org/project/dask-ml,200693.0,211288.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,794677.0,,,,,3.0,,,2023-03-24 22:06:04.422,74.0,,,,,,,,,,,,,,,,,,
391,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2024-01-24 23:00:32.000000,2024-01-23 19:42:38,16554.0,42.0,359.0,44.0,1610.0,278.0,2955.0,833.0,An open-source application for biological image analysis.,143.0,28,True,2023-08-14 19:59:48.000,4.2.6,48.0,cellprofiler,,,,,21.0,20.0,https://pypi.org/project/cellprofiler,596.0,649.0,,,,,,,,3.0,,6459.0,2023-08-14 19:14:28.000,1.0,,,,,,,,,,,,,,,,,,
392,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2024-01-08 13:33:30.000000,2024-01-08 13:19:20,1302.0,3.0,149.0,50.0,56.0,22.0,65.0,817.0,Computer Vision in Python.,34.0,28,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,1322.0,1194.0,https://pypi.org/project/mahotas,8370.0,17475.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,391520.0,,,,,3.0,,,2022-06-28 08:11:26.000,128.0,,,,,,,,,,,,,,,,,,
393,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-01-25 13:27:43.000000,2023-12-31 13:58:59,2670.0,191.0,96.0,10.0,510.0,20.0,91.0,792.0,Time series forecasting with scikit-learn models.,9.0,28,True,2023-11-16 21:42:02.000,0.11.0,25.0,skforecast,,,,['sklearn'],240.0,234.0,https://pypi.org/project/skforecast,48914.0,48914.0,,,,,,,,2.0,,,2023-11-16 21:34:56.000,6.0,,,,,,,,,,,,,,,,,,
394,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-01-21 20:54:27.000000,2024-01-21 20:53:18,272.0,66.0,80.0,21.0,87.0,35.0,55.0,549.0,pyspark methods to enhance developer productivity.,24.0,28,True,2023-02-17 21:55:30.000,0.10.0,13.0,quinn,,,,['spark'],80.0,74.0,https://pypi.org/project/quinn,846789.0,846789.0,,,,,,,,3.0,,9.0,2023-02-17 21:54:00.812,6.0,,,,,,,,,,,,,,,,,,
395,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-01-05 18:26:12.000000,2023-10-12 07:20:40,1894.0,,917.0,225.0,454.0,52.0,264.0,14995.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,True,2021-06-06 17:14:16.000,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,41662.0,42068.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,15.0,21953.0,2.0,,,,,,,,,,,,,,,,,,,,,,
396,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1140.0,180.0,213.0,23.0,533.0,8471.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,27,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,21.0,21.0,,,236.0,,,,,,,,3.0,,8519.0,,,,,,,,,,,,,,,,,,,,
397,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1153.0,352.0,79.0,48.0,231.0,7873.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,,,697.0,671.0,https://pypi.org/project/pysc2,1189.0,1591.0,,,,,,,,3.0,,30980.0,2022-07-13 12:02:04.256,26.0,google-deepmind/pysc2,,,,,,,,,,,,,,,,,
398,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1500.0,131.0,51.0,155.0,141.0,7656.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],44.0,1.0,https://pypi.org/project/efficientnet-pytorch,133242.0,212510.0,,,,,,,,2.0,,3646337.0,2021-04-15 15:17:23.000,43.0,,,,,,,,,,,,,,,,,,
399,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1351.0,348.0,14.0,42.0,65.0,6263.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1326.0,1284.0,https://pypi.org/project/snownlp,15801.0,15801.0,,,,,,,,3.0,,,2015-09-27 16:35:23.000,42.0,,,,,,,,,,,,,,,,,,
400,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-10-06 08:13:53.418000,2023-01-27 13:12:44,652.0,,979.0,146.0,93.0,75.0,305.0,6107.0,A Python scikit for building and analyzing recommender systems.,45.0,27,True,2022-09-23 17:17:00.724,1.1.3,11.0,scikit-surprise,conda-forge/scikit-surprise,,,,71.0,21.0,https://pypi.org/project/scikit-surprise,134520.0,142833.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,349148.0,,,,,2.0,,,2022-09-23 17:17:00.724,50.0,,,,,,,,,,,,,,,,,,
401,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1191.0,154.0,950.0,45.0,782.0,5704.0,Gluon CV Toolkit.,119.0,27,True,2021-03-09 00:20:06.000,0.10.0,10.0,gluoncv,,,,['mxnet'],21.0,21.0,https://pypi.org/project/gluoncv,39751.0,39751.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
402,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-01-25 09:58:08.000000,2024-01-22 03:36:56,13652.0,478.0,1559.0,142.0,3552.0,811.0,1059.0,5365.0,An Industrial Grade Federated Learning Framework.,100.0,27,True,2023-12-31 15:27:11.000,2.0.0,48.0,ETAF,,,,,,,https://pypi.org/project/ETAF,,,,,,,,,,2.0,,,2020-05-06 09:35:40.000,,,,,,,,,,,,,,,,,,,
403,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2023-10-03 15:08:28.000000,2018-07-25 01:28:08,1796.0,,780.0,275.0,438.0,221.0,329.0,4806.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],345.0,305.0,https://pypi.org/project/edward,308.0,308.0,,,,,,,,3.0,,16.0,2018-01-22 06:03:05.000,40.0,,,,,,,,,,,,,,,,,,
404,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-01-10 22:04:02.000000,2023-10-05 16:17:35,6152.0,,513.0,153.0,1903.0,300.0,1327.0,4328.0,ArrayFire: a general purpose GPU library.,88.0,27,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,,7.0,,https://pypi.org/project/arrayfire,769.0,819.0,,,,,,,,2.0,,5239.0,2022-02-22 21:42:15.000,7.0,,,,,,,,,,,,,,,,,,
405,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,955.0,144.0,30.0,46.0,77.0,4173.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,8046.0,7853.0,https://pypi.org/project/vadersentiment,155229.0,155628.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13570.0,,,,,2.0,,,2020-05-22 15:07:00.000,193.0,,,,,,,,,,,,,,,,,,
406,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2023-08-21 13:36:56.000000,2021-05-10 18:34:53,57.0,,405.0,39.0,55.0,118.0,43.0,3914.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,27,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],12529.0,12409.0,https://pypi.org/project/torchsummary,127956.0,127956.0,,,,,,,,2.0,,,2018-09-26 05:07:28.000,120.0,,,,,,,,,,,,,,,,,,
407,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,283.0,226.0,11.0,356.0,3861.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,570690.0,571115.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20841.0,,,,,3.0,,,2022-04-21 20:05:56.000,5.0,,,,,,,,,,,,,,,,,,
408,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-01-03 16:45:49.000000,2024-01-03 16:44:47,1195.0,3.0,401.0,83.0,54.0,57.0,202.0,3313.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],188.0,185.0,https://pypi.org/project/dm-acme,960.0,1172.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,8074.0,,,,,2.0,,,2022-02-10 06:52:27.000,3.0,google-deepmind/acme,,,,,,,,,,,,,,,,,
409,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484.0,,455.0,83.0,245.0,61.0,154.0,3022.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,61.0,27,False,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,173.0,171.0,https://pypi.org/project/fastnlp,37628.0,37629.0,,,,,,,,2.0,,75.0,2022-10-31 14:47:34.183,2.0,,,,,,,,,,,,,,,,,,
410,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,651.0,110.0,73.0,88.0,123.0,2939.0,Productivity Tools for Plotly + Pandas.,39.0,27,False,,,,cufflinks,,,,['pandas'],9923.0,9923.0,https://pypi.org/project/cufflinks,77400.0,77400.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
411,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,411.0,64.0,932.0,293.0,745.0,2840.0,StellarGraph - Machine Learning on Graphs.,37.0,27,False,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,,,['tensorflow'],248.0,248.0,https://pypi.org/project/stellargraph,4768.0,4768.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
412,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2023-12-04 12:10:57.449000,2023-11-29 13:26:08,135.0,8.0,264.0,52.0,19.0,34.0,97.0,2763.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,True,2023-11-29 13:30:45.000,2.3.1,35.0,sweetviz,conda-forge/sweetviz,,,,1977.0,1957.0,https://pypi.org/project/sweetviz,58583.0,59355.0,https://anaconda.org/conda-forge/sweetviz,2023-12-04 12:10:57.449,27023.0,,,,,3.0,,,2023-11-29 13:27:52.000,20.0,,,,,,,,,,,,,,,,,,
413,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-09-26 21:01:12.000000,2023-09-26 21:01:10,548.0,,468.0,97.0,43.0,82.0,240.0,2699.0,Learning to Rank in TensorFlow.,33.0,27,True,2023-08-11 17:56:48.000,0.5.3,22.0,tensorflow_ranking,,,,['tensorflow'],13.0,,https://pypi.org/project/tensorflow_ranking,82229.0,82229.0,,,,,,,,2.0,,,2023-08-11 17:56:48.000,13.0,,,,,,,,,,,,,,,,,,
414,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-01-22 22:53:21.000000,2024-01-22 22:53:18,1699.0,2.0,413.0,45.0,351.0,32.0,345.0,2599.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",33.0,27,True,2022-04-02 15:26:45.000,3.3.3,70.0,foolbox,conda-forge/foolbox,,,,565.0,551.0,https://pypi.org/project/foolbox,1309.0,1608.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,12593.0,,,,,2.0,,,2022-04-02 15:26:45.000,14.0,,,,,,,,,,,,,,,,,,
415,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-12-11 14:10:13.000000,2023-12-11 14:10:09,768.0,6.0,597.0,179.0,75.0,23.0,560.0,2554.0,Python sync/async framework for Interactive Brokers API.,36.0,27,True,2023-07-02 12:44:10.283,0.9.86,111.0,ib_insync,conda-forge/ib-insync,,,,28.0,,https://pypi.org/project/ib_insync,29968.0,30676.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,38238.0,,,,,3.0,,,2022-11-21 09:32:01.715,28.0,,,,,,,,,,,,,,,,,,
416,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,3.0,331.0,44.0,57.0,65.0,202.0,2317.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,27,True,2023-06-01 22:20:25.000,1.3,4.0,spektral,,,,['tensorflow'],260.0,260.0,https://pypi.org/project/spektral,6718.0,6718.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
417,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2024-01-11 19:35:27.000000,2023-11-21 19:33:43,419.0,3.0,784.0,93.0,267.0,165.0,95.0,2239.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",70.0,27,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,371.0,357.0,https://pypi.org/project/aif360,8317.0,8513.0,https://anaconda.org/conda-forge/aif360,2023-10-14 06:57:34.052,7860.0,,,,,2.0,,,2022-09-03 03:40:40.010,14.0,,,,,,,,,,,,,,,,,,
418,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317.0,65.0,38.0,96.0,160.0,2163.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],359.0,335.0,https://pypi.org/project/hyperas,10974.0,10974.0,,,,,,,,2.0,,,2019-02-28 09:16:54.000,24.0,,,,,,,,,,,,,,,,,,
419,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,246.0,91.0,124.0,31.0,230.0,2152.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 22:46:00.000,0.13.0,29.0,textacy,conda-forge/textacy,,,,1649.0,1649.0,https://pypi.org/project/textacy,33038.0,34756.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,137492.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
