,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,gitlab_id,gitlab_url
179,ipyparallel,ipython/ipyparallel,,distributed-ml,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,BSD-3-Clause,2015-04-09 07:43:55.000000,2021-02-23 14:37:54.000000,2021-02-22 12:08:33.000000,768,146.0,107.0,1899,1830.0,Interactive Parallel Computing in Python.,97.0,28,True,2020-05-05 18:42:38.000000,6.3.0,21.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],1924.0,1434.0,https://pypi.org/project/ipyparallel,2020-05-05 18:42:38.000000,490.0,31604.0,38224.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,390613.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
180,ImageHash,JohannesBuchner/imagehash,,image,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2021-01-03 14:55:33.000000,2021-01-03 14:55:15.000000,248,17.0,71.0,1852,184.0,A Python Perceptual Image Hashing Module.,17.0,28,True,2020-11-19 14:54:24.000000,4.2.0,17.0,ImageHash,conda-forge/imagehash,,,,2646.0,2114.0,https://pypi.org/project/ImageHash,2020-11-19 14:54:24.000000,532.0,249138.0,251160.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:49.964000,105157.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
181,HoloViews,holoviz/holoviews,,data-viz,https://github.com/holoviz/holoviews,https://github.com/holoviz/holoviews,BSD-3-Clause,2014-05-07 16:59:22.000000,2021-03-03 18:39:13.000000,2021-03-03 18:23:20.000000,306,696.0,1835.0,1818,10153.0,"With Holoviews, your data visualizes itself.",102.0,28,True,2021-01-27 18:07:05.000000,1.14.1,68.0,holoviews,conda-forge/holoviews,,,['jupyter'],170.0,,https://pypi.org/project/holoviews,2021-03-03 18:39:13.000000,170.0,40445.0,54943.0,https://anaconda.org/conda-forge/holoviews,2021-03-02 20:37:26.420000,434332.0,,,,,2.0,,,,@pyviz/jupyterlab_pyviz,https://www.npmjs.com/package/@pyviz/jupyterlab_pyviz,2020-05-24 13:49:54.205000,,7010.0,,,,,,,,,,,,,,
182,pyLDAvis,bmabey/pyLDAvis,,interpretability,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000000,2021-02-21 02:43:58.000000,2021-02-21 02:43:12.000000,302,96.0,62.0,1417,225.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,32.0,28,True,2021-02-21 02:43:58.000000,3.2.2,22.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],2038.0,1840.0,https://pypi.org/project/pyldavis,2021-02-21 02:43:58.000000,198.0,49657.0,50310.0,https://anaconda.org/conda-forge/pyldavis,2018-06-22 21:16:15.741000,21561.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
183,torchaudio,pytorch/audio,,audio,https://github.com/pytorch/audio,https://github.com/pytorch/audio,BSD-2-Clause,2017-05-05 00:38:05.000000,2021-03-04 12:38:10.000000,2021-03-04 03:24:45.000000,276,152.0,286.0,1245,752.0,"Data manipulation and transformation for audio signal processing, powered by PyTorch.",99.0,28,True,2020-12-10 17:02:20.000000,0.7.2,11.0,torchaudio,,,,['pytorch'],1728.0,1710.0,https://pypi.org/project/torchaudio,2020-10-27 16:14:57.000000,18.0,59631.0,59631.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
184,PyTables,PyTables/PyTables,,data-containers,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000000,2021-03-04 14:27:47.000000,2021-03-04 14:27:47.000000,182,158.0,448.0,1005,3952.0,A Python package to manage extremely large amounts of data.,97.0,28,True,2019-10-30 19:33:37.000000,3.6.1,25.0,tables,conda-forge/pytables,,,,3754.0,,https://pypi.org/project/tables,2019-10-30 19:33:37.000000,3754.0,248888.0,290953.0,https://anaconda.org/conda-forge/pytables,2021-01-14 18:41:06.536000,2313501.0,,,,,2.0,125.0,,,,,,,,,,,,,,,,,,,,,
185,Keras-Preprocessing,keras-team/keras-preprocessing,,others,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000000,2021-02-04 19:43:30.000000,2021-02-04 19:43:30.000000,409,93.0,99.0,914,284.0,"Utilities for working with image data, text data, and sequence data.",50.0,28,True,2020-05-14 03:53:47.000000,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],2736.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:53:47.000000,2736.0,2578244.0,2604297.0,https://anaconda.org/conda-forge/keras-preprocessing,2021-01-15 12:28:58.923000,859758.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
186,Cython BLIS,explosion/cython-blis,,others,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000000,2021-02-25 03:59:27.000000,2020-12-07 07:21:11.000000,23,6.0,15.0,165,524.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,9.0,28,True,2020-12-07 08:56:44.000000,0.7.4,35.0,blis,conda-forge/cython-blis,,,,9081.0,8691.0,https://pypi.org/project/blis,2020-12-07 08:56:44.000000,390.0,677431.0,694845.0,https://anaconda.org/conda-forge/cython-blis,2021-01-31 09:13:47.685000,417945.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
187,Streamlit,streamlit/streamlit,,others,https://github.com/streamlit/streamlit,https://github.com/streamlit/streamlit,Apache-2.0,2019-08-24 00:14:52.000000,2021-03-04 15:15:26.000000,2021-03-03 19:10:27.000000,1149,594.0,988.0,13628,,Streamlit The fastest way to build data apps in Python.,87.0,27,True,2021-02-23 22:26:04.000000,0.77.0,124.0,streamlit,,,,,93.0,59.0,https://pypi.org/project/streamlit,2021-02-04 20:39:11.000000,34.0,104677.0,104677.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
188,Dopamine,google/dopamine,,reinforcement-learning,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000000,2021-03-03 22:26:11.000000,2021-03-03 22:24:01.000000,1242,80.0,70.0,9330,223.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,14.0,27,True,2021-02-12 20:18:33.000000,3.1.9,36.0,dopamine-rl,,,,['tensorflow'],62.0,,https://pypi.org/project/dopamine-rl,2021-03-03 22:26:11.000000,62.0,46477.0,46477.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
189,AutoKeras,keras-team/autokeras,,hyperopt,https://github.com/keras-team/autokeras,https://github.com/keras-team/autokeras,Apache-2.0,2017-11-19 23:18:20.000000,2021-03-03 20:26:27.000000,2021-03-03 20:26:27.000000,1259,57.0,666.0,7794,1242.0,AutoML library for deep learning.,127.0,27,True,2020-11-30 02:43:50.000000,1.0.12,46.0,autokeras,,,,['tensorflow'],155.0,148.0,https://pypi.org/project/autokeras,2020-11-30 02:43:50.000000,7.0,3256.0,3256.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
190,pretrainedmodels,Cadene/pretrained-models.pytorch,,pytorch-utils,https://github.com/Cadene/pretrained-models.pytorch,https://github.com/Cadene/pretrained-models.pytorch,BSD-3-Clause,2017-04-09 15:54:23.000000,2020-06-08 16:06:59.000000,2020-04-16 08:02:22.000000,1646,87.0,86.0,7754,154.0,"Pretrained ConvNets for pytorch: NASNet, ResNeXt, ResNet, InceptionV4, InceptionResnetV2, Xception, DPN, etc.",22.0,27,True,2018-10-29 08:18:45.000000,0.7.4,16.0,pretrainedmodels,,,,['pytorch'],990.0,886.0,https://pypi.org/project/pretrainedmodels,2018-10-29 08:18:45.000000,104.0,20054.0,20054.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
191,PyTorch Image Models,rwightman/pytorch-image-models,,image,https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000000,2021-03-02 00:54:22.000000,2021-03-01 01:43:22.000000,1097,30.0,240.0,7721,720.0,"PyTorch image models, scripts, pretrained weights -- (SE)ResNet/ResNeXT, DPN, EfficientNet, MixNet, MobileNet-V3/V2,..",29.0,27,True,2021-02-18 08:02:36.000000,0.1-dnf-weights,17.0,,,,,['pytorch'],347.0,347.0,,,,,11804.0,,,,,,,,2.0,259707.0,,,,,,,,,,,,,,,,,,,,,
192,dgl,dmlc/dgl,,graph,https://github.com/dmlc/dgl,https://github.com/dmlc/dgl,Apache-2.0,2018-04-20 14:49:09.000000,2021-03-04 09:20:43.000000,2021-03-03 08:35:07.000000,1368,234.0,731.0,6763,1598.0,"Python package built to ease deep learning on graph, on top of existing DL frameworks.",110.0,27,True,2021-02-26 00:05:08.000000,0.6.0,382.0,dgl,,,,,30.0,,https://pypi.org/project/dgl,2021-02-28 09:33:19.000000,30.0,13959.0,13959.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
193,TensorLayer,tensorlayer/tensorlayer,,reinforcement-learning,https://github.com/tensorlayer/tensorlayer,https://github.com/tensorlayer/tensorlayer,Apache-2.0,2016-06-07 15:55:16.000000,2021-02-23 00:48:18.000000,2021-02-22 06:39:19.000000,1460,17.0,433.0,6506,3344.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,131.0,27,True,2021-01-06 07:16:21.000000,2.2.4,82.0,tensorlayer,,,,['tensorflow'],68.0,,https://pypi.org/project/tensorlayer,2020-06-19 00:53:37.000000,68.0,1447.0,1469.0,,,,,,,,2.0,1202.0,,,,,,,,,,,,,,,,,,,,,
194,imageai,OlafenwaMoses/ImageAI,,image,https://github.com/OlafenwaMoses/ImageAI,https://github.com/OlafenwaMoses/ImageAI,MIT,2018-03-19 23:12:33.000000,2021-02-05 19:32:30.000000,2021-01-05 01:31:12.000000,1642,190.0,411.0,5953,290.0,A python library built to empower developers to build applications and systems with self-contained Computer Vision..,13.0,27,True,2021-01-05 01:26:01.000000,2.1.6,10.0,imageai,,,,,736.0,712.0,https://pypi.org/project/imageai,2021-01-05 01:26:01.000000,24.0,3931.0,19513.0,,,,,,,,2.0,545384.0,,,,,,,,,,,,,,,,,,,,,
195,CleverHans,cleverhans-lab/cleverhans,,adversarial,https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000000,2021-03-04 01:44:10.000000,2021-03-04 01:44:09.000000,1233,24.0,413.0,4986,3104.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",117.0,27,True,2021-02-01 06:35:42.000000,3.1.0,7.0,cleverhans,,,,['tensorflow'],210.0,194.0,https://pypi.org/project/cleverhans,2018-11-27 17:36:15.000000,16.0,355.0,355.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
196,Bayesian Optimization,fmfn/BayesianOptimization,,hyperopt,https://github.com/fmfn/BayesianOptimization,https://github.com/fmfn/BayesianOptimization,MIT,2014-06-06 08:18:56.000000,2021-02-16 13:11:04.000000,2020-12-19 01:11:23.000000,1097,40.0,164.0,4926,199.0,A Python implementation of global optimization with gaussian processes.,27.0,27,True,2020-05-16 16:03:51.000000,1.2.0,8.0,bayesian-optimization,,,,,728.0,636.0,https://pypi.org/project/bayesian-optimization,2020-05-16 15:56:09.000000,92.0,42554.0,42555.0,,,,,,,,2.0,47.0,,,,,,,,,,,,,,,,,,,,,
197,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2021-03-03 09:01:49.000000,2021-03-02 18:37:34.000000,1056,372.0,378.0,4575,848.0,Gluon CV Toolkit.,111.0,27,True,2021-02-17 23:53:26.000000,0.9.4,1018.0,gluoncv,,,,['mxnet'],471.0,441.0,https://pypi.org/project/gluoncv,2021-03-03 09:01:49.000000,30.0,40984.0,40984.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
198,PDFMiner,euske/pdfminer,,data-loading,https://github.com/euske/pdfminer,https://github.com/euske/pdfminer,MIT,2010-12-12 12:50:22.000000,2021-02-16 14:43:27.000000,2020-01-18 07:00:32.000000,1024,222.0,40.0,4519,540.0,Python PDF Parser (Not actively maintained). Check out pdfminer.six.,28.0,27,False,,,24.0,pdfminer,conda-forge/pdfminer,,,,3548.0,2082.0,https://pypi.org/project/pdfminer,2019-11-25 12:02:21.000000,1466.0,71805.0,72065.0,https://anaconda.org/conda-forge/pdfminer,2021-02-15 15:07:18.804000,14352.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
199,snorkel,snorkel-team/snorkel,,data-loading,https://github.com/snorkel-team/snorkel,https://github.com/snorkel-team/snorkel,Apache-2.0,2016-02-26 05:52:45.000000,2021-03-03 22:59:07.000000,2021-03-01 03:08:16.000000,735,22.0,916.0,4502,2648.0,A system for quickly generating training data with weak supervision.,63.0,27,True,2020-08-09 03:07:36.000000,0.9.6,18.0,snorkel,conda-forge/snorkel,,,,80.0,72.0,https://pypi.org/project/snorkel,2020-08-09 02:57:34.000000,8.0,67129.0,67945.0,https://anaconda.org/conda-forge/snorkel,2020-04-10 13:08:54.445000,16126.0,,,,,3.0,506.0,,,,,,,,,,,,,,,,,,,,,
200,librosa,librosa/librosa,,audio,https://github.com/librosa/librosa,https://github.com/librosa/librosa,ISC,2012-10-20 14:21:01.000000,2021-03-03 14:24:20.000000,2021-03-03 14:24:15.000000,705,73.0,785.0,4326,,Python library for audio and music analysis.,82.0,27,True,2020-07-22 01:34:55.000000,0.8.0,28.0,librosa,conda-forge/librosa,,,,11404.0,9654.0,https://pypi.org/project/librosa,2020-07-22 01:34:55.000000,1750.0,240202.0,244757.0,https://anaconda.org/conda-forge/librosa,2020-07-22 10:27:18.402000,255109.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
201,DEAP,deap/deap,,distributed-ml,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000000,2021-02-24 12:54:41.000000,2020-12-25 17:33:18.000000,857,169.0,223.0,4110,2147.0,Distributed Evolutionary Algorithms in Python.,67.0,27,False,2020-01-21 01:18:06.000000,1.3.1,16.0,deap,conda-forge/deap,,,,2133.0,1651.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000000,482.0,50683.0,52729.0,https://anaconda.org/conda-forge/deap,2021-01-13 14:43:13.393000,116668.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
202,sktime,alan-turing-institute/sktime,,time-series-data,https://github.com/alan-turing-institute/sktime,https://github.com/alan-turing-institute/sktime,BSD-3-Clause,2018-11-06 15:08:24.000000,2021-03-04 04:22:58.000000,2021-03-02 19:43:37.000000,462,124.0,244.0,3668,1752.0,A unified framework for machine learning with time series.,77.0,27,True,2021-02-06 11:40:49.000000,0.5.3,13.0,sktime,,,,['sklearn'],114.0,114.0,https://pypi.org/project/sktime,2021-02-06 11:40:49.000000,0.0,10446.0,10448.0,,,,,,,,1.0,53.0,,,,,,,,,,,,,,,,,,,,,
203,InterpretML,interpretml/interpret,,interpretability,https://github.com/interpretml/interpret,https://github.com/interpretml/interpret,MIT,2019-05-03 05:47:52.000000,2021-03-04 02:41:51.000000,2021-03-04 02:39:10.000000,431,52.0,121.0,3513,1488.0,Fit interpretable models. Explain blackbox machine learning.,23.0,27,True,2021-01-20 02:12:33.000000,0.2.4,34.0,interpret,,,,['jupyter'],64.0,62.0,https://pypi.org/project/interpret,2021-01-20 02:10:35.000000,2.0,8426.0,8426.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
204,lightfm,lyst/lightfm,,recommender-systems,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000000,2021-02-09 09:07:19.000000,2021-02-07 21:16:06.000000,565,127.0,337.0,3508,428.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,27,True,2020-11-27 19:48:30.000000,1.16,14.0,lightfm,conda-forge/lightfm,,,,459.0,403.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000000,56.0,63104.0,65169.0,https://anaconda.org/conda-forge/lightfm,2021-02-07 22:19:58.097000,78487.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
205,Alpha Vantage,RomelTorres/alpha_vantage,,financial-data,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000000,2021-02-17 12:42:04.000000,2020-12-21 19:51:57.000000,567,16.0,215.0,3181,497.0,A python wrapper for Alpha Vantage API for financial data.,36.0,27,True,2020-12-21 02:37:29.000000,2.3.1,28.0,alpha_vantage,,,,,202.0,,https://pypi.org/project/alpha_vantage,2018-08-26 18:55:11.000000,202.0,14346.0,14346.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
206,Dagster,dagster-io/dagster,,data-pipelines,https://github.com/dagster-io/dagster,https://github.com/dagster-io/dagster,Apache-2.0,2018-04-30 16:30:04.000000,2021-03-04 14:40:47.000000,2021-03-04 14:40:42.000000,303,670.0,1969.0,2966,6817.0,"A data orchestrator for machine learning, analytics, and ETL.",120.0,27,True,2021-02-26 01:07:40.000000,0.10.7,240.0,dagster,conda-forge/dagster,,,,146.0,142.0,https://pypi.org/project/dagster,2021-02-25 21:40:02.000000,4.0,29626.0,39478.0,https://anaconda.org/conda-forge/dagster,2021-02-28 00:06:08.457000,157640.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
207,pomegranate,jmschrei/pomegranate,,probabilistics,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000000,2021-02-27 06:33:10.000000,2021-02-12 22:35:15.000000,472,38.0,544.0,2612,884.0,"Fast, flexible and easy to use probabilistic modelling in Python.",61.0,27,True,2021-02-12 19:38:41.000000,0.14.2,63.0,pomegranate,conda-forge/pomegranate,,,,459.0,403.0,https://pypi.org/project/pomegranate,2021-02-12 19:38:41.000000,56.0,15183.0,17550.0,https://anaconda.org/conda-forge/pomegranate,2020-11-01 16:22:04.857000,47351.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
208,plotnine,has2k1/plotnine,,data-viz,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000000,2021-03-04 15:03:24.000000,2021-03-04 15:00:47.000000,135,68.0,361.0,2589,1682.0,A grammar of graphics for Python.,82.0,27,False,2020-08-05 20:10:30.000000,0.7.1,10.0,plotnine,conda-forge/plotnine,,,,1863.0,1609.0,https://pypi.org/project/plotnine,2020-08-05 18:55:16.000000,254.0,72525.0,74581.0,https://anaconda.org/conda-forge/plotnine,2020-08-06 19:52:38.810000,94604.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
209,mrjob,Yelp/mrjob,,data-pipelines,https://github.com/Yelp/mrjob,https://github.com/Yelp/mrjob,Apache-2.0,2010-10-13 18:35:21.000000,2020-12-24 22:44:29.424000,2020-11-16 22:20:52.000000,590,200.0,1089.0,2530,8622.0,Run MapReduce jobs on Hadoop or Amazon Web Services.,142.0,27,True,2020-09-17 22:26:01.000000,0.7.4,60.0,mrjob,conda-forge/mrjob,,,,796.0,684.0,https://pypi.org/project/mrjob,2020-09-17 22:26:01.000000,112.0,51381.0,57410.0,https://anaconda.org/conda-forge/mrjob,2020-12-24 22:44:29.424000,325595.0,,,,,2.0,,,-2.0,,,,,,,,,,,,,,,,,,,
210,Jina,jina-ai/jina,,ml-frameworks,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000000,2021-03-04 14:21:29.000000,2021-03-04 10:57:59.000000,363,66.0,616.0,2453,4950.0,An easier way to build neural search on the cloud.,86.0,27,True,2021-02-28 23:13:39.000000,1.0.7,436.0,jina,,jinaai/jina,,,49.0,49.0,https://pypi.org/project/jina,2021-03-04 10:59:51.000000,,4424.0,16641.0,,,,https://hub.docker.com/r/jinaai/jina,2021-03-04 11:11:50.119130,1.0,158829.0,3.0,,,,,,,,,,,,,,,,,,,,,,
211,eli5,TeamHG-Memex/eli5,,interpretability,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000000,2021-01-25 08:24:59.385000,2020-01-22 07:39:36.000000,296,145.0,110.0,2306,1198.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,27,False,2021-01-23 14:25:24.000000,0.11.0,28.0,eli5,conda-forge/eli5,,,,110.0,,https://pypi.org/project/eli5,2021-01-23 14:25:24.000000,110.0,127219.0,129150.0,https://anaconda.org/conda-forge/eli5,2021-01-25 08:24:59.385000,88859.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
212,implicit,benfred/implicit,,recommender-systems,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000000,2021-02-10 05:30:09.000000,2021-02-10 05:29:05.000000,460,80.0,257.0,2270,301.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,29.0,27,True,2020-09-15 22:01:38.000000,0.4.4,34.0,implicit,conda-forge/implicit,,,,414.0,370.0,https://pypi.org/project/implicit,2020-09-15 22:01:38.000000,44.0,62436.0,67721.0,https://anaconda.org/conda-forge/implicit,2020-11-24 06:44:37.378000,200836.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
213,Cufflinks,santosjorge/cufflinks,,data-viz,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000000,2021-02-25 05:05:09.000000,2021-02-25 05:05:09.000000,535,81.0,121.0,2103,452.0,Productivity Tools for Plotly + Pandas.,38.0,27,True,2020-03-01 17:42:01.000000,0.17.3,27.0,cufflinks,,,,['pandas'],3021.0,2787.0,https://pypi.org/project/cufflinks,2020-03-01 17:42:01.000000,234.0,39997.0,39997.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
214,ta,bukosabino/ta,,financial-data,https://github.com/bukosabino/ta,https://github.com/bukosabino/ta,MIT,2018-01-02 18:08:48.000000,2021-02-25 05:21:53.000000,2020-11-29 21:08:14.000000,482,72.0,83.0,1881,582.0,Technical Analysis Library using Pandas and Numpy.,23.0,27,True,2020-11-29 10:49:09.000000,0.7.0,49.0,ta,,,,,454.0,442.0,https://pypi.org/project/ta,2020-11-29 10:49:09.000000,12.0,22421.0,22421.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
215,TF-Agents,tensorflow/agents,,reinforcement-learning,https://github.com/tensorflow/agents,https://github.com/tensorflow/agents,Apache-2.0,2018-11-17 00:29:12.000000,2021-03-03 07:01:26.000000,2021-03-03 07:00:40.000000,474,112.0,316.0,1817,1644.0,TF-Agents is a library for Reinforcement Learning in TensorFlow.,86.0,27,True,2021-01-05 18:41:58.000000,0.7.1,18.0,tf-agents,,,,['tensorflow'],404.0,392.0,https://pypi.org/project/tf-agents,2021-01-05 18:41:58.000000,12.0,5395.0,5395.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
216,Foolbox,bethgelab/foolbox,,adversarial,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000000,2021-02-23 22:41:42.000000,2021-02-23 07:07:05.000000,332,54.0,264.0,1800,1641.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",31.0,27,True,2021-02-23 07:09:34.000000,3.3.1,68.0,foolbox,,,,,192.0,174.0,https://pypi.org/project/foolbox,2021-02-23 07:07:53.000000,18.0,1353.0,1353.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
217,filterpy,rlabbe/filterpy,,probabilistics,https://github.com/rlabbe/filterpy,https://github.com/rlabbe/filterpy,MIT,2014-07-15 02:15:19.000000,2021-03-02 14:46:47.000000,2021-02-08 17:55:48.000000,407,21.0,147.0,1723,536.0,"Python Kalman filtering and optimal estimation library. Implements Kalman filter, particle filter, Extended Kalman..",33.0,27,True,2018-10-10 22:38:24.000000,1.4.5,48.0,filterpy,conda-forge/filterpy,,,,946.0,734.0,https://pypi.org/project/filterpy,2018-10-10 22:38:24.000000,212.0,18160.0,19436.0,https://anaconda.org/conda-forge/filterpy,2020-05-05 21:13:59.073000,57432.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
218,MNE,mne-tools/mne-python,,medical-data,https://github.com/mne-tools/mne-python,https://github.com/mne-tools/mne-python,BSD-3-Clause,2011-01-28 03:31:13.000000,2021-03-04 14:26:32.000000,2021-03-04 14:26:32.000000,860,326.0,3169.0,1522,,MNE: Magnetoencephalography (MEG) and Electroencephalography (EEG) in Python.,234.0,27,True,2020-12-17 15:32:54.000000,0.22.0,50.0,mne,conda-forge/mne,,,,1051.0,853.0,https://pypi.org/project/mne,2020-12-17 15:32:54.000000,198.0,14713.0,16939.0,https://anaconda.org/conda-forge/mne,2020-12-20 21:44:36.472000,109119.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
219,Flax,google/flax,,ml-frameworks,https://github.com/google/flax,https://github.com/google/flax,Apache-2.0,2020-01-10 09:48:37.000000,2021-03-04 07:26:39.000000,2021-03-02 12:55:00.000000,180,144.0,163.0,1499,1695.0,Flax is a neural network ecosystem for JAX that is designed for flexibility.,79.0,27,True,2021-03-01 10:28:28.000000,0.3.2,11.0,flax,,,,['jax'],112.0,106.0,https://pypi.org/project/flax,2021-03-01 15:56:50.000000,6.0,56627.0,56628.0,,,,,,,,3.0,23.0,,,,,,,,,,,,,,,,,,,,,
220,Cartopy,mapbox/rasterio,,geospatial-data,https://github.com/mapbox/rasterio,https://github.com/mapbox/rasterio,LGPL-3.0,2013-11-04 16:36:27.000000,2021-03-03 15:24:39.000000,2021-03-03 15:24:29.000000,394,137.0,1216.0,1443,3281.0,Rasterio reads and writes geospatial raster datasets.,107.0,27,False,2020-05-04 03:02:47.000000,0.18.0,19.0,Cartopy,conda-forge/cartopy,,,,3163.0,2817.0,https://pypi.org/project/Cartopy,2020-05-04 03:02:47.000000,346.0,16289.0,39581.0,https://anaconda.org/conda-forge/cartopy,2021-02-12 18:27:31.764000,1396949.0,,,,,3.0,703.0,,,,,,,,,,,,,,,,,,,,,
