,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,new_addition,brew_id,apt_id,yum_id,trending,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,gitlab_id,gitlab_url
147,Graphviz,xflr6/graphviz,,data-viz,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,MIT,2014-01-12 17:49:29.000000,2021-01-18 20:58:35.000000,2021-01-18 19:38:58.000000,139,5.0,96.0,901,450.0,Simple Python interface for Graphviz.,16.0,29,True,2020-10-07 09:06:41.000000,0.14.2,47.0,graphviz,,,,,21328.0,16946.0,https://pypi.org/project/graphviz,2020-12-24 16:17:24.000000,4382.0,2293503.0,2293503.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
148,TensorFlow Transform,tensorflow/transform,,tensorflow-utils,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000000,2021-01-21 11:00:21.000000,2021-01-21 11:00:16.000000,164,33.0,114.0,849,569.0,Input pipeline framework.,27.0,29,True,2020-12-16 21:35:23.000000,0.26.0,33.0,tensorflow-transform,,,,['tensorflow'],479.0,395.0,https://pypi.org/project/tensorflow-transform,2020-12-16 21:35:23.000000,84.0,6534234.0,6534234.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
149,snakemake,snakemake/snakemake,,ml-experiments,https://github.com/snakemake/snakemake,https://github.com/snakemake/snakemake,MIT,2015-10-17 15:43:54.867000,2021-01-20 23:07:32.614000,2021-01-19 16:57:51.000000,184,317.0,206.0,821,3952.0,"This is the development home of the workflow management system Snakemake. For general information, see.",195.0,29,True,2021-01-15 13:36:23.000000,5.32.0,159.0,snakemake,bioconda/snakemake,,,,1016.0,728.0,https://pypi.org/project/snakemake,2021-01-15 13:37:08.000000,288.0,7786.0,12058.0,https://anaconda.org/bioconda/snakemake,2021-01-20 23:07:32.614000,269186.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
150,Bottleneck,pydata/bottleneck,,data-containers,https://github.com/pydata/bottleneck,https://github.com/pydata/bottleneck,BSD-2-Clause,2010-11-27 23:21:22.000000,2021-01-21 02:48:32.623000,2021-01-19 04:19:46.000000,63,23.0,177.0,568,1231.0,Fast NumPy array functions written in C.,21.0,29,True,2020-02-21 06:22:16.000000,1.3.2,21.0,Bottleneck,conda-forge/bottleneck,,,,21176.0,18284.0,https://pypi.org/project/Bottleneck,2020-02-21 06:22:16.000000,2892.0,190332.0,214949.0,https://anaconda.org/conda-forge/bottleneck,2021-01-21 02:48:32.623000,1378599.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,
151,pyproj,pyproj4/pyproj,,geospatial-data,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2021-01-08 01:17:08.000000,2021-01-08 01:15:13.000000,146,6.0,375.0,565,1099.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,39.0,29,True,2020-11-05 13:39:29.000000,3.0.0.post1,34.0,pyproj,conda-forge/pyproj,,,,10685.0,8223.0,https://pypi.org/project/pyproj,2020-11-05 14:28:45.000000,2462.0,1030411.0,1061170.0,https://anaconda.org/conda-forge/pyproj,2020-11-06 22:55:31.654000,1876308.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
152,NIPYPE,nipy/nipype,,medical-data,https://github.com/nipy/nipype,https://github.com/nipy/nipype,Apache-2.0,2010-07-22 17:06:49.000000,2021-01-11 05:49:22.000000,2020-12-08 17:16:40.000000,439,312.0,873.0,544,14049.0,Workflows and interfaces for neuroimaging packages.,212.0,29,True,2020-09-17 18:44:32.000000,1.5.1,54.0,nipype,conda-forge/nipype,,,,686.0,494.0,https://pypi.org/project/nipype,2020-08-16 18:30:16.000000,192.0,9841.0,16279.0,https://anaconda.org/conda-forge/nipype,2020-11-28 17:44:51.813000,347658.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
153,snowballstemmer,snowballstem/snowball,,nlp,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000000,2021-01-21 05:10:14.000000,2021-01-21 04:50:09.000000,128,19.0,42.0,469,841.0,Snowball compiler and stemming algorithms.,25.0,29,True,2019-10-03 08:03:11.000000,2.0.0,8.0,snowballstemmer,conda-forge/snowballstemmer,,,,55913.0,42731.0,https://pypi.org/project/snowballstemmer,2019-10-03 08:03:11.000000,13182.0,2069507.0,2106695.0,https://anaconda.org/conda-forge/snowballstemmer,2019-10-03 09:44:39.068000,1970986.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
154,NiBabel,nipy/nibabel,,medical-data,https://github.com/nipy/nibabel,https://github.com/nipy/nibabel,MIT,2010-07-22 16:28:30.000000,2021-01-17 18:44:58.000000,2021-01-17 17:02:03.000000,209,109.0,285.0,383,4939.0,Python package to access a cacophony of neuro-imaging file formats.,89.0,29,True,2020-11-28 22:19:50.000000,3.2.1,32.0,nibabel,conda-forge/nibabel,,,,4777.0,3513.0,https://pypi.org/project/nibabel,2020-11-28 22:18:23.000000,1264.0,43330.0,48546.0,https://anaconda.org/conda-forge/nibabel,2020-11-29 03:40:05.178000,292137.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
155,baselines,openai/baselines,,reinforcement-learning,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000000,2021-01-02 22:20:03.000000,2020-01-31 13:06:18.000000,3836,452.0,423.0,11045,347.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,114.0,28,True,2018-02-26 17:07:07.000000,0.1.5,6.0,baselines,,,,,315.0,278.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000000,37.0,27656.0,27656.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
156,PyTorch Geometric,rusty1s/pytorch_geometric,,graph,https://github.com/rusty1s/pytorch_geometric,https://github.com/rusty1s/pytorch_geometric,MIT,2017-10-06 16:03:03.000000,2021-01-20 07:39:01.000000,2021-01-20 07:38:57.000000,1677,662.0,1090.0,10014,4076.0,Geometric Deep Learning Extension Library for PyTorch.,137.0,28,True,2020-12-02 14:57:09.000000,1.6.3,25.0,torch-geometric,,,,['pytorch'],24.0,,https://pypi.org/project/torch-geometric,2020-11-27 07:18:41.000000,24.0,11651.0,11651.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
157,Sonnet,deepmind/sonnet,,ml-frameworks,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000000,2020-11-30 02:35:15.000000,2020-10-08 10:01:11.000000,1257,18.0,135.0,8715,545.0,TensorFlow-based neural network library.,48.0,28,True,2020-03-27 10:36:19.000000,2.0.0,27.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],564.0,482.0,https://pypi.org/project/dm-sonnet,2020-03-27 10:36:10.000000,82.0,46997.0,47493.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843000,6949.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
158,Albumentations,albumentations-team/albumentations,,image,https://github.com/albumentations-team/albumentations,https://github.com/albumentations-team/albumentations,MIT,2018-06-06 03:10:50.000000,2021-01-15 07:22:55.000000,2021-01-15 07:22:53.000000,915,171.0,233.0,7107,615.0,Fast image augmentation library and easy to use wrapper around other libraries. Documentation:..,72.0,28,True,2020-11-29 14:30:07.000000,0.5.2,44.0,albumentations,conda-forge/albumentations,,,['pytorch'],2687.0,2559.0,https://pypi.org/project/albumentations,2020-11-29 14:30:07.000000,128.0,55867.0,56612.0,https://anaconda.org/conda-forge/albumentations,2020-11-29 15:51:47.610000,14164.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
159,OpenNMT,OpenNMT/OpenNMT-py,,nlp,https://github.com/OpenNMT/OpenNMT-py,https://github.com/OpenNMT/OpenNMT-py,MIT,2017-02-22 19:01:50.000000,2021-01-20 13:37:40.000000,2021-01-20 13:34:11.000000,1768,90.0,1124.0,4770,2541.0,Open Source Neural Machine Translation in PyTorch.,165.0,28,True,2021-01-20 13:35:57.000000,2.0.0,27.0,OpenNMT-py,,,,['pytorch'],69.0,65.0,https://pypi.org/project/OpenNMT-py,2021-01-20 13:35:57.000000,4.0,4242.0,4242.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,
160,GluonCV,dmlc/gluon-cv,,image,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000000,2021-01-20 22:38:51.000000,2021-01-20 22:38:50.000000,1031,364.0,375.0,4488,830.0,Gluon CV Toolkit.,110.0,28,True,2021-01-05 00:33:13.000000,0.9.1,972.0,gluoncv,,,,['mxnet'],432.0,402.0,https://pypi.org/project/gluoncv,2021-01-20 09:01:56.000000,30.0,65707.0,65707.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
161,Tokenizers,huggingface/tokenizers,,nlp,https://github.com/huggingface/tokenizers,https://github.com/huggingface/tokenizers,Apache-2.0,2019-11-01 17:52:20.000000,2021-01-18 17:06:37.000000,2021-01-12 21:47:56.000000,305,80.0,292.0,4177,1427.0,Fast State-of-the-Art Tokenizers optimized for Research and Production.,40.0,28,True,2021-01-12 21:50:02.000000,0.10.0,58.0,tokenizers,conda-forge/tokenizers,,,,24.0,24.0,https://pypi.org/project/tokenizers,2021-01-12 21:50:02.000000,0.0,813098.0,816185.0,https://anaconda.org/conda-forge/tokenizers,2020-11-19 06:02:47.112000,18523.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
162,DEAP,deap/deap,,distributed-ml,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39.000000,2021-01-18 16:32:46.000000,2020-12-25 17:33:18.000000,839,166.0,220.0,4044,2147.0,Distributed Evolutionary Algorithms in Python.,67.0,28,False,2020-01-21 01:18:06.000000,1.3.1,16.0,deap,conda-forge/deap,,,,2035.0,1553.0,https://pypi.org/project/deap,2020-01-21 01:18:06.000000,482.0,84341.0,86318.0,https://anaconda.org/conda-forge/deap,2021-01-13 14:43:13.393000,108762.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
163,sentence-transformers,UKPLab/sentence-transformers,,nlp,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000000,2021-01-21 09:45:27.000000,2021-01-21 09:45:01.000000,739,297.0,350.0,3961,584.0,Sentence Embeddings with BERT & XLNet.,38.0,28,True,2021-01-04 14:04:01.000000,0.4.1,29.0,sentence-transformers,,,,['pytorch'],565.0,565.0,https://pypi.org/project/sentence-transformers,2021-01-04 15:49:09.000000,0.0,130137.0,130137.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
164,Kornia,kornia/kornia,,image,https://github.com/kornia/kornia,https://github.com/kornia/kornia,Apache-2.0,2018-08-22 10:31:37.000000,2021-01-21 09:43:27.000000,2021-01-21 08:06:09.000000,347,103.0,247.0,3525,1491.0,Open Source Differentiable Computer Vision Library for PyTorch.,83.0,28,True,2020-10-20 19:31:49.000000,0.4.1,12.0,kornia,,,,['pytorch'],237.0,237.0,https://pypi.org/project/kornia,2020-10-20 19:31:49.000000,0.0,13490.0,13490.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
165,imutils,jrosebr1/imutils,,image,https://github.com/jrosebr1/imutils,https://github.com/jrosebr1/imutils,MIT,2015-01-11 20:05:39.000000,2021-01-15 17:56:11.000000,2021-01-15 10:46:45.000000,871,127.0,76.0,3479,138.0,"A series of convenience functions to make basic image processing operations such as translation, rotation, resizing,..",20.0,28,True,2021-01-15 10:53:17.000000,0.5.4,29.0,imutils,conda-forge/imutils,,,,12842.0,11646.0,https://pypi.org/project/imutils,2021-01-15 10:53:17.000000,1196.0,153891.0,155720.0,https://anaconda.org/conda-forge/imutils,2021-01-15 14:27:25.471000,34763.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
166,Kedro,quantumblacklabs/kedro,,data-pipelines,https://github.com/quantumblacklabs/kedro,https://github.com/quantumblacklabs/kedro,Apache-2.0,2019-04-18 10:29:56.000000,2021-01-21 15:38:53.000000,2021-01-21 14:18:24.000000,385,87.0,341.0,3316,1123.0,"A Python framework for creating reproducible, maintainable and modular data science code.",94.0,28,True,2020-12-17 13:31:56.000000,0.17.0,24.0,kedro,,,,,379.0,363.0,https://pypi.org/project/kedro,2020-12-17 13:31:56.000000,16.0,49759.0,49759.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
167,dyNET,clab/dynet,,ml-frameworks,https://github.com/clab/dynet,https://github.com/clab/dynet,Apache-2.0,2015-02-08 23:09:21.000000,2021-01-17 19:32:58.000000,2021-01-17 19:32:57.000000,692,255.0,660.0,3167,3262.0,DyNet: The Dynamic Neural Network Toolkit.,156.0,28,True,2020-10-21 14:31:01.000000,2.1.2,24.0,dyNET,,,,,203.0,165.0,https://pypi.org/project/dyNET,2020-10-21 14:31:01.000000,38.0,4460.0,4489.0,,,,,,,,3.0,1508.0,,,,,,,,,,,,1.0,,,,,,,,,,
168,Blaze,blaze/blaze,,data-containers,https://github.com/blaze/blaze,https://github.com/blaze/blaze,BSD-3-Clause,2012-10-26 14:25:22.000000,2020-02-01 19:33:09.000000,2019-08-15 21:14:59.000000,373,262.0,500.0,2921,7496.0,NumPy and Pandas interface to Big Data.,64.0,28,False,2016-07-19 20:40:03.000000,0.11.0,14.0,blaze,conda-forge/blaze,,,,7905.0,7417.0,https://pypi.org/project/blaze,2016-05-06 21:19:21.000000,488.0,9770.0,14348.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685000,187728.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
169,Dedupe,dedupeio/dedupe,,nlp,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000000,2021-01-15 22:45:06.000000,2021-01-15 22:44:19.000000,402,54.0,570.0,2882,2793.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",55.0,28,True,2020-09-02 00:17:19.000000,2.0.6,157.0,dedupe,,,,,253.0,175.0,https://pypi.org/project/dedupe,2020-09-06 01:50:45.000000,78.0,46662.0,46662.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
170,PyCaret,pycaret/pycaret,,ml-experiments,https://github.com/pycaret/pycaret,https://github.com/pycaret/pycaret,MIT,2019-11-23 18:40:48.000000,2021-01-20 22:24:52.000000,2021-01-18 16:04:07.000000,596,162.0,544.0,2858,1591.0,"An open-source, low-code machine learning library in Python.",44.0,28,True,2020-12-22 22:10:30.000000,2.2.3,68.0,pycaret,,,,,607.0,607.0,https://pypi.org/project/pycaret,2020-12-22 22:10:30.000000,0.0,22254.0,22313.0,,,,,,,,2.0,354.0,,,,,,,,,,,,,,,,,,,,,,
171,phonenumbers,daviddrysdale/python-phonenumbers,,nlp,https://github.com/daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers,Apache-2.0,2011-04-21 03:06:38.000000,2021-01-18 18:09:13.000000,2021-01-12 14:46:13.000000,326,3.0,111.0,2608,,Python port of Google's libphonenumber.,22.0,28,True,2021-01-12 14:52:18.000000,8.12.16,167.0,phonenumbers,conda-forge/phonenumbers,,,,2280.0,,https://pypi.org/project/phonenumbers,2021-01-12 14:52:18.000000,2280.0,650796.0,657525.0,https://anaconda.org/conda-forge/phonenumbers,2019-08-04 21:19:59.322000,370120.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
172,VisPy,vispy/vispy,,data-viz,https://github.com/vispy/vispy,https://github.com/vispy/vispy,BSD-3-Clause,2013-03-21 18:43:22.000000,2021-01-21 08:08:11.000000,2021-01-18 16:17:56.000000,535,354.0,781.0,2560,6400.0,High-performance interactive 2D/3D data visualization library.,144.0,28,True,2020-12-14 15:55:00.000000,0.6.6,16.0,vispy,conda-forge/vispy,,,['jupyter'],565.0,443.0,https://pypi.org/project/vispy,2020-11-28 02:55:50.000000,122.0,13088.0,16247.0,https://anaconda.org/conda-forge/vispy,2021-01-13 03:28:46.609000,118568.0,,,,,2.0,,,vispy,https://www.npmjs.com/package/vispy,2020-03-15 14:39:41.516000,,119.0,,,,,,,,,,,,,,,,
173,plotnine,has2k1/plotnine,,data-viz,https://github.com/has2k1/plotnine,https://github.com/has2k1/plotnine,GPL-2.0,2017-04-24 19:00:44.000000,2021-01-18 09:55:40.000000,2021-01-06 10:16:20.000000,128,53.0,348.0,2498,1673.0,A grammar of graphics for Python.,81.0,28,False,2020-08-05 20:10:30.000000,0.7.1,10.0,plotnine,conda-forge/plotnine,,,,1591.0,1464.0,https://pypi.org/project/plotnine,2020-08-05 18:55:16.000000,127.0,91281.0,93268.0,https://anaconda.org/conda-forge/plotnine,2020-08-06 19:52:38.810000,87458.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
174,datashader,holoviz/datashader,,data-viz,https://github.com/holoviz/datashader,https://github.com/holoviz/datashader,BSD-3-Clause,2015-12-23 18:02:20.000000,2021-01-17 16:07:43.000000,2021-01-17 16:07:42.000000,311,144.0,316.0,2400,1282.0,Quickly and accurately render even the largest data.,43.0,28,True,2021-01-07 16:14:43.000000,0.12.0,22.0,datashader,conda-forge/datashader,,,,630.0,560.0,https://pypi.org/project/datashader,2021-01-07 16:14:43.000000,70.0,9647.0,13158.0,https://anaconda.org/conda-forge/datashader,2021-01-08 10:17:48.622000,133424.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
175,dbt,fishtown-analytics/dbt,,data-pipelines,https://github.com/fishtown-analytics/dbt,https://github.com/fishtown-analytics/dbt,Apache-2.0,2016-03-10 02:38:00.000000,2021-01-21 15:36:05.000000,2021-01-21 15:36:03.000000,476,261.0,1436.0,2394,2481.0,dbt (data build tool) enables data analysts and engineers to transform their data using the same practices that..,131.0,28,True,2020-10-13 21:51:53.000000,0.18.1,141.0,dbt,conda-forge/dbt,,,,190.0,172.0,https://pypi.org/project/dbt,2021-01-14 17:42:29.000000,18.0,96098.0,99065.0,https://anaconda.org/conda-forge/dbt,2020-05-14 13:55:32.153000,148352.0,,,,,2.0,,,,,,,,,,dbt,,,,,,,,,,,,,
176,sklearn-pandas,scikit-learn-contrib/sklearn-pandas,,data-containers,https://github.com/scikit-learn-contrib/sklearn-pandas,https://github.com/scikit-learn-contrib/sklearn-pandas,Zlib,2013-04-22 22:55:20.000000,2021-01-06 16:30:51.000000,2021-01-06 16:28:10.000000,387,30.0,117.0,2313,269.0,Pandas integration with sklearn.,35.0,28,False,2021-01-06 16:30:51.000000,2.0.4,24.0,sklearn-pandas,,,,"['sklearn', 'pandas']",1876.0,1654.0,https://pypi.org/project/sklearn-pandas,2020-11-07 02:30:27.000000,222.0,109484.0,109484.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
177,eli5,TeamHG-Memex/eli5,,interpretability,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000000,2021-01-12 14:47:25.000000,2020-01-22 07:39:36.000000,284,126.0,110.0,2271,1198.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,28,True,2019-08-29 06:19:32.000000,0.10.1,27.0,eli5,conda-forge/eli5,,,,939.0,843.0,https://pypi.org/project/eli5,2019-08-29 06:19:32.000000,96.0,222974.0,224922.0,https://anaconda.org/conda-forge/eli5,2020-06-15 13:11:13.408000,85752.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
178,GPyTorch,cornellius-gp/gpytorch,,probabilistics,https://github.com/cornellius-gp/gpytorch,https://github.com/cornellius-gp/gpytorch,MIT,2017-06-09 14:48:20.000000,2021-01-20 21:41:48.000000,2021-01-20 15:06:00.000000,318,210.0,629.0,2257,3235.0,A highly efficient and modular implementation of Gaussian Processes in PyTorch.,66.0,28,True,2021-01-19 22:18:43.000000,1.3.1,25.0,gpytorch,,,,['pytorch'],197.0,189.0,https://pypi.org/project/gpytorch,2021-01-19 22:09:01.000000,8.0,29653.0,29653.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
179,NMSLIB,nmslib/nmslib,,nn-search,https://github.com/nmslib/nmslib,https://github.com/nmslib/nmslib,Apache-2.0,2013-07-10 11:06:06.000000,2021-01-10 13:21:54.000000,2021-01-08 16:53:47.000000,334,46.0,310.0,2256,1482.0,Non-Metric Space Library (NMSLIB): An efficient similarity search library and a toolkit for evaluation of k-NN methods..,44.0,28,True,2021-01-08 12:37:37.000000,2.0.16,29.0,nmslib,conda-forge/nmslib,,,,365.0,313.0,https://pypi.org/project/nmslib,2021-01-08 12:37:37.000000,52.0,55123.0,56259.0,https://anaconda.org/conda-forge/nmslib,2021-01-08 16:19:07.762000,10229.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
180,implicit,benfred/implicit,,recommender-systems,https://github.com/benfred/implicit,https://github.com/benfred/implicit,MIT,2016-04-17 03:45:23.000000,2020-11-24 06:44:37.378000,2020-11-15 19:47:23.000000,452,77.0,255.0,2229,300.0,Fast Python Collaborative Filtering for Implicit Feedback Datasets.,28.0,28,True,2020-09-15 22:01:38.000000,0.4.4,34.0,implicit,conda-forge/implicit,,,,372.0,350.0,https://pypi.org/project/implicit,2020-09-15 22:01:38.000000,22.0,91589.0,96609.0,https://anaconda.org/conda-forge/implicit,2020-11-24 06:44:37.378000,180736.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
181,Keras Tuner,keras-team/keras-tuner,,hyperopt,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000000,2020-12-23 19:28:06.000000,2020-12-09 20:19:05.000000,257,145.0,134.0,2211,787.0,Hyperparameter tuning for humans.,28.0,28,True,2020-11-20 19:13:23.000000,1.0.2,5.0,keras-tuner,,,,['tensorflow'],367.0,365.0,https://pypi.org/project/keras-tuner,2020-11-20 19:00:59.000000,2.0,202449.0,202449.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
182,AzureML SDK,Azure/MachineLearningNotebooks,,ml-experiments,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000000,2021-01-11 19:52:49.000000,2021-01-11 19:52:48.000000,1545,70.0,851.0,2086,1083.0,Python notebooks with ML and deep learning examples with Azure Machine Learning | Microsoft.,52.0,28,True,2020-12-07 18:38:50.000000,1.20.0,66.0,azureml-sdk,,,,,60.0,,https://pypi.org/project/azureml-sdk,2021-01-11 18:12:53.000000,60.0,260552.0,260566.0,,,,,,,,2.0,390.0,,,,,,,,,,,,,,,,,,,,,,
183,ImageHash,JohannesBuchner/imagehash,,image,https://github.com/JohannesBuchner/imagehash,https://github.com/JohannesBuchner/imagehash,BSD-2-Clause,2013-03-02 23:32:48.000000,2021-01-03 14:55:33.000000,2021-01-03 14:55:15.000000,246,17.0,70.0,1809,184.0,A Python Perceptual Image Hashing Module.,17.0,28,True,2020-11-19 14:54:24.000000,4.2.0,17.0,ImageHash,conda-forge/imagehash,,,,2427.0,1895.0,https://pypi.org/project/ImageHash,2020-11-19 14:54:24.000000,532.0,311591.0,313550.0,https://anaconda.org/conda-forge/imagehash,2020-11-19 18:20:49.964000,97978.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
184,tslearn,tslearn-team/tslearn,,time-series-data,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000000,2021-01-16 16:37:03.000000,2021-01-08 10:47:51.000000,219,59.0,166.0,1445,1558.0,A machine learning toolkit dedicated to time-series data.,28.0,28,True,2020-06-18 15:54:49.000000,0.4.1,90.0,tslearn,conda-forge/tslearn,,,['sklearn'],191.0,180.0,https://pypi.org/project/tslearn,2020-06-18 16:13:01.000000,11.0,63778.0,69044.0,https://anaconda.org/conda-forge/tslearn,2020-06-19 05:46:30.651000,179049.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,
185,PyTables,PyTables/PyTables,,data-containers,https://github.com/PyTables/PyTables,https://github.com/PyTables/PyTables,BSD-3-Clause,2011-06-03 19:44:46.000000,2021-01-14 21:24:14.000000,2021-01-10 15:27:11.000000,180,153.0,440.0,1001,3909.0,A Python package to manage extremely large amounts of data.,96.0,28,True,2019-10-30 19:33:37.000000,3.6.1,25.0,tables,conda-forge/pytables,,,,3754.0,,https://pypi.org/project/tables,2019-10-30 19:33:37.000000,3754.0,327899.0,368516.0,https://anaconda.org/conda-forge/pytables,2021-01-14 18:41:06.536000,2152606.0,,,,,2.0,125.0,,,,,,,,,,,,,,,,,,,,,,
186,arviz,arviz-devs/arviz,,interpretability,https://github.com/arviz-devs/arviz,https://github.com/arviz-devs/arviz,Apache-2.0,2015-07-29 11:51:10.000000,2021-01-21 15:48:25.000000,2021-01-20 18:31:21.000000,172,108.0,413.0,932,1111.0,Exploratory analysis of Bayesian models with Python.,62.0,28,True,2021-01-17 23:32:12.000000,0.11.0,21.0,arviz,conda-forge/arviz,,,,711.0,675.0,https://pypi.org/project/arviz,2021-01-17 23:32:12.000000,36.0,106499.0,115031.0,https://anaconda.org/conda-forge/arviz,2021-01-18 02:16:25.172000,170587.0,,,,,1.0,98.0,,,,,,,,,,,,,,,,,,,,,,
187,inflect,jaraco/inflect,,nlp,https://github.com/jaraco/inflect,https://github.com/jaraco/inflect,MIT,2010-06-20 13:43:13.000000,2021-01-08 13:09:35.481000,2020-11-15 19:27:28.000000,57,13.0,58.0,471,590.0,"Correctly generate plurals, ordinals, indefinite articles; convert numbers to words.",25.0,28,True,2020-11-15 17:41:03.000000,5.0.2,30.0,inflect,conda-forge/inflect,,,,1388.0,,https://pypi.org/project/inflect,2020-11-15 17:40:58.000000,1388.0,841866.0,844632.0,https://anaconda.org/conda-forge/inflect,2021-01-08 13:09:35.481000,124508.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
188,DIPY,dipy/dipy,,medical-data,https://github.com/dipy/dipy,https://github.com/dipy/dipy,BSD-3-Clause,2010-02-06 11:43:08.000000,2021-01-20 12:36:56.000000,2020-12-10 16:48:07.000000,313,156.0,572.0,382,11365.0,"DIPY is the paragon 3D/4D+ imaging library in Python. Contains generic methods for spatial normalization, signal..",118.0,28,True,2020-11-05 17:35:53.000000,1.3.0,21.0,dipy,conda-forge/dipy,,,,418.0,324.0,https://pypi.org/project/dipy,2020-11-05 17:35:53.000000,94.0,5674.0,8783.0,https://anaconda.org/conda-forge/dipy,2020-11-14 18:28:50.683000,174153.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
