,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url
77,wordcloud,amueller/word_cloud,,data-viz,https://github.com/amueller/word_cloud,https://github.com/amueller/word_cloud,MIT,2012-11-04 22:57:59.000000,2021-03-21 10:56:17.000000,2021-03-01 23:14:14.000000,2035,97.0,349.0,8030,543.0,A little word cloud generator in Python.,61.0,31,True,2020-11-11 21:41:02.000000,1.8.1,16.0,wordcloud,conda-forge/wordcloud,,,,11606.0,10502.0,https://pypi.org/project/wordcloud,2020-11-11 21:41:02.000000,1104.0,406380.0,410093.0,https://anaconda.org/conda-forge/wordcloud,2021-01-14 18:03:24.960000,207929.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
78,DVC,iterative/dvc,,ml-experiments,https://github.com/iterative/dvc,https://github.com/iterative/dvc,Apache-2.0,2017-03-04 08:16:33.000000,2021-04-29 13:59:53.000000,2021-04-29 13:59:53.000000,736,562.0,2346.0,7794,6541.0,Data Version Control | Git for Data & Models.,219.0,31,True,2021-04-15 20:21:48.000000,2.0.18,317.0,dvc,conda-forge/dvc,,,,962.0,916.0,https://pypi.org/project/dvc,2021-04-15 20:21:48.000000,46.0,155099.0,187045.0,https://anaconda.org/conda-forge/dvc,2021-04-23 03:23:11.823000,622260.0,,,,,1.0,,23158.0,,,,,,,,dvc,dvc,dvc,,,,,,,,,,
79,Altair,altair-viz/altair,,data-viz,https://github.com/altair-viz/altair,https://github.com/altair-viz/altair,BSD-3-Clause,2015-09-19 03:14:04.000000,2021-04-10 05:43:04.000000,2021-04-04 16:59:23.000000,580,292.0,1320.0,6602,3065.0,Declarative statistical visualization library for Python.,127.0,31,True,2020-04-01 13:29:16.000000,4.1.0,26.0,altair,conda-forge/altair,,,,10720.0,10350.0,https://pypi.org/project/altair,2020-04-01 13:23:10.000000,370.0,1229155.0,1241508.0,https://anaconda.org/conda-forge/altair,2020-04-01 16:49:36.519000,704159.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
80,Prefect,PrefectHQ/prefect,,data-pipelines,https://github.com/PrefectHQ/prefect,https://github.com/PrefectHQ/prefect,Apache-2.0,2018-06-29 21:59:26.000000,2021-04-29 15:10:16.000000,2021-04-28 15:25:50.000000,570,303.0,1406.0,6157,13888.0,The easiest way to automate your data.,200.0,31,True,2021-04-27 20:59:38.000000,0.14.17,94.0,prefect,conda-forge/prefect,,,,315.0,313.0,https://pypi.org/project/prefect,2021-04-27 20:59:38.000000,2.0,77305.0,80945.0,https://anaconda.org/conda-forge/prefect,2021-04-14 22:39:12.157000,91021.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
81,Catboost,catboost/catboost,,ml-frameworks,https://github.com/catboost/catboost,https://github.com/catboost/catboost,Apache-2.0,2017-07-18 05:29:04.000000,2021-04-29 13:43:57.000000,2021-04-29 13:43:54.000000,886,324.0,1129.0,5830,15940.0,"A fast, scalable, high performance Gradient Boosting on Decision Trees library, used for ranking, classification,..",779.0,31,True,2021-04-05 22:23:00.000000,0.25.1,93.0,catboost,conda-forge/catboost,,,,162.0,,https://pypi.org/project/catboost,2021-04-05 22:14:25.000000,162.0,2748597.0,2768726.0,https://anaconda.org/conda-forge/catboost,2021-04-12 10:39:53.915000,660258.0,,,,,2.0,,54419.0,,,,,,,,,,,,,,,,,,,,
82,Chainer,chainer/chainer,,ml-frameworks,https://github.com/chainer/chainer,https://github.com/chainer/chainer,MIT,2015-06-05 05:50:37.000000,2021-02-17 11:20:21.000000,2021-02-17 11:20:21.000000,1374,18.0,2019.0,5560,30575.0,A flexible framework of neural networks for deep learning.,318.0,31,True,2021-01-13 10:14:54.000000,7.0.0.post1,109.0,chainer,,,,,2861.0,2119.0,https://pypi.org/project/chainer,2021-01-13 09:29:55.000000,742.0,25860.0,25860.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
83,Pydub,jiaaro/pydub,,audio,https://github.com/jiaaro/pydub,https://github.com/jiaaro/pydub,MIT,2011-05-02 18:42:38.000000,2021-04-21 10:21:41.000000,2021-04-21 10:21:41.000000,708,178.0,245.0,5299,741.0,Manipulate audio with a simple and easy high level interface.,90.0,31,True,2021-03-10 02:10:41.000000,0.25.1,68.0,pydub,conda-forge/pydub,,,,8175.0,6821.0,https://pypi.org/project/pydub,2021-03-10 02:09:53.000000,1354.0,750956.0,751475.0,https://anaconda.org/conda-forge/pydub,2021-03-13 05:16:50.142000,14553.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
84,imbalanced-learn,scikit-learn-contrib/imbalanced-learn,,sklearn-utils,https://github.com/scikit-learn-contrib/imbalanced-learn,https://github.com/scikit-learn-contrib/imbalanced-learn,MIT,2014-08-16 05:08:26.000000,2021-04-25 18:06:22.000000,2021-04-25 18:06:22.000000,1081,34.0,427.0,5199,738.0,A Python Package to Tackle the Curse of Imbalanced Datasets in Machine Learning.,56.0,31,True,2021-02-18 14:00:33.000000,0.8.0,27.0,imbalanced-learn,conda-forge/imbalanced-learn,,,['sklearn'],5378.0,5098.0,https://pypi.org/project/imbalanced-learn,2021-02-18 13:50:00.000000,280.0,1365693.0,1368636.0,https://anaconda.org/conda-forge/imbalanced-learn,2021-02-18 15:40:00.937000,123633.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
85,sentencepiece,google/sentencepiece,,nlp,https://github.com/google/sentencepiece,https://github.com/google/sentencepiece,Apache-2.0,2017-03-07 10:03:48.000000,2021-04-22 23:48:11.000000,2021-04-20 02:48:37.000000,660,34.0,405.0,4999,672.0,Unsupervised text tokenizer for Neural Network-based text generation.,52.0,31,True,2021-01-10 06:29:42.000000,0.1.95,30.0,sentencepiece,conda-forge/sentencepiece,,,,7447.0,7207.0,https://pypi.org/project/sentencepiece,2021-01-10 06:29:42.000000,240.0,2126382.0,2132229.0,https://anaconda.org/conda-forge/sentencepiece,2021-02-09 05:49:50.247000,49064.0,,,,,1.0,,12688.0,,,,,,,,,,,,,,,,,,,,
86,UMAP,lmcinnes/umap,,data-viz,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000000,2021-04-27 14:43:00.000000,2021-04-27 14:43:00.000000,514,240.0,249.0,4679,1398.0,Uniform Manifold Approximation and Projection.,79.0,31,True,2021-02-08 21:04:43.000000,0.5.1,35.0,umap-learn,,,,,3048.0,2822.0,https://pypi.org/project/umap-learn,2021-02-08 21:04:43.000000,226.0,462627.0,462627.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
87,opencv-python,skvark/opencv-python,,image,https://github.com/opencv/opencv-python,https://github.com/opencv/opencv-python,MIT,2016-04-08 13:36:40.000000,2021-04-29 08:13:27.000000,2020-12-28 18:40:12.000000,355,27.0,389.0,1946,749.0,"Automated CI toolchain to produce precompiled opencv-python, opencv-python-headless, opencv-contrib-python and opencv-..",27.0,31,True,2021-01-03 17:36:16.000000,47,48.0,opencv-python,,,,,12560.0,,https://pypi.org/project/opencv-python,2021-01-03 17:07:49.000000,12560.0,4900451.0,4900451.0,,,,,,,,2.0,,,,,,,,,,,,,opencv/opencv-python,,,,,,,,,
88,numexpr,pydata/numexpr,,data-containers,https://github.com/pydata/numexpr,https://github.com/pydata/numexpr,MIT,2013-11-30 22:33:48.000000,2021-03-05 20:56:41.232000,2021-03-03 18:33:11.000000,166,53.0,251.0,1579,686.0,"Fast numerical array expression evaluator for Python, NumPy, PyTables, pandas, bcolz and more.",57.0,31,True,2021-03-03 18:13:19.000000,2.7.3,40.0,numexpr,conda-forge/numexpr,,,,5482.0,,https://pypi.org/project/numexpr,2021-03-03 18:13:19.000000,5482.0,1225916.0,1269794.0,https://anaconda.org/conda-forge/numexpr,2021-03-05 20:56:41.232000,2457168.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
89,SageMaker SDK,aws/sagemaker-python-sdk,,ml-experiments,https://github.com/aws/sagemaker-python-sdk,https://github.com/aws/sagemaker-python-sdk,Apache-2.0,2017-11-14 01:03:33.000000,2021-04-29 14:14:40.000000,2021-04-28 16:52:05.000000,617,265.0,543.0,1367,1979.0,A library for training and deploying machine learning models on Amazon SageMaker.,197.0,31,True,2021-04-28 16:52:16.000000,2.39.0,331.0,sagemaker,,,,"['mxnet', 'tensorflow']",707.0,679.0,https://pypi.org/project/sagemaker,2021-04-28 16:52:16.000000,28.0,803588.0,803588.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
90,pyproj,pyproj4/pyproj,,geospatial-data,https://github.com/pyproj4/pyproj,https://github.com/pyproj4/pyproj,MIT,2014-12-29 21:38:25.000000,2021-04-29 13:07:27.000000,2021-04-29 13:05:22.000000,150,11.0,397.0,603,1142.0,Python interface to PROJ (cartographic projections and coordinate transformations library).,40.0,31,True,2021-03-05 03:06:15.000000,3.0.1,34.0,pyproj,conda-forge/pyproj,,,,11891.0,9429.0,https://pypi.org/project/pyproj,2020-11-05 14:28:45.000000,2462.0,2426599.0,2460022.0,https://anaconda.org/conda-forge/pyproj,2021-03-05 14:16:16.093000,2139135.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
91,snowballstemmer,snowballstem/snowball,,nlp,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000000,2021-04-11 21:24:01.000000,2021-04-11 21:24:01.000000,137,20.0,42.0,493,852.0,Snowball compiler and stemming algorithms.,26.0,31,True,2021-01-21 11:43:00.000000,2.1.0,9.0,snowballstemmer,conda-forge/snowballstemmer,,,,61469.0,48287.0,https://pypi.org/project/snowballstemmer,2021-01-21 11:43:00.000000,13182.0,5663103.0,5706674.0,https://anaconda.org/conda-forge/snowballstemmer,2021-01-21 23:16:54.597000,2439976.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
92,jieba,fxsjy/jieba,,chinese-nlp,https://github.com/fxsjy/jieba,https://github.com/fxsjy/jieba,MIT,2012-09-29 07:52:01.000000,2020-12-05 18:32:32.000000,2020-02-15 08:33:35.000000,6175,601.0,198.0,26123,523.0,Chinese Words Segmentation Utilities.,48.0,30,False,2020-01-20 14:27:23.000000,0.42.1,32.0,jieba,conda-forge/jieba,,,,12433.0,9917.0,https://pypi.org/project/jieba,2020-01-20 14:27:23.000000,2516.0,424797.0,426354.0,https://anaconda.org/conda-forge/jieba,2020-03-25 20:57:40.090000,74770.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
93,fastText,facebookresearch/fastText,,nlp,https://github.com/facebookresearch/fastText,https://github.com/facebookresearch/fastText,MIT,2016-07-16 13:38:42.000000,2021-04-29 08:33:10.000000,2020-07-18 00:20:40.000000,4325,446.0,594.0,22507,379.0,Library for fast text representation and classification.,58.0,30,True,2020-04-28 09:54:50.000000,0.9.2,35.0,fasttext,conda-forge/fasttext,,,,1876.0,1686.0,https://pypi.org/project/fasttext,2020-04-28 09:54:50.000000,190.0,321887.0,322346.0,https://anaconda.org/conda-forge/fasttext,2020-10-12 14:55:45.199000,19288.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
94,Magenta,magenta/magenta,,audio,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000000,2021-04-19 14:20:10.000000,2021-04-19 14:20:02.000000,3402,303.0,551.0,16562,1387.0,Magenta: Music and Art Generation with Machine Intelligence.,149.0,30,True,2020-11-12 19:17:18.000000,2.1.3,66.0,magenta,,,,['tensorflow'],356.0,286.0,https://pypi.org/project/magenta,2020-11-12 19:17:18.000000,70.0,6257.0,6257.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
95,zipline,quantopian/zipline,,financial-data,https://github.com/quantopian/zipline,https://github.com/quantopian/zipline,Apache-2.0,2012-10-19 15:50:29.000000,2021-04-18 22:05:29.000000,2020-10-14 16:36:49.000000,3947,339.0,649.0,13799,6226.0,"Zipline, a Pythonic Algorithmic Trading Library.",151.0,30,True,2020-10-05 15:46:20.429000,1.4.1,30.0,zipline,,,,,868.0,710.0,https://pypi.org/project/zipline,2020-10-05 15:46:20.429000,158.0,6848.0,6848.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
96,pyecharts,pyecharts/pyecharts,,data-viz,https://github.com/pyecharts/pyecharts,https://github.com/pyecharts/pyecharts,MIT,2017-06-22 02:50:25.000000,2021-02-08 07:14:13.000000,2021-01-19 10:14:13.000000,2407,38.0,1378.0,10893,1512.0,Python Echarts Plotting Library.,30.0,30,True,2020-10-29 15:14:08.000000,1.9.0,66.0,pyecharts,,,https://github.com/pyecharts/pyecharts/blob/master/README.en.md,['jupyter'],1871.0,1589.0,https://pypi.org/project/pyecharts,2020-10-29 15:14:08.000000,282.0,46312.0,46312.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
97,flair,flairNLP/flair,,nlp,https://github.com/flairNLP/flair,https://github.com/flairNLP/flair,MIT,2018-06-11 11:04:18.000000,2021-04-29 12:50:24.000000,2021-04-27 06:59:53.000000,1538,104.0,1424.0,10279,3316.0,A very simple framework for state-of-the-art Natural Language Processing (NLP).,197.0,30,True,2021-03-05 11:57:03.000000,0.8,21.0,flair,,,,['pytorch'],772.0,724.0,https://pypi.org/project/flair,2021-03-08 23:08:40.000000,48.0,59811.0,59811.0,,,,,,,,2.0,-1.0,,,,,,,,,,,,,,,,,,,,,
98,TFlearn,tflearn/tflearn,,ml-frameworks,https://github.com/tflearn/tflearn,https://github.com/tflearn/tflearn,MIT,2016-03-31 12:05:53.000000,2021-01-25 09:41:59.000000,2020-11-30 04:34:51.000000,2429,563.0,361.0,9532,613.0,Deep learning library featuring a higher-level API for TensorFlow.,128.0,30,True,2020-11-11 19:26:11.000000,0.5.0,8.0,tflearn,,,,['tensorflow'],4157.0,3195.0,https://pypi.org/project/tflearn,2020-11-11 19:13:47.000000,962.0,17326.0,17326.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
99,Annoy,spotify/annoy,,nn-search,https://github.com/spotify/annoy,https://github.com/spotify/annoy,Apache-2.0,2013-04-01 20:29:40.000000,2021-03-01 19:06:27.000000,2020-12-03 18:21:18.000000,903,37.0,270.0,8423,785.0,Approximate Nearest Neighbors in C++/Python optimized for memory usage and loading/saving to disk.,68.0,30,True,2020-09-18 16:07:59.000000,1.17.0,43.0,annoy,,,,,1910.0,1550.0,https://pypi.org/project/annoy,2020-09-18 16:07:59.000000,360.0,584367.0,584367.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
100,fuzzywuzzy,seatgeek/fuzzywuzzy,,nlp,https://github.com/seatgeek/fuzzywuzzy,https://github.com/seatgeek/fuzzywuzzy,GPL-2.0,2011-07-08 19:32:34.000000,2021-04-20 16:08:59.000000,2021-02-20 06:36:20.000000,826,97.0,99.0,8038,381.0,Fuzzy String Matching in Python.,68.0,30,False,2020-02-13 22:14:12.000000,0.18.0,27.0,fuzzywuzzy,conda-forge/fuzzywuzzy,,,,11799.0,8593.0,https://pypi.org/project/fuzzywuzzy,2020-02-13 21:06:25.000000,3206.0,4881912.0,4887088.0,https://anaconda.org/conda-forge/fuzzywuzzy,2020-11-18 12:59:01.409000,295059.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
101,TextBlob,sloria/TextBlob,,nlp,https://github.com/sloria/TextBlob,https://github.com/sloria/TextBlob,MIT,2013-06-30 18:29:18.000000,2021-04-28 16:45:03.000000,2021-04-16 12:24:30.000000,995,85.0,150.0,7641,535.0,"Simple, Pythonic, text processing--Sentiment analysis, part-of-speech tagging, noun phrase extraction, translation,..",34.0,30,True,2019-02-24 23:03:17.000000,0.15.3,55.0,textblob,conda-forge/textblob,,,,14123.0,11631.0,https://pypi.org/project/textblob,2019-02-24 23:03:17.000000,2492.0,469097.0,471220.0,https://anaconda.org/conda-forge/textblob,2019-02-24 23:32:55.233000,118925.0,,,,,2.0,,90.0,,,,,,,,,,,,,,,,,,,,
102,glfw,glfw/glfw,,image,https://github.com/glfw/glfw,https://github.com/glfw/glfw,Zlib,2013-04-18 15:24:53.000000,2021-04-25 16:41:13.000000,2021-04-22 21:09:44.000000,2746,444.0,1011.0,7566,4239.0,"A multi-platform library for OpenGL, OpenGL ES, Vulkan, window and input.",168.0,30,False,2021-04-08 17:55:06.000000,3.3.4,38.0,glfw,conda-forge/glfw,,,,214.0,,https://pypi.org/project/glfw,2021-02-28 20:43:49.000000,214.0,44037.0,76600.0,https://anaconda.org/conda-forge/glfw,2021-04-08 18:43:30.580000,29564.0,,,,,2.0,,2294124.0,,,,,,,,,,,,,,,,,,,,
103,Vowpal Wabbit,VowpalWabbit/vowpal_wabbit,,ml-frameworks,https://github.com/VowpalWabbit/vowpal_wabbit,https://github.com/VowpalWabbit/vowpal_wabbit,BSD-3-Clause,2009-07-31 19:36:58.000000,2021-04-29 14:08:43.000000,2021-04-28 20:59:00.000000,1731,141.0,909.0,7530,9152.0,Vowpal Wabbit is a machine learning system which pushes the frontier of machine learning with techniques such as..,298.0,30,True,2021-04-13 13:14:52.000000,8.10.1,16.0,vowpalwabbit,,,,,135.0,119.0,https://pypi.org/project/vowpalwabbit,2021-04-13 13:14:52.000000,16.0,25300.0,25300.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
104,MoviePy,Zulko/moviepy,,image,https://github.com/Zulko/moviepy,https://github.com/Zulko/moviepy,MIT,2013-08-12 09:39:28.000000,2021-04-29 14:10:30.000000,2021-04-15 19:22:41.000000,1029,337.0,721.0,7479,1021.0,Video editing with Python.,139.0,30,True,2020-05-07 16:29:35.000000,1.0.3,84.0,moviepy,conda-forge/moviepy,,,,8260.0,7130.0,https://pypi.org/project/moviepy,2020-10-05 00:26:29.000000,1130.0,603846.0,605610.0,https://anaconda.org/conda-forge/moviepy,2020-02-23 19:57:49.975000,79395.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
105,Datasets,huggingface/datasets,,data-loading,https://github.com/huggingface/datasets,https://github.com/huggingface/datasets,Apache-2.0,2020-03-26 09:23:22.000000,2021-04-29 15:27:59.000000,2021-04-29 14:50:43.000000,865,279.0,447.0,7349,1569.0,"The largest hub of ready-to-use NLP datasets for ML models with fast, easy-to-use and efficient data manipulation tools.",261.0,30,True,2021-04-26 13:33:16.000000,1.6.1,19.0,datasets,,,,,684.0,666.0,https://pypi.org/project/datasets,2021-04-26 13:24:21.000000,18.0,121831.0,121831.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
106,pandas-profiling,pandas-profiling/pandas-profiling,,data-viz,https://github.com/pandas-profiling/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,MIT,2016-01-09 23:47:55.000000,2021-04-26 17:09:32.000000,2021-04-19 18:56:58.000000,1066,75.0,382.0,7197,784.0,Create HTML profiling reports from pandas DataFrame objects.,75.0,30,True,2021-02-20 14:18:35.000000,2.11.0,27.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",3984.0,3824.0,https://pypi.org/project/pandas-profiling,2021-02-07 23:45:05.000000,160.0,367575.0,369731.0,https://anaconda.org/conda-forge/pandas-profiling,2021-02-20 16:48:07.057000,120773.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
107,tensorboardX,lanpa/tensorboardX,,ml-experiments,https://github.com/lanpa/tensorboardX,https://github.com/lanpa/tensorboardX,MIT,2017-06-13 13:54:19.000000,2021-04-06 13:33:53.253000,2021-04-03 15:54:51.000000,795,63.0,356.0,6925,468.0,"tensorboard for pytorch (and chainer, mxnet, numpy, ...).",65.0,30,True,2021-04-25 09:18:11.000000,2.2,13.0,tensorboardX,conda-forge/tensorboardx,,,,12982.0,11648.0,https://pypi.org/project/tensorboardX,2020-07-05 16:22:14.000000,1334.0,787908.0,797001.0,https://anaconda.org/conda-forge/tensorboardx,2021-04-06 13:33:53.253000,354386.0,,,,,2.0,1.0,325.0,,,,,,,,,,,,,,,,,,,,
108,SpeechRecognition,Uberi/speech_recognition,,audio,https://github.com/Uberi/speech_recognition,https://github.com/Uberi/speech_recognition,BSD-3-Clause,2014-04-23 04:53:54.000000,2021-02-28 19:52:57.000000,2019-07-02 17:29:47.000000,1902,217.0,271.0,5591,360.0,"Speech recognition module for Python, supporting several engines and APIs, online and offline.",41.0,30,False,2017-12-05 14:05:14.000000,3.8.1,52.0,SpeechRecognition,conda-forge/speechrecognition,,,,9038.0,7950.0,https://pypi.org/project/SpeechRecognition,2017-12-05 13:58:29.000000,1088.0,153615.0,155565.0,https://anaconda.org/conda-forge/speechrecognition,2021-01-11 17:26:33.040000,109214.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
109,Hyperopt,hyperopt/hyperopt,,hyperopt,https://github.com/hyperopt/hyperopt,https://github.com/hyperopt/hyperopt,BSD-3-Clause,2011-09-06 22:24:59.000000,2021-03-24 09:17:46.000000,2021-03-24 09:17:46.000000,880,340.0,225.0,5565,1172.0,Distributed Asynchronous Hyperparameter Optimization in Python.,87.0,30,True,2020-10-07 09:52:56.000000,0.2.5,11.0,hyperopt,conda-forge/hyperopt,,,,3660.0,3156.0,https://pypi.org/project/hyperopt,2020-10-07 09:52:56.000000,504.0,905613.0,912113.0,https://anaconda.org/conda-forge/hyperopt,2020-10-14 07:57:14.292000,201520.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
110,Autograd,HIPS/autograd,,others,https://github.com/HIPS/autograd,https://github.com/HIPS/autograd,MIT,2014-11-24 15:50:23.000000,2021-04-22 18:19:00.000000,2021-03-03 09:27:58.000000,722,161.0,218.0,5214,1376.0,Efficiently computes derivatives of numpy code.,51.0,30,True,2017-08-24 17:00:41.000000,1.1.13,24.0,autograd,conda-forge/autograd,,,,2170.0,1826.0,https://pypi.org/project/autograd,2019-07-25 16:21:07.000000,344.0,1176198.0,1179190.0,https://anaconda.org/conda-forge/autograd,2019-07-25 18:29:55.493000,167601.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
111,sentence-transformers,UKPLab/sentence-transformers,,nlp,https://github.com/UKPLab/sentence-transformers,https://github.com/UKPLab/sentence-transformers,Apache-2.0,2019-07-24 10:53:51.000000,2021-04-29 12:44:15.000000,2021-04-29 12:44:09.000000,903,391.0,432.0,4898,756.0,Sentence Embeddings with BERT & XLNet.,45.0,30,True,2021-04-21 13:12:31.000000,1.1.0,35.0,sentence-transformers,,,,['pytorch'],935.0,935.0,https://pypi.org/project/sentence-transformers,2021-04-21 13:12:06.000000,0.0,1053315.0,1053315.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
112,Tesseract,madmaze/pytesseract,,ocr,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000000,2021-04-26 18:07:21.000000,2021-04-26 18:07:18.000000,523,7.0,250.0,3558,379.0,Python-tesseract is an optical character recognition (OCR) tool for python.,37.0,30,True,2020-12-15 05:24:52.000000,0.3.7,24.0,pytesseract,conda-forge/pytesseract,,,,1428.0,,https://pypi.org/project/pytesseract,2020-12-15 05:24:52.000000,1428.0,774617.0,786547.0,https://anaconda.org/conda-forge/pytesseract,2020-11-20 10:05:14.874000,250550.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
113,MLxtend,rasbt/mlxtend,,sklearn-utils,https://github.com/rasbt/mlxtend,https://github.com/rasbt/mlxtend,BSD-3-Clause,2014-08-14 01:56:16.000000,2021-04-26 01:51:28.000000,2021-04-26 01:51:28.000000,704,95.0,285.0,3455,1213.0,A library of extension and helper modules for Python's data analysis and machine learning libraries.,83.0,30,True,2020-11-26 04:18:15.000000,0.18.0,46.0,mlxtend,conda-forge/mlxtend,,,['sklearn'],3236.0,3046.0,https://pypi.org/project/mlxtend,2020-11-26 04:18:15.000000,190.0,320034.0,323688.0,https://anaconda.org/conda-forge/mlxtend,2020-11-26 05:32:00.667000,164451.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
114,wandb client,wandb/client,,ml-experiments,https://github.com/wandb/client,https://github.com/wandb/client,MIT,2017-03-24 05:46:23.000000,2021-04-29 06:20:41.000000,2021-04-29 03:29:34.000000,209,300.0,773.0,2927,3949.0,A tool for visualizing and tracking your machine learning experiments. This repo contains the CLI and Python API.,79.0,30,True,2021-04-28 23:38:45.000000,0.10.28,198.0,wandb,,,,,2785.0,2707.0,https://pypi.org/project/wandb,2021-04-28 23:08:30.000000,78.0,381592.0,381592.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
115,torchtext,pytorch/text,,nlp,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000000,2021-04-29 11:37:08.000000,2021-04-26 21:42:38.000000,624,290.0,323.0,2739,807.0,Data loaders and abstractions for text and NLP.,108.0,30,True,2021-03-25 17:19:08.000000,0.9.1-rc1,14.0,torchtext,,,,['pytorch'],5025.0,4343.0,https://pypi.org/project/torchtext,2021-03-25 16:29:43.000000,682.0,150609.0,150609.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
116,PyQtGraph,pyqtgraph/pyqtgraph,,data-viz,https://github.com/pyqtgraph/pyqtgraph,https://github.com/pyqtgraph/pyqtgraph,MIT,2013-09-12 07:18:21.000000,2021-04-29 13:26:24.000000,2021-04-29 05:29:09.000000,825,279.0,536.0,2388,2690.0,Fast data visualization and GUI tools for scientific / engineering applications.,191.0,30,True,2021-04-07 01:54:38.000000,pyqtgraph-0.12.1,14.0,pyqtgraph,conda-forge/pyqtgraph,,,,890.0,,https://pypi.org/project/pyqtgraph,2021-04-07 02:34:28.000000,890.0,58584.0,62007.0,https://anaconda.org/conda-forge/pyqtgraph,2021-04-07 05:35:51.854000,174576.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
117,AzureML SDK,Azure/MachineLearningNotebooks,,ml-experiments,https://github.com/Azure/MachineLearningNotebooks,https://github.com/Azure/MachineLearningNotebooks,MIT,2018-08-17 17:29:14.000000,2021-04-19 18:51:21.000000,2021-04-19 18:51:21.000000,1633,149.0,900.0,2260,1120.0,Python notebooks with ML and deep learning examples with Azure Machine Learning | Microsoft.,55.0,30,True,2021-03-24 14:02:28.000000,1.25.0,73.0,azureml-sdk,,,,,60.0,,https://pypi.org/project/azureml-sdk,2021-04-19 15:48:53.000000,60.0,685055.0,685068.0,,,,,,,,2.0,,411.0,,,,,,,,,,,,,,,,,,,,
