,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
198,Keras Tuner,keras-team/keras-tuner,hyperopt,,https://github.com/keras-team/keras-tuner,https://github.com/keras-team/keras-tuner,Apache-2.0,2019-06-06 22:38:21.000,2023-05-12 16:24:48.000000,2023-04-22 23:50:07,1033.0,42.0,363.0,65.0,438.0,190.0,256.0,2719.0,A Hyperparameter Tuning Library for Keras.,56.0,32,True,2023-04-13 04:21:57.000,1.3.5,23.0,keras-tuner,conda-forge/keras-tuner,,,['tensorflow'],2325.0,2325.0,https://pypi.org/project/keras-tuner,,,290778.0,291270.0,https://anaconda.org/conda-forge/keras-tuner,2023-04-13 17:14:35.253,18705.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
199,STUMPY,TDAmeritrade/stumpy,time-series-data,,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000,2023-05-23 00:06:16.000000,2023-05-23 00:06:16,1227.0,44.0,256.0,53.0,193.0,62.0,370.0,2675.0,STUMPY is a powerful and scalable Python library for modern time series analysis.,33.0,32,True,2022-03-31 21:23:48.000,1.11.1,27.0,stumpy,conda-forge/stumpy,,,,458.0,444.0,https://pypi.org/project/stumpy,2022-03-31 21:23:48.000,14.0,166062.0,177237.0,https://anaconda.org/conda-forge/stumpy,2022-03-31 21:30:16.208,536430.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
200,FairScale,facebookresearch/fairscale,distributed-ml,,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000,2023-05-20 22:40:37.000000,2023-04-20 03:41:53,699.0,5.0,223.0,38.0,780.0,64.0,280.0,2311.0,PyTorch extensions for high performance and large scale training.,72.0,32,True,2022-12-11 18:09:31.906,0.4.13,35.0,fairscale,conda-forge/fairscale,,,['pytorch'],2135.0,2086.0,https://pypi.org/project/fairscale,2022-12-11 18:09:31.906,49.0,452127.0,459052.0,https://anaconda.org/conda-forge/fairscale,2022-12-12 02:08:24.604,124654.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
201,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-05-15 18:19:21.000000,2023-04-03 00:19:55,1816.0,75.0,245.0,91.0,121.0,29.0,230.0,2060.0,"NLP, before and after spaCy.",34.0,32,False,2023-04-02 22:46:00.000,0.13.0,29.0,textacy,conda-forge/textacy,,,,1444.0,1444.0,https://pypi.org/project/textacy,,,143438.0,145230.0,https://anaconda.org/conda-forge/textacy,2023-03-09 02:34:37.452,129058.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
202,TFX,tensorflow/tfx,tensorflow-utils,,https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000,2023-05-25 10:04:54.000000,2023-05-23 08:28:24,5088.0,119.0,666.0,92.0,5072.0,119.0,772.0,1957.0,TFX is an end-to-end platform for deploying production ML pipelines.,174.0,32,True,2023-05-03 18:43:05.000,1.13.0,93.0,tfx,,,,['tensorflow'],14.0,,https://pypi.org/project/tfx,2022-12-19 18:20:02.734,14.0,142133.0,142133.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
203,jellyfish,jamesturk/jellyfish,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,MIT,2010-07-09 20:41:11.000,2023-04-10 22:19:05.000000,2023-04-10 22:19:05,514.0,66.0,152.0,42.0,66.0,8.0,115.0,1857.0,a python library for doing approximate and phonetic matching of strings.,29.0,32,True,,,10.0,jellyfish,conda-forge/jellyfish,,,,5999.0,5999.0,https://pypi.org/project/jellyfish,,,1811705.0,1818847.0,https://anaconda.org/conda-forge/jellyfish,2022-10-28 08:39:19.681,571435.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
204,pyLDAvis,bmabey/pyLDAvis,interpretability,,https://github.com/bmabey/pyLDAvis,https://github.com/bmabey/pyLDAvis,BSD-3-Clause,2015-04-09 22:48:03.000,2023-04-29 01:50:03.716000,2023-04-24 15:04:32,275.0,4.0,355.0,55.0,75.0,78.0,98.0,1711.0,Python library for interactive topic model visualization. Port of the R LDAvis package.,39.0,32,True,2023-04-23 23:55:02.142,3.4.1,26.0,pyldavis,conda-forge/pyldavis,,,['jupyter'],5113.0,4959.0,https://pypi.org/project/pyldavis,2021-03-24 12:57:08.000,154.0,484787.0,485918.0,https://anaconda.org/conda-forge/pyldavis,2023-04-29 01:50:03.716,66778.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
205,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapter-transformers,https://github.com/adapter-hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2023-05-22 12:35:33.000000,2023-05-22 12:29:35,12581.0,16.0,264.0,22.0,243.0,50.0,257.0,1614.0,Huggingface Transformers + Adapters =.,1713.0,32,True,2023-04-06 21:17:41.000,adapters3.2.1,14.0,adapter-transformers,,,,['huggingface'],169.0,169.0,https://pypi.org/project/adapter-transformers,,,19604.0,19604.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
206,Geocoder,DenisCarriere/geocoder,geospatial-data,,https://github.com/DenisCarriere/geocoder,https://github.com/DenisCarriere/geocoder,MIT,2014-01-13 04:19:21.000,2022-08-17 17:00:40.000000,2018-10-12 15:53:05,1251.0,,271.0,51.0,153.0,99.0,217.0,1531.0,Python Geocoder.,73.0,32,False,2021-12-15 15:58:16.110,1.1.4,110.0,geocoder,conda-forge/geocoder,,,,7550.0,7039.0,https://pypi.org/project/geocoder,2018-04-04 12:34:51.000,511.0,647056.0,648702.0,https://anaconda.org/conda-forge/geocoder,2019-06-27 16:40:50.469,123512.0,,,,,2.0,,,,,,,,,,,,,,,,,,,geocoder
207,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2023-05-25 14:28:31.000000,2023-05-25 00:04:15,803.0,14.0,310.0,124.0,751.0,186.0,158.0,1401.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",79.0,32,True,2023-04-04 04:00:56.071,0.7.4,29.0,tensorflow-model-optimization,,,,['tensorflow'],2851.0,2821.0,https://pypi.org/project/tensorflow-model-optimization,2022-07-21 14:40:44.572,30.0,295864.0,295864.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
208,ipyleaflet,jupyter-widgets/ipyleaflet,geospatial-data,,https://github.com/jupyter-widgets/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-03-24 10:26:16.000000,2023-02-10 13:49:02,1145.0,,351.0,64.0,563.0,232.0,334.0,1370.0,A Jupyter - Leaflet.js bridge.,82.0,32,True,2022-10-19 07:57:17.000,0.17.2,76.0,ipyleaflet,conda-forge/ipyleaflet,,,['jupyter'],4557.0,4407.0,https://pypi.org/project/ipyleaflet,2022-10-19 07:45:44.840,145.0,149237.0,202557.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,1010931.0,,,,,2.0,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2022-10-19 07:43:02.682,5.0,41286.0,,,,,,,,,,,
209,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2023-05-24 13:13:53.000000,2023-05-24 13:13:52,890.0,25.0,202.0,59.0,97.0,37.0,167.0,957.0,Input pipeline framework.,27.0,32,True,2023-04-13 22:32:01.919,1.13.0,55.0,tensorflow-transform,,,,['tensorflow'],1398.0,1342.0,https://pypi.org/project/tensorflow-transform,2022-12-08 21:21:59.948,56.0,772265.0,772265.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
210,PyFlink,apache/flink,ml-frameworks,,https://github.com/apache/flink,https://github.com/apache/flink,Apache-2.0,2014-06-07 07:00:10.000,2023-05-25 13:10:17.000000,2023-05-25 13:10:16,33369.0,490.0,11712.0,948.0,22645.0,,,21284.0,Apache Flink Python API.,1729.0,31,True,,,,apache-flink,,,,,,,https://pypi.org/project/apache-flink,,,50220.0,50220.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
211,Magenta,magenta/magenta,audio,,https://github.com/magenta/magenta,https://github.com/magenta/magenta,Apache-2.0,2016-05-05 20:10:40.000,2023-05-11 07:42:20.000000,2023-05-01 17:35:06,1420.0,1.0,3721.0,774.0,1128.0,373.0,587.0,18489.0,Magenta: Music and Art Generation with Machine Intelligence.,155.0,31,True,2022-08-01 18:23:00.243,2.1.4,67.0,magenta,,,,['tensorflow'],477.0,439.0,https://pypi.org/project/magenta,2022-08-01 18:23:00.243,38.0,6995.0,6995.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
212,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2023-05-24 10:14:05.000000,2023-05-22 15:28:08,4291.0,71.0,1506.0,165.0,487.0,26.0,559.0,11861.0,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",127.0,31,True,2023-05-16 08:09:27.000,0.14.0,54.0,tts,conda-forge/tts,,,"['pytorch', 'tensorflow']",,,https://pypi.org/project/tts,,,22659.0,56491.0,https://anaconda.org/conda-forge/tts,2021-12-15 19:29:56.367,8041.0,,,,,2.0,868659.0,,,,,,,,,,,,,,,,,,
213,PaddleHub,PaddlePaddle/PaddleHub,others,,https://github.com/PaddlePaddle/PaddleHub,https://github.com/PaddlePaddle/PaddleHub,Apache-2.0,2018-12-21 06:00:48.000,2023-04-21 11:09:36.000000,2023-03-28 11:49:55,2665.0,1.0,2031.0,184.0,996.0,544.0,690.0,11752.0,"Awesome pre-trained models toolkit based on PaddlePaddle. (400+ models including Image, Text, Audio, Video and Cross-..",69.0,31,True,2022-11-28 08:29:05.000,2.3.1,29.0,paddlehub,,,,['paddle'],1273.0,1273.0,https://pypi.org/project/paddlehub,,,6316.0,6328.0,,,,,,,,2.0,618.0,,,,,,,,,,,,,,,,,,
214,Sonnet,deepmind/sonnet,ml-frameworks,,https://github.com/deepmind/sonnet,https://github.com/deepmind/sonnet,Apache-2.0,2017-04-03 11:34:35.000,2023-02-23 15:39:15.000000,2023-02-23 15:39:10,857.0,,1265.0,426.0,79.0,30.0,156.0,9569.0,TensorFlow-based neural network library.,56.0,31,True,2020-03-27 10:36:19.000,2.0.0,13.0,dm-sonnet,conda-forge/sonnet,,,['tensorflow'],1065.0,1065.0,https://pypi.org/project/dm-sonnet,,,21192.0,21736.0,https://anaconda.org/conda-forge/sonnet,2020-11-14 18:13:23.843,22848.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
215,FinRL,AI4Finance-Foundation/FinRL,reinforcement-learning,,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000,2023-05-23 07:00:00.000000,2023-05-05 06:41:10,2800.0,124.0,1818.0,178.0,343.0,140.0,463.0,7377.0,FinRL: Financial Reinforcement Learning.,94.0,31,True,2023-02-07 13:58:00.815,0.3.6,8.0,finrl,,,,,20.0,20.0,https://pypi.org/project/finrl,2022-07-25 13:29:00.262,,1977.0,1977.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
216,tsfresh,blue-yonder/tsfresh,time-series-data,,https://github.com/blue-yonder/tsfresh,https://github.com/blue-yonder/tsfresh,MIT,2016-10-26 11:29:17.000,2023-05-12 15:04:27.000000,2023-05-01 09:51:59,535.0,4.0,1119.0,164.0,413.0,61.0,463.0,7365.0,Automatic extraction of relevant features from time series:.,85.0,31,True,2023-01-02 17:33:26.842,0.20.0,29.0,tsfresh,conda-forge/tsfresh,,,['sklearn'],73.0,,https://pypi.org/project/tsfresh,2023-01-02 17:33:26.842,73.0,212863.0,226002.0,https://anaconda.org/conda-forge/tsfresh,2022-12-31 04:32:34.503,867180.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
217,auto-sklearn,automl/auto-sklearn,hyperopt,,https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000,2023-04-18 11:41:02.000000,2023-04-18 11:08:13,2759.0,1.0,1196.0,213.0,695.0,150.0,823.0,6958.0,Automated Machine Learning with scikit-learn.,88.0,31,True,2023-02-13 12:35:21.000,0.15.0,35.0,auto-sklearn,conda-forge/auto-sklearn,,,['sklearn'],450.0,450.0,https://pypi.org/project/auto-sklearn,,,31846.0,32498.0,https://anaconda.org/conda-forge/auto-sklearn,2022-09-21 23:06:55.991,16316.0,,,,,2.0,43.0,,,,,,,,,,,,,,,,,,
218,stanza,stanfordnlp/stanza,nlp,,https://github.com/stanfordnlp/stanza,https://github.com/stanfordnlp/stanza,,2017-09-26 08:00:56.000,2023-05-24 20:03:44.000000,2023-03-14 16:10:05,3603.0,39.0,825.0,143.0,436.0,78.0,711.0,6644.0,Official Stanford NLP Python Library for Many Human Languages.,58.0,31,False,2023-03-14 05:09:33.000,1.5.0,16.0,stanza,stanfordnlp/stanza,,,,1831.0,1831.0,https://pypi.org/project/stanza,,,158110.0,158281.0,https://anaconda.org/stanfordnlp/stanza,2023-03-24 23:37:42.794,6499.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
219,Darts,unit8co/darts,time-series-data,,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000,2023-05-25 12:00:31.000000,2023-05-23 09:17:00,1012.0,66.0,657.0,50.0,769.0,223.0,805.0,5910.0,A python library for user-friendly forecasting and anomaly detection on time series.,90.0,31,True,2023-04-12 14:14:00.533,0.24.0,35.0,u8darts,conda-forge/u8darts-all,unit8/darts,,,279.0,273.0,https://pypi.org/project/u8darts,2023-01-12 12:53:02.898,6.0,14835.0,16119.0,https://anaconda.org/conda-forge/u8darts-all,2023-04-12 19:12:26.863,28128.0,https://hub.docker.com/r/unit8/darts,2023-04-12 13:39:19.584706,,383.0,2.0,,,,,,,,,,,,,,,,,,,
220,skorch,skorch-dev/skorch,ml-frameworks,,https://github.com/skorch-dev/skorch,https://github.com/skorch-dev/skorch,BSD-3-Clause,2017-07-18 00:13:54.000,2023-05-24 16:33:04.000000,2023-05-22 13:59:44,1049.0,17.0,346.0,81.0,489.0,50.0,426.0,5155.0,A scikit-learn compatible neural network library that wraps PyTorch.,58.0,31,True,2023-05-17 10:20:33.000,0.13.0,17.0,skorch,conda-forge/skorch,,,"['pytorch', 'sklearn']",905.0,857.0,https://pypi.org/project/skorch,2022-11-18 12:33:08.762,48.0,41623.0,55371.0,https://anaconda.org/conda-forge/skorch,2023-05-19 10:19:53.639,769902.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
221,pyfolio,quantopian/pyfolio,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000,2023-04-07 02:29:54.000000,2020-07-15 13:46:58,1184.0,,1590.0,305.0,292.0,152.0,265.0,4983.0,Portfolio and risk analytics in Python.,58.0,31,False,2019-04-15 15:00:21.000,0.9.2,22.0,pyfolio,conda-forge/pyfolio,,,,829.0,795.0,https://pypi.org/project/pyfolio,2019-04-15 15:00:21.000,34.0,10189.0,10372.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267,11568.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
222,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2023-05-04 12:21:21.000000,2023-05-04 11:45:28,917.0,7.0,634.0,148.0,785.0,141.0,347.0,4609.0,Deep Learning Visualization Toolkit.,32.0,31,True,2023-03-03 04:46:06.678,2.5.1,42.0,visualdl,,,,['paddle'],2061.0,2022.0,https://pypi.org/project/visualdl,2023-01-17 11:38:01.856,39.0,121448.0,121456.0,,,,,,,,2.0,296.0,,,,,,,,,,,,,,,,,,
223,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2023-05-20 12:35:31.000000,2023-04-30 18:36:20,483.0,20.0,661.0,93.0,206.0,137.0,354.0,4348.0,"A Python implementation of LightFM, a hybrid recommendation algorithm.",47.0,31,True,2023-03-20 04:08:46.000,1.17,15.0,lightfm,conda-forge/lightfm,,,,1148.0,1101.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,47.0,324336.0,326743.0,https://anaconda.org/conda-forge/lightfm,2023-03-24 09:32:34.243,154104.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
224,Ignite,pytorch/ignite,ml-frameworks,,https://github.com/pytorch/ignite,https://github.com/pytorch/ignite,BSD-3-Clause,2017-11-23 17:31:21.000,2023-05-25 14:08:49.000000,2023-05-25 14:08:49,1581.0,40.0,596.0,59.0,1716.0,153.0,1096.0,4274.0,High-level library to help with training and evaluating neural networks in PyTorch flexibly and transparently.,194.0,31,True,2023-05-01 08:27:00.908,0.4.12,1269.0,pytorch-ignite,pytorch/ignite,,,['pytorch'],39.0,,https://pypi.org/project/pytorch-ignite,2022-11-08 00:18:55.000,39.0,128683.0,131060.0,https://anaconda.org/pytorch/ignite,2023-05-01 08:26:51.879,140260.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
225,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2023-05-24 18:21:20.000000,2023-05-23 20:53:18,1330.0,99.0,697.0,70.0,1627.0,264.0,598.0,3567.0,Probabilistic time series modeling in Python.,105.0,31,True,2023-05-24 11:50:41.242,0.13.1,90.0,gluonts,anaconda/gluonts,,,['mxnet'],14.0,,https://pypi.org/project/gluonts,2022-06-30 19:47:56.000,14.0,127659.0,127676.0,https://anaconda.org/anaconda/gluonts,2021-10-14 12:53:07.201,331.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
226,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-05-25 04:53:27.000000,2023-04-06 11:04:27,1124.0,48.0,638.0,59.0,993.0,99.0,715.0,3419.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",78.0,31,True,2023-04-06 11:05:25.000,1.0.0,19.0,mmocr,,,,['pytorch'],52.0,52.0,https://pypi.org/project/mmocr,,,9493.0,9493.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
227,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-05-25 13:32:21.000000,2023-05-16 19:03:37,1284.0,31.0,765.0,264.0,1422.0,240.0,506.0,3300.0,"Models, data loaders and abstractions for language processing, powered by PyTorch.",149.0,31,True,2023-05-08 19:49:25.000,0.15.2,24.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,,,1175843.0,1175843.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
228,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2023-05-25 12:22:50.000000,2023-05-22 17:51:35,969.0,34.0,567.0,101.0,326.0,10.0,702.0,3104.0,"Fast, flexible and easy to use probabilistic modelling in Python.",68.0,31,True,2023-04-16 07:29:15.000,1.0.0,70.0,pomegranate,conda-forge/pomegranate,,,,984.0,930.0,https://pypi.org/project/pomegranate,2022-02-21 06:50:33.000,54.0,31394.0,34067.0,https://anaconda.org/conda-forge/pomegranate,2022-09-19 21:08:05.664,122986.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
229,hnswlib,nmslib/hnswlib,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46.000,2023-05-21 18:07:26.000000,2023-02-05 22:03:50,437.0,,447.0,63.0,184.0,161.0,137.0,3013.0,Header-only C++/python library for fast approximate nearest neighbors.,65.0,31,True,2023-02-07 20:10:08.000,0.7.0,10.0,hnswlib,conda-forge/hnswlib,,,,1123.0,1080.0,https://pypi.org/project/hnswlib,2022-02-14 22:34:58.000,43.0,798298.0,801214.0,https://anaconda.org/conda-forge/hnswlib,2023-02-07 21:30:59.590,84577.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
230,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-04-19 02:58:40.728000,2023-04-18 19:00:21,461.0,7.0,727.0,118.0,110.0,55.0,361.0,2772.0,"Hidden Markov Models in Python, with scikit-learn like API.",44.0,31,True,2023-04-18 18:59:00.534,0.3.0,12.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],1976.0,1836.0,https://pypi.org/project/hmmlearn,2022-09-26 20:05:34.581,140.0,204300.0,207563.0,https://anaconda.org/conda-forge/hmmlearn,2023-04-19 02:58:40.728,176205.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
231,StatsForecast,Nixtla/statsforecast,time-series-data,,https://github.com/Nixtla/statsforecast,https://github.com/Nixtla/statsforecast,Apache-2.0,2021-11-24 02:19:14.000,2023-05-23 15:02:56.000000,2023-05-22 20:15:37,1135.0,36.0,170.0,23.0,277.0,69.0,96.0,2577.0,Lightning fast forecasting with statistical and econometric models.,21.0,31,True,2023-02-28 19:28:00.449,1.5.0,26.0,statsforecast,conda-forge/statsforecast,,,,296.0,279.0,https://pypi.org/project/statsforecast,2022-12-01 04:10:47.608,17.0,338237.0,340860.0,https://anaconda.org/conda-forge/statsforecast,2023-03-09 15:13:56.487,36727.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
232,Haiku,deepmind/dm-haiku,ml-frameworks,,https://github.com/deepmind/dm-haiku,https://github.com/deepmind/dm-haiku,Apache-2.0,2020-02-18 07:14:02.000,2023-05-25 13:33:43.000000,2023-05-25 13:33:38,893.0,41.0,207.0,40.0,440.0,90.0,157.0,2493.0,JAX-based neural network library.,74.0,31,True,2022-11-16 12:15:37.678,0.0.9,12.0,dm-haiku,conda-forge/dm-haiku,,,,1322.0,1256.0,https://pypi.org/project/dm-haiku,2022-11-16 12:15:37.678,66.0,128508.0,128906.0,https://anaconda.org/conda-forge/dm-haiku,2022-09-21 19:38:58.042,10760.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
233,tslearn,tslearn-team/tslearn,time-series-data,,https://github.com/tslearn-team/tslearn,https://github.com/tslearn-team/tslearn,BSD-2-Clause,2017-05-04 13:08:13.000,2023-05-21 08:22:55.413000,2023-03-24 16:56:01,1602.0,3.0,315.0,59.0,151.0,107.0,186.0,2491.0,A machine learning toolkit dedicated to time-series data.,41.0,31,True,2023-01-20 13:21:39.000,0.5.3.2,96.0,tslearn,conda-forge/tslearn,,,['sklearn'],868.0,826.0,https://pypi.org/project/tslearn,2023-01-20 13:26:34.462,42.0,236898.0,250331.0,https://anaconda.org/conda-forge/tslearn,2023-05-21 08:22:55.413,832852.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
234,hdbscan,scikit-learn-contrib/hdbscan,others,,https://github.com/scikit-learn-contrib/hdbscan,https://github.com/scikit-learn-contrib/hdbscan,BSD-3-Clause,2015-04-22 13:32:37.000,2023-03-22 19:43:04.000000,2022-11-10 18:59:22,964.0,,443.0,56.0,126.0,319.0,162.0,2445.0,A high performance implementation of HDBSCAN clustering.,81.0,31,True,2022-10-31 20:21:51.000,0.8.29-1,45.0,hdbscan,conda-forge/hdbscan,,,['sklearn'],2446.0,2254.0,https://pypi.org/project/hdbscan,2022-10-31 17:25:01.906,192.0,444229.0,463146.0,https://anaconda.org/conda-forge/hdbscan,2023-02-05 19:19:05.978,1551257.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
235,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-05-18 07:56:25.000000,2023-05-18 07:56:25,2819.0,87.0,962.0,122.0,463.0,53.0,289.0,2416.0,IPython Parallel: Interactive Parallel Computing in Python.,112.0,31,False,2023-04-14 13:35:06.415,8.6.1,45.0,ipyparallel,conda-forge/ipyparallel,,,['jupyter'],295.0,,https://pypi.org/project/ipyparallel,2022-06-20 10:37:35.000,295.0,158115.0,167940.0,https://anaconda.org/conda-forge/ipyparallel,2023-04-14 13:49:01.099,835153.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
236,pgmpy,pgmpy/pgmpy,probabilistics,,https://github.com/pgmpy/pgmpy,https://github.com/pgmpy/pgmpy,MIT,2013-09-20 08:18:58.000,2023-05-17 05:24:44.000000,2023-05-17 05:24:43,2875.0,12.0,668.0,77.0,810.0,240.0,599.0,2364.0,"Python Library for learning (Structure and Parameter), inference (Probabilistic and Causal), and simulations in..",116.0,31,True,2023-04-08 06:38:26.000,0.1.22,21.0,pgmpy,,,,,656.0,632.0,https://pypi.org/project/pgmpy,2023-01-02 18:14:12.632,24.0,59451.0,59457.0,,,,,,,,2.0,235.0,,,,,,,,,,,,,,,,,,
237,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-05-25 14:32:05.000000,2023-05-25 11:03:19,1952.0,541.0,181.0,20.0,1745.0,205.0,919.0,1970.0,Argilla: the open-source data curation platform for LLMs.,48.0,31,True,2023-05-10 13:42:53.000,1.7.0,82.0,rubrix,conda-forge/rubrix,,,,487.0,487.0,https://pypi.org/project/rubrix,,,803.0,2085.0,https://anaconda.org/conda-forge/rubrix,2022-10-06 03:07:26.056,21800.0,,,,,2.0,,,,,,,,,,,,argilla-io/argilla,,,,,,,
